"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1979 - Stemmeberettigede";"EV1979 - Afgivne stemmer";"EV1979 - Blanke stemmer";"EV1979 - Andre ugyldige stemmer";"EV1979 - Gyldige stemmer";"EV1979 - A. Socialdemokratiet";"EV1979 - B. Det Radikale Venstre";"EV1979 - C. Det Konservative Folkeparti";"EV1979 - E. Danmarks Retsforbund";"EV1979 - F. Socialistisk Folkeparti";"EV1979 - M. Centrum-Demokraterne";"EV1979 - N. Folkebevægelsen mod EF";"EV1979 - Q. Kristeligt Folkeparti";"EV1979 - V. Venstre, Danmarks Liberale Parti";"EV1979 - Y. Venstresocialisterne";"EV1979 - Z. Fremskridtspartiet"
"609005";"609005";"75";"13";"3";"494";"221";"5";"0";"216";"47";"4";"15";"4";"10";"14";"22";"6";"69";"5";"20"
"609006";"609006";"75";"13";"3";"372";"224";"4";"0";"220";"36";"5";"14";"6";"6";"14";"30";"2";"67";"18";"22"
"609007";"609007";"75";"13";"3";"316";"174";"2";"1";"171";"21";"6";"21";"2";"1";"18";"18";"1";"65";"9";"9"
"609008";"609008";"75";"13";"3";"1149";"651";"19";"0";"632";"104";"20";"64";"27";"28";"33";"123";"4";"175";"12";"42"
"609009";"609009";"75";"13";"3";"311";"172";"5";"0";"167";"33";"4";"6";"4";"3";"7";"29";"2";"62";"2";"15"
"609010";"609010";"75";"13";"3";"1176";"520";"10";"3";"507";"97";"20";"62";"19";"16";"32";"65";"3";"151";"4";"38"
"609011";"609011";"75";"13";"3";"260";"141";"3";"0";"138";"19";"3";"7";"10";"2";"7";"15";"3";"49";"5";"18"
"609012";"609012";"75";"13";"3";"283";"176";"2";"1";"173";"25";"3";"7";"0";"2";"8";"24";"3";"82";"3";"16"
"611001";"611001";"73";"13";"3";"3539";"1400";"25";"2";"1373";"173";"60";"197";"16";"23";"127";"82";"63";"489";"15";"128"
"611002";"611002";"73";"13";"3";"1711";"764";"17";"1";"746";"82";"36";"59";"24";"11";"51";"70";"43";"272";"14";"84"
"611003";"611003";"73";"13";"3";"879";"415";"6";"4";"405";"45";"20";"54";"3";"10";"27";"38";"17";"152";"7";"32"
"611004";"611004";"73";"13";"3";"857";"376";"7";"0";"369";"45";"18";"31";"7";"4";"33";"34";"19";"131";"4";"43"
"611005";"611005";"73";"13";"3";"1124";"484";"2";"2";"480";"46";"21";"41";"11";"9";"30";"27";"15";"214";"4";"62"
"611006";"611006";"73";"13";"3";"411";"219";"4";"0";"215";"16";"12";"15";"6";"1";"8";"12";"10";"108";"1";"26"
"611107";"611107";"73";"13";"3";"864";"408";"8";"0";"400";"31";"24";"27";"8";"5";"29";"29";"12";"197";"0";"38"
"613001";"613001";"74";"13";"3";"3109";"1435";"23";"2";"1410";"285";"48";"196";"44";"25";"113";"175";"106";"310";"10";"98"
"613002";"613002";"74";"13";"3";"2477";"989";"28";"9";"952";"230";"51";"73";"32";"12";"51";"128";"96";"198";"15";"66"
"613004";"613004";"74";"13";"3";"887";"367";"8";"0";"359";"67";"14";"44";"11";"6";"24";"51";"4";"106";"3";"29"
"613005";"613005";"74";"13";"3";"423";"247";"1";"0";"246";"26";"11";"9";"6";"4";"20";"13";"52";"81";"3";"21"
"613006";"613006";"74";"13";"3";"843";"382";"5";"0";"377";"70";"24";"31";"11";"7";"23";"42";"1";"117";"5";"46"
"613103";"613103";"74";"13";"3";"643";"360";"8";"1";"351";"26";"16";"18";"9";"4";"17";"26";"75";"134";"3";"23"
"613104";"613104";"74";"13";"3";"724";"358";"2";"0";"356";"41";"17";"17";"3";"5";"21";"30";"64";"139";"3";"16"
"615001";"615001";"75";"13";"3";"5062";"2136";"48";"11";"2077";"770";"41";"235";"70";"97";"87";"455";"32";"156";"47";"87"
"615002";"615002";"75";"13";"3";"4667";"1858";"45";"13";"1800";"663";"39";"125";"71";"105";"80";"465";"16";"107";"50";"79"
"615004";"615004";"75";"13";"3";"166";"85";"4";"0";"81";"11";"1";"13";"1";"3";"8";"1";"6";"28";"0";"9"
"615006";"615006";"75";"13";"3";"7613";"3045";"72";"7";"2966";"731";"103";"460";"93";"137";"172";"603";"30";"416";"29";"192"
"615007";"615007";"75";"13";"3";"3395";"1466";"27";"4";"1435";"381";"39";"213";"47";"62";"99";"214";"24";"217";"18";"121"
"615008";"615008";"75";"13";"3";"1131";"616";"12";"1";"603";"103";"25";"37";"7";"19";"35";"71";"1";"252";"5";"48"
"615009";"615009";"75";"13";"3";"1280";"584";"6";"3";"575";"123";"17";"50";"9";"18";"29";"73";"9";"196";"12";"39"
"615010";"615010";"75";"13";"3";"1380";"665";"20";"1";"644";"148";"20";"50";"29";"20";"41";"98";"12";"174";"6";"46"
"615011";"615011";"75";"13";"3";"2661";"1442";"26";"1";"1415";"216";"52";"309";"43";"38";"102";"197";"12";"300";"22";"124"
"615101";"615101";"75";"13";"3";"3383";"1443";"34";"11";"1398";"438";"22";"217";"67";"67";"63";"297";"23";"106";"30";"68"
"615103";"615103";"75";"13";"3";"3913";"1662";"29";"15";"1618";"473";"24";"239";"48";"66";"83";"382";"24";"108";"42";"129"
"615104";"615104";"75";"13";"3";"4876";"2173";"44";"29";"2100";"571";"57";"321";"74";"104";"135";"460";"22";"163";"46";"147"
"617001";"617001";"72";"13";"3";"2057";"1139";"21";"0";"1118";"172";"70";"112";"31";"40";"72";"193";"30";"257";"39";"102"
"617002";"617002";"72";"13";"3";"867";"401";"3";"2";"396";"47";"13";"19";"8";"14";"23";"29";"14";"174";"3";"52"
"617005";"617005";"72";"13";"3";"627";"369";"5";"0";"364";"45";"31";"13";"2";"11";"24";"29";"10";"131";"19";"49"
"619001";"619001";"74";"13";"3";"1810";"852";"34";"2";"816";"198";"28";"145";"29";"15";"54";"122";"13";"121";"35";"56"
"619002";"619002";"74";"13";"3";"543";"278";"2";"0";"276";"89";"13";"20";"9";"7";"10";"16";"6";"83";"2";"21"
"619003";"619003";"74";"13";"3";"552";"218";"8";"3";"207";"41";"6";"25";"4";"1";"10";"27";"2";"64";"1";"26"
"619004";"619004";"74";"13";"3";"1396";"668";"10";"2";"656";"149";"16";"80";"9";"27";"46";"38";"14";"210";"6";"61"
"619005";"619005";"74";"13";"3";"1050";"474";"7";"0";"467";"84";"16";"54";"13";"11";"33";"49";"3";"163";"5";"36"
"619006";"619006";"74";"13";"3";"1054";"392";"2";"1";"389";"67";"15";"48";"7";"11";"35";"32";"3";"125";"7";"39"
"619007";"619007";"74";"13";"3";"1242";"617";"10";"0";"607";"104";"14";"84";"11";"10";"55";"60";"19";"195";"11";"44"
"619008";"619008";"74";"13";"3";"1283";"547";"12";"1";"534";"83";"25";"60";"13";"10";"25";"56";"13";"203";"5";"41"
"619009";"619009";"74";"13";"3";"1543";"699";"12";"2";"685";"117";"29";"64";"15";"10";"36";"78";"5";"251";"13";"67"
"619010";"619010";"74";"13";"3";"91";"55";"0";"0";"55";"3";"3";"3";"1";"4";"0";"10";"0";"27";"2";"2"
"621001";"621001";"71";"13";"3";"6946";"3183";"48";"18";"3117";"667";"99";"602";"96";"128";"205";"600";"81";"370";"96";"173"
"621002";"621002";"71";"13";"3";"6052";"2418";"44";"13";"2361";"676";"53";"293";"98";"119";"130";"545";"72";"191";"48";"136"
"621004";"621004";"71";"13";"3";"4634";"1828";"25";"8";"1795";"531";"53";"192";"68";"84";"84";"478";"37";"139";"47";"82"
"621005";"621005";"71";"13";"3";"1789";"961";"13";"3";"945";"124";"29";"337";"23";"22";"79";"94";"14";"126";"12";"85"
"621006";"621006";"71";"13";"3";"645";"334";"4";"0";"330";"45";"10";"39";"9";"8";"25";"52";"14";"116";"3";"9"
"621007";"621007";"71";"13";"3";"1446";"710";"15";"1";"694";"87";"45";"68";"25";"21";"41";"103";"10";"227";"13";"54"
"621008";"621008";"71";"13";"3";"3125";"1380";"21";"1";"1358";"250";"63";"241";"37";"61";"117";"226";"19";"233";"18";"93"
"621009";"621009";"71";"13";"3";"2141";"994";"10";"4";"980";"189";"35";"127";"33";"50";"54";"145";"24";"213";"28";"82"
"621010";"621010";"71";"13";"3";"1383";"624";"10";"2";"612";"146";"17";"71";"30";"22";"45";"106";"13";"103";"15";"44"
"621101";"621101";"71";"13";"3";"8691";"3513";"42";"6";"3465";"840";"104";"531";"141";"112";"223";"793";"69";"361";"60";"231"
"621103";"621103";"71";"13";"3";"3382";"1371";"25";"4";"1342";"332";"33";"149";"60";"44";"101";"321";"34";"185";"15";"68"
"623001";"623001";"71";"13";"3";"2074";"974";"16";"1";"957";"172";"40";"137";"34";"26";"55";"108";"75";"192";"12";"106"
"623002";"623002";"71";"13";"3";"1207";"607";"5";"2";"600";"76";"33";"86";"19";"14";"29";"53";"16";"221";"10";"43"
"625001";"625001";"73";"13";"3";"1665";"722";"4";"2";"716";"94";"21";"78";"16";"15";"45";"76";"38";"228";"15";"90"
"625002";"625002";"73";"13";"3";"432";"193";"6";"0";"187";"16";"9";"14";"1";"4";"9";"28";"12";"72";"1";"21"
"625003";"625003";"73";"13";"3";"1772";"823";"19";"6";"798";"147";"26";"120";"19";"20";"48";"70";"24";"233";"5";"86"
"625004";"625004";"73";"13";"3";"481";"194";"6";"0";"188";"50";"4";"18";"5";"6";"11";"11";"13";"51";"2";"17"
"625005";"625005";"73";"13";"3";"872";"401";"8";"3";"390";"42";"23";"32";"14";"5";"22";"32";"34";"143";"4";"39"
"627001";"627001";"74";"13";"3";"853";"427";"5";"3";"419";"99";"13";"38";"6";"7";"15";"39";"6";"154";"5";"37"
"627002";"627002";"74";"13";"3";"424";"237";"8";"0";"229";"21";"9";"13";"7";"2";"21";"21";"5";"103";"7";"20"
"627003";"627003";"74";"13";"3";"806";"370";"7";"1";"362";"55";"13";"24";"7";"9";"21";"35";"5";"161";"7";"25"
"627004";"627004";"74";"13";"3";"768";"385";"6";"1";"378";"78";"12";"22";"12";"9";"18";"33";"21";"146";"4";"23"
"627005";"627005";"74";"13";"3";"1003";"493";"2";"2";"489";"82";"9";"40";"9";"12";"26";"44";"47";"176";"4";"40"
"627006";"627006";"74";"13";"3";"1642";"765";"21";"2";"742";"136";"29";"102";"20";"7";"57";"98";"36";"198";"7";"52"
"627007";"627007";"74";"13";"3";"876";"386";"8";"1";"377";"65";"20";"33";"18";"13";"31";"40";"13";"112";"3";"29"
"627008";"627008";"74";"13";"3";"578";"256";"7";"0";"249";"29";"28";"20";"13";"4";"17";"24";"1";"89";"2";"22"
"627009";"627009";"74";"13";"3";"662";"299";"4";"1";"294";"69";"15";"26";"13";"1";"21";"20";"8";"95";"3";"23"
"627010";"627010";"74";"13";"3";"389";"166";"2";"0";"164";"17";"5";"7";"3";"1";"14";"19";"2";"76";"0";"20"
"629001";"629001";"71";"13";"3";"3356";"1481";"12";"4";"1465";"324";"42";"202";"43";"43";"84";"197";"132";"299";"14";"85"
"629002";"629002";"71";"13";"3";"353";"186";"1";"0";"185";"26";"6";"19";"0";"4";"12";"23";"13";"64";"4";"14"
"629003";"629003";"71";"13";"3";"999";"511";"6";"0";"505";"96";"22";"50";"13";"17";"36";"53";"12";"176";"2";"28"
"631001";"631001";"72";"13";"3";"11245";"3959";"68";"29";"3862";"1219";"96";"417";"139";"174";"220";"819";"65";"382";"107";"224"
"631003";"631003";"72";"13";"3";"3776";"1478";"29";"8";"1441";"433";"84";"200";"35";"45";"119";"259";"17";"161";"28";"60"
"631005";"631005";"72";"13";"3";"708";"390";"8";"1";"381";"61";"26";"43";"8";"6";"25";"48";"11";"123";"8";"22"
"631007";"631007";"72";"13";"3";"1316";"515";"7";"1";"507";"153";"24";"66";"14";"15";"25";"103";"10";"52";"15";"30"
"631008";"631008";"72";"13";"3";"1223";"583";"12";"1";"570";"155";"31";"79";"18";"13";"48";"96";"6";"100";"8";"16"
"631009";"631009";"72";"13";"3";"1131";"494";"15";"0";"479";"98";"27";"70";"13";"17";"37";"71";"10";"86";"6";"44"
"631010";"631010";"72";"13";"3";"849";"418";"6";"2";"410";"67";"23";"53";"12";"11";"24";"59";"4";"121";"3";"33"
"631011";"631011";"72";"13";"3";"2049";"858";"16";"4";"838";"191";"21";"130";"26";"25";"95";"117";"12";"152";"18";"51"
"631012";"631012";"72";"13";"3";"2514";"1226";"23";"3";"1200";"185";"44";"316";"27";"33";"113";"147";"20";"192";"22";"101"
"631101";"631101";"72";"13";"3";"2911";"1166";"28";"6";"1132";"369";"28";"132";"28";"47";"61";"286";"28";"77";"43";"33"
"631102";"631102";"72";"13";"3";"3921";"1712";"43";"7";"1662";"455";"45";"215";"56";"56";"118";"304";"35";"233";"29";"116"
"631107";"631107";"72";"13";"3";"3802";"1794";"14";"3";"1777";"341";"83";"356";"28";"70";"167";"263";"52";"258";"34";"125"
"631109";"631109";"72";"13";"3";"1263";"479";"9";"2";"468";"133";"21";"40";"25";"20";"23";"94";"7";"79";"11";"15"
"651001";"651001";"77";"14";"3";"2542";"1375";"20";"2";"1353";"143";"13";"150";"24";"10";"77";"108";"110";"609";"11";"98"
"651002";"651002";"77";"14";"3";"485";"258";"1";"1";"256";"9";"4";"14";"5";"0";"7";"11";"30";"142";"10";"24"
"651003";"651003";"77";"14";"3";"599";"277";"6";"1";"270";"50";"2";"12";"5";"4";"13";"27";"13";"109";"1";"34"
"651004";"651004";"77";"14";"3";"932";"447";"6";"2";"439";"41";"19";"41";"10";"10";"31";"18";"35";"191";"1";"42"
"653001";"653001";"79";"14";"3";"4538";"1826";"23";"7";"1796";"387";"78";"225";"78";"34";"109";"230";"72";"364";"38";"181"
"653003";"653003";"79";"14";"3";"327";"166";"1";"0";"165";"14";"8";"8";"2";"4";"8";"17";"1";"86";"0";"17"
"653004";"653004";"79";"14";"3";"256";"136";"1";"0";"135";"8";"1";"4";"1";"1";"8";"9";"14";"72";"1";"16"
"653101";"653101";"79";"14";"3";"271";"111";"1";"0";"110";"14";"2";"2";"2";"2";"8";"8";"7";"38";"0";"27"
"653102";"653102";"79";"14";"3";"520";"229";"4";"0";"225";"31";"2";"6";"11";"0";"15";"11";"27";"83";"1";"38"
"655001";"655001";"79";"14";"3";"2978";"1420";"33";"1";"1386";"258";"65";"168";"49";"29";"135";"149";"142";"321";"17";"53"
"655003";"655003";"79";"14";"3";"589";"359";"7";"0";"352";"42";"24";"37";"19";"7";"17";"25";"9";"129";"4";"39"
"655004";"655004";"79";"14";"3";"627";"398";"7";"1";"390";"34";"16";"21";"8";"5";"20";"22";"39";"195";"6";"24"
"655005";"655005";"79";"14";"3";"478";"258";"5";"2";"251";"22";"11";"6";"4";"0";"12";"13";"7";"154";"2";"20"
"655006";"655006";"79";"14";"3";"392";"212";"4";"0";"208";"13";"9";"10";"6";"1";"7";"15";"35";"99";"2";"11"
"655007";"655007";"79";"14";"3";"477";"204";"4";"1";"199";"15";"10";"8";"4";"1";"8";"26";"31";"69";"1";"26"
"655107";"655107";"79";"14";"3";"357";"188";"2";"0";"186";"25";"5";"12";"2";"3";"13";"7";"4";"96";"6";"13"
"655108";"655108";"79";"14";"3";"334";"148";"2";"0";"146";"6";"8";"9";"3";"2";"18";"4";"14";"76";"0";"6"
"655110";"655110";"79";"14";"3";"360";"178";"2";"0";"176";"23";"1";"8";"6";"0";"17";"16";"31";"65";"1";"8"
"655111";"655111";"79";"14";"3";"263";"130";"2";"0";"128";"17";"2";"5";"1";"6";"11";"6";"7";"60";"3";"10"
"657001";"657001";"78";"14";"3";"19604";"8164";"126";"39";"7999";"1762";"167";"1211";"280";"325";"626";"1344";"422";"1172";"158";"532"
"657002";"657002";"78";"14";"3";"649";"299";"3";"1";"295";"50";"9";"20";"14";"4";"13";"21";"14";"104";"1";"45"
"657003";"657003";"78";"14";"3";"391";"165";"5";"1";"159";"44";"3";"8";"8";"4";"11";"21";"3";"29";"1";"27"
"657005";"657005";"78";"14";"3";"4230";"1973";"20";"2";"1951";"302";"59";"306";"56";"49";"143";"204";"128";"508";"34";"162"
"657006";"657006";"78";"14";"3";"605";"229";"7";"0";"222";"37";"4";"34";"10";"1";"11";"17";"8";"75";"2";"23"
"657007";"657007";"78";"14";"3";"787";"356";"5";"1";"350";"55";"12";"20";"21";"13";"14";"39";"29";"97";"5";"45"
"657008";"657008";"78";"14";"3";"2899";"1329";"17";"1";"1311";"200";"41";"221";"38";"20";"139";"140";"37";"325";"16";"134"
"657009";"657009";"78";"14";"3";"395";"154";"1";"0";"153";"13";"3";"9";"5";"1";"3";"18";"13";"69";"1";"18"
"657010";"657010";"78";"14";"3";"403";"235";"4";"0";"231";"16";"5";"15";"2";"3";"13";"13";"23";"108";"0";"33"
"657011";"657011";"78";"14";"3";"2600";"1088";"14";"2";"1072";"149";"23";"116";"35";"21";"83";"124";"95";"336";"13";"77"
"657012";"657012";"78";"14";"3";"604";"275";"4";"1";"270";"31";"19";"15";"8";"8";"18";"16";"8";"93";"7";"47"
"657013";"657013";"78";"14";"3";"2412";"914";"11";"0";"903";"147";"22";"117";"30";"20";"70";"79";"46";"271";"11";"90"
"657014";"657014";"78";"14";"3";"3157";"1239";"22";"2";"1215";"229";"26";"174";"39";"31";"103";"173";"53";"268";"37";"82"
"657015";"657015";"78";"14";"3";"238";"131";"2";"0";"129";"18";"2";"19";"4";"2";"7";"8";"1";"60";"0";"8"
"659101";"659101";"76";"14";"3";"156";"93";"0";"1";"92";"19";"5";"5";"3";"0";"6";"4";"3";"41";"0";"6"
"659102";"659102";"76";"14";"3";"654";"344";"8";"1";"335";"26";"15";"20";"8";"4";"10";"32";"26";"175";"2";"17"
"659103";"659103";"76";"14";"3";"223";"104";"3";"0";"101";"5";"4";"13";"5";"0";"5";"4";"8";"51";"1";"5"
"659104";"659104";"76";"14";"3";"1936";"597";"13";"0";"584";"55";"14";"82";"10";"12";"37";"52";"53";"212";"6";"51"
"659105";"659105";"76";"14";"3";"163";"62";"2";"0";"60";"4";"7";"5";"6";"0";"5";"8";"0";"22";"0";"3"
"659106";"659106";"76";"14";"3";"131";"72";"0";"0";"72";"6";"0";"14";"4";"1";"1";"6";"1";"34";"0";"5"
"661001";"661001";"77";"14";"3";"21070";"10170";"201";"38";"9931";"2149";"182";"852";"306";"356";"544";"1717";"216";"2964";"196";"449"
"661002";"661002";"77";"14";"3";"2129";"1038";"14";"1";"1023";"132";"19";"74";"24";"32";"58";"124";"39";"414";"15";"92"
"661003";"661003";"77";"14";"3";"1667";"758";"9";"2";"747";"49";"19";"19";"15";"9";"18";"60";"23";"437";"13";"85"
"661004";"661004";"77";"14";"3";"1198";"697";"3";"2";"692";"95";"17";"28";"14";"5";"26";"65";"11";"368";"12";"51"
"663001";"663001";"78";"14";"3";"8656";"3853";"70";"3";"3780";"1019";"69";"493";"105";"97";"260";"496";"206";"682";"55";"298"
"663002";"663002";"78";"14";"3";"693";"343";"8";"0";"335";"34";"5";"31";"7";"9";"17";"31";"22";"138";"4";"37"
"663003";"663003";"78";"14";"3";"2120";"1012";"12";"0";"1000";"160";"16";"114";"14";"16";"58";"64";"100";"357";"8";"93"
"663004";"663004";"78";"14";"3";"327";"172";"0";"1";"171";"7";"3";"11";"2";"5";"12";"9";"19";"83";"2";"18"
"663005";"663005";"78";"14";"3";"1302";"560";"8";"0";"552";"125";"7";"63";"10";"21";"37";"97";"22";"97";"13";"60"
"663006";"663006";"78";"14";"3";"334";"140";"1";"0";"139";"37";"2";"8";"4";"4";"14";"19";"6";"29";"1";"15"
"665001";"665001";"76";"14";"3";"4166";"1871";"39";"6";"1826";"330";"50";"363";"66";"35";"111";"274";"68";"403";"18";"108"
"665002";"665002";"76";"14";"3";"936";"422";"7";"1";"414";"62";"13";"72";"11";"8";"24";"54";"9";"140";"3";"18"
"665003";"665003";"76";"14";"3";"1307";"792";"12";"1";"779";"70";"22";"95";"22";"57";"35";"190";"51";"195";"28";"14"
"665004";"665004";"76";"14";"3";"413";"241";"3";"0";"238";"11";"5";"20";"9";"2";"13";"18";"16";"121";"8";"15"
"665005";"665005";"76";"14";"3";"764";"472";"2";"1";"469";"35";"28";"34";"15";"11";"37";"46";"20";"197";"3";"43"
"665006";"665006";"76";"14";"3";"1831";"833";"20";"1";"812";"88";"35";"89";"25";"25";"47";"78";"21";"342";"9";"53"
"665007";"665007";"76";"14";"3";"259";"129";"1";"0";"128";"12";"4";"12";"3";"1";"4";"8";"3";"75";"2";"4"
"665008";"665008";"76";"14";"3";"604";"285";"6";"0";"279";"35";"5";"18";"19";"3";"10";"29";"20";"117";"1";"22"
"665010";"665010";"76";"14";"3";"327";"189";"2";"0";"187";"10";"7";"6";"1";"3";"1";"27";"4";"110";"4";"14"
"665011";"665011";"76";"14";"3";"961";"481";"4";"2";"475";"33";"10";"30";"13";"6";"41";"26";"22";"255";"10";"29"
"665012";"665012";"76";"14";"3";"674";"343";"1";"0";"342";"26";"4";"26";"13";"4";"17";"15";"16";"187";"2";"32"
"665013";"665013";"76";"14";"3";"383";"208";"4";"0";"204";"11";"6";"11";"1";"4";"1";"14";"6";"119";"5";"26"
"665014";"665014";"76";"14";"3";"579";"300";"2";"0";"298";"21";"13";"21";"4";"0";"10";"12";"19";"177";"4";"17"
"665109";"665109";"76";"14";"3";"257";"120";"0";"0";"120";"14";"3";"7";"3";"2";"5";"13";"2";"67";"1";"3"
"665110";"665110";"76";"14";"3";"820";"405";"10";"0";"395";"48";"6";"43";"3";"10";"13";"50";"3";"186";"8";"25"
"667001";"667001";"76";"14";"3";"3995";"1778";"29";"3";"1746";"404";"61";"220";"50";"54";"115";"224";"56";"444";"28";"90"
"667002";"667002";"76";"14";"3";"1376";"620";"10";"2";"608";"98";"42";"83";"16";"10";"35";"73";"14";"189";"11";"37"
"667003";"667003";"76";"14";"3";"674";"298";"4";"0";"294";"37";"13";"14";"0";"1";"10";"16";"6";"177";"4";"16"
"667004";"667004";"76";"14";"3";"317";"208";"2";"0";"206";"12";"9";"8";"9";"0";"10";"13";"1";"133";"3";"8"
"667005";"667005";"76";"14";"3";"491";"255";"4";"0";"251";"17";"8";"18";"8";"4";"10";"13";"5";"133";"1";"34"
"667006";"667006";"76";"14";"3";"423";"208";"3";"0";"205";"11";"4";"7";"1";"2";"9";"18";"5";"136";"5";"7"
"667007";"667007";"76";"14";"3";"590";"370";"1";"1";"368";"26";"19";"12";"5";"2";"21";"19";"8";"227";"4";"25"
"667008";"667008";"76";"14";"3";"998";"492";"13";"2";"477";"91";"12";"50";"29";"9";"26";"63";"15";"144";"3";"35"
"667009";"667009";"76";"14";"3";"880";"387";"9";"2";"376";"38";"16";"22";"10";"1";"27";"25";"2";"207";"1";"27"
"667010";"667010";"76";"14";"3";"325";"147";"6";"1";"140";"9";"4";"6";"3";"1";"8";"10";"1";"85";"0";"13"
"667011";"667011";"76";"14";"3";"356";"209";"4";"0";"205";"8";"8";"19";"5";"2";"3";"13";"3";"118";"3";"23"
"667012";"667012";"76";"14";"3";"668";"359";"13";"1";"345";"52";"21";"37";"28";"9";"15";"47";"2";"116";"4";"14"
"667013";"667013";"76";"14";"3";"346";"209";"1";"0";"208";"21";"21";"7";"5";"2";"5";"5";"8";"119";"1";"14"
"669001";"669001";"79";"14";"3";"4759";"2321";"48";"11";"2262";"405";"58";"268";"72";"68";"165";"245";"224";"634";"22";"101"
"669002";"669002";"79";"14";"3";"1032";"557";"9";"4";"544";"59";"12";"48";"11";"3";"35";"48";"33";"257";"2";"36"
"669003";"669003";"79";"14";"3";"311";"214";"3";"0";"211";"12";"6";"33";"1";"2";"18";"8";"22";"97";"3";"9"
"669004";"669004";"79";"14";"3";"403";"244";"0";"0";"244";"12";"2";"10";"2";"1";"11";"14";"51";"124";"1";"16"
"669005";"669005";"79";"14";"3";"398";"236";"2";"0";"234";"11";"4";"19";"4";"4";"30";"15";"27";"102";"0";"18"
"669006";"669006";"79";"14";"3";"661";"424";"7";"0";"417";"31";"10";"34";"11";"6";"19";"24";"57";"203";"0";"22"
"669007";"669007";"79";"14";"3";"385";"245";"1";"1";"243";"17";"4";"17";"3";"0";"13";"2";"48";"119";"3";"17"
"669008";"669008";"79";"14";"3";"296";"190";"0";"0";"190";"9";"5";"7";"0";"0";"7";"8";"43";"103";"1";"7"
"669009";"669009";"79";"14";"3";"559";"284";"0";"1";"283";"24";"12";"23";"8";"4";"18";"23";"10";"135";"1";"25"
"671001";"671001";"77";"14";"3";"6510";"2651";"42";"11";"2598";"626";"64";"259";"97";"112";"120";"479";"51";"608";"56";"126"
"671002";"671002";"77";"14";"3";"1528";"767";"19";"2";"746";"125";"28";"103";"21";"8";"37";"145";"17";"215";"7";"40"
"671003";"671003";"77";"14";"3";"1162";"580";"6";"0";"574";"61";"22";"36";"12";"3";"24";"68";"25";"279";"4";"40"
"671004";"671004";"77";"14";"3";"1486";"610";"10";"0";"600";"121";"6";"60";"28";"9";"31";"104";"13";"182";"7";"39"
"671005";"671005";"77";"14";"3";"619";"354";"8";"1";"345";"32";"9";"20";"12";"2";"14";"35";"15";"179";"5";"22"
"671006";"671006";"77";"14";"3";"446";"239";"4";"0";"235";"29";"2";"19";"8";"6";"5";"23";"9";"124";"1";"9"
"671008";"671008";"77";"14";"3";"1306";"742";"9";"0";"733";"45";"22";"43";"10";"8";"25";"57";"23";"445";"5";"50"
"671106";"671106";"77";"14";"3";"95";"43";"0";"0";"43";"6";"0";"3";"2";"0";"1";"3";"0";"25";"1";"2"
"673001";"673001";"76";"14";"3";"1853";"526";"7";"2";"517";"78";"7";"109";"14";"18";"29";"67";"30";"134";"10";"21"
"673002";"673002";"76";"14";"3";"1591";"547";"4";"2";"541";"100";"10";"85";"16";"3";"19";"80";"49";"151";"6";"22"
"675001";"675001";"77";"14";"3";"1433";"739";"7";"3";"729";"56";"20";"108";"33";"8";"53";"76";"56";"255";"8";"56"
"675003";"675003";"77";"14";"3";"281";"118";"0";"0";"118";"8";"1";"20";"1";"1";"2";"7";"14";"44";"5";"15"
"675004";"675004";"77";"14";"3";"705";"357";"9";"1";"347";"32";"5";"71";"3";"7";"20";"49";"16";"104";"5";"35"
"675005";"675005";"77";"14";"3";"463";"195";"1";"0";"194";"13";"3";"31";"13";"4";"10";"26";"18";"57";"3";"16"
"677001";"677001";"76";"14";"3";"158";"84";"1";"0";"83";"6";"4";"3";"0";"0";"5";"2";"1";"35";"1";"26"
"677002";"677002";"76";"14";"3";"580";"270";"4";"0";"266";"26";"4";"20";"7";"5";"13";"33";"25";"100";"5";"28"
"677003";"677003";"76";"14";"3";"860";"424";"4";"2";"418";"25";"7";"34";"3";"4";"30";"17";"66";"172";"3";"57"
"677004";"677004";"76";"14";"3";"2124";"983";"13";"0";"970";"127";"23";"145";"21";"13";"64";"78";"82";"315";"7";"95"
