"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2004 - Stemmeberettigede";"EV2004 - Afgivne stemmer";"EV2004 - Blanke stemmer";"EV2004 - Andre ugyldige stemmer";"EV2004 - Gyldige stemmer";"EV2004 - A. Socialdemokratiet";"EV2004 - B. Det Radikale Venstre";"EV2004 - C. Det Konservative Folkeparti";"EV2004 - F. Socialistisk Folkeparti";"EV2004 - J. JuniBevægelsen - Mod Union";"EV2004 - K. Kristendemokraterne";"EV2004 - N. Folkebevægelsen mod EU";"EV2004 - O. Dansk Folkeparti";"EV2004 - V. Venstre, Danmarks Liberale Parti"
"431002";"431002";"58";"10";"2";"1349";"567";"6";"0";"561";"174";"44";"51";"44";"54";"0";"33";"39";"122"
"431003";"431003";"58";"10";"2";"354";"217";"2";"0";"215";"38";"7";"20";"16";"26";"1";"24";"18";"65"
"431004";"431004";"58";"10";"2";"740";"416";"6";"0";"410";"134";"27";"54";"37";"43";"1";"18";"19";"77"
"431005";"431005";"58";"10";"2";"562";"330";"6";"0";"324";"76";"11";"65";"15";"31";"2";"7";"44";"73"
"431006";"431006";"58";"10";"2";"3835";"1835";"21";"1";"1813";"633";"93";"263";"126";"183";"6";"88";"127";"294"
"431007";"431007";"58";"10";"2";"1312";"673";"8";"0";"665";"235";"27";"101";"35";"55";"7";"16";"37";"152"
"431008";"431008";"58";"10";"2";"490";"295";"5";"1";"289";"67";"16";"27";"22";"42";"0";"16";"25";"74"
"431009";"431009";"58";"10";"2";"111";"67";"0";"0";"67";"12";"3";"6";"9";"1";"0";"5";"3";"28"
"431010";"431010";"58";"10";"2";"762";"410";"6";"0";"404";"128";"25";"33";"29";"55";"3";"16";"21";"94"
"431011";"431011";"58";"10";"2";"1984";"981";"10";"0";"971";"336";"57";"151";"66";"70";"1";"30";"61";"199"
"431012";"431012";"58";"10";"2";"1067";"550";"8";"0";"542";"185";"32";"49";"44";"57";"3";"19";"50";"103"
"431013";"431013";"58";"10";"2";"270";"157";"3";"1";"153";"35";"9";"12";"12";"10";"1";"9";"11";"54"
"431014";"431014";"58";"10";"2";"385";"190";"3";"0";"187";"42";"4";"26";"9";"12";"2";"8";"17";"67"
"433001";"433001";"54";"10";"2";"781";"418";"9";"1";"408";"120";"27";"51";"29";"50";"2";"19";"20";"90"
"433002";"433002";"54";"10";"2";"1935";"1028";"12";"9";"1007";"366";"72";"164";"87";"61";"9";"30";"49";"169"
"433003";"433003";"54";"10";"2";"890";"412";"5";"2";"405";"125";"14";"70";"20";"46";"2";"18";"28";"82"
"433004";"433004";"54";"10";"2";"397";"187";"1";"0";"186";"62";"10";"18";"10";"17";"0";"9";"9";"51"
"433005";"433005";"54";"10";"2";"424";"193";"3";"1";"189";"53";"21";"18";"12";"20";"0";"6";"12";"47"
"435001";"435001";"56";"10";"2";"844";"390";"9";"1";"380";"109";"16";"30";"24";"34";"0";"18";"27";"122"
"435002";"435002";"56";"10";"2";"157";"67";"1";"0";"66";"22";"3";"6";"8";"5";"0";"2";"5";"15"
"435003";"435003";"56";"10";"2";"927";"458";"5";"0";"453";"148";"34";"34";"35";"36";"5";"20";"39";"102"
"435004";"435004";"56";"10";"2";"256";"123";"4";"0";"119";"30";"11";"8";"3";"18";"1";"6";"14";"28"
"435005";"435005";"56";"10";"2";"731";"324";"6";"0";"318";"95";"14";"29";"26";"25";"0";"14";"26";"89"
"435006";"435006";"56";"10";"2";"342";"185";"0";"0";"185";"37";"16";"11";"17";"21";"1";"5";"17";"60"
"435007";"435007";"56";"10";"2";"514";"276";"3";"0";"273";"70";"20";"32";"31";"21";"3";"9";"19";"68"
"435008";"435008";"56";"10";"2";"421";"248";"6";"0";"242";"66";"22";"24";"30";"26";"0";"16";"12";"46"
"435009";"435009";"56";"10";"2";"444";"251";"5";"0";"246";"83";"16";"25";"11";"28";"2";"13";"16";"52"
"437001";"437001";"58";"10";"2";"688";"380";"4";"0";"376";"103";"22";"43";"15";"37";"11";"11";"18";"116"
"437002";"437002";"58";"10";"2";"2486";"1198";"14";"1";"1183";"356";"51";"200";"64";"103";"6";"35";"84";"284"
"437003";"437003";"58";"10";"2";"559";"289";"5";"1";"283";"65";"28";"35";"26";"29";"1";"16";"17";"66"
"439001";"439001";"53";"10";"2";"2802";"1377";"16";"5";"1356";"459";"65";"218";"92";"136";"6";"62";"94";"224"
"439002";"439002";"53";"10";"2";"309";"179";"3";"0";"176";"56";"5";"9";"21";"24";"0";"4";"15";"42"
"439003";"439003";"53";"10";"2";"635";"358";"6";"0";"352";"113";"11";"26";"29";"38";"3";"9";"26";"97"
"439004";"439004";"53";"10";"2";"228";"151";"0";"0";"151";"41";"10";"14";"25";"9";"0";"7";"8";"37"
"439005";"439005";"53";"10";"2";"422";"258";"2";"0";"256";"87";"7";"14";"25";"35";"0";"18";"16";"54"
"439006";"439006";"53";"10";"2";"389";"210";"5";"1";"204";"58";"6";"20";"19";"20";"0";"11";"14";"56"
"439007";"439007";"53";"10";"2";"324";"196";"3";"0";"193";"51";"10";"7";"14";"22";"0";"13";"10";"66"
"439008";"439008";"53";"10";"2";"610";"334";"5";"0";"329";"67";"23";"37";"24";"41";"2";"17";"33";"85"
"439009";"439009";"53";"10";"2";"836";"423";"8";"0";"415";"116";"15";"47";"34";"40";"3";"18";"42";"100"
"439010";"439010";"53";"10";"2";"1709";"924";"11";"1";"912";"320";"42";"133";"69";"79";"6";"37";"52";"174"
"441001";"441001";"53";"10";"2";"800";"418";"5";"1";"412";"138";"17";"66";"18";"41";"4";"8";"41";"79"
"441002";"441002";"53";"10";"2";"1150";"487";"7";"0";"480";"149";"15";"94";"28";"44";"2";"19";"46";"83"
"441003";"441003";"53";"10";"2";"333";"172";"4";"0";"168";"55";"6";"25";"9";"18";"2";"9";"9";"35"
"441004";"441004";"53";"10";"2";"2355";"1116";"18";"2";"1096";"462";"29";"150";"40";"77";"6";"31";"84";"217"
"443001";"443001";"58";"10";"2";"2013";"913";"10";"1";"902";"296";"15";"205";"46";"80";"10";"41";"82";"127"
"443002";"443002";"58";"10";"2";"578";"271";"10";"0";"261";"77";"8";"53";"18";"28";"2";"11";"17";"47"
"445001";"445001";"54";"10";"2";"4968";"2181";"35";"2";"2144";"875";"112";"254";"161";"197";"11";"83";"136";"315"
"445002";"445002";"54";"10";"2";"4786";"2210";"27";"3";"2180";"948";"98";"260";"128";"176";"17";"65";"149";"339"
"445003";"445003";"54";"10";"2";"1402";"661";"5";"1";"655";"246";"37";"68";"26";"49";"7";"11";"51";"160"
"445005";"445005";"54";"10";"2";"992";"481";"4";"2";"475";"139";"22";"58";"25";"52";"10";"16";"36";"117"
"445006";"445006";"54";"10";"2";"3144";"1733";"19";"0";"1714";"511";"118";"368";"115";"126";"10";"46";"100";"320"
"447001";"447001";"53";"10";"2";"4218";"1970";"38";"3";"1929";"903";"61";"185";"124";"164";"12";"113";"124";"243"
"449001";"449001";"56";"10";"2";"1372";"638";"8";"0";"630";"150";"27";"81";"55";"72";"2";"23";"57";"163"
"449002";"449002";"56";"10";"2";"5067";"2277";"21";"3";"2253";"936";"91";"309";"152";"178";"6";"90";"150";"341"
"449003";"449003";"56";"10";"2";"5919";"2597";"40";"8";"2549";"992";"129";"352";"222";"223";"15";"143";"174";"299"
"449004";"449004";"56";"10";"2";"2127";"901";"16";"0";"885";"307";"39";"109";"55";"77";"3";"42";"89";"164"
"451001";"451001";"54";"10";"2";"2155";"988";"8";"2";"978";"399";"61";"99";"42";"89";"5";"31";"52";"200"
"451002";"451002";"54";"10";"2";"1045";"538";"8";"1";"529";"141";"39";"59";"33";"51";"4";"23";"36";"143"
"451003";"451003";"54";"10";"2";"294";"151";"2";"0";"149";"45";"4";"10";"5";"21";"1";"3";"15";"45"
"451004";"451004";"54";"10";"2";"285";"159";"2";"1";"156";"39";"8";"17";"18";"17";"0";"9";"11";"37"
"451005";"451005";"54";"10";"2";"242";"134";"3";"0";"131";"33";"11";"14";"8";"14";"1";"11";"9";"30"
"461001";"461001";"50";"10";"2";"8660";"3687";"63";"2";"3622";"1216";"348";"401";"522";"346";"35";"203";"168";"383"
"461002";"461002";"50";"10";"2";"7132";"3197";"48";"2";"3147";"1304";"236";"270";"403";"297";"21";"183";"160";"273"
"461003";"461003";"50";"10";"2";"2970";"1244";"15";"3";"1226";"539";"53";"113";"145";"132";"6";"80";"52";"106"
"461004";"461004";"50";"10";"2";"7655";"3530";"62";"5";"3463";"1109";"295";"578";"404";"291";"38";"143";"168";"437"
"461005";"461005";"50";"10";"2";"5424";"2098";"21";"8";"2069";"836";"130";"239";"233";"191";"25";"113";"141";"161"
"461006";"461006";"50";"10";"2";"2134";"1042";"6";"1";"1035";"450";"21";"170";"47";"69";"2";"40";"87";"149"
"461007";"461007";"50";"10";"2";"3155";"1378";"10";"4";"1364";"610";"52";"153";"95";"138";"8";"56";"104";"148"
"461008";"461008";"50";"10";"2";"346";"209";"3";"0";"206";"66";"7";"36";"21";"20";"0";"6";"15";"35"
"461009";"461009";"50";"10";"2";"1586";"728";"7";"1";"720";"289";"34";"104";"54";"60";"7";"42";"39";"91"
"461010";"461010";"50";"10";"2";"274";"138";"5";"0";"133";"34";"2";"24";"12";"15";"1";"9";"12";"24"
"461011";"461011";"51";"10";"2";"6949";"3242";"56";"5";"3181";"1044";"341";"391";"487";"282";"14";"154";"124";"344"
"461012";"461012";"51";"10";"2";"7691";"2944";"25";"3";"2916";"1337";"106";"273";"293";"320";"18";"191";"174";"204"
"461013";"461013";"51";"10";"2";"821";"386";"4";"1";"381";"130";"19";"69";"20";"36";"3";"16";"27";"61"
"461014";"461014";"51";"10";"2";"4789";"2096";"27";"0";"2069";"917";"53";"308";"140";"179";"10";"83";"123";"256"
"461015";"461015";"51";"10";"2";"327";"203";"1";"0";"202";"54";"7";"65";"8";"18";"0";"4";"14";"32"
"461016";"461016";"51";"10";"2";"2345";"960";"13";"3";"944";"378";"37";"190";"81";"74";"4";"32";"57";"91"
"461017";"461017";"51";"10";"2";"5051";"2378";"14";"3";"2361";"914";"94";"402";"173";"238";"15";"115";"138";"272"
"461018";"461018";"51";"10";"2";"4495";"2394";"25";"2";"2367";"824";"107";"489";"164";"219";"15";"95";"141";"313"
"461019";"461019";"51";"10";"2";"3198";"1576";"14";"2";"1560";"533";"62";"331";"132";"138";"9";"44";"104";"207"
"461020";"461020";"51";"10";"2";"3605";"1746";"18";"2";"1726";"601";"78";"350";"104";"182";"7";"71";"104";"229"
"461021";"461021";"51";"10";"2";"1700";"822";"10";"0";"812";"263";"40";"126";"61";"72";"10";"45";"70";"125"
"461022";"461022";"51";"10";"2";"419";"223";"2";"0";"221";"65";"15";"37";"11";"22";"0";"10";"19";"42"
"461023";"461023";"52";"10";"2";"9332";"4602";"64";"5";"4533";"1320";"487";"725";"613";"365";"42";"199";"164";"618"
"461024";"461024";"52";"10";"2";"4011";"2456";"39";"1";"2416";"541";"236";"625";"240";"192";"16";"84";"105";"377"
"461025";"461025";"52";"10";"2";"5547";"2517";"32";"3";"2482";"892";"180";"415";"252";"191";"25";"123";"122";"282"
"461026";"461026";"52";"10";"2";"8263";"4098";"37";"3";"4058";"1451";"199";"791";"297";"318";"26";"144";"237";"595"
"461027";"461027";"52";"10";"2";"368";"208";"5";"0";"203";"55";"11";"31";"24";"24";"4";"15";"11";"28"
"461028";"461028";"52";"10";"2";"3283";"1675";"25";"2";"1648";"469";"75";"373";"99";"121";"23";"54";"102";"332"
"461029";"461029";"52";"10";"2";"4813";"2400";"40";"9";"2351";"801";"133";"449";"219";"183";"13";"115";"129";"309"
"461030";"461030";"52";"10";"2";"6784";"3249";"52";"6";"3191";"1149";"199";"603";"297";"242";"8";"112";"203";"378"
"461031";"461031";"52";"10";"2";"2754";"1463";"16";"3";"1444";"374";"83";"339";"116";"114";"20";"56";"84";"258"
"461032";"461032";"52";"10";"2";"698";"397";"2";"0";"395";"93";"22";"105";"30";"24";"5";"18";"22";"76"
"461033";"461033";"52";"10";"2";"2965";"1432";"12";"1";"1419";"508";"74";"253";"127";"102";"4";"62";"90";"199"
"461034";"461034";"52";"10";"2";"477";"256";"6";"0";"250";"70";"14";"46";"16";"29";"1";"8";"10";"56"
"461035";"461035";"50";"10";"2";"5382";"1663";"11";"6";"1646";"845";"60";"109";"183";"147";"8";"87";"95";"112"
"461036";"461036";"50";"10";"2";"3581";"1630";"22";"4";"1604";"632";"100";"202";"176";"165";"10";"73";"75";"171"
"471001";"471001";"55";"10";"2";"552";"264";"3";"0";"261";"82";"11";"27";"11";"21";"0";"7";"25";"77"
"471002";"471002";"55";"10";"2";"832";"404";"2";"0";"402";"117";"21";"46";"20";"31";"1";"13";"36";"117"
"471003";"471003";"55";"10";"2";"478";"247";"2";"0";"245";"82";"13";"31";"12";"23";"0";"6";"21";"57"
"471004";"471004";"55";"10";"2";"697";"308";"1";"1";"306";"89";"18";"38";"17";"41";"1";"18";"29";"55"
"471005";"471005";"55";"10";"2";"1862";"861";"7";"3";"851";"323";"28";"133";"43";"74";"4";"24";"36";"186"
"471006";"471006";"55";"10";"2";"1756";"766";"13";"0";"753";"307";"38";"97";"35";"61";"2";"22";"49";"142"
"471007";"471007";"55";"10";"2";"499";"236";"4";"0";"232";"56";"11";"15";"12";"12";"0";"14";"30";"82"
"471008";"471008";"55";"10";"2";"631";"329";"3";"0";"326";"98";"19";"38";"42";"30";"3";"8";"13";"75"
"471009";"471009";"55";"10";"2";"590";"272";"2";"0";"270";"83";"13";"36";"13";"16";"2";"5";"21";"81"
"471010";"471010";"55";"10";"2";"343";"159";"2";"0";"157";"45";"8";"19";"14";"9";"4";"6";"10";"42"
"473001";"473001";"58";"10";"2";"5327";"2695";"34";"6";"2655";"875";"151";"310";"224";"220";"21";"112";"140";"602"
"473002";"473002";"58";"10";"2";"867";"482";"3";"3";"476";"129";"21";"50";"48";"48";"3";"31";"40";"106"
"473003";"473003";"58";"10";"2";"1137";"581";"10";"2";"569";"176";"21";"67";"36";"42";"0";"33";"49";"145"
"473005";"473005";"58";"10";"2";"1136";"500";"6";"1";"493";"97";"30";"46";"38";"55";"5";"34";"27";"161"
"475001";"475001";"57";"10";"2";"3282";"1346";"24";"3";"1319";"495";"64";"118";"121";"151";"9";"74";"69";"218"
"475002";"475002";"57";"10";"2";"543";"268";"2";"0";"266";"70";"18";"18";"22";"21";"4";"12";"21";"80"
"475003";"475003";"57";"10";"2";"484";"193";"5";"0";"188";"57";"10";"10";"19";"26";"1";"10";"11";"44"
"475004";"475004";"57";"10";"2";"707";"270";"6";"0";"264";"90";"11";"24";"15";"28";"0";"16";"16";"64"
"475005";"475005";"57";"10";"2";"158";"94";"6";"0";"88";"18";"2";"6";"14";"12";"0";"12";"2";"22"
"477001";"477001";"56";"10";"2";"1692";"781";"10";"1";"770";"254";"62";"90";"47";"72";"7";"28";"45";"165"
"477002";"477002";"56";"10";"2";"1768";"882";"8";"0";"874";"329";"51";"78";"64";"82";"17";"31";"42";"180"
"477003";"477003";"56";"10";"2";"1687";"777";"14";"2";"761";"233";"39";"81";"77";"78";"5";"30";"35";"183"
"479001";"479001";"57";"10";"2";"11508";"5058";"82";"7";"4969";"1624";"353";"555";"497";"565";"42";"325";"293";"715"
"479002";"479002";"57";"10";"2";"2764";"1110";"14";"4";"1092";"411";"57";"68";"119";"131";"7";"77";"107";"115"
"479003";"479003";"57";"10";"2";"5257";"2222";"27";"8";"2187";"802";"132";"208";"244";"209";"18";"131";"173";"270"
"479004";"479004";"57";"10";"2";"851";"408";"7";"0";"401";"119";"18";"51";"30";"45";"4";"16";"30";"88"
"479005";"479005";"57";"10";"2";"3051";"1612";"18";"3";"1591";"419";"118";"211";"123";"146";"9";"85";"109";"371"
"479006";"479006";"57";"10";"2";"67";"46";"2";"0";"44";"4";"6";"2";"4";"7";"0";"2";"6";"13"
"479007";"479007";"57";"10";"2";"1832";"1083";"11";"0";"1072";"256";"72";"129";"116";"93";"7";"57";"87";"255"
"479008";"479008";"57";"10";"2";"837";"427";"7";"0";"420";"104";"25";"39";"32";"44";"1";"27";"42";"106"
"479009";"479009";"57";"10";"2";"1798";"905";"15";"2";"888";"262";"63";"79";"90";"98";"5";"46";"58";"187"
"479010";"479010";"57";"10";"2";"2726";"1490";"23";"3";"1464";"390";"108";"228";"131";"126";"6";"51";"103";"321"
"479011";"479011";"57";"10";"2";"2229";"969";"18";"3";"948";"400";"25";"91";"51";"87";"5";"38";"84";"167"
"481001";"481001";"57";"10";"2";"704";"274";"5";"0";"269";"67";"12";"16";"20";"23";"2";"14";"24";"91"
"481002";"481002";"57";"10";"2";"1219";"522";"8";"3";"511";"138";"27";"52";"28";"47";"0";"20";"30";"169"
"481003";"481003";"57";"10";"2";"677";"311";"7";"0";"304";"75";"20";"21";"11";"33";"2";"23";"23";"96"
"481004";"481004";"57";"10";"2";"721";"248";"5";"0";"243";"65";"12";"22";"13";"26";"0";"12";"16";"77"
"483001";"483001";"55";"10";"2";"1096";"519";"7";"2";"510";"178";"15";"74";"34";"47";"0";"15";"43";"104"
"483002";"483002";"55";"10";"2";"1060";"500";"9";"0";"491";"125";"19";"52";"27";"56";"1";"26";"40";"145"
"483003";"483003";"55";"10";"2";"1800";"977";"17";"1";"959";"351";"42";"162";"58";"61";"2";"41";"51";"191"
"483004";"483004";"55";"10";"2";"624";"315";"6";"1";"308";"95";"11";"54";"11";"29";"2";"8";"24";"74"
"483005";"483005";"55";"10";"2";"1249";"625";"15";"2";"608";"189";"26";"101";"18";"60";"0";"26";"31";"157"
"483006";"483006";"55";"10";"2";"2540";"1178";"12";"0";"1166";"460";"40";"186";"62";"67";"2";"42";"79";"228"
"485001";"485001";"55";"10";"2";"1245";"622";"11";"1";"610";"194";"31";"86";"66";"51";"3";"11";"28";"140"
"485002";"485002";"55";"10";"2";"1466";"693";"14";"2";"677";"196";"47";"98";"49";"62";"8";"22";"44";"151"
"485003";"485003";"55";"10";"2";"1697";"889";"8";"3";"878";"304";"46";"120";"89";"89";"4";"34";"50";"142"
"485004";"485004";"55";"10";"2";"1337";"623";"2";"0";"621";"187";"31";"88";"42";"50";"3";"19";"48";"153"
"487001";"487001";"57";"10";"2";"263";"145";"2";"1";"142";"35";"11";"17";"13";"24";"0";"10";"13";"19"
"487002";"487002";"57";"10";"2";"582";"280";"1";"1";"278";"88";"9";"35";"14";"25";"1";"18";"40";"48"
"487003";"487003";"57";"10";"2";"999";"390";"1";"0";"389";"124";"21";"42";"14";"31";"1";"12";"34";"110"
"487004";"487004";"57";"10";"2";"402";"184";"3";"1";"180";"50";"14";"16";"17";"21";"3";"10";"12";"37"
"487005";"487005";"57";"10";"2";"545";"246";"2";"1";"243";"66";"15";"24";"23";"32";"1";"20";"17";"45"
"489001";"489001";"53";"10";"2";"2214";"1015";"8";"0";"1007";"422";"30";"121";"46";"54";"1";"31";"70";"232"
"489002";"489002";"53";"10";"2";"385";"181";"4";"0";"177";"39";"8";"23";"10";"14";"1";"17";"17";"48"
"489003";"489003";"53";"10";"2";"479";"239";"4";"2";"233";"113";"8";"12";"10";"23";"1";"7";"15";"44"
"489004";"489004";"53";"10";"2";"718";"364";"5";"0";"359";"110";"12";"26";"34";"37";"1";"19";"16";"104"
"491001";"491001";"55";"10";"2";"4520";"1945";"21";"2";"1922";"655";"84";"310";"138";"182";"16";"87";"142";"308"
"493001";"493001";"58";"10";"2";"892";"472";"5";"0";"467";"171";"20";"73";"32";"42";"4";"18";"16";"91"
"493002";"493002";"58";"10";"2";"659";"300";"3";"2";"295";"108";"8";"34";"18";"15";"0";"10";"20";"82"
"493003";"493003";"58";"10";"2";"455";"179";"3";"0";"176";"40";"9";"21";"14";"22";"4";"10";"10";"46"
"493004";"493004";"58";"10";"2";"724";"315";"5";"0";"310";"66";"9";"43";"13";"23";"5";"8";"27";"116"
"493005";"493005";"58";"10";"2";"293";"136";"2";"0";"134";"35";"4";"17";"9";"12";"0";"5";"6";"46"
"495001";"495001";"56";"10";"2";"1306";"646";"20";"2";"624";"183";"19";"94";"20";"33";"1";"24";"55";"195"
"495002";"495002";"56";"10";"2";"1072";"546";"9";"0";"537";"168";"26";"40";"47";"48";"4";"28";"37";"139"
"495003";"495003";"56";"10";"2";"958";"437";"17";"1";"419";"141";"25";"39";"24";"28";"0";"17";"29";"116"
"495004";"495004";"56";"10";"2";"887";"423";"9";"0";"414";"123";"15";"40";"19";"55";"2";"18";"19";"123"
"495005";"495005";"56";"10";"2";"840";"384";"2";"4";"378";"91";"17";"40";"20";"35";"2";"18";"42";"113"
"497001";"497001";"53";"10";"2";"1340";"695";"11";"0";"684";"228";"55";"85";"41";"64";"2";"33";"29";"147"
"497002";"497002";"53";"10";"2";"2821";"1440";"20";"6";"1414";"514";"61";"199";"102";"113";"5";"50";"98";"272"
"497003";"497003";"53";"10";"2";"1844";"1019";"10";"0";"1009";"327";"61";"148";"82";"85";"5";"37";"61";"203"
"497004";"497004";"53";"10";"2";"763";"420";"2";"2";"416";"127";"25";"56";"33";"37";"4";"22";"22";"90"
"499001";"499001";"55";"10";"2";"2217";"1098";"14";"5";"1079";"372";"44";"174";"55";"81";"9";"26";"69";"249"
"499002";"499002";"55";"10";"2";"529";"233";"3";"0";"230";"63";"10";"27";"18";"25";"5";"8";"17";"57"
"499003";"499003";"55";"10";"2";"600";"308";"4";"1";"303";"76";"13";"38";"27";"41";"1";"17";"23";"67"
"499004";"499004";"55";"10";"2";"631";"278";"3";"0";"275";"86";"19";"46";"10";"24";"0";"5";"20";"65"
"501001";"501001";"62";"11";"3";"1965";"968";"18";"2";"948";"352";"34";"107";"43";"88";"5";"33";"106";"180"
"501002";"501002";"62";"11";"3";"961";"492";"9";"0";"483";"181";"15";"49";"14";"42";"1";"19";"43";"119"
"501003";"501003";"62";"11";"3";"1263";"533";"2";"1";"530";"161";"23";"53";"29";"63";"5";"26";"35";"135"
"501004";"501004";"62";"11";"3";"725";"316";"4";"1";"311";"104";"14";"26";"10";"30";"2";"19";"25";"81"
"503001";"503001";"64";"11";"3";"779";"335";"2";"1";"332";"134";"7";"34";"10";"29";"2";"18";"22";"76"
"503002";"503002";"64";"11";"3";"1425";"599";"10";"1";"588";"227";"19";"66";"13";"50";"5";"18";"34";"156"
"503003";"503003";"64";"11";"3";"1407";"635";"9";"2";"624";"226";"21";"49";"29";"57";"1";"39";"50";"152"
"503004";"503004";"64";"11";"3";"1181";"482";"8";"0";"474";"154";"7";"42";"12";"52";"2";"16";"67";"122"
"503005";"503005";"64";"11";"3";"929";"493";"8";"0";"485";"121";"16";"75";"26";"39";"2";"12";"44";"150"
"503006";"503006";"64";"11";"3";"382";"175";"2";"0";"173";"39";"5";"8";"7";"15";"1";"6";"15";"77"
"503007";"503007";"64";"11";"3";"1086";"503";"9";"1";"493";"149";"11";"54";"9";"43";"5";"12";"38";"172"
"505001";"505001";"63";"11";"3";"1556";"683";"6";"1";"676";"224";"14";"80";"16";"55";"9";"18";"44";"216"
"505002";"505002";"63";"11";"3";"636";"276";"9";"0";"267";"57";"10";"15";"4";"27";"11";"11";"15";"117"
"505003";"505003";"63";"11";"3";"458";"179";"2";"1";"176";"60";"1";"15";"11";"12";"1";"3";"7";"66"
"507001";"507001";"61";"11";"3";"2966";"1348";"25";"4";"1319";"554";"48";"143";"64";"111";"8";"43";"102";"246"
"507002";"507002";"61";"11";"3";"1180";"509";"11";"1";"497";"218";"15";"55";"15";"52";"6";"12";"48";"76"
"507003";"507003";"61";"11";"3";"445";"254";"3";"0";"251";"67";"6";"27";"10";"23";"3";"11";"24";"80"
"509001";"509001";"59";"11";"3";"356";"191";"0";"0";"191";"52";"8";"20";"4";"14";"3";"6";"17";"67"
"509003";"509003";"59";"11";"3";"3132";"1410";"21";"4";"1385";"451";"44";"149";"69";"103";"51";"32";"108";"378"
"509004";"509004";"59";"11";"3";"756";"361";"6";"0";"355";"134";"10";"23";"17";"23";"4";"11";"20";"113"
"509006";"509006";"59";"11";"3";"670";"296";"4";"0";"292";"104";"21";"23";"15";"19";"1";"9";"22";"78"
"509008";"509008";"59";"11";"3";"745";"344";"8";"1";"335";"100";"10";"36";"10";"15";"14";"7";"32";"111"
"509009";"509009";"59";"11";"3";"609";"291";"1";"0";"290";"97";"7";"23";"13";"27";"8";"10";"30";"75"
"509010";"509010";"59";"11";"3";"757";"364";"2";"0";"362";"120";"22";"28";"25";"45";"4";"14";"25";"79"
"511001";"511001";"65";"11";"3";"2161";"1047";"5";"7";"1035";"383";"24";"107";"44";"90";"27";"23";"72";"265"
"511002";"511002";"65";"11";"3";"672";"289";"4";"2";"283";"89";"4";"27";"7";"23";"15";"13";"19";"86"
"511003";"511003";"65";"11";"3";"184";"109";"0";"0";"109";"25";"5";"4";"5";"13";"2";"3";"8";"44"
"511004";"511004";"65";"11";"3";"242";"124";"3";"1";"120";"36";"2";"12";"2";"10";"1";"4";"17";"36"
"511005";"511005";"65";"11";"3";"83";"47";"2";"0";"45";"11";"2";"4";"3";"1";"0";"0";"5";"19"
"511006";"511006";"65";"11";"3";"283";"131";"3";"0";"128";"31";"0";"10";"5";"13";"3";"0";"17";"49"
"513001";"513001";"61";"11";"3";"3532";"1721";"22";"2";"1697";"650";"57";"213";"70";"167";"24";"39";"155";"322"
"513002";"513002";"61";"11";"3";"1189";"603";"7";"2";"594";"222";"21";"75";"10";"52";"13";"17";"47";"137"
"513003";"513003";"61";"11";"3";"719";"292";"6";"2";"284";"92";"10";"32";"15";"26";"2";"6";"27";"74"
"515001";"515001";"59";"11";"3";"2713";"1184";"18";"3";"1163";"411";"64";"152";"85";"123";"25";"37";"62";"204"
"515002";"515002";"59";"11";"3";"2421";"1042";"14";"4";"1024";"450";"28";"83";"50";"125";"27";"27";"85";"149"
