"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2014 - Personlige stemmer i alt";"EV2014 - A - personlige stemmer i alt";"EV2014 - B - personlige stemmer i alt";"EV2014 - C - personlige stemmer i alt";"EV2014 - F - personlige stemmer i alt";"EV2014 - I - personlige stemmer i alt";"EV2014 - N - personlige stemmer i alt";"EV2014 - O - personlige stemmer i alt";"EV2014 - V - personlige stemmer i alt";"EV2014 - A-01";"EV2014 - A-02";"EV2014 - A-03";"EV2014 - A-04";"EV2014 - A-05";"EV2014 - A-06";"EV2014 - A-07";"EV2014 - A-08";"EV2014 - B-01";"EV2014 - B-02";"EV2014 - B-03";"EV2014 - B-04";"EV2014 - B-05";"EV2014 - B-06";"EV2014 - B-07";"EV2014 - C-01";"EV2014 - C-02";"EV2014 - C-03";"EV2014 - C-04";"EV2014 - C-05";"EV2014 - C-06";"EV2014 - C-07";"EV2014 - C-08";"EV2014 - C-09";"EV2014 - C-10";"EV2014 - F-01";"EV2014 - F-02";"EV2014 - F-03";"EV2014 - F-04";"EV2014 - F-05";"EV2014 - F-06";"EV2014 - F-07";"EV2014 - F-08";"EV2014 - F-09";"EV2014 - F-10";"EV2014 - F-11";"EV2014 - F-12";"EV2014 - F-13";"EV2014 - F-14";"EV2014 - F-15";"EV2014 - F-16";"EV2014 - F-17";"EV2014 - F-18";"EV2014 - F-19";"EV2014 - F-20";"EV2014 - I-01";"EV2014 - I-02";"EV2014 - I-03";"EV2014 - I-04";"EV2014 - I-05";"EV2014 - I-06";"EV2014 - I-07";"EV2014 - I-08";"EV2014 - I-09";"EV2014 - N-01";"EV2014 - N-02";"EV2014 - N-03";"EV2014 - N-04";"EV2014 - N-05";"EV2014 - N-06";"EV2014 - N-07";"EV2014 - N-08";"EV2014 - N-09";"EV2014 - N-10";"EV2014 - N-11";"EV2014 - N-12";"EV2014 - N-13";"EV2014 - N-14";"EV2014 - N-15";"EV2014 - N-16";"EV2014 - N-17";"EV2014 - N-18";"EV2014 - N-19";"EV2014 - N-20";"EV2014 - O-01";"EV2014 - O-02";"EV2014 - O-03";"EV2014 - O-04";"EV2014 - O-05";"EV2014 - O-06";"EV2014 - O-07";"EV2014 - O-08";"EV2014 - O-09";"EV2014 - O-10";"EV2014 - V-01";"EV2014 - V-02";"EV2014 - V-03";"EV2014 - V-04";"EV2014 - V-05";"EV2014 - V-06";"EV2014 - V-07";"EV2014 - V-08";"EV2014 - V-09";"EV2014 - V-10";"EV2014 - V-11";"EV2014 - V-12";"EV2014 - V-13";"EV2014 - V-14";"EV2014 - V-15";"EV2014 - V-16"
"615005";"615005";"71";"8";"3";"1627";"365";"72";"72";"160";"53";"126";"604";"175";"172";"8";"38";"130";"9";"4";"3";"1";"53";"5";"2";"5";"7";"0";"0";"66";"2";"1";"1";"1";"0";"0";"0";"0";"1";"132";"3";"0";"5";"5";"1";"1";"3";"1";"0";"0";"0";"0";"0";"1";"0";"3";"2";"3";"0";"40";"0";"1";"2";"8";"1";"0";"1";"0";"107";"2";"0";"9";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"568";"7";"4";"2";"2";"10";"2";"6";"1";"2";"62";"1";"5";"7";"1";"9";"0";"0";"25";"2";"0";"1";"14";"46";"1";"1"
"615006";"615006";"71";"8";"3";"2969";"659";"100";"222";"204";"54";"114";"1135";"481";"342";"11";"73";"203";"16";"4";"6";"4";"82";"2";"3";"7";"5";"0";"1";"212";"3";"6";"0";"0";"0";"0";"0";"0";"1";"167";"4";"3";"3";"9";"3";"1";"2";"2";"0";"0";"1";"1";"3";"1";"1";"0";"2";"0";"1";"45";"1";"1";"0";"6";"0";"0";"0";"1";"79";"3";"5";"9";"5";"2";"1";"1";"0";"0";"4";"0";"1";"3";"1";"0";"0";"0";"0";"0";"1065";"22";"9";"5";"3";"15";"5";"4";"3";"4";"234";"2";"1";"10";"1";"17";"0";"1";"63";"9";"1";"0";"55";"87";"0";"0"
"615007";"615007";"71";"8";"3";"1769";"371";"64";"165";"113";"31";"63";"680";"282";"192";"4";"43";"119";"3";"6";"1";"3";"56";"0";"2";"4";"2";"0";"0";"149";"5";"3";"4";"0";"0";"1";"0";"3";"0";"96";"3";"1";"2";"1";"0";"1";"0";"0";"0";"0";"3";"0";"2";"0";"0";"0";"1";"3";"0";"25";"0";"0";"0";"5";"1";"0";"0";"0";"43";"6";"0";"1";"1";"2";"1";"0";"1";"1";"2";"1";"0";"1";"1";"0";"1";"1";"0";"0";"629";"15";"7";"4";"0";"18";"0";"5";"1";"1";"119";"0";"6";"5";"0";"12";"0";"1";"38";"7";"0";"0";"38";"52";"3";"1"
"615008";"615008";"71";"8";"3";"847";"171";"40";"100";"49";"25";"17";"262";"183";"83";"0";"17";"64";"2";"1";"4";"0";"34";"1";"0";"1";"4";"0";"0";"92";"4";"2";"1";"0";"0";"0";"1";"0";"0";"38";"0";"0";"1";"7";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"13";"2";"0";"0";"6";"0";"3";"1";"0";"13";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"243";"4";"3";"1";"2";"5";"1";"2";"0";"1";"78";"2";"12";"0";"1";"5";"0";"2";"20";"4";"0";"0";"32";"26";"1";"0"
"615009";"615009";"71";"8";"3";"782";"203";"14";"57";"39";"16";"26";"234";"193";"37";"4";"9";"149";"4";"0";"0";"0";"10";"1";"1";"1";"1";"0";"0";"54";"2";"0";"0";"0";"0";"0";"1";"0";"0";"28";"0";"2";"2";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"1";"1";"0";"12";"0";"1";"0";"2";"1";"0";"0";"0";"17";"3";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"217";"4";"3";"1";"2";"3";"1";"1";"0";"2";"71";"0";"20";"2";"1";"4";"2";"0";"10";"4";"0";"1";"20";"57";"1";"0"
"615010";"615010";"71";"8";"3";"973";"203";"38";"93";"84";"31";"28";"315";"181";"86";"1";"20";"87";"4";"1";"1";"3";"33";"2";"2";"0";"0";"1";"0";"85";"2";"3";"1";"1";"0";"1";"0";"0";"0";"75";"2";"1";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"27";"0";"0";"0";"2";"0";"2";"0";"0";"20";"2";"0";"0";"2";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"305";"3";"3";"1";"1";"1";"1";"0";"0";"0";"75";"0";"9";"2";"0";"5";"2";"0";"20";"1";"0";"0";"28";"39";"0";"0"
"615011";"615011";"71";"8";"3";"2376";"341";"118";"321";"182";"170";"57";"629";"558";"181";"7";"68";"69";"10";"2";"2";"2";"101";"1";"6";"2";"3";"0";"5";"293";"7";"11";"4";"1";"2";"1";"0";"2";"0";"152";"0";"1";"3";"11";"3";"0";"1";"0";"1";"4";"1";"0";"2";"1";"0";"0";"2";"0";"0";"111";"0";"0";"0";"58";"1";"0";"0";"0";"45";"4";"1";"2";"0";"0";"1";"0";"0";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"598";"9";"7";"0";"3";"7";"0";"2";"2";"1";"261";"1";"8";"16";"1";"11";"0";"3";"63";"17";"2";"2";"74";"96";"2";"1"
"615012";"615012";"71";"8";"3";"1213";"252";"61";"115";"81";"31";"39";"394";"240";"122";"2";"38";"76";"7";"3";"2";"2";"53";"1";"2";"3";"2";"0";"0";"110";"1";"3";"0";"0";"0";"0";"0";"0";"1";"63";"0";"3";"2";"0";"0";"0";"0";"1";"1";"1";"1";"0";"2";"1";"0";"0";"3";"1";"2";"23";"1";"0";"1";"3";"0";"1";"2";"0";"32";"2";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"373";"5";"5";"2";"3";"4";"1";"1";"0";"0";"88";"1";"3";"6";"1";"10";"5";"0";"29";"10";"1";"0";"37";"47";"2";"0"
"615013";"615013";"71";"8";"3";"1504";"238";"68";"136";"86";"32";"39";"511";"394";"158";"3";"26";"40";"4";"4";"0";"3";"54";"2";"4";"4";"2";"0";"2";"125";"1";"5";"1";"1";"0";"1";"1";"1";"0";"70";"0";"2";"1";"2";"2";"0";"0";"2";"0";"0";"1";"0";"1";"0";"1";"1";"0";"2";"1";"25";"3";"1";"2";"1";"0";"0";"0";"0";"26";"2";"3";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"1";"0";"475";"6";"4";"0";"8";"10";"3";"2";"2";"1";"188";"2";"18";"4";"0";"8";"8";"0";"35";"6";"5";"2";"62";"52";"3";"1"
"615014";"615014";"71";"8";"3";"579";"85";"24";"47";"34";"20";"28";"178";"163";"45";"1";"19";"11";"5";"1";"2";"1";"23";"0";"1";"0";"0";"0";"0";"34";"0";"7";"4";"1";"1";"0";"0";"0";"0";"30";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"17";"1";"0";"2";"0";"0";"0";"0";"0";"19";"5";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"170";"1";"5";"1";"0";"0";"0";"0";"0";"1";"64";"0";"18";"1";"0";"6";"0";"1";"14";"3";"1";"0";"29";"25";"1";"0"
"615015";"615015";"71";"8";"3";"400";"57";"22";"21";"50";"9";"21";"115";"105";"36";"1";"6";"10";"2";"0";"2";"0";"18";"1";"0";"0";"3";"0";"0";"20";"0";"1";"0";"0";"0";"0";"0";"0";"0";"45";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"9";"0";"0";"0";"0";"0";"0";"0";"0";"7";"3";"1";"1";"1";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"1";"109";"3";"1";"0";"1";"1";"0";"0";"0";"0";"39";"0";"6";"1";"0";"2";"1";"0";"6";"0";"0";"0";"20";"29";"1";"0"
"615016";"615016";"71";"8";"3";"1041";"168";"36";"92";"99";"24";"29";"342";"251";"97";"3";"16";"38";"7";"3";"1";"3";"22";"6";"1";"2";"3";"1";"1";"84";"4";"3";"0";"1";"0";"0";"0";"0";"0";"91";"0";"3";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"16";"0";"1";"3";"2";"1";"0";"1";"0";"15";"3";"0";"5";"0";"1";"1";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"319";"9";"3";"3";"0";"5";"1";"1";"0";"1";"98";"1";"16";"3";"0";"10";"1";"4";"27";"5";"0";"1";"36";"43";"4";"2"
"615017";"615017";"71";"8";"3";"858";"137";"54";"86";"86";"22";"29";"268";"176";"76";"0";"25";"20";"8";"3";"3";"2";"41";"2";"1";"4";"5";"0";"1";"80";"2";"3";"0";"0";"0";"0";"0";"1";"0";"71";"4";"0";"8";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"18";"1";"0";"0";"1";"1";"1";"0";"0";"21";"0";"0";"3";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"259";"2";"2";"0";"0";"3";"0";"1";"0";"1";"75";"0";"12";"0";"0";"4";"1";"0";"20";"2";"2";"1";"25";"29";"5";"0"
"615018";"615018";"71";"8";"3";"1131";"193";"50";"83";"105";"23";"55";"358";"264";"112";"3";"26";"36";"8";"3";"3";"2";"38";"4";"3";"1";"2";"1";"1";"76";"2";"2";"0";"1";"1";"1";"0";"0";"0";"90";"1";"4";"1";"0";"0";"1";"0";"2";"0";"0";"3";"0";"1";"0";"0";"0";"1";"1";"0";"22";"0";"0";"0";"0";"1";"0";"0";"0";"37";"3";"2";"5";"0";"4";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"339";"2";"6";"0";"1";"3";"2";"2";"0";"3";"119";"2";"14";"2";"1";"10";"1";"0";"26";"4";"1";"0";"36";"47";"1";"0"
"615019";"615019";"71";"8";"3";"686";"114";"30";"52";"52";"22";"41";"197";"178";"75";"1";"16";"18";"2";"1";"0";"1";"29";"0";"0";"1";"0";"0";"0";"47";"3";"2";"0";"0";"0";"0";"0";"0";"0";"40";"1";"0";"1";"2";"0";"0";"0";"0";"0";"1";"1";"0";"2";"0";"1";"1";"2";"0";"0";"20";"0";"0";"1";"1";"0";"0";"0";"0";"29";"2";"4";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"184";"5";"2";"0";"0";"1";"0";"4";"0";"1";"72";"0";"10";"4";"2";"2";"0";"0";"15";"2";"1";"0";"18";"51";"1";"0"
"615020";"615020";"71";"8";"3";"264";"32";"15";"23";"54";"5";"14";"74";"47";"15";"2";"4";"9";"2";"0";"0";"0";"12";"0";"0";"1";"1";"0";"1";"21";"0";"2";"0";"0";"0";"0";"0";"0";"0";"50";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"5";"0";"0";"0";"0";"0";"0";"0";"0";"11";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"70";"0";"1";"0";"0";"1";"1";"1";"0";"0";"11";"0";"7";"1";"0";"1";"1";"1";"7";"1";"0";"0";"7";"9";"1";"0"
"615021";"615021";"71";"8";"3";"326";"98";"11";"12";"35";"9";"18";"127";"16";"48";"3";"3";"36";"2";"1";"1";"4";"6";"2";"0";"1";"0";"0";"2";"10";"1";"0";"0";"0";"0";"0";"0";"1";"0";"25";"3";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"7";"0";"0";"0";"1";"0";"0";"1";"0";"11";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"124";"0";"1";"1";"0";"0";"0";"1";"0";"0";"9";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"1";"2";"0";"0"
"615022";"615022";"71";"8";"3";"181";"22";"6";"16";"14";"6";"11";"65";"41";"13";"0";"1";"8";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"1";"13";"1";"1";"0";"0";"0";"0";"1";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"5";"0";"0";"1";"0";"0";"0";"0";"0";"5";"1";"0";"1";"1";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"56";"0";"2";"0";"0";"0";"0";"2";"1";"4";"20";"0";"2";"0";"0";"0";"0";"0";"4";"0";"0";"0";"6";"9";"0";"0"
"621001";"621001";"59";"7";"2";"2179";"342";"144";"215";"267";"84";"109";"626";"392";"200";"13";"100";"7";"11";"2";"3";"6";"115";"1";"6";"8";"10";"0";"4";"189";"10";"6";"2";"1";"2";"0";"0";"3";"2";"214";"4";"6";"6";"3";"4";"1";"0";"0";"1";"0";"7";"1";"4";"1";"0";"1";"3";"7";"4";"73";"4";"2";"4";"0";"0";"1";"0";"0";"68";"6";"4";"13";"1";"1";"0";"0";"0";"4";"4";"2";"0";"0";"2";"0";"0";"1";"3";"0";"546";"7";"1";"1";"1";"44";"2";"23";"0";"1";"148";"0";"146";"4";"3";"6";"1";"3";"27";"10";"1";"2";"31";"6";"1";"3"
"621002";"621002";"59";"7";"2";"1096";"232";"63";"82";"122";"15";"62";"370";"150";"130";"4";"80";"5";"7";"1";"3";"2";"42";"1";"2";"9";"5";"3";"1";"73";"3";"1";"0";"1";"1";"0";"2";"1";"0";"99";"3";"4";"5";"0";"1";"6";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"13";"0";"0";"0";"0";"1";"1";"0";"0";"43";"7";"2";"2";"0";"1";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"1";"2";"1";"0";"311";"4";"3";"2";"0";"33";"3";"14";"0";"0";"70";"2";"44";"3";"1";"4";"0";"3";"8";"3";"0";"0";"11";"0";"0";"1"
"621003";"621003";"59";"7";"2";"1624";"324";"86";"150";"150";"27";"66";"549";"272";"188";"9";"90";"9";"12";"4";"7";"5";"76";"2";"1";"2";"4";"1";"0";"129";"1";"15";"0";"1";"1";"0";"1";"2";"0";"128";"3";"5";"1";"2";"2";"0";"2";"0";"0";"0";"0";"0";"1";"1";"0";"1";"2";"0";"2";"19";"2";"0";"0";"0";"3";"0";"0";"3";"49";"1";"4";"0";"3";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"2";"1";"2";"462";"5";"6";"3";"0";"54";"3";"14";"1";"1";"111";"3";"102";"1";"1";"3";"0";"4";"22";"6";"0";"1";"13";"4";"0";"1"
"621004";"621004";"59";"7";"2";"3006";"380";"207";"445";"174";"90";"62";"826";"822";"220";"6";"129";"6";"6";"6";"1";"6";"166";"5";"5";"5";"15";"4";"7";"418";"10";"6";"2";"1";"0";"1";"3";"3";"1";"144";"2";"3";"9";"3";"3";"0";"2";"1";"1";"0";"1";"0";"2";"0";"1";"0";"2";"0";"0";"83";"0";"2";"3";"0";"1";"0";"1";"0";"43";"8";"1";"3";"2";"0";"2";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"736";"9";"3";"4";"1";"49";"3";"19";"1";"1";"329";"3";"262";"5";"1";"29";"2";"5";"86";"19";"1";"0";"72";"2";"2";"4"
"621005";"621005";"59";"7";"2";"1827";"303";"68";"246";"108";"36";"40";"604";"422";"179";"4";"80";"4";"7";"3";"8";"18";"53";"6";"1";"2";"4";"0";"2";"232";"2";"5";"0";"0";"0";"1";"4";"2";"0";"95";"2";"1";"0";"5";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"29";"1";"0";"2";"1";"2";"0";"1";"0";"35";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"549";"3";"5";"1";"0";"32";"3";"11";"0";"0";"187";"3";"152";"4";"0";"13";"0";"3";"28";"6";"1";"0";"22";"2";"0";"1"
"621006";"621006";"59";"7";"2";"1527";"218";"77";"185";"73";"35";"33";"459";"447";"113";"7";"80";"3";"5";"3";"5";"2";"66";"1";"0";"2";"6";"0";"2";"174";"4";"3";"0";"0";"0";"1";"0";"0";"3";"57";"1";"2";"1";"1";"1";"0";"1";"0";"0";"1";"2";"0";"0";"1";"0";"3";"2";"0";"0";"31";"0";"1";"2";"1";"0";"0";"0";"0";"26";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"374";"8";"2";"2";"0";"44";"4";"22";"0";"3";"147";"2";"215";"2";"1";"5";"3";"4";"26";"2";"1";"0";"33";"4";"0";"2"
"621007";"621007";"59";"7";"2";"1909";"244";"55";"185";"97";"20";"44";"512";"752";"142";"7";"73";"5";"3";"7";"3";"4";"41";"2";"3";"5";"2";"0";"2";"167";"2";"16";"0";"0";"0";"0";"0";"0";"0";"87";"3";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"18";"0";"1";"0";"1";"0";"0";"0";"0";"31";"3";"1";"0";"2";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"385";"5";"5";"1";"1";"101";"4";"9";"0";"1";"118";"1";"565";"0";"1";"11";"0";"1";"20";"4";"0";"0";"26";"2";"0";"3"
"621008";"621008";"60";"7";"2";"1554";"284";"75";"105";"146";"41";"82";"602";"219";"154";"6";"97";"4";"6";"6";"5";"6";"60";"2";"2";"5";"3";"0";"3";"89";"1";"10";"0";"0";"3";"0";"1";"0";"1";"121";"3";"1";"9";"3";"0";"0";"1";"0";"0";"0";"2";"0";"1";"1";"0";"1";"1";"1";"1";"31";"4";"2";"2";"1";"1";"0";"0";"0";"51";"7";"3";"3";"3";"1";"3";"0";"0";"2";"2";"2";"0";"0";"1";"0";"1";"0";"1";"2";"500";"7";"5";"1";"1";"54";"2";"31";"1";"0";"87";"1";"65";"1";"2";"8";"1";"2";"22";"7";"1";"1";"19";"1";"0";"1"
"621009";"621009";"60";"7";"2";"2398";"398";"139";"224";"281";"76";"123";"780";"377";"221";"9";"125";"10";"10";"7";"6";"10";"98";"1";"8";"6";"17";"2";"7";"175";"5";"31";"7";"2";"1";"1";"1";"0";"1";"232";"10";"5";"3";"5";"3";"0";"2";"2";"1";"0";"3";"0";"4";"2";"0";"1";"4";"1";"3";"68";"1";"1";"2";"0";"2";"0";"2";"0";"93";"1";"2";"6";"3";"2";"2";"0";"1";"1";"1";"0";"1";"1";"0";"1";"3";"1";"2";"2";"666";"15";"7";"1";"1";"48";"6";"31";"3";"2";"161";"3";"109";"10";"3";"15";"0";"3";"28";"11";"0";"0";"30";"4";"0";"0"
"621010";"621010";"60";"7";"2";"2054";"336";"82";"241";"196";"44";"73";"680";"402";"195";"2";"118";"3";"9";"0";"3";"6";"66";"0";"5";"4";"4";"0";"3";"178";"2";"55";"2";"0";"1";"0";"2";"0";"1";"171";"4";"2";"0";"3";"0";"2";"1";"2";"0";"1";"2";"0";"1";"1";"0";"0";"2";"2";"2";"35";"5";"0";"1";"0";"2";"0";"1";"0";"54";"3";"2";"4";"2";"0";"0";"0";"0";"1";"0";"1";"1";"0";"2";"0";"1";"1";"1";"0";"567";"11";"9";"1";"2";"57";"6";"26";"1";"0";"166";"0";"139";"5";"2";"6";"0";"6";"34";"10";"0";"2";"24";"4";"1";"3"
"621011";"621011";"60";"7";"2";"1521";"226";"83";"198";"95";"53";"27";"405";"434";"135";"3";"70";"4";"3";"5";"3";"3";"64";"2";"4";"4";"2";"1";"6";"180";"3";"6";"0";"2";"0";"0";"1";"3";"3";"86";"2";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"49";"1";"1";"0";"0";"1";"0";"0";"1";"22";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"363";"2";"4";"3";"1";"26";"1";"4";"1";"0";"209";"1";"126";"3";"0";"13";"0";"5";"30";"8";"0";"2";"33";"4";"0";"0"
"621012";"621012";"60";"7";"2";"1563";"235";"86";"144";"215";"36";"60";"437";"350";"140";"6";"74";"5";"4";"0";"3";"3";"68";"5";"1";"4";"3";"3";"2";"138";"2";"3";"0";"0";"0";"0";"0";"0";"1";"200";"3";"2";"2";"0";"2";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"34";"0";"0";"1";"0";"1";"0";"0";"0";"50";"2";"3";"0";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"376";"6";"5";"0";"2";"41";"0";"6";"0";"1";"117";"0";"173";"2";"0";"4";"0";"1";"13";"5";"0";"0";"34";"1";"0";"0"
"621013";"621013";"60";"7";"2";"929";"168";"27";"79";"50";"9";"26";"387";"183";"91";"6";"55";"6";"3";"3";"2";"2";"22";"0";"1";"1";"3";"0";"0";"70";"1";"5";"0";"1";"2";"0";"0";"0";"0";"43";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"8";"0";"0";"0";"0";"0";"1";"0";"0";"18";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"324";"4";"7";"3";"1";"40";"0";"6";"1";"1";"83";"0";"68";"0";"0";"6";"0";"6";"10";"3";"0";"0";"7";"0";"0";"0"
"621014";"621014";"60";"7";"2";"2345";"350";"85";"315";"90";"37";"83";"860";"525";"174";"4";"153";"2";"10";"5";"1";"1";"60";"2";"3";"10";"5";"0";"5";"295";"5";"10";"0";"0";"0";"2";"0";"2";"1";"63";"3";"10";"2";"1";"2";"0";"0";"1";"0";"0";"1";"1";"1";"0";"0";"0";"4";"0";"1";"31";"1";"0";"4";"1";"0";"0";"0";"0";"51";"2";"0";"0";"1";"2";"19";"0";"3";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"1";"446";"3";"8";"1";"0";"383";"0";"14";"1";"4";"163";"2";"271";"6";"0";"3";"0";"4";"29";"7";"1";"0";"32";"4";"1";"2"
"621015";"621015";"60";"7";"2";"2130";"312";"70";"260";"109";"35";"50";"705";"589";"152";"2";"119";"7";"16";"5";"8";"3";"57";"0";"1";"3";"7";"2";"0";"222";"2";"31";"0";"1";"0";"1";"1";"1";"1";"98";"3";"0";"1";"2";"3";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"1";"0";"1";"1";"0";"0";"32";"2";"1";"4";"0";"0";"2";"0";"1";"0";"0";"1";"0";"2";"5";"0";"0";"0";"0";"0";"583";"11";"9";"1";"2";"75";"4";"15";"2";"3";"247";"4";"238";"4";"0";"11";"0";"5";"30";"15";"1";"1";"33";"0";"0";"0"
"630001";"630001";"57";"7";"2";"881";"191";"40";"83";"76";"19";"41";"287";"144";"81";"5";"91";"6";"2";"2";"3";"1";"33";"3";"0";"2";"0";"0";"2";"72";"2";"6";"0";"1";"0";"0";"1";"0";"1";"62";"3";"2";"1";"1";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"1";"3";"0";"16";"1";"0";"0";"0";"1";"1";"0";"0";"34";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"247";"4";"6";"2";"0";"13";"9";"0";"1";"5";"70";"0";"20";"2";"0";"0";"0";"0";"17";"4";"0";"0";"27";"2";"1";"1"
"630002";"630002";"57";"7";"2";"1717";"336";"84";"177";"126";"37";"69";"548";"340";"163";"8";"140";"8";"4";"6";"6";"1";"68";"2";"2";"4";"5";"1";"2";"143";"4";"26";"0";"0";"0";"1";"0";"1";"2";"108";"3";"1";"1";"0";"0";"2";"2";"1";"1";"0";"1";"0";"3";"0";"0";"0";"1";"1";"1";"32";"1";"0";"3";"0";"0";"0";"1";"0";"53";"3";"0";"2";"1";"2";"3";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"2";"478";"3";"5";"1";"1";"28";"15";"14";"0";"3";"176";"3";"63";"5";"2";"16";"0";"0";"35";"2";"0";"0";"30";"7";"1";"0"
"630003";"630003";"57";"7";"2";"828";"169";"37";"78";"44";"17";"22";"289";"172";"81";"2";"73";"7";"4";"0";"1";"1";"31";"0";"2";"4";"0";"0";"0";"63";"0";"14";"0";"0";"0";"0";"0";"0";"1";"37";"1";"0";"0";"0";"2";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"10";"3";"0";"2";"1";"0";"1";"0";"0";"16";"0";"0";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"257";"2";"3";"0";"1";"12";"10";"4";"0";"0";"78";"0";"43";"2";"1";"3";"0";"0";"18";"1";"0";"0";"21";"4";"0";"1"
