"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1984 - Stemmeberettigede";"EV1984 - Afgivne stemmer";"EV1984 - Blanke stemmer";"EV1984 - Andre ugyldige stemmer";"EV1984 - Gyldige stemmer";"EV1984 - A. Socialdemokratiet";"EV1984 - B. Det Radikale Venstre";"EV1984 - C. Det Konservative Folkeparti";"EV1984 - F. Socialistisk Folkeparti";"EV1984 - M. Centrum-Demokraterne";"EV1984 - N. Folkebevægelsen mod EF";"EV1984 - Q. Kristeligt Folkeparti";"EV1984 - V. Venstre, Danmarks Liberale Parti";"EV1984 - Y. Venstresocialisterne";"EV1984 - Z. Fremskridtspartiet"
"539008";"539008";"64";"11";"3";"829";"430";"5";"0";"425";"65";"18";"80";"11";"46";"23";"12";"141";"2";"27"
"539009";"539009";"64";"11";"3";"774";"444";"0";"0";"444";"37";"17";"84";"5";"87";"37";"12";"133";"2";"30"
"539010";"539010";"64";"11";"3";"417";"241";"3";"0";"238";"18";"8";"76";"5";"30";"18";"12";"64";"0";"7"
"539105";"539105";"64";"11";"3";"898";"473";"0";"0";"473";"47";"12";"120";"13";"78";"32";"81";"67";"0";"23"
"541005";"541005";"63";"11";"3";"708";"422";"2";"1";"419";"57";"20";"75";"17";"26";"45";"12";"142";"2";"23"
"541006";"541006";"63";"11";"3";"231";"140";"0";"1";"139";"20";"2";"35";"2";"6";"9";"8";"50";"0";"7"
"541007";"541007";"63";"11";"3";"834";"477";"1";"0";"476";"108";"8";"105";"13";"39";"72";"20";"92";"1";"18"
"541008";"541008";"63";"11";"3";"918";"505";"10";"0";"495";"113";"14";"104";"29";"38";"57";"6";"115";"4";"15"
"541009";"541009";"63";"11";"3";"159";"104";"2";"0";"102";"10";"1";"17";"5";"2";"10";"6";"47";"0";"4"
"541010";"541010";"63";"11";"3";"297";"152";"0";"0";"152";"18";"9";"33";"2";"32";"21";"2";"31";"0";"4"
"541011";"541011";"63";"11";"3";"125";"82";"1";"0";"81";"3";"0";"15";"2";"17";"8";"3";"31";"1";"1"
"541103";"541103";"63";"11";"3";"2577";"1291";"18";"5";"1268";"300";"34";"274";"88";"99";"230";"33";"172";"7";"31"
"541107";"541107";"63";"11";"3";"3613";"2000";"18";"2";"1980";"353";"65";"557";"128";"147";"371";"57";"239";"18";"45"
"543003";"543003";"65";"11";"3";"909";"494";"8";"1";"485";"109";"5";"138";"13";"40";"53";"11";"103";"2";"11"
"543004";"543004";"65";"11";"3";"1061";"609";"7";"2";"600";"151";"15";"147";"13";"34";"54";"10";"163";"2";"11"
"543005";"543005";"65";"11";"3";"500";"289";"6";"1";"282";"56";"5";"51";"10";"16";"37";"16";"82";"3";"6"
"543006";"543006";"65";"11";"3";"438";"260";"3";"0";"257";"38";"9";"59";"2";"28";"18";"7";"86";"2";"8"
"543007";"543007";"65";"11";"3";"1023";"533";"5";"0";"528";"64";"20";"110";"7";"46";"47";"14";"200";"1";"19"
"543008";"543008";"65";"11";"3";"538";"315";"2";"1";"312";"46";"9";"55";"16";"25";"34";"11";"104";"0";"12"
"543009";"543009";"65";"11";"3";"1178";"673";"10";"0";"663";"123";"9";"111";"24";"52";"74";"54";"183";"2";"31"
"543010";"543010";"65";"11";"3";"704";"371";"5";"2";"364";"71";"11";"65";"9";"19";"42";"15";"106";"2";"24"
"543011";"543011";"65";"11";"3";"1128";"562";"10";"0";"552";"149";"15";"102";"27";"43";"57";"20";"96";"2";"41"
"543101";"543101";"65";"11";"3";"4955";"2331";"34";"9";"2288";"584";"77";"626";"94";"191";"362";"78";"198";"8";"70"
"545001";"545001";"60";"11";"3";"7114";"3590";"37";"9";"3544";"681";"110";"1102";"168";"308";"600";"120";"279";"34";"142"
"545002";"545002";"60";"11";"3";"3075";"1672";"17";"9";"1646";"525";"40";"294";"72";"137";"329";"61";"131";"12";"45"
"545003";"545003";"60";"11";"3";"2322";"1305";"8";"6";"1291";"258";"40";"306";"46";"110";"184";"16";"274";"9";"48"
"545005";"545005";"60";"11";"3";"1665";"806";"13";"2";"791";"157";"23";"234";"26";"58";"98";"9";"136";"10";"40"
"545006";"545006";"60";"11";"3";"1655";"773";"10";"3";"760";"236";"19";"133";"45";"47";"146";"20";"58";"12";"44"
"545104";"545104";"60";"11";"3";"20";"20";"1";"0";"19";"0";"1";"7";"0";"1";"0";"0";"10";"0";"0"
"551001";"551001";"69";"12";"3";"3296";"1637";"20";"4";"1613";"178";"83";"543";"58";"131";"181";"114";"264";"7";"54"
"551003";"551003";"69";"12";"3";"1235";"615";"9";"1";"605";"90";"27";"95";"30";"39";"63";"76";"136";"6";"43"
"551102";"551102";"69";"12";"3";"262";"150";"2";"0";"148";"13";"2";"25";"3";"8";"6";"38";"37";"0";"16"
"553001";"553001";"66";"12";"3";"330";"185";"0";"0";"185";"16";"8";"24";"7";"16";"28";"22";"57";"0";"7"
"553002";"553002";"66";"12";"3";"339";"172";"1";"0";"171";"20";"3";"29";"9";"17";"12";"5";"65";"1";"10"
"553003";"553003";"66";"12";"3";"430";"214";"1";"0";"213";"36";"7";"59";"6";"25";"21";"8";"38";"2";"11"
"553004";"553004";"66";"12";"3";"451";"278";"2";"0";"276";"19";"10";"36";"6";"16";"21";"4";"157";"0";"7"
"553006";"553006";"66";"12";"3";"727";"396";"5";"0";"391";"28";"11";"54";"9";"29";"34";"16";"195";"3";"12"
"553007";"553007";"66";"12";"3";"1109";"563";"7";"0";"556";"33";"23";"149";"17";"48";"50";"41";"178";"0";"17"
"553008";"553008";"66";"12";"3";"260";"134";"2";"0";"132";"13";"8";"18";"3";"8";"10";"10";"58";"1";"3"
"553009";"553009";"66";"12";"3";"1246";"709";"7";"1";"701";"50";"37";"131";"13";"47";"40";"40";"295";"4";"44"
"555001";"555001";"66";"12";"3";"1821";"973";"8";"1";"964";"169";"20";"261";"42";"91";"103";"34";"206";"8";"30"
"555002";"555002";"66";"12";"3";"416";"193";"2";"3";"188";"13";"3";"31";"6";"20";"25";"11";"58";"2";"19"
"555003";"555003";"66";"12";"3";"49";"28";"0";"0";"28";"4";"0";"7";"1";"3";"2";"0";"10";"0";"1"
"555004";"555004";"66";"12";"3";"269";"146";"4";"1";"141";"21";"9";"20";"11";"6";"23";"5";"36";"0";"10"
"555005";"555005";"66";"12";"3";"123";"70";"0";"0";"70";"7";"1";"13";"3";"4";"8";"9";"15";"1";"9"
"557010";"557010";"68";"12";"3";"4688";"2131";"26";"6";"2099";"379";"87";"467";"118";"152";"299";"133";"390";"13";"61"
"557020";"557020";"68";"12";"3";"814";"439";"5";"0";"434";"56";"17";"95";"34";"35";"56";"13";"113";"1";"14"
"557030";"557030";"68";"12";"3";"455";"252";"4";"0";"248";"23";"13";"34";"6";"16";"23";"7";"110";"1";"15"
"557040";"557040";"68";"12";"3";"1809";"895";"7";"2";"886";"120";"43";"150";"41";"61";"84";"53";"289";"3";"42"
"557050";"557050";"68";"12";"3";"526";"276";"0";"1";"275";"20";"14";"38";"14";"8";"35";"5";"126";"4";"11"
"557060";"557060";"68";"12";"3";"836";"434";"5";"0";"429";"42";"23";"72";"10";"37";"25";"33";"154";"1";"32"
"559002";"559002";"69";"12";"3";"444";"214";"3";"0";"211";"22";"11";"25";"13";"20";"25";"3";"81";"0";"11"
"559003";"559003";"69";"12";"3";"670";"353";"0";"0";"353";"18";"23";"29";"13";"35";"44";"29";"134";"1";"27"
"559101";"559101";"69";"12";"3";"3325";"1671";"15";"3";"1653";"301";"84";"367";"43";"158";"144";"48";"422";"7";"79"
"561001";"561001";"67";"12";"3";"6146";"2930";"28";"14";"2888";"685";"66";"575";"252";"178";"641";"121";"261";"31";"78"
"561002";"561002";"67";"12";"3";"4059";"2070";"24";"3";"2043";"429";"53";"432";"196";"100";"506";"73";"159";"39";"56"
"561003";"561003";"67";"12";"3";"2802";"1403";"14";"5";"1384";"605";"16";"156";"121";"50";"276";"32";"91";"3";"34"
"561004";"561004";"67";"12";"3";"3504";"1639";"18";"10";"1611";"548";"46";"214";"160";"90";"365";"29";"92";"20";"47"
"561005";"561005";"67";"12";"3";"5788";"2470";"20";"8";"2442";"704";"59";"372";"287";"141";"557";"64";"182";"24";"52"
"561006";"561006";"67";"12";"3";"4937";"2521";"13";"7";"2501";"633";"65";"506";"230";"168";"553";"59";"202";"25";"60"
"561007";"561007";"67";"12";"3";"4421";"1924";"15";"4";"1905";"576";"43";"252";"159";"107";"502";"41";"146";"14";"65"
"561008";"561008";"67";"12";"3";"1213";"614";"8";"1";"605";"60";"14";"129";"18";"56";"57";"31";"212";"0";"28"
"561010";"561010";"67";"12";"3";"232";"131";"1";"0";"130";"7";"4";"22";"8";"11";"12";"5";"53";"2";"6"
"561011";"561011";"67";"12";"3";"3327";"1732";"14";"0";"1718";"251";"69";"527";"104";"151";"297";"52";"210";"14";"43"
"561012";"561012";"67";"12";"3";"757";"347";"5";"0";"342";"68";"6";"72";"26";"19";"52";"9";"84";"0";"6"
"561013";"561013";"67";"12";"3";"355";"203";"2";"0";"201";"12";"4";"34";"7";"25";"26";"5";"79";"1";"8"
"561014";"561014";"67";"12";"3";"210";"119";"3";"0";"116";"5";"3";"23";"4";"13";"12";"10";"41";"0";"5"
"561015";"561015";"67";"12";"3";"5820";"2568";"15";"2";"2551";"496";"68";"644";"193";"181";"509";"82";"276";"16";"86"
"561016";"561016";"67";"12";"3";"3352";"1656";"20";"1";"1635";"221";"48";"563";"89";"119";"238";"32";"259";"20";"46"
"561017";"561017";"67";"12";"3";"1473";"611";"7";"0";"604";"99";"20";"101";"50";"53";"101";"11";"144";"4";"21"
"561018";"561018";"67";"12";"3";"371";"203";"5";"0";"198";"19";"10";"33";"7";"15";"12";"10";"80";"0";"12"
"561019";"561019";"67";"12";"3";"263";"133";"1";"1";"131";"11";"2";"15";"5";"5";"17";"8";"60";"2";"6"
"561020";"561020";"67";"12";"3";"1738";"846";"11";"2";"833";"161";"26";"186";"43";"73";"104";"31";"178";"3";"28"
"561021";"561021";"67";"12";"3";"3254";"1393";"15";"2";"1376";"333";"31";"260";"143";"89";"334";"29";"96";"24";"37"
"561022";"561022";"67";"12";"3";"2392";"931";"9";"2";"920";"179";"29";"258";"77";"53";"152";"32";"102";"6";"32"
"561023";"561023";"67";"12";"3";"2749";"1038";"14";"5";"1019";"220";"29";"203";"124";"73";"247";"24";"64";"13";"22"
"561109";"561109";"67";"12";"3";"411";"202";"1";"0";"201";"22";"11";"45";"5";"15";"16";"4";"77";"2";"4"
"563001";"563001";"67";"12";"3";"2048";"1163";"15";"3";"1145";"100";"29";"343";"48";"65";"401";"18";"98";"8";"35"
"563002";"563002";"67";"12";"3";"284";"210";"2";"1";"207";"17";"12";"65";"6";"17";"78";"1";"7";"1";"3"
"565001";"565001";"69";"12";"3";"7443";"3371";"30";"12";"3329";"549";"117";"665";"210";"284";"352";"294";"709";"21";"128"
"565002";"565002";"69";"12";"3";"1876";"1004";"11";"0";"993";"139";"50";"186";"27";"105";"93";"50";"284";"2";"57"
"565003";"565003";"69";"12";"3";"1649";"777";"8";"0";"769";"80";"23";"112";"15";"59";"58";"103";"284";"0";"35"
"565004";"565004";"69";"12";"3";"720";"369";"3";"2";"364";"27";"14";"81";"8";"34";"16";"36";"129";"1";"18"
"565005";"565005";"69";"12";"3";"760";"373";"8";"0";"365";"18";"9";"56";"10";"34";"18";"46";"151";"2";"21"
"567001";"567001";"68";"12";"3";"634";"353";"2";"1";"350";"23";"13";"80";"9";"20";"21";"29";"148";"2";"5"
"567002";"567002";"68";"12";"3";"1170";"558";"6";"0";"552";"71";"23";"84";"14";"32";"48";"61";"183";"2";"34"
"567003";"567003";"68";"12";"3";"569";"348";"6";"0";"342";"20";"25";"51";"8";"28";"19";"16";"142";"6";"27"
"567004";"567004";"68";"12";"3";"944";"539";"7";"0";"532";"42";"13";"88";"10";"46";"39";"34";"229";"2";"29"
"567005";"567005";"68";"12";"3";"737";"453";"3";"0";"450";"42";"19";"95";"13";"35";"25";"18";"189";"0";"14"
"567006";"567006";"68";"12";"3";"838";"483";"3";"0";"480";"55";"28";"83";"16";"27";"30";"44";"170";"3";"24"
"567007";"567007";"68";"12";"3";"1113";"696";"5";"2";"689";"64";"29";"129";"21";"46";"50";"24";"299";"1";"26"
"569002";"569002";"69";"12";"3";"438";"279";"3";"0";"276";"20";"6";"50";"9";"27";"21";"6";"130";"1";"6"
"569003";"569003";"69";"12";"3";"280";"148";"2";"0";"146";"8";"5";"26";"2";"18";"16";"7";"53";"0";"11"
"569004";"569004";"69";"12";"3";"226";"136";"1";"0";"135";"10";"4";"25";"0";"10";"11";"2";"71";"0";"2"
"569005";"569005";"69";"12";"3";"965";"574";"6";"0";"568";"44";"21";"107";"12";"58";"33";"37";"230";"5";"21"
"569006";"569006";"69";"12";"3";"423";"222";"2";"0";"220";"18";"12";"32";"3";"20";"20";"18";"87";"2";"8"
"569101";"569101";"69";"12";"3";"1528";"830";"11";"2";"817";"134";"29";"154";"30";"56";"91";"48";"240";"3";"32"
"569102";"569102";"69";"12";"3";"1171";"593";"8";"2";"583";"113";"29";"110";"37";"48";"46";"33";"138";"3";"26"
"571001";"571001";"68";"12";"3";"6497";"3368";"33";"5";"3330";"584";"94";"671";"282";"210";"937";"84";"356";"35";"77"
"571002";"571002";"68";"12";"3";"575";"365";"2";"0";"363";"35";"12";"56";"13";"22";"45";"11";"155";"3";"11"
"571003";"571003";"68";"12";"3";"251";"129";"1";"0";"128";"8";"2";"36";"6";"11";"7";"6";"47";"0";"5"
"571004";"571004";"68";"12";"3";"1642";"791";"10";"0";"781";"83";"35";"133";"42";"57";"133";"25";"240";"5";"28"
"571005";"571005";"68";"12";"3";"1303";"678";"7";"2";"669";"84";"31";"123";"19";"55";"81";"30";"211";"4";"31"
"571006";"571006";"68";"12";"3";"243";"174";"1";"1";"172";"16";"4";"38";"2";"8";"14";"4";"81";"1";"4"
"571007";"571007";"68";"12";"3";"73";"36";"1";"0";"35";"8";"2";"3";"0";"9";"5";"0";"8";"0";"0"
"571008";"571008";"68";"12";"3";"189";"117";"0";"0";"117";"7";"4";"12";"1";"3";"12";"2";"72";"1";"3"
"571009";"571009";"68";"12";"3";"506";"249";"4";"2";"243";"22";"13";"33";"3";"18";"25";"7";"109";"1";"12"
"571010";"571010";"68";"12";"3";"552";"302";"3";"0";"299";"32";"14";"46";"6";"27";"44";"4";"111";"3";"12"
"571011";"571011";"68";"12";"3";"406";"221";"2";"0";"219";"20";"10";"30";"2";"20";"7";"9";"99";"0";"22"
"571013";"571013";"68";"12";"3";"496";"265";"6";"0";"259";"34";"3";"52";"12";"13";"36";"5";"85";"8";"11"
"571014";"571014";"68";"12";"3";"671";"359";"3";"0";"356";"46";"16";"69";"17";"30";"90";"12";"65";"0";"11"
"573001";"573001";"66";"12";"3";"8807";"4134";"49";"12";"4073";"903";"126";"950";"304";"328";"497";"132";"696";"22";"115"
"573006";"573006";"66";"12";"3";"691";"388";"1";"1";"386";"19";"19";"50";"12";"25";"28";"12";"204";"3";"14"
"573007";"573007";"66";"12";"3";"931";"552";"6";"0";"546";"85";"20";"88";"26";"54";"60";"11";"176";"1";"25"
"573008";"573008";"66";"12";"3";"903";"557";"3";"0";"554";"38";"25";"85";"16";"43";"43";"17";"259";"2";"26"
"573009";"573009";"66";"12";"3";"964";"540";"10";"1";"529";"45";"19";"81";"14";"29";"47";"39";"221";"1";"33"
"573011";"573011";"66";"12";"3";"561";"332";"5";"0";"327";"37";"9";"48";"14";"26";"32";"11";"137";"3";"10"
"573012";"573012";"66";"12";"3";"824";"503";"9";"0";"494";"60";"10";"79";"17";"39";"49";"14";"206";"2";"18"
"575001";"575001";"69";"12";"3";"5833";"2803";"35";"3";"2765";"634";"91";"624";"150";"187";"415";"99";"461";"14";"90"
"575002";"575002";"69";"12";"3";"465";"270";"5";"0";"265";"32";"17";"31";"7";"8";"40";"6";"103";"5";"16"
"575003";"575003";"69";"12";"3";"1272";"722";"5";"0";"717";"69";"43";"127";"42";"51";"137";"14";"213";"5";"16"
"575004";"575004";"69";"12";"3";"1081";"599";"5";"0";"594";"79";"18";"100";"28";"39";"60";"57";"190";"1";"22"
"575005";"575005";"69";"12";"3";"1076";"565";"5";"0";"560";"105";"21";"105";"26";"40";"56";"30";"150";"4";"23"
"575006";"575006";"69";"12";"3";"1172";"581";"7";"0";"574";"73";"32";"115";"23";"45";"42";"25";"187";"3";"29"
"575007";"575007";"69";"12";"3";"255";"152";"2";"0";"150";"17";"8";"27";"11";"11";"12";"3";"56";"0";"5"
"575008";"575008";"69";"12";"3";"166";"67";"1";"0";"66";"10";"0";"14";"4";"8";"7";"0";"12";"0";"11"
"577001";"577001";"66";"12";"3";"3799";"2183";"26";"1";"2156";"188";"86";"442";"46";"188";"105";"255";"724";"5";"117"
"577002";"577002";"66";"12";"3";"292";"189";"0";"0";"189";"5";"3";"30";"1";"7";"8";"11";"118";"0";"6"
"577003";"577003";"66";"12";"3";"1186";"663";"6";"0";"657";"62";"21";"123";"16";"53";"51";"36";"260";"1";"34"
"577004";"577004";"66";"12";"3";"384";"202";"2";"1";"199";"29";"10";"20";"13";"16";"11";"17";"78";"0";"5"
"577005";"577005";"66";"12";"3";"280";"171";"1";"0";"170";"5";"12";"19";"2";"14";"8";"14";"91";"0";"5"
"577006";"577006";"66";"12";"3";"1426";"644";"2";"0";"642";"97";"19";"120";"28";"36";"60";"66";"188";"3";"25"
"577007";"577007";"66";"12";"3";"649";"441";"5";"2";"434";"22";"14";"79";"8";"52";"15";"70";"159";"1";"14"
"601001";"601001";"73";"13";"3";"2377";"1294";"13";"3";"1278";"214";"62";"323";"50";"109";"151";"81";"248";"2";"38"
"601002";"601002";"73";"13";"3";"414";"257";"6";"0";"251";"27";"17";"49";"7";"13";"38";"12";"64";"6";"18"
"601003";"601003";"73";"13";"3";"720";"441";"3";"0";"438";"59";"18";"93";"12";"33";"64";"17";"131";"0";"11"
"601004";"601004";"73";"13";"3";"682";"386";"4";"1";"381";"41";"20";"71";"14";"20";"36";"14";"143";"1";"21"
"601005";"601005";"73";"13";"3";"680";"327";"5";"0";"322";"40";"11";"81";"15";"25";"34";"5";"91";"1";"19"
"601006";"601006";"73";"13";"3";"584";"304";"2";"0";"302";"56";"5";"58";"12";"34";"40";"9";"72";"2";"14"
"601007";"601007";"73";"13";"3";"530";"355";"3";"0";"352";"26";"14";"72";"14";"20";"51";"13";"121";"0";"21"
"601102";"601102";"73";"13";"3";"153";"87";"0";"0";"87";"3";"1";"14";"3";"4";"8";"9";"41";"0";"4"
"603001";"603001";"70";"13";"3";"2303";"922";"4";"5";"913";"236";"27";"178";"86";"67";"155";"41";"82";"8";"33"
"603002";"603002";"70";"13";"3";"2877";"1404";"13";"1";"1390";"239";"33";"349";"80";"89";"214";"73";"254";"6";"53"
"603003";"603003";"70";"13";"3";"1288";"697";"4";"0";"693";"98";"18";"131";"48";"77";"93";"67";"133";"0";"28"
"603004";"603004";"70";"13";"3";"1156";"670";"5";"2";"663";"93";"24";"131";"14";"51";"78";"62";"181";"5";"24"
"605001";"605001";"73";"13";"3";"1331";"754";"4";"2";"748";"102";"28";"186";"42";"70";"74";"25";"189";"4";"28"
"605003";"605003";"73";"13";"3";"609";"344";"1";"0";"343";"48";"15";"71";"20";"20";"30";"11";"112";"2";"14"
"605004";"605004";"73";"13";"3";"1202";"667";"2";"0";"665";"71";"25";"185";"27";"58";"48";"20";"200";"5";"26"
"605005";"605005";"73";"13";"3";"1242";"665";"3";"1";"661";"113";"18";"155";"33";"49";"70";"27";"162";"5";"29"
"605006";"605006";"73";"13";"3";"864";"449";"5";"1";"443";"43";"15";"113";"25";"51";"85";"17";"72";"1";"21"
"605007";"605007";"73";"13";"3";"1158";"581";"6";"0";"575";"79";"20";"139";"27";"44";"74";"22";"147";"4";"19"
"605008";"605008";"73";"13";"3";"1369";"738";"5";"0";"733";"121";"23";"151";"42";"54";"132";"23";"154";"2";"31"
"605102";"605102";"73";"13";"3";"2374";"1349";"9";"1";"1339";"113";"55";"349";"52";"158";"121";"68";"360";"4";"59"
"607001";"607001";"70";"13";"3";"11099";"5360";"58";"12";"5290";"1683";"108";"1013";"465";"305";"1002";"145";"344";"55";"170"
"607002";"607002";"70";"13";"3";"1039";"596";"7";"1";"588";"90";"14";"124";"28";"46";"109";"14";"147";"2";"14"
"607003";"607003";"70";"13";"3";"5932";"2820";"25";"8";"2787";"515";"99";"760";"179";"222";"477";"93";"348";"15";"79"
"607004";"607004";"70";"13";"3";"557";"308";"4";"1";"303";"55";"6";"84";"20";"27";"36";"6";"57";"3";"9"
"607005";"607005";"70";"13";"3";"2998";"1443";"8";"1";"1434";"218";"56";"394";"97";"124";"229";"47";"212";"5";"52"
"607006";"607006";"70";"13";"3";"6421";"3142";"29";"9";"3104";"1014";"81";"524";"297";"177";"593";"120";"177";"14";"107"
"607007";"607007";"70";"13";"3";"1089";"623";"7";"1";"615";"111";"27";"134";"37";"55";"103";"0";"116";"4";"28"
"607008";"607008";"70";"13";"3";"5007";"2393";"33";"7";"2353";"643";"44";"457";"230";"104";"545";"84";"116";"39";"91"
"609001";"609001";"75";"13";"3";"227";"158";"0";"0";"158";"27";"4";"25";"11";"11";"24";"4";"47";"0";"5"
"609002";"609002";"75";"13";"3";"241";"151";"1";"0";"150";"25";"1";"27";"4";"8";"25";"1";"51";"1";"7"
"609003";"609003";"75";"13";"3";"834";"466";"8";"0";"458";"67";"20";"93";"33";"35";"55";"1";"136";"6";"12"
"609004";"609004";"75";"13";"3";"1154";"641";"15";"3";"623";"123";"17";"144";"42";"50";"110";"6";"104";"8";"19"
"609005";"609005";"75";"13";"3";"475";"269";"3";"0";"266";"60";"8";"40";"19";"17";"25";"10";"72";"1";"14"
"609006";"609006";"75";"13";"3";"371";"245";"2";"0";"243";"29";"5";"39";"20";"18";"40";"2";"70";"5";"15"
"609007";"609007";"75";"13";"3";"303";"199";"3";"0";"196";"24";"6";"37";"9";"13";"24";"2";"68";"2";"11"
"609008";"609008";"75";"13";"3";"1183";"686";"11";"0";"675";"111";"19";"137";"64";"48";"103";"13";"154";"8";"18"
"609009";"609009";"75";"13";"3";"309";"167";"3";"1";"163";"28";"3";"24";"12";"16";"13";"2";"50";"1";"14"
"609010";"609010";"75";"13";"3";"1275";"737";"9";"0";"728";"105";"22";"175";"52";"71";"105";"8";"145";"4";"41"
"609011";"609011";"75";"13";"3";"232";"129";"1";"0";"128";"16";"6";"37";"10";"6";"16";"3";"26";"1";"7"
"609012";"609012";"75";"13";"3";"275";"174";"1";"0";"173";"22";"9";"16";"10";"11";"15";"3";"80";"1";"6"
"611001";"611001";"73";"13";"3";"3954";"1817";"14";"3";"1800";"191";"61";"513";"51";"170";"157";"107";"490";"7";"53"
"611002";"611002";"73";"13";"3";"1733";"947";"8";"3";"936";"82";"36";"206";"35";"81";"104";"68";"276";"6";"42"
"611003";"611003";"73";"13";"3";"888";"469";"2";"2";"465";"37";"12";"99";"22";"41";"38";"19";"174";"4";"19"
"611004";"611004";"73";"13";"3";"852";"454";"4";"1";"449";"42";"18";"108";"14";"45";"31";"35";"124";"3";"29"
"611005";"611005";"73";"13";"3";"1177";"595";"5";"2";"588";"53";"15";"138";"18";"57";"23";"29";"212";"6";"37"
"611006";"611006";"73";"13";"3";"405";"245";"3";"0";"242";"14";"8";"59";"4";"15";"27";"15";"92";"0";"8"
"611107";"611107";"73";"13";"3";"889";"494";"3";"0";"491";"40";"21";"79";"11";"50";"28";"33";"199";"1";"29"
"613001";"613001";"74";"13";"3";"3356";"1707";"17";"1";"1689";"307";"50";"379";"57";"167";"180";"182";"293";"4";"70"
"613002";"613002";"74";"13";"3";"2576";"1125";"18";"1";"1106";"223";"55";"203";"71";"52";"150";"137";"164";"4";"47"
"613004";"613004";"74";"13";"3";"924";"442";"4";"1";"437";"75";"13";"113";"29";"29";"51";"9";"90";"3";"25"
"613005";"613005";"74";"13";"3";"436";"271";"2";"1";"268";"32";"6";"29";"5";"32";"17";"61";"75";"2";"9"
"613006";"613006";"74";"13";"3";"881";"474";"4";"0";"470";"94";"30";"95";"30";"37";"58";"10";"92";"4";"20"
"613103";"613103";"74";"13";"3";"637";"409";"5";"0";"404";"43";"8";"72";"7";"42";"22";"105";"88";"1";"16"
"613104";"613104";"74";"13";"3";"780";"450";"2";"0";"448";"59";"8";"67";"14";"21";"33";"113";"116";"4";"13"
"615001";"615001";"75";"13";"3";"4721";"2423";"39";"5";"2379";"806";"38";"418";"297";"96";"447";"47";"152";"14";"64"
"615002";"615002";"75";"13";"3";"4475";"1972";"11";"7";"1954";"663";"37";"289";"225";"82";"464";"23";"95";"19";"57"
"615004";"615004";"75";"13";"3";"154";"89";"1";"0";"88";"9";"2";"15";"2";"14";"7";"7";"28";"0";"4"
"615006";"615006";"75";"13";"3";"8590";"3919";"29";"11";"3879";"902";"92";"1034";"352";"252";"621";"67";"412";"17";"130"
"615007";"615007";"75";"13";"3";"3583";"1822";"20";"4";"1798";"415";"40";"470";"148";"140";"261";"45";"206";"11";"62"
"615008";"615008";"75";"13";"3";"1220";"646";"6";"0";"640";"101";"35";"151";"44";"54";"64";"13";"157";"0";"21"
"615009";"615009";"75";"13";"3";"1427";"721";"7";"2";"712";"130";"23";"132";"45";"56";"73";"9";"219";"8";"17"
"615010";"615010";"75";"13";"3";"1580";"822";"10";"0";"812";"164";"17";"155";"77";"54";"116";"15";"173";"5";"36"
"615011";"615011";"75";"13";"3";"3170";"1890";"14";"3";"1873";"200";"78";"656";"104";"176";"252";"31";"312";"5";"59"
"615101";"615101";"75";"13";"3";"3225";"1663";"16";"4";"1643";"485";"27";"336";"180";"89";"327";"35";"98";"9";"57"
"615103";"615103";"75";"13";"3";"3657";"1663";"20";"3";"1640";"384";"29";"391";"217";"94";"324";"40";"85";"13";"63"
"615104";"615104";"75";"13";"3";"5096";"2640";"30";"3";"2607";"615";"73";"601";"302";"154";"527";"53";"171";"21";"90"
"617001";"617001";"72";"13";"3";"2119";"1364";"15";"2";"1347";"151";"67";"311";"142";"104";"206";"46";"246";"17";"57"
"617002";"617002";"72";"13";"3";"893";"491";"10";"2";"479";"58";"13";"86";"22";"33";"29";"24";"179";"5";"30"
"617005";"617005";"72";"13";"3";"585";"378";"0";"0";"378";"48";"15";"64";"22";"43";"29";"20";"100";"2";"35"
"619001";"619001";"74";"13";"3";"1978";"1101";"9";"7";"1085";"200";"48";"333";"74";"82";"154";"27";"119";"8";"40"
"619002";"619002";"74";"13";"3";"535";"320";"8";"1";"311";"91";"18";"48";"17";"12";"25";"7";"63";"3";"27"
"619003";"619003";"74";"13";"3";"644";"309";"5";"0";"304";"66";"5";"60";"18";"19";"42";"10";"69";"1";"14"
"619004";"619004";"74";"13";"3";"1400";"758";"10";"2";"746";"158";"22";"168";"43";"43";"56";"11";"208";"3";"34"
"619005";"619005";"74";"13";"3";"1041";"538";"2";"0";"536";"86";"17";"128";"27";"49";"72";"7";"125";"2";"23"
"619006";"619006";"74";"13";"3";"1138";"593";"6";"0";"587";"97";"13";"171";"35";"44";"46";"13";"135";"1";"32"
"619007";"619007";"74";"13";"3";"1221";"700";"4";"0";"696";"90";"20";"163";"29";"65";"77";"31";"189";"6";"26"
"619008";"619008";"74";"13";"3";"1213";"694";"8";"0";"686";"109";"30";"137";"44";"54";"73";"19";"189";"4";"27"
"619009";"619009";"74";"13";"3";"1553";"853";"7";"1";"845";"119";"29";"213";"59";"65";"89";"8";"233";"2";"28"
"619010";"619010";"74";"13";"3";"101";"55";"1";"0";"54";"8";"2";"8";"3";"2";"10";"0";"19";"1";"1"
"621001";"621001";"71";"13";"3";"7706";"3941";"30";"11";"3900";"807";"90";"998";"331";"247";"794";"158";"314";"38";"123"
