"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1984 - Stemmeberettigede";"EV1984 - Afgivne stemmer";"EV1984 - Blanke stemmer";"EV1984 - Andre ugyldige stemmer";"EV1984 - Gyldige stemmer";"EV1984 - A. Socialdemokratiet";"EV1984 - B. Det Radikale Venstre";"EV1984 - C. Det Konservative Folkeparti";"EV1984 - F. Socialistisk Folkeparti";"EV1984 - M. Centrum-Demokraterne";"EV1984 - N. Folkebevægelsen mod EF";"EV1984 - Q. Kristeligt Folkeparti";"EV1984 - V. Venstre, Danmarks Liberale Parti";"EV1984 - Y. Venstresocialisterne";"EV1984 - Z. Fremskridtspartiet"
"621002";"621002";"71";"13";"3";"5937";"2731";"19";"4";"2708";"711";"45";"486";"298";"119";"635";"160";"137";"15";"102"
"621004";"621004";"71";"13";"3";"4900";"2194";"14";"7";"2173";"661";"46";"357";"247";"92";"509";"68";"117";"14";"62"
"621005";"621005";"71";"13";"3";"2229";"1265";"9";"0";"1256";"104";"40";"569";"72";"102";"176";"28";"130";"4";"31"
"621006";"621006";"71";"13";"3";"600";"376";"3";"0";"373";"65";"12";"68";"25";"21";"44";"25";"106";"1";"6"
"621007";"621007";"71";"13";"3";"1521";"795";"7";"0";"788";"106";"33";"172";"39";"57";"92";"23";"216";"6";"44"
"621008";"621008";"71";"13";"3";"3673";"1884";"9";"4";"1871";"277";"59";"571";"132";"163";"324";"67";"215";"7";"56"
"621009";"621009";"71";"13";"3";"2197";"1173";"6";"3";"1164";"195";"35";"289";"79";"86";"222";"44";"153";"6";"55"
"621010";"621010";"71";"13";"3";"1495";"752";"4";"1";"747";"157";"20";"190";"40";"40";"131";"33";"99";"4";"33"
"621101";"621101";"71";"13";"3";"8684";"4172";"18";"9";"4145";"1004";"102";"1031";"313";"271";"782";"175";"295";"16";"156"
"621103";"621103";"71";"13";"3";"3537";"1657";"14";"1";"1642";"427";"39";"308";"138";"96";"303";"104";"146";"5";"76"
"623001";"623001";"71";"13";"3";"2160";"1076";"4";"2";"1070";"178";"39";"228";"76";"66";"121";"108";"186";"5";"63"
"623002";"623002";"71";"13";"3";"1275";"684";"7";"0";"677";"74";"30";"131";"29";"36";"79";"34";"243";"3";"18"
"625001";"625001";"73";"13";"3";"1729";"926";"10";"2";"914";"98";"20";"202";"35";"85";"90";"57";"245";"7";"75"
"625002";"625002";"73";"13";"3";"411";"230";"1";"1";"228";"29";"8";"31";"10";"12";"20";"23";"78";"0";"17"
"625003";"625003";"73";"13";"3";"1883";"969";"7";"3";"959";"135";"22";"281";"45";"56";"91";"38";"232";"3";"56"
"625004";"625004";"73";"13";"3";"459";"232";"1";"0";"231";"72";"7";"47";"4";"25";"18";"14";"36";"2";"6"
"625005";"625005";"73";"13";"3";"900";"454";"5";"0";"449";"49";"14";"89";"16";"47";"28";"51";"129";"4";"22"
"627001";"627001";"74";"13";"3";"870";"481";"6";"1";"474";"98";"13";"98";"28";"23";"45";"12";"135";"2";"20"
"627002";"627002";"74";"13";"3";"427";"261";"2";"1";"258";"27";"10";"51";"13";"26";"34";"1";"82";"2";"12"
"627003";"627003";"74";"13";"3";"667";"373";"4";"1";"368";"56";"14";"56";"23";"25";"30";"12";"139";"2";"11"
"627004";"627004";"74";"13";"3";"769";"453";"5";"0";"448";"73";"15";"76";"17";"49";"55";"25";"123";"5";"10"
"627005";"627005";"74";"13";"3";"1112";"614";"8";"0";"606";"91";"7";"124";"19";"55";"59";"68";"165";"3";"15"
"627006";"627006";"74";"13";"3";"1732";"944";"10";"0";"934";"148";"32";"211";"38";"76";"106";"52";"232";"5";"34"
"627007";"627007";"74";"13";"3";"1021";"505";"4";"1";"500";"71";"15";"114";"23";"41";"67";"28";"115";"3";"23"
"627008";"627008";"74";"13";"3";"561";"326";"5";"1";"320";"43";"28";"58";"11";"25";"41";"4";"99";"0";"11"
"627009";"627009";"74";"13";"3";"732";"355";"5";"2";"348";"68";"10";"80";"15";"26";"42";"9";"86";"1";"11"
"627010";"627010";"74";"13";"3";"385";"199";"3";"0";"196";"17";"5";"38";"3";"26";"16";"9";"70";"0";"12"
"629001";"629001";"71";"13";"3";"3608";"1702";"23";"5";"1674";"348";"49";"396";"84";"108";"201";"180";"238";"5";"65"
"629002";"629002";"71";"13";"3";"343";"198";"1";"1";"196";"37";"7";"29";"8";"10";"15";"27";"54";"4";"5"
"629003";"629003";"71";"13";"3";"1021";"531";"4";"1";"526";"89";"22";"97";"20";"29";"69";"15";"155";"6";"24"
"631001";"631001";"72";"13";"3";"10611";"4608";"62";"15";"4531";"1262";"99";"817";"473";"252";"938";"148";"345";"42";"155"
"631002";"631002";"72";"13";"3";"2815";"1428";"13";"5";"1410";"437";"30";"240";"155";"68";"300";"48";"75";"13";"44"
"631003";"631003";"72";"13";"3";"4421";"2051";"23";"7";"2021";"579";"49";"435";"190";"136";"382";"36";"129";"13";"72"
"631004";"631004";"72";"13";"3";"3896";"1960";"23";"3";"1934";"513";"44";"446";"161";"128";"292";"74";"190";"12";"74"
"631005";"631005";"72";"13";"3";"676";"402";"4";"0";"398";"59";"19";"88";"22";"31";"47";"13";"103";"1";"15"
"631007";"631007";"72";"13";"3";"1301";"637";"8";"0";"629";"170";"13";"138";"58";"24";"109";"22";"49";"7";"39"
"631008";"631008";"72";"13";"3";"1183";"675";"7";"0";"668";"160";"19";"158";"46";"49";"113";"9";"88";"3";"23"
"631009";"631009";"72";"13";"3";"1104";"588";"10";"1";"577";"84";"21";"189";"36";"38";"78";"9";"87";"5";"30"
"631010";"631010";"72";"13";"3";"852";"489";"8";"3";"478";"65";"10";"109";"25";"31";"65";"17";"133";"1";"22"
"631011";"631011";"72";"13";"3";"2808";"1299";"13";"2";"1284";"225";"41";"408";"95";"92";"200";"36";"142";"3";"42"
"631012";"631012";"72";"13";"3";"2586";"1494";"14";"3";"1477";"191";"50";"576";"83";"128";"202";"36";"151";"11";"49"
"631107";"631107";"72";"13";"3";"4525";"2285";"12";"4";"2269";"309";"74";"822";"178";"183";"329";"63";"242";"9";"60"
"631109";"631109";"72";"13";"3";"1345";"625";"6";"1";"618";"180";"6";"107";"69";"36";"117";"18";"69";"5";"11"
"651001";"651001";"77";"14";"3";"2720";"1649";"7";"2";"1640";"148";"17";"328";"33";"241";"103";"235";"475";"4";"56"
"651002";"651002";"77";"14";"3";"507";"305";"4";"0";"301";"13";"1";"30";"8";"33";"11";"66";"125";"0";"14"
"651003";"651003";"77";"14";"3";"606";"325";"3";"0";"322";"55";"4";"38";"13";"27";"36";"20";"104";"1";"24"
"651004";"651004";"77";"14";"3";"932";"538";"7";"0";"531";"40";"17";"102";"14";"54";"26";"48";"185";"3";"42"
"653001";"653001";"79";"14";"3";"4813";"2334";"23";"10";"2301";"463";"83";"529";"135";"180";"253";"135";"383";"13";"127"
"653003";"653003";"79";"14";"3";"312";"172";"1";"0";"171";"15";"3";"16";"13";"10";"6";"5";"87";"1";"15"
"653004";"653004";"79";"14";"3";"245";"150";"0";"0";"150";"1";"3";"22";"5";"12";"6";"20";"75";"0";"6"
"653101";"653101";"79";"14";"3";"285";"136";"2";"0";"134";"13";"4";"20";"2";"13";"7";"10";"52";"0";"13"
"653103";"653103";"79";"14";"3";"519";"269";"3";"1";"265";"25";"4";"39";"15";"24";"19";"42";"74";"2";"21"
"655001";"655001";"79";"14";"3";"3195";"1691";"17";"1";"1673";"245";"48";"365";"53";"125";"218";"236";"328";"12";"43"
"655003";"655003";"79";"14";"3";"571";"370";"3";"0";"367";"37";"33";"54";"10";"22";"46";"18";"126";"6";"15"
"655004";"655004";"79";"14";"3";"642";"430";"5";"0";"425";"19";"17";"69";"8";"24";"37";"42";"190";"1";"18"
"655005";"655005";"79";"14";"3";"469";"293";"2";"0";"291";"13";"11";"41";"1";"17";"11";"8";"167";"2";"20"
"655006";"655006";"79";"14";"3";"385";"230";"3";"0";"227";"13";"10";"24";"8";"19";"11";"42";"88";"1";"11"
"655007";"655007";"79";"14";"3";"480";"247";"7";"1";"239";"20";"5";"38";"5";"14";"28";"43";"69";"1";"16"
"655107";"655107";"79";"14";"3";"362";"224";"3";"0";"221";"23";"3";"32";"4";"16";"10";"10";"115";"1";"7"
"655108";"655108";"79";"14";"3";"336";"183";"7";"0";"176";"6";"1";"22";"1";"29";"5";"42";"62";"0";"8"
"655110";"655110";"79";"14";"3";"345";"203";"1";"0";"202";"26";"3";"25";"4";"22";"14";"32";"72";"0";"4"
"655111";"655111";"79";"14";"3";"256";"144";"2";"0";"142";"11";"5";"22";"3";"14";"22";"5";"57";"0";"3"
"657001";"657001";"78";"14";"3";"19972";"9412";"80";"27";"9305";"1919";"188";"2343";"793";"789";"1173";"724";"973";"63";"340"
"657002";"657002";"78";"14";"3";"667";"322";"7";"2";"313";"55";"7";"58";"8";"25";"28";"22";"95";"2";"13"
"657003";"657003";"78";"14";"3";"375";"184";"2";"0";"182";"50";"5";"25";"9";"9";"26";"6";"36";"1";"15"
"657005";"657005";"78";"14";"3";"4706";"2466";"22";"4";"2440";"305";"53";"663";"95";"274";"253";"220";"492";"3";"82"
"657006";"657006";"78";"14";"3";"667";"310";"2";"0";"308";"50";"3";"79";"6";"25";"18";"23";"85";"1";"18"
"657007";"657007";"78";"14";"3";"789";"400";"5";"3";"392";"76";"12";"54";"27";"31";"52";"36";"82";"1";"21"
"657008";"657008";"78";"14";"3";"3196";"1730";"9";"2";"1719";"232";"45";"439";"91";"202";"184";"96";"347";"9";"74"
"657009";"657009";"78";"14";"3";"403";"194";"0";"0";"194";"17";"3";"35";"0";"21";"15";"25";"70";"0";"8"
"657010";"657010";"78";"14";"3";"420";"251";"1";"2";"248";"16";"8";"45";"8";"30";"10";"29";"89";"1";"12"
"657011";"657011";"78";"14";"3";"2824";"1366";"11";"1";"1354";"152";"32";"262";"81";"167";"121";"141";"331";"4";"63"
"657012";"657012";"78";"14";"3";"596";"326";"5";"1";"320";"44";"8";"50";"12";"41";"38";"16";"87";"3";"21"
"657013";"657013";"78";"14";"3";"2630";"1175";"13";"0";"1162";"191";"18";"275";"42";"133";"93";"117";"239";"4";"50"
"657014";"657014";"78";"14";"3";"3250";"1491";"10";"3";"1478";"253";"32";"348";"108";"150";"154";"127";"243";"11";"52"
"657015";"657015";"78";"14";"3";"232";"167";"1";"0";"166";"26";"4";"14";"7";"11";"11";"7";"77";"0";"9"
"659101";"659101";"76";"14";"3";"159";"107";"1";"0";"106";"5";"4";"10";"1";"7";"9";"6";"59";"0";"5"
"659102";"659102";"76";"14";"3";"717";"412";"3";"0";"409";"26";"10";"49";"6";"26";"34";"50";"198";"1";"9"
"659103";"659103";"76";"14";"3";"281";"142";"3";"0";"139";"6";"0";"39";"1";"14";"10";"19";"47";"0";"3"
"659104";"659104";"76";"14";"3";"2202";"798";"4";"0";"794";"78";"19";"156";"25";"53";"62";"115";"233";"4";"49"
"659105";"659105";"76";"14";"3";"158";"54";"1";"0";"53";"7";"0";"8";"1";"3";"5";"2";"23";"0";"4"
"659106";"659106";"76";"14";"3";"134";"75";"0";"0";"75";"7";"1";"16";"0";"2";"11";"4";"31";"1";"2"
"661001";"661001";"77";"14";"3";"22237";"11571";"130";"32";"11409";"2255";"239";"1805";"782";"977";"2025";"551";"2397";"52";"326"
"661002";"661002";"77";"14";"3";"2488";"1289";"18";"2";"1269";"156";"20";"192";"60";"100";"204";"76";"410";"2";"49"
"661003";"661003";"77";"14";"3";"1650";"857";"6";"1";"850";"75";"15";"101";"28";"74";"60";"38";"406";"5";"48"
"661004";"661004";"77";"14";"3";"1309";"748";"5";"1";"742";"75";"11";"104";"21";"64";"80";"29";"326";"3";"29"
"663001";"663001";"78";"14";"3";"9362";"4421";"49";"5";"4367";"764";"100";"1075";"245";"448";"524";"365";"654";"12";"180"
"663002";"663002";"78";"14";"3";"700";"407";"4";"1";"402";"44";"3";"69";"3";"47";"27";"56";"132";"1";"20"
"663003";"663003";"78";"14";"3";"2164";"1117";"7";"4";"1106";"128";"25";"216";"30";"146";"86";"158";"276";"3";"38"
"663004";"663004";"78";"14";"3";"331";"203";"1";"0";"202";"8";"4";"23";"2";"27";"20";"19";"88";"0";"11"
"663005";"663005";"78";"14";"3";"1523";"682";"7";"2";"673";"139";"18";"128";"61";"53";"94";"33";"95";"3";"49"
"663006";"663006";"78";"14";"3";"469";"217";"3";"2";"212";"40";"1";"28";"9";"30";"23";"14";"49";"1";"17"
"665001";"665001";"76";"14";"3";"4159";"2127";"15";"1";"2111";"395";"35";"518";"81";"215";"300";"116";"350";"5";"96"
"665002";"665002";"76";"14";"3";"1141";"560";"4";"0";"556";"64";"20";"151";"18";"66";"68";"27";"128";"2";"12"
"665003";"665003";"76";"14";"3";"1275";"826";"9";"2";"815";"48";"33";"152";"81";"54";"168";"89";"172";"3";"15"
"665004";"665004";"76";"14";"3";"410";"244";"2";"0";"242";"15";"8";"31";"1";"24";"17";"24";"115";"1";"6"
"665005";"665005";"76";"14";"3";"755";"483";"3";"0";"480";"44";"24";"66";"25";"48";"38";"35";"160";"0";"40"
"665006";"665006";"76";"14";"3";"1825";"870";"8";"2";"860";"77";"33";"144";"42";"78";"84";"50";"313";"3";"36"
"665007";"665007";"76";"14";"3";"255";"133";"0";"0";"133";"13";"2";"20";"2";"6";"8";"8";"67";"0";"7"
"665008";"665008";"76";"14";"3";"624";"337";"5";"0";"332";"30";"10";"40";"7";"20";"41";"22";"150";"0";"12"
"665010";"665010";"76";"14";"3";"332";"189";"2";"0";"187";"19";"6";"17";"8";"4";"32";"2";"93";"1";"5"
"665011";"665011";"76";"14";"3";"987";"595";"4";"0";"591";"55";"8";"77";"19";"44";"50";"44";"265";"3";"26"
"665012";"665012";"76";"14";"3";"686";"363";"1";"0";"362";"31";"5";"55";"7";"25";"22";"28";"163";"0";"26"
"665013";"665013";"76";"14";"3";"377";"257";"2";"0";"255";"20";"4";"36";"7";"18";"26";"20";"113";"1";"10"
"665014";"665014";"76";"14";"3";"572";"341";"1";"2";"338";"20";"6";"47";"8";"21";"17";"24";"174";"1";"20"
"665109";"665109";"76";"14";"3";"255";"156";"2";"0";"154";"16";"3";"16";"11";"12";"19";"5";"68";"1";"3"
"665110";"665110";"76";"14";"3";"849";"435";"3";"0";"432";"54";"16";"65";"10";"24";"50";"12";"168";"5";"28"
"667001";"667001";"76";"14";"3";"4117";"2121";"26";"4";"2091";"439";"56";"380";"95";"145";"304";"124";"456";"17";"75"
"667002";"667002";"76";"14";"3";"1802";"919";"13";"2";"904";"131";"18";"155";"43";"72";"107";"109";"241";"3";"25"
"667003";"667003";"76";"14";"3";"678";"374";"5";"0";"369";"49";"12";"43";"10";"29";"34";"12";"162";"2";"16"
"667004";"667004";"76";"14";"3";"325";"203";"1";"0";"202";"7";"7";"18";"2";"11";"10";"2";"141";"1";"3"
"667005";"667005";"76";"14";"3";"522";"317";"2";"0";"315";"20";"2";"40";"6";"24";"33";"7";"162";"0";"21"
"667006";"667006";"76";"14";"3";"424";"251";"1";"0";"250";"10";"7";"30";"6";"13";"20";"10";"151";"0";"3"
"667007";"667007";"76";"14";"3";"635";"476";"2";"0";"474";"21";"11";"71";"6";"40";"22";"19";"270";"3";"11"
"667008";"667008";"76";"14";"3";"1022";"530";"5";"0";"525";"80";"10";"126";"9";"28";"63";"33";"155";"0";"21"
"667009";"667009";"76";"14";"3";"907";"482";"6";"0";"476";"41";"15";"71";"6";"52";"27";"10";"231";"3";"20"
"667010";"667010";"76";"14";"3";"331";"183";"6";"0";"177";"11";"5";"21";"4";"15";"11";"6";"94";"1";"9"
"667011";"667011";"76";"14";"3";"364";"232";"2";"0";"230";"7";"4";"18";"5";"18";"7";"2";"156";"0";"13"
"667012";"667012";"76";"14";"3";"679";"391";"5";"0";"386";"33";"11";"57";"19";"38";"77";"15";"128";"2";"6"
"667013";"667013";"76";"14";"3";"344";"245";"2";"0";"243";"25";"13";"21";"5";"15";"7";"13";"137";"0";"7"
"669001";"669001";"79";"14";"3";"5122";"2685";"22";"2";"2661";"420";"74";"540";"92";"223";"309";"384";"551";"7";"61"
"669002";"669002";"79";"14";"3";"1018";"624";"4";"0";"620";"62";"7";"101";"14";"49";"31";"52";"278";"1";"25"
"669003";"669003";"79";"14";"3";"301";"214";"2";"1";"211";"15";"4";"34";"3";"19";"19";"36";"77";"1";"3"
"669004";"669004";"79";"14";"3";"410";"287";"2";"0";"285";"7";"7";"31";"6";"25";"8";"59";"131";"1";"10"
"669005";"669005";"79";"14";"3";"415";"241";"0";"0";"241";"10";"5";"40";"3";"28";"10";"49";"90";"0";"6"
"669006";"669006";"79";"14";"3";"677";"457";"3";"0";"454";"17";"9";"68";"6";"32";"25";"84";"201";"1";"11"
"669007";"669007";"79";"14";"3";"393";"251";"1";"0";"250";"14";"2";"20";"0";"30";"13";"56";"111";"1";"3"
"669008";"669008";"79";"14";"3";"269";"184";"0";"0";"184";"5";"7";"15";"1";"14";"5";"54";"82";"0";"1"
"669009";"669009";"79";"14";"3";"570";"304";"4";"0";"300";"21";"8";"40";"3";"31";"21";"26";"131";"0";"19"
"671001";"671001";"77";"14";"3";"6844";"3160";"22";"2";"3136";"779";"75";"496";"263";"212";"588";"116";"470";"16";"121"
"671002";"671002";"77";"14";"3";"1632";"923";"7";"0";"916";"137";"41";"199";"47";"80";"167";"22";"186";"0";"37"
"671003";"671003";"77";"14";"3";"1250";"719";"7";"2";"710";"81";"17";"75";"32";"65";"74";"61";"278";"4";"23"
"671004";"671004";"77";"14";"3";"1540";"727";"7";"0";"720";"166";"18";"119";"39";"55";"118";"34";"140";"2";"29"
"671005";"671005";"77";"14";"3";"615";"376";"3";"0";"373";"36";"7";"36";"16";"26";"39";"38";"151";"1";"23"
"671006";"671006";"77";"14";"3";"449";"278";"5";"0";"273";"28";"9";"36";"9";"18";"27";"13";"131";"0";"2"
"671008";"671008";"77";"14";"3";"1302";"774";"4";"0";"770";"55";"17";"87";"18";"46";"45";"75";"374";"2";"51"
"671106";"671106";"77";"14";"3";"120";"63";"0";"1";"62";"8";"3";"12";"1";"3";"5";"5";"23";"1";"1"
"673001";"673001";"76";"14";"3";"2037";"678";"5";"1";"672";"108";"18";"185";"23";"45";"81";"102";"86";"1";"23"
"673002";"673002";"76";"14";"3";"1674";"716";"3";"2";"711";"125";"18";"101";"31";"52";"97";"102";"162";"3";"20"
"675001";"675001";"77";"14";"3";"1443";"814";"3";"1";"810";"93";"20";"157";"32";"80";"75";"79";"237";"4";"33"
"675003";"675003";"77";"14";"3";"285";"153";"1";"0";"152";"19";"0";"23";"8";"13";"10";"21";"38";"0";"20"
"675004";"675004";"77";"14";"3";"691";"408";"4";"0";"404";"50";"3";"96";"23";"40";"31";"38";"93";"2";"28"
"675005";"675005";"77";"14";"3";"483";"245";"1";"1";"243";"16";"7";"45";"20";"28";"33";"20";"60";"2";"12"
"677001";"677001";"76";"14";"3";"163";"94";"0";"0";"94";"3";"4";"15";"0";"19";"6";"2";"40";"0";"5"
"677002";"677002";"76";"14";"3";"619";"299";"2";"0";"297";"25";"3";"51";"14";"25";"22";"50";"95";"4";"8"
"677003";"677003";"76";"14";"3";"903";"513";"2";"0";"511";"24";"8";"77";"13";"50";"25";"111";"186";"0";"17"
"677004";"677004";"76";"14";"3";"2315";"1223";"8";"0";"1215";"113";"18";"275";"32";"137";"105";"159";"338";"0";"38"
"677005";"677005";"76";"14";"3";"379";"238";"1";"0";"237";"23";"5";"33";"14";"19";"18";"18";"95";"0";"12"
"677006";"677006";"76";"14";"3";"1127";"633";"4";"1";"628";"50";"16";"86";"20";"72";"28";"82";"245";"3";"26"
"677007";"677007";"76";"14";"3";"773";"433";"2";"0";"431";"30";"4";"56";"13";"57";"34";"27";"181";"1";"28"
"679001";"679001";"76";"14";"3";"131";"97";"1";"0";"96";"7";"0";"6";"3";"1";"11";"1";"62";"3";"2"
"679002";"679002";"76";"14";"3";"1150";"600";"9";"0";"591";"85";"18";"83";"16";"37";"71";"14";"240";"2";"25"
"679003";"679003";"76";"14";"3";"316";"169";"1";"0";"168";"28";"2";"21";"9";"17";"8";"3";"76";"0";"4"
"679004";"679004";"76";"14";"3";"373";"216";"3";"0";"213";"22";"5";"17";"6";"11";"32";"5";"108";"2";"5"
"679005";"679005";"76";"14";"3";"1421";"748";"12";"2";"734";"102";"23";"121";"15";"70";"112";"32";"227";"4";"28"
"679006";"679006";"76";"14";"3";"301";"103";"1";"0";"102";"2";"0";"7";"1";"8";"38";"4";"41";"0";"1"
"679007";"679007";"76";"14";"3";"532";"322";"4";"2";"316";"26";"7";"25";"15";"20";"39";"11";"163";"0";"10"
"679008";"679008";"76";"14";"3";"243";"161";"4";"0";"157";"8";"7";"12";"5";"17";"31";"4";"64";"3";"6"
"679009";"679009";"76";"14";"3";"465";"203";"1";"0";"202";"28";"3";"29";"4";"15";"16";"6";"97";"0";"4"
"679010";"679010";"76";"14";"3";"457";"108";"0";"1";"107";"25";"3";"28";"4";"13";"6";"4";"18";"1";"5"
"681001";"681001";"79";"14";"3";"431";"262";"1";"0";"261";"29";"6";"39";"9";"17";"15";"36";"96";"2";"12"
"681003";"681003";"79";"14";"3";"2648";"1423";"14";"2";"1407";"220";"30";"320";"44";"135";"122";"203";"281";"4";"48"
"681004";"681004";"79";"14";"3";"585";"303";"1";"0";"302";"27";"10";"45";"4";"30";"17";"41";"112";"1";"15"
"681005";"681005";"79";"14";"3";"664";"346";"4";"0";"342";"59";"7";"68";"23";"25";"39";"29";"87";"0";"5"
"681006";"681006";"79";"14";"3";"1371";"770";"4";"0";"766";"55";"14";"124";"10";"89";"36";"131";"266";"4";"37"
"681007";"681007";"79";"14";"3";"500";"284";"3";"0";"281";"20";"8";"38";"8";"24";"14";"38";"116";"1";"14"
"681008";"681008";"79";"14";"3";"1753";"978";"7";"0";"971";"71";"16";"169";"18";"86";"64";"129";"370";"2";"46"
"681010";"681010";"79";"14";"3";"482";"304";"3";"0";"301";"28";"5";"35";"10";"28";"10";"21";"152";"1";"11"
"683001";"683001";"77";"14";"3";"749";"360";"3";"1";"356";"28";"20";"39";"14";"15";"44";"22";"159";"4";"11"
"683002";"683002";"77";"14";"3";"353";"174";"0";"0";"174";"20";"6";"21";"5";"17";"27";"13";"55";"2";"8"
"683003";"683003";"77";"14";"3";"475";"266";"1";"0";"265";"26";"8";"26";"3";"20";"19";"52";"95";"0";"16"
"683004";"683004";"77";"14";"3";"378";"190";"1";"0";"189";"15";"12";"32";"5";"10";"14";"17";"77";"0";"7"
"683005";"683005";"77";"14";"3";"456";"252";"2";"1";"249";"16";"6";"14";"5";"13";"24";"40";"116";"0";"15"
"683007";"683007";"77";"14";"3";"812";"510";"5";"0";"505";"34";"19";"86";"17";"47";"35";"45";"212";"0";"10"
"683008";"683008";"77";"14";"3";"2749";"1394";"16";"1";"1377";"225";"78";"235";"57";"90";"146";"103";"395";"2";"46"
"685001";"685001";"79";"14";"3";"1973";"1022";"10";"1";"1011";"79";"22";"239";"21";"106";"61";"133";"293";"3";"54"
"685002";"685002";"79";"14";"3";"460";"277";"2";"0";"275";"19";"4";"54";"7";"39";"30";"30";"71";"2";"19"
"685003";"685003";"79";"14";"3";"353";"217";"2";"0";"215";"16";"10";"36";"5";"16";"11";"25";"75";"1";"20"
"685004";"685004";"79";"14";"3";"1539";"741";"7";"1";"733";"81";"13";"162";"24";"57";"74";"79";"195";"7";"41"
"685005";"685005";"79";"14";"3";"302";"140";"3";"0";"137";"37";"6";"26";"3";"15";"10";"5";"29";"0";"6"
"701001";"701001";"87";"15";"3";"4724";"2234";"23";"3";"2208";"378";"48";"550";"156";"168";"471";"22";"318";"17";"80"
"701002";"701002";"87";"15";"3";"2732";"1489";"5";"2";"1482";"224";"28";"266";"55";"118";"263";"52";"398";"13";"65"
"701003";"701003";"87";"15";"3";"1806";"873";"16";"2";"855";"145";"24";"161";"44";"76";"134";"26";"203";"11";"31"
"703001";"703001";"86";"15";"3";"789";"465";"5";"1";"459";"63";"16";"86";"45";"39";"87";"21";"78";"7";"17"
"703002";"703002";"86";"15";"3";"2747";"1502";"14";"1";"1487";"292";"45";"339";"121";"122";"276";"28";"196";"6";"62"
"703003";"703003";"86";"15";"3";"546";"298";"0";"0";"298";"39";"6";"57";"25";"15";"62";"8";"66";"8";"12"
"703004";"703004";"86";"15";"3";"624";"334";"3";"0";"331";"57";"13";"55";"35";"28";"55";"3";"68";"1";"16"
"703005";"703005";"86";"15";"3";"1668";"871";"3";"1";"867";"150";"37";"181";"114";"51";"207";"12";"72";"6";"37"
"705001";"705001";"89";"15";"3";"1373";"702";"5";"1";"696";"126";"27";"125";"49";"51";"83";"43";"161";"4";"27"
"705002";"705002";"89";"15";"3";"1316";"682";"3";"0";"679";"108";"36";"163";"22";"40";"79";"37";"152";"2";"40"
"705003";"705003";"89";"15";"3";"750";"395";"4";"0";"391";"61";"17";"66";"9";"36";"33";"30";"113";"6";"20"
"705004";"705004";"89";"15";"3";"950";"521";"6";"1";"514";"98";"22";"45";"29";"41";"90";"29";"129";"6";"25"
"705005";"705005";"89";"15";"3";"731";"403";"3";"0";"400";"68";"19";"79";"21";"32";"46";"26";"93";"4";"12"
"707002";"707002";"87";"15";"3";"121";"68";"1";"0";"67";"5";"1";"10";"5";"4";"36";"1";"2";"1";"2"
"707003";"707003";"87";"15";"3";"1592";"812";"14";"0";"798";"178";"34";"144";"42";"35";"115";"18";"190";"8";"34"
"707101";"707101";"87";"15";"3";"12171";"5420";"64";"7";"5349";"1270";"154";"1179";"416";"359";"934";"119";"669";"35";"214"
"709001";"709001";"86";"15";"3";"3039";"1681";"12";"4";"1665";"301";"49";"402";"98";"147";"274";"23";"297";"19";"55"
"709002";"709002";"86";"15";"3";"2124";"1110";"6";"2";"1102";"215";"34";"226";"73";"90";"206";"15";"184";"11";"48"
"709003";"709003";"86";"15";"3";"1364";"736";"10";"0";"726";"120";"16";"153";"49";"60";"109";"13";"176";"3";"27"
"709004";"709004";"86";"15";"3";"872";"498";"3";"0";"495";"92";"10";"88";"28";"34";"48";"9";"163";"2";"21"
