"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2009 - Stemmeberettigede";"EV2009 - Afgivne stemmer";"EV2009 - Blanke stemmer";"EV2009 - Andre ugyldige stemmer";"EV2009 - Gyldige stemmer";"EV2009 - A. Socialdemokratiet";"EV2009 - B. Det Radikale Venstre";"EV2009 - C. Det Konservative Folkeparti";"EV2009 - F. SF - Socialistisk Folkeparti";"EV2009 - I. Liberal Alliance";"EV2009 - J. JuniBevægelsen";"EV2009 - N. Folkebevægelsen mod EU";"EV2009 - O. Dansk Folkeparti";"EV2009 - V. Venstre, Danmarks Liberale Parti"
"340012";"340012";"39";"5";"2";"971";"556";"14";"2";"540";"81";"9";"70";"89";"6";"14";"38";"106";"127"
"340013";"340013";"39";"5";"2";"604";"359";"14";"0";"345";"57";"10";"38";"54";"2";"10";"22";"78";"74"
"350001";"350001";"34";"5";"2";"2861";"1739";"42";"3";"1694";"298";"58";"188";"249";"15";"41";"118";"283";"444"
"350002";"350002";"34";"5";"2";"1912";"1190";"35";"3";"1152";"199";"51";"129";"175";"3";"28";"90";"248";"229"
"350003";"350003";"34";"5";"2";"1255";"835";"16";"1";"818";"133";"32";"78";"137";"5";"21";"67";"175";"170"
"350004";"350004";"34";"5";"2";"1099";"715";"27";"2";"686";"116";"21";"76";"94";"3";"21";"44";"143";"168"
"350005";"350005";"34";"5";"2";"889";"570";"15";"2";"553";"96";"19";"58";"84";"1";"17";"42";"89";"147"
"350006";"350006";"34";"5";"2";"3158";"2134";"64";"5";"2065";"430";"103";"217";"438";"8";"50";"183";"279";"357"
"350008";"350008";"34";"5";"2";"2143";"1304";"43";"4";"1257";"235";"33";"154";"224";"4";"31";"92";"250";"234"
"350009";"350009";"34";"5";"2";"2091";"1440";"32";"1";"1407";"220";"52";"173";"225";"24";"28";"89";"208";"388"
"350011";"350011";"34";"5";"2";"1820";"1421";"35";"1";"1385";"237";"130";"177";"257";"14";"46";"83";"117";"324"
"350012";"350012";"34";"5";"2";"2254";"1438";"55";"5";"1378";"229";"62";"193";"249";"7";"32";"95";"194";"317"
"360001";"360001";"29";"5";"2";"686";"449";"13";"4";"432";"96";"13";"43";"54";"2";"5";"33";"93";"93"
"360003";"360003";"29";"5";"2";"2276";"1243";"55";"2";"1186";"364";"24";"115";"166";"1";"31";"75";"179";"231"
"360005";"360005";"29";"5";"2";"1124";"593";"23";"2";"568";"100";"18";"47";"105";"1";"9";"58";"109";"121"
"360008";"360008";"29";"5";"2";"947";"486";"23";"2";"461";"93";"12";"50";"68";"0";"8";"22";"104";"104"
"360011";"360011";"29";"5";"2";"1864";"969";"34";"3";"932";"208";"23";"112";"136";"0";"16";"69";"177";"191"
"360013";"360013";"29";"5";"2";"5525";"3136";"118";"10";"3008";"850";"80";"354";"461";"13";"67";"175";"499";"509"
"360014";"360014";"29";"5";"2";"50";"34";"0";"0";"34";"5";"0";"4";"7";"0";"1";"2";"10";"5"
"360019";"360019";"29";"5";"2";"2978";"1563";"60";"6";"1497";"345";"23";"173";"240";"7";"15";"118";"269";"307"
"360020";"360020";"29";"5";"2";"11037";"5409";"193";"19";"5197";"1412";"91";"382";"1297";"20";"132";"362";"968";"533"
"360026";"360026";"29";"5";"2";"524";"291";"17";"1";"273";"68";"9";"25";"35";"2";"10";"18";"44";"62"
"360027";"360027";"29";"5";"2";"462";"289";"6";"1";"282";"39";"10";"26";"69";"2";"5";"38";"50";"43"
"360028";"360028";"29";"5";"2";"137";"93";"3";"0";"90";"13";"1";"13";"13";"0";"3";"6";"17";"24"
"360029";"360029";"29";"5";"2";"2047";"1052";"52";"2";"998";"269";"22";"88";"164";"1";"28";"72";"186";"168"
"360035";"360035";"29";"5";"2";"2566";"1376";"50";"6";"1320";"298";"23";"149";"199";"2";"18";"81";"270";"280"
"360036";"360036";"29";"5";"2";"2387";"1222";"60";"1";"1161";"272";"42";"106";"175";"7";"16";"67";"194";"282"
"360037";"360037";"29";"5";"2";"1536";"704";"25";"1";"678";"194";"7";"64";"105";"0";"21";"47";"147";"93"
"360038";"360038";"29";"5";"2";"882";"495";"14";"1";"480";"81";"8";"55";"66";"1";"13";"33";"98";"125"
"370001";"370001";"32";"5";"2";"3331";"1823";"45";"2";"1776";"310";"49";"240";"275";"12";"40";"116";"340";"394"
"370002";"370002";"32";"5";"2";"816";"523";"14";"1";"508";"82";"13";"73";"67";"2";"16";"41";"90";"124"
"370003";"370003";"32";"5";"2";"1592";"892";"35";"1";"856";"172";"15";"95";"120";"5";"24";"70";"172";"183"
"370004";"370004";"32";"5";"2";"1882";"1191";"40";"8";"1143";"230";"27";"154";"127";"5";"24";"49";"174";"353"
"370005";"370005";"32";"5";"2";"766";"493";"9";"0";"484";"79";"13";"61";"62";"1";"18";"43";"105";"102"
"370006";"370006";"32";"5";"2";"1926";"1222";"31";"2";"1189";"237";"25";"128";"175";"4";"38";"78";"216";"288"
"370007";"370007";"32";"5";"2";"1265";"757";"25";"1";"731";"121";"26";"59";"115";"3";"27";"43";"126";"211"
"370008";"370008";"32";"5";"2";"3552";"2046";"48";"4";"1994";"516";"40";"255";"319";"12";"40";"130";"330";"352"
"370009";"370009";"32";"5";"2";"1086";"688";"24";"3";"661";"168";"14";"65";"68";"5";"13";"36";"154";"138"
"370010";"370010";"32";"5";"2";"1263";"732";"32";"2";"698";"151";"24";"84";"104";"2";"13";"49";"114";"157"
"370011";"370011";"32";"5";"2";"2405";"1507";"55";"7";"1445";"371";"37";"159";"231";"9";"36";"116";"216";"270"
"370012";"370012";"32";"5";"2";"443";"261";"10";"1";"250";"41";"8";"25";"38";"0";"7";"27";"44";"60"
"370013";"370013";"32";"5";"2";"495";"291";"8";"1";"282";"42";"4";"38";"34";"3";"5";"24";"60";"72"
"370014";"370014";"32";"5";"2";"2448";"1501";"44";"8";"1449";"340";"36";"159";"185";"2";"27";"80";"292";"328"
"370020";"370020";"32";"5";"2";"2999";"1779";"46";"5";"1728";"463";"40";"237";"251";"6";"23";"98";"290";"320"
"370021";"370021";"32";"5";"2";"2766";"1452";"54";"6";"1392";"320";"55";"168";"234";"12";"29";"80";"232";"262"
"370022";"370022";"32";"5";"2";"4256";"2157";"76";"9";"2072";"605";"66";"189";"347";"5";"46";"165";"411";"238"
"370023";"370023";"32";"5";"2";"4662";"2712";"73";"4";"2635";"725";"105";"290";"446";"11";"40";"172";"424";"422"
"370024";"370024";"32";"5";"2";"4960";"2922";"76";"6";"2840";"816";"91";"328";"434";"10";"47";"206";"523";"385"
"370025";"370025";"32";"5";"2";"2806";"1607";"44";"4";"1559";"459";"46";"134";"248";"7";"33";"108";"301";"223"
"370026";"370026";"32";"5";"2";"2639";"1848";"47";"5";"1796";"404";"82";"259";"271";"14";"25";"75";"262";"404"
"370027";"370027";"32";"5";"2";"4065";"2357";"61";"9";"2287";"520";"68";"369";"279";"8";"34";"95";"422";"492"
"370028";"370028";"32";"5";"2";"3771";"1939";"72";"8";"1859";"575";"48";"175";"292";"8";"38";"140";"342";"241"
"370029";"370029";"32";"5";"2";"674";"444";"4";"0";"440";"108";"16";"54";"72";"6";"8";"30";"85";"61"
"370030";"370030";"32";"5";"2";"576";"400";"15";"1";"384";"53";"19";"57";"57";"3";"4";"20";"63";"108"
"370031";"370031";"32";"5";"2";"582";"363";"12";"1";"350";"73";"9";"40";"48";"1";"9";"32";"63";"75"
"370032";"370032";"32";"5";"2";"1937";"1256";"26";"3";"1227";"217";"37";"163";"177";"4";"21";"81";"257";"270"
"370033";"370033";"32";"5";"2";"447";"264";"10";"1";"253";"31";"5";"29";"45";"1";"1";"15";"52";"74"
"370034";"370034";"32";"5";"2";"473";"323";"13";"0";"310";"60";"5";"33";"34";"4";"4";"27";"71";"72"
"376001";"376001";"30";"5";"2";"3471";"1800";"45";"14";"1741";"449";"74";"193";"340";"11";"37";"129";"272";"236"
"376002";"376002";"30";"5";"2";"3095";"1776";"61";"10";"1705";"501";"58";"147";"312";"9";"32";"120";"302";"224"
"376003";"376003";"30";"5";"2";"3231";"1772";"56";"12";"1704";"513";"38";"212";"219";"3";"32";"78";"321";"288"
"376004";"376004";"30";"5";"2";"3082";"1797";"44";"5";"1748";"545";"47";"187";"272";"4";"28";"113";"289";"263"
"376005";"376005";"30";"5";"2";"2768";"1730";"57";"7";"1666";"478";"50";"161";"245";"6";"23";"93";"302";"308"
"376006";"376006";"30";"5";"2";"1379";"797";"29";"3";"765";"177";"14";"50";"127";"4";"10";"54";"159";"170"
"376007";"376007";"30";"5";"2";"2719";"1843";"53";"10";"1780";"495";"60";"187";"263";"4";"31";"77";"336";"327"
"376008";"376008";"30";"5";"2";"2551";"1598";"44";"8";"1546";"407";"52";"175";"204";"4";"29";"75";"283";"317"
"376009";"376009";"30";"5";"2";"1546";"945";"32";"10";"903";"173";"16";"78";"120";"1";"28";"65";"196";"226"
"376010";"376010";"30";"5";"2";"3206";"1862";"74";"10";"1778";"434";"44";"179";"235";"7";"27";"129";"298";"425"
"376011";"376011";"30";"5";"2";"1741";"965";"23";"9";"933";"217";"29";"93";"139";"2";"20";"53";"192";"188"
"376012";"376012";"30";"5";"2";"2370";"1385";"36";"6";"1343";"324";"23";"134";"211";"7";"36";"75";"262";"271"
"376013";"376013";"30";"5";"2";"3946";"2146";"82";"11";"2053";"679";"49";"226";"272";"7";"21";"111";"333";"355"
"376014";"376014";"30";"5";"2";"2046";"1106";"31";"5";"1070";"240";"16";"126";"124";"6";"36";"63";"216";"243"
"376015";"376015";"30";"5";"2";"1120";"637";"16";"2";"619";"151";"11";"61";"78";"2";"18";"36";"113";"149"
"376016";"376016";"30";"5";"2";"2744";"1646";"49";"9";"1588";"411";"53";"151";"240";"6";"43";"121";"286";"277"
"376017";"376017";"30";"5";"2";"2505";"1547";"38";"4";"1505";"365";"46";"122";"241";"3";"38";"115";"256";"319"
"376018";"376018";"30";"5";"2";"1584";"1021";"38";"3";"980";"237";"24";"134";"128";"4";"18";"33";"183";"219"
"376019";"376019";"30";"5";"2";"2765";"1842";"37";"6";"1799";"386";"49";"242";"229";"4";"26";"94";"380";"389"
"376020";"376020";"30";"5";"2";"1287";"744";"17";"2";"725";"161";"8";"60";"90";"3";"21";"56";"226";"100"
"390001";"390001";"31";"5";"2";"4408";"2604";"90";"11";"2503";"571";"109";"316";"463";"12";"37";"160";"439";"396"
"390002";"390002";"31";"5";"2";"3224";"1957";"53";"5";"1899";"471";"73";"184";"376";"3";"47";"162";"356";"227"
"390003";"390003";"31";"5";"2";"2151";"1438";"39";"7";"1392";"253";"70";"183";"270";"13";"19";"95";"203";"286"
"390004";"390004";"31";"5";"2";"1976";"1191";"38";"4";"1149";"285";"21";"137";"190";"4";"25";"88";"194";"205"
"390005";"390005";"31";"5";"2";"934";"574";"24";"3";"547";"81";"18";"69";"84";"2";"14";"19";"113";"147"
"390006";"390006";"31";"5";"2";"2968";"1668";"50";"4";"1614";"286";"39";"210";"249";"9";"42";"121";"347";"311"
"390007";"390007";"31";"5";"2";"1604";"958";"34";"2";"922";"211";"23";"102";"130";"8";"9";"62";"190";"187"
"390008";"390008";"31";"5";"2";"4532";"2792";"93";"8";"2691";"539";"114";"272";"453";"13";"60";"193";"431";"616"
"390009";"390009";"31";"5";"2";"1425";"906";"26";"2";"878";"145";"29";"70";"157";"5";"22";"82";"176";"192"
"390010";"390010";"31";"5";"2";"1924";"1190";"47";"2";"1141";"190";"43";"74";"242";"3";"45";"154";"146";"244"
"390011";"390011";"31";"5";"2";"866";"579";"12";"3";"564";"109";"22";"56";"121";"2";"15";"45";"82";"112"
"390012";"390012";"31";"5";"2";"3303";"2090";"43";"10";"2037";"429";"67";"233";"373";"6";"37";"149";"331";"412"
"390013";"390013";"31";"5";"2";"950";"623";"13";"3";"607";"86";"21";"43";"142";"3";"16";"48";"92";"156"
"390014";"390014";"31";"5";"2";"612";"411";"12";"0";"399";"71";"9";"36";"90";"1";"16";"45";"70";"61"
"390015";"390015";"31";"5";"2";"1500";"858";"37";"1";"820";"163";"24";"79";"125";"4";"22";"68";"165";"170"
"390016";"390016";"31";"5";"2";"1833";"1151";"31";"4";"1116";"204";"39";"113";"199";"9";"35";"94";"217";"206"
"390017";"390017";"31";"5";"2";"1532";"934";"24";"2";"908";"222";"27";"128";"121";"2";"15";"57";"176";"160"
"400001";"400001";"28";"4";"1";"3086";"1633";"70";"7";"1556";"332";"34";"150";"229";"1";"58";"141";"256";"355"
"400002";"400002";"28";"4";"1";"2509";"1399";"53";"4";"1342";"246";"35";"130";"203";"4";"67";"151";"168";"338"
"400003";"400003";"28";"4";"1";"1854";"1181";"37";"10";"1134";"188";"49";"112";"224";"5";"54";"157";"111";"234"
"400004";"400004";"28";"4";"1";"3724";"1948";"73";"6";"1869";"470";"55";"179";"263";"7";"45";"132";"302";"416"
"400005";"400005";"28";"4";"1";"1413";"788";"27";"4";"757";"163";"26";"62";"95";"1";"31";"56";"118";"205"
"400006";"400006";"28";"4";"1";"4394";"2451";"110";"12";"2329";"621";"57";"242";"284";"9";"64";"136";"312";"604"
"400007";"400007";"27";"4";"1";"2149";"1113";"41";"3";"1069";"253";"26";"98";"119";"4";"29";"83";"161";"296"
"400008";"400008";"27";"4";"1";"11443";"6124";"276";"19";"5829";"1905";"164";"559";"787";"27";"134";"445";"779";"1029"
"400009";"400009";"27";"4";"1";"2425";"1366";"53";"3";"1310";"366";"31";"127";"151";"7";"25";"120";"211";"272"
"410001";"410001";"45";"6";"2";"4996";"3004";"63";"5";"2936";"867";"109";"421";"446";"11";"65";"177";"397";"443"
"410002";"410002";"45";"6";"2";"5019";"3097";"77";"9";"3011";"931";"91";"450";"441";"18";"49";"141";"409";"481"
"410003";"410003";"45";"6";"2";"3230";"2290";"41";"3";"2246";"446";"92";"436";"292";"13";"43";"112";"259";"553"
"410004";"410004";"45";"6";"2";"1822";"1162";"41";"4";"1117";"274";"46";"173";"122";"8";"20";"43";"176";"255"
"410005";"410005";"45";"6";"2";"1003";"615";"11";"2";"602";"132";"10";"88";"77";"1";"25";"32";"80";"157"
"410006";"410006";"45";"6";"2";"2831";"1722";"45";"2";"1675";"431";"68";"262";"210";"8";"44";"86";"218";"348"
"410007";"410007";"45";"6";"2";"1416";"918";"17";"2";"899";"177";"25";"138";"100";"7";"27";"59";"115";"251"
"410008";"410008";"45";"6";"2";"2232";"1335";"32";"2";"1301";"274";"39";"252";"142";"4";"28";"44";"177";"341"
"410009";"410009";"45";"6";"2";"2099";"1197";"32";"7";"1158";"285";"38";"213";"125";"4";"22";"59";"200";"212"
"410010";"410010";"45";"6";"2";"1957";"1198";"34";"2";"1162";"237";"35";"193";"145";"5";"22";"50";"173";"302"
"410011";"410011";"45";"6";"2";"1319";"827";"20";"1";"806";"184";"27";"183";"86";"3";"12";"33";"134";"144"
"411001";"411001";"28";"4";"1";"67";"62";"9";"0";"53";"12";"0";"3";"11";"0";"4";"12";"5";"6"
"420001";"420001";"44";"6";"2";"5501";"3184";"88";"10";"3086";"992";"81";"516";"365";"10";"61";"145";"393";"523"
"420002";"420002";"44";"6";"2";"1333";"804";"23";"2";"779";"262";"19";"123";"86";"4";"15";"32";"91";"147"
"420003";"420003";"44";"6";"2";"668";"421";"18";"2";"401";"109";"16";"64";"49";"3";"9";"20";"53";"78"
"420004";"420004";"44";"6";"2";"722";"441";"22";"1";"418";"105";"13";"76";"54";"1";"8";"19";"50";"92"
"420005";"420005";"44";"6";"2";"189";"136";"2";"0";"134";"26";"4";"23";"17";"0";"7";"5";"16";"36"
"420006";"420006";"44";"6";"2";"28";"21";"0";"0";"21";"6";"0";"2";"1";"0";"0";"2";"1";"9"
"420007";"420007";"44";"6";"2";"752";"518";"18";"1";"499";"118";"19";"85";"69";"3";"15";"24";"71";"95"
"420008";"420008";"44";"6";"2";"1958";"1216";"30";"7";"1179";"296";"34";"226";"189";"3";"27";"66";"149";"189"
"420009";"420009";"44";"6";"2";"892";"517";"20";"1";"496";"134";"6";"89";"54";"1";"10";"46";"72";"84"
"420010";"420010";"44";"6";"2";"385";"249";"8";"0";"241";"60";"7";"35";"34";"1";"4";"17";"31";"52"
"420011";"420011";"44";"6";"2";"439";"276";"10";"0";"266";"69";"10";"28";"30";"0";"4";"14";"38";"73"
"420012";"420012";"44";"6";"2";"680";"460";"8";"2";"450";"101";"13";"72";"52";"3";"13";"26";"51";"119"
"420013";"420013";"44";"6";"2";"2602";"1584";"44";"4";"1536";"425";"31";"312";"159";"6";"35";"52";"197";"319"
"420014";"420014";"44";"6";"2";"556";"376";"11";"0";"365";"84";"17";"51";"59";"4";"10";"14";"47";"79"
"420015";"420015";"44";"6";"2";"1257";"874";"20";"0";"854";"210";"21";"150";"125";"3";"18";"48";"103";"176"
"420016";"420016";"44";"6";"2";"1499";"971";"33";"1";"937";"226";"41";"162";"151";"7";"24";"27";"131";"168"
"420017";"420017";"44";"6";"2";"1780";"1191";"14";"2";"1175";"318";"25";"228";"198";"6";"39";"55";"129";"177"
"420018";"420018";"44";"6";"2";"919";"582";"20";"1";"561";"138";"16";"127";"57";"4";"14";"24";"82";"99"
"420019";"420019";"44";"6";"2";"379";"249";"10";"0";"239";"68";"5";"36";"31";"0";"6";"15";"34";"44"
"420020";"420020";"44";"6";"2";"4525";"2685";"54";"6";"2625";"705";"63";"515";"346";"11";"57";"135";"386";"407"
"420021";"420021";"44";"6";"2";"2469";"1557";"27";"3";"1527";"467";"29";"323";"163";"6";"21";"53";"200";"265"
"420022";"420022";"44";"6";"2";"529";"310";"7";"1";"302";"50";"9";"58";"36";"0";"8";"14";"65";"62"
"420023";"420023";"44";"6";"2";"587";"383";"8";"2";"373";"88";"9";"65";"64";"1";"19";"17";"47";"63"
"420024";"420024";"44";"6";"2";"601";"374";"14";"2";"358";"70";"4";"63";"36";"2";"8";"16";"74";"85"
"430001";"430001";"48";"6";"2";"1256";"837";"20";"3";"814";"179";"15";"185";"100";"1";"15";"47";"143";"129"
"430002";"430002";"48";"6";"2";"1063";"599";"23";"1";"575";"127";"17";"132";"51";"2";"15";"42";"77";"112"
"430003";"430003";"48";"6";"2";"1557";"978";"23";"5";"950";"236";"16";"172";"98";"3";"19";"44";"153";"209"
"430004";"430004";"48";"6";"2";"848";"559";"10";"3";"546";"96";"14";"101";"67";"2";"13";"34";"80";"139"
"430005";"430005";"48";"6";"2";"91";"72";"3";"0";"69";"8";"0";"11";"13";"0";"7";"10";"5";"15"
"430006";"430006";"48";"6";"2";"1977";"1328";"43";"5";"1280";"342";"38";"220";"186";"8";"18";"45";"175";"248"
"430007";"430007";"48";"6";"2";"4534";"2878";"67";"8";"2803";"658";"89";"441";"515";"15";"71";"179";"384";"451"
"430008";"430008";"48";"6";"2";"1664";"1070";"19";"1";"1050";"248";"30";"185";"147";"4";"24";"54";"138";"220"
"430009";"430009";"48";"6";"2";"1670";"1002";"30";"2";"970";"233";"29";"142";"141";"2";"25";"61";"142";"195"
"430010";"430010";"48";"6";"2";"89";"61";"0";"0";"61";"8";"0";"11";"5";"0";"1";"1";"5";"30"
"430011";"430011";"48";"6";"2";"1770";"1178";"32";"2";"1144";"225";"38";"190";"170";"4";"39";"62";"172";"244"
"430012";"430012";"48";"6";"2";"1441";"951";"31";"4";"916";"214";"26";"124";"132";"3";"26";"58";"153";"180"
"430013";"430013";"48";"6";"2";"1152";"701";"18";"3";"680";"153";"17";"128";"78";"1";"13";"32";"105";"153"
"430014";"430014";"48";"6";"2";"1102";"675";"16";"2";"657";"105";"18";"111";"99";"5";"12";"35";"94";"178"
"430015";"430015";"48";"6";"2";"5637";"3399";"84";"16";"3299";"760";"114";"614";"543";"10";"72";"171";"390";"625"
"430016";"430016";"48";"6";"2";"857";"586";"27";"1";"558";"127";"18";"89";"91";"0";"16";"31";"94";"92"
"430017";"430017";"48";"6";"2";"1671";"1022";"32";"7";"983";"230";"47";"171";"148";"2";"22";"46";"145";"172"
"430018";"430018";"48";"6";"2";"1790";"1082";"30";"4";"1048";"241";"42";"183";"133";"15";"23";"53";"150";"208"
"430019";"430019";"48";"6";"2";"1774";"1187";"36";"2";"1149";"280";"42";"170";"174";"0";"31";"81";"205";"166"
"430020";"430020";"48";"6";"2";"2714";"1862";"37";"2";"1823";"435";"59";"343";"254";"12";"44";"95";"230";"351"
"430021";"430021";"48";"6";"2";"1362";"913";"31";"3";"879";"246";"32";"154";"108";"2";"19";"46";"120";"152"
"430022";"430022";"48";"6";"2";"3063";"2020";"35";"2";"1983";"561";"60";"348";"291";"16";"55";"109";"249";"294"
"440001";"440001";"46";"6";"2";"1668";"1104";"24";"2";"1078";"254";"25";"162";"217";"2";"33";"77";"125";"183"
"440002";"440002";"46";"6";"2";"2981";"1900";"54";"6";"1840";"420";"60";"351";"280";"15";"51";"119";"274";"270"
"440003";"440003";"46";"6";"2";"1918";"1344";"35";"3";"1306";"307";"31";"271";"170";"2";"32";"71";"198";"224"
"440004";"440004";"46";"6";"2";"1772";"1117";"39";"3";"1075";"208";"26";"154";"208";"7";"29";"88";"157";"198"
"440005";"440005";"46";"6";"2";"1560";"925";"28";"2";"895";"225";"15";"172";"79";"4";"22";"49";"158";"171"
"440006";"440006";"46";"6";"2";"3346";"2143";"59";"7";"2077";"578";"37";"453";"215";"2";"22";"87";"365";"318"
"440007";"440007";"46";"6";"2";"4567";"2728";"80";"12";"2636";"926";"63";"314";"397";"8";"72";"161";"383";"312"
"450001";"450001";"46";"6";"2";"1353";"850";"24";"2";"824";"166";"21";"117";"113";"2";"20";"55";"156";"174"
"450002";"450002";"46";"6";"2";"5003";"2892";"72";"15";"2805";"890";"77";"378";"410";"9";"60";"177";"412";"392"
"450003";"450003";"46";"6";"2";"6191";"3712";"103";"7";"3602";"1079";"112";"559";"585";"7";"94";"234";"475";"457"
"450004";"450004";"46";"6";"2";"2397";"1382";"38";"4";"1340";"342";"33";"231";"177";"5";"36";"73";"202";"241"
"450005";"450005";"46";"6";"2";"837";"516";"15";"0";"501";"90";"7";"75";"62";"4";"15";"35";"80";"133"
"450006";"450006";"46";"6";"2";"2261";"1468";"32";"3";"1433";"450";"17";"239";"138";"2";"22";"50";"233";"282"
"450007";"450007";"46";"6";"2";"391";"250";"12";"0";"238";"61";"7";"40";"17";"2";"2";"14";"42";"53"
"450008";"450008";"46";"6";"2";"474";"338";"9";"0";"329";"108";"7";"63";"31";"1";"7";"14";"48";"50"
"450009";"450009";"46";"6";"2";"694";"452";"17";"1";"434";"115";"15";"60";"52";"3";"10";"26";"73";"80"
"450010";"450010";"46";"6";"2";"1387";"877";"29";"1";"847";"197";"20";"174";"57";"1";"14";"21";"144";"219"
"450011";"450011";"46";"6";"2";"1064";"700";"30";"1";"669";"147";"16";"102";"90";"2";"13";"36";"97";"166"
"450012";"450012";"46";"6";"2";"984";"601";"20";"0";"581";"127";"13";"95";"83";"2";"8";"27";"79";"147"
"450013";"450013";"46";"6";"2";"890";"548";"27";"0";"521";"126";"4";"90";"53";"1";"14";"34";"77";"122"
"461001";"461001";"41";"6";"2";"8541";"4626";"153";"11";"4462";"1133";"238";"624";"1078";"52";"132";"358";"425";"422"
"461002";"461002";"41";"6";"2";"7246";"4098";"96";"8";"3994";"1304";"173";"488";"840";"20";"108";"347";"402";"312"
"461003";"461003";"41";"6";"2";"2998";"1655";"45";"3";"1607";"537";"65";"202";"343";"11";"44";"141";"166";"98"
"461004";"461004";"41";"6";"2";"7441";"4339";"145";"13";"4181";"1095";"190";"721";"823";"36";"126";"263";"451";"476"
"461005";"461005";"41";"6";"2";"5553";"2747";"67";"8";"2672";"965";"104";"359";"443";"9";"66";"217";"338";"171"
"461006";"461006";"41";"6";"2";"2120";"1351";"29";"4";"1318";"470";"20";"234";"123";"7";"23";"79";"201";"161"
"461007";"461007";"41";"6";"2";"3621";"2099";"67";"7";"2025";"679";"30";"307";"290";"10";"39";"130";"363";"177"
"461008";"461008";"41";"6";"2";"344";"252";"4";"0";"248";"58";"5";"52";"42";"0";"9";"6";"26";"50"
"461009";"461009";"41";"6";"2";"2126";"1251";"31";"2";"1218";"363";"35";"213";"178";"3";"19";"75";"183";"149"
"461010";"461010";"41";"6";"2";"285";"189";"8";"0";"181";"41";"3";"37";"24";"1";"4";"13";"26";"32"
"461011";"461011";"42";"6";"2";"7010";"4051";"132";"3";"3916";"958";"252";"589";"991";"36";"137";"286";"337";"330"
"461012";"461012";"42";"6";"2";"7546";"3620";"85";"11";"3524";"1207";"89";"410";"657";"13";"114";"350";"457";"227"
"461013";"461013";"42";"6";"2";"898";"612";"18";"0";"594";"149";"9";"151";"62";"3";"14";"37";"89";"80"
"461014";"461014";"42";"6";"2";"4773";"2932";"63";"2";"2867";"924";"54";"552";"386";"10";"62";"164";"425";"290"
"461015";"461015";"42";"6";"2";"324";"256";"4";"0";"252";"49";"7";"90";"22";"2";"2";"11";"36";"33"
"461016";"461016";"42";"6";"2";"2694";"1534";"33";"1";"1500";"445";"27";"386";"184";"3";"31";"65";"206";"153"
"461017";"461017";"42";"6";"2";"4897";"3109";"70";"9";"3030";"930";"57";"648";"415";"9";"71";"186";"430";"284"
"461018";"461018";"42";"6";"2";"4426";"3028";"44";"4";"2980";"895";"89";"646";"356";"8";"76";"142";"415";"353"
"461019";"461019";"42";"6";"2";"3310";"2064";"45";"2";"2017";"568";"45";"442";"250";"7";"41";"85";"318";"261"
"461020";"461020";"42";"6";"2";"3573";"2256";"44";"4";"2208";"630";"49";"489";"232";"6";"66";"135";"325";"276"
"461021";"461021";"42";"6";"2";"1852";"1153";"37";"1";"1115";"261";"32";"236";"131";"10";"22";"66";"202";"155"
"461022";"461022";"42";"6";"2";"381";"255";"6";"2";"247";"55";"4";"57";"24";"0";"8";"13";"41";"45"
"461023";"461023";"43";"6";"2";"9223";"5507";"164";"15";"5328";"1275";"331";"903";"1167";"41";"153";"347";"525";"586"
"461024";"461024";"43";"6";"2";"3974";"2983";"56";"8";"2919";"551";"183";"661";"466";"25";"67";"145";"271";"550"
"461025";"461025";"43";"6";"2";"5524";"3215";"79";"9";"3127";"925";"133";"517";"575";"16";"94";"191";"340";"336"
"461026";"461026";"43";"6";"2";"8154";"5337";"114";"12";"5211";"1424";"168";"1100";"684";"19";"133";"249";"716";"718"
"461027";"461027";"43";"6";"2";"360";"242";"3";"0";"239";"54";"5";"52";"45";"0";"6";"8";"35";"34"
"461028";"461028";"43";"6";"2";"3490";"2341";"59";"6";"2276";"481";"72";"555";"278";"12";"56";"84";"338";"400"
"461029";"461029";"43";"6";"2";"4693";"2955";"71";"6";"2878";"756";"94";"569";"456";"10";"80";"169";"342";"402"
"461030";"461030";"43";"6";"2";"6618";"4094";"86";"5";"4003";"1165";"130";"749";"643";"19";"82";"205";"537";"473"
"461031";"461031";"43";"6";"2";"2286";"1542";"29";"2";"1511";"322";"42";"343";"228";"11";"34";"57";"190";"284"
"461032";"461032";"43";"6";"2";"702";"485";"18";"2";"465";"78";"12";"120";"72";"3";"9";"27";"60";"84"
"461033";"461033";"43";"6";"2";"3357";"2118";"34";"4";"2080";"633";"77";"377";"260";"10";"38";"102";"310";"273"
"461034";"461034";"43";"6";"2";"470";"323";"5";"1";"317";"62";"9";"60";"50";"4";"11";"20";"34";"67"
"461035";"461035";"41";"6";"2";"5325";"2036";"32";"19";"1985";"846";"43";"187";"367";"8";"33";"153";"252";"96"
"461036";"461036";"41";"6";"2";"3599";"2076";"51";"7";"2018";"649";"83";"267";"365";"13";"68";"140";"244";"189"
"479001";"479001";"47";"6";"2";"11378";"6549";"197";"18";"6334";"1526";"232";"865";"1272";"26";"223";"534";"785";"871"
"479002";"479002";"47";"6";"2";"2704";"1564";"58";"3";"1503";"463";"29";"167";"282";"4";"54";"121";"245";"138"
