"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2009 - Stemmeberettigede";"EV2009 - Afgivne stemmer";"EV2009 - Blanke stemmer";"EV2009 - Andre ugyldige stemmer";"EV2009 - Gyldige stemmer";"EV2009 - A. Socialdemokratiet";"EV2009 - B. Det Radikale Venstre";"EV2009 - C. Det Konservative Folkeparti";"EV2009 - F. SF - Socialistisk Folkeparti";"EV2009 - I. Liberal Alliance";"EV2009 - J. JuniBevægelsen";"EV2009 - N. Folkebevægelsen mod EU";"EV2009 - O. Dansk Folkeparti";"EV2009 - V. Venstre, Danmarks Liberale Parti"
"851042";"851042";"92";"10";"3";"294";"154";"9";"0";"145";"29";"2";"14";"14";"0";"7";"13";"29";"37"
"851043";"851043";"92";"10";"3";"2396";"1330";"49";"4";"1277";"329";"46";"175";"142";"9";"42";"72";"183";"279"
"851044";"851044";"92";"10";"3";"2615";"1438";"38";"0";"1400";"328";"26";"166";"156";"5";"51";"105";"243";"320"
"851045";"851045";"92";"10";"3";"836";"502";"15";"2";"485";"115";"14";"42";"55";"0";"15";"32";"110";"102"
"851046";"851046";"92";"10";"3";"1157";"589";"21";"3";"565";"126";"10";"84";"64";"4";"9";"36";"116";"116"
"851047";"851047";"91";"10";"3";"3655";"2115";"78";"1";"2036";"519";"83";"304";"268";"9";"69";"65";"234";"485"
"851048";"851048";"91";"10";"3";"427";"273";"4";"1";"268";"34";"5";"25";"37";"2";"11";"12";"37";"105"
"851049";"851049";"91";"10";"3";"497";"305";"10";"0";"295";"43";"7";"45";"41";"1";"24";"17";"38";"79"
"851050";"851050";"91";"10";"3";"642";"380";"11";"2";"367";"82";"7";"53";"68";"5";"24";"18";"35";"75"
"851051";"851051";"91";"10";"3";"283";"165";"6";"0";"159";"26";"2";"14";"20";"1";"12";"9";"24";"51"
"851052";"851052";"91";"10";"3";"762";"386";"13";"0";"373";"79";"13";"48";"45";"3";"17";"16";"50";"102"
"851053";"851053";"91";"10";"3";"162";"111";"4";"0";"107";"14";"3";"11";"14";"1";"9";"3";"6";"46"
"851054";"851054";"90";"10";"3";"290";"176";"8";"0";"168";"35";"4";"14";"13";"2";"9";"13";"31";"47"
"851055";"851055";"90";"10";"3";"797";"404";"24";"0";"380";"112";"11";"34";"48";"6";"7";"21";"52";"89"
"851056";"851056";"90";"10";"3";"1259";"612";"18";"0";"594";"152";"15";"59";"58";"2";"20";"48";"94";"146"
"851057";"851057";"90";"10";"3";"387";"227";"8";"1";"218";"51";"2";"11";"30";"0";"6";"15";"57";"46"
"851058";"851058";"90";"10";"3";"1646";"870";"30";"3";"837";"233";"23";"80";"94";"2";"30";"52";"145";"178"
"851059";"851059";"90";"10";"3";"293";"176";"6";"0";"170";"36";"3";"18";"26";"0";"6";"15";"30";"36"
"851060";"851060";"90";"10";"3";"497";"260";"17";"2";"241";"66";"8";"23";"35";"0";"6";"20";"41";"42"
"851061";"851061";"90";"10";"3";"2103";"1123";"44";"1";"1078";"296";"33";"153";"144";"4";"24";"66";"148";"210"
"860001";"860001";"85";"10";"3";"741";"417";"16";"1";"400";"73";"16";"77";"51";"0";"16";"11";"66";"90"
"860002";"860002";"85";"10";"3";"1081";"545";"15";"0";"530";"106";"11";"71";"78";"2";"18";"38";"105";"101"
"860003";"860003";"85";"10";"3";"4751";"2137";"70";"4";"2063";"519";"43";"376";"223";"12";"81";"105";"371";"333"
"860004";"860004";"85";"10";"3";"7327";"3613";"115";"12";"3486";"829";"133";"486";"601";"14";"118";"224";"444";"637"
"860006";"860006";"85";"10";"3";"1364";"813";"35";"0";"778";"148";"23";"128";"107";"2";"32";"52";"107";"179"
"860007";"860007";"85";"10";"3";"1366";"718";"32";"3";"683";"89";"10";"128";"77";"3";"19";"27";"99";"231"
"860008";"860008";"85";"10";"3";"975";"532";"15";"0";"517";"66";"19";"61";"79";"1";"16";"31";"86";"158"
"860011";"860011";"85";"10";"3";"2771";"1385";"30";"3";"1352";"240";"30";"233";"140";"4";"43";"78";"195";"389"
"860012";"860012";"85";"10";"3";"1493";"670";"19";"2";"649";"117";"15";"92";"70";"1";"14";"28";"91";"221"
"860013";"860013";"85";"10";"3";"1340";"807";"15";"1";"791";"129";"20";"123";"94";"4";"29";"48";"91";"253"
"860014";"860014";"85";"10";"3";"1244";"760";"13";"1";"746";"132";"19";"92";"135";"0";"28";"52";"85";"203"
"860015";"860015";"85";"10";"3";"2418";"1516";"51";"0";"1465";"335";"37";"252";"190";"7";"31";"93";"174";"346"
"860016";"860016";"85";"10";"3";"3103";"1853";"73";"5";"1775";"431";"44";"264";"209";"11";"37";"96";"221";"462"
"860017";"860017";"85";"10";"3";"4201";"1974";"71";"7";"1896";"567";"59";"225";"312";"2";"56";"123";"231";"321"
"860018";"860018";"85";"10";"3";"2822";"1510";"53";"1";"1456";"366";"63";"193";"261";"3";"48";"82";"170";"270"
"860019";"860019";"85";"10";"3";"3344";"1797";"55";"5";"1737";"377";"48";"219";"233";"8";"45";"118";"208";"481"
"860020";"860020";"85";"10";"3";"946";"532";"11";"0";"521";"89";"14";"56";"62";"0";"28";"48";"76";"148"
"860021";"860021";"85";"10";"3";"2326";"1234";"49";"5";"1180";"234";"29";"176";"126";"6";"30";"102";"184";"293"
"860022";"860022";"85";"10";"3";"2610";"1341";"26";"6";"1309";"339";"30";"201";"126";"3";"26";"38";"168";"378"
"860023";"860023";"85";"10";"3";"882";"480";"18";"0";"462";"97";"16";"59";"51";"1";"16";"36";"38";"148"
"860024";"860024";"85";"10";"3";"587";"297";"7";"2";"288";"47";"6";"43";"17";"2";"9";"23";"52";"89"
"860026";"860026";"85";"10";"3";"1049";"530";"11";"3";"516";"83";"10";"77";"76";"2";"20";"29";"82";"137"
"860027";"860027";"85";"10";"3";"834";"434";"15";"3";"416";"89";"7";"48";"35";"5";"12";"30";"72";"118"
"860028";"860028";"85";"10";"3";"879";"457";"15";"1";"441";"95";"5";"40";"43";"4";"15";"27";"68";"144"
