"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1990 - Stemmeberettigede";"FV1990 - Afgivne stemmer";"FV1990 - Blanke stemmer";"FV1990 - Andre ugyldige stemmer";"FV1990 - Gyldige stemmer";"FV1990 - A. Socialdemokratiet";"FV1990 - B. Det Radikale Venstre";"FV1990 - C. Det Konservative Folkeparti";"FV1990 - D. Centrum-Demokraterne";"FV1990 - E. Danmarks Retsforbund";"FV1990 - F. Socialistisk Folkeparti";"FV1990 - G. De Grønne";"FV1990 - H. Det Humanistiske Parti";"FV1990 - P. Fælles Kurs";"FV1990 - Q. Kristeligt Folkeparti";"FV1990 - V. Venstre, Danmarks Liberale Parti";"FV1990 - Z. Fremskridtspartiet";"FV1990 - Ø. Enhedslisten";"FV1990 - 1. Uden for partierne";"FV1990 - 2. Uden for partierne"
"515007";"515007";"59";"11";"3";"2034";"1753";"14";"0";"1739";"639";"47";"434";"81";"4";"88";"12";"-";"23";"63";"225";"109";"14";"-";"-"
"515010";"515010";"59";"11";"3";"674";"585";"4";"4";"577";"210";"17";"121";"28";"1";"17";"1";"-";"4";"27";"72";"78";"1";"-";"-"
"515011";"515011";"59";"11";"3";"574";"490";"1";"0";"489";"156";"14";"79";"14";"3";"15";"3";"-";"4";"6";"146";"48";"1";"-";"-"
"515012";"515012";"59";"11";"3";"404";"354";"2";"0";"352";"80";"8";"76";"15";"1";"7";"0";"-";"4";"17";"83";"61";"0";"-";"-"
"515014";"515014";"59";"11";"3";"1768";"1551";"8";"3";"1540";"548";"41";"327";"87";"6";"69";"8";"-";"12";"47";"250";"141";"4";"-";"-"
"515015";"515015";"59";"11";"3";"532";"459";"4";"0";"455";"172";"9";"96";"15";"3";"14";"1";"-";"9";"12";"74";"49";"1";"-";"-"
"515016";"515016";"59";"11";"3";"387";"319";"2";"0";"317";"92";"11";"88";"14";"2";"15";"4";"-";"4";"12";"49";"25";"1";"-";"-"
"515017";"515017";"59";"11";"3";"358";"300";"2";"0";"298";"74";"9";"45";"18";"3";"12";"3";"-";"8";"9";"81";"27";"9";"-";"-"
"515018";"515018";"59";"11";"3";"918";"778";"7";"4";"767";"251";"25";"138";"50";"4";"49";"3";"-";"15";"25";"135";"69";"3";"-";"-"
"515019";"515019";"59";"11";"3";"1164";"1002";"4";"3";"995";"347";"22";"149";"33";"6";"50";"1";"-";"12";"31";"222";"113";"9";"-";"-"
"515020";"515020";"59";"11";"3";"165";"138";"1";"0";"137";"35";"2";"30";"1";"6";"1";"0";"-";"2";"5";"31";"21";"3";"-";"-"
"515108";"515108";"59";"11";"3";"739";"629";"4";"1";"624";"188";"16";"108";"27";"3";"25";"10";"-";"7";"58";"117";"63";"2";"-";"-"
"515109";"515109";"59";"11";"3";"230";"199";"0";"0";"199";"71";"4";"30";"8";"5";"7";"0";"-";"2";"1";"40";"31";"0";"-";"-"
"517001";"517001";"63";"11";"3";"1196";"941";"9";"4";"928";"410";"24";"151";"34";"3";"41";"6";"-";"8";"13";"152";"79";"7";"-";"-"
"517002";"517002";"63";"11";"3";"111";"93";"1";"0";"92";"32";"0";"12";"2";"1";"0";"1";"-";"2";"0";"26";"16";"0";"-";"-"
"517003";"517003";"63";"11";"3";"317";"260";"2";"0";"258";"73";"11";"31";"12";"0";"9";"1";"-";"0";"3";"98";"20";"0";"-";"-"
"517004";"517004";"63";"11";"3";"521";"444";"5";"2";"437";"121";"10";"81";"18";"4";"26";"4";"-";"4";"10";"114";"44";"1";"-";"-"
"517005";"517005";"63";"11";"3";"81";"72";"0";"0";"72";"8";"2";"7";"2";"0";"0";"0";"-";"0";"14";"35";"4";"0";"-";"-"
"519001";"519001";"60";"11";"3";"300";"253";"1";"0";"252";"51";"8";"48";"9";"0";"5";"1";"-";"9";"5";"84";"29";"3";"-";"-"
"519002";"519002";"60";"11";"3";"968";"771";"5";"2";"764";"247";"19";"164";"31";"4";"35";"6";"-";"9";"15";"140";"93";"1";"-";"-"
"519003";"519003";"60";"11";"3";"472";"392";"0";"0";"392";"124";"12";"76";"14";"3";"16";"4";"-";"7";"13";"80";"41";"2";"-";"-"
"519004";"519004";"60";"11";"3";"969";"802";"5";"1";"796";"246";"27";"139";"28";"4";"34";"8";"-";"14";"13";"177";"105";"1";"-";"-"
"519005";"519005";"60";"11";"3";"773";"615";"6";"2";"607";"181";"25";"99";"21";"1";"16";"1";"-";"4";"6";"177";"71";"5";"-";"-"
"519006";"519006";"60";"11";"3";"515";"423";"2";"2";"419";"141";"10";"71";"13";"0";"13";"3";"-";"6";"7";"113";"42";"0";"-";"-"
"519007";"519007";"60";"11";"3";"537";"449";"5";"0";"444";"125";"17";"81";"13";"2";"22";"4";"-";"4";"7";"122";"44";"3";"-";"-"
"521001";"521001";"64";"11";"3";"2437";"1984";"23";"4";"1957";"522";"52";"375";"55";"8";"47";"6";"-";"21";"132";"539";"189";"11";"-";"-"
"521002";"521002";"64";"11";"3";"202";"171";"2";"0";"169";"25";"10";"21";"3";"0";"11";"1";"-";"3";"3";"75";"16";"1";"-";"-"
"521003";"521003";"64";"11";"3";"1053";"792";"4";"3";"785";"146";"19";"133";"35";"1";"21";"2";"-";"8";"51";"241";"125";"3";"-";"-"
"521004";"521004";"64";"11";"3";"649";"532";"3";"2";"527";"97";"13";"65";"11";"2";"14";"3";"-";"7";"100";"164";"50";"1";"-";"-"
"521005";"521005";"64";"11";"3";"769";"621";"6";"2";"613";"136";"11";"75";"15";"2";"17";"0";"-";"16";"35";"182";"123";"1";"-";"-"
"523001";"523001";"62";"11";"3";"2231";"1839";"20";"5";"1814";"728";"44";"360";"81";"12";"105";"18";"-";"20";"30";"239";"168";"9";"-";"-"
"523002";"523002";"62";"11";"3";"2312";"1966";"14";"1";"1951";"873";"49";"300";"68";"26";"54";"9";"-";"22";"23";"312";"208";"7";"-";"-"
"523003";"523003";"62";"11";"3";"2193";"1817";"8";"1";"1808";"858";"38";"252";"60";"7";"122";"21";"-";"33";"13";"221";"175";"8";"-";"-"
"523004";"523004";"62";"11";"3";"1305";"1079";"13";"3";"1063";"515";"22";"171";"33";"5";"72";"9";"-";"21";"14";"94";"103";"4";"-";"-"
"523005";"523005";"62";"11";"3";"451";"383";"2";"1";"380";"113";"8";"72";"16";"3";"21";"4";"-";"5";"6";"91";"40";"1";"-";"-"
"523006";"523006";"62";"11";"3";"752";"626";"6";"0";"620";"209";"21";"74";"37";"6";"55";"9";"-";"10";"5";"115";"75";"4";"-";"-"
"523007";"523007";"62";"11";"3";"774";"652";"0";"0";"652";"272";"16";"83";"35";"0";"22";"1";"-";"11";"11";"106";"93";"2";"-";"-"
"523008";"523008";"62";"11";"3";"686";"603";"5";"0";"598";"274";"17";"82";"21";"3";"20";"2";"-";"8";"6";"114";"49";"2";"-";"-"
"523009";"523009";"62";"11";"3";"439";"382";"3";"3";"376";"168";"9";"38";"10";"5";"26";"0";"-";"3";"6";"77";"32";"2";"-";"-"
"525001";"525001";"64";"11";"3";"1479";"1265";"7";"2";"1256";"299";"29";"164";"40";"11";"32";"4";"-";"14";"108";"416";"138";"1";"-";"-"
"525002";"525002";"64";"11";"3";"584";"500";"3";"0";"497";"122";"14";"50";"19";"6";"15";"1";"-";"10";"13";"190";"56";"1";"-";"-"
"525003";"525003";"64";"11";"3";"959";"793";"8";"1";"784";"253";"19";"112";"33";"9";"23";"4";"-";"7";"73";"185";"66";"0";"-";"-"
"525004";"525004";"64";"11";"3";"464";"389";"7";"1";"381";"113";"12";"40";"7";"3";"11";"0";"-";"8";"10";"138";"38";"1";"-";"-"
"525005";"525005";"64";"11";"3";"426";"363";"1";"0";"362";"72";"9";"31";"7";"1";"8";"3";"-";"4";"58";"134";"35";"0";"-";"-"
"525006";"525006";"64";"11";"3";"292";"253";"4";"0";"249";"53";"4";"36";"3";"2";"6";"4";"-";"1";"17";"91";"32";"0";"-";"-"
"525007";"525007";"64";"11";"3";"3046";"2507";"21";"3";"2483";"760";"70";"371";"92";"11";"93";"13";"-";"37";"101";"724";"203";"8";"-";"-"
"527001";"527001";"65";"11";"3";"2363";"2017";"25";"3";"1989";"508";"86";"304";"82";"17";"82";"11";"-";"18";"76";"606";"188";"11";"-";"-"
"527002";"527002";"65";"11";"3";"203";"173";"0";"0";"173";"37";"8";"13";"1";"3";"8";"2";"-";"1";"1";"77";"16";"6";"-";"-"
"527003";"527003";"65";"11";"3";"822";"696";"5";"2";"689";"139";"29";"63";"15";"3";"38";"3";"-";"9";"31";"264";"81";"14";"-";"-"
"527004";"527004";"65";"11";"3";"1656";"1396";"9";"3";"1384";"379";"38";"238";"55";"8";"51";"7";"-";"24";"36";"398";"144";"6";"-";"-"
"527005";"527005";"65";"11";"3";"642";"528";"1";"0";"527";"89";"11";"81";"14";"2";"25";"5";"-";"6";"17";"222";"51";"4";"-";"-"
"527006";"527006";"65";"11";"3";"1313";"1078";"7";"1";"1070";"283";"22";"154";"50";"6";"28";"2";"-";"18";"41";"363";"103";"0";"-";"-"
"527007";"527007";"65";"11";"3";"406";"362";"1";"0";"361";"57";"16";"43";"11";"5";"11";"1";"-";"2";"9";"167";"38";"1";"-";"-"
"527008";"527008";"65";"11";"3";"661";"562";"2";"3";"557";"129";"13";"118";"15";"4";"27";"3";"-";"2";"11";"187";"44";"4";"-";"-"
"529001";"529001";"60";"11";"3";"3774";"3072";"19";"5";"3048";"1182";"65";"573";"112";"10";"120";"17";"-";"37";"86";"520";"317";"9";"-";"-"
"529002";"529002";"60";"11";"3";"1458";"1211";"10";"0";"1201";"451";"25";"179";"37";"3";"29";"5";"-";"11";"80";"235";"143";"3";"-";"-"
"529003";"529003";"60";"11";"3";"731";"607";"3";"0";"604";"187";"16";"88";"25";"2";"18";"1";"-";"7";"22";"188";"48";"2";"-";"-"
"529004";"529004";"60";"11";"3";"334";"287";"2";"1";"284";"47";"8";"31";"5";"1";"6";"1";"-";"7";"7";"136";"35";"0";"-";"-"
"529005";"529005";"60";"11";"3";"751";"620";"7";"0";"613";"203";"8";"75";"27";"4";"20";"1";"-";"19";"12";"166";"75";"3";"-";"-"
"529006";"529006";"60";"11";"3";"761";"654";"4";"0";"650";"240";"13";"95";"16";"3";"20";"4";"-";"9";"20";"140";"89";"1";"-";"-"
"531011";"531011";"63";"11";"3";"596";"490";"4";"0";"486";"120";"17";"69";"21";"1";"16";"1";"-";"2";"19";"144";"75";"1";"-";"-"
"531021";"531021";"63";"11";"3";"610";"470";"5";"1";"464";"133";"7";"48";"10";"2";"16";"1";"-";"7";"13";"177";"47";"3";"-";"-"
"531031";"531031";"63";"11";"3";"217";"179";"0";"0";"179";"51";"2";"17";"7";"0";"1";"2";"-";"4";"3";"52";"37";"3";"-";"-"
"531041";"531041";"63";"11";"3";"340";"272";"5";"0";"267";"67";"3";"19";"12";"1";"8";"1";"-";"11";"1";"108";"35";"1";"-";"-"
"531051";"531051";"63";"11";"3";"610";"478";"3";"1";"474";"140";"13";"84";"25";"5";"19";"6";"-";"10";"6";"126";"38";"2";"-";"-"
"531061";"531061";"63";"11";"3";"2764";"2168";"8";"3";"2157";"689";"55";"399";"100";"12";"39";"9";"-";"21";"69";"513";"249";"2";"-";"-"
"531071";"531071";"63";"11";"3";"591";"473";"3";"0";"470";"90";"16";"56";"21";"2";"11";"1";"-";"10";"15";"183";"63";"2";"-";"-"
"533001";"533001";"62";"11";"3";"885";"724";"5";"1";"718";"268";"13";"131";"23";"4";"31";"4";"-";"8";"15";"151";"65";"5";"-";"-"
"533002";"533002";"62";"11";"3";"574";"487";"4";"0";"483";"183";"9";"79";"13";"3";"26";"5";"-";"1";"17";"85";"58";"4";"-";"-"
"533003";"533003";"62";"11";"3";"1379";"1199";"9";"2";"1188";"451";"53";"195";"54";"10";"47";"7";"-";"16";"24";"244";"83";"4";"-";"-"
"533004";"533004";"62";"11";"3";"952";"800";"6";"0";"794";"332";"15";"131";"34";"2";"26";"2";"-";"8";"22";"151";"69";"2";"-";"-"
"535001";"535001";"62";"11";"3";"2198";"1901";"4";"2";"1895";"640";"75";"403";"95";"5";"75";"11";"-";"14";"29";"393";"143";"12";"-";"-"
"535002";"535002";"62";"11";"3";"1311";"1066";"6";"2";"1058";"386";"28";"194";"55";"12";"45";"2";"-";"9";"10";"208";"96";"13";"-";"-"
"535003";"535003";"62";"11";"3";"896";"716";"4";"0";"712";"260";"30";"119";"32";"3";"37";"6";"-";"10";"7";"155";"49";"4";"-";"-"
"535004";"535004";"62";"11";"3";"511";"415";"4";"0";"411";"107";"14";"59";"14";"6";"7";"4";"-";"3";"34";"105";"58";"0";"-";"-"
"537001";"537001";"61";"11";"3";"5892";"4692";"43";"22";"4627";"1566";"141";"1074";"184";"27";"267";"74";"-";"67";"92";"689";"384";"62";"-";"-"
"537002";"537002";"61";"11";"3";"3674";"3071";"14";"3";"3054";"1207";"84";"644";"125";"32";"146";"32";"-";"31";"39";"463";"228";"23";"-";"-"
"537003";"537003";"61";"11";"3";"3202";"2642";"16";"9";"2617";"1379";"59";"321";"94";"15";"161";"16";"-";"49";"64";"250";"185";"24";"-";"-"
"537004";"537004";"61";"11";"3";"2494";"2100";"11";"5";"2084";"712";"74";"470";"99";"13";"94";"17";"-";"25";"36";"363";"168";"13";"-";"-"
"537005";"537005";"61";"11";"3";"3701";"3113";"21";"6";"3086";"1264";"99";"572";"156";"20";"128";"19";"-";"27";"52";"508";"221";"20";"-";"-"
"537006";"537006";"61";"11";"3";"1543";"1270";"9";"4";"1257";"493";"35";"247";"66";"3";"49";"8";"-";"13";"20";"188";"131";"4";"-";"-"
"537007";"537007";"61";"11";"3";"1875";"1463";"13";"4";"1446";"629";"31";"257";"52";"4";"85";"17";"-";"27";"25";"176";"134";"9";"-";"-"
"539001";"539001";"64";"11";"3";"2123";"1702";"15";"4";"1683";"553";"40";"366";"71";"19";"68";"10";"-";"21";"35";"322";"169";"9";"-";"-"
"539002";"539002";"64";"11";"3";"396";"290";"0";"0";"290";"59";"8";"43";"6";"1";"5";"2";"-";"2";"6";"103";"53";"2";"-";"-"
"539003";"539003";"64";"11";"3";"1193";"969";"10";"0";"959";"342";"17";"158";"33";"3";"27";"4";"-";"15";"42";"218";"98";"2";"-";"-"
"539004";"539004";"64";"11";"3";"214";"188";"4";"0";"184";"41";"6";"27";"5";"0";"4";"0";"-";"0";"6";"75";"20";"0";"-";"-"
"539006";"539006";"64";"11";"3";"587";"447";"2";"1";"444";"96";"6";"87";"17";"2";"14";"2";"-";"10";"25";"123";"61";"1";"-";"-"
"539008";"539008";"64";"11";"3";"1767";"1377";"8";"4";"1365";"360";"21";"207";"39";"6";"19";"6";"-";"25";"143";"389";"145";"5";"-";"-"
"539009";"539009";"64";"11";"3";"757";"616";"3";"0";"613";"134";"16";"87";"25";"1";"18";"0";"-";"11";"21";"210";"88";"2";"-";"-"
"539010";"539010";"64";"11";"3";"407";"324";"1";"1";"322";"54";"10";"63";"6";"7";"7";"0";"-";"4";"19";"108";"43";"1";"-";"-"
"541005";"541005";"63";"11";"3";"749";"642";"9";"3";"630";"161";"19";"100";"22";"6";"13";"0";"-";"14";"15";"219";"60";"1";"-";"-"
"541006";"541006";"63";"11";"3";"208";"175";"0";"2";"173";"41";"0";"15";"9";"0";"4";"0";"-";"5";"10";"67";"21";"1";"-";"-"
"541007";"541007";"63";"11";"3";"815";"699";"8";"0";"691";"225";"19";"120";"17";"1";"38";"1";"-";"12";"35";"158";"60";"5";"-";"-"
"541008";"541008";"63";"11";"3";"923";"783";"2";"1";"780";"282";"20";"106";"40";"3";"45";"3";"-";"15";"7";"199";"55";"5";"-";"-"
"541009";"541009";"63";"11";"3";"136";"119";"0";"0";"119";"21";"2";"17";"2";"0";"10";"1";"-";"3";"3";"54";"5";"1";"-";"-"
"541010";"541010";"63";"11";"3";"290";"237";"3";"2";"232";"49";"7";"31";"8";"1";"11";"1";"-";"3";"7";"79";"31";"4";"-";"-"
"541011";"541011";"63";"11";"3";"105";"83";"0";"0";"83";"12";"1";"19";"3";"1";"4";"0";"-";"1";"4";"29";"9";"0";"-";"-"
"541103";"541103";"63";"11";"3";"2789";"2235";"22";"7";"2206";"895";"75";"362";"101";"7";"132";"19";"-";"20";"43";"412";"132";"8";"-";"-"
"541107";"541107";"63";"11";"3";"3445";"2738";"24";"5";"2709";"924";"108";"497";"100";"17";"184";"25";"-";"28";"85";"538";"172";"31";"-";"-"
"543001";"543001";"65";"11";"3";"2699";"2270";"25";"4";"2241";"867";"61";"505";"110";"12";"85";"10";"-";"17";"47";"346";"175";"6";"-";"-"
"543002";"543002";"65";"11";"3";"2471";"1939";"16";"2";"1921";"841";"38";"359";"104";"7";"88";"11";"-";"22";"43";"248";"154";"6";"-";"-"
"543003";"543003";"65";"11";"3";"905";"781";"9";"0";"772";"266";"16";"149";"55";"5";"17";"0";"-";"8";"24";"149";"81";"2";"-";"-"
"543004";"543004";"65";"11";"3";"1046";"912";"6";"3";"903";"324";"17";"163";"26";"5";"32";"6";"-";"4";"13";"257";"52";"4";"-";"-"
"543005";"543005";"65";"11";"3";"505";"421";"3";"0";"418";"148";"8";"69";"11";"1";"12";"0";"-";"6";"15";"106";"39";"3";"-";"-"
"543006";"543006";"65";"11";"3";"425";"367";"6";"1";"360";"104";"10";"44";"9";"1";"7";"6";"-";"7";"15";"123";"34";"0";"-";"-"
"543007";"543007";"65";"11";"3";"996";"833";"6";"1";"826";"187";"18";"125";"34";"11";"30";"4";"-";"10";"26";"276";"103";"2";"-";"-"
"543008";"543008";"65";"11";"3";"513";"428";"4";"1";"423";"132";"7";"53";"21";"3";"15";"5";"-";"3";"11";"127";"45";"1";"-";"-"
"543009";"543009";"65";"11";"3";"1167";"966";"7";"3";"956";"296";"17";"152";"35";"6";"36";"4";"-";"7";"58";"260";"81";"4";"-";"-"
"543010";"543010";"65";"11";"3";"705";"603";"8";"1";"594";"198";"16";"98";"22";"2";"14";"10";"-";"11";"21";"144";"56";"2";"-";"-"
"543011";"543011";"65";"11";"3";"1136";"975";"9";"0";"966";"400";"20";"158";"31";"3";"30";"6";"-";"14";"22";"162";"115";"5";"-";"-"
"545001";"545001";"60";"11";"3";"7045";"5731";"37";"6";"5688";"1958";"187";"1123";"227";"35";"350";"52";"-";"83";"171";"848";"592";"62";"-";"-"
"545002";"545002";"60";"11";"3";"3143";"2618";"15";"5";"2598";"1210";"61";"386";"104";"9";"130";"36";"-";"35";"62";"345";"208";"12";"-";"-"
"545003";"545003";"60";"11";"3";"2319";"1990";"6";"3";"1981";"631";"70";"333";"75";"5";"111";"15";"-";"15";"11";"443";"261";"11";"-";"-"
"545005";"545005";"60";"11";"3";"1739";"1452";"13";"4";"1435";"507";"42";"252";"64";"10";"56";"7";"-";"14";"18";"300";"159";"6";"-";"-"
"545006";"545006";"60";"11";"3";"2092";"1711";"16";"5";"1690";"838";"37";"241";"57";"3";"100";"10";"-";"33";"16";"182";"165";"8";"-";"-"
"545104";"545104";"60";"11";"3";"19";"17";"0";"0";"17";"0";"0";"2";"1";"0";"1";"1";"-";"0";"1";"10";"1";"0";"-";"-"
"551001";"551001";"69";"12";"3";"4166";"3488";"45";"3";"3440";"722";"159";"861";"209";"10";"93";"33";"-";"16";"172";"846";"308";"11";"-";"-"
"551003";"551003";"69";"12";"3";"1307";"1063";"10";"0";"1053";"313";"36";"128";"27";"5";"47";"8";"-";"15";"81";"287";"98";"8";"-";"-"
"551102";"551102";"69";"12";"3";"242";"196";"2";"0";"194";"36";"1";"15";"5";"0";"10";"0";"-";"2";"32";"62";"29";"2";"-";"-"
"553001";"553001";"66";"12";"3";"313";"272";"2";"1";"269";"52";"9";"36";"9";"0";"10";"2";"-";"6";"29";"90";"22";"4";"-";"-"
"553002";"553002";"66";"12";"3";"340";"300";"1";"1";"298";"56";"11";"44";"13";"0";"16";"0";"-";"1";"7";"107";"41";"2";"-";"-"
"553003";"553003";"66";"12";"3";"409";"343";"2";"1";"340";"85";"11";"51";"26";"6";"4";"0";"-";"3";"10";"111";"32";"1";"-";"-"
"553004";"553004";"66";"12";"3";"430";"364";"1";"0";"363";"56";"13";"39";"15";"4";"11";"1";"-";"3";"5";"176";"39";"1";"-";"-"
"553006";"553006";"66";"12";"3";"715";"598";"5";"1";"592";"83";"22";"79";"19";"1";"21";"0";"-";"11";"28";"273";"52";"3";"-";"-"
"553007";"553007";"66";"12";"3";"1160";"960";"14";"2";"944";"218";"30";"184";"54";"3";"36";"9";"-";"13";"32";"282";"79";"4";"-";"-"
"553008";"553008";"66";"12";"3";"257";"219";"1";"0";"218";"47";"8";"29";"9";"5";"8";"1";"-";"9";"3";"72";"26";"1";"-";"-"
"553009";"553009";"66";"12";"3";"1246";"1054";"7";"3";"1044";"190";"36";"141";"40";"4";"26";"5";"-";"12";"45";"417";"128";"0";"-";"-"
"555001";"555001";"66";"12";"3";"1977";"1658";"17";"2";"1639";"473";"33";"328";"115";"10";"55";"14";"-";"12";"40";"439";"110";"10";"-";"-"
"555002";"555002";"66";"12";"3";"429";"364";"10";"0";"354";"92";"12";"54";"28";"5";"23";"1";"-";"7";"19";"80";"32";"1";"-";"-"
"555003";"555003";"66";"12";"3";"44";"35";"0";"0";"35";"3";"1";"8";"0";"0";"1";"0";"-";"0";"1";"14";"7";"0";"-";"-"
"555004";"555004";"66";"12";"3";"267";"210";"0";"0";"210";"60";"7";"34";"3";"0";"7";"0";"-";"5";"4";"72";"18";"0";"-";"-"
"555005";"555005";"66";"12";"3";"125";"105";"1";"0";"104";"31";"2";"12";"4";"0";"1";"0";"-";"0";"6";"22";"22";"4";"-";"-"
"557010";"557010";"68";"12";"3";"4917";"3901";"35";"4";"3862";"1281";"156";"584";"209";"21";"163";"32";"-";"62";"128";"932";"271";"23";"-";"-"
"557020";"557020";"68";"12";"3";"815";"696";"5";"1";"690";"189";"24";"110";"41";"3";"31";"8";"-";"5";"18";"203";"55";"3";"-";"-"
"557030";"557030";"68";"12";"3";"432";"354";"1";"0";"353";"56";"20";"48";"10";"4";"16";"3";"-";"7";"8";"137";"44";"0";"-";"-"
"557040";"557040";"68";"12";"3";"1874";"1500";"5";"0";"1495";"399";"50";"171";"102";"11";"70";"10";"-";"18";"69";"432";"152";"11";"-";"-"
"557050";"557050";"68";"12";"3";"518";"445";"3";"0";"442";"95";"23";"47";"17";"5";"32";"5";"-";"9";"9";"144";"52";"4";"-";"-"
"557060";"557060";"68";"12";"3";"847";"685";"3";"1";"681";"151";"27";"77";"25";"2";"16";"2";"-";"10";"28";"242";"97";"4";"-";"-"
"559001";"559001";"69";"12";"3";"1579";"1267";"13";"1";"1253";"404";"34";"214";"70";"0";"50";"9";"-";"17";"32";"311";"109";"3";"-";"-"
"559002";"559002";"69";"12";"3";"442";"361";"1";"0";"360";"79";"19";"39";"11";"1";"17";"4";"-";"5";"4";"135";"45";"1";"-";"-"
"559003";"559003";"69";"12";"3";"653";"524";"0";"1";"523";"121";"20";"41";"19";"0";"12";"2";"-";"17";"22";"185";"83";"1";"-";"-"
"559004";"559004";"69";"12";"3";"1956";"1590";"13";"1";"1576";"444";"54";"253";"65";"3";"49";"6";"-";"23";"28";"512";"137";"2";"-";"-"
"561001";"561001";"67";"12";"3";"6026";"4715";"29";"5";"4681";"1806";"140";"776";"166";"17";"366";"48";"-";"131";"140";"751";"286";"54";"-";"-"
"561002";"561002";"67";"12";"3";"4077";"3170";"29";"9";"3132";"1266";"85";"509";"93";"15";"265";"34";"-";"75";"72";"487";"181";"50";"-";"-"
"561003";"561003";"67";"12";"3";"2499";"1940";"10";"1";"1929";"1192";"16";"176";"38";"15";"113";"18";"-";"55";"43";"165";"83";"15";"-";"-"
"561004";"561004";"67";"12";"3";"3461";"2802";"13";"1";"2788";"1432";"57";"294";"94";"16";"271";"22";"-";"81";"37";"287";"164";"33";"-";"-"
"561005";"561005";"67";"12";"3";"5444";"4288";"19";"10";"4259";"2269";"78";"435";"159";"19";"354";"20";"-";"110";"78";"467";"228";"42";"-";"-"
"561006";"561006";"67";"12";"3";"5082";"4208";"24";"10";"4174";"1878";"123";"580";"142";"22";"352";"34";"-";"85";"91";"593";"234";"40";"-";"-"
"561007";"561007";"67";"12";"3";"4123";"3360";"16";"5";"3339";"1825";"61";"347";"122";"26";"264";"15";"-";"87";"54";"320";"181";"37";"-";"-"
"561008";"561008";"67";"12";"3";"1338";"1127";"6";"0";"1121";"327";"28";"160";"70";"3";"36";"4";"-";"20";"30";"355";"86";"2";"-";"-"
"561010";"561010";"67";"12";"3";"216";"177";"0";"0";"177";"39";"10";"28";"6";"0";"5";"1";"-";"7";"4";"62";"14";"1";"-";"-"
"561011";"561011";"67";"12";"3";"3281";"2748";"14";"4";"2730";"858";"98";"552";"167";"15";"189";"11";"-";"33";"73";"587";"125";"22";"-";"-"
"561012";"561012";"67";"12";"3";"927";"814";"7";"2";"805";"264";"21";"157";"43";"2";"32";"0";"-";"15";"12";"219";"38";"2";"-";"-"
"561013";"561013";"67";"12";"3";"354";"305";"3";"2";"300";"80";"8";"45";"15";"1";"11";"1";"-";"2";"11";"101";"22";"3";"-";"-"
"561014";"561014";"67";"12";"3";"185";"153";"1";"0";"152";"18";"3";"20";"3";"1";"10";"0";"-";"2";"9";"61";"24";"1";"-";"-"
"561015";"561015";"67";"12";"3";"5879";"4872";"26";"4";"4842";"1817";"136";"753";"225";"31";"336";"38";"-";"98";"133";"896";"344";"35";"-";"-"
"561016";"561016";"67";"12";"3";"4408";"3769";"23";"7";"3739";"1068";"126";"837";"215";"13";"192";"21";"-";"52";"91";"885";"212";"27";"-";"-"
"561017";"561017";"67";"12";"3";"796";"677";"4";"2";"671";"209";"15";"100";"46";"10";"23";"5";"-";"8";"11";"195";"43";"6";"-";"-"
"561018";"561018";"67";"12";"3";"362";"306";"6";"1";"299";"56";"12";"42";"21";"0";"13";"4";"-";"12";"5";"106";"28";"0";"-";"-"
"561019";"561019";"67";"12";"3";"258";"209";"2";"0";"207";"58";"2";"26";"4";"1";"8";"2";"-";"3";"8";"78";"15";"2";"-";"-"
"561020";"561020";"67";"12";"3";"1815";"1514";"4";"3";"1507";"509";"51";"219";"85";"14";"76";"6";"-";"20";"36";"393";"92";"6";"-";"-"
"561021";"561021";"67";"12";"3";"3098";"2397";"7";"7";"2383";"1127";"60";"353";"97";"6";"162";"12";"-";"61";"57";"280";"136";"32";"-";"-"
"561022";"561022";"67";"12";"3";"2702";"2178";"10";"6";"2162";"814";"50";"424";"133";"10";"136";"7";"-";"38";"54";"374";"112";"10";"-";"-"
"561023";"561023";"67";"12";"3";"3121";"2509";"12";"6";"2491";"1205";"51";"327";"119";"8";"190";"14";"-";"45";"43";"315";"156";"18";"-";"-"
"561024";"561024";"67";"12";"3";"1952";"1540";"9";"4";"1527";"637";"31";"255";"82";"9";"99";"8";"-";"35";"47";"192";"123";"9";"-";"-"
"561110";"561110";"67";"12";"3";"411";"353";"4";"2";"347";"95";"16";"58";"8";"1";"13";"1";"-";"6";"2";"124";"23";"0";"-";"-"
"563001";"563001";"67";"12";"3";"2104";"1769";"11";"10";"1748";"550";"60";"408";"65";"17";"143";"12";"-";"26";"33";"301";"116";"17";"-";"-"
"563002";"563002";"67";"12";"3";"282";"236";"1";"1";"234";"79";"8";"54";"12";"2";"19";"2";"-";"6";"3";"34";"11";"4";"-";"-"
"565001";"565001";"69";"12";"3";"7828";"6263";"38";"7";"6218";"1897";"145";"880";"294";"38";"222";"27";"-";"78";"348";"1596";"665";"28";"-";"-"
"565002";"565002";"69";"12";"3";"1899";"1606";"9";"0";"1597";"402";"58";"229";"84";"9";"38";"2";"-";"7";"53";"511";"201";"3";"-";"-"
"565003";"565003";"69";"12";"3";"1621";"1342";"8";"0";"1334";"293";"16";"139";"49";"4";"22";"6";"-";"29";"108";"471";"195";"2";"-";"-"
