"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1990 - Stemmeberettigede";"FV1990 - Afgivne stemmer";"FV1990 - Blanke stemmer";"FV1990 - Andre ugyldige stemmer";"FV1990 - Gyldige stemmer";"FV1990 - A. Socialdemokratiet";"FV1990 - B. Det Radikale Venstre";"FV1990 - C. Det Konservative Folkeparti";"FV1990 - D. Centrum-Demokraterne";"FV1990 - E. Danmarks Retsforbund";"FV1990 - F. Socialistisk Folkeparti";"FV1990 - G. De Grønne";"FV1990 - H. Det Humanistiske Parti";"FV1990 - P. Fælles Kurs";"FV1990 - Q. Kristeligt Folkeparti";"FV1990 - V. Venstre, Danmarks Liberale Parti";"FV1990 - Z. Fremskridtspartiet";"FV1990 - Ø. Enhedslisten";"FV1990 - 1. Uden for partierne";"FV1990 - 2. Uden for partierne"
"379010";"379010";"45";"8";"2";"254";"214";"2";"1";"211";"103";"5";"18";"4";"3";"16";"3";"0";"6";"1";"34";"16";"2";"-";"-"
"381001";"381001";"45";"8";"2";"361";"314";"3";"0";"311";"142";"6";"33";"12";"1";"23";"2";"0";"10";"11";"63";"8";"0";"-";"-"
"381002";"381002";"45";"8";"2";"384";"330";"1";"3";"326";"155";"8";"58";"17";"0";"10";"2";"0";"4";"11";"43";"17";"1";"-";"-"
"381003";"381003";"45";"8";"2";"502";"417";"1";"2";"414";"198";"15";"51";"16";"0";"31";"4";"0";"17";"2";"54";"25";"1";"-";"-"
"381004";"381004";"45";"8";"2";"578";"486";"2";"3";"481";"243";"12";"43";"17";"0";"30";"1";"2";"18";"2";"93";"19";"1";"-";"-"
"381005";"381005";"45";"8";"2";"1123";"953";"9";"2";"942";"420";"21";"118";"46";"7";"46";"4";"0";"43";"10";"155";"67";"5";"-";"-"
"383001";"383001";"46";"8";"2";"2673";"2228";"19";"5";"2204";"941";"93";"301";"98";"6";"184";"22";"0";"45";"22";"347";"130";"15";"-";"-"
"383002";"383002";"46";"8";"2";"1817";"1397";"8";"7";"1382";"788";"27";"139";"54";"6";"134";"10";"1";"40";"5";"101";"71";"6";"-";"-"
"383003";"383003";"46";"8";"2";"1001";"836";"4";"0";"832";"334";"21";"79";"40";"2";"53";"7";"0";"28";"25";"190";"43";"10";"-";"-"
"385001";"385001";"42";"8";"2";"2427";"2036";"18";"3";"2015";"710";"65";"289";"147";"11";"149";"5";"1";"45";"32";"412";"128";"21";"-";"-"
"385002";"385002";"42";"8";"2";"2581";"2206";"23";"1";"2182";"772";"91";"352";"159";"12";"143";"16";"1";"56";"16";"410";"127";"27";"-";"-"
"387001";"387001";"46";"8";"2";"3869";"3213";"37";"13";"3163";"1737";"79";"442";"99";"8";"191";"13";"1";"36";"30";"363";"151";"13";"-";"-"
"387002";"387002";"46";"8";"2";"938";"783";"8";"3";"772";"324";"24";"88";"42";"4";"58";"4";"1";"18";"6";"133";"62";"8";"-";"-"
"387003";"387003";"46";"8";"2";"738";"627";"6";"1";"620";"274";"19";"62";"21";"6";"32";"5";"0";"9";"4";"140";"39";"9";"-";"-"
"387005";"387005";"46";"8";"2";"599";"510";"2";"1";"507";"219";"18";"48";"21";"4";"25";"3";"0";"9";"5";"118";"34";"3";"-";"-"
"387006";"387006";"46";"8";"2";"611";"514";"5";"1";"508";"212";"17";"45";"20";"3";"25";"6";"0";"10";"0";"134";"31";"5";"-";"-"
"387007";"387007";"46";"8";"2";"652";"557";"5";"0";"552";"234";"18";"76";"25";"1";"22";"4";"1";"8";"5";"117";"31";"10";"-";"-"
"389001";"389001";"42";"8";"2";"3575";"2954";"24";"6";"2924";"1169";"62";"556";"217";"17";"193";"18";"2";"37";"28";"438";"149";"38";"-";"-"
"389002";"389002";"42";"8";"2";"1825";"1546";"14";"3";"1529";"546";"38";"291";"114";"19";"103";"13";"2";"42";"6";"223";"107";"25";"-";"-"
"389003";"389003";"42";"8";"2";"928";"788";"5";"1";"782";"242";"32";"111";"46";"1";"68";"3";"0";"11";"3";"189";"60";"16";"-";"-"
"389004";"389004";"42";"8";"2";"990";"830";"5";"0";"825";"312";"27";"136";"43";"7";"66";"5";"0";"12";"6";"148";"56";"7";"-";"-"
"389005";"389005";"42";"8";"2";"885";"775";"2";"0";"773";"230";"38";"120";"64";"1";"57";"3";"0";"23";"7";"154";"48";"28";"-";"-"
"391001";"391001";"47";"8";"2";"2754";"2375";"14";"3";"2358";"1045";"78";"353";"106";"17";"176";"11";"0";"54";"27";"351";"127";"13";"-";"-"
"391004";"391004";"47";"8";"2";"1014";"888";"5";"0";"883";"328";"47";"117";"22";"3";"74";"7";"0";"23";"10";"175";"71";"6";"-";"-"
"391005";"391005";"47";"8";"2";"1629";"1408";"9";"1";"1398";"584";"55";"164";"62";"4";"102";"12";"3";"22";"23";"270";"82";"15";"-";"-"
"393001";"393001";"43";"8";"2";"2089";"1802";"17";"1";"1784";"775";"56";"202";"119";"8";"143";"15";"0";"33";"26";"286";"83";"38";"-";"-"
"393002";"393002";"43";"8";"2";"443";"368";"2";"0";"366";"115";"11";"40";"20";"4";"35";"2";"0";"6";"12";"97";"17";"7";"-";"-"
"393003";"393003";"43";"8";"2";"523";"449";"3";"0";"446";"167";"15";"56";"22";"1";"32";"5";"0";"13";"6";"100";"25";"4";"-";"-"
"393004";"393004";"43";"8";"2";"2199";"1815";"11";"1";"1803";"836";"57";"220";"121";"12";"106";"14";"0";"40";"28";"271";"80";"18";"-";"-"
"393005";"393005";"43";"8";"2";"738";"654";"6";"0";"648";"235";"18";"89";"35";"2";"61";"1";"0";"20";"6";"139";"32";"10";"-";"-"
"395001";"395001";"47";"8";"2";"1550";"1323";"10";"5";"1308";"550";"38";"187";"58";"4";"85";"5";"0";"10";"7";"294";"66";"4";"-";"-"
"395002";"395002";"47";"8";"2";"2095";"1853";"18";"2";"1833";"661";"39";"360";"95";"12";"108";"15";"1";"20";"23";"363";"123";"13";"-";"-"
"395003";"395003";"47";"8";"2";"372";"319";"7";"0";"312";"129";"6";"45";"6";"0";"17";"0";"0";"8";"0";"78";"20";"3";"-";"-"
"395004";"395004";"47";"8";"2";"1120";"953";"2";"3";"948";"457";"12";"101";"56";"2";"61";"7";"0";"54";"2";"98";"80";"18";"-";"-"
"397001";"397001";"44";"8";"2";"4359";"3591";"29";"10";"3552";"1639";"104";"681";"220";"14";"217";"23";"2";"31";"48";"374";"164";"35";"-";"-"
"397002";"397002";"44";"8";"2";"2975";"2496";"9";"6";"2481";"1416";"68";"309";"119";"13";"157";"30";"0";"36";"22";"171";"115";"25";"-";"-"
"397003";"397003";"44";"8";"2";"1839";"1549";"12";"1";"1536";"606";"51";"282";"104";"9";"113";"7";"0";"14";"23";"214";"75";"38";"-";"-"
"397004";"397004";"44";"8";"2";"1960";"1686";"6";"3";"1677";"846";"31";"220";"109";"7";"106";"12";"0";"26";"17";"176";"103";"24";"-";"-"
"397005";"397005";"44";"8";"2";"739";"622";"3";"1";"618";"234";"16";"123";"29";"1";"28";"7";"0";"12";"12";"82";"57";"17";"-";"-"
"397006";"397006";"44";"8";"2";"998";"813";"6";"0";"807";"317";"29";"119";"50";"1";"61";"6";"1";"21";"6";"125";"61";"10";"-";"-"
"397007";"397007";"44";"8";"2";"169";"144";"0";"1";"143";"40";"3";"29";"8";"0";"3";"0";"0";"3";"2";"33";"21";"1";"-";"-"
"397008";"397008";"44";"8";"2";"766";"628";"2";"2";"624";"268";"27";"56";"31";"3";"34";"10";"1";"12";"5";"117";"50";"10";"-";"-"
"397009";"397009";"44";"8";"2";"1552";"1314";"10";"2";"1302";"672";"34";"166";"71";"7";"67";"6";"0";"22";"13";"181";"55";"8";"-";"-"
"397010";"397010";"44";"8";"2";"287";"235";"2";"0";"233";"86";"7";"20";"8";"2";"14";"1";"0";"8";"4";"56";"20";"7";"-";"-"
"401001";"401001";"49";"9";"2";"1582";"1288";"8";"4";"1276";"543";"17";"89";"28";"7";"85";"14";"-";"30";"46";"291";"72";"22";"32";"-"
"401002";"401002";"49";"9";"2";"1277";"1046";"11";"4";"1031";"360";"16";"81";"17";"3";"46";"12";"-";"19";"82";"286";"63";"18";"28";"-"
"401003";"401003";"49";"9";"2";"451";"394";"5";"0";"389";"109";"12";"32";"13";"4";"24";"5";"-";"13";"11";"119";"34";"4";"9";"-"
"401004";"401004";"49";"9";"2";"740";"653";"4";"0";"649";"158";"8";"50";"11";"4";"38";"3";"-";"15";"66";"219";"47";"5";"25";"-"
"401005";"401005";"49";"9";"2";"692";"577";"7";"1";"569";"207";"12";"57";"21";"2";"49";"5";"-";"6";"28";"127";"27";"8";"20";"-"
"401006";"401006";"49";"9";"2";"1366";"1163";"6";"1";"1156";"375";"26";"71";"22";"4";"51";"12";"-";"18";"114";"331";"76";"17";"39";"-"
"403001";"403001";"48";"9";"2";"1570";"1323";"23";"3";"1297";"642";"14";"104";"46";"2";"48";"9";"-";"46";"70";"228";"65";"3";"20";"-"
"403002";"403002";"48";"9";"2";"1479";"1276";"14";"1";"1261";"423";"28";"77";"36";"5";"51";"11";"-";"20";"81";"374";"94";"13";"48";"-"
"403003";"403003";"48";"9";"2";"1379";"1203";"6";"4";"1193";"539";"11";"98";"45";"0";"37";"6";"-";"32";"90";"254";"46";"8";"27";"-"
"403005";"403005";"48";"9";"2";"574";"483";"2";"2";"479";"192";"3";"24";"13";"2";"13";"8";"-";"6";"18";"159";"23";"8";"10";"-"
"405001";"405001";"49";"9";"2";"2866";"2185";"12";"11";"2162";"956";"31";"121";"66";"7";"79";"23";"-";"58";"126";"491";"134";"14";"56";"-"
"405003";"405003";"49";"9";"2";"888";"728";"3";"2";"723";"255";"22";"39";"9";"4";"25";"12";"-";"20";"50";"213";"37";"14";"23";"-"
"405004";"405004";"49";"9";"2";"794";"660";"5";"0";"655";"229";"19";"46";"22";"2";"30";"8";"-";"13";"38";"176";"47";"9";"16";"-"
"405005";"405005";"49";"9";"2";"969";"797";"10";"1";"786";"275";"11";"48";"32";"7";"36";"10";"-";"21";"42";"229";"53";"3";"19";"-"
"405102";"405102";"49";"9";"2";"884";"757";"4";"5";"748";"320";"14";"61";"16";"6";"43";"18";"-";"8";"25";"178";"29";"14";"16";"-"
"405105";"405105";"49";"9";"2";"236";"191";"1";"0";"190";"67";"5";"10";"5";"3";"15";"3";"-";"4";"16";"52";"7";"0";"3";"-"
"407001";"407001";"48";"9";"2";"11918";"9650";"77";"23";"9550";"4989";"122";"762";"379";"32";"502";"67";"-";"136";"445";"1546";"351";"69";"150";"-"
"409001";"409001";"49";"9";"2";"2747";"2276";"10";"8";"2258";"921";"38";"112";"65";"16";"94";"18";"-";"46";"156";"598";"135";"12";"47";"-"
"409003";"409003";"49";"9";"2";"810";"688";"3";"1";"684";"326";"10";"78";"17";"2";"18";"3";"-";"19";"16";"147";"31";"6";"11";"-"
"409004";"409004";"49";"9";"2";"583";"500";"1";"0";"499";"218";"4";"13";"13";"1";"21";"2";"-";"12";"31";"144";"29";"3";"8";"-"
"409005";"409005";"49";"9";"2";"1153";"981";"3";"1";"977";"396";"13";"57";"24";"6";"58";"3";"-";"17";"52";"265";"62";"4";"20";"-"
"411001";"411001";"49";"9";"2";"79";"71";"2";"0";"69";"21";"2";"8";"1";"3";"13";"1";"-";"0";"4";"12";"1";"3";"0";"-"
"421001";"421001";"54";"10";"2";"5167";"4273";"32";"8";"4233";"1933";"143";"604";"147";"28";"259";"24";"4";"36";"68";"604";"347";"36";"0";"0"
"421002";"421002";"54";"10";"2";"1385";"1172";"11";"0";"1161";"450";"47";"136";"42";"8";"77";"13";"0";"13";"15";"246";"102";"12";"0";"0"
"421003";"421003";"54";"10";"2";"737";"617";"2";"1";"614";"217";"17";"79";"18";"8";"36";"10";"1";"9";"5";"137";"72";"5";"0";"0"
"421004";"421004";"54";"10";"2";"734";"613";"3";"1";"609";"213";"18";"55";"19";"4";"42";"2";"0";"6";"10";"149";"87";"4";"0";"0"
"421005";"421005";"54";"10";"2";"222";"196";"0";"0";"196";"47";"5";"18";"12";"3";"7";"1";"0";"4";"3";"61";"31";"4";"0";"0"
"421006";"421006";"54";"10";"2";"30";"26";"0";"0";"26";"0";"0";"3";"3";"0";"0";"0";"0";"0";"0";"19";"1";"0";"0";"0"
"423001";"423001";"55";"10";"2";"2559";"2153";"18";"3";"2132";"994";"94";"328";"60";"11";"113";"17";"2";"19";"22";"330";"126";"14";"0";"2"
"423002";"423002";"55";"10";"2";"294";"247";"2";"0";"245";"69";"12";"29";"4";"3";"22";"1";"0";"3";"5";"79";"18";"0";"0";"0"
"423003";"423003";"55";"10";"2";"368";"317";"2";"0";"315";"129";"15";"38";"3";"2";"7";"1";"0";"6";"1";"91";"22";"0";"0";"0"
"423004";"423004";"55";"10";"2";"353";"316";"2";"0";"314";"89";"11";"24";"12";"3";"11";"0";"0";"2";"4";"137";"21";"0";"0";"0"
"423005";"423005";"55";"10";"2";"467";"397";"2";"0";"395";"111";"28";"48";"14";"2";"14";"0";"0";"4";"1";"102";"67";"4";"0";"0"
"423006";"423006";"55";"10";"2";"687";"579";"4";"0";"575";"198";"40";"61";"16";"2";"24";"4";"0";"9";"8";"118";"89";"4";"0";"2"
"425001";"425001";"58";"10";"2";"1558";"1329";"12";"0";"1317";"461";"60";"188";"58";"10";"76";"12";"1";"17";"14";"301";"112";"7";"0";"0"
"425002";"425002";"58";"10";"2";"1272";"1073";"13";"1";"1059";"406";"44";"141";"46";"8";"63";"9";"0";"12";"4";"198";"120";"6";"1";"1"
"425003";"425003";"58";"10";"2";"1100";"939";"11";"1";"927";"304";"38";"153";"32";"3";"45";"19";"0";"13";"9";"202";"96";"13";"0";"0"
"425004";"425004";"58";"10";"2";"895";"726";"9";"1";"716";"215";"38";"62";"23";"10";"52";"6";"0";"15";"7";"195";"86";"7";"0";"0"
"427001";"427001";"56";"10";"2";"461";"380";"2";"0";"378";"86";"27";"19";"12";"1";"31";"6";"0";"6";"3";"156";"23";"8";"0";"0"
"427002";"427002";"56";"10";"2";"1098";"949";"5";"4";"940";"391";"25";"51";"33";"3";"79";"12";"0";"23";"9";"222";"80";"11";"0";"1"
"427003";"427003";"56";"10";"2";"356";"299";"1";"0";"298";"89";"17";"27";"8";"5";"15";"4";"0";"10";"10";"98";"14";"1";"0";"0"
"427004";"427004";"56";"10";"2";"926";"801";"0";"2";"799";"203";"38";"67";"18";"12";"106";"29";"0";"6";"7";"217";"45";"51";"0";"0"
"427005";"427005";"56";"10";"2";"1545";"1298";"7";"3";"1288";"565";"42";"104";"38";"11";"79";"17";"1";"17";"14";"295";"95";"10";"0";"0"
"427006";"427006";"56";"10";"2";"747";"646";"3";"0";"643";"223";"17";"60";"17";"2";"51";"8";"0";"1";"4";"173";"70";"17";"0";"0"
"427007";"427007";"56";"10";"2";"887";"752";"7";"5";"740";"248";"19";"74";"27";"4";"45";"19";"0";"4";"6";"236";"51";"7";"0";"0"
"427008";"427008";"56";"10";"2";"570";"497";"6";"0";"491";"131";"24";"53";"15";"3";"40";"12";"0";"5";"8";"143";"43";"14";"0";"0"
"429001";"429001";"54";"10";"2";"235";"210";"0";"0";"210";"52";"13";"21";"6";"4";"14";"2";"0";"6";"2";"56";"31";"3";"0";"0"
"429002";"429002";"54";"10";"2";"1411";"1181";"7";"2";"1172";"448";"61";"199";"44";"9";"51";"14";"0";"15";"11";"204";"110";"6";"0";"0"
"429003";"429003";"54";"10";"2";"321";"284";"0";"0";"284";"82";"21";"34";"10";"5";"16";"3";"0";"5";"5";"75";"25";"3";"0";"0"
"429004";"429004";"54";"10";"2";"365";"325";"7";"0";"318";"102";"17";"44";"19";"0";"14";"3";"0";"5";"5";"70";"38";"1";"0";"0"
"429005";"429005";"54";"10";"2";"175";"151";"1";"0";"150";"45";"10";"12";"2";"1";"16";"3";"0";"1";"1";"45";"13";"1";"0";"0"
"429006";"429006";"54";"10";"2";"1796";"1467";"10";"4";"1453";"648";"89";"179";"56";"6";"94";"11";"1";"28";"13";"205";"112";"11";"0";"0"
"429007";"429007";"54";"10";"2";"1580";"1329";"8";"0";"1321";"434";"80";"181";"48";"11";"78";"6";"0";"21";"19";"263";"166";"13";"0";"1"
"429008";"429008";"54";"10";"2";"630";"543";"8";"2";"533";"153";"26";"73";"24";"1";"30";"4";"0";"10";"18";"124";"67";"3";"0";"0"
"429009";"429009";"54";"10";"2";"707";"601";"5";"0";"596";"232";"49";"77";"22";"3";"26";"6";"0";"3";"12";"90";"72";"4";"0";"0"
"429010";"429010";"54";"10";"2";"339";"290";"4";"0";"286";"74";"18";"34";"7";"2";"10";"3";"0";"3";"6";"98";"30";"1";"0";"0"
"431001";"431001";"58";"10";"2";"89";"74";"0";"1";"73";"9";"5";"10";"2";"1";"7";"4";"0";"1";"1";"25";"5";"3";"0";"0"
"431002";"431002";"58";"10";"2";"1395";"1138";"6";"3";"1129";"430";"42";"150";"40";"7";"67";"9";"0";"6";"4";"271";"89";"14";"0";"0"
"431003";"431003";"58";"10";"2";"327";"306";"1";"0";"305";"88";"16";"63";"7";"6";"21";"5";"0";"2";"4";"63";"25";"5";"0";"0"
"431004";"431004";"58";"10";"2";"651";"577";"3";"2";"572";"209";"37";"61";"25";"2";"44";"8";"0";"12";"1";"121";"34";"18";"0";"0"
"431005";"431005";"58";"10";"2";"543";"452";"8";"1";"443";"134";"20";"85";"28";"1";"26";"2";"0";"6";"8";"88";"40";"5";"0";"0"
"431006";"431006";"58";"10";"2";"3855";"3147";"26";"5";"3116";"1187";"125";"591";"136";"18";"229";"33";"2";"51";"20";"445";"221";"57";"0";"1"
"431007";"431007";"58";"10";"2";"1512";"1211";"12";"2";"1197";"379";"57";"202";"53";"4";"74";"8";"0";"16";"19";"276";"92";"17";"0";"0"
"431008";"431008";"58";"10";"2";"475";"411";"3";"1";"407";"91";"38";"40";"14";"6";"17";"3";"0";"2";"2";"126";"52";"16";"0";"0"
"431009";"431009";"58";"10";"2";"124";"100";"0";"0";"100";"12";"3";"14";"2";"0";"6";"0";"0";"2";"3";"44";"14";"0";"0";"0"
"431010";"431010";"58";"10";"2";"794";"686";"8";"0";"678";"219";"35";"109";"32";"5";"41";"6";"0";"14";"3";"143";"54";"17";"0";"0"
"431011";"431011";"58";"10";"2";"1933";"1616";"13";"2";"1601";"616";"84";"261";"81";"4";"85";"10";"0";"20";"14";"283";"123";"20";"0";"0"
"431012";"431012";"58";"10";"2";"1061";"931";"9";"1";"921";"305";"52";"108";"27";"7";"80";"7";"0";"17";"10";"202";"82";"24";"0";"0"
"431013";"431013";"58";"10";"2";"271";"235";"2";"0";"233";"60";"12";"38";"4";"2";"17";"1";"0";"5";"2";"65";"20";"7";"0";"0"
"431014";"431014";"58";"10";"2";"413";"345";"1";"1";"343";"106";"16";"24";"10";"1";"21";"3";"0";"5";"4";"111";"34";"8";"0";"0"
"433001";"433001";"54";"10";"2";"815";"692";"5";"0";"687";"233";"42";"91";"30";"4";"66";"7";"0";"3";"10";"130";"60";"11";"0";"0"
"433002";"433002";"54";"10";"2";"1855";"1603";"9";"6";"1588";"626";"92";"272";"53";"12";"116";"11";"0";"8";"24";"253";"102";"19";"0";"0"
"433003";"433003";"54";"10";"2";"945";"798";"1";"1";"796";"288";"25";"119";"31";"8";"42";"6";"0";"10";"11";"167";"79";"10";"0";"0"
"433004";"433004";"54";"10";"2";"434";"364";"1";"0";"363";"139";"19";"43";"12";"0";"20";"2";"0";"7";"4";"79";"32";"6";"0";"0"
"433005";"433005";"54";"10";"2";"460";"398";"3";"2";"393";"141";"21";"28";"17";"1";"21";"2";"0";"9";"5";"94";"51";"3";"0";"0"
"435001";"435001";"56";"10";"2";"878";"703";"7";"0";"696";"195";"22";"55";"19";"4";"44";"8";"1";"22";"7";"224";"86";"9";"0";"0"
"435002";"435002";"56";"10";"2";"182";"155";"6";"0";"149";"41";"4";"14";"7";"0";"16";"4";"0";"4";"0";"39";"18";"2";"0";"0"
"435003";"435003";"56";"10";"2";"788";"637";"6";"0";"631";"234";"25";"49";"16";"2";"50";"8";"0";"13";"17";"135";"75";"7";"0";"0"
"435004";"435004";"56";"10";"2";"256";"215";"0";"0";"215";"62";"6";"17";"7";"5";"17";"1";"0";"3";"2";"59";"31";"5";"0";"0"
"435005";"435005";"56";"10";"2";"763";"640";"4";"6";"630";"235";"14";"67";"19";"4";"60";"7";"0";"14";"11";"138";"52";"9";"0";"0"
"435006";"435006";"56";"10";"2";"366";"327";"2";"1";"324";"106";"9";"21";"11";"2";"23";"1";"0";"8";"1";"99";"43";"0";"0";"0"
"435007";"435007";"56";"10";"2";"552";"485";"5";"1";"479";"151";"20";"47";"13";"4";"54";"7";"1";"3";"17";"122";"26";"14";"0";"0"
"435008";"435008";"56";"10";"2";"414";"351";"1";"1";"349";"140";"8";"45";"10";"2";"17";"0";"0";"5";"8";"68";"36";"10";"0";"0"
"435009";"435009";"56";"10";"2";"485";"417";"3";"1";"413";"130";"20";"34";"9";"14";"35";"7";"0";"3";"4";"95";"55";"7";"0";"0"
"437001";"437001";"58";"10";"2";"700";"607";"2";"0";"605";"161";"21";"81";"26";"5";"47";"9";"1";"11";"37";"156";"41";"9";"0";"0"
"437002";"437002";"58";"10";"2";"2508";"2084";"23";"1";"2060";"733";"92";"330";"74";"9";"84";"10";"2";"14";"34";"490";"175";"13";"0";"0"
"437003";"437003";"58";"10";"2";"611";"513";"3";"0";"510";"154";"29";"63";"14";"7";"26";"10";"0";"15";"5";"126";"55";"6";"0";"0"
"439002";"439002";"53";"10";"2";"340";"310";"2";"1";"307";"103";"11";"20";"13";"2";"54";"1";"0";"3";"1";"80";"15";"4";"0";"0"
"439003";"439003";"53";"10";"2";"670";"605";"3";"2";"600";"231";"22";"53";"15";"2";"58";"2";"0";"5";"7";"156";"39";"10";"0";"0"
"439004";"439004";"53";"10";"2";"256";"223";"2";"0";"221";"66";"10";"27";"4";"0";"45";"2";"0";"1";"1";"43";"17";"5";"0";"0"
"439005";"439005";"53";"10";"2";"423";"375";"4";"0";"371";"141";"13";"54";"14";"1";"37";"6";"0";"3";"0";"76";"20";"6";"0";"0"
"439006";"439006";"53";"10";"2";"368";"314";"2";"0";"312";"116";"18";"25";"8";"1";"13";"5";"0";"11";"4";"97";"13";"1";"0";"0"
"439007";"439007";"53";"10";"2";"339";"295";"2";"1";"292";"89";"19";"29";"9";"1";"33";"8";"0";"2";"0";"82";"13";"7";"0";"0"
"439008";"439008";"53";"10";"2";"638";"549";"5";"2";"542";"157";"26";"63";"18";"2";"46";"12";"0";"8";"7";"141";"46";"16";"0";"0"
"439009";"439009";"53";"10";"2";"867";"765";"5";"2";"758";"299";"39";"88";"44";"6";"61";"10";"0";"6";"7";"127";"62";"9";"0";"0"
"439101";"439101";"53";"10";"2";"4226";"3623";"22";"6";"3595";"1454";"134";"643";"137";"8";"341";"40";"1";"31";"41";"548";"172";"45";"0";"0"
"441001";"441001";"53";"10";"2";"831";"717";"4";"2";"711";"260";"25";"100";"31";"7";"67";"4";"0";"6";"7";"140";"54";"10";"0";"0"
"441002";"441002";"53";"10";"2";"1147";"967";"1";"1";"965";"396";"21";"194";"43";"6";"62";"14";"0";"15";"9";"98";"106";"1";"0";"0"
"441003";"441003";"53";"10";"2";"333";"285";"2";"1";"282";"87";"8";"44";"11";"0";"22";"4";"0";"3";"4";"49";"45";"5";"0";"0"
"441004";"441004";"53";"10";"2";"2187";"1853";"16";"1";"1836";"816";"56";"323";"96";"12";"110";"13";"1";"24";"14";"239";"121";"10";"0";"1"
"443001";"443001";"58";"10";"2";"2437";"1896";"5";"7";"1884";"486";"45";"644";"69";"13";"116";"10";"0";"20";"56";"269";"147";"9";"0";"0"
"443002";"443002";"58";"10";"2";"349";"267";"0";"0";"267";"73";"2";"76";"7";"3";"20";"4";"0";"2";"6";"38";"35";"1";"0";"0"
"445001";"445001";"54";"10";"2";"4999";"4137";"36";"4";"4097";"1926";"185";"581";"143";"23";"289";"27";"0";"43";"62";"413";"333";"71";"1";"0"
"445002";"445002";"54";"10";"2";"4331";"3712";"25";"5";"3682";"1731";"175";"487";"183";"16";"220";"19";"0";"30";"60";"418";"313";"29";"0";"1"
"445003";"445003";"54";"10";"2";"1302";"1129";"4";"3";"1122";"372";"68";"158";"49";"8";"47";"11";"0";"18";"15";"237";"127";"12";"0";"0"
"445005";"445005";"54";"10";"2";"946";"808";"3";"0";"805";"231";"53";"109";"32";"4";"44";"6";"1";"7";"35";"181";"91";"11";"0";"0"
"445006";"445006";"54";"10";"2";"2779";"2409";"19";"1";"2389";"737";"151";"481";"126";"16";"158";"14";"1";"25";"49";"400";"190";"41";"0";"0"
"447001";"447001";"53";"10";"2";"4391";"3721";"19";"17";"3685";"2159";"82";"274";"83";"18";"331";"29";"0";"72";"22";"422";"165";"28";"0";"0"
"449001";"449001";"56";"10";"2";"744";"642";"8";"1";"633";"248";"17";"63";"22";"11";"39";"6";"0";"6";"10";"150";"51";"9";"0";"1"
"449002";"449002";"56";"10";"2";"4663";"3808";"19";"8";"3781";"1912";"111";"587";"162";"26";"311";"23";"2";"53";"48";"344";"168";"31";"0";"3"
"449003";"449003";"56";"10";"2";"5188";"4262";"31";"8";"4223";"1956";"112";"615";"167";"31";"411";"51";"1";"73";"48";"443";"235";"78";"0";"2"
"449004";"449004";"56";"10";"2";"1563";"1301";"6";"2";"1293";"581";"25";"179";"74";"9";"92";"13";"1";"21";"9";"174";"98";"17";"0";"0"
"449101";"449101";"56";"10";"2";"435";"380";"2";"2";"376";"115";"9";"39";"16";"3";"33";"3";"0";"5";"1";"124";"21";"7";"0";"0"
"449103";"449103";"56";"10";"2";"190";"158";"1";"0";"157";"52";"1";"24";"7";"2";"17";"2";"0";"8";"2";"24";"17";"1";"0";"0"
"449107";"449107";"56";"10";"2";"314";"267";"3";"0";"264";"87";"12";"35";"6";"4";"25";"5";"0";"4";"2";"60";"18";"6";"0";"0"
"449108";"449108";"56";"10";"2";"1079";"853";"5";"3";"845";"495";"29";"99";"25";"4";"78";"3";"0";"18";"8";"42";"37";"7";"0";"0"
"451001";"451001";"54";"10";"2";"2147";"1822";"13";"3";"1806";"797";"132";"218";"76";"8";"82";"12";"0";"21";"23";"277";"145";"14";"0";"1"
"451002";"451002";"54";"10";"2";"970";"832";"8";"0";"824";"271";"71";"84";"31";"7";"24";"11";"0";"20";"13";"162";"111";"19";"0";"0"
"451003";"451003";"54";"10";"2";"313";"265";"3";"1";"261";"112";"16";"24";"9";"1";"6";"2";"1";"5";"4";"46";"35";"0";"0";"0"
"451004";"451004";"54";"10";"2";"313";"274";"1";"0";"273";"87";"19";"26";"9";"0";"20";"4";"0";"5";"0";"66";"35";"2";"0";"0"
"451005";"451005";"54";"10";"2";"239";"203";"3";"0";"200";"59";"22";"29";"5";"3";"12";"1";"0";"0";"3";"44";"21";"1";"0";"0"
"461001";"461001";"50";"10";"2";"7691";"5975";"46";"13";"5916";"2513";"206";"716";"183";"31";"863";"135";"8";"68";"68";"601";"312";"204";"6";"2"
"461002";"461002";"50";"10";"2";"7005";"5746";"36";"8";"5702";"3193";"153";"588";"138";"24";"656";"67";"0";"67";"50";"380";"245";"136";"3";"2"
"461003";"461003";"50";"10";"2";"3134";"2562";"19";"2";"2541";"1436";"59";"258";"85";"16";"277";"17";"0";"37";"19";"142";"145";"48";"2";"0"
"461004";"461004";"50";"10";"2";"7928";"6280";"38";"15";"6227";"2443";"255";"1212";"250";"30";"545";"87";"0";"64";"110";"791";"334";"104";"2";"0"
"461005";"461005";"50";"10";"2";"5818";"4550";"25";"11";"4514";"2456";"129";"506";"136";"30";"436";"56";"5";"73";"53";"311";"256";"64";"3";"0"
"461006";"461006";"50";"10";"2";"2220";"1941";"9";"4";"1928";"891";"50";"290";"97";"9";"175";"9";"0";"21";"10";"226";"132";"17";"1";"0"
