"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Stemmeberettigede";"FV2015 - Afgivne stemmer";"FV2015 - Blanke stemmer";"FV2015 - Andre ugyldige stemmer";"FV2015 - Gyldige stemmer";"FV2015 - A. Socialdemokratiet";"FV2015 - B. Radikale Venstre";"FV2015 - C. Det Konservative Folkeparti";"FV2015 - F. SF - Socialistisk Folkeparti";"FV2015 - I. Liberal Alliance";"FV2015 - K. Kristendemokraterne";"FV2015 - O. Dansk Folkeparti";"FV2015 - V. Venstre, Danmarks Liberale Parti";"FV2015 - Ø. Enhedslisten - De Rød-Grønne";"FV2015 - Å. Alternativet";"FV2015 - 1. Uden for partierne";"FV2015 - 2. Uden for partierne";"FV2015 - 3. Uden for partierne";"FV2015 - 4. Uden for partierne"
"410011";"410011";"45";"6";"2";"1279";"1113";"12";"1";"1100";"271";"29";"42";"36";"59";"5";"333";"238";"63";"24";"-";"-";"-";"-"
"411001";"411001";"28";"4";"1";"59";"58";"3";"0";"55";"22";"1";"1";"5";"0";"0";"13";"4";"5";"4";"-";"-";"-";"-"
"420001";"420001";"44";"6";"2";"5382";"4453";"42";"14";"4397";"1389";"98";"138";"142";"240";"17";"1074";"810";"358";"131";"-";"-";"-";"-"
"420002";"420002";"44";"6";"2";"1307";"1164";"11";"3";"1150";"392";"21";"31";"45";"53";"3";"271";"231";"70";"33";"-";"-";"-";"-"
"420003";"420003";"44";"6";"2";"662";"597";"4";"1";"592";"167";"10";"11";"20";"40";"4";"154";"115";"48";"23";"-";"-";"-";"-"
"420004";"420004";"44";"6";"2";"701";"628";"11";"1";"616";"156";"8";"25";"23";"51";"1";"183";"112";"36";"21";"-";"-";"-";"-"
"420005";"420005";"44";"6";"2";"189";"175";"1";"0";"174";"41";"5";"9";"10";"11";"0";"42";"42";"6";"8";"-";"-";"-";"-"
"420007";"420007";"44";"6";"2";"750";"664";"7";"2";"655";"176";"27";"22";"22";"52";"2";"125";"143";"50";"36";"-";"-";"-";"-"
"420008";"420008";"44";"6";"2";"1957";"1711";"17";"4";"1690";"522";"53";"55";"67";"75";"10";"398";"296";"148";"66";"-";"-";"-";"-"
"420009";"420009";"44";"6";"2";"831";"719";"6";"7";"706";"167";"13";"25";"26";"29";"1";"223";"156";"45";"21";"-";"-";"-";"-"
"420010";"420010";"44";"6";"2";"390";"341";"2";"0";"339";"91";"3";"11";"10";"24";"6";"97";"60";"23";"14";"-";"-";"-";"-"
"420011";"420011";"44";"6";"2";"415";"351";"1";"1";"349";"77";"9";"9";"12";"23";"1";"96";"84";"20";"18";"-";"-";"-";"-"
"420012";"420012";"44";"6";"2";"632";"568";"4";"1";"563";"130";"17";"17";"21";"44";"8";"127";"140";"40";"19";"-";"-";"-";"-"
"420013";"420013";"44";"6";"2";"2589";"2246";"12";"9";"2225";"642";"51";"70";"55";"112";"4";"575";"518";"123";"75";"-";"-";"-";"-"
"420014";"420014";"44";"6";"2";"524";"437";"2";"0";"435";"117";"20";"13";"16";"22";"0";"103";"79";"40";"25";"-";"-";"-";"-"
"420015";"420015";"44";"6";"2";"1273";"1176";"15";"2";"1159";"342";"30";"41";"50";"77";"11";"264";"252";"58";"34";"-";"-";"-";"-"
"420016";"420016";"44";"6";"2";"1499";"1325";"19";"4";"1302";"365";"44";"33";"56";"87";"10";"309";"284";"74";"40";"-";"-";"-";"-"
"420017";"420017";"44";"6";"2";"1776";"1618";"19";"6";"1593";"507";"62";"42";"81";"123";"6";"292";"302";"121";"57";"-";"-";"-";"-"
"420018";"420018";"44";"6";"2";"880";"758";"9";"4";"745";"186";"21";"19";"23";"40";"7";"206";"175";"39";"29";"-";"-";"-";"-"
"420019";"420019";"44";"6";"2";"365";"316";"4";"2";"310";"92";"3";"6";"10";"19";"1";"80";"73";"15";"11";"-";"-";"-";"-"
"420020";"420020";"44";"6";"2";"4496";"3946";"31";"10";"3905";"1070";"93";"135";"153";"245";"10";"1075";"709";"281";"134";"-";"-";"-";"-"
"420021";"420021";"44";"6";"2";"2561";"2209";"20";"10";"2179";"643";"57";"80";"49";"164";"7";"515";"479";"119";"66";"-";"-";"-";"-"
"420022";"420022";"44";"6";"2";"529";"455";"5";"5";"445";"105";"6";"11";"9";"33";"2";"119";"120";"24";"16";"-";"-";"-";"-"
"420023";"420023";"44";"6";"2";"594";"537";"5";"1";"531";"146";"17";"18";"26";"38";"1";"110";"93";"43";"39";"-";"-";"-";"-"
"420024";"420024";"44";"6";"2";"593";"529";"7";"2";"520";"134";"12";"15";"13";"24";"3";"179";"106";"25";"9";"-";"-";"-";"-"
"430001";"430001";"48";"6";"2";"1242";"1118";"16";"3";"1099";"287";"20";"22";"45";"57";"1";"306";"262";"68";"31";"-";"-";"-";"-"
"430002";"430002";"48";"6";"2";"1052";"867";"16";"2";"849";"205";"21";"31";"31";"45";"1";"205";"201";"65";"44";"-";"-";"-";"-"
"430003";"430003";"48";"6";"2";"1535";"1323";"7";"3";"1313";"346";"22";"21";"47";"67";"1";"315";"392";"66";"36";"-";"-";"-";"-"
"430004";"430004";"48";"6";"2";"834";"712";"5";"4";"703";"147";"13";"28";"30";"36";"1";"159";"197";"61";"31";"-";"-";"-";"-"
"430005";"430005";"48";"6";"2";"102";"93";"1";"0";"92";"15";"2";"7";"5";"2";"0";"19";"22";"15";"5";"-";"-";"-";"-"
"430007";"430007";"48";"6";"2";"6403";"5484";"48";"23";"5413";"1624";"155";"186";"260";"242";"14";"1189";"1089";"407";"247";"-";"-";"-";"-"
"430008";"430008";"48";"6";"2";"1552";"1401";"7";"0";"1394";"349";"32";"39";"55";"56";"2";"368";"349";"89";"55";"-";"-";"-";"-"
"430009";"430009";"48";"6";"2";"1601";"1326";"11";"3";"1312";"314";"40";"31";"60";"76";"3";"346";"263";"116";"63";"-";"-";"-";"-"
"430010";"430010";"48";"6";"2";"85";"74";"0";"0";"74";"16";"0";"5";"6";"0";"0";"12";"29";"5";"1";"-";"-";"-";"-"
"430011";"430011";"48";"6";"2";"1703";"1485";"11";"10";"1464";"351";"48";"49";"52";"85";"8";"334";"346";"117";"74";"-";"-";"-";"-"
"430012";"430012";"48";"6";"2";"1384";"1187";"16";"3";"1168";"305";"24";"19";"52";"50";"4";"290";"263";"124";"37";"-";"-";"-";"-"
"430013";"430013";"48";"6";"2";"1109";"971";"8";"2";"961";"232";"15";"28";"30";"58";"2";"244";"253";"59";"40";"-";"-";"-";"-"
"430014";"430014";"48";"6";"2";"1099";"927";"11";"0";"916";"183";"16";"24";"35";"64";"7";"249";"253";"58";"27";"-";"-";"-";"-"
"430015";"430015";"48";"6";"2";"5654";"4821";"46";"15";"4760";"1309";"165";"141";"185";"254";"20";"1021";"1147";"321";"197";"-";"-";"-";"-"
"430016";"430016";"48";"6";"2";"838";"742";"12";"2";"728";"182";"19";"17";"34";"42";"3";"195";"136";"62";"38";"-";"-";"-";"-"
"430017";"430017";"48";"6";"2";"1644";"1393";"14";"3";"1376";"387";"39";"44";"47";"80";"9";"350";"277";"102";"41";"-";"-";"-";"-"
"430018";"430018";"48";"6";"2";"1785";"1436";"12";"5";"1419";"391";"54";"39";"60";"75";"5";"375";"278";"89";"53";"-";"-";"-";"-"
"430019";"430019";"48";"6";"2";"1785";"1579";"8";"3";"1568";"453";"49";"36";"70";"62";"16";"374";"293";"142";"73";"-";"-";"-";"-"
"430020";"430020";"48";"6";"2";"2715";"2440";"30";"5";"2405";"647";"66";"91";"114";"165";"10";"534";"561";"131";"86";"-";"-";"-";"-"
"430021";"430021";"48";"6";"2";"1403";"1242";"5";"0";"1237";"354";"64";"26";"48";"78";"3";"285";"270";"60";"49";"-";"-";"-";"-"
"430022";"430022";"48";"6";"2";"3197";"2882";"36";"3";"2843";"923";"110";"92";"99";"206";"10";"577";"536";"192";"98";"-";"-";"-";"-"
"440001";"440001";"46";"6";"2";"1622";"1440";"10";"2";"1428";"433";"29";"42";"88";"65";"2";"302";"256";"126";"85";"-";"-";"-";"-"
"440002";"440002";"46";"6";"2";"3054";"2677";"24";"4";"2649";"832";"59";"127";"153";"195";"8";"556";"461";"172";"86";"-";"-";"-";"-"
"440003";"440003";"46";"6";"2";"2052";"1839";"13";"4";"1822";"564";"34";"79";"116";"76";"9";"450";"328";"120";"46";"-";"-";"-";"-"
"440004";"440004";"46";"6";"2";"1733";"1538";"15";"1";"1522";"421";"42";"33";"72";"89";"6";"393";"283";"113";"70";"-";"-";"-";"-"
"440005";"440005";"46";"6";"2";"1604";"1415";"12";"5";"1398";"356";"22";"57";"49";"73";"8";"440";"281";"84";"28";"-";"-";"-";"-"
"440006";"440006";"46";"6";"2";"3406";"2972";"32";"12";"2928";"902";"45";"98";"96";"145";"19";"747";"710";"115";"51";"-";"-";"-";"-"
"440007";"440007";"46";"6";"2";"4576";"3865";"26";"19";"3820";"1675";"73";"81";"156";"176";"14";"825";"476";"261";"83";"-";"-";"-";"-"
"450001";"450001";"46";"6";"2";"1353";"1177";"6";"3";"1168";"336";"21";"20";"40";"73";"0";"300";"262";"77";"39";"-";"-";"-";"-"
"450002";"450002";"46";"6";"2";"6252";"5200";"53";"28";"5119";"1973";"129";"134";"207";"215";"13";"1083";"740";"450";"175";"-";"-";"-";"-"
"450003";"450003";"46";"6";"2";"5112";"4396";"39";"17";"4340";"1529";"111";"140";"180";"234";"16";"936";"685";"338";"171";"-";"-";"-";"-"
"450004";"450004";"46";"6";"2";"2449";"2162";"15";"9";"2138";"680";"45";"53";"66";"125";"6";"547";"399";"137";"80";"-";"-";"-";"-"
"450005";"450005";"46";"6";"2";"811";"706";"3";"2";"701";"147";"12";"13";"17";"35";"5";"196";"182";"63";"31";"-";"-";"-";"-"
"450006";"450006";"46";"6";"2";"2225";"1962";"19";"6";"1937";"753";"31";"41";"47";"102";"9";"482";"359";"82";"31";"-";"-";"-";"-"
"450007";"450007";"46";"6";"2";"383";"337";"7";"1";"329";"98";"4";"12";"10";"11";"1";"98";"69";"20";"6";"-";"-";"-";"-"
"450008";"450008";"46";"6";"2";"452";"412";"4";"1";"407";"141";"11";"11";"12";"18";"1";"115";"78";"14";"6";"-";"-";"-";"-"
"450009";"450009";"46";"6";"2";"699";"619";"4";"2";"613";"209";"12";"14";"19";"39";"3";"150";"111";"39";"17";"-";"-";"-";"-"
"450010";"450010";"46";"6";"2";"1407";"1190";"11";"1";"1178";"317";"18";"26";"22";"52";"4";"327";"346";"50";"16";"-";"-";"-";"-"
"450011";"450011";"46";"6";"2";"1077";"962";"14";"6";"942";"265";"29";"17";"31";"43";"3";"218";"248";"59";"29";"-";"-";"-";"-"
"450012";"450012";"46";"6";"2";"1001";"874";"7";"3";"864";"230";"15";"24";"33";"52";"1";"231";"199";"50";"29";"-";"-";"-";"-"
"450013";"450013";"46";"6";"2";"898";"788";"3";"0";"785";"190";"17";"19";"21";"54";"1";"211";"214";"35";"23";"-";"-";"-";"-"
"461001";"461001";"41";"6";"2";"9078";"7422";"124";"51";"7247";"1665";"482";"212";"440";"836";"37";"974";"967";"959";"675";"-";"-";"-";"-"
"461002";"461002";"41";"6";"2";"8023";"6838";"84";"25";"6729";"2108";"301";"171";"425";"483";"26";"1112";"834";"821";"448";"-";"-";"-";"-"
"461003";"461003";"41";"6";"2";"3069";"2519";"34";"17";"2468";"760";"110";"64";"167";"173";"11";"428";"268";"335";"152";"-";"-";"-";"-"
"461004";"461004";"41";"6";"2";"7817";"6636";"85";"21";"6530";"1594";"427";"230";"371";"808";"30";"935";"1051";"628";"456";"-";"-";"-";"-"
"461005";"461005";"41";"6";"2";"5469";"4284";"53";"29";"4202";"1474";"143";"119";"240";"217";"27";"737";"394";"657";"194";"-";"-";"-";"-"
"461006";"461006";"41";"6";"2";"2185";"1960";"21";"4";"1935";"711";"24";"75";"75";"93";"7";"501";"287";"123";"39";"-";"-";"-";"-"
"461007";"461007";"41";"6";"2";"4403";"3723";"30";"18";"3675";"1254";"101";"100";"179";"159";"18";"943";"468";"336";"117";"-";"-";"-";"-"
"461009";"461009";"41";"6";"2";"2555";"2192";"32";"4";"2156";"637";"66";"61";"101";"154";"12";"517";"348";"189";"71";"-";"-";"-";"-"
"461011";"461011";"42";"6";"2";"8015";"6817";"99";"31";"6687";"1508";"495";"263";"464";"835";"25";"752";"907";"846";"592";"-";"-";"-";"-"
"461012";"461012";"42";"6";"2";"7724";"6059";"57";"54";"5948";"1988";"185";"169";"345";"323";"17";"1246";"551";"818";"306";"-";"-";"-";"-"
"461013";"461013";"42";"6";"2";"919";"830";"7";"1";"822";"223";"19";"25";"40";"52";"3";"220";"165";"45";"30";"-";"-";"-";"-"
"461014";"461014";"42";"6";"2";"4841";"4250";"48";"8";"4194";"1425";"87";"127";"192";"211";"11";"1034";"671";"302";"134";"-";"-";"-";"-"
"461016";"461016";"42";"6";"2";"3143";"2767";"23";"10";"2734";"885";"67";"114";"113";"181";"10";"634";"470";"177";"83";"-";"-";"-";"-"
"461017";"461017";"42";"6";"2";"4989";"4426";"43";"15";"4368";"1532";"130";"150";"220";"247";"14";"970";"627";"323";"155";"-";"-";"-";"-"
"461018";"461018";"42";"6";"2";"4477";"4022";"33";"14";"3975";"1293";"145";"169";"176";"263";"19";"823";"715";"241";"131";"-";"-";"-";"-"
"461019";"461019";"42";"6";"2";"3612";"3140";"35";"18";"3087";"956";"84";"150";"137";"235";"16";"651";"586";"173";"99";"-";"-";"-";"-"
"461020";"461020";"42";"6";"2";"3611";"3214";"36";"12";"3166";"1019";"83";"120";"123";"185";"12";"811";"547";"188";"78";"-";"-";"-";"-"
"461021";"461021";"42";"6";"2";"2231";"1957";"14";"3";"1940";"476";"67";"82";"67";"155";"12";"500";"351";"133";"97";"-";"-";"-";"-"
"461023";"461023";"43";"6";"2";"9754";"8394";"100";"46";"8248";"1875";"571";"339";"488";"1023";"51";"905";"1405";"923";"668";"-";"-";"-";"-"
"461024";"461024";"43";"6";"2";"4148";"3845";"31";"10";"3804";"727";"273";"258";"152";"567";"9";"410";"960";"247";"201";"-";"-";"-";"-"
"461025";"461025";"43";"6";"2";"5962";"5036";"63";"26";"4947";"1440";"299";"179";"286";"338";"21";"907";"683";"518";"276";"-";"-";"-";"-"
"461026";"461026";"43";"6";"2";"8300";"7251";"57";"35";"7159";"2142";"256";"319";"313";"449";"33";"1487";"1369";"514";"277";"-";"-";"-";"-"
"461028";"461028";"43";"6";"2";"3817";"3435";"27";"13";"3395";"857";"110";"173";"105";"251";"63";"735";"837";"178";"86";"-";"-";"-";"-"
"461029";"461029";"43";"6";"2";"4860";"4227";"43";"10";"4174";"1161";"210";"200";"217";"378";"15";"676";"761";"370";"186";"-";"-";"-";"-"
"461030";"461030";"43";"6";"2";"6963";"6031";"57";"21";"5953";"1741";"254";"232";"283";"452";"20";"1173";"985";"548";"265";"-";"-";"-";"-"
"461031";"461031";"43";"6";"2";"2420";"2155";"21";"7";"2127";"498";"108";"103";"123";"159";"19";"417";"461";"148";"91";"-";"-";"-";"-"
"461032";"461032";"43";"6";"2";"732";"665";"5";"1";"659";"139";"15";"34";"22";"51";"3";"179";"154";"38";"24";"-";"-";"-";"-"
"461033";"461033";"43";"6";"2";"3898";"3441";"26";"10";"3405";"1056";"109";"127";"144";"196";"12";"767";"596";"245";"153";"-";"-";"-";"-"
"461035";"461035";"41";"6";"2";"5509";"3702";"36";"46";"3620";"1376";"141";"52";"181";"83";"16";"589";"220";"840";"122";"-";"-";"-";"-"
"461036";"461036";"41";"6";"2";"3587";"2975";"59";"13";"2903";"914";"100";"88";"164";"170";"10";"509";"362";"394";"192";"-";"-";"-";"-"
"479001";"479001";"47";"6";"2";"11411";"9380";"132";"29";"9219";"2469";"316";"338";"430";"581";"32";"1833";"1258";"1246";"716";"-";"-";"-";"-"
"479002";"479002";"47";"6";"2";"2641";"2199";"24";"8";"2167";"696";"45";"47";"110";"92";"4";"540";"215";"317";"101";"-";"-";"-";"-"
"479003";"479003";"47";"6";"2";"5106";"4219";"30";"13";"4176";"1288";"144";"121";"214";"172";"10";"932";"460";"564";"271";"-";"-";"-";"-"
"479004";"479004";"47";"6";"2";"790";"699";"2";"1";"696";"142";"20";"33";"21";"33";"3";"192";"141";"64";"47";"-";"-";"-";"-"
"479005";"479005";"47";"6";"2";"3139";"2855";"22";"8";"2825";"648";"114";"193";"91";"225";"10";"573";"592";"230";"149";"-";"-";"-";"-"
"479006";"479006";"47";"6";"2";"58";"53";"0";"0";"53";"14";"2";"2";"2";"4";"0";"11";"12";"1";"5";"-";"-";"-";"-"
"479007";"479007";"47";"6";"2";"1980";"1837";"15";"2";"1820";"424";"83";"71";"74";"161";"5";"347";"380";"148";"127";"-";"-";"-";"-"
"479008";"479008";"47";"6";"2";"840";"751";"2";"0";"749";"174";"19";"16";"27";"36";"4";"217";"147";"67";"42";"-";"-";"-";"-"
"479009";"479009";"47";"6";"2";"2028";"1812";"13";"2";"1797";"440";"71";"36";"71";"95";"5";"426";"351";"179";"123";"-";"-";"-";"-"
"479010";"479010";"47";"6";"2";"2733";"2492";"25";"14";"2453";"628";"88";"95";"79";"188";"11";"507";"555";"167";"135";"-";"-";"-";"-"
"479011";"479011";"47";"6";"2";"2206";"1928";"20";"1";"1907";"642";"28";"45";"67";"86";"8";"537";"294";"142";"58";"-";"-";"-";"-"
"479014";"479014";"47";"6";"2";"1015";"894";"13";"5";"876";"255";"15";"24";"38";"36";"2";"241";"160";"66";"39";"-";"-";"-";"-"
"479016";"479016";"47";"6";"2";"1597";"1442";"13";"5";"1424";"287";"55";"40";"75";"62";"5";"220";"236";"204";"240";"-";"-";"-";"-"
"479017";"479017";"47";"6";"2";"1962";"1646";"24";"6";"1616";"471";"41";"44";"60";"62";"6";"430";"276";"167";"59";"-";"-";"-";"-"
"479019";"479019";"47";"6";"2";"2160";"1915";"18";"3";"1894";"404";"63";"58";"97";"90";"4";"348";"370";"251";"209";"-";"-";"-";"-"
"479021";"479021";"47";"6";"2";"968";"849";"9";"1";"839";"177";"17";"27";"40";"58";"5";"220";"186";"74";"35";"-";"-";"-";"-"
"479023";"479023";"47";"6";"2";"1220";"1055";"13";"0";"1042";"260";"35";"25";"48";"59";"5";"276";"226";"60";"48";"-";"-";"-";"-"
"479025";"479025";"47";"6";"2";"1118";"949";"12";"0";"937";"242";"14";"21";"33";"44";"1";"268";"190";"89";"35";"-";"-";"-";"-"
"479027";"479027";"47";"6";"2";"1449";"1263";"14";"3";"1246";"303";"37";"33";"59";"61";"11";"294";"205";"137";"106";"-";"-";"-";"-"
"480001";"480001";"45";"6";"2";"3085";"2619";"19";"10";"2590";"849";"44";"101";"88";"111";"5";"625";"555";"151";"61";"-";"-";"-";"-"
"480002";"480002";"45";"6";"2";"743";"632";"5";"0";"627";"136";"14";"16";"17";"42";"2";"189";"148";"49";"14";"-";"-";"-";"-"
"480003";"480003";"45";"6";"2";"1263";"1100";"5";"1";"1094";"267";"33";"36";"38";"56";"4";"339";"223";"60";"38";"-";"-";"-";"-"
"480004";"480004";"45";"6";"2";"956";"832";"9";"1";"822";"210";"11";"24";"30";"40";"0";"253";"187";"45";"22";"-";"-";"-";"-"
"480005";"480005";"45";"6";"2";"1556";"1392";"15";"2";"1375";"399";"32";"28";"40";"51";"10";"386";"325";"74";"30";"-";"-";"-";"-"
"480006";"480006";"45";"6";"2";"3878";"3357";"26";"7";"3324";"1062";"50";"95";"93";"163";"7";"914";"721";"165";"54";"-";"-";"-";"-"
"480007";"480007";"45";"6";"2";"994";"874";"8";"0";"866";"190";"6";"40";"29";"43";"1";"263";"228";"48";"18";"-";"-";"-";"-"
"480008";"480008";"45";"6";"2";"936";"837";"4";"1";"832";"210";"22";"21";"34";"46";"3";"211";"188";"68";"29";"-";"-";"-";"-"
"480009";"480009";"45";"6";"2";"1102";"977";"11";"8";"958";"293";"9";"43";"32";"55";"3";"252";"196";"49";"26";"-";"-";"-";"-"
"480010";"480010";"45";"6";"2";"993";"871";"7";"2";"862";"227";"16";"25";"24";"54";"5";"230";"196";"60";"25";"-";"-";"-";"-"
"480011";"480011";"45";"6";"2";"2006";"1837";"15";"1";"1821";"504";"73";"67";"52";"165";"10";"360";"444";"74";"72";"-";"-";"-";"-"
"480012";"480012";"45";"6";"2";"1171";"1019";"11";"1";"1007";"285";"22";"36";"32";"68";"2";"253";"241";"49";"19";"-";"-";"-";"-"
"480013";"480013";"45";"6";"2";"3157";"2693";"22";"7";"2664";"832";"35";"114";"92";"144";"11";"676";"577";"135";"48";"-";"-";"-";"-"
"482001";"482001";"47";"6";"2";"794";"667";"10";"3";"654";"157";"11";"12";"22";"13";"2";"226";"156";"37";"18";"-";"-";"-";"-"
"482002";"482002";"47";"6";"2";"1348";"1151";"15";"3";"1133";"228";"21";"19";"24";"43";"2";"363";"305";"87";"41";"-";"-";"-";"-"
"482003";"482003";"47";"6";"2";"968";"782";"9";"2";"771";"186";"17";"12";"26";"36";"1";"196";"212";"62";"23";"-";"-";"-";"-"
"482005";"482005";"47";"6";"2";"4108";"3534";"36";"22";"3476";"1038";"58";"74";"173";"100";"16";"885";"652";"324";"156";"-";"-";"-";"-"
"482006";"482006";"47";"6";"2";"138";"122";"0";"0";"122";"29";"0";"4";"9";"5";"0";"17";"10";"37";"11";"-";"-";"-";"-"
"482007";"482007";"47";"6";"2";"1441";"1219";"15";"7";"1197";"324";"21";"23";"30";"39";"3";"296";"319";"98";"44";"-";"-";"-";"-"
"482008";"482008";"47";"6";"2";"533";"436";"5";"1";"430";"96";"9";"11";"17";"17";"1";"101";"79";"56";"43";"-";"-";"-";"-"
"482010";"482010";"47";"6";"2";"915";"786";"5";"3";"778";"188";"15";"14";"27";"18";"3";"225";"179";"79";"30";"-";"-";"-";"-"
"492001";"492001";"48";"6";"2";"2442";"2060";"20";"10";"2030";"460";"21";"389";"62";"78";"11";"505";"231";"180";"93";"-";"-";"-";"-"
"492002";"492002";"48";"6";"2";"1729";"1493";"6";"7";"1480";"344";"35";"132";"44";"50";"2";"265";"409";"113";"86";"-";"-";"-";"-"
"492003";"492003";"48";"6";"2";"917";"762";"5";"0";"757";"161";"11";"93";"22";"27";"3";"174";"154";"68";"44";"-";"-";"-";"-"
"510001";"510001";"61";"7";"2";"2292";"1936";"15";"10";"1911";"462";"28";"37";"44";"128";"30";"579";"496";"68";"39";"-";"-";"-";"-"
"510002";"510002";"61";"7";"2";"692";"585";"2";"1";"582";"112";"9";"8";"8";"57";"17";"187";"153";"19";"12";"-";"-";"-";"-"
"510003";"510003";"61";"7";"2";"221";"182";"1";"1";"180";"25";"0";"8";"3";"5";"2";"65";"56";"11";"5";"-";"-";"-";"-"
"510004";"510004";"61";"7";"2";"287";"238";"1";"1";"236";"29";"8";"3";"6";"15";"3";"74";"84";"10";"4";"-";"-";"-";"-"
"510005";"510005";"61";"7";"2";"2634";"2274";"22";"8";"2244";"543";"109";"75";"84";"201";"32";"513";"507";"109";"71";"-";"-";"-";"-"
"510006";"510006";"61";"7";"2";"2366";"1902";"24";"5";"1873";"585";"48";"48";"52";"75";"44";"589";"280";"118";"34";"-";"-";"-";"-"
"510007";"510007";"61";"7";"2";"3374";"2770";"30";"10";"2730";"593";"107";"78";"78";"236";"25";"701";"557";"219";"136";"-";"-";"-";"-"
"510008";"510008";"61";"7";"2";"3088";"2735";"45";"12";"2678";"651";"114";"76";"82";"231";"33";"577";"642";"176";"96";"-";"-";"-";"-"
"510009";"510009";"61";"7";"2";"1085";"935";"7";"7";"921";"190";"15";"13";"12";"53";"24";"289";"291";"21";"13";"-";"-";"-";"-"
"510010";"510010";"61";"7";"2";"2399";"2006";"21";"11";"1974";"609";"79";"60";"80";"113";"34";"443";"338";"149";"69";"-";"-";"-";"-"
"510011";"510011";"61";"7";"2";"1832";"1562";"12";"7";"1543";"410";"66";"46";"45";"102";"29";"320";"374";"107";"44";"-";"-";"-";"-"
"510012";"510012";"61";"7";"2";"403";"363";"3";"1";"359";"64";"7";"7";"3";"35";"9";"122";"86";"15";"11";"-";"-";"-";"-"
"510013";"510013";"61";"7";"2";"960";"833";"6";"3";"824";"180";"27";"13";"23";"50";"21";"255";"183";"44";"28";"-";"-";"-";"-"
"510014";"510014";"61";"7";"2";"2069";"1894";"15";"4";"1875";"461";"50";"42";"50";"143";"7";"543";"449";"86";"44";"-";"-";"-";"-"
"510015";"510015";"61";"7";"2";"550";"489";"5";"0";"484";"114";"14";"3";"14";"33";"10";"167";"93";"22";"14";"-";"-";"-";"-"
"510016";"510016";"61";"7";"2";"386";"346";"0";"0";"346";"69";"8";"6";"6";"37";"6";"97";"97";"15";"5";"-";"-";"-";"-"
"510017";"510017";"61";"7";"2";"316";"282";"0";"1";"281";"58";"6";"10";"10";"30";"1";"64";"69";"15";"18";"-";"-";"-";"-"
"510018";"510018";"61";"7";"2";"1218";"1073";"7";"3";"1063";"265";"36";"28";"43";"96";"13";"256";"233";"56";"37";"-";"-";"-";"-"
"510019";"510019";"61";"7";"2";"1115";"1000";"7";"2";"991";"206";"22";"20";"27";"100";"4";"296";"235";"53";"28";"-";"-";"-";"-"
"510020";"510020";"61";"7";"2";"144";"133";"1";"0";"132";"23";"0";"2";"4";"7";"2";"37";"48";"7";"2";"-";"-";"-";"-"
"510021";"510021";"61";"7";"2";"658";"598";"5";"2";"591";"138";"17";"14";"8";"59";"10";"175";"141";"13";"16";"-";"-";"-";"-"
"510022";"510022";"61";"7";"2";"535";"474";"2";"0";"472";"102";"10";"11";"12";"40";"5";"122";"141";"22";"7";"-";"-";"-";"-"
"510024";"510024";"61";"7";"2";"970";"851";"6";"0";"845";"190";"18";"19";"20";"76";"7";"251";"222";"26";"16";"-";"-";"-";"-"
"510025";"510025";"61";"7";"2";"973";"844";"7";"1";"836";"158";"17";"12";"17";"55";"48";"283";"204";"33";"9";"-";"-";"-";"-"
"510026";"510026";"61";"7";"2";"2747";"2355";"22";"18";"2315";"661";"38";"31";"34";"94";"12";"777";"546";"95";"27";"-";"-";"-";"-"
"510028";"510028";"61";"7";"2";"2568";"2115";"14";"7";"2094";"613";"45";"25";"52";"94";"14";"637";"500";"93";"21";"-";"-";"-";"-"
"510029";"510029";"61";"7";"2";"793";"704";"9";"1";"694";"150";"6";"12";"17";"25";"7";"253";"193";"26";"5";"-";"-";"-";"-"
"510030";"510030";"61";"7";"2";"1152";"1042";"14";"3";"1025";"267";"27";"27";"22";"63";"12";"269";"289";"28";"21";"-";"-";"-";"-"
"510031";"510031";"61";"7";"2";"408";"364";"2";"0";"362";"84";"1";"6";"5";"19";"8";"123";"94";"18";"4";"-";"-";"-";"-"
"510032";"510032";"61";"7";"2";"541";"461";"0";"0";"461";"75";"11";"8";"12";"47";"13";"140";"133";"15";"7";"-";"-";"-";"-"
"510033";"510033";"61";"7";"2";"874";"759";"8";"0";"751";"138";"9";"9";"8";"69";"4";"213";"260";"29";"12";"-";"-";"-";"-"
"510034";"510034";"61";"7";"2";"451";"387";"5";"2";"380";"70";"3";"10";"5";"30";"6";"120";"118";"10";"8";"-";"-";"-";"-"
"510035";"510035";"61";"7";"2";"639";"567";"6";"2";"559";"109";"15";"8";"13";"33";"4";"186";"152";"29";"10";"-";"-";"-";"-"
"510036";"510036";"61";"7";"2";"1024";"868";"9";"4";"855";"217";"9";"13";"21";"43";"6";"307";"201";"26";"12";"-";"-";"-";"-"
