"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2011 - Stemmeberettigede";"FV2011 - Afgivne stemmer";"FV2011 - Blanke stemmer";"FV2011 - Andre ugyldige stemmer";"FV2011 - Gyldige stemmer";"FV2011 - A. Socialdemokratiet";"FV2011 - B. Radikale Venstre";"FV2011 - C. Det Konservative Folkeparti";"FV2011 - F. SF - Socialistisk Folkeparti";"FV2011 - I. Liberal Alliance";"FV2011 - K. Kristendemokraterne";"FV2011 - O. Dansk Folkeparti";"FV2011 - V. Venstre, Danmarks Liberale Parti";"FV2011 - Ø. Enhedslisten - De Rød-Grønne";"FV2011 - 1. Uden for partierne";"FV2011 - 2. Uden for partierne";"FV2011 - 3. Uden for partierne";"FV2011 - 4. Uden for partierne";"FV2011 - 5. Uden for partierne";"FV2011 - 6. Uden for partierne"
"530004";"530004";"55";"7";"2";"780";"689";"3";"1";"685";"84";"21";"21";"33";"19";"5";"130";"356";"16";"0";"0";"-";"-";"-";"-"
"530005";"530005";"55";"7";"2";"720";"645";"5";"0";"640";"117";"26";"17";"32";"11";"19";"114";"289";"15";"0";"0";"-";"-";"-";"-"
"530006";"530006";"55";"7";"2";"7940";"6826";"41";"22";"6763";"1615";"344";"152";"350";"231";"165";"1139";"2609";"156";"0";"2";"-";"-";"-";"-"
"530007";"530007";"55";"7";"2";"1538";"1346";"6";"6";"1334";"240";"39";"33";"51";"59";"31";"286";"569";"26";"0";"0";"-";"-";"-";"-"
"540001";"540001";"49";"7";"2";"4798";"4054";"30";"16";"4008";"1204";"146";"192";"348";"165";"12";"680";"1155";"105";"0";"1";"-";"-";"-";"-"
"540002";"540002";"49";"7";"2";"2238";"1933";"11";"6";"1916";"680";"86";"67";"156";"85";"4";"287";"488";"62";"0";"1";"-";"-";"-";"-"
"540003";"540003";"49";"7";"2";"2826";"2475";"14";"9";"2452";"782";"92";"103";"158";"84";"6";"397";"765";"65";"0";"0";"-";"-";"-";"-"
"540004";"540004";"49";"7";"2";"1955";"1706";"21";"7";"1678";"409";"105";"71";"106";"50";"7";"300";"570";"59";"1";"0";"-";"-";"-";"-"
"540005";"540005";"49";"7";"2";"2943";"2620";"24";"17";"2579";"687";"157";"129";"194";"102";"11";"436";"789";"71";"3";"0";"-";"-";"-";"-"
"540006";"540006";"49";"7";"2";"2473";"2217";"12";"12";"2193";"459";"177";"216";"110";"87";"2";"253";"830";"59";"0";"0";"-";"-";"-";"-"
"540007";"540007";"49";"7";"2";"1926";"1666";"14";"10";"1642";"382";"79";"101";"112";"81";"3";"261";"563";"60";"0";"0";"-";"-";"-";"-"
"540008";"540008";"49";"7";"2";"411";"363";"3";"1";"359";"73";"31";"19";"30";"31";"8";"49";"95";"22";"0";"1";"-";"-";"-";"-"
"540009";"540009";"49";"7";"2";"6523";"5579";"31";"15";"5533";"1624";"337";"236";"426";"224";"29";"897";"1581";"176";"0";"3";"-";"-";"-";"-"
"540010";"540010";"49";"7";"2";"5666";"4717";"29";"22";"4666";"1468";"270";"211";"414";"172";"30";"744";"1169";"187";"0";"1";"-";"-";"-";"-"
"540011";"540011";"49";"7";"2";"5476";"4574";"33";"11";"4530";"992";"375";"285";"381";"254";"26";"639";"1418";"158";"1";"1";"-";"-";"-";"-"
"540012";"540012";"49";"7";"2";"4365";"3927";"25";"14";"3888";"865";"289";"234";"232";"209";"31";"524";"1399";"104";"1";"0";"-";"-";"-";"-"
"540013";"540013";"49";"7";"2";"2395";"2194";"19";"8";"2167";"567";"104";"107";"120";"108";"22";"308";"787";"44";"0";"0";"-";"-";"-";"-"
"540014";"540014";"49";"7";"2";"1395";"1242";"6";"3";"1233";"283";"68";"59";"71";"97";"8";"212";"393";"42";"0";"0";"-";"-";"-";"-"
"540015";"540015";"49";"7";"2";"3491";"3101";"24";"10";"3067";"922";"165";"156";"188";"116";"8";"451";"973";"86";"0";"2";"-";"-";"-";"-"
"540016";"540016";"49";"7";"2";"5919";"5072";"31";"14";"5027";"1462";"291";"214";"293";"175";"43";"791";"1606";"151";"0";"1";"-";"-";"-";"-"
"540017";"540017";"49";"7";"2";"674";"588";"10";"7";"571";"158";"18";"16";"35";"37";"1";"100";"189";"16";"0";"1";"-";"-";"-";"-"
"550001";"550001";"51";"7";"2";"1507";"1310";"6";"7";"1297";"421";"37";"52";"38";"51";"5";"182";"487";"23";"1";"0";"-";"-";"-";"-"
"550002";"550002";"51";"7";"2";"557";"469";"1";"1";"467";"122";"12";"16";"24";"22";"16";"50";"185";"20";"0";"0";"-";"-";"-";"-"
"550003";"550003";"51";"7";"2";"438";"387";"2";"4";"381";"109";"14";"14";"20";"13";"4";"43";"152";"12";"0";"0";"-";"-";"-";"-"
"550004";"550004";"51";"7";"2";"1376";"1156";"12";"4";"1140";"327";"56";"32";"71";"56";"8";"168";"377";"45";"0";"0";"-";"-";"-";"-"
"550007";"550007";"51";"7";"2";"496";"429";"4";"1";"424";"82";"29";"22";"22";"29";"4";"55";"175";"6";"0";"0";"-";"-";"-";"-"
"550008";"550008";"51";"7";"2";"883";"792";"7";"0";"785";"186";"47";"30";"75";"37";"3";"106";"282";"19";"0";"0";"-";"-";"-";"-"
"550012";"550012";"51";"7";"2";"2611";"2260";"17";"10";"2233";"435";"126";"89";"109";"101";"81";"329";"908";"54";"0";"1";"-";"-";"-";"-"
"550014";"550014";"51";"7";"2";"1003";"829";"10";"0";"819";"140";"38";"25";"37";"46";"24";"136";"363";"10";"0";"0";"-";"-";"-";"-"
"550015";"550015";"51";"7";"2";"615";"516";"2";"2";"512";"86";"39";"14";"34";"28";"40";"70";"181";"18";"2";"0";"-";"-";"-";"-"
"550016";"550016";"51";"7";"2";"679";"581";"4";"3";"574";"89";"26";"20";"28";"28";"11";"122";"235";"15";"0";"0";"-";"-";"-";"-"
"550017";"550017";"51";"7";"2";"1622";"1414";"11";"11";"1392";"299";"64";"53";"77";"77";"84";"189";"518";"31";"0";"0";"-";"-";"-";"-"
"550018";"550018";"51";"7";"2";"571";"494";"3";"1";"490";"90";"25";"17";"22";"36";"5";"89";"188";"17";"0";"1";"-";"-";"-";"-"
"550019";"550019";"51";"7";"2";"423";"360";"8";"0";"352";"78";"24";"12";"30";"25";"9";"41";"128";"5";"0";"0";"-";"-";"-";"-"
"550021";"550021";"51";"7";"2";"518";"424";"1";"1";"422";"126";"15";"13";"20";"33";"4";"59";"145";"7";"0";"0";"-";"-";"-";"-"
"550023";"550023";"51";"7";"2";"3155";"2765";"22";"17";"2726";"702";"149";"96";"141";"131";"52";"358";"1045";"52";"0";"0";"-";"-";"-";"-"
"550024";"550024";"51";"7";"2";"774";"681";"5";"1";"675";"133";"42";"27";"48";"42";"6";"113";"243";"21";"0";"0";"-";"-";"-";"-"
"550025";"550025";"51";"7";"2";"6291";"5225";"48";"20";"5157";"1448";"342";"177";"599";"197";"38";"547";"1582";"226";"1";"0";"-";"-";"-";"-"
"550027";"550027";"51";"7";"2";"862";"747";"11";"0";"736";"147";"35";"18";"53";"33";"12";"137";"281";"20";"0";"0";"-";"-";"-";"-"
"550029";"550029";"51";"7";"2";"782";"663";"6";"0";"657";"153";"44";"18";"59";"43";"10";"99";"201";"30";"0";"0";"-";"-";"-";"-"
"550051";"550051";"51";"7";"2";"489";"422";"1";"1";"420";"77";"29";"24";"30";"17";"2";"80";"144";"16";"1";"0";"-";"-";"-";"-"
"550061";"550061";"51";"7";"2";"2892";"2460";"24";"12";"2424";"641";"103";"102";"137";"90";"19";"352";"923";"55";"1";"1";"-";"-";"-";"-"
"550071";"550071";"51";"7";"2";"502";"431";"6";"2";"423";"76";"17";"16";"17";"27";"9";"49";"205";"6";"0";"1";"-";"-";"-";"-"
"561001";"561001";"52";"7";"2";"5678";"4723";"44";"20";"4659";"1073";"347";"175";"444";"246";"30";"552";"1467";"323";"2";"0";"-";"-";"-";"-"
"561002";"561002";"52";"7";"2";"4025";"3386";"35";"12";"3339";"828";"298";"133";"375";"160";"25";"376";"861";"281";"1";"1";"-";"-";"-";"-"
"561003";"561003";"52";"7";"2";"2215";"1737";"14";"5";"1718";"609";"75";"35";"179";"40";"14";"261";"376";"128";"0";"1";"-";"-";"-";"-"
"561004";"561004";"52";"7";"2";"3414";"2867";"22";"11";"2834";"946";"169";"65";"335";"85";"7";"391";"606";"230";"0";"0";"-";"-";"-";"-"
"561005";"561005";"52";"7";"2";"4713";"3879";"27";"17";"3835";"1422";"164";"74";"426";"120";"20";"578";"734";"297";"0";"0";"-";"-";"-";"-"
"561006";"561006";"52";"7";"2";"4743";"4031";"25";"15";"3991";"1252";"299";"108";"411";"165";"25";"482";"971";"277";"1";"0";"-";"-";"-";"-"
"561007";"561007";"52";"7";"2";"3681";"3074";"24";"21";"3029";"1129";"153";"44";"390";"71";"25";"444";"575";"196";"2";"0";"-";"-";"-";"-"
"561008";"561008";"53";"7";"2";"1452";"1302";"11";"7";"1284";"280";"73";"43";"91";"67";"4";"200";"493";"33";"0";"0";"-";"-";"-";"-"
"561009";"561009";"53";"7";"2";"445";"386";"3";"0";"383";"77";"26";"7";"12";"20";"9";"54";"165";"13";"0";"0";"-";"-";"-";"-"
"561010";"561010";"53";"7";"2";"189";"167";"1";"2";"164";"29";"9";"5";"10";"8";"0";"24";"72";"7";"0";"0";"-";"-";"-";"-"
"561011";"561011";"52";"7";"2";"3092";"2677";"14";"7";"2656";"654";"152";"99";"211";"111";"20";"324";"968";"115";"1";"1";"-";"-";"-";"-"
"561012";"561012";"53";"7";"2";"1729";"1578";"7";"1";"1570";"373";"74";"52";"74";"97";"4";"181";"656";"58";"1";"0";"-";"-";"-";"-"
"561013";"561013";"53";"7";"2";"395";"349";"1";"0";"348";"86";"19";"9";"35";"20";"4";"38";"126";"11";"0";"0";"-";"-";"-";"-"
"561014";"561014";"53";"7";"2";"169";"142";"0";"3";"139";"28";"0";"1";"15";"5";"5";"22";"60";"3";"0";"0";"-";"-";"-";"-"
"561015";"561015";"52";"7";"2";"5476";"4890";"27";"15";"4848";"1316";"283";"154";"376";"181";"56";"676";"1584";"220";"2";"0";"-";"-";"-";"-"
"561016";"561016";"53";"7";"2";"5222";"4760";"19";"17";"4724";"990";"334";"222";"229";"250";"16";"583";"1965";"134";"0";"1";"-";"-";"-";"-"
"561017";"561017";"53";"7";"2";"1067";"953";"7";"5";"941";"247";"34";"25";"61";"44";"7";"107";"390";"26";"0";"0";"-";"-";"-";"-"
"561018";"561018";"53";"7";"2";"451";"409";"1";"4";"404";"93";"15";"10";"17";"20";"1";"63";"166";"19";"0";"0";"-";"-";"-";"-"
"561019";"561019";"53";"7";"2";"236";"205";"0";"1";"204";"44";"14";"6";"12";"8";"0";"34";"71";"15";"0";"0";"-";"-";"-";"-"
"561020";"561020";"53";"7";"2";"2214";"1992";"20";"8";"1964";"517";"144";"48";"149";"85";"8";"284";"662";"67";"0";"0";"-";"-";"-";"-"
"561021";"561021";"52";"7";"2";"2867";"2320";"11";"10";"2299";"843";"88";"41";"248";"57";"22";"323";"538";"136";"1";"2";"-";"-";"-";"-"
"561022";"561022";"52";"7";"2";"2597";"2224";"12";"4";"2208";"575";"111";"57";"162";"95";"13";"339";"755";"101";"0";"0";"-";"-";"-";"-"
"561023";"561023";"52";"7";"2";"2956";"2594";"16";"11";"2567";"882";"132";"60";"244";"79";"12";"318";"696";"143";"0";"1";"-";"-";"-";"-"
"561024";"561024";"53";"7";"2";"2702";"2408";"13";"6";"2389";"670";"151";"71";"180";"137";"30";"300";"761";"88";"0";"1";"-";"-";"-";"-"
"561025";"561025";"53";"7";"2";"5421";"4760";"30";"18";"4712";"1189";"347";"156";"310";"210";"44";"619";"1708";"129";"0";"0";"-";"-";"-";"-"
"561026";"561026";"53";"7";"2";"908";"812";"3";"2";"807";"184";"49";"20";"47";"49";"8";"103";"311";"36";"0";"0";"-";"-";"-";"-"
"561028";"561028";"53";"7";"2";"6867";"5920";"23";"17";"5880";"1402";"517";"202";"705";"234";"20";"604";"1806";"390";"0";"0";"-";"-";"-";"-"
"561029";"561029";"53";"7";"2";"583";"523";"8";"4";"511";"109";"30";"19";"43";"27";"8";"39";"210";"26";"0";"0";"-";"-";"-";"-"
"561030";"561030";"53";"7";"2";"405";"356";"2";"0";"354";"62";"18";"9";"19";"18";"3";"63";"153";"9";"0";"0";"-";"-";"-";"-"
"561031";"561031";"53";"7";"2";"206";"188";"2";"0";"186";"34";"10";"9";"14";"8";"0";"34";"75";"2";"0";"0";"-";"-";"-";"-"
"561032";"561032";"53";"7";"2";"1492";"1313";"10";"2";"1301";"308";"86";"34";"124";"56";"12";"143";"485";"53";"0";"0";"-";"-";"-";"-"
"561033";"561033";"53";"7";"2";"1370";"1242";"9";"6";"1227";"242";"65";"42";"77";"61";"18";"185";"500";"37";"0";"0";"-";"-";"-";"-"
"561034";"561034";"53";"7";"2";"189";"158";"1";"0";"157";"14";"6";"5";"3";"11";"0";"11";"99";"8";"0";"0";"-";"-";"-";"-"
"561035";"561035";"53";"7";"2";"31";"28";"0";"0";"28";"3";"2";"1";"4";"2";"0";"4";"12";"0";"0";"0";"-";"-";"-";"-"
"561036";"561036";"53";"7";"2";"158";"137";"1";"1";"135";"20";"7";"3";"8";"6";"3";"18";"63";"6";"1";"0";"-";"-";"-";"-"
"561037";"561037";"53";"7";"2";"475";"436";"3";"0";"433";"88";"17";"17";"29";"28";"5";"68";"168";"13";"0";"0";"-";"-";"-";"-"
"561038";"561038";"53";"7";"2";"493";"443";"2";"1";"440";"77";"26";"6";"41";"24";"2";"77";"170";"14";"1";"2";"-";"-";"-";"-"
"561039";"561039";"53";"7";"2";"343";"295";"1";"0";"294";"70";"6";"5";"9";"14";"3";"57";"117";"13";"0";"0";"-";"-";"-";"-"
"561040";"561040";"53";"7";"2";"1876";"1608";"11";"13";"1584";"334";"84";"44";"111";"69";"29";"258";"606";"48";"0";"1";"-";"-";"-";"-"
"561041";"561041";"53";"7";"2";"505";"447";"3";"3";"441";"101";"34";"7";"37";"28";"0";"47";"165";"21";"1";"0";"-";"-";"-";"-"
"561042";"561042";"53";"7";"2";"703";"658";"6";"1";"651";"153";"55";"25";"53";"29";"3";"82";"214";"37";"0";"0";"-";"-";"-";"-"
"561050";"561050";"53";"7";"2";"544";"496";"4";"2";"490";"93";"34";"12";"59";"29";"6";"58";"183";"16";"0";"0";"-";"-";"-";"-"
"561060";"561060";"53";"7";"2";"858";"754";"6";"2";"746";"142";"22";"19";"45";"35";"7";"138";"320";"17";"0";"1";"-";"-";"-";"-"
"563001";"563001";"52";"7";"2";"2213";"2016";"16";"7";"1993";"414";"170";"80";"204";"96";"6";"269";"605";"146";"3";"0";"-";"-";"-";"-"
"563002";"563002";"52";"7";"2";"273";"245";"0";"1";"244";"51";"21";"14";"33";"13";"2";"23";"61";"26";"0";"0";"-";"-";"-";"-"
"573001";"573001";"54";"7";"2";"10311";"8781";"49";"36";"8696";"2069";"521";"348";"606";"378";"55";"1237";"3203";"279";"0";"0";"-";"-";"-";"-"
"573004";"573004";"54";"7";"2";"824";"752";"6";"2";"744";"149";"61";"17";"33";"42";"4";"87";"325";"26";"0";"0";"-";"-";"-";"-"
"573005";"573005";"54";"7";"2";"598";"540";"1";"4";"535";"90";"33";"8";"32";"25";"1";"77";"256";"13";"0";"0";"-";"-";"-";"-"
"573006";"573006";"54";"7";"2";"642";"571";"7";"1";"563";"78";"42";"24";"19";"33";"8";"88";"257";"14";"0";"0";"-";"-";"-";"-"
"573007";"573007";"54";"7";"2";"1085";"1004";"8";"2";"994";"210";"74";"35";"69";"41";"9";"131";"401";"24";"0";"0";"-";"-";"-";"-"
"573008";"573008";"54";"7";"2";"854";"770";"6";"1";"763";"113";"53";"17";"56";"29";"10";"106";"364";"14";"0";"1";"-";"-";"-";"-"
"573009";"573009";"54";"7";"2";"969";"880";"10";"4";"866";"157";"41";"26";"48";"50";"14";"118";"389";"23";"0";"0";"-";"-";"-";"-"
"573010";"573010";"54";"7";"2";"975";"835";"9";"3";"823";"133";"49";"19";"48";"30";"17";"131";"366";"30";"0";"0";"-";"-";"-";"-"
"573013";"573013";"54";"7";"2";"1777";"1548";"10";"7";"1531";"265";"76";"31";"107";"63";"11";"253";"661";"63";"1";"0";"-";"-";"-";"-"
"573014";"573014";"54";"7";"2";"603";"541";"4";"3";"534";"64";"35";"26";"28";"31";"22";"80";"231";"17";"0";"0";"-";"-";"-";"-"
"573015";"573015";"54";"7";"2";"1201";"1065";"12";"1";"1052";"147";"64";"28";"63";"57";"13";"153";"495";"32";"0";"0";"-";"-";"-";"-"
"573018";"573018";"54";"7";"2";"2820";"2503";"13";"8";"2482";"514";"105";"74";"153";"94";"15";"331";"1130";"66";"0";"0";"-";"-";"-";"-"
"573019";"573019";"54";"7";"2";"453";"408";"3";"0";"405";"68";"19";"11";"24";"15";"0";"67";"189";"12";"0";"0";"-";"-";"-";"-"
"573022";"573022";"54";"7";"2";"860";"763";"7";"0";"756";"127";"51";"15";"33";"32";"12";"126";"342";"18";"0";"0";"-";"-";"-";"-"
"573023";"573023";"54";"7";"2";"1214";"1072";"8";"2";"1062";"160";"57";"19";"67";"47";"21";"158";"510";"23";"0";"0";"-";"-";"-";"-"
"573024";"573024";"54";"7";"2";"518";"469";"6";"1";"462";"60";"26";"14";"23";"18";"0";"66";"240";"15";"0";"0";"-";"-";"-";"-"
"573026";"573026";"54";"7";"2";"1074";"972";"8";"1";"963";"150";"52";"23";"40";"59";"10";"135";"484";"10";"0";"0";"-";"-";"-";"-"
"573027";"573027";"54";"7";"2";"815";"700";"5";"8";"687";"111";"26";"20";"22";"34";"23";"105";"335";"11";"0";"0";"-";"-";"-";"-"
"573028";"573028";"54";"7";"2";"995";"898";"8";"0";"890";"143";"58";"22";"40";"43";"3";"123";"439";"19";"0";"0";"-";"-";"-";"-"
"573030";"573030";"54";"7";"2";"4472";"3918";"22";"8";"3888";"622";"299";"103";"192";"163";"222";"530";"1684";"72";"0";"1";"-";"-";"-";"-"
"573031";"573031";"54";"7";"2";"1517";"1345";"10";"4";"1331";"223";"73";"35";"72";"60";"18";"172";"636";"42";"0";"0";"-";"-";"-";"-"
"573032";"573032";"54";"7";"2";"1398";"1196";"11";"3";"1182";"252";"68";"33";"70";"43";"38";"196";"445";"37";"0";"0";"-";"-";"-";"-"
"573033";"573033";"54";"7";"2";"628";"567";"3";"2";"562";"80";"54";"13";"26";"43";"25";"55";"248";"18";"0";"0";"-";"-";"-";"-"
"575001";"575001";"55";"7";"2";"4176";"3624";"34";"9";"3581";"955";"190";"116";"229";"192";"14";"492";"1299";"90";"4";"0";"-";"-";"-";"-"
"575002";"575002";"55";"7";"2";"689";"591";"8";"1";"582";"100";"20";"16";"42";"37";"2";"118";"235";"11";"1";"0";"-";"-";"-";"-"
"575003";"575003";"55";"7";"2";"2703";"2313";"22";"7";"2284";"539";"112";"68";"161";"105";"14";"378";"822";"82";"3";"0";"-";"-";"-";"-"
"575004";"575004";"55";"7";"2";"866";"756";"4";"2";"750";"100";"37";"16";"44";"49";"6";"137";"339";"20";"0";"2";"-";"-";"-";"-"
"575005";"575005";"55";"7";"2";"942";"819";"5";"2";"812";"144";"37";"21";"35";"54";"7";"115";"380";"19";"0";"0";"-";"-";"-";"-"
"575006";"575006";"55";"7";"2";"425";"369";"3";"1";"365";"71";"18";"13";"22";"24";"7";"59";"138";"13";"0";"0";"-";"-";"-";"-"
"575007";"575007";"55";"7";"2";"2651";"2309";"19";"5";"2285";"445";"132";"117";"148";"111";"37";"281";"970";"44";"0";"0";"-";"-";"-";"-"
"575008";"575008";"55";"7";"2";"722";"619";"7";"1";"611";"106";"37";"28";"47";"38";"10";"58";"256";"31";"0";"0";"-";"-";"-";"-"
"575009";"575009";"55";"7";"2";"1884";"1666";"18";"6";"1642";"365";"95";"55";"106";"75";"14";"240";"651";"40";"1";"0";"-";"-";"-";"-"
"575010";"575010";"55";"7";"2";"553";"491";"7";"2";"482";"69";"34";"16";"15";"32";"2";"63";"244";"7";"0";"0";"-";"-";"-";"-"
"575011";"575011";"55";"7";"2";"1349";"1182";"10";"6";"1166";"260";"40";"51";"81";"61";"11";"192";"445";"25";"0";"0";"-";"-";"-";"-"
"575012";"575012";"55";"7";"2";"355";"329";"0";"0";"329";"54";"25";"13";"16";"31";"7";"43";"136";"4";"0";"0";"-";"-";"-";"-"
"575013";"575013";"55";"7";"2";"610";"532";"1";"2";"529";"91";"30";"30";"35";"28";"3";"74";"216";"22";"0";"0";"-";"-";"-";"-"
"575014";"575014";"55";"7";"2";"6686";"5725";"36";"18";"5671";"1681";"353";"246";"372";"280";"30";"710";"1846";"152";"1";"0";"-";"-";"-";"-"
"575015";"575015";"55";"7";"2";"508";"470";"1";"0";"469";"76";"25";"26";"28";"36";"0";"85";"180";"12";"1";"0";"-";"-";"-";"-"
"575016";"575016";"55";"7";"2";"2080";"1929";"6";"2";"1921";"374";"194";"91";"104";"126";"2";"202";"778";"50";"0";"0";"-";"-";"-";"-"
"575017";"575017";"55";"7";"2";"1070";"970";"10";"1";"959";"192";"63";"37";"108";"53";"15";"137";"331";"22";"1";"0";"-";"-";"-";"-"
"575018";"575018";"55";"7";"2";"1115";"991";"9";"2";"980";"235";"63";"35";"54";"62";"9";"138";"354";"30";"0";"0";"-";"-";"-";"-"
"575019";"575019";"55";"7";"2";"1605";"1402";"11";"6";"1385";"284";"66";"40";"111";"62";"13";"274";"496";"38";"1";"0";"-";"-";"-";"-"
"580001";"580001";"50";"7";"2";"672";"577";"5";"3";"569";"149";"25";"17";"24";"28";"5";"84";"214";"23";"0";"0";"-";"-";"-";"-"
"580002";"580002";"50";"7";"2";"662";"576";"7";"2";"567";"123";"15";"12";"37";"16";"8";"84";"253";"19";"0";"0";"-";"-";"-";"-"
"580003";"580003";"50";"7";"2";"5164";"4501";"35";"19";"4447";"1164";"253";"154";"220";"154";"58";"702";"1638";"102";"1";"1";"-";"-";"-";"-"
"580004";"580004";"50";"7";"2";"3268";"2987";"19";"10";"2958";"700";"211";"105";"187";"138";"20";"429";"1063";"105";"0";"0";"-";"-";"-";"-"
"580005";"580005";"50";"7";"2";"1454";"1302";"11";"2";"1289";"364";"55";"26";"52";"51";"35";"226";"454";"26";"0";"0";"-";"-";"-";"-"
"580006";"580006";"50";"7";"2";"663";"579";"3";"0";"576";"103";"27";"9";"32";"41";"3";"104";"243";"14";"0";"0";"-";"-";"-";"-"
"580007";"580007";"50";"7";"2";"1761";"1469";"11";"2";"1456";"353";"64";"42";"89";"66";"22";"209";"580";"30";"1";"0";"-";"-";"-";"-"
"580008";"580008";"50";"7";"2";"1701";"1527";"9";"6";"1512";"357";"110";"55";"85";"62";"4";"230";"557";"50";"0";"2";"-";"-";"-";"-"
"580009";"580009";"50";"7";"2";"1673";"1471";"15";"3";"1453";"341";"75";"45";"73";"49";"7";"238";"579";"46";"0";"0";"-";"-";"-";"-"
"580010";"580010";"50";"7";"2";"955";"806";"8";"3";"795";"185";"44";"21";"37";"39";"6";"104";"338";"21";"0";"0";"-";"-";"-";"-"
"580011";"580011";"50";"7";"2";"1973";"1625";"13";"5";"1607";"317";"54";"42";"65";"87";"62";"302";"625";"52";"0";"1";"-";"-";"-";"-"
"580012";"580012";"50";"7";"2";"2605";"2155";"15";"10";"2130";"571";"81";"73";"123";"89";"28";"293";"828";"44";"0";"0";"-";"-";"-";"-"
"580013";"580013";"50";"7";"2";"1688";"1452";"8";"9";"1435";"318";"75";"36";"82";"53";"5";"254";"578";"34";"0";"0";"-";"-";"-";"-"
"580014";"580014";"50";"7";"2";"3076";"2594";"15";"7";"2572";"521";"117";"136";"117";"129";"15";"518";"976";"43";"0";"0";"-";"-";"-";"-"
"580015";"580015";"50";"7";"2";"3718";"3130";"21";"11";"3098";"744";"123";"131";"159";"113";"7";"574";"1151";"93";"1";"2";"-";"-";"-";"-"
"580016";"580016";"50";"7";"2";"6988";"5900";"35";"22";"5843";"1434";"489";"214";"465";"277";"56";"746";"1889";"271";"1";"1";"-";"-";"-";"-"
"580017";"580017";"50";"7";"2";"3085";"2683";"20";"15";"2648";"816";"170";"92";"219";"91";"16";"385";"760";"99";"0";"0";"-";"-";"-";"-"
"580018";"580018";"50";"7";"2";"1941";"1606";"13";"8";"1585";"528";"104";"49";"122";"55";"10";"229";"418";"70";"0";"0";"-";"-";"-";"-"
"607001";"607001";"58";"7";"2";"9821";"8449";"56";"30";"8363";"2986";"480";"277";"785";"275";"90";"1255";"1752";"463";"0";"0";"-";"-";"-";"-"
"607002";"607002";"58";"7";"2";"1149";"1062";"8";"3";"1051";"275";"58";"38";"67";"41";"16";"178";"345";"31";"1";"1";"-";"-";"-";"-"
"607003";"607003";"58";"7";"2";"7151";"6609";"31";"8";"6570";"1721";"441";"311";"385";"340";"57";"921";"2195";"197";"1";"1";"-";"-";"-";"-"
"607004";"607004";"58";"7";"2";"603";"530";"5";"0";"525";"113";"25";"26";"38";"38";"4";"108";"159";"14";"0";"0";"-";"-";"-";"-"
"607005";"607005";"58";"7";"2";"3962";"3613";"30";"11";"3572";"732";"286";"196";"212";"239";"22";"483";"1311";"89";"2";"0";"-";"-";"-";"-"
"607006";"607006";"58";"7";"2";"7481";"6312";"35";"21";"6256";"2283";"330";"178";"535";"187";"49";"1025";"1395";"274";"0";"0";"-";"-";"-";"-"
"607007";"607007";"58";"7";"2";"1450";"1351";"4";"2";"1345";"348";"84";"57";"69";"54";"7";"195";"500";"29";"1";"1";"-";"-";"-";"-"
"607008";"607008";"58";"7";"2";"5522";"4425";"43";"11";"4371";"1295";"274";"159";"439";"221";"36";"693";"913";"339";"0";"2";"-";"-";"-";"-"
"615001";"615001";"71";"8";"3";"4601";"3835";"25";"23";"3787";"1344";"235";"97";"450";"187";"14";"531";"626";"302";"0";"1";"-";"-";"-";"-"
"615002";"615002";"71";"8";"3";"4289";"3494";"39";"18";"3437";"1051";"259";"78";"459";"166";"12";"462";"668";"280";"2";"0";"-";"-";"-";"-"
"615003";"615003";"71";"8";"3";"7052";"5825";"52";"29";"5744";"1473";"510";"234";"597";"438";"28";"701";"1384";"374";"3";"2";"-";"-";"-";"-"
"615004";"615004";"71";"8";"3";"155";"139";"1";"0";"138";"37";"13";"8";"4";"4";"0";"14";"39";"19";"0";"0";"-";"-";"-";"-"
"615005";"615005";"71";"8";"3";"5509";"4541";"45";"23";"4473";"1486";"376";"111";"518";"271";"22";"568";"803";"317";"1";"0";"-";"-";"-";"-"
"615006";"615006";"71";"8";"3";"6877";"6271";"47";"14";"6210";"1869";"470";"200";"480";"325";"27";"853";"1776";"210";"0";"0";"-";"-";"-";"-"
"615007";"615007";"71";"8";"3";"3916";"3600";"30";"6";"3564";"1026";"244";"110";"292";"208";"11";"532";"1028";"111";"1";"1";"-";"-";"-";"-"
"615008";"615008";"71";"8";"3";"1643";"1516";"14";"2";"1500";"342";"113";"59";"91";"107";"3";"193";"563";"29";"0";"0";"-";"-";"-";"-"
"615009";"615009";"71";"8";"3";"1757";"1572";"16";"4";"1552";"372";"99";"40";"103";"104";"3";"214";"559";"58";"0";"0";"-";"-";"-";"-"
"615010";"615010";"71";"8";"3";"1927";"1782";"11";"4";"1767";"446";"156";"52";"122";"125";"15";"243";"535";"73";"0";"0";"-";"-";"-";"-"
"615011";"615011";"71";"8";"3";"4479";"4181";"10";"9";"4162";"691";"360";"239";"191";"475";"23";"425";"1655";"103";"0";"0";"-";"-";"-";"-"
"615012";"615012";"71";"8";"3";"3059";"2823";"15";"9";"2799";"710";"219";"100";"206";"167";"6";"360";"954";"77";"0";"0";"-";"-";"-";"-"
"615013";"615013";"71";"8";"3";"3478";"3097";"15";"15";"3067";"600";"268";"119";"182";"156";"39";"476";"1133";"93";"1";"0";"-";"-";"-";"-"
