"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2011 - Stemmeberettigede";"FV2011 - Afgivne stemmer";"FV2011 - Blanke stemmer";"FV2011 - Andre ugyldige stemmer";"FV2011 - Gyldige stemmer";"FV2011 - A. Socialdemokratiet";"FV2011 - B. Radikale Venstre";"FV2011 - C. Det Konservative Folkeparti";"FV2011 - F. SF - Socialistisk Folkeparti";"FV2011 - I. Liberal Alliance";"FV2011 - K. Kristendemokraterne";"FV2011 - O. Dansk Folkeparti";"FV2011 - V. Venstre, Danmarks Liberale Parti";"FV2011 - Ø. Enhedslisten - De Rød-Grønne";"FV2011 - 1. Uden for partierne";"FV2011 - 2. Uden for partierne";"FV2011 - 3. Uden for partierne";"FV2011 - 4. Uden for partierne";"FV2011 - 5. Uden for partierne";"FV2011 - 6. Uden for partierne"
"615014";"615014";"71";"8";"3";"1324";"1197";"13";"2";"1182";"229";"110";"45";"82";"77";"13";"175";"408";"43";"0";"0";"-";"-";"-";"-"
"615015";"615015";"71";"8";"3";"1343";"1190";"6";"3";"1181";"241";"145";"34";"124";"66";"7";"168";"322";"74";"0";"0";"-";"-";"-";"-"
"615016";"615016";"71";"8";"3";"2445";"2203";"18";"7";"2178";"462";"190";"75";"168";"118";"12";"302";"771";"80";"0";"0";"-";"-";"-";"-"
"615017";"615017";"71";"8";"3";"1865";"1664";"14";"4";"1646";"370";"161";"61";"151";"93";"7";"210";"496";"96";"1";"0";"-";"-";"-";"-"
"615018";"615018";"71";"8";"3";"2468";"2239";"10";"4";"2225";"529";"197";"72";"179";"115";"7";"293";"722";"110";"0";"1";"-";"-";"-";"-"
"615019";"615019";"71";"8";"3";"1401";"1282";"12";"2";"1268";"317";"117";"36";"122";"70";"3";"131";"413";"59";"0";"0";"-";"-";"-";"-"
"621001";"621001";"59";"7";"2";"5411";"4631";"29";"12";"4590";"816";"443";"241";"504";"356";"24";"471";"1425";"308";"1";"1";"-";"-";"-";"-"
"621002";"621002";"59";"7";"2";"3532";"2817";"18";"10";"2789";"839";"199";"94";"394";"131";"16";"413";"472";"231";"0";"0";"-";"-";"-";"-"
"621003";"621003";"59";"7";"2";"4308";"3711";"15";"9";"3687";"1040";"313";"135";"457";"168";"38";"492";"855";"187";"2";"0";"-";"-";"-";"-"
"621004";"621004";"59";"7";"2";"5797";"5327";"29";"7";"5291";"789";"498";"380";"307";"420";"32";"596";"2148";"121";"0";"0";"-";"-";"-";"-"
"621005";"621005";"59";"7";"2";"4065";"3674";"12";"12";"3650";"729";"282";"164";"299";"192";"15";"534";"1337";"98";"0";"0";"-";"-";"-";"-"
"621006";"621006";"59";"7";"2";"3378";"3078";"22";"10";"3046";"512";"225";"146";"214";"202";"13";"435";"1215";"84";"0";"0";"-";"-";"-";"-"
"621007";"621007";"59";"7";"2";"4157";"3726";"23";"12";"3691";"757";"230";"210";"328";"207";"52";"517";"1254";"134";"0";"2";"-";"-";"-";"-"
"621008";"621008";"60";"7";"2";"4618";"3758";"18";"12";"3728";"945";"242";"132";"541";"206";"17";"633";"777";"234";"0";"1";"-";"-";"-";"-"
"621009";"621009";"60";"7";"2";"6349";"5426";"42";"25";"5359";"1109";"522";"217";"706";"336";"88";"733";"1346";"299";"0";"3";"-";"-";"-";"-"
"621010";"621010";"60";"7";"2";"4377";"3982";"23";"11";"3948";"888";"281";"188";"431";"169";"98";"581";"1190";"122";"0";"0";"-";"-";"-";"-"
"621011";"621011";"60";"7";"2";"2972";"2753";"14";"8";"2731";"453";"241";"173";"162";"191";"8";"328";"1113";"59";"1";"2";"-";"-";"-";"-"
"621012";"621012";"60";"7";"2";"3299";"2990";"18";"3";"2969";"508";"293";"125";"355";"153";"16";"415";"965";"135";"1";"3";"-";"-";"-";"-"
"621013";"621013";"60";"7";"2";"2037";"1817";"6";"4";"1807";"437";"123";"67";"142";"107";"8";"326";"544";"53";"0";"0";"-";"-";"-";"-"
"621014";"621014";"60";"7";"2";"5518";"4821";"38";"11";"4772";"1078";"232";"529";"301";"242";"54";"827";"1364";"144";"1";"0";"-";"-";"-";"-"
"621015";"621015";"60";"7";"2";"5108";"4422";"21";"10";"4391";"955";"265";"206";"324";"211";"69";"708";"1498";"154";"0";"1";"-";"-";"-";"-"
"630001";"630001";"57";"7";"2";"2207";"1849";"15";"9";"1825";"530";"160";"94";"168";"87";"17";"244";"451";"74";"0";"0";"-";"-";"-";"-"
"630002";"630002";"57";"7";"2";"3996";"3561";"21";"15";"3525";"864";"289";"174";"255";"189";"63";"564";"1019";"108";"0";"0";"-";"-";"-";"-"
"630003";"630003";"57";"7";"2";"1562";"1469";"7";"5";"1457";"338";"113";"62";"85";"58";"44";"247";"460";"50";"0";"0";"-";"-";"-";"-"
"630004";"630004";"57";"7";"2";"1722";"1530";"19";"3";"1508";"302";"92";"62";"90";"96";"24";"280";"505";"57";"0";"0";"-";"-";"-";"-"
"630005";"630005";"57";"7";"2";"1457";"1340";"11";"0";"1329";"277";"102";"47";"79";"60";"22";"248";"453";"41";"0";"0";"-";"-";"-";"-"
"630006";"630006";"57";"7";"2";"2651";"2310";"16";"7";"2287";"375";"187";"88";"154";"134";"18";"381";"886";"64";"0";"0";"-";"-";"-";"-"
"630007";"630007";"57";"7";"2";"729";"687";"3";"0";"684";"145";"53";"20";"26";"38";"9";"143";"225";"25";"0";"0";"-";"-";"-";"-"
"630008";"630008";"57";"7";"2";"1503";"1373";"10";"2";"1361";"247";"116";"57";"128";"89";"16";"214";"449";"45";"0";"0";"-";"-";"-";"-"
"630009";"630009";"57";"7";"2";"10669";"8576";"87";"34";"8455";"2258";"643";"301";"949";"545";"88";"1275";"1828";"565";"1";"2";"-";"-";"-";"-"
"630010";"630010";"57";"7";"2";"935";"859";"8";"1";"850";"168";"65";"30";"55";"45";"10";"148";"288";"41";"0";"0";"-";"-";"-";"-"
"630011";"630011";"57";"7";"2";"3537";"3247";"15";"12";"3220";"679";"263";"193";"168";"219";"17";"506";"1109";"66";"0";"0";"-";"-";"-";"-"
"630012";"630012";"57";"7";"2";"2511";"2332";"13";"6";"2313";"363";"267";"161";"133";"175";"9";"326";"793";"86";"0";"0";"-";"-";"-";"-"
"630013";"630013";"57";"7";"2";"2109";"1762";"12";"9";"1741";"568";"148";"45";"188";"62";"9";"256";"335";"128";"1";"1";"-";"-";"-";"-"
"630014";"630014";"57";"7";"2";"2402";"2063";"16";"6";"2041";"621";"203";"60";"215";"81";"8";"341";"381";"130";"0";"1";"-";"-";"-";"-"
"630015";"630015";"57";"7";"2";"2946";"2428";"13";"17";"2398";"677";"159";"86";"237";"153";"20";"396";"507";"163";"0";"0";"-";"-";"-";"-"
"630016";"630016";"56";"7";"2";"1629";"1520";"10";"6";"1504";"276";"141";"81";"99";"91";"15";"206";"526";"68";"0";"1";"-";"-";"-";"-"
"630017";"630017";"56";"7";"2";"4366";"3801";"35";"17";"3749";"674";"229";"184";"196";"137";"44";"936";"1284";"65";"0";"0";"-";"-";"-";"-"
"630018";"630018";"56";"7";"2";"1707";"1517";"9";"7";"1501";"230";"112";"26";"87";"68";"25";"501";"395";"56";"0";"1";"-";"-";"-";"-"
"630019";"630019";"56";"7";"2";"934";"829";"6";"4";"819";"149";"89";"39";"41";"39";"10";"158";"273";"21";"0";"0";"-";"-";"-";"-"
"630020";"630020";"56";"7";"2";"861";"777";"6";"5";"766";"116";"40";"28";"66";"31";"6";"170";"290";"19";"0";"0";"-";"-";"-";"-"
"630021";"630021";"56";"7";"2";"822";"747";"11";"4";"732";"90";"57";"26";"35";"49";"11";"185";"264";"15";"0";"0";"-";"-";"-";"-"
"630022";"630022";"56";"7";"2";"371";"345";"3";"1";"341";"47";"29";"16";"17";"29";"2";"59";"132";"10";"0";"0";"-";"-";"-";"-"
"630023";"630023";"56";"7";"2";"1252";"1098";"7";"1";"1090";"207";"53";"41";"64";"47";"6";"273";"364";"35";"0";"0";"-";"-";"-";"-"
"630024";"630024";"56";"7";"2";"2926";"2683";"17";"4";"2662";"546";"341";"129";"280";"132";"18";"310";"772";"134";"0";"0";"-";"-";"-";"-"
"630025";"630025";"56";"7";"2";"1321";"1175";"8";"8";"1159";"194";"80";"33";"106";"57";"14";"187";"441";"47";"0";"0";"-";"-";"-";"-"
"630026";"630026";"56";"7";"2";"976";"911";"9";"4";"898";"213";"92";"46";"58";"53";"17";"128";"270";"21";"0";"0";"-";"-";"-";"-"
"630027";"630027";"56";"7";"2";"1625";"1492";"1";"1";"1490";"277";"127";"49";"99";"72";"9";"261";"554";"42";"0";"0";"-";"-";"-";"-"
"630028";"630028";"56";"7";"2";"1208";"1092";"8";"0";"1084";"138";"79";"47";"73";"70";"13";"202";"425";"37";"0";"0";"-";"-";"-";"-"
"630029";"630029";"56";"7";"2";"1173";"1059";"6";"3";"1050";"178";"88";"40";"67";"65";"13";"224";"345";"30";"0";"0";"-";"-";"-";"-"
"630030";"630030";"56";"7";"2";"4266";"3699";"12";"16";"3671";"1015";"384";"103";"380";"149";"62";"543";"826";"208";"1";"0";"-";"-";"-";"-"
"630031";"630031";"56";"7";"2";"844";"785";"4";"2";"779";"168";"64";"36";"51";"53";"6";"114";"262";"23";"0";"2";"-";"-";"-";"-"
"630032";"630032";"56";"7";"2";"6034";"5570";"29";"15";"5526";"1093";"540";"390";"315";"400";"49";"690";"1899";"147";"1";"2";"-";"-";"-";"-"
"630033";"630033";"56";"7";"2";"1746";"1551";"10";"5";"1536";"361";"181";"56";"144";"90";"23";"243";"344";"93";"0";"1";"-";"-";"-";"-"
"630034";"630034";"56";"7";"2";"2935";"2670";"14";"11";"2645";"696";"256";"111";"238";"131";"17";"456";"644";"95";"1";"0";"-";"-";"-";"-"
"657001";"657001";"80";"9";"3";"19189";"16355";"106";"40";"16209";"3798";"1279";"808";"1252";"849";"295";"1848";"5476";"597";"6";"1";"-";"-";"-";"-"
"657002";"657002";"80";"9";"3";"1021";"862";"10";"2";"850";"191";"42";"26";"64";"36";"17";"170";"284";"20";"0";"0";"-";"-";"-";"-"
"657005";"657005";"80";"9";"3";"2426";"2152";"12";"9";"2131";"426";"119";"105";"85";"103";"55";"251";"954";"32";"1";"0";"-";"-";"-";"-"
"657006";"657006";"80";"9";"3";"744";"655";"4";"3";"648";"157";"32";"22";"75";"27";"19";"114";"187";"15";"0";"0";"-";"-";"-";"-"
"657007";"657007";"80";"9";"3";"3946";"3684";"16";"10";"3658";"658";"291";"137";"196";"185";"39";"360";"1728";"64";"0";"0";"-";"-";"-";"-"
"657008";"657008";"80";"9";"3";"1776";"1551";"13";"7";"1531";"322";"80";"68";"94";"46";"52";"217";"595";"57";"0";"0";"-";"-";"-";"-"
"657009";"657009";"80";"9";"3";"720";"656";"3";"2";"651";"81";"36";"35";"41";"30";"17";"118";"278";"14";"1";"0";"-";"-";"-";"-"
"657011";"657011";"80";"9";"3";"589";"538";"1";"3";"534";"107";"34";"19";"34";"21";"7";"92";"205";"15";"0";"0";"-";"-";"-";"-"
"657013";"657013";"81";"9";"3";"2987";"2686";"27";"8";"2651";"430";"156";"138";"157";"108";"225";"357";"1019";"58";"1";"2";"-";"-";"-";"-"
"657014";"657014";"81";"9";"3";"598";"517";"7";"1";"509";"100";"20";"11";"31";"17";"14";"101";"205";"10";"0";"0";"-";"-";"-";"-"
"657015";"657015";"81";"9";"3";"1123";"969";"2";"0";"967";"261";"87";"14";"112";"35";"26";"105";"248";"79";"0";"0";"-";"-";"-";"-"
"657016";"657016";"81";"9";"3";"886";"813";"7";"2";"804";"122";"45";"28";"55";"36";"24";"137";"341";"15";"1";"0";"-";"-";"-";"-"
"657017";"657017";"81";"9";"3";"5998";"5430";"24";"15";"5391";"938";"500";"296";"298";"356";"113";"511";"2245";"131";"3";"0";"-";"-";"-";"-"
"657018";"657018";"81";"9";"3";"529";"484";"2";"3";"479";"51";"25";"15";"35";"25";"45";"80";"191";"12";"0";"0";"-";"-";"-";"-"
"657019";"657019";"81";"9";"3";"715";"628";"8";"1";"619";"129";"31";"17";"36";"31";"6";"102";"260";"6";"0";"1";"-";"-";"-";"-"
"657020";"657020";"81";"9";"3";"368";"316";"4";"2";"310";"41";"21";"7";"15";"14";"6";"45";"152";"8";"0";"1";"-";"-";"-";"-"
"657021";"657021";"81";"9";"3";"675";"618";"5";"0";"613";"94";"43";"19";"38";"34";"24";"90";"246";"24";"0";"1";"-";"-";"-";"-"
"657022";"657022";"81";"9";"3";"727";"678";"3";"2";"673";"135";"53";"31";"62";"10";"28";"93";"236";"25";"0";"0";"-";"-";"-";"-"
"657023";"657023";"81";"9";"3";"3432";"3138";"14";"7";"3117";"590";"217";"130";"151";"161";"48";"334";"1425";"61";"0";"0";"-";"-";"-";"-"
"657024";"657024";"81";"9";"3";"3337";"2993";"20";"15";"2958";"520";"158";"120";"148";"184";"37";"365";"1359";"66";"0";"1";"-";"-";"-";"-"
"657025";"657025";"81";"9";"3";"951";"819";"1";"1";"817";"92";"36";"45";"39";"37";"49";"136";"362";"19";"2";"0";"-";"-";"-";"-"
"657026";"657026";"81";"9";"3";"3924";"3612";"24";"12";"3576";"770";"270";"162";"214";"141";"96";"382";"1469";"72";"0";"0";"-";"-";"-";"-"
"657027";"657027";"81";"9";"3";"3150";"2871";"8";"4";"2859";"499";"189";"108";"131";"120";"110";"341";"1295";"66";"0";"0";"-";"-";"-";"-"
"657028";"657028";"81";"9";"3";"379";"358";"2";"1";"355";"83";"22";"9";"28";"24";"21";"46";"114";"8";"0";"0";"-";"-";"-";"-"
"657029";"657029";"81";"9";"3";"1243";"1132";"6";"1";"1125";"162";"75";"48";"56";"49";"109";"134";"468";"23";"0";"1";"-";"-";"-";"-"
"657030";"657030";"81";"9";"3";"858";"775";"1";"3";"771";"129";"40";"28";"41";"36";"25";"143";"316";"13";"0";"0";"-";"-";"-";"-"
"661001";"661001";"82";"9";"3";"13817";"12065";"97";"25";"11943";"2919";"915";"495";"1061";"690";"834";"1244";"3325";"453";"6";"1";"-";"-";"-";"-"
"661002";"661002";"82";"9";"3";"3272";"3082";"16";"5";"3061";"693";"221";"107";"221";"196";"199";"317";"1041";"65";"1";"0";"-";"-";"-";"-"
"661003";"661003";"82";"9";"3";"1646";"1457";"6";"3";"1448";"285";"75";"65";"108";"92";"73";"176";"543";"31";"0";"0";"-";"-";"-";"-"
"661004";"661004";"82";"9";"3";"2650";"2469";"17";"10";"2442";"498";"205";"110";"173";"160";"139";"212";"886";"59";"0";"0";"-";"-";"-";"-"
"661005";"661005";"82";"9";"3";"9917";"8702";"49";"30";"8623";"2613";"562";"336";"847";"374";"592";"916";"2010";"368";"3";"2";"-";"-";"-";"-"
"661006";"661006";"82";"9";"3";"4304";"3818";"29";"11";"3778";"925";"222";"118";"283";"224";"228";"525";"1152";"99";"2";"0";"-";"-";"-";"-"
"661007";"661007";"82";"9";"3";"1527";"1367";"13";"5";"1349";"232";"83";"52";"110";"66";"101";"145";"521";"37";"2";"0";"-";"-";"-";"-"
"661008";"661008";"82";"9";"3";"2576";"2276";"11";"5";"2260";"392";"112";"59";"256";"88";"209";"248";"792";"102";"2";"0";"-";"-";"-";"-"
"661009";"661009";"82";"9";"3";"1534";"1348";"8";"3";"1337";"273";"69";"40";"131";"61";"94";"170";"451";"48";"0";"0";"-";"-";"-";"-"
"661010";"661010";"82";"9";"3";"931";"814";"3";"2";"809";"147";"52";"23";"60";"24";"41";"152";"270";"40";"0";"0";"-";"-";"-";"-"
"665001";"665001";"73";"9";"3";"5518";"4751";"35";"18";"4698";"1049";"333";"177";"536";"240";"275";"622";"1352";"114";"0";"0";"-";"-";"-";"-"
"665002";"665002";"73";"9";"3";"1954";"1749";"4";"4";"1741";"321";"168";"68";"235";"101";"133";"192";"464";"59";"0";"0";"-";"-";"-";"-"
"665003";"665003";"73";"9";"3";"1648";"1481";"6";"0";"1475";"282";"104";"39";"195";"75";"82";"181";"474";"43";"0";"0";"-";"-";"-";"-"
"665004";"665004";"73";"9";"3";"1618";"1442";"8";"4";"1430";"261";"79";"40";"205";"73";"85";"185";"452";"49";"0";"1";"-";"-";"-";"-"
"665005";"665005";"73";"9";"3";"1141";"1017";"3";"1";"1013";"139";"48";"22";"100";"58";"75";"154";"380";"36";"1";"0";"-";"-";"-";"-"
"665006";"665006";"73";"9";"3";"1084";"990";"9";"7";"974";"140";"48";"27";"91";"54";"97";"125";"362";"30";"0";"0";"-";"-";"-";"-"
"665007";"665007";"73";"9";"3";"1672";"1373";"11";"8";"1354";"308";"50";"26";"90";"47";"90";"268";"442";"33";"0";"0";"-";"-";"-";"-"
"665008";"665008";"73";"9";"3";"1484";"1328";"6";"4";"1318";"333";"53";"35";"96";"47";"124";"166";"439";"25";"0";"0";"-";"-";"-";"-"
"671001";"671001";"73";"9";"3";"6277";"5441";"23";"18";"5400";"1846";"324";"172";"592";"198";"156";"571";"1336";"204";"1";"0";"-";"-";"-";"-"
"671002";"671002";"73";"9";"3";"1723";"1538";"8";"4";"1526";"491";"106";"70";"159";"71";"48";"172";"368";"41";"0";"0";"-";"-";"-";"-"
"671003";"671003";"73";"9";"3";"1299";"1193";"13";"1";"1179";"247";"83";"35";"91";"65";"86";"126";"409";"37";"0";"0";"-";"-";"-";"-"
"671004";"671004";"73";"9";"3";"1390";"1274";"10";"2";"1262";"343";"68";"31";"143";"65";"84";"130";"364";"34";"0";"0";"-";"-";"-";"-"
"671005";"671005";"73";"9";"3";"1478";"1370";"6";"0";"1364";"367";"104";"47";"118";"71";"48";"139";"439";"30";"1";"0";"-";"-";"-";"-"
"671006";"671006";"73";"9";"3";"1701";"1566";"4";"7";"1555";"294";"93";"41";"116";"62";"140";"208";"567";"34";"0";"0";"-";"-";"-";"-"
"671007";"671007";"73";"9";"3";"2610";"2291";"21";"7";"2263";"537";"109";"104";"208";"79";"242";"297";"622";"64";"1";"0";"-";"-";"-";"-"
"706001";"706001";"66";"8";"3";"6956";"6080";"26";"29";"6025";"1445";"554";"253";"480";"216";"11";"785";"2009";"271";"1";"0";"-";"-";"-";"-"
"706002";"706002";"66";"8";"3";"3026";"2735";"18";"5";"2712";"602";"246";"85";"262";"111";"9";"353";"811";"230";"1";"2";"-";"-";"-";"-"
"706003";"706003";"66";"8";"3";"1774";"1530";"4";"4";"1522";"452";"109";"38";"169";"49";"3";"200";"395";"106";"1";"0";"-";"-";"-";"-"
"706004";"706004";"66";"8";"3";"2547";"2173";"6";"3";"2164";"615";"128";"80";"186";"86";"9";"287";"669";"103";"0";"1";"-";"-";"-";"-"
"706005";"706005";"66";"8";"3";"3524";"3003";"26";"15";"2962";"943";"212";"88";"207";"114";"9";"383";"869";"137";"0";"0";"-";"-";"-";"-"
"706006";"706006";"66";"8";"3";"5206";"4662";"33";"15";"4614";"1275";"405";"193";"383";"185";"14";"532";"1422";"205";"0";"0";"-";"-";"-";"-"
"706007";"706007";"66";"8";"3";"2650";"2316";"14";"2";"2300";"676";"157";"63";"195";"83";"11";"331";"684";"99";"0";"1";"-";"-";"-";"-"
"706008";"706008";"66";"8";"3";"5592";"5001";"23";"8";"4970";"1215";"574";"204";"410";"241";"34";"545";"1478";"268";"1";"0";"-";"-";"-";"-"
"707001";"707001";"66";"8";"3";"6726";"5791";"40";"18";"5733";"1866";"365";"180";"361";"259";"34";"731";"1753";"183";"0";"1";"-";"-";"-";"-"
"707002";"707002";"66";"8";"3";"127";"107";"1";"0";"106";"22";"19";"2";"14";"5";"0";"14";"18";"12";"0";"0";"-";"-";"-";"-"
"707003";"707003";"66";"8";"3";"2045";"1758";"15";"3";"1740";"480";"97";"37";"123";"69";"4";"293";"548";"88";"0";"1";"-";"-";"-";"-"
"707004";"707004";"66";"8";"3";"5407";"4442";"34";"15";"4393";"1711";"222";"100";"299";"138";"15";"677";"1039";"191";"0";"1";"-";"-";"-";"-"
"707005";"707005";"66";"8";"3";"3983";"3408";"26";"5";"3377";"890";"236";"107";"250";"129";"28";"446";"1066";"224";"0";"1";"-";"-";"-";"-"
"707006";"707006";"66";"8";"3";"1707";"1460";"20";"6";"1434";"406";"75";"48";"103";"49";"5";"196";"475";"77";"0";"0";"-";"-";"-";"-"
"707007";"707007";"66";"8";"3";"2520";"2098";"11";"6";"2081";"645";"121";"60";"153";"93";"15";"301";"572";"121";"0";"0";"-";"-";"-";"-"
"707008";"707008";"66";"8";"3";"3439";"2899";"13";"6";"2880";"954";"176";"55";"257";"106";"38";"347";"834";"113";"0";"0";"-";"-";"-";"-"
"707009";"707009";"66";"8";"3";"3025";"2632";"19";"10";"2603";"766";"151";"74";"179";"103";"11";"354";"852";"112";"0";"1";"-";"-";"-";"-"
"710001";"710001";"69";"8";"3";"4016";"3570";"22";"3";"3545";"948";"327";"162";"237";"172";"13";"370";"1184";"131";"1";"0";"-";"-";"-";"-"
"710002";"710002";"69";"8";"3";"2736";"2456";"11";"6";"2439";"664";"231";"107";"170";"87";"16";"269";"811";"84";"0";"0";"-";"-";"-";"-"
"710003";"710003";"69";"8";"3";"1524";"1398";"8";"3";"1387";"336";"132";"78";"94";"67";"10";"171";"467";"32";"0";"0";"-";"-";"-";"-"
"710004";"710004";"69";"8";"3";"5524";"4877";"26";"19";"4832";"1394";"352";"257";"351";"176";"21";"563";"1558";"159";"0";"1";"-";"-";"-";"-"
"710005";"710005";"69";"8";"3";"1509";"1395";"5";"5";"1385";"343";"117";"49";"100";"78";"6";"201";"419";"72";"0";"0";"-";"-";"-";"-"
"710006";"710006";"69";"8";"3";"3112";"2805";"15";"6";"2784";"753";"330";"131";"250";"123";"16";"262";"801";"118";"0";"0";"-";"-";"-";"-"
"710007";"710007";"69";"8";"3";"2921";"2702";"12";"4";"2686";"686";"262";"130";"209";"109";"17";"263";"909";"100";"0";"1";"-";"-";"-";"-"
"710008";"710008";"69";"8";"3";"1124";"1052";"4";"0";"1048";"265";"90";"28";"105";"37";"7";"126";"328";"61";"0";"1";"-";"-";"-";"-"
"710009";"710009";"69";"8";"3";"3124";"2761";"30";"5";"2726";"698";"191";"87";"180";"131";"19";"411";"916";"93";"0";"0";"-";"-";"-";"-"
"710010";"710010";"69";"8";"3";"2772";"2431";"21";"6";"2404";"611";"162";"81";"139";"127";"14";"334";"857";"78";"0";"1";"-";"-";"-";"-"
"710011";"710011";"69";"8";"3";"1505";"1338";"13";"3";"1322";"412";"83";"28";"87";"51";"2";"154";"415";"90";"0";"0";"-";"-";"-";"-"
"710012";"710012";"69";"8";"3";"1942";"1830";"6";"3";"1821";"465";"201";"109";"117";"78";"16";"148";"635";"52";"0";"0";"-";"-";"-";"-"
"710013";"710013";"69";"8";"3";"921";"820";"2";"2";"816";"202";"39";"29";"59";"33";"3";"134";"293";"23";"0";"1";"-";"-";"-";"-"
"710014";"710014";"69";"8";"3";"828";"769";"5";"2";"762";"195";"61";"27";"68";"32";"3";"106";"221";"47";"0";"2";"-";"-";"-";"-"
"727001";"727001";"70";"8";"3";"8965";"7975";"32";"13";"7930";"2278";"761";"348";"790";"306";"41";"701";"2320";"383";"1";"1";"-";"-";"-";"-"
"727002";"727002";"70";"8";"3";"335";"307";"3";"1";"303";"82";"25";"14";"28";"11";"1";"27";"102";"13";"0";"0";"-";"-";"-";"-"
"727003";"727003";"70";"8";"3";"1284";"1206";"5";"2";"1199";"279";"94";"64";"130";"44";"9";"129";"394";"56";"0";"0";"-";"-";"-";"-"
"727004";"727004";"70";"8";"3";"997";"925";"2";"2";"921";"230";"87";"35";"85";"25";"5";"104";"292";"58";"0";"0";"-";"-";"-";"-"
"727005";"727005";"70";"8";"3";"1450";"1342";"4";"0";"1338";"361";"125";"43";"140";"47";"1";"121";"411";"89";"0";"0";"-";"-";"-";"-"
"727006";"727006";"70";"8";"3";"840";"727";"4";"0";"723";"189";"70";"33";"67";"32";"4";"84";"204";"40";"0";"0";"-";"-";"-";"-"
"727007";"727007";"70";"8";"3";"1010";"919";"7";"2";"910";"274";"64";"15";"73";"47";"5";"111";"264";"57";"0";"0";"-";"-";"-";"-"
"727008";"727008";"70";"8";"3";"961";"859";"7";"2";"850";"205";"86";"24";"73";"41";"0";"93";"257";"69";"1";"1";"-";"-";"-";"-"
"727009";"727009";"70";"8";"3";"110";"105";"0";"0";"105";"19";"8";"4";"8";"5";"0";"12";"43";"6";"0";"0";"-";"-";"-";"-"
"727010";"727010";"70";"8";"3";"98";"93";"0";"0";"93";"19";"8";"7";"16";"1";"1";"16";"23";"2";"0";"0";"-";"-";"-";"-"
"730001";"730001";"68";"8";"3";"2317";"2050";"15";"4";"2031";"730";"135";"56";"168";"72";"7";"196";"556";"110";"1";"0";"-";"-";"-";"-"
"730002";"730002";"68";"8";"3";"1872";"1722";"8";"3";"1711";"470";"120";"71";"103";"79";"7";"225";"603";"32";"1";"0";"-";"-";"-";"-"
"730004";"730004";"68";"8";"3";"676";"619";"5";"0";"614";"187";"37";"13";"34";"17";"1";"73";"230";"22";"0";"0";"-";"-";"-";"-"
"730005";"730005";"67";"8";"3";"1225";"1031";"9";"5";"1017";"315";"39";"22";"74";"37";"2";"140";"357";"31";"0";"0";"-";"-";"-";"-"
"730006";"730006";"67";"8";"3";"970";"799";"6";"0";"793";"257";"32";"18";"63";"25";"7";"125";"224";"42";"0";"0";"-";"-";"-";"-"
"730007";"730007";"67";"8";"3";"1159";"1022";"8";"8";"1006";"326";"34";"19";"82";"33";"5";"131";"332";"44";"0";"0";"-";"-";"-";"-"
"730008";"730008";"67";"8";"3";"1960";"1739";"11";"1";"1727";"534";"98";"45";"122";"55";"4";"207";"612";"50";"0";"0";"-";"-";"-";"-"
"730009";"730009";"67";"8";"3";"1224";"1060";"2";"0";"1058";"366";"58";"19";"80";"32";"7";"166";"303";"27";"0";"0";"-";"-";"-";"-"
"730010";"730010";"67";"8";"3";"1109";"982";"5";"3";"974";"301";"50";"29";"65";"35";"20";"145";"286";"43";"0";"0";"-";"-";"-";"-"
"730011";"730011";"67";"8";"3";"3518";"3130";"14";"11";"3105";"1155";"203";"99";"207";"118";"13";"366";"817";"127";"0";"0";"-";"-";"-";"-"
"730012";"730012";"67";"8";"3";"1861";"1677";"13";"3";"1661";"507";"91";"50";"88";"57";"22";"148";"669";"29";"0";"0";"-";"-";"-";"-"
"730013";"730013";"67";"8";"3";"2862";"2701";"18";"6";"2677";"566";"215";"131";"175";"151";"10";"263";"1095";"70";"1";"0";"-";"-";"-";"-"
"730014";"730014";"67";"8";"3";"1975";"1760";"10";"3";"1747";"647";"93";"44";"80";"51";"9";"235";"545";"43";"0";"0";"-";"-";"-";"-"
"730015";"730015";"67";"8";"3";"680";"589";"6";"0";"583";"196";"26";"14";"33";"18";"3";"93";"184";"16";"0";"0";"-";"-";"-";"-"
"730016";"730016";"68";"8";"3";"868";"748";"7";"1";"740";"198";"41";"18";"33";"26";"0";"151";"255";"18";"0";"0";"-";"-";"-";"-"
"730017";"730017";"68";"8";"3";"1024";"907";"3";"1";"903";"262";"52";"36";"50";"41";"3";"141";"288";"29";"1";"0";"-";"-";"-";"-"
"730021";"730021";"68";"8";"3";"1849";"1692";"11";"5";"1676";"510";"125";"49";"105";"78";"13";"212";"541";"43";"0";"0";"-";"-";"-";"-"
"730024";"730024";"68";"8";"3";"4106";"3350";"23";"26";"3301";"1134";"207";"102";"354";"132";"25";"376";"703";"266";"0";"2";"-";"-";"-";"-"
"730025";"730025";"68";"8";"3";"3163";"2623";"25";"7";"2591";"837";"216";"84";"249";"111";"14";"278";"631";"170";"0";"1";"-";"-";"-";"-"
"730026";"730026";"67";"8";"3";"4172";"3553";"16";"9";"3528";"1565";"162";"80";"282";"86";"15";"424";"754";"159";"0";"1";"-";"-";"-";"-"
"730027";"730027";"67";"8";"3";"3844";"3096";"18";"12";"3066";"1471";"119";"48";"298";"71";"16";"411";"439";"193";"0";"0";"-";"-";"-";"-"
