"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Personlige stemmer i alt";"FV2015 - A - personlige stemmer i alt";"FV2015 - B - personlige stemmer i alt";"FV2015 - C - personlige stemmer i alt";"FV2015 - F - personlige stemmer i alt";"FV2015 - I - personlige stemmer i alt";"FV2015 - K - personlige stemmer i alt";"FV2015 - O - personlige stemmer i alt";"FV2015 - V - personlige stemmer i alt";"FV2015 - Ø - personlige stemmer i alt";"FV2015 - Å - personlige stemmer i alt";"FV2015 - A-01";"FV2015 - A-02";"FV2015 - A-03";"FV2015 - A-04";"FV2015 - A-05";"FV2015 - A-06";"FV2015 - A-07";"FV2015 - A-08";"FV2015 - A-09";"FV2015 - A-10";"FV2015 - A-11";"FV2015 - A-12";"FV2015 - A-13";"FV2015 - B-01";"FV2015 - B-02";"FV2015 - B-03";"FV2015 - B-04";"FV2015 - B-05";"FV2015 - B-06";"FV2015 - B-07";"FV2015 - B-08";"FV2015 - B-09";"FV2015 - B-10";"FV2015 - B-11";"FV2015 - B-12";"FV2015 - C-01";"FV2015 - C-02";"FV2015 - C-03";"FV2015 - C-04";"FV2015 - C-05";"FV2015 - C-06";"FV2015 - C-07";"FV2015 - C-08";"FV2015 - C-09";"FV2015 - F-01";"FV2015 - F-02";"FV2015 - F-03";"FV2015 - F-04";"FV2015 - F-05";"FV2015 - F-06";"FV2015 - F-07";"FV2015 - F-08";"FV2015 - F-09";"FV2015 - F-10";"FV2015 - F-11";"FV2015 - F-12";"FV2015 - F-13";"FV2015 - I-01";"FV2015 - I-02";"FV2015 - I-03";"FV2015 - I-04";"FV2015 - I-05";"FV2015 - I-06";"FV2015 - I-07";"FV2015 - I-08";"FV2015 - I-09";"FV2015 - I-10";"FV2015 - I-11";"FV2015 - K-01";"FV2015 - K-02";"FV2015 - K-03";"FV2015 - K-04";"FV2015 - K-05";"FV2015 - K-06";"FV2015 - K-07";"FV2015 - K-08";"FV2015 - K-09";"FV2015 - K-10";"FV2015 - K-11";"FV2015 - O-01";"FV2015 - O-02";"FV2015 - O-03";"FV2015 - O-04";"FV2015 - O-05";"FV2015 - O-06";"FV2015 - O-07";"FV2015 - O-08";"FV2015 - O-09";"FV2015 - O-10";"FV2015 - O-11";"FV2015 - O-12";"FV2015 - O-13";"FV2015 - V-01";"FV2015 - V-02";"FV2015 - V-03";"FV2015 - V-04";"FV2015 - V-05";"FV2015 - V-06";"FV2015 - V-07";"FV2015 - V-08";"FV2015 - V-09";"FV2015 - V-10";"FV2015 - V-11";"FV2015 - V-12";"FV2015 - V-13";"FV2015 - Ø-01";"FV2015 - Ø-02";"FV2015 - Ø-03";"FV2015 - Ø-04";"FV2015 - Ø-05";"FV2015 - Ø-06";"FV2015 - Ø-07";"FV2015 - Ø-08";"FV2015 - Ø-09";"FV2015 - Ø-10";"FV2015 - Ø-11";"FV2015 - Ø-12";"FV2015 - Å-01";"FV2015 - Å-02";"FV2015 - Å-03";"FV2015 - Å-04";"FV2015 - Å-05";"FV2015 - Å-06";"FV2015 - Å-07";"FV2015 - Å-08";"FV2015 - Å-09";"FV2015 - Å-10";"FV2015 - Å-11";"FV2015 - Å-12";"FV2015 - Å-13"
"563002";"563002";"52";"7";"2";"117";"43";"2";"3";"0";"8";"0";"28";"23";"9";"1";"0";"1";"1";"38";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"2";"0";"0";"0";"0";"1";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"23";"0";"3";"0";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"9";"0";"1";"1";"1";"4";"0";"4";"1";"0";"8";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573001";"573001";"54";"7";"2";"4861";"895";"82";"75";"97";"282";"12";"1517";"1737";"118";"46";"99";"357";"45";"249";"53";"0";"18";"3";"2";"28";"21";"0";"20";"3";"11";"3";"3";"12";"37";"6";"7";"-";"-";"-";"-";"61";"0";"5";"7";"2";"-";"-";"-";"-";"35";"2";"27";"1";"22";"4";"2";"0";"1";"0";"1";"2";"0";"156";"42";"5";"62";"3";"0";"11";"3";"-";"-";"-";"3";"1";"3";"1";"0";"4";"-";"-";"-";"-";"-";"15";"15";"6";"1027";"2";"10";"151";"18";"235";"7";"7";"19";"5";"53";"1";"16";"0";"145";"2";"16";"1";"80";"77";"0";"20";"1326";"2";"60";"3";"0";"15";"1";"8";"0";"1";"26";"0";"2";"23";"2";"3";"17";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"573004";"573004";"54";"7";"2";"473";"76";"13";"4";"5";"21";"3";"120";"201";"27";"3";"16";"28";"3";"15";"7";"0";"1";"0";"0";"4";"1";"1";"0";"1";"3";"0";"1";"0";"5";"2";"1";"-";"-";"-";"-";"3";"0";"0";"1";"0";"-";"-";"-";"-";"1";"0";"1";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"14";"5";"0";"2";"0";"0";"0";"0";"-";"-";"-";"1";"0";"2";"0";"0";"0";"-";"-";"-";"-";"-";"1";"1";"1";"70";"0";"0";"6";"5";"25";"2";"2";"4";"3";"8";"1";"0";"0";"13";"0";"0";"0";"14";"7";"0";"2";"156";"0";"4";"0";"0";"0";"0";"0";"0";"0";"22";"1";"0";"3";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573005";"573005";"54";"7";"2";"307";"33";"9";"3";"3";"18";"0";"88";"139";"10";"4";"4";"8";"4";"15";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"1";"3";"1";"1";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"2";"2";"3";"0";"0";"0";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"2";"1";"57";"0";"0";"2";"3";"19";"2";"1";"1";"0";"3";"1";"0";"0";"3";"0";"1";"0";"3";"5";"0";"2";"121";"0";"6";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"573006";"573006";"54";"7";"2";"354";"35";"7";"5";"5";"27";"3";"102";"161";"4";"5";"2";"14";"5";"7";"4";"0";"0";"0";"1";"0";"1";"0";"1";"0";"2";"0";"0";"0";"1";"0";"4";"-";"-";"-";"-";"3";"0";"1";"0";"1";"-";"-";"-";"-";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"21";"1";"1";"4";"0";"0";"0";"0";"-";"-";"-";"0";"0";"1";"0";"2";"0";"-";"-";"-";"-";"-";"1";"1";"0";"67";"0";"1";"11";"0";"14";"2";"0";"3";"2";"7";"1";"0";"0";"10";"0";"2";"0";"15";"5";"1";"2";"118";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573007";"573007";"54";"7";"2";"587";"100";"5";"8";"15";"30";"2";"177";"231";"9";"10";"5";"37";"6";"35";"8";"0";"0";"1";"1";"4";"2";"0";"1";"0";"1";"1";"0";"0";"2";"1";"0";"-";"-";"-";"-";"8";"0";"0";"0";"0";"-";"-";"-";"-";"4";"1";"3";"0";"5";"1";"0";"0";"1";"0";"0";"0";"0";"20";"2";"0";"5";"1";"0";"2";"0";"-";"-";"-";"0";"0";"2";"0";"0";"0";"-";"-";"-";"-";"-";"1";"1";"0";"118";"0";"1";"18";"2";"30";"2";"1";"1";"2";"10";"0";"5";"0";"17";"0";"3";"2";"5";"14";"0";"1";"174";"0";"5";"0";"0";"1";"0";"0";"0";"1";"2";"0";"0";"4";"1";"0";"5";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573008";"573008";"54";"7";"2";"473";"58";"8";"0";"3";"31";"1";"139";"221";"10";"2";"5";"17";"2";"25";"3";"0";"4";"0";"1";"1";"0";"0";"0";"0";"3";"0";"0";"1";"3";"0";"1";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"1";"0";"4";"0";"0";"0";"0";"-";"-";"-";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"2";"1";"92";"0";"1";"16";"2";"18";"2";"1";"4";"0";"6";"2";"1";"0";"5";"0";"0";"1";"7";"2";"0";"3";"194";"0";"3";"0";"0";"2";"0";"0";"0";"0";"5";"0";"0";"1";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573009";"573009";"54";"7";"2";"517";"65";"13";"3";"12";"31";"5";"149";"224";"12";"3";"3";"27";"3";"22";"2";"0";"3";"0";"0";"2";"3";"0";"0";"0";"5";"1";"0";"1";"5";"0";"1";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"7";"0";"2";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"24";"1";"0";"5";"1";"0";"0";"0";"-";"-";"-";"0";"1";"2";"1";"0";"1";"-";"-";"-";"-";"-";"0";"4";"0";"110";"0";"0";"15";"4";"15";"0";"1";"0";"0";"4";"0";"2";"0";"20";"0";"0";"1";"13";"4";"0";"3";"177";"0";"8";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"1";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573010";"573010";"54";"7";"2";"485";"51";"8";"4";"8";"42";"4";"157";"194";"13";"4";"2";"18";"6";"18";"3";"0";"3";"0";"0";"1";"0";"0";"0";"0";"1";"1";"2";"0";"1";"1";"2";"-";"-";"-";"-";"3";"0";"0";"1";"0";"-";"-";"-";"-";"2";"0";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"35";"2";"0";"4";"0";"0";"1";"0";"-";"-";"-";"1";"0";"1";"2";"0";"0";"-";"-";"-";"-";"-";"0";"2";"0";"94";"0";"0";"8";"1";"43";"3";"0";"6";"0";"6";"1";"2";"0";"6";"1";"3";"0";"38";"4";"0";"1";"132";"0";"2";"0";"0";"1";"0";"3";"0";"0";"7";"0";"0";"1";"0";"1";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573013";"573013";"54";"7";"2";"863";"109";"13";"8";"17";"45";"3";"270";"372";"13";"13";"2";"37";"6";"37";"10";"0";"7";"0";"1";"4";"3";"0";"2";"0";"4";"0";"0";"1";"6";"1";"1";"-";"-";"-";"-";"6";"0";"0";"2";"0";"-";"-";"-";"-";"6";"0";"1";"0";"7";"2";"0";"1";"0";"0";"0";"0";"0";"32";"4";"0";"8";"0";"0";"0";"1";"-";"-";"-";"0";"0";"3";"0";"0";"0";"-";"-";"-";"-";"-";"0";"4";"4";"184";"0";"0";"16";"4";"51";"1";"1";"4";"1";"12";"0";"1";"0";"30";"1";"2";"0";"11";"9";"1";"4";"301";"0";"3";"0";"1";"5";"0";"0";"1";"0";"3";"0";"0";"4";"1";"0";"5";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"573014";"573014";"54";"7";"2";"309";"33";"4";"7";"5";"26";"4";"82";"141";"5";"2";"1";"7";"6";"14";"2";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"-";"-";"-";"-";"7";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"2";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"13";"5";"1";"7";"0";"0";"0";"0";"-";"-";"-";"0";"1";"1";"2";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"58";"0";"0";"5";"0";"18";"0";"0";"0";"0";"6";"2";"2";"0";"13";"0";"1";"0";"6";"3";"0";"2";"106";"0";"3";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573015";"573015";"54";"7";"2";"629";"57";"11";"10";"8";"52";"1";"171";"292";"17";"10";"7";"12";"7";"22";"6";"0";"2";"0";"0";"0";"0";"0";"1";"0";"7";"1";"1";"1";"0";"0";"1";"-";"-";"-";"-";"9";"0";"1";"0";"0";"-";"-";"-";"-";"5";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"29";"5";"0";"17";"0";"1";"0";"0";"-";"-";"-";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"5";"1";"0";"104";"0";"6";"13";"1";"39";"1";"0";"0";"1";"3";"0";"2";"0";"11";"0";"14";"0";"11";"2";"0";"7";"242";"0";"6";"0";"0";"2";"0";"1";"0";"2";"6";"0";"0";"3";"0";"1";"6";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573018";"573018";"54";"7";"2";"1479";"155";"15";"18";"25";"63";"7";"385";"774";"23";"14";"10";"45";"9";"64";"10";"0";"3";"0";"1";"8";"1";"0";"4";"0";"4";"1";"0";"0";"6";"1";"3";"-";"-";"-";"-";"16";"0";"1";"1";"0";"-";"-";"-";"-";"11";"0";"8";"0";"5";"0";"0";"0";"1";"0";"0";"0";"0";"34";"11";"0";"16";"0";"1";"1";"0";"-";"-";"-";"2";"0";"3";"1";"0";"1";"-";"-";"-";"-";"-";"7";"2";"1";"262";"0";"4";"13";"6";"84";"2";"1";"3";"0";"9";"0";"3";"1";"25";"0";"1";"0";"16";"13";"0";"1";"705";"0";"10";"0";"0";"5";"0";"3";"0";"0";"5";"0";"0";"4";"4";"0";"5";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"573019";"573019";"54";"7";"2";"242";"29";"1";"4";"3";"10";"0";"73";"118";"3";"1";"3";"5";"0";"15";"4";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"2";"0";"3";"0";"0";"0";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"53";"0";"1";"2";"1";"15";"0";"0";"1";"0";"0";"0";"0";"0";"8";"0";"0";"0";"3";"1";"0";"1";"105";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573022";"573022";"54";"7";"2";"465";"46";"8";"7";"4";"35";"4";"142";"206";"10";"3";"4";"16";"7";"15";"0";"0";"1";"1";"0";"1";"0";"0";"1";"1";"2";"0";"0";"2";"3";"0";"0";"-";"-";"-";"-";"6";"0";"0";"1";"0";"-";"-";"-";"-";"2";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"29";"5";"0";"1";"0";"0";"0";"0";"-";"-";"-";"0";"0";"2";"0";"1";"1";"-";"-";"-";"-";"-";"1";"3";"1";"103";"0";"2";"5";"0";"22";"2";"0";"2";"1";"13";"0";"0";"0";"10";"0";"5";"0";"70";"10";"0";"8";"90";"0";"6";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"573023";"573023";"54";"7";"2";"652";"77";"17";"4";"7";"18";"4";"209";"301";"12";"3";"2";"14";"9";"21";"10";"2";"1";"0";"0";"5";"12";"0";"1";"1";"11";"0";"0";"0";"2";"1";"2";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"2";"0";"1";"0";"2";"0";"0";"1";"0";"0";"0";"1";"0";"15";"1";"0";"2";"0";"0";"0";"0";"-";"-";"-";"0";"2";"1";"0";"0";"1";"-";"-";"-";"-";"-";"4";"1";"2";"141";"0";"6";"7";"0";"43";"1";"0";"3";"1";"8";"1";"7";"0";"20";"0";"2";"0";"137";"6";"1";"2";"117";"0";"6";"0";"0";"1";"0";"0";"0";"1";"4";"0";"0";"1";"0";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573024";"573024";"54";"7";"2";"289";"20";"4";"6";"3";"14";"0";"83";"149";"6";"4";"2";"4";"3";"8";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"3";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"6";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"8";"3";"1";"1";"1";"0";"0";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"2";"58";"1";"0";"4";"1";"11";"0";"1";"1";"3";"3";"0";"1";"0";"11";"0";"0";"0";"82";"3";"0";"2";"47";"0";"3";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"1";"1";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573026";"573026";"54";"7";"2";"619";"76";"8";"6";"4";"42";"5";"155";"309";"11";"3";"11";"21";"6";"27";"2";"0";"1";"1";"1";"2";"2";"1";"1";"0";"3";"0";"0";"1";"3";"0";"1";"-";"-";"-";"-";"5";"0";"0";"0";"1";"-";"-";"-";"-";"1";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"34";"3";"0";"5";"0";"0";"0";"0";"-";"-";"-";"0";"0";"1";"2";"0";"2";"-";"-";"-";"-";"-";"1";"2";"2";"103";"1";"1";"18";"3";"21";"0";"0";"2";"1";"5";"0";"4";"1";"19";"0";"2";"0";"42";"16";"2";"20";"198";"0";"6";"0";"0";"0";"0";"1";"0";"1";"3";"0";"0";"2";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573027";"573027";"54";"7";"2";"440";"39";"6";"4";"4";"27";"7";"136";"211";"2";"4";"0";"8";"2";"12";"3";"0";"1";"0";"0";"1";"10";"0";"2";"1";"2";"0";"0";"0";"2";"0";"1";"-";"-";"-";"-";"3";"0";"0";"1";"0";"-";"-";"-";"-";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"18";"5";"2";"2";"0";"0";"0";"0";"-";"-";"-";"2";"2";"2";"1";"0";"0";"-";"-";"-";"-";"-";"4";"1";"0";"107";"0";"1";"4";"2";"15";"0";"0";"1";"1";"4";"0";"1";"0";"5";"0";"0";"0";"82";"2";"0";"0";"117";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"573028";"573028";"54";"7";"2";"554";"55";"10";"9";"5";"29";"3";"129";"297";"12";"5";"8";"16";"3";"7";"7";"0";"3";"1";"0";"3";"7";"0";"0";"0";"1";"1";"1";"0";"5";"0";"2";"-";"-";"-";"-";"6";"0";"0";"1";"2";"-";"-";"-";"-";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"22";"2";"0";"1";"3";"1";"0";"0";"-";"-";"-";"0";"0";"2";"0";"0";"1";"-";"-";"-";"-";"-";"1";"0";"2";"86";"1";"3";"7";"2";"23";"0";"0";"2";"2";"7";"2";"0";"0";"22";"0";"4";"0";"80";"13";"1";"4";"164";"0";"5";"2";"0";"2";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"573030";"573030";"54";"7";"2";"2338";"345";"56";"29";"15";"108";"112";"655";"972";"37";"9";"203";"49";"11";"49";"14";"2";"4";"1";"0";"5";"4";"0";"3";"1";"8";"2";"2";"3";"6";"9";"25";"-";"-";"-";"-";"26";"0";"0";"1";"2";"-";"-";"-";"-";"6";"0";"1";"0";"3";"3";"1";"1";"0";"0";"0";"0";"0";"84";"8";"2";"12";"2";"0";"0";"0";"-";"-";"-";"14";"2";"62";"2";"0";"32";"-";"-";"-";"-";"-";"4";"8";"7";"443";"3";"4";"65";"8";"92";"5";"3";"9";"4";"29";"4";"9";"0";"75";"0";"3";"0";"97";"19";"2";"5";"729";"0";"14";"1";"0";"9";"1";"1";"0";"0";"11";"0";"0";"2";"1";"1";"5";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573031";"573031";"54";"7";"2";"795";"85";"14";"13";"7";"40";"5";"220";"395";"11";"5";"19";"16";"4";"28";"7";"1";"1";"2";"0";"3";"4";"0";"0";"1";"2";"1";"1";"0";"1";"2";"6";"-";"-";"-";"-";"13";"0";"0";"0";"0";"-";"-";"-";"-";"3";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"27";"4";"2";"7";"0";"0";"0";"0";"-";"-";"-";"1";"0";"2";"0";"0";"2";"-";"-";"-";"-";"-";"2";"2";"1";"151";"1";"2";"13";"2";"38";"3";"1";"1";"3";"11";"0";"1";"1";"15";"0";"6";"0";"27";"10";"2";"4";"318";"0";"5";"0";"0";"2";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"573032";"573032";"54";"7";"2";"709";"132";"8";"3";"12";"23";"16";"223";"280";"10";"2";"13";"46";"11";"22";"10";"0";"4";"0";"2";"1";"21";"0";"2";"0";"2";"0";"0";"0";"3";"1";"2";"-";"-";"-";"-";"2";"0";"1";"0";"0";"-";"-";"-";"-";"1";"0";"3";"0";"2";"5";"0";"1";"0";"0";"0";"0";"0";"18";"2";"0";"2";"0";"1";"0";"0";"-";"-";"-";"6";"0";"8";"1";"0";"1";"-";"-";"-";"-";"-";"6";"2";"0";"174";"1";"2";"9";"2";"25";"1";"1";"0";"0";"5";"1";"3";"0";"17";"0";"0";"0";"83";"4";"2";"2";"163";"0";"5";"0";"0";"3";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573033";"573033";"54";"7";"2";"345";"31";"5";"1";"3";"44";"8";"93";"153";"2";"5";"6";"12";"0";"6";"1";"0";"3";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"34";"1";"1";"7";"0";"0";"0";"1";"-";"-";"-";"2";"1";"4";"1";"0";"0";"-";"-";"-";"-";"-";"5";"0";"0";"66";"0";"0";"7";"1";"10";"1";"0";"3";"0";"1";"0";"1";"0";"8";"0";"0";"0";"64";"1";"0";"4";"74";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"3";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575001";"575001";"55";"7";"2";"2300";"689";"32";"49";"40";"128";"9";"617";"689";"32";"15";"1";"2";"7";"24";"12";"0";"4";"1";"1";"3";"629";"0";"5";"4";"0";"0";"3";"1";"15";"1";"8";"-";"-";"-";"-";"35";"3";"7";"1";"3";"-";"-";"-";"-";"21";"1";"2";"0";"0";"15";"0";"0";"0";"0";"0";"1";"0";"98";"28";"0";"0";"2";"0";"0";"0";"-";"-";"-";"5";"0";"1";"0";"0";"3";"-";"-";"-";"-";"-";"28";"12";"1";"433";"0";"4";"13";"98";"12";"2";"4";"8";"2";"31";"5";"37";"0";"157";"1";"0";"1";"376";"33";"3";"38";"7";"1";"14";"1";"0";"11";"1";"2";"0";"2";"0";"0";"0";"3";"5";"1";"6";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575002";"575002";"55";"7";"2";"362";"76";"3";"2";"4";"30";"0";"108";"130";"3";"6";"0";"1";"2";"0";"2";"0";"2";"0";"0";"2";"66";"0";"1";"0";"0";"0";"1";"0";"2";"0";"0";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"27";"1";"1";"1";"0";"0";"0";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"2";"1";"2";"81";"0";"0";"1";"17";"1";"0";"2";"1";"0";"8";"0";"3";"0";"18";"1";"1";"0";"82";"9";"2";"5";"1";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575003";"575003";"55";"7";"2";"1387";"297";"14";"23";"24";"86";"13";"418";"468";"39";"5";"1";"2";"11";"25";"7";"0";"3";"0";"1";"5";"238";"0";"4";"0";"3";"0";"0";"0";"6";"0";"5";"-";"-";"-";"-";"15";"0";"7";"1";"0";"-";"-";"-";"-";"14";"0";"1";"0";"0";"7";"0";"0";"0";"0";"1";"0";"1";"73";"7";"1";"3";"1";"0";"1";"0";"-";"-";"-";"3";"1";"1";"3";"0";"5";"-";"-";"-";"-";"-";"11";"7";"1";"298";"3";"8";"1";"66";"7";"6";"4";"3";"3";"15";"5";"8";"0";"108";"0";"1";"0";"272";"30";"4";"23";"2";"0";"21";"0";"0";"14";"0";"4";"0";"0";"0";"0";"0";"0";"1";"0";"4";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575004";"575004";"55";"7";"2";"457";"70";"3";"4";"6";"28";"9";"137";"189";"8";"3";"0";"0";"3";"9";"2";"0";"2";"0";"0";"0";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"3";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"23";"4";"0";"1";"0";"0";"0";"0";"-";"-";"-";"4";"0";"2";"0";"0";"3";"-";"-";"-";"-";"-";"8";"2";"0";"68";"0";"1";"2";"49";"2";"1";"1";"1";"2";"9";"0";"4";"0";"39";"1";"1";"0";"116";"2";"1";"13";"3";"0";"2";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575005";"575005";"55";"7";"2";"515";"74";"6";"8";"4";"31";"2";"141";"238";"6";"5";"3";"0";"5";"8";"3";"0";"2";"0";"0";"1";"52";"0";"0";"0";"2";"0";"0";"0";"2";"0";"2";"-";"-";"-";"-";"5";"1";"1";"1";"0";"-";"-";"-";"-";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"20";"8";"0";"1";"0";"1";"1";"0";"-";"-";"-";"1";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"3";"1";"1";"103";"0";"2";"0";"20";"6";"0";"0";"4";"1";"8";"0";"1";"0";"23";"0";"1";"1";"188";"2";"0";"6";"8";"0";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575006";"575006";"55";"7";"2";"248";"43";"4";"8";"2";"21";"2";"59";"101";"5";"3";"0";"2";"0";"6";"1";"0";"1";"0";"0";"1";"32";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"-";"-";"-";"-";"7";"0";"1";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"15";"5";"0";"1";"0";"0";"0";"0";"-";"-";"-";"0";"0";"0";"1";"0";"1";"-";"-";"-";"-";"-";"4";"2";"0";"38";"0";"1";"1";"10";"1";"0";"0";"2";"0";"2";"0";"1";"0";"11";"0";"0";"0";"83";"1";"1";"1";"1";"0";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
