"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Personlige stemmer i alt";"FV2015 - A - personlige stemmer i alt";"FV2015 - B - personlige stemmer i alt";"FV2015 - C - personlige stemmer i alt";"FV2015 - F - personlige stemmer i alt";"FV2015 - I - personlige stemmer i alt";"FV2015 - K - personlige stemmer i alt";"FV2015 - O - personlige stemmer i alt";"FV2015 - V - personlige stemmer i alt";"FV2015 - Ø - personlige stemmer i alt";"FV2015 - Å - personlige stemmer i alt";"FV2015 - A-01";"FV2015 - A-02";"FV2015 - A-03";"FV2015 - A-04";"FV2015 - A-05";"FV2015 - A-06";"FV2015 - A-07";"FV2015 - A-08";"FV2015 - A-09";"FV2015 - A-10";"FV2015 - A-11";"FV2015 - A-12";"FV2015 - A-13";"FV2015 - B-01";"FV2015 - B-02";"FV2015 - B-03";"FV2015 - B-04";"FV2015 - B-05";"FV2015 - B-06";"FV2015 - B-07";"FV2015 - B-08";"FV2015 - B-09";"FV2015 - B-10";"FV2015 - B-11";"FV2015 - B-12";"FV2015 - C-01";"FV2015 - C-02";"FV2015 - C-03";"FV2015 - C-04";"FV2015 - C-05";"FV2015 - C-06";"FV2015 - C-07";"FV2015 - C-08";"FV2015 - C-09";"FV2015 - F-01";"FV2015 - F-02";"FV2015 - F-03";"FV2015 - F-04";"FV2015 - F-05";"FV2015 - F-06";"FV2015 - F-07";"FV2015 - F-08";"FV2015 - F-09";"FV2015 - F-10";"FV2015 - F-11";"FV2015 - F-12";"FV2015 - F-13";"FV2015 - I-01";"FV2015 - I-02";"FV2015 - I-03";"FV2015 - I-04";"FV2015 - I-05";"FV2015 - I-06";"FV2015 - I-07";"FV2015 - I-08";"FV2015 - I-09";"FV2015 - I-10";"FV2015 - I-11";"FV2015 - K-01";"FV2015 - K-02";"FV2015 - K-03";"FV2015 - K-04";"FV2015 - K-05";"FV2015 - K-06";"FV2015 - K-07";"FV2015 - K-08";"FV2015 - K-09";"FV2015 - K-10";"FV2015 - K-11";"FV2015 - O-01";"FV2015 - O-02";"FV2015 - O-03";"FV2015 - O-04";"FV2015 - O-05";"FV2015 - O-06";"FV2015 - O-07";"FV2015 - O-08";"FV2015 - O-09";"FV2015 - O-10";"FV2015 - O-11";"FV2015 - O-12";"FV2015 - O-13";"FV2015 - V-01";"FV2015 - V-02";"FV2015 - V-03";"FV2015 - V-04";"FV2015 - V-05";"FV2015 - V-06";"FV2015 - V-07";"FV2015 - V-08";"FV2015 - V-09";"FV2015 - V-10";"FV2015 - V-11";"FV2015 - V-12";"FV2015 - V-13";"FV2015 - Ø-01";"FV2015 - Ø-02";"FV2015 - Ø-03";"FV2015 - Ø-04";"FV2015 - Ø-05";"FV2015 - Ø-06";"FV2015 - Ø-07";"FV2015 - Ø-08";"FV2015 - Ø-09";"FV2015 - Ø-10";"FV2015 - Ø-11";"FV2015 - Ø-12";"FV2015 - Å-01";"FV2015 - Å-02";"FV2015 - Å-03";"FV2015 - Å-04";"FV2015 - Å-05";"FV2015 - Å-06";"FV2015 - Å-07";"FV2015 - Å-08";"FV2015 - Å-09";"FV2015 - Å-10";"FV2015 - Å-11";"FV2015 - Å-12";"FV2015 - Å-13"
"575007";"575007";"55";"7";"2";"1472";"231";"19";"46";"19";"93";"24";"363";"655";"16";"6";"2";"1";"7";"20";"8";"0";"1";"0";"0";"14";"174";"0";"4";"3";"3";"0";"0";"1";"8";"0";"4";"-";"-";"-";"-";"34";"0";"11";"0";"1";"-";"-";"-";"-";"13";"0";"0";"0";"0";"4";"0";"1";"0";"1";"0";"0";"0";"81";"9";"0";"1";"1";"0";"0";"1";"-";"-";"-";"5";"9";"0";"1";"6";"3";"-";"-";"-";"-";"-";"8";"7";"2";"246";"2";"5";"7";"45";"11";"1";"25";"2";"2";"16";"0";"80";"0";"297";"0";"3";"3";"160";"17";"0";"78";"1";"0";"3";"1";"0";"10";"1";"0";"0";"0";"0";"1";"0";"2";"1";"0";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"575008";"575008";"55";"7";"2";"354";"49";"1";"8";"3";"30";"2";"75";"174";"9";"3";"0";"1";"1";"2";"2";"0";"1";"0";"0";"1";"40";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"-";"-";"-";"-";"6";"0";"1";"0";"1";"-";"-";"-";"-";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"25";"3";"0";"0";"0";"1";"1";"0";"-";"-";"-";"0";"1";"0";"0";"1";"0";"-";"-";"-";"-";"-";"3";"0";"0";"48";"0";"1";"1";"16";"1";"1";"2";"1";"1";"3";"1";"15";"0";"50";"0";"0";"2";"70";"2";"0";"30";"1";"0";"2";"0";"0";"6";"0";"0";"0";"0";"0";"1";"0";"1";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575009";"575009";"55";"7";"2";"1040";"222";"14";"26";"13";"76";"6";"279";"383";"12";"9";"4";"1";"3";"13";"6";"1";"2";"0";"6";"34";"147";"0";"5";"3";"2";"0";"1";"1";"6";"0";"1";"-";"-";"-";"-";"23";"0";"2";"1";"0";"-";"-";"-";"-";"7";"2";"1";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"44";"26";"0";"4";"1";"1";"0";"0";"-";"-";"-";"1";"4";"1";"0";"0";"0";"-";"-";"-";"-";"-";"11";"0";"2";"200";"2";"1";"2";"31";"3";"8";"4";"11";"4";"10";"1";"12";"0";"90";"1";"0";"0";"149";"14";"0";"104";"2";"0";"4";"0";"0";"6";"0";"1";"1";"0";"0";"0";"0";"3";"4";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"575010";"575010";"55";"7";"2";"315";"29";"0";"8";"6";"28";"0";"79";"160";"4";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"24";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"5";"0";"3";"0";"0";"-";"-";"-";"-";"5";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"4";"0";"0";"0";"0";"1";"1";"-";"-";"-";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"3";"1";"0";"53";"0";"0";"1";"11";"2";"1";"4";"3";"0";"5";"3";"31";"0";"38";"1";"1";"1";"60";"3";"0";"17";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575011";"575011";"55";"7";"2";"721";"193";"8";"22";"11";"32";"7";"161";"272";"7";"8";"5";"0";"7";"5";"4";"0";"3";"0";"0";"13";"156";"0";"0";"1";"2";"2";"0";"2";"0";"0";"1";"-";"-";"-";"-";"18";"1";"1";"2";"0";"-";"-";"-";"-";"5";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"19";"8";"0";"3";"0";"0";"2";"0";"-";"-";"-";"1";"2";"0";"0";"1";"3";"-";"-";"-";"-";"-";"4";"4";"0";"127";"0";"1";"5";"8";"7";"2";"0";"1";"2";"17";"0";"18";"0";"81";"0";"0";"1";"126";"6";"1";"22";"0";"1";"1";"1";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1";"2";"1";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"575012";"575012";"55";"7";"2";"212";"26";"4";"5";"4";"36";"1";"45";"86";"3";"2";"0";"0";"2";"4";"0";"0";"1";"0";"0";"1";"18";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"-";"-";"-";"-";"3";"0";"2";"0";"0";"-";"-";"-";"-";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"25";"3";"1";"7";"0";"0";"0";"0";"-";"-";"-";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"0";"35";"1";"1";"0";"3";"1";"0";"0";"1";"2";"1";"2";"7";"0";"27";"0";"0";"3";"36";"4";"0";"6";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"575013";"575013";"55";"7";"2";"340";"50";"5";"12";"14";"28";"4";"91";"130";"5";"1";"1";"0";"1";"9";"2";"0";"1";"0";"0";"5";"30";"0";"1";"0";"1";"0";"0";"3";"1";"0";"0";"-";"-";"-";"-";"11";"0";"1";"0";"0";"-";"-";"-";"-";"9";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"2";"22";"4";"0";"1";"0";"0";"0";"1";"-";"-";"-";"2";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"6";"5";"2";"62";"0";"2";"0";"5";"1";"1";"0";"6";"1";"5";"0";"6";"0";"27";"0";"1";"0";"56";"4";"0";"31";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575014";"575014";"55";"7";"2";"3377";"1164";"53";"74";"78";"135";"13";"915";"849";"77";"19";"11";"3";"13";"34";"7";"0";"6";"0";"2";"14";"1070";"1";"3";"5";"4";"1";"3";"15";"13";"3";"9";"-";"-";"-";"-";"53";"1";"16";"4";"0";"-";"-";"-";"-";"48";"0";"3";"1";"0";"19";"1";"2";"0";"2";"1";"0";"1";"93";"34";"0";"4";"2";"1";"1";"0";"-";"-";"-";"7";"0";"0";"2";"2";"2";"-";"-";"-";"-";"-";"47";"9";"2";"661";"6";"9";"9";"126";"14";"6";"7";"14";"5";"66";"5";"44";"1";"243";"2";"2";"0";"373";"57";"5";"46";"5";"0";"26";"0";"0";"42";"0";"5";"0";"1";"3";"0";"0";"3";"6";"1";"7";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"575015";"575015";"55";"7";"2";"278";"49";"3";"6";"5";"23";"0";"83";"106";"3";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"2";"44";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"-";"-";"-";"-";"6";"0";"0";"0";"0";"-";"-";"-";"-";"3";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"18";"3";"0";"1";"0";"0";"1";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"5";"2";"0";"59";"1";"1";"1";"13";"0";"0";"0";"1";"0";"8";"0";"8";"0";"20";"0";"0";"1";"60";"6";"0";"3";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575016";"575016";"55";"7";"2";"1178";"286";"34";"27";"38";"114";"1";"260";"390";"20";"8";"2";"0";"6";"21";"1";"0";"2";"0";"0";"7";"244";"0";"3";"1";"0";"0";"0";"8";"21";"1";"3";"-";"-";"-";"-";"19";"0";"6";"1";"1";"-";"-";"-";"-";"24";"1";"3";"1";"0";"6";"1";"0";"0";"0";"0";"1";"1";"87";"22";"1";"1";"0";"1";"1";"1";"-";"-";"-";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"10";"2";"3";"190";"1";"3";"5";"29";"10";"2";"2";"1";"2";"36";"3";"25";"0";"107";"0";"1";"0";"148";"37";"1";"25";"7";"0";"8";"2";"0";"9";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"5";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"575017";"575017";"55";"7";"2";"542";"122";"16";"18";"12";"43";"5";"148";"159";"14";"5";"5";"1";"4";"9";"1";"0";"1";"1";"0";"6";"93";"0";"1";"3";"2";"0";"1";"2";"5";"1";"2";"-";"-";"-";"-";"13";"0";"5";"0";"0";"-";"-";"-";"-";"8";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"38";"3";"1";"0";"0";"1";"0";"0";"-";"-";"-";"1";"2";"0";"0";"1";"1";"-";"-";"-";"-";"-";"6";"2";"2";"93";"0";"0";"3";"36";"1";"2";"2";"0";"1";"11";"2";"4";"0";"37";"1";"0";"2";"92";"5";"0";"5";"0";"1";"4";"1";"0";"6";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575018";"575018";"55";"7";"2";"605";"156";"12";"8";"7";"30";"3";"203";"168";"12";"6";"1";"2";"4";"6";"2";"1";"1";"0";"0";"4";"135";"0";"0";"0";"2";"3";"0";"2";"5";"0";"0";"-";"-";"-";"-";"6";"0";"0";"1";"1";"-";"-";"-";"-";"4";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"19";"10";"0";"1";"0";"0";"0";"0";"-";"-";"-";"1";"1";"0";"0";"0";"1";"-";"-";"-";"-";"-";"13";"7";"1";"143";"1";"4";"4";"18";"4";"1";"2";"3";"2";"11";"2";"8";"0";"47";"1";"1";"0";"79";"6";"0";"12";"1";"0";"6";"0";"0";"4";"0";"1";"0";"1";"0";"0";"0";"0";"2";"1";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575019";"575019";"55";"7";"2";"836";"138";"12";"14";"28";"73";"4";"309";"237";"12";"9";"1";"1";"9";"8";"4";"0";"1";"0";"1";"6";"106";"0";"1";"1";"1";"0";"1";"1";"5";"0";"3";"-";"-";"-";"-";"14";"0";"0";"0";"0";"-";"-";"-";"-";"13";"1";"3";"0";"0";"10";"0";"0";"0";"0";"1";"0";"0";"51";"19";"2";"0";"1";"0";"0";"0";"-";"-";"-";"1";"0";"0";"0";"0";"3";"-";"-";"-";"-";"-";"29";"2";"4";"213";"1";"4";"4";"40";"3";"1";"4";"2";"2";"12";"3";"6";"0";"38";"1";"0";"0";"155";"11";"1";"8";"2";"0";"1";"0";"1";"9";"1";"0";"0";"0";"0";"0";"0";"2";"4";"0";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580001";"580001";"50";"7";"2";"342";"58";"4";"5";"8";"29";"2";"116";"110";"10";"0";"0";"0";"1";"7";"5";"0";"3";"0";"0";"7";"0";"0";"35";"0";"0";"0";"1";"2";"1";"0";"0";"-";"-";"-";"-";"3";"0";"1";"1";"0";"-";"-";"-";"-";"6";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"21";"5";"0";"1";"0";"1";"1";"0";"-";"-";"-";"0";"1";"0";"0";"0";"1";"-";"-";"-";"-";"-";"5";"1";"4";"64";"1";"2";"1";"1";"1";"4";"0";"31";"1";"16";"6";"33";"0";"20";"1";"0";"0";"2";"13";"0";"19";"0";"0";"3";"0";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580002";"580002";"50";"7";"2";"334";"61";"6";"5";"3";"18";"6";"95";"133";"5";"2";"2";"2";"2";"4";"7";"0";"1";"0";"0";"7";"1";"0";"35";"0";"0";"0";"0";"2";"4";"0";"0";"-";"-";"-";"-";"5";"0";"0";"0";"0";"-";"-";"-";"-";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"16";"1";"0";"0";"1";"0";"0";"0";"-";"-";"-";"0";"0";"0";"1";"5";"0";"-";"-";"-";"-";"-";"2";"1";"3";"57";"0";"1";"2";"2";"1";"2";"1";"22";"1";"28";"0";"53";"0";"19";"1";"0";"4";"1";"7";"0";"20";"0";"0";"3";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580003";"580003";"50";"7";"2";"2600";"567";"73";"43";"45";"141";"25";"846";"802";"44";"14";"5";"2";"8";"57";"62";"0";"3";"0";"1";"73";"2";"2";"352";"1";"4";"2";"2";"25";"36";"1";"2";"-";"-";"-";"-";"36";"1";"3";"2";"1";"-";"-";"-";"-";"31";"1";"5";"0";"0";"1";"0";"0";"0";"0";"1";"2";"4";"105";"16";"3";"1";"3";"10";"3";"0";"-";"-";"-";"8";"11";"1";"2";"3";"0";"-";"-";"-";"-";"-";"15";"4";"10";"529";"3";"4";"5";"7";"23";"5";"5";"235";"1";"102";"5";"308";"0";"135";"1";"1";"4";"16";"105";"0";"124";"1";"1";"13";"1";"16";"10";"0";"1";"0";"1";"0";"0";"1";"2";"3";"0";"8";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"580004";"580004";"50";"7";"2";"1736";"366";"71";"25";"36";"115";"10";"490";"575";"31";"17";"6";"1";"2";"34";"40";"0";"5";"1";"1";"67";"5";"0";"204";"0";"0";"1";"3";"35";"32";"0";"0";"-";"-";"-";"-";"19";"1";"3";"2";"0";"-";"-";"-";"-";"24";"0";"6";"0";"0";"0";"1";"1";"0";"0";"0";"1";"3";"93";"16";"4";"1";"0";"1";"0";"0";"-";"-";"-";"5";"2";"0";"2";"1";"0";"-";"-";"-";"-";"-";"3";"2";"6";"297";"0";"3";"3";"3";"15";"2";"0";"151";"5";"135";"3";"197";"0";"87";"3";"0";"1";"6";"78";"0";"64";"1";"0";"12";"0";"11";"3";"0";"3";"1";"0";"0";"0";"1";"6";"5";"1";"5";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580005";"580005";"50";"7";"2";"779";"157";"20";"14";"4";"44";"17";"311";"199";"11";"2";"0";"1";"2";"14";"23";"1";"1";"0";"1";"11";"0";"0";"103";"1";"1";"0";"1";"9";"7";"1";"0";"-";"-";"-";"-";"10";"1";"2";"1";"0";"-";"-";"-";"-";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"35";"6";"0";"1";"0";"2";"0";"0";"-";"-";"-";"4";"9";"0";"2";"1";"1";"-";"-";"-";"-";"-";"5";"3";"0";"181";"2";"1";"2";"4";"3";"0";"0";"110";"0";"27";"1";"55";"0";"44";"0";"0";"2";"1";"37";"0";"32";"0";"1";"4";"0";"2";"3";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580006";"580006";"50";"7";"2";"362";"42";"22";"4";"4";"70";"0";"111";"101";"6";"2";"0";"0";"1";"1";"4";"0";"1";"0";"0";"1";"2";"0";"32";"1";"0";"0";"1";"16";"4";"0";"0";"-";"-";"-";"-";"2";"1";"0";"0";"1";"-";"-";"-";"-";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"58";"8";"0";"1";"1";"2";"0";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"3";"2";"3";"73";"0";"1";"1";"1";"2";"1";"1";"23";"0";"10";"0";"46";"0";"12";"0";"0";"4";"4";"10";"0";"15";"0";"0";"0";"0";"3";"2";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580007";"580007";"50";"7";"2";"853";"136";"24";"11";"4";"95";"12";"280";"275";"11";"5";"1";"1";"1";"10";"17";"0";"3";"1";"0";"7";"0";"0";"95";"0";"0";"0";"2";"13";"7";"2";"0";"-";"-";"-";"-";"9";"0";"0";"2";"0";"-";"-";"-";"-";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"84";"8";"1";"0";"1";"0";"0";"1";"-";"-";"-";"3";"1";"0";"0";"8";"0";"-";"-";"-";"-";"-";"4";"1";"16";"134";"2";"1";"5";"0";"6";"5";"2";"104";"0";"36";"0";"131";"0";"41";"4";"0";"2";"3";"27";"0";"28";"3";"0";"6";"0";"4";"0";"0";"1";"0";"0";"0";"0";"0";"3";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580008";"580008";"50";"7";"2";"925";"178";"38";"20";"20";"56";"5";"271";"301";"29";"7";"2";"0";"1";"14";"32";"0";"2";"0";"1";"18";"1";"1";"106";"1";"0";"0";"1";"24";"12";"0";"0";"-";"-";"-";"-";"17";"0";"0";"3";"0";"-";"-";"-";"-";"13";"3";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"47";"6";"0";"0";"0";"1";"2";"0";"-";"-";"-";"1";"2";"0";"1";"1";"0";"-";"-";"-";"-";"-";"6";"0";"8";"191";"0";"1";"6";"2";"6";"0";"2";"48";"1";"44";"1";"129";"0";"51";"0";"0";"1";"5";"43";"0";"27";"0";"0";"10";"0";"15";"2";"0";"2";"0";"0";"0";"0";"0";"3";"2";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580009";"580009";"50";"7";"2";"841";"164";"28";"17";"8";"64";"1";"286";"253";"12";"8";"0";"1";"2";"12";"45";"0";"0";"0";"0";"8";"1";"0";"95";"0";"1";"1";"1";"19";"6";"0";"0";"-";"-";"-";"-";"12";"0";"0";"4";"1";"-";"-";"-";"-";"6";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"57";"4";"1";"0";"0";"1";"0";"1";"-";"-";"-";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"7";"0";"19";"183";"1";"4";"3";"1";"7";"3";"0";"58";"0";"19";"2";"118";"0";"27";"2";"0";"3";"10";"53";"0";"19";"0";"0";"5";"0";"3";"2";"0";"2";"0";"0";"0";"0";"0";"5";"0";"0";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580010";"580010";"50";"7";"2";"492";"93";"14";"4";"6";"37";"1";"139";"182";"9";"7";"1";"0";"3";"6";"25";"0";"0";"0";"0";"4";"0";"1";"53";"0";"0";"0";"0";"8";"6";"0";"0";"-";"-";"-";"-";"3";"0";"1";"0";"0";"-";"-";"-";"-";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"34";"2";"0";"0";"0";"0";"1";"0";"-";"-";"-";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"7";"0";"8";"87";"0";"0";"2";"1";"3";"0";"2";"29";"0";"15";"2";"100";"0";"13";"2";"0";"0";"2";"43";"0";"5";"0";"0";"1";"0";"5";"2";"0";"1";"0";"0";"0";"0";"0";"1";"2";"0";"4";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580011";"580011";"50";"7";"2";"946";"145";"51";"18";"6";"86";"33";"291";"295";"12";"9";"3";"0";"3";"14";"15";"0";"0";"0";"1";"10";"0";"0";"99";"1";"2";"0";"0";"45";"2";"0";"1";"-";"-";"-";"-";"13";"0";"2";"3";"0";"-";"-";"-";"-";"4";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"73";"9";"1";"1";"0";"1";"0";"1";"-";"-";"-";"9";"19";"0";"3";"2";"0";"-";"-";"-";"-";"-";"7";"2";"4";"181";"1";"4";"3";"2";"2";"3";"3";"78";"1";"40";"2";"75";"1";"45";"1";"0";"15";"6";"35";"2";"73";"0";"0";"8";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"3";"2";"0";"4";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580012";"580012";"50";"7";"2";"1271";"261";"67";"25";"12";"79";"8";"386";"408";"15";"10";"1";"1";"6";"18";"58";"1";"0";"0";"0";"14";"3";"1";"158";"0";"1";"0";"1";"61";"4";"0";"0";"-";"-";"-";"-";"18";"0";"1";"4";"2";"-";"-";"-";"-";"8";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"68";"10";"0";"0";"0";"0";"1";"0";"-";"-";"-";"3";"1";"1";"2";"0";"1";"-";"-";"-";"-";"-";"5";"6";"21";"253";"0";"3";"4";"6";"7";"6";"1";"70";"4";"63";"1";"154";"0";"58";"2";"0";"6";"6";"56";"0";"61";"1";"1";"7";"1";"1";"4";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"7";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"580013";"580013";"50";"7";"2";"901";"162";"28";"9";"18";"51";"1";"328";"284";"12";"8";"1";"1";"2";"5";"38";"0";"0";"1";"0";"11";"1";"0";"102";"1";"0";"2";"0";"20";"5";"0";"0";"-";"-";"-";"-";"7";"0";"1";"1";"0";"-";"-";"-";"-";"6";"0";"6";"0";"1";"1";"0";"0";"0";"0";"0";"1";"3";"43";"4";"1";"1";"0";"0";"0";"2";"-";"-";"-";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"8";"1";"13";"224";"2";"1";"5";"2";"6";"0";"1";"64";"1";"23";"1";"125";"1";"40";"1";"1";"0";"7";"46";"0";"39";"0";"1";"2";"0";"1";"5";"1";"2";"0";"0";"0";"0";"0";"3";"3";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580014";"580014";"50";"7";"2";"1537";"235";"49";"41";"15";"111";"10";"552";"497";"12";"15";"1";"1";"5";"25";"67";"2";"2";"0";"1";"23";"3";"0";"105";"1";"1";"0";"0";"31";"15";"0";"1";"-";"-";"-";"-";"34";"1";"3";"2";"1";"-";"-";"-";"-";"8";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"92";"13";"2";"1";"1";"0";"1";"1";"-";"-";"-";"4";"1";"1";"3";"0";"1";"-";"-";"-";"-";"-";"14";"4";"27";"359";"1";"2";"2";"1";"15";"1";"3";"121";"2";"62";"0";"153";"0";"81";"7";"0";"3";"4";"136";"1";"48";"2";"0";"6";"0";"3";"1";"0";"0";"1";"0";"0";"1";"0";"6";"0";"2";"4";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"580015";"580015";"50";"7";"2";"1794";"341";"47";"37";"24";"82";"2";"713";"507";"33";"8";"3";"0";"7";"31";"66";"2";"3";"2";"0";"42";"3";"0";"182";"2";"2";"0";"4";"28";"10";"0";"1";"-";"-";"-";"-";"32";"0";"0";"4";"1";"-";"-";"-";"-";"14";"0";"4";"0";"0";"1";"0";"0";"0";"0";"0";"1";"4";"64";"14";"1";"2";"0";"1";"0";"0";"-";"-";"-";"0";"0";"0";"1";"1";"0";"-";"-";"-";"-";"-";"8";"5";"31";"505";"3";"3";"7";"2";"11";"1";"8";"128";"1";"43";"1";"223";"0";"80";"5";"0";"0";"5";"89";"0";"59";"2";"0";"8";"0";"14";"5";"0";"5";"0";"0";"1";"0";"0";"2";"1";"0";"5";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"580016";"580016";"50";"7";"2";"3160";"709";"196";"53";"65";"192";"27";"875";"909";"95";"39";"1";"2";"9";"69";"77";"0";"8";"1";"2";"104";"9";"1";"426";"5";"2";"2";"1";"92";"93";"1";"0";"-";"-";"-";"-";"40";"0";"4";"5";"4";"-";"-";"-";"-";"34";"1";"7";"2";"1";"1";"0";"0";"2";"1";"0";"2";"14";"141";"39";"4";"1";"0";"4";"3";"0";"-";"-";"-";"4";"16";"0";"4";"3";"0";"-";"-";"-";"-";"-";"13";"2";"12";"554";"6";"5";"9";"5";"16";"7";"5";"237";"4";"180";"2";"345";"2";"177";"2";"1";"4";"7";"97";"0";"90";"2";"0";"23";"2";"39";"16";"4";"6";"2";"0";"0";"2";"1";"11";"3";"3";"17";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"580017";"580017";"50";"7";"2";"1451";"424";"80";"24";"28";"59";"7";"409";"364";"41";"15";"2";"0";"5";"29";"51";"0";"1";"0";"0";"42";"2";"0";"292";"0";"1";"0";"3";"40";"36";"0";"0";"-";"-";"-";"-";"16";"0";"2";"5";"1";"-";"-";"-";"-";"16";"0";"1";"0";"1";"3";"0";"0";"0";"0";"0";"2";"5";"45";"10";"2";"0";"0";"0";"0";"2";"-";"-";"-";"3";"3";"0";"0";"0";"1";"-";"-";"-";"-";"-";"6";"1";"7";"258";"0";"1";"6";"6";"9";"1";"3";"110";"1";"55";"0";"136";"0";"84";"2";"1";"0";"3";"39";"0";"43";"1";"0";"9";"0";"19";"10";"0";"2";"0";"0";"1";"0";"0";"5";"1";"2";"7";"0";"-";"-";"-";"-";"-";"-";"-";"-"
