"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1998 - Stemmeberettigede";"FV1998 - Afgivne stemmer";"FV1998 - Blanke stemmer";"FV1998 - Andre ugyldige stemmer";"FV1998 - Gyldige stemmer";"FV1998 - A. Socialdemokratiet";"FV1998 - B. Det Radikale Venstre";"FV1998 - C. Det Konservative Folkeparti";"FV1998 - D. Centrum-Demokraterne";"FV1998 - F. Socialistisk Folkeparti";"FV1998 - O. Dansk Folkeparti";"FV1998 - Q. Kristeligt Folkeparti";"FV1998 - U. Demokratisk Fornyelse";"FV1998 - V. Venstre, Danmarks Liberale Parti";"FV1998 - Z. Fremskridtspartiet";"FV1998 - Ø. Enhedslisten - De Rød-Grønne";"FV1998 - 1. Uden for partierne";"FV1998 - 2. Uden for partierne";"FV1998 - 3. Uden for partierne"
"605007";"605007";"73";"13";"3";"1298";"1176";"3";"2";"1171";"394";"44";"57";"43";"69";"108";"43";"4";"381";"15";"13";"0";"-";"-"
"605008";"605008";"73";"13";"3";"1416";"1247";"9";"3";"1235";"365";"44";"76";"69";"84";"114";"32";"5";"409";"23";"13";"1";"-";"-"
"607001";"607001";"70";"13";"3";"10493";"8757";"41";"32";"8684";"4174";"214";"522";"259";"664";"712";"205";"17";"1626";"153";"136";"2";"-";"-"
"607002";"607002";"70";"13";"3";"1105";"997";"4";"1";"992";"343";"29";"71";"47";"53";"97";"29";"4";"286";"21";"12";"0";"-";"-"
"607003";"607003";"70";"13";"3";"7056";"6329";"27";"12";"6290";"2221";"189";"491";"314";"391";"498";"140";"23";"1857";"90";"75";"1";"-";"-"
"607004";"607004";"70";"13";"3";"569";"494";"4";"0";"490";"159";"17";"41";"9";"29";"51";"18";"3";"146";"11";"6";"0";"-";"-"
"607005";"607005";"70";"13";"3";"3418";"3042";"19";"2";"3021";"1010";"99";"261";"182";"182";"235";"87";"6";"892";"42";"23";"2";"-";"-"
"607006";"607006";"70";"13";"3";"6790";"5592";"34";"18";"5540";"2793";"141";"268";"153";"424";"492";"125";"13";"941";"100";"86";"4";"-";"-"
"607007";"607007";"70";"13";"3";"1237";"1129";"4";"0";"1125";"396";"48";"85";"45";"71";"91";"12";"1";"356";"14";"6";"0";"-";"-"
"607008";"607008";"70";"13";"3";"5575";"4388";"35";"22";"4331";"1833";"117";"299";"116";"419";"390";"90";"11";"861";"95";"99";"1";"-";"-"
"609001";"609001";"75";"13";"3";"194";"176";"1";"2";"173";"43";"8";"10";"9";"12";"20";"3";"1";"54";"6";"6";"1";"-";"-"
"609002";"609002";"75";"13";"3";"210";"189";"1";"0";"188";"54";"10";"7";"7";"10";"13";"2";"2";"69";"6";"8";"0";"-";"-"
"609003";"609003";"75";"13";"3";"894";"779";"7";"1";"771";"267";"26";"58";"44";"40";"47";"10";"3";"252";"8";"15";"1";"-";"-"
"609004";"609004";"75";"13";"3";"1258";"1101";"6";"1";"1094";"406";"31";"82";"52";"68";"81";"20";"3";"308";"22";"21";"0";"-";"-"
"609005";"609005";"75";"13";"3";"470";"420";"1";"0";"419";"148";"7";"18";"21";"31";"42";"6";"1";"128";"7";"9";"1";"-";"-"
"609006";"609006";"75";"13";"3";"367";"340";"1";"0";"339";"84";"12";"21";"16";"26";"34";"7";"2";"118";"6";"13";"0";"-";"-"
"609007";"609007";"75";"13";"3";"266";"239";"1";"0";"238";"63";"4";"11";"13";"15";"14";"8";"2";"95";"6";"7";"0";"-";"-"
"609008";"609008";"75";"13";"3";"1338";"1172";"9";"2";"1161";"368";"57";"73";"47";"103";"80";"30";"2";"342";"12";"45";"2";"-";"-"
"609009";"609009";"75";"13";"3";"295";"265";"1";"0";"264";"53";"8";"15";"16";"16";"21";"5";"3";"103";"9";"15";"0";"-";"-"
"609010";"609010";"75";"13";"3";"1373";"1176";"15";"3";"1158";"366";"43";"72";"69";"46";"97";"20";"0";"405";"25";"14";"1";"-";"-"
"609011";"609011";"75";"13";"3";"245";"229";"1";"0";"228";"44";"16";"10";"18";"18";"13";"4";"2";"92";"3";"8";"0";"-";"-"
"609012";"609012";"75";"13";"3";"276";"248";"3";"0";"245";"67";"10";"9";"9";"14";"20";"3";"4";"101";"6";"2";"0";"-";"-"
"611001";"611001";"73";"13";"3";"4241";"3533";"26";"8";"3499";"887";"92";"261";"130";"112";"305";"219";"4";"1409";"62";"17";"1";"-";"-"
"611002";"611002";"73";"13";"3";"1749";"1523";"9";"2";"1512";"350";"56";"78";"47";"73";"157";"76";"6";"610";"37";"21";"1";"-";"-"
"611003";"611003";"73";"13";"3";"968";"836";"8";"4";"824";"201";"34";"66";"32";"28";"72";"39";"3";"322";"12";"15";"0";"-";"-"
"611004";"611004";"73";"13";"3";"902";"767";"2";"5";"760";"161";"27";"38";"34";"34";"66";"38";"4";"338";"13";"7";"0";"-";"-"
"611005";"611005";"73";"13";"3";"878";"761";"3";"3";"755";"131";"30";"34";"37";"20";"100";"23";"0";"359";"16";"5";"0";"-";"-"
"611006";"611006";"73";"13";"3";"393";"365";"3";"0";"362";"66";"19";"22";"14";"9";"44";"15";"1";"163";"5";"3";"1";"-";"-"
"611107";"611107";"73";"13";"3";"1232";"1043";"7";"2";"1034";"224";"31";"56";"44";"35";"111";"56";"2";"443";"20";"12";"0";"-";"-"
"613001";"613001";"74";"13";"3";"4618";"4046";"28";"8";"4010";"1362";"97";"281";"201";"153";"317";"273";"8";"1236";"56";"24";"2";"-";"-"
"613002";"613002";"74";"13";"3";"2972";"2578";"18";"7";"2553";"1033";"66";"112";"127";"112";"180";"237";"4";"622";"27";"33";"0";"-";"-"
"613003";"613003";"74";"13";"3";"1519";"1372";"7";"2";"1363";"304";"33";"53";"40";"45";"113";"241";"2";"512";"12";"8";"0";"-";"-"
"613004";"613004";"74";"13";"3";"1051";"942";"5";"3";"934";"255";"29";"62";"50";"51";"65";"54";"1";"353";"10";"3";"1";"-";"-"
"613005";"613005";"74";"13";"3";"479";"423";"6";"0";"417";"96";"9";"22";"14";"14";"45";"64";"2";"142";"6";"3";"0";"-";"-"
"613006";"613006";"74";"13";"3";"989";"879";"5";"3";"871";"327";"24";"54";"38";"47";"67";"16";"1";"258";"16";"23";"0";"-";"-"
"615001";"615001";"75";"13";"3";"4535";"3735";"25";"8";"3702";"1989";"80";"231";"86";"253";"317";"52";"8";"529";"58";"93";"6";"-";"-"
"615002";"615002";"75";"13";"3";"4190";"3303";"15";"9";"3279";"1812";"73";"149";"84";"265";"246";"40";"13";"440";"48";"109";"0";"-";"-"
"615003";"615003";"75";"13";"3";"6784";"5582";"33";"12";"5537";"2141";"186";"608";"221";"399";"370";"108";"17";"1221";"71";"192";"3";"-";"-"
"615004";"615004";"75";"13";"3";"129";"116";"0";"0";"116";"30";"3";"15";"0";"8";"6";"8";"0";"39";"4";"3";"0";"-";"-"
"615005";"615005";"75";"13";"3";"4183";"3546";"24";"7";"3515";"1677";"102";"237";"121";"282";"260";"62";"8";"598";"53";"114";"1";"-";"-"
"615006";"615006";"75";"13";"3";"9090";"8142";"41";"15";"8086";"3465";"195";"612";"406";"461";"677";"132";"20";"1914";"81";"119";"4";"-";"-"
"615007";"615007";"75";"13";"3";"3653";"3303";"24";"6";"3273";"1420";"78";"257";"170";"190";"246";"60";"12";"734";"57";"46";"3";"-";"-"
"615008";"615008";"75";"13";"3";"1274";"1135";"3";"0";"1132";"392";"40";"77";"52";"52";"92";"19";"0";"377";"22";"9";"0";"-";"-"
"615009";"615009";"75";"13";"3";"1496";"1321";"7";"1";"1313";"479";"37";"80";"59";"66";"110";"22";"5";"409";"27";"19";"0";"-";"-"
"615010";"615010";"75";"13";"3";"1688";"1519";"12";"1";"1506";"532";"39";"96";"75";"99";"138";"23";"5";"434";"23";"41";"1";"-";"-"
"615011";"615011";"75";"13";"3";"3752";"3425";"17";"3";"3405";"844";"132";"469";"221";"181";"257";"57";"11";"1134";"42";"56";"1";"-";"-"
"615012";"615012";"75";"13";"3";"1323";"1043";"9";"5";"1029";"560";"20";"57";"26";"72";"70";"25";"3";"155";"17";"24";"0";"-";"-"
"615013";"615013";"75";"13";"3";"382";"337";"2";"2";"333";"111";"13";"21";"15";"19";"30";"5";"0";"104";"5";"10";"0";"-";"-"
"617001";"617001";"72";"13";"3";"2617";"2384";"7";"2";"2375";"635";"178";"167";"105";"295";"135";"79";"9";"690";"24";"57";"1";"-";"-"
"617002";"617002";"72";"13";"3";"874";"746";"3";"1";"742";"168";"19";"30";"36";"37";"81";"32";"2";"317";"9";"11";"0";"-";"-"
"617005";"617005";"72";"13";"3";"551";"499";"1";"1";"497";"110";"25";"19";"24";"45";"48";"13";"2";"199";"7";"5";"0";"-";"-"
"619001";"619001";"74";"13";"3";"2188";"1918";"12";"5";"1901";"596";"50";"287";"66";"90";"153";"55";"4";"530";"39";"30";"1";"-";"-"
"619002";"619002";"74";"13";"3";"548";"488";"2";"0";"486";"156";"20";"37";"13";"17";"49";"5";"0";"173";"8";"8";"0";"-";"-"
"619003";"619003";"74";"13";"3";"789";"681";"4";"0";"677";"258";"17";"48";"24";"36";"31";"8";"1";"242";"6";"6";"0";"-";"-"
"619004";"619004";"74";"13";"3";"1358";"1198";"9";"3";"1186";"396";"31";"87";"54";"75";"95";"37";"2";"374";"17";"18";"0";"-";"-"
"619005";"619005";"74";"13";"3";"1053";"914";"4";"3";"907";"280";"27";"59";"25";"71";"85";"13";"2";"315";"16";"14";"0";"-";"-"
"619006";"619006";"74";"13";"3";"1364";"1167";"8";"3";"1156";"403";"20";"86";"47";"64";"87";"22";"3";"398";"19";"7";"0";"-";"-"
"619007";"619007";"74";"13";"3";"1225";"1085";"4";"1";"1080";"295";"24";"87";"46";"79";"87";"41";"6";"375";"17";"23";"0";"-";"-"
"619008";"619008";"74";"13";"3";"1278";"1090";"6";"2";"1082";"351";"24";"87";"40";"77";"131";"26";"4";"316";"13";"12";"1";"-";"-"
"619009";"619009";"74";"13";"3";"1630";"1470";"10";"2";"1458";"420";"51";"140";"72";"58";"126";"25";"5";"519";"19";"22";"1";"-";"-"
"619010";"619010";"74";"13";"3";"97";"86";"2";"0";"84";"17";"5";"8";"0";"12";"4";"0";"1";"32";"1";"4";"0";"-";"-"
"621001";"621001";"71";"13";"3";"5532";"4530";"24";"4";"4502";"1149";"189";"426";"201";"551";"323";"102";"10";"1392";"54";"97";"8";"-";"-"
"621002";"621002";"71";"13";"3";"4656";"3821";"12";"10";"3799";"1359";"124";"183";"145";"550";"341";"111";"10";"837";"52";"81";"6";"-";"-"
"621003";"621003";"71";"13";"3";"8980";"7559";"35";"17";"7507";"2509";"241";"557";"313";"869";"634";"148";"21";"2000";"128";"82";"5";"-";"-"
"621004";"621004";"71";"13";"3";"3786";"2991";"9";"4";"2978";"1210";"82";"129";"97";"445";"289";"47";"8";"570";"49";"51";"1";"-";"-"
"621005";"621005";"71";"13";"3";"4459";"4023";"9";"0";"4014";"846";"185";"488";"226";"311";"256";"82";"7";"1538";"48";"25";"2";"-";"-"
"621006";"621006";"71";"13";"3";"580";"511";"2";"0";"509";"145";"11";"39";"11";"56";"30";"26";"3";"172";"10";"5";"1";"-";"-"
"621007";"621007";"71";"13";"3";"1692";"1501";"4";"4";"1493";"369";"49";"94";"58";"148";"135";"33";"2";"556";"29";"19";"1";"-";"-"
"621008";"621008";"71";"13";"3";"3693";"3277";"15";"1";"3261";"944";"101";"232";"168";"347";"258";"61";"5";"1072";"49";"24";"0";"-";"-"
"621009";"621009";"71";"13";"3";"2520";"2215";"12";"3";"2200";"594";"83";"155";"100";"352";"187";"43";"8";"616";"33";"29";"0";"-";"-"
"621010";"621010";"71";"13";"3";"1757";"1537";"5";"3";"1529";"489";"59";"92";"69";"161";"150";"26";"2";"438";"27";"16";"0";"-";"-"
"621011";"621011";"71";"13";"3";"4326";"3832";"13";"9";"3810";"1401";"100";"225";"133";"404";"333";"206";"5";"912";"55";"33";"3";"-";"-"
"621012";"621012";"71";"13";"3";"4280";"3678";"12";"7";"3659";"1472";"106";"192";"134";"495";"307";"84";"13";"754";"58";"41";"3";"-";"-"
"623001";"623001";"71";"13";"3";"2499";"2159";"12";"3";"2144";"695";"64";"184";"90";"178";"162";"113";"8";"596";"37";"15";"2";"-";"-"
"623002";"623002";"71";"13";"3";"1275";"1121";"8";"4";"1109";"273";"30";"56";"61";"90";"76";"40";"5";"441";"23";"14";"0";"-";"-"
"625001";"625001";"73";"13";"3";"1842";"1579";"17";"5";"1557";"440";"27";"84";"70";"48";"194";"106";"3";"524";"44";"17";"0";"-";"-"
"625002";"625002";"73";"13";"3";"409";"347";"2";"0";"345";"76";"10";"15";"16";"8";"36";"32";"0";"134";"11";"7";"0";"-";"-"
"625003";"625003";"73";"13";"3";"1926";"1616";"12";"0";"1604";"502";"40";"81";"78";"79";"265";"58";"5";"437";"27";"32";"0";"-";"-"
"625004";"625004";"73";"13";"3";"439";"382";"2";"0";"380";"147";"7";"18";"14";"17";"41";"26";"0";"92";"13";"5";"0";"-";"-"
"625005";"625005";"73";"13";"3";"843";"664";"7";"1";"656";"137";"16";"43";"48";"21";"92";"54";"5";"217";"10";"13";"0";"-";"-"
"627001";"627001";"74";"13";"3";"943";"849";"6";"3";"840";"269";"28";"40";"42";"48";"77";"20";"2";"299";"11";"3";"1";"-";"-"
"627002";"627002";"74";"13";"3";"408";"361";"3";"1";"357";"85";"9";"14";"12";"20";"51";"10";"0";"133";"12";"11";"0";"-";"-"
"627003";"627003";"74";"13";"3";"606";"534";"3";"0";"531";"146";"14";"26";"18";"36";"52";"21";"2";"198";"9";"9";"0";"-";"-"
"627004";"627004";"74";"13";"3";"893";"796";"4";"0";"792";"255";"21";"47";"41";"49";"72";"42";"0";"250";"4";"11";"0";"-";"-"
"627005";"627005";"74";"13";"3";"1223";"1099";"10";"3";"1086";"335";"26";"65";"65";"37";"93";"75";"3";"367";"9";"11";"0";"-";"-"
"627006";"627006";"74";"13";"3";"1989";"1714";"12";"1";"1701";"491";"47";"116";"81";"82";"165";"73";"1";"591";"33";"21";"0";"-";"-"
"627007";"627007";"74";"13";"3";"1145";"965";"13";"3";"949";"284";"45";"58";"35";"52";"85";"24";"2";"330";"23";"11";"0";"-";"-"
"627008";"627008";"74";"13";"3";"575";"511";"3";"0";"508";"132";"15";"23";"22";"32";"83";"4";"2";"182";"7";"6";"0";"-";"-"
"627009";"627009";"74";"13";"3";"747";"639";"5";"0";"634";"229";"17";"26";"26";"39";"50";"17";"0";"220";"7";"3";"0";"-";"-"
"627010";"627010";"74";"13";"3";"374";"339";"1";"0";"338";"63";"11";"15";"8";"27";"39";"8";"2";"153";"3";"9";"0";"-";"-"
"629001";"629001";"71";"13";"3";"3813";"3248";"21";"10";"3217";"1237";"83";"201";"122";"174";"242";"152";"15";"910";"53";"27";"1";"-";"-"
"629002";"629002";"71";"13";"3";"358";"328";"2";"0";"326";"107";"7";"13";"10";"17";"28";"26";"0";"109";"4";"5";"0";"-";"-"
"629003";"629003";"71";"13";"3";"1009";"876";"8";"0";"868";"265";"32";"34";"38";"51";"64";"33";"1";"332";"9";"9";"0";"-";"-"
"631001";"631001";"72";"13";"3";"10954";"8679";"59";"23";"8597";"3462";"280";"601";"326";"705";"649";"263";"31";"1984";"137";"155";"4";"-";"-"
"631002";"631002";"72";"13";"3";"2747";"2265";"15";"7";"2243";"993";"78";"154";"69";"166";"167";"58";"5";"471";"29";"50";"3";"-";"-"
"631003";"631003";"72";"13";"3";"4655";"3794";"18";"6";"3770";"1713";"118";"222";"137";"337";"322";"85";"8";"689";"55";"82";"2";"-";"-"
"631004";"631004";"72";"13";"3";"3969";"3345";"10";"8";"3327";"1342";"111";"236";"138";"312";"285";"113";"4";"689";"47";"50";"0";"-";"-"
"631005";"631005";"72";"13";"3";"745";"669";"5";"0";"664";"220";"23";"52";"35";"32";"45";"28";"0";"209";"13";"7";"0";"-";"-"
"631006";"631006";"72";"13";"3";"5670";"5071";"11";"10";"5050";"1500";"178";"599";"285";"338";"317";"138";"7";"1585";"42";"60";"1";"-";"-"
"631007";"631007";"72";"13";"3";"1669";"1434";"13";"3";"1418";"567";"48";"91";"87";"135";"102";"37";"5";"300";"21";"25";"0";"-";"-"
"631008";"631008";"72";"13";"3";"2748";"2380";"9";"3";"2368";"996";"80";"140";"132";"183";"167";"72";"4";"531";"31";"32";"0";"-";"-"
"631009";"631009";"72";"13";"3";"1247";"1138";"8";"0";"1130";"363";"38";"98";"64";"71";"81";"31";"6";"340";"14";"23";"1";"-";"-"
"631010";"631010";"72";"13";"3";"897";"803";"6";"0";"797";"220";"28";"57";"40";"61";"72";"36";"4";"259";"8";"12";"0";"-";"-"
"631011";"631011";"72";"13";"3";"3498";"3122";"16";"9";"3097";"963";"98";"314";"215";"157";"240";"84";"4";"963";"38";"20";"1";"-";"-"
"631012";"631012";"72";"13";"3";"2606";"2323";"10";"6";"2307";"594";"109";"279";"127";"165";"150";"52";"5";"763";"30";"33";"0";"-";"-"
"651001";"651001";"77";"14";"3";"2886";"2548";"8";"5";"2535";"509";"46";"390";"82";"76";"211";"332";"3";"820";"55";"11";"-";"-";"-"
"651002";"651002";"77";"14";"3";"542";"502";"4";"1";"497";"66";"9";"41";"13";"14";"45";"74";"0";"219";"14";"2";"-";"-";"-"
"651003";"651003";"77";"14";"3";"605";"504";"5";"0";"499";"155";"12";"38";"27";"14";"57";"23";"1";"153";"14";"5";"-";"-";"-"
"651004";"651004";"77";"14";"3";"913";"818";"6";"2";"810";"177";"21";"63";"30";"25";"101";"80";"1";"285";"23";"4";"-";"-";"-"
"653001";"653001";"79";"14";"3";"5131";"4249";"26";"9";"4214";"1220";"124";"263";"146";"162";"420";"296";"14";"1370";"167";"32";"-";"-";"-"
"653002";"653002";"79";"14";"3";"756";"620";"6";"1";"613";"108";"13";"25";"17";"23";"77";"95";"2";"230";"18";"5";"-";"-";"-"
"653003";"653003";"79";"14";"3";"352";"302";"5";"1";"296";"63";"11";"14";"9";"12";"30";"12";"0";"135";"8";"2";"-";"-";"-"
"653004";"653004";"79";"14";"3";"248";"224";"0";"0";"224";"32";"6";"11";"10";"6";"22";"29";"1";"94";"12";"1";"-";"-";"-"
"655001";"655001";"79";"14";"3";"3419";"3030";"16";"3";"3011";"971";"78";"205";"104";"94";"161";"339";"7";"982";"49";"21";"-";"-";"-"
"655003";"655003";"79";"14";"3";"526";"458";"3";"1";"454";"93";"14";"29";"6";"24";"26";"18";"1";"219";"19";"5";"-";"-";"-"
"655004";"655004";"79";"14";"3";"594";"531";"4";"0";"527";"91";"13";"40";"24";"14";"31";"65";"0";"235";"12";"2";"-";"-";"-"
"655005";"655005";"79";"14";"3";"453";"397";"2";"0";"395";"82";"9";"20";"19";"16";"28";"9";"1";"202";"9";"0";"-";"-";"-"
"655006";"655006";"79";"14";"3";"351";"311";"0";"1";"310";"50";"13";"9";"8";"6";"21";"47";"1";"149";"4";"2";"-";"-";"-"
"655007";"655007";"79";"14";"3";"484";"398";"2";"1";"395";"99";"5";"15";"14";"12";"37";"55";"1";"140";"15";"2";"-";"-";"-"
"655008";"655008";"79";"14";"3";"695";"611";"4";"0";"607";"145";"7";"29";"20";"24";"46";"66";"1";"245";"14";"10";"-";"-";"-"
"655009";"655009";"79";"14";"3";"577";"516";"3";"1";"512";"122";"14";"27";"6";"28";"26";"74";"3";"189";"11";"12";"-";"-";"-"
"657001";"657001";"78";"14";"3";"19337";"16311";"103";"64";"16144";"5676";"478";"1346";"562";"776";"1139";"1006";"41";"4661";"299";"160";"-";"-";"-"
"657002";"657002";"78";"14";"3";"675";"592";"2";"0";"590";"191";"13";"34";"16";"15";"59";"46";"0";"201";"12";"3";"-";"-";"-"
"657003";"657003";"78";"14";"3";"388";"332";"2";"1";"329";"140";"7";"13";"6";"11";"24";"10";"2";"100";"10";"6";"-";"-";"-"
"657004";"657004";"78";"14";"3";"1003";"823";"5";"2";"816";"368";"27";"28";"27";"82";"53";"51";"2";"149";"7";"22";"-";"-";"-"
"657005";"657005";"78";"14";"3";"5678";"5084";"25";"8";"5051";"1312";"173";"428";"259";"217";"312";"415";"13";"1800";"79";"43";"-";"-";"-"
"657006";"657006";"78";"14";"3";"725";"654";"6";"0";"648";"178";"13";"38";"22";"24";"66";"31";"1";"264";"7";"4";"-";"-";"-"
"657007";"657007";"78";"14";"3";"778";"689";"4";"0";"685";"214";"15";"27";"19";"36";"96";"92";"4";"160";"11";"11";"-";"-";"-"
"657008";"657008";"78";"14";"3";"3538";"3213";"10";"3";"3200";"942";"115";"251";"156";"139";"208";"173";"11";"1133";"50";"22";"-";"-";"-"
"657009";"657009";"78";"14";"3";"389";"340";"3";"1";"336";"50";"6";"17";"5";"12";"44";"33";"1";"150";"16";"2";"-";"-";"-"
"657010";"657010";"78";"14";"3";"439";"407";"0";"0";"407";"86";"12";"19";"8";"14";"36";"55";"2";"166";"4";"5";"-";"-";"-"
"657011";"657011";"78";"14";"3";"3221";"2941";"10";"4";"2927";"856";"65";"195";"140";"91";"221";"216";"12";"1054";"57";"20";"-";"-";"-"
"657012";"657012";"78";"14";"3";"580";"534";"3";"0";"531";"172";"14";"25";"18";"27";"60";"30";"3";"165";"13";"4";"-";"-";"-"
"657013";"657013";"78";"14";"3";"3092";"2764";"25";"6";"2733";"769";"70";"175";"105";"82";"250";"154";"6";"1060";"51";"11";"-";"-";"-"
"657014";"657014";"78";"14";"3";"3568";"3237";"9";"1";"3227";"1124";"90";"203";"144";"124";"241";"281";"8";"947";"48";"17";"-";"-";"-"
"657015";"657015";"78";"14";"3";"226";"198";"0";"1";"197";"46";"6";"13";"7";"6";"15";"22";"1";"76";"5";"0";"-";"-";"-"
"659001";"659001";"76";"14";"3";"1042";"935";"5";"7";"923";"195";"22";"58";"48";"42";"62";"64";"2";"414";"15";"1";"-";"-";"-"
"659002";"659002";"76";"14";"3";"2738";"2207";"6";"4";"2197";"384";"43";"196";"93";"60";"233";"261";"1";"873";"45";"8";"-";"-";"-"
"661001";"661001";"77";"14";"3";"14006";"12111";"70";"38";"12003";"4178";"356";"802";"440";"838";"733";"642";"32";"3627";"191";"164";"-";"-";"-"
"661002";"661002";"77";"14";"3";"1103";"1000";"10";"0";"990";"247";"18";"41";"50";"78";"78";"74";"2";"383";"16";"3";"-";"-";"-"
"661003";"661003";"77";"14";"3";"1606";"1414";"8";"2";"1404";"330";"21";"58";"46";"63";"119";"106";"3";"616";"31";"11";"-";"-";"-"
"661004";"661004";"77";"14";"3";"1574";"1456";"5";"2";"1449";"403";"20";"85";"64";"82";"94";"71";"4";"591";"28";"7";"-";"-";"-"
"661005";"661005";"77";"14";"3";"10314";"8821";"42";"13";"8766";"3693";"228";"529";"332";"569";"620";"415";"17";"2181";"109";"73";"-";"-";"-"
"661006";"661006";"77";"14";"3";"1588";"1475";"5";"4";"1466";"517";"38";"76";"76";"86";"97";"68";"3";"461";"23";"21";"-";"-";"-"
"663001";"663001";"78";"14";"3";"10973";"9457";"55";"33";"9369";"2790";"235";"843";"435";"351";"810";"637";"24";"2999";"173";"72";"-";"-";"-"
"663002";"663002";"78";"14";"3";"716";"655";"3";"1";"651";"119";"9";"51";"25";"19";"48";"72";"3";"291";"14";"0";"-";"-";"-"
"663003";"663003";"78";"14";"3";"2352";"2082";"6";"2";"2074";"565";"54";"131";"74";"50";"175";"179";"6";"786";"40";"14";"-";"-";"-"
"663004";"663004";"78";"14";"3";"308";"272";"1";"1";"270";"47";"1";"14";"4";"7";"31";"17";"0";"140";"9";"0";"-";"-";"-"
"663005";"663005";"78";"14";"3";"1682";"1521";"9";"1";"1511";"628";"40";"71";"51";"80";"118";"63";"2";"393";"48";"17";"-";"-";"-"
"663006";"663006";"78";"14";"3";"411";"339";"1";"0";"338";"103";"5";"17";"13";"12";"46";"25";"3";"96";"17";"1";"-";"-";"-"
"665001";"665001";"76";"14";"3";"4056";"3397";"15";"7";"3375";"1097";"101";"343";"131";"323";"201";"143";"6";"945";"57";"28";"-";"-";"-"
"665002";"665002";"76";"14";"3";"1408";"1271";"5";"1";"1265";"320";"40";"118";"73";"121";"73";"59";"3";"431";"22";"5";"-";"-";"-"
"665003";"665003";"76";"14";"3";"1254";"1148";"5";"3";"1140";"228";"77";"76";"44";"164";"38";"157";"11";"306";"9";"30";"-";"-";"-"
"665004";"665004";"76";"14";"3";"393";"343";"3";"0";"340";"65";"8";"13";"9";"29";"19";"43";"0";"146";"7";"1";"-";"-";"-"
"665005";"665005";"76";"14";"3";"714";"645";"2";"0";"643";"92";"23";"31";"26";"93";"53";"88";"3";"211";"23";"0";"-";"-";"-"
"665006";"665006";"76";"14";"3";"1854";"1612";"2";"1";"1609";"403";"57";"110";"54";"181";"107";"84";"5";"571";"23";"14";"-";"-";"-"
"665007";"665007";"76";"14";"3";"215";"180";"2";"1";"177";"32";"3";"8";"6";"14";"12";"21";"1";"77";"3";"0";"-";"-";"-"
"665008";"665008";"76";"14";"3";"601";"556";"7";"1";"548";"115";"15";"23";"22";"43";"54";"51";"2";"212";"7";"4";"-";"-";"-"
"665009";"665009";"76";"14";"3";"991";"833";"5";"6";"822";"200";"42";"43";"25";"92";"80";"17";"3";"302";"13";"5";"-";"-";"-"
"665010";"665010";"76";"14";"3";"270";"243";"0";"0";"243";"55";"9";"13";"12";"31";"19";"10";"1";"84";"2";"7";"-";"-";"-"
"665011";"665011";"76";"14";"3";"895";"773";"1";"3";"769";"149";"22";"42";"23";"49";"54";"55";"4";"351";"11";"9";"-";"-";"-"
"665012";"665012";"76";"14";"3";"665";"578";"1";"0";"577";"103";"8";"27";"18";"36";"70";"59";"1";"239";"16";"0";"-";"-";"-"
"665013";"665013";"76";"14";"3";"361";"316";"4";"0";"312";"60";"6";"11";"4";"29";"25";"29";"0";"136";"9";"3";"-";"-";"-"
"665014";"665014";"76";"14";"3";"550";"495";"3";"1";"491";"97";"10";"16";"12";"26";"28";"41";"1";"248";"10";"2";"-";"-";"-"
"667001";"667001";"76";"14";"3";"4070";"3444";"28";"7";"3409";"1150";"115";"193";"155";"219";"192";"173";"12";"1094";"59";"47";"-";"-";"-"
"667002";"667002";"76";"14";"3";"2419";"2142";"11";"5";"2126";"664";"73";"115";"87";"140";"126";"175";"10";"677";"37";"22";"-";"-";"-"
"667003";"667003";"76";"14";"3";"671";"594";"2";"0";"592";"156";"19";"30";"16";"15";"37";"20";"5";"242";"40";"12";"-";"-";"-"
"667004";"667004";"76";"14";"3";"328";"298";"0";"2";"296";"36";"8";"13";"5";"13";"8";"15";"0";"188";"7";"3";"-";"-";"-"
"667005";"667005";"76";"14";"3";"503";"463";"0";"1";"462";"91";"13";"18";"6";"27";"30";"21";"2";"231";"18";"5";"-";"-";"-"
"667006";"667006";"76";"14";"3";"402";"346";"0";"0";"346";"46";"9";"13";"9";"12";"21";"14";"2";"209";"10";"1";"-";"-";"-"
"667007";"667007";"76";"14";"3";"607";"552";"1";"1";"550";"109";"21";"18";"12";"22";"29";"22";"4";"301";"11";"1";"-";"-";"-"
"667008";"667008";"76";"14";"3";"1083";"969";"6";"1";"962";"301";"29";"72";"53";"47";"55";"53";"3";"320";"22";"7";"-";"-";"-"
"667009";"667009";"76";"14";"3";"960";"821";"8";"1";"812";"209";"19";"51";"29";"32";"50";"22";"5";"373";"13";"9";"-";"-";"-"
"667010";"667010";"76";"14";"3";"289";"262";"1";"0";"261";"44";"6";"16";"9";"14";"24";"12";"1";"119";"11";"5";"-";"-";"-"
"667011";"667011";"76";"14";"3";"333";"301";"5";"1";"295";"29";"11";"20";"7";"15";"21";"7";"3";"173";"6";"3";"-";"-";"-"
