"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1998 - Stemmeberettigede";"FV1998 - Afgivne stemmer";"FV1998 - Blanke stemmer";"FV1998 - Andre ugyldige stemmer";"FV1998 - Gyldige stemmer";"FV1998 - A. Socialdemokratiet";"FV1998 - B. Det Radikale Venstre";"FV1998 - C. Det Konservative Folkeparti";"FV1998 - D. Centrum-Demokraterne";"FV1998 - F. Socialistisk Folkeparti";"FV1998 - O. Dansk Folkeparti";"FV1998 - Q. Kristeligt Folkeparti";"FV1998 - U. Demokratisk Fornyelse";"FV1998 - V. Venstre, Danmarks Liberale Parti";"FV1998 - Z. Fremskridtspartiet";"FV1998 - Ø. Enhedslisten - De Rød-Grønne";"FV1998 - 1. Uden for partierne";"FV1998 - 2. Uden for partierne";"FV1998 - 3. Uden for partierne"
"531011";"531011";"63";"11";"3";"582";"507";"2";"3";"502";"132";"10";"34";"13";"25";"56";"26";"2";"179";"18";"7";"0";"-";"-"
"531021";"531021";"63";"11";"3";"600";"481";"5";"2";"474";"157";"6";"32";"10";"16";"42";"18";"2";"171";"11";"9";"0";"-";"-"
"531031";"531031";"63";"11";"3";"194";"171";"0";"1";"170";"47";"4";"6";"4";"4";"20";"5";"0";"59";"20";"1";"0";"-";"-"
"531041";"531041";"63";"11";"3";"321";"255";"3";"0";"252";"56";"4";"11";"8";"10";"25";"5";"4";"108";"16";"5";"0";"-";"-"
"531051";"531051";"63";"11";"3";"581";"503";"3";"1";"499";"133";"15";"44";"20";"12";"50";"6";"7";"192";"14";"6";"0";"-";"-"
"531061";"531061";"63";"11";"3";"2731";"2242";"10";"6";"2226";"758";"62";"160";"78";"65";"202";"59";"14";"739";"73";"13";"3";"-";"-"
"531071";"531071";"63";"11";"3";"563";"476";"2";"0";"474";"102";"13";"24";"20";"12";"53";"26";"3";"201";"14";"6";"0";"-";"-"
"533001";"533001";"62";"11";"3";"892";"772";"9";"5";"758";"260";"23";"58";"20";"27";"90";"18";"2";"227";"24";"9";"0";"-";"-"
"533002";"533002";"62";"11";"3";"554";"481";"3";"1";"477";"155";"10";"34";"23";"18";"52";"17";"3";"149";"11";"5";"0";"-";"-"
"533003";"533003";"62";"11";"3";"1389";"1228";"6";"1";"1221";"447";"45";"100";"49";"54";"78";"24";"4";"390";"24";"5";"1";"-";"-"
"533004";"533004";"62";"11";"3";"913";"800";"5";"2";"793";"299";"20";"50";"42";"27";"81";"27";"6";"213";"22";"6";"0";"-";"-"
"535001";"535001";"62";"11";"3";"2262";"2006";"13";"4";"1989";"632";"81";"204";"87";"89";"144";"30";"13";"667";"28";"13";"1";"-";"-"
"535002";"535002";"62";"11";"3";"1226";"1029";"12";"2";"1015";"341";"38";"83";"47";"51";"122";"14";"4";"273";"23";"19";"0";"-";"-"
"535003";"535003";"62";"11";"3";"879";"750";"8";"1";"741";"247";"21";"48";"30";"35";"54";"11";"6";"266";"15";"8";"0";"-";"-"
"535004";"535004";"62";"11";"3";"458";"388";"2";"0";"386";"116";"11";"27";"19";"12";"44";"26";"1";"119";"8";"3";"0";"-";"-"
"537001";"537001";"61";"11";"3";"5796";"4732";"35";"27";"4670";"1469";"200";"486";"206";"296";"391";"128";"26";"1299";"92";"76";"1";"-";"-"
"537002";"537002";"61";"11";"3";"3481";"2937";"17";"5";"2915";"1159";"100";"234";"106";"168";"262";"45";"25";"728";"51";"36";"1";"-";"-"
"537003";"537003";"61";"11";"3";"3051";"2608";"13";"14";"2581";"1236";"76";"123";"83";"169";"266";"48";"16";"497";"44";"23";"0";"-";"-"
"537004";"537004";"61";"11";"3";"2385";"2139";"11";"7";"2121";"696";"71";"216";"95";"105";"169";"41";"9";"653";"47";"19";"0";"-";"-"
"537005";"537005";"61";"11";"3";"3712";"3256";"20";"12";"3224";"1280";"99";"218";"113";"147";"298";"62";"19";"898";"61";"29";"0";"-";"-"
"537006";"537006";"61";"11";"3";"1663";"1480";"11";"1";"1468";"563";"34";"101";"62";"62";"120";"40";"5";"448";"20";"13";"0";"-";"-"
"537007";"537007";"61";"11";"3";"2714";"2233";"19";"2";"2212";"871";"51";"154";"89";"134";"251";"22";"11";"579";"34";"14";"2";"-";"-"
"539001";"539001";"64";"11";"3";"2260";"1885";"9";"2";"1874";"647";"52";"142";"82";"53";"139";"54";"7";"623";"61";"14";"0";"-";"-"
"539002";"539002";"64";"11";"3";"351";"306";"0";"0";"306";"70";"5";"16";"10";"3";"28";"10";"6";"144";"8";"6";"0";"-";"-"
"539003";"539003";"64";"11";"3";"1175";"960";"8";"0";"952";"353";"19";"67";"33";"19";"87";"51";"1";"283";"31";"7";"1";"-";"-"
"539004";"539004";"64";"11";"3";"195";"166";"0";"2";"164";"22";"8";"9";"7";"5";"21";"5";"2";"81";"4";"0";"0";"-";"-"
"539006";"539006";"64";"11";"3";"525";"422";"2";"1";"419";"112";"9";"20";"16";"9";"48";"43";"3";"146";"11";"2";"0";"-";"-"
"539008";"539008";"64";"11";"3";"1671";"1414";"12";"10";"1392";"362";"27";"74";"51";"32";"113";"157";"4";"510";"49";"12";"1";"-";"-"
"539009";"539009";"64";"11";"3";"727";"608";"2";"1";"605";"120";"18";"24";"41";"18";"54";"30";"5";"255";"36";"4";"0";"-";"-"
"539010";"539010";"64";"11";"3";"390";"333";"2";"0";"331";"78";"5";"17";"10";"11";"28";"30";"0";"131";"20";"0";"1";"-";"-"
"541001";"541001";"63";"11";"3";"2827";"2337";"18";"5";"2314";"914";"59";"123";"102";"143";"136";"54";"9";"684";"47";"41";"2";"-";"-"
"541002";"541002";"63";"11";"3";"3469";"2886";"19";"11";"2856";"1019";"105";"197";"97";"178";"158";"92";"23";"875";"61";"50";"1";"-";"-"
"541005";"541005";"63";"11";"3";"725";"618";"9";"1";"608";"167";"14";"29";"23";"19";"54";"13";"3";"261";"12";"12";"1";"-";"-"
"541006";"541006";"63";"11";"3";"196";"154";"0";"0";"154";"42";"3";"7";"2";"3";"9";"5";"0";"77";"5";"1";"0";"-";"-"
"541007";"541007";"63";"11";"3";"806";"704";"3";"0";"701";"237";"25";"48";"29";"38";"47";"22";"1";"224";"23";"7";"0";"-";"-"
"541008";"541008";"63";"11";"3";"925";"816";"5";"1";"810";"282";"18";"53";"42";"37";"59";"11";"12";"271";"12";"13";"0";"-";"-"
"541009";"541009";"63";"11";"3";"147";"133";"0";"0";"133";"30";"4";"8";"3";"10";"11";"2";"0";"62";"2";"1";"0";"-";"-"
"541010";"541010";"63";"11";"3";"259";"215";"3";"1";"211";"46";"5";"2";"11";"7";"22";"4";"1";"104";"9";"0";"0";"-";"-"
"541011";"541011";"63";"11";"3";"90";"78";"0";"1";"77";"9";"3";"6";"3";"3";"11";"5";"0";"34";"2";"1";"0";"-";"-"
"543001";"543001";"65";"11";"3";"2772";"2441";"12";"7";"2422";"931";"39";"138";"94";"103";"226";"52";"12";"772";"39";"15";"1";"-";"-"
"543002";"543002";"65";"11";"3";"2537";"2109";"8";"11";"2090";"862";"33";"78";"91";"91";"197";"47";"9";"635";"35";"12";"0";"-";"-"
"543003";"543003";"65";"11";"3";"855";"778";"8";"1";"769";"237";"8";"33";"44";"21";"62";"29";"3";"314";"11";"7";"0";"-";"-"
"543004";"543004";"65";"11";"3";"1053";"940";"3";"0";"937";"325";"12";"49";"22";"39";"90";"22";"1";"357";"12";"8";"0";"-";"-"
"543005";"543005";"65";"11";"3";"500";"429";"1";"0";"428";"159";"6";"11";"12";"16";"33";"24";"1";"160";"3";"3";"0";"-";"-"
"543006";"543006";"65";"11";"3";"422";"365";"2";"0";"363";"88";"7";"11";"8";"9";"28";"20";"1";"178";"12";"1";"0";"-";"-"
"543007";"543007";"65";"11";"3";"1003";"864";"6";"2";"856";"212";"16";"28";"22";"22";"97";"23";"6";"407";"18";"5";"0";"-";"-"
"543008";"543008";"65";"11";"3";"503";"426";"2";"2";"422";"106";"10";"8";"27";"19";"39";"19";"3";"179";"8";"4";"0";"-";"-"
"543009";"543009";"65";"11";"3";"1163";"1025";"8";"1";"1016";"304";"13";"37";"27";"31";"88";"77";"5";"412";"19";"3";"0";"-";"-"
"543010";"543010";"65";"11";"3";"706";"607";"5";"1";"601";"187";"13";"31";"21";"26";"46";"20";"1";"232";"20";"4";"0";"-";"-"
"543011";"543011";"65";"11";"3";"1159";"984";"11";"1";"972";"370";"19";"63";"23";"27";"103";"23";"7";"300";"28";"9";"0";"-";"-"
"545001";"545001";"60";"11";"3";"7194";"5871";"35";"14";"5822";"1998";"192";"446";"234";"350";"519";"153";"34";"1644";"164";"82";"6";"-";"-"
"545002";"545002";"60";"11";"3";"3309";"2851";"21";"4";"2826";"1243";"62";"183";"76";"161";"255";"72";"16";"621";"98";"38";"1";"-";"-"
"545003";"545003";"60";"11";"3";"2294";"2035";"7";"4";"2024";"675";"57";"125";"63";"110";"145";"33";"10";"647";"139";"20";"0";"-";"-"
"545005";"545005";"60";"11";"3";"1741";"1532";"12";"2";"1518";"519";"45";"99";"67";"51";"161";"25";"16";"468";"46";"20";"1";"-";"-"
"545006";"545006";"60";"11";"3";"2082";"1715";"6";"2";"1707";"724";"61";"93";"56";"111";"174";"25";"5";"372";"65";"20";"1";"-";"-"
"545104";"545104";"60";"11";"3";"15";"14";"0";"0";"14";"0";"0";"0";"0";"0";"2";"0";"0";"12";"0";"0";"0";"-";"-"
"551001";"551001";"69";"12";"3";"4625";"4084";"31";"4";"4049";"1047";"104";"334";"207";"95";"276";"184";"7";"1721";"49";"25";"0";"-";"-"
"551003";"551003";"69";"12";"3";"1567";"1319";"3";"4";"1312";"447";"25";"56";"39";"19";"103";"108";"2";"463";"39";"11";"0";"-";"-"
"553001";"553001";"66";"12";"3";"312";"269";"1";"0";"268";"49";"10";"33";"13";"13";"10";"28";"2";"102";"5";"3";"0";"-";"-"
"553002";"553002";"66";"12";"3";"329";"299";"5";"2";"292";"58";"11";"24";"11";"13";"22";"7";"2";"130";"10";"4";"0";"-";"-"
"553003";"553003";"66";"12";"3";"409";"352";"3";"0";"349";"91";"6";"38";"21";"9";"27";"15";"4";"121";"9";"8";"0";"-";"-"
"553004";"553004";"66";"12";"3";"391";"351";"1";"1";"349";"57";"9";"24";"17";"14";"28";"8";"0";"182";"6";"4";"0";"-";"-"
"553006";"553006";"66";"12";"3";"696";"623";"8";"2";"613";"118";"16";"31";"17";"9";"60";"25";"0";"320";"12";"4";"1";"-";"-"
"553007";"553007";"66";"12";"3";"1129";"983";"6";"3";"974";"223";"34";"74";"37";"36";"81";"31";"7";"420";"24";"7";"0";"-";"-"
"553008";"553008";"66";"12";"3";"251";"218";"2";"1";"215";"50";"10";"15";"9";"11";"17";"7";"2";"80";"5";"9";"0";"-";"-"
"553009";"553009";"66";"12";"3";"1231";"1080";"8";"3";"1069";"236";"37";"72";"33";"23";"86";"40";"2";"504";"30";"6";"0";"-";"-"
"555001";"555001";"66";"12";"3";"2145";"1884";"20";"4";"1860";"549";"52";"202";"99";"66";"121";"39";"4";"674";"42";"12";"0";"-";"-"
"555002";"555002";"66";"12";"3";"435";"379";"3";"0";"376";"102";"12";"28";"10";"22";"34";"8";"1";"140";"14";"4";"1";"-";"-"
"555003";"555003";"66";"12";"3";"70";"61";"0";"0";"61";"11";"3";"6";"4";"2";"6";"1";"0";"25";"3";"0";"0";"-";"-"
"555004";"555004";"66";"12";"3";"295";"247";"1";"1";"245";"52";"7";"21";"12";"5";"26";"7";"0";"105";"5";"5";"0";"-";"-"
"555005";"555005";"66";"12";"3";"124";"108";"0";"0";"108";"27";"4";"3";"5";"2";"12";"9";"0";"44";"1";"1";"0";"-";"-"
"557010";"557010";"68";"12";"3";"5102";"4354";"30";"10";"4314";"1545";"208";"266";"166";"174";"231";"140";"18";"1474";"62";"30";"0";"-";"-"
"557020";"557020";"68";"12";"3";"872";"783";"3";"0";"780";"251";"37";"33";"30";"35";"49";"19";"1";"308";"7";"10";"0";"-";"-"
"557030";"557030";"68";"12";"3";"413";"349";"0";"0";"349";"71";"15";"18";"6";"13";"31";"5";"4";"171";"9";"6";"0";"-";"-"
"557040";"557040";"68";"12";"3";"1881";"1583";"10";"3";"1570";"501";"63";"68";"59";"64";"107";"78";"8";"582";"29";"11";"0";"-";"-"
"557050";"557050";"68";"12";"3";"523";"469";"3";"1";"465";"134";"19";"24";"14";"45";"24";"11";"1";"175";"13";"5";"0";"-";"-"
"557060";"557060";"68";"12";"3";"876";"750";"5";"1";"744";"184";"28";"35";"29";"19";"67";"32";"0";"308";"36";"6";"0";"-";"-"
"559001";"559001";"69";"12";"3";"1710";"1427";"7";"3";"1417";"570";"32";"115";"54";"57";"102";"29";"5";"417";"24";"12";"0";"-";"-"
"559002";"559002";"69";"12";"3";"436";"379";"4";"1";"374";"100";"15";"12";"13";"10";"37";"6";"2";"162";"15";"2";"0";"-";"-"
"559003";"559003";"69";"12";"3";"640";"561";"2";"0";"559";"142";"10";"18";"10";"18";"62";"25";"2";"242";"24";"6";"0";"-";"-"
"559004";"559004";"69";"12";"3";"1961";"1681";"12";"3";"1666";"580";"44";"97";"46";"49";"104";"26";"3";"666";"32";"18";"1";"-";"-"
"561001";"561001";"67";"12";"3";"5937";"4852";"30";"21";"4801";"1844";"122";"334";"143";"323";"269";"124";"22";"1411";"75";"132";"2";"-";"-"
"561002";"561002";"67";"12";"3";"4192";"3393";"25";"10";"3358";"1294";"107";"239";"88";"258";"178";"51";"13";"986";"50";"90";"4";"-";"-"
"561003";"561003";"67";"12";"3";"2373";"1914";"12";"6";"1896";"1189";"27";"71";"33";"119";"112";"39";"5";"250";"18";"33";"0";"-";"-"
"561004";"561004";"67";"12";"3";"3531";"2943";"19";"7";"2917";"1606";"54";"137";"70";"199";"150";"41";"9";"538";"43";"70";"0";"-";"-"
"561005";"561005";"67";"12";"3";"5173";"4201";"22";"8";"4171";"2285";"84";"189";"91";"297";"250";"71";"7";"738";"59";"93";"7";"-";"-"
"561006";"561006";"67";"12";"3";"5108";"4351";"21";"14";"4316";"2007";"117";"290";"144";"280";"244";"75";"14";"990";"59";"96";"0";"-";"-"
"561007";"561007";"67";"12";"3";"3985";"3310";"18";"9";"3283";"1824";"59";"130";"71";"217";"224";"54";"14";"558";"65";"67";"0";"-";"-"
"561008";"561008";"67";"12";"3";"1340";"1181";"7";"3";"1171";"377";"21";"74";"55";"40";"79";"39";"3";"449";"27";"7";"0";"-";"-"
"561010";"561010";"67";"12";"3";"216";"190";"1";"0";"189";"43";"5";"12";"5";"12";"14";"8";"0";"85";"3";"2";"0";"-";"-"
"561011";"561011";"67";"12";"3";"3188";"2807";"12";"3";"2792";"1001";"65";"268";"102";"142";"144";"73";"11";"910";"26";"47";"3";"-";"-"
"561012";"561012";"67";"12";"3";"1368";"1218";"3";"1";"1214";"426";"25";"87";"47";"39";"64";"24";"3";"475";"14";"10";"0";"-";"-"
"561013";"561013";"67";"12";"3";"368";"334";"2";"1";"331";"100";"8";"14";"9";"22";"17";"14";"1";"139";"5";"2";"0";"-";"-"
"561014";"561014";"67";"12";"3";"183";"152";"0";"0";"152";"31";"1";"13";"3";"14";"7";"10";"1";"68";"3";"1";"0";"-";"-"
"561015";"561015";"67";"12";"3";"5694";"5011";"26";"13";"4972";"2132";"102";"313";"172";"286";"294";"126";"15";"1391";"76";"65";"0";"-";"-"
"561016";"561016";"67";"12";"3";"4927";"4376";"13";"10";"4353";"1447";"127";"440";"183";"166";"194";"73";"14";"1599";"78";"32";"0";"-";"-"
"561017";"561017";"67";"12";"3";"780";"694";"2";"1";"691";"237";"14";"33";"20";"31";"45";"17";"1";"268";"11";"14";"0";"-";"-"
"561018";"561018";"67";"12";"3";"366";"315";"1";"0";"314";"81";"4";"24";"10";"16";"19";"5";"0";"144";"4";"7";"0";"-";"-"
"561019";"561019";"67";"12";"3";"235";"201";"2";"1";"198";"57";"3";"9";"12";"6";"12";"2";"1";"87";"6";"3";"0";"-";"-"
"561020";"561020";"67";"12";"3";"1902";"1684";"5";"3";"1676";"648";"48";"120";"64";"78";"96";"23";"3";"546";"32";"18";"0";"-";"-"
"561021";"561021";"67";"12";"3";"3025";"2426";"9";"7";"2410";"1231";"51";"138";"66";"150";"154";"67";"6";"479";"27";"41";"0";"-";"-"
"561022";"561022";"67";"12";"3";"2713";"2291";"22";"4";"2265";"969";"43";"127";"66";"97";"113";"50";"3";"730";"37";"27";"3";"-";"-"
"561023";"561023";"67";"12";"3";"3157";"2712";"10";"5";"2697";"1396";"47";"145";"76";"167";"141";"35";"5";"628";"32";"24";"1";"-";"-"
"561024";"561024";"67";"12";"3";"2167";"1867";"12";"6";"1849";"804";"30";"110";"80";"107";"96";"58";"5";"508";"22";"29";"0";"-";"-"
"563001";"563001";"67";"12";"3";"2224";"1986";"15";"7";"1964";"581";"60";"232";"82";"170";"123";"38";"10";"553";"44";"71";"0";"-";"-"
"563002";"563002";"67";"12";"3";"275";"246";"0";"0";"246";"77";"6";"46";"9";"21";"12";"3";"4";"55";"2";"11";"0";"-";"-"
"565001";"565001";"69";"12";"3";"8139";"6902";"34";"13";"6855";"2472";"122";"305";"244";"172";"561";"356";"12";"2418";"144";"49";"0";"-";"-"
"565002";"565002";"69";"12";"3";"1900";"1665";"9";"2";"1654";"530";"33";"78";"50";"49";"160";"49";"5";"638";"54";"8";"0";"-";"-"
"565003";"565003";"69";"12";"3";"1615";"1398";"9";"2";"1387";"363";"18";"45";"48";"21";"153";"94";"3";"593";"44";"5";"0";"-";"-"
"565004";"565004";"69";"12";"3";"712";"646";"0";"1";"645";"105";"8";"30";"28";"13";"68";"42";"1";"291";"56";"3";"0";"-";"-"
"565005";"565005";"69";"12";"3";"749";"640";"5";"0";"635";"149";"16";"23";"8";"6";"69";"34";"2";"308";"18";"2";"0";"-";"-"
"567001";"567001";"68";"12";"3";"653";"596";"3";"0";"593";"123";"13";"43";"35";"18";"36";"22";"1";"284";"11";"7";"0";"-";"-"
"567002";"567002";"68";"12";"3";"1197";"1059";"6";"1";"1052";"265";"27";"40";"31";"30";"77";"55";"1";"496";"19";"11";"0";"-";"-"
"567003";"567003";"68";"12";"3";"532";"463";"6";"2";"455";"71";"7";"26";"17";"10";"17";"22";"1";"270";"9";"5";"0";"-";"-"
"567004";"567004";"68";"12";"3";"988";"875";"3";"1";"871";"205";"27";"67";"23";"27";"68";"27";"3";"405";"15";"4";"0";"-";"-"
"567005";"567005";"68";"12";"3";"803";"717";"5";"0";"712";"141";"28";"46";"26";"18";"39";"23";"2";"376";"12";"1";"0";"-";"-"
"567006";"567006";"68";"12";"3";"826";"683";"9";"2";"672";"115";"15";"39";"18";"20";"43";"37";"0";"359";"22";"4";"0";"-";"-"
"567007";"567007";"68";"12";"3";"1082";"981";"2";"2";"977";"225";"20";"63";"32";"33";"68";"30";"5";"480";"14";"7";"0";"-";"-"
"569002";"569002";"69";"12";"3";"431";"385";"4";"0";"381";"75";"13";"27";"9";"10";"45";"7";"3";"181";"8";"3";"0";"-";"-"
"569003";"569003";"69";"12";"3";"269";"232";"3";"0";"229";"51";"2";"16";"11";"4";"46";"5";"1";"89";"4";"0";"0";"-";"-"
"569004";"569004";"69";"12";"3";"219";"194";"0";"0";"194";"42";"3";"3";"7";"5";"17";"8";"2";"104";"3";"0";"0";"-";"-"
"569005";"569005";"69";"12";"3";"932";"804";"3";"0";"801";"145";"23";"43";"27";"10";"59";"39";"5";"432";"14";"4";"0";"-";"-"
"569006";"569006";"69";"12";"3";"429";"370";"2";"0";"368";"95";"8";"22";"13";"10";"39";"10";"0";"163";"5";"3";"0";"-";"-"
"569101";"569101";"69";"12";"3";"1518";"1310";"9";"7";"1294";"371";"31";"65";"40";"44";"131";"36";"2";"528";"25";"21";"0";"-";"-"
"569102";"569102";"69";"12";"3";"1218";"1039";"7";"5";"1027";"355";"27";"55";"35";"35";"78";"28";"4";"370";"26";"13";"1";"-";"-"
"571001";"571001";"68";"12";"3";"6855";"5772";"33";"13";"5726";"2107";"208";"287";"205";"559";"266";"92";"17";"1762";"57";"162";"4";"-";"-"
"571002";"571002";"68";"12";"3";"581";"518";"6";"5";"507";"151";"6";"20";"21";"25";"29";"16";"2";"221";"9";"7";"0";"-";"-"
"571003";"571003";"68";"12";"3";"224";"192";"0";"0";"192";"34";"3";"11";"3";"4";"16";"6";"0";"102";"8";"5";"0";"-";"-"
"571004";"571004";"68";"12";"3";"1547";"1352";"6";"1";"1345";"444";"23";"55";"50";"62";"64";"37";"9";"550";"26";"25";"0";"-";"-"
"571005";"571005";"68";"12";"3";"1397";"1219";"13";"1";"1205";"390";"31";"59";"41";"44";"89";"35";"9";"461";"36";"9";"1";"-";"-"
"571006";"571006";"68";"12";"3";"208";"189";"0";"1";"188";"24";"4";"6";"7";"4";"11";"4";"0";"124";"4";"0";"0";"-";"-"
"571007";"571007";"68";"12";"3";"57";"48";"1";"1";"46";"12";"4";"4";"1";"1";"3";"3";"0";"18";"0";"0";"0";"-";"-"
"571008";"571008";"68";"12";"3";"164";"153";"0";"0";"153";"31";"6";"8";"2";"8";"13";"4";"0";"76";"3";"2";"0";"-";"-"
"571009";"571009";"68";"12";"3";"465";"416";"5";"1";"410";"98";"11";"16";"11";"12";"31";"16";"1";"206";"2";"5";"1";"-";"-"
"571010";"571010";"68";"12";"3";"491";"444";"2";"1";"441";"114";"6";"21";"7";"25";"41";"10";"0";"200";"10";"7";"0";"-";"-"
"571011";"571011";"68";"12";"3";"390";"327";"2";"1";"324";"79";"5";"15";"11";"6";"25";"10";"0";"159";"9";"5";"0";"-";"-"
"571013";"571013";"68";"12";"3";"494";"445";"4";"0";"441";"124";"9";"30";"14";"25";"23";"12";"3";"178";"7";"15";"1";"-";"-"
"571014";"571014";"68";"12";"3";"705";"642";"5";"12";"625";"229";"24";"24";"22";"37";"35";"12";"3";"225";"4";"10";"0";"-";"-"
"573001";"573001";"66";"12";"3";"9779";"8310";"55";"30";"8225";"2848";"169";"1047";"261";"386";"550";"161";"16";"2553";"152";"78";"4";"-";"-"
"573006";"573006";"66";"12";"3";"642";"576";"1";"1";"574";"99";"12";"47";"16";"15";"47";"18";"6";"283";"27";"3";"1";"-";"-"
"573007";"573007";"66";"12";"3";"1042";"950";"4";"3";"943";"276";"25";"90";"36";"40";"49";"35";"1";"355";"27";"9";"0";"-";"-"
"573008";"573008";"66";"12";"3";"899";"814";"8";"4";"802";"158";"19";"52";"40";"21";"46";"16";"1";"428";"18";"1";"2";"-";"-"
"573009";"573009";"66";"12";"3";"993";"876";"6";"1";"869";"208";"24";"78";"36";"21";"45";"26";"0";"375";"50";"6";"0";"-";"-"
"573011";"573011";"66";"12";"3";"566";"511";"5";"0";"506";"126";"16";"50";"21";"14";"21";"22";"3";"211";"16";"6";"0";"-";"-"
"573012";"573012";"66";"12";"3";"829";"758";"7";"2";"749";"198";"18";"76";"31";"35";"45";"16";"1";"304";"18";"7";"0";"-";"-"
"575001";"575001";"69";"12";"3";"6632";"5631";"24";"14";"5593";"2275";"150";"352";"241";"227";"376";"103";"15";"1689";"115";"46";"4";"-";"-"
"575002";"575002";"69";"12";"3";"493";"444";"0";"1";"443";"133";"17";"11";"20";"18";"34";"14";"2";"172";"15";"7";"0";"-";"-"
"575003";"575003";"69";"12";"3";"1364";"1197";"8";"1";"1188";"386";"45";"83";"47";"67";"67";"10";"11";"434";"11";"26";"1";"-";"-"
"575004";"575004";"69";"12";"3";"1085";"973";"5";"2";"966";"297";"30";"48";"37";"60";"75";"60";"7";"316";"21";"15";"0";"-";"-"
"575005";"575005";"69";"12";"3";"1117";"983";"4";"0";"979";"361";"21";"40";"51";"29";"83";"35";"3";"323";"22";"10";"1";"-";"-"
"575006";"575006";"69";"12";"3";"1160";"966";"5";"2";"959";"325";"15";"58";"32";"21";"84";"38";"4";"366";"13";"3";"0";"-";"-"
"575007";"575007";"69";"12";"3";"245";"212";"0";"1";"211";"61";"3";"9";"6";"13";"14";"4";"1";"96";"3";"0";"1";"-";"-"
"575008";"575008";"69";"12";"3";"159";"134";"0";"0";"134";"46";"4";"2";"6";"6";"18";"6";"0";"45";"0";"1";"0";"-";"-"
"577001";"577001";"66";"12";"3";"4020";"3510";"14";"5";"3491";"684";"121";"234";"125";"89";"227";"333";"7";"1582";"70";"19";"0";"-";"-"
"577002";"577002";"66";"12";"3";"245";"221";"0";"0";"221";"37";"6";"14";"4";"6";"11";"21";"0";"116";"4";"2";"0";"-";"-"
"577003";"577003";"66";"12";"3";"1255";"1106";"6";"3";"1097";"263";"29";"86";"34";"37";"72";"38";"0";"500";"32";"5";"1";"-";"-"
"577004";"577004";"66";"12";"3";"370";"309";"1";"0";"308";"82";"5";"14";"12";"8";"22";"25";"4";"123";"12";"1";"0";"-";"-"
"577005";"577005";"66";"12";"3";"257";"232";"1";"0";"231";"33";"6";"10";"3";"15";"17";"6";"0";"134";"6";"1";"0";"-";"-"
"577006";"577006";"66";"12";"3";"1477";"1241";"3";"3";"1235";"398";"22";"62";"44";"38";"93";"77";"3";"455";"32";"11";"0";"-";"-"
"577007";"577007";"66";"12";"3";"668";"611";"4";"0";"607";"89";"10";"27";"21";"19";"28";"59";"4";"336";"11";"2";"1";"-";"-"
"601001";"601001";"73";"13";"3";"2716";"2283";"19";"2";"2262";"728";"82";"133";"132";"79";"227";"96";"4";"731";"27";"22";"1";"-";"-"
"601002";"601002";"73";"13";"3";"534";"470";"7";"1";"462";"102";"10";"25";"22";"29";"54";"20";"5";"173";"7";"15";"0";"-";"-"
"601003";"601003";"73";"13";"3";"709";"641";"7";"4";"630";"154";"16";"33";"45";"38";"82";"20";"3";"222";"8";"8";"1";"-";"-"
"601004";"601004";"73";"13";"3";"620";"543";"6";"1";"536";"135";"28";"33";"29";"21";"49";"18";"2";"197";"14";"10";"0";"-";"-"
"601005";"601005";"73";"13";"3";"638";"551";"0";"2";"549";"140";"10";"33";"27";"41";"59";"18";"0";"189";"16";"15";"1";"-";"-"
"601006";"601006";"73";"13";"3";"590";"535";"2";"0";"533";"155";"19";"30";"22";"36";"73";"18";"2";"157";"4";"16";"1";"-";"-"
"601007";"601007";"73";"13";"3";"527";"464";"1";"2";"461";"118";"25";"33";"26";"30";"47";"15";"2";"131";"8";"26";"0";"-";"-"
"603001";"603001";"70";"13";"3";"1965";"1542";"7";"5";"1530";"652";"48";"86";"60";"133";"105";"51";"7";"333";"22";"29";"4";"-";"-"
"603002";"603002";"70";"13";"3";"3514";"2992";"21";"7";"2964";"1043";"75";"209";"140";"222";"223";"189";"1";"777";"56";"28";"1";"-";"-"
"603003";"603003";"70";"13";"3";"1410";"1275";"6";"1";"1268";"415";"31";"94";"54";"64";"106";"75";"3";"373";"31";"21";"1";"-";"-"
"603004";"603004";"70";"13";"3";"1174";"1018";"1";"0";"1017";"270";"53";"59";"50";"52";"91";"58";"5";"344";"17";"18";"0";"-";"-"
"605001";"605001";"73";"13";"3";"1508";"1312";"5";"3";"1304";"362";"47";"81";"80";"58";"103";"38";"4";"505";"14";"12";"0";"-";"-"
"605002";"605002";"73";"13";"3";"2525";"2169";"13";"15";"2141";"483";"91";"167";"108";"130";"191";"84";"8";"816";"33";"30";"0";"-";"-"
"605003";"605003";"73";"13";"3";"679";"606";"2";"0";"604";"192";"25";"33";"16";"25";"73";"16";"1";"204";"12";"7";"0";"-";"-"
"605004";"605004";"73";"13";"3";"1235";"1102";"2";"1";"1099";"223";"36";"87";"39";"34";"100";"35";"8";"479";"23";"33";"2";"-";"-"
"605005";"605005";"73";"13";"3";"1207";"1067";"4";"1";"1062";"277";"35";"54";"64";"41";"115";"45";"3";"392";"25";"11";"0";"-";"-"
"605006";"605006";"73";"13";"3";"967";"887";"4";"3";"880";"240";"26";"75";"55";"57";"87";"31";"5";"291";"9";"3";"1";"-";"-"
