"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2005 - Stemmeberettigede";"FV2005 - Afgivne stemmer";"FV2005 - Blanke stemmer";"FV2005 - Andre ugyldige stemmer";"FV2005 - Gyldige stemmer";"FV2005 - A. Socialdemokratiet";"FV2005 - B. Det Radikale Venstre";"FV2005 - C. Det Konservative Folkeparti";"FV2005 - D. Centrum-Demokraterne";"FV2005 - F. Socialistisk Folkeparti";"FV2005 - K. Kristendemokraterne";"FV2005 - M. Minoritetspartiet";"FV2005 - O. Dansk Folkeparti";"FV2005 - V. Venstre, Danmarks Liberale Parti";"FV2005 - Ø. Enhedslisten - De Rød-Grønne";"FV2005 - 1. Uden for partierne";"FV2005 - 2. Uden for partierne";"FV2005 - 3. Uden for partierne"
"525005";"525005";"64";"11";"3";"395";"344";"0";"0";"344";"47";"11";"21";"3";"9";"36";"1";"42";"168";"6";"-";"-";"-"
"525006";"525006";"64";"11";"3";"275";"240";"3";"0";"237";"37";"4";"20";"1";"7";"13";"0";"32";"118";"5";"-";"-";"-"
"525007";"525007";"64";"11";"3";"2846";"2392";"19";"3";"2370";"588";"123";"186";"28";"75";"86";"5";"336";"923";"20";"-";"-";"-"
"527001";"527001";"65";"11";"3";"2190";"1845";"9";"7";"1829";"360";"104";"153";"15";"68";"46";"6";"240";"815";"22";"-";"-";"-"
"527002";"527002";"65";"11";"3";"172";"138";"1";"0";"137";"25";"4";"2";"2";"4";"2";"1";"9";"86";"2";"-";"-";"-"
"527003";"527003";"65";"11";"3";"793";"685";"7";"2";"676";"97";"45";"44";"4";"28";"26";"4";"84";"313";"31";"-";"-";"-"
"527004";"527004";"65";"11";"3";"1758";"1526";"16";"4";"1506";"302";"67";"96";"17";"47";"35";"8";"226";"682";"26";"-";"-";"-"
"527005";"527005";"65";"11";"3";"572";"497";"2";"1";"494";"57";"31";"29";"6";"16";"5";"0";"61";"279";"10";"-";"-";"-"
"527006";"527006";"65";"11";"3";"1294";"1085";"4";"4";"1077";"220";"62";"81";"10";"32";"17";"4";"158";"486";"7";"-";"-";"-"
"527007";"527007";"65";"11";"3";"387";"344";"1";"1";"342";"34";"28";"25";"2";"9";"10";"1";"58";"168";"7";"-";"-";"-"
"527008";"527008";"65";"11";"3";"602";"512";"2";"3";"507";"103";"29";"42";"5";"29";"9";"1";"52";"225";"12";"-";"-";"-"
"527009";"527009";"65";"11";"3";"285";"256";"3";"0";"253";"44";"9";"25";"0";"6";"17";"5";"44";"99";"4";"-";"-";"-"
"529001";"529001";"60";"11";"3";"4500";"3808";"24";"11";"3773";"1060";"173";"296";"40";"97";"94";"6";"597";"1375";"35";"-";"-";"-"
"529002";"529002";"60";"11";"3";"1495";"1284";"10";"3";"1271";"321";"46";"84";"12";"27";"58";"4";"211";"491";"17";"-";"-";"-"
"529003";"529003";"60";"11";"3";"692";"602";"4";"2";"596";"127";"18";"42";"2";"22";"13";"1";"82";"275";"14";"-";"-";"-"
"529004";"529004";"60";"11";"3";"308";"279";"4";"0";"275";"34";"8";"15";"2";"3";"13";"2";"36";"159";"3";"-";"-";"-"
"529005";"529005";"60";"11";"3";"677";"577";"3";"0";"574";"127";"21";"31";"4";"15";"14";"0";"116";"240";"6";"-";"-";"-"
"529006";"529006";"60";"11";"3";"773";"674";"3";"4";"667";"164";"21";"40";"7";"20";"22";"1";"131";"251";"10";"-";"-";"-"
"531011";"531011";"63";"11";"3";"570";"479";"8";"0";"471";"76";"31";"37";"8";"16";"9";"6";"76";"205";"7";"-";"-";"-"
"531021";"531021";"63";"11";"3";"557";"441";"4";"1";"436";"100";"16";"31";"4";"13";"11";"0";"79";"177";"5";"-";"-";"-"
"531031";"531031";"63";"11";"3";"183";"156";"1";"1";"154";"33";"3";"11";"0";"4";"3";"0";"32";"66";"2";"-";"-";"-"
"531041";"531041";"63";"11";"3";"300";"256";"3";"1";"252";"52";"7";"7";"2";"10";"5";"1";"44";"114";"10";"-";"-";"-"
"531051";"531051";"63";"11";"3";"520";"445";"3";"1";"441";"68";"21";"35";"4";"27";"5";"2";"71";"202";"6";"-";"-";"-"
"531061";"531061";"63";"11";"3";"2719";"2213";"18";"7";"2188";"497";"111";"177";"27";"56";"33";"2";"320";"939";"26";"-";"-";"-"
"531071";"531071";"63";"11";"3";"551";"457";"1";"0";"456";"53";"20";"36";"2";"11";"18";"1";"62";"245";"8";"-";"-";"-"
"533001";"533001";"62";"11";"3";"889";"759";"12";"1";"746";"170";"43";"46";"6";"34";"13";"1";"145";"276";"12";"-";"-";"-"
"533002";"533002";"62";"11";"3";"543";"469";"2";"1";"466";"108";"27";"38";"6";"16";"6";"1";"92";"167";"5";"-";"-";"-"
"533003";"533003";"62";"11";"3";"1433";"1227";"8";"1";"1218";"311";"57";"97";"11";"45";"19";"2";"185";"480";"11";"-";"-";"-"
"533004";"533004";"62";"11";"3";"927";"808";"7";"1";"800";"202";"38";"58";"8";"21";"18";"2";"148";"292";"13";"-";"-";"-"
"535001";"535001";"62";"11";"3";"2394";"2114";"5";"3";"2106";"477";"116";"219";"16";"69";"20";"5";"303";"861";"20";"-";"-";"-"
"535002";"535002";"62";"11";"3";"1171";"990";"9";"0";"981";"218";"49";"68";"12";"38";"8";"2";"196";"371";"19";"-";"-";"-"
"535003";"535003";"62";"11";"3";"810";"686";"8";"2";"676";"133";"49";"60";"9";"27";"2";"0";"94";"295";"7";"-";"-";"-"
"535004";"535004";"62";"11";"3";"417";"355";"4";"0";"351";"83";"22";"23";"1";"11";"14";"0";"61";"129";"7";"-";"-";"-"
"537001";"537001";"61";"11";"3";"5553";"4457";"30";"13";"4414";"1005";"356";"473";"47";"192";"71";"20";"691";"1447";"112";"-";"-";"-"
"537002";"537002";"61";"11";"3";"3231";"2647";"11";"10";"2626";"766";"176";"242";"21";"117";"37";"6";"440";"753";"68";"-";"-";"-"
"537003";"537003";"61";"11";"3";"2831";"2361";"16";"12";"2333";"830";"138";"124";"10";"121";"43";"4";"457";"570";"36";"-";"-";"-"
"537004";"537004";"61";"11";"3";"2533";"2268";"6";"5";"2257";"509";"155";"274";"16";"91";"53";"5";"369";"750";"35";"-";"-";"-"
"537005";"537005";"61";"11";"3";"3815";"3349";"18";"7";"3324";"939";"210";"240";"18";"127";"44";"7";"589";"1116";"34";"-";"-";"-"
"537006";"537006";"61";"11";"3";"1773";"1549";"3";"3";"1543";"368";"69";"125";"13";"42";"22";"0";"238";"649";"17";"-";"-";"-"
"537007";"537007";"61";"11";"3";"2660";"2105";"17";"7";"2081";"676";"122";"172";"23";"75";"39";"3";"376";"553";"42";"-";"-";"-"
"539001";"539001";"64";"11";"3";"2267";"1824";"9";"13";"1802";"462";"87";"110";"22";"56";"27";"2";"259";"765";"12";"-";"-";"-"
"539002";"539002";"64";"11";"3";"333";"277";"1";"1";"275";"47";"10";"14";"1";"8";"8";"0";"54";"130";"3";"-";"-";"-"
"539003";"539003";"64";"11";"3";"1183";"954";"7";"3";"944";"229";"40";"58";"9";"27";"36";"5";"136";"389";"15";"-";"-";"-"
"539004";"539004";"64";"11";"3";"190";"164";"4";"0";"160";"17";"10";"7";"5";"3";"0";"0";"28";"90";"0";"-";"-";"-"
"539006";"539006";"64";"11";"3";"485";"393";"5";"1";"387";"61";"11";"22";"4";"13";"11";"0";"88";"173";"4";"-";"-";"-"
"539008";"539008";"64";"11";"3";"1626";"1304";"12";"4";"1288";"221";"40";"87";"10";"34";"93";"2";"205";"574";"22";"-";"-";"-"
"539009";"539009";"64";"11";"3";"669";"559";"6";"0";"553";"79";"24";"21";"5";"20";"11";"1";"97";"294";"1";"-";"-";"-"
"539010";"539010";"64";"11";"3";"375";"321";"3";"1";"317";"36";"16";"23";"6";"10";"12";"2";"36";"173";"3";"-";"-";"-"
"541001";"541001";"63";"11";"3";"2728";"2209";"18";"5";"2186";"728";"141";"170";"24";"96";"30";"5";"226";"719";"47";"-";"-";"-"
"541002";"541002";"63";"11";"3";"3345";"2679";"24";"8";"2647";"702";"224";"234";"21";"158";"69";"6";"293";"865";"75";"-";"-";"-"
"541005";"541005";"63";"11";"3";"706";"593";"2";"0";"591";"103";"28";"33";"11";"23";"12";"4";"103";"263";"11";"-";"-";"-"
"541006";"541006";"63";"11";"3";"181";"153";"2";"0";"151";"18";"6";"8";"3";"2";"5";"1";"26";"82";"0";"-";"-";"-"
"541007";"541007";"63";"11";"3";"741";"629";"5";"2";"622";"144";"33";"43";"2";"22";"15";"0";"87";"267";"9";"-";"-";"-"
"541008";"541008";"63";"11";"3";"934";"830";"5";"4";"821";"199";"55";"71";"8";"25";"10";"3";"117";"321";"12";"-";"-";"-"
"541009";"541009";"63";"11";"3";"142";"125";"2";"0";"123";"26";"5";"6";"1";"8";"4";"0";"6";"65";"2";"-";"-";"-"
"541010";"541010";"63";"11";"3";"212";"174";"0";"0";"174";"26";"5";"10";"1";"7";"1";"0";"22";"99";"3";"-";"-";"-"
"541011";"541011";"63";"11";"3";"77";"65";"1";"0";"64";"6";"4";"2";"0";"2";"2";"1";"10";"35";"2";"-";"-";"-"
"543001";"543001";"65";"11";"3";"2746";"2357";"21";"8";"2328";"688";"81";"163";"15";"81";"36";"6";"363";"876";"19";"-";"-";"-"
"543002";"543002";"65";"11";"3";"2603";"2072";"12";"7";"2053";"613";"86";"110";"13";"90";"35";"3";"336";"753";"14";"-";"-";"-"
"543003";"543003";"65";"11";"3";"859";"763";"5";"4";"754";"181";"16";"42";"7";"25";"18";"0";"129";"329";"7";"-";"-";"-"
"543004";"543004";"65";"11";"3";"1117";"971";"5";"5";"961";"215";"47";"62";"7";"65";"13";"0";"136";"407";"9";"-";"-";"-"
"543005";"543005";"65";"11";"3";"467";"400";"1";"0";"399";"110";"23";"22";"6";"14";"17";"0";"42";"162";"3";"-";"-";"-"
"543006";"543006";"65";"11";"3";"379";"334";"1";"1";"332";"72";"10";"16";"1";"8";"16";"0";"46";"162";"1";"-";"-";"-"
"543007";"543007";"65";"11";"3";"919";"786";"8";"0";"778";"135";"32";"43";"10";"35";"14";"5";"129";"372";"3";"-";"-";"-"
"543008";"543008";"65";"11";"3";"458";"371";"3";"1";"367";"68";"9";"25";"4";"22";"11";"1";"43";"178";"6";"-";"-";"-"
"543009";"543009";"65";"11";"3";"1136";"940";"6";"4";"930";"178";"26";"34";"8";"36";"42";"4";"129";"464";"9";"-";"-";"-"
"543010";"543010";"65";"11";"3";"679";"575";"2";"0";"573";"131";"36";"47";"6";"23";"13";"4";"76";"229";"8";"-";"-";"-"
"543011";"543011";"65";"11";"3";"1085";"900";"10";"3";"887";"252";"30";"46";"3";"38";"15";"2";"124";"358";"19";"-";"-";"-"
"545001";"545001";"60";"11";"3";"7242";"5925";"36";"10";"5879";"1529";"448";"549";"61";"329";"112";"12";"831";"1884";"124";"-";"-";"-"
"545002";"545002";"60";"11";"3";"3176";"2624";"15";"8";"2601";"800";"155";"181";"17";"151";"42";"6";"406";"797";"46";"-";"-";"-"
"545003";"545003";"60";"11";"3";"2349";"2068";"8";"3";"2057";"492";"150";"155";"12";"113";"16";"11";"260";"824";"24";"-";"-";"-"
"545005";"545005";"60";"11";"3";"1681";"1466";"4";"4";"1458";"347";"72";"115";"12";"59";"21";"0";"229";"578";"25";"-";"-";"-"
"545006";"545006";"60";"11";"3";"2044";"1609";"10";"4";"1595";"520";"112";"108";"12";"87";"15";"5";"255";"455";"26";"-";"-";"-"
"551001";"551001";"69";"12";"3";"4656";"4030";"23";"7";"4000";"577";"237";"402";"39";"113";"112";"6";"540";"1934";"40";"-";"-";"-"
"551003";"551003";"69";"12";"3";"1611";"1360";"11";"0";"1349";"278";"54";"63";"22";"38";"78";"0";"192";"599";"25";"-";"-";"-"
"553001";"553001";"66";"12";"3";"290";"265";"0";"3";"262";"35";"16";"35";"5";"7";"26";"1";"35";"96";"6";"-";"-";"-"
"553002";"553002";"66";"12";"3";"313";"283";"3";"3";"277";"37";"16";"26";"6";"10";"3";"0";"38";"136";"5";"-";"-";"-"
"553003";"553003";"66";"12";"3";"379";"322";"2";"0";"320";"65";"16";"22";"1";"14";"7";"0";"53";"137";"5";"-";"-";"-"
"553004";"553004";"66";"12";"3";"383";"337";"1";"0";"336";"38";"26";"26";"4";"7";"4";"1";"34";"191";"5";"-";"-";"-"
"553006";"553006";"66";"12";"3";"681";"572";"5";"4";"563";"75";"22";"30";"3";"16";"21";"2";"93";"292";"9";"-";"-";"-"
"553007";"553007";"66";"12";"3";"1182";"1005";"8";"4";"993";"173";"60";"58";"6";"26";"18";"3";"168";"474";"7";"-";"-";"-"
"553008";"553008";"66";"12";"3";"224";"191";"1";"1";"189";"37";"12";"11";"1";"3";"5";"0";"36";"75";"9";"-";"-";"-"
"553009";"553009";"66";"12";"3";"1207";"1035";"7";"1";"1027";"148";"53";"49";"10";"37";"32";"2";"133";"549";"14";"-";"-";"-"
"555001";"555001";"66";"12";"3";"2236";"1946";"14";"4";"1928";"404";"111";"183";"15";"60";"28";"2";"267";"837";"21";"-";"-";"-"
"555002";"555002";"66";"12";"3";"422";"340";"6";"0";"334";"86";"16";"28";"0";"19";"6";"0";"61";"115";"3";"-";"-";"-"
"555003";"555003";"66";"12";"3";"80";"71";"0";"0";"71";"8";"8";"6";"0";"0";"2";"0";"11";"36";"0";"-";"-";"-"
"555004";"555004";"66";"12";"3";"298";"263";"2";"0";"261";"40";"16";"36";"1";"6";"3";"2";"42";"112";"3";"-";"-";"-"
"555005";"555005";"66";"12";"3";"155";"139";"1";"1";"137";"28";"10";"8";"0";"10";"0";"0";"30";"49";"2";"-";"-";"-"
"557010";"557010";"68";"12";"3";"5183";"4318";"33";"11";"4274";"1067";"296";"324";"48";"141";"104";"20";"573";"1663";"38";"-";"-";"-"
"557020";"557020";"68";"12";"3";"867";"755";"7";"0";"748";"169";"59";"57";"14";"32";"18";"3";"83";"299";"14";"-";"-";"-"
"557030";"557030";"68";"12";"3";"428";"370";"3";"1";"366";"56";"18";"22";"4";"12";"13";"0";"57";"178";"6";"-";"-";"-"
"557040";"557040";"68";"12";"3";"1827";"1533";"12";"4";"1517";"286";"105";"80";"17";"49";"58";"2";"240";"663";"17";"-";"-";"-"
"557050";"557050";"68";"12";"3";"536";"491";"3";"0";"488";"97";"36";"36";"4";"42";"11";"3";"62";"188";"9";"-";"-";"-"
"557060";"557060";"68";"12";"3";"853";"743";"8";"1";"734";"128";"31";"57";"3";"18";"21";"1";"140";"324";"11";"-";"-";"-"
"559001";"559001";"69";"12";"3";"4125";"3376";"21";"5";"3350";"846";"188";"262";"9";"102";"45";"9";"421";"1436";"32";"-";"-";"-"
"559002";"559002";"69";"12";"3";"655";"542";"4";"3";"535";"104";"17";"23";"5";"15";"9";"1";"108";"248";"5";"-";"-";"-"
"561001";"561001";"67";"12";"3";"5833";"4560";"38";"20";"4502";"1238";"292";"363";"63";"284";"62";"11";"624";"1442";"123";"-";"-";"-"
"561002";"561002";"67";"12";"3";"4251";"3295";"24";"8";"3263";"968";"258";"249";"45";"253";"49";"11";"416";"908";"106";"-";"-";"-"
"561003";"561003";"67";"12";"3";"2268";"1707";"14";"2";"1691";"712";"73";"63";"14";"127";"26";"5";"323";"296";"52";"-";"-";"-"
"561004";"561004";"67";"12";"3";"3375";"2746";"8";"6";"2732";"1016";"152";"149";"24";"199";"28";"6";"444";"625";"89";"-";"-";"-"
"561005";"561005";"67";"12";"3";"4904";"3850";"14";"22";"3814";"1569";"185";"143";"28";"261";"69";"8";"610";"835";"106";"-";"-";"-"
"561006";"561006";"67";"12";"3";"4899";"3977";"16";"9";"3952";"1409";"261";"276";"35";"254";"74";"3";"546";"994";"100";"-";"-";"-"
"561007";"561007";"67";"12";"3";"3840";"3022";"19";"13";"2990";"1158";"157";"113";"27";"227";"40";"5";"524";"655";"84";"-";"-";"-"
"561008";"561008";"67";"12";"3";"1351";"1157";"16";"4";"1137";"284";"42";"74";"6";"54";"25";"3";"173";"468";"8";"-";"-";"-"
"561010";"561010";"67";"12";"3";"197";"182";"0";"0";"182";"28";"16";"10";"3";"6";"2";"0";"26";"90";"1";"-";"-";"-"
"561011";"561011";"67";"12";"3";"3103";"2632";"14";"8";"2610";"677";"151";"227";"17";"140";"54";"4";"362";"924";"54";"-";"-";"-"
"561012";"561012";"67";"12";"3";"1441";"1258";"5";"3";"1250";"306";"45";"98";"7";"50";"3";"0";"177";"555";"9";"-";"-";"-"
"561013";"561013";"67";"12";"3";"379";"335";"2";"0";"333";"77";"12";"17";"2";"15";"10";"0";"45";"150";"5";"-";"-";"-"
"561014";"561014";"67";"12";"3";"182";"153";"0";"0";"153";"27";"3";"7";"0";"5";"8";"0";"26";"75";"2";"-";"-";"-"
"561015";"561015";"67";"12";"3";"5500";"4719";"28";"15";"4676";"1400";"204";"304";"37";"245";"92";"8";"742";"1562";"82";"-";"-";"-"
"561016";"561016";"67";"12";"3";"5213";"4626";"20";"13";"4593";"968";"254";"451";"32";"199";"57";"7";"590";"2003";"32";"-";"-";"-"
"561017";"561017";"67";"12";"3";"952";"847";"5";"1";"841";"244";"26";"50";"6";"36";"20";"0";"108";"344";"7";"-";"-";"-"
"561018";"561018";"67";"12";"3";"385";"343";"1";"1";"341";"76";"10";"17";"5";"18";"5";"0";"48";"155";"7";"-";"-";"-"
"561019";"561019";"67";"12";"3";"233";"193";"0";"1";"192";"34";"14";"13";"1";"7";"3";"0";"33";"84";"3";"-";"-";"-"
"561020";"561020";"67";"12";"3";"1983";"1725";"13";"4";"1708";"516";"81";"117";"9";"81";"17";"2";"219";"648";"18";"-";"-";"-"
"561021";"561021";"67";"12";"3";"2962";"2250";"10";"7";"2233";"838";"102";"98";"21";"117";"52";"7";"319";"638";"41";"-";"-";"-"
"561022";"561022";"67";"12";"3";"2607";"2145";"8";"4";"2133";"650";"75";"125";"17";"89";"28";"3";"357";"762";"27";"-";"-";"-"
"561023";"561023";"67";"12";"3";"3000";"2516";"16";"9";"2491";"926";"117";"116";"26";"156";"28";"5";"357";"722";"38";"-";"-";"-"
"561024";"561024";"67";"12";"3";"2140";"1792";"4";"6";"1782";"539";"59";"119";"20";"89";"54";"4";"266";"598";"34";"-";"-";"-"
"563001";"563001";"67";"12";"3";"2165";"1886";"16";"4";"1866";"432";"153";"168";"10";"165";"27";"3";"250";"566";"92";"-";"-";"-"
"563002";"563002";"67";"12";"3";"267";"240";"1";"0";"239";"50";"28";"21";"4";"28";"3";"3";"22";"73";"7";"-";"-";"-"
"565001";"565001";"69";"12";"3";"7965";"6595";"32";"19";"6544";"1536";"283";"356";"123";"185";"301";"10";"978";"2732";"40";"-";"-";"-"
"565002";"565002";"69";"12";"3";"1811";"1519";"9";"4";"1506";"318";"62";"98";"11";"53";"30";"3";"230";"690";"11";"-";"-";"-"
"565003";"565003";"69";"12";"3";"1595";"1365";"9";"1";"1355";"226";"42";"57";"17";"20";"55";"2";"235";"691";"10";"-";"-";"-"
"565004";"565004";"69";"12";"3";"720";"631";"2";"0";"629";"67";"19";"32";"7";"14";"20";"1";"112";"354";"3";"-";"-";"-"
"565005";"565005";"69";"12";"3";"728";"622";"3";"2";"617";"97";"17";"12";"9";"3";"28";"0";"115";"330";"6";"-";"-";"-"
"567001";"567001";"68";"12";"3";"636";"542";"2";"0";"540";"79";"24";"25";"8";"17";"13";"2";"70";"297";"5";"-";"-";"-"
"567002";"567002";"68";"12";"3";"1213";"1067";"6";"2";"1059";"176";"42";"41";"2";"28";"45";"1";"147";"562";"15";"-";"-";"-"
"567003";"567003";"68";"12";"3";"502";"436";"5";"0";"431";"35";"11";"34";"4";"7";"15";"0";"61";"256";"8";"-";"-";"-"
"567004";"567004";"68";"12";"3";"935";"819";"5";"1";"813";"137";"32";"56";"3";"23";"12";"2";"119";"423";"6";"-";"-";"-"
"567005";"567005";"68";"12";"3";"789";"697";"4";"2";"691";"112";"30";"48";"9";"14";"8";"3";"87";"377";"3";"-";"-";"-"
"567006";"567006";"68";"12";"3";"826";"682";"4";"1";"677";"98";"26";"41";"12";"15";"27";"0";"87";"368";"3";"-";"-";"-"
"567007";"567007";"68";"12";"3";"1032";"898";"5";"1";"892";"147";"52";"47";"8";"28";"15";"1";"103";"483";"8";"-";"-";"-"
"569001";"569001";"69";"12";"3";"2743";"2281";"15";"2";"2264";"463";"139";"142";"20";"77";"49";"3";"379";"954";"38";"-";"-";"-"
"569002";"569002";"69";"12";"3";"396";"349";"0";"1";"348";"40";"15";"16";"4";"15";"5";"0";"56";"188";"9";"-";"-";"-"
"569003";"569003";"69";"12";"3";"250";"208";"0";"1";"207";"31";"7";"19";"3";"2";"3";"1";"46";"95";"0";"-";"-";"-"
"569004";"569004";"69";"12";"3";"224";"190";"0";"0";"190";"32";"10";"8";"1";"6";"0";"0";"21";"111";"1";"-";"-";"-"
"569005";"569005";"69";"12";"3";"930";"793";"3";"1";"789";"109";"46";"49";"3";"18";"25";"0";"102";"428";"9";"-";"-";"-"
"569006";"569006";"69";"12";"3";"427";"375";"5";"0";"370";"64";"22";"23";"3";"13";"10";"1";"49";"181";"4";"-";"-";"-"
"571001";"571001";"68";"12";"3";"6842";"5695";"35";"20";"5640";"1482";"467";"401";"52";"541";"58";"23";"559";"1848";"209";"-";"-";"-"
"571002";"571002";"68";"12";"3";"559";"481";"4";"2";"475";"96";"28";"28";"5";"27";"12";"2";"52";"216";"9";"-";"-";"-"
"571003";"571003";"68";"12";"3";"212";"181";"2";"0";"179";"29";"9";"7";"1";"4";"2";"0";"32";"92";"3";"-";"-";"-"
"571004";"571004";"68";"12";"3";"1499";"1274";"7";"2";"1265";"320";"77";"73";"8";"66";"30";"2";"129";"531";"29";"-";"-";"-"
"571005";"571005";"68";"12";"3";"1367";"1163";"15";"4";"1144";"242";"49";"65";"6";"44";"19";"3";"181";"523";"12";"-";"-";"-"
"571006";"571006";"68";"12";"3";"202";"173";"1";"0";"172";"11";"6";"7";"4";"7";"0";"0";"22";"111";"4";"-";"-";"-"
"571007";"571007";"68";"12";"3";"47";"40";"0";"0";"40";"6";"3";"2";"0";"2";"0";"1";"9";"16";"1";"-";"-";"-"
"571008";"571008";"68";"12";"3";"157";"138";"1";"0";"137";"28";"11";"6";"0";"2";"3";"0";"20";"65";"2";"-";"-";"-"
"571009";"571009";"68";"12";"3";"463";"389";"4";"0";"385";"83";"20";"15";"5";"7";"10";"1";"48";"194";"2";"-";"-";"-"
"571010";"571010";"68";"12";"3";"497";"430";"2";"0";"428";"76";"28";"10";"1";"22";"3";"1";"63";"219";"5";"-";"-";"-"
"571011";"571011";"68";"12";"3";"363";"295";"3";"1";"291";"47";"7";"21";"1";"10";"6";"1";"50";"141";"7";"-";"-";"-"
"571013";"571013";"68";"12";"3";"484";"412";"2";"1";"409";"69";"30";"31";"3";"19";"8";"1";"58";"179";"11";"-";"-";"-"
"571014";"571014";"68";"12";"3";"704";"640";"4";"1";"635";"125";"58";"65";"5";"21";"14";"2";"83";"243";"19";"-";"-";"-"
"573001";"573001";"66";"12";"3";"9961";"8123";"48";"30";"8045";"1968";"389";"894";"58";"312";"109";"10";"1078";"3132";"95";"-";"-";"-"
"573006";"573006";"66";"12";"3";"651";"560";"4";"1";"555";"62";"28";"51";"3";"15";"12";"0";"83";"298";"3";"-";"-";"-"
"573007";"573007";"66";"12";"3";"1046";"951";"6";"1";"944";"201";"58";"75";"5";"31";"10";"0";"111";"448";"5";"-";"-";"-"
"573008";"573008";"66";"12";"3";"901";"791";"7";"1";"783";"122";"45";"52";"13";"16";"6";"0";"110";"417";"2";"-";"-";"-"
"573009";"573009";"66";"12";"3";"972";"851";"10";"3";"838";"138";"48";"72";"6";"29";"18";"0";"93";"426";"8";"-";"-";"-"
"573011";"573011";"66";"12";"3";"591";"519";"6";"0";"513";"77";"29";"48";"4";"21";"12";"1";"64";"255";"2";"-";"-";"-"
"573012";"573012";"66";"12";"3";"822";"750";"15";"2";"733";"145";"42";"65";"8";"18";"9";"2";"83";"350";"11";"-";"-";"-"
"575001";"575001";"69";"12";"3";"6652";"5508";"34";"14";"5460";"1605";"336";"463";"41";"203";"74";"12";"733";"1929";"64";"-";"-";"-"
"575002";"575002";"69";"12";"3";"498";"439";"3";"1";"435";"74";"19";"30";"6";"17";"14";"0";"62";"207";"6";"-";"-";"-"
"575003";"575003";"69";"12";"3";"1584";"1395";"5";"4";"1386";"270";"128";"128";"17";"82";"16";"3";"140";"575";"27";"-";"-";"-"
"575004";"575004";"69";"12";"3";"1062";"912";"6";"3";"903";"167";"60";"61";"10";"49";"33";"2";"122";"387";"12";"-";"-";"-"
"575005";"575005";"69";"12";"3";"1087";"947";"5";"1";"941";"231";"48";"67";"3";"26";"24";"3";"134";"393";"12";"-";"-";"-"
"575006";"575006";"69";"12";"3";"1148";"947";"2";"1";"944";"217";"43";"51";"14";"29";"17";"2";"165";"400";"6";"-";"-";"-"
"575007";"575007";"69";"12";"3";"243";"205";"1";"0";"204";"24";"15";"20";"4";"11";"3";"0";"31";"95";"1";"-";"-";"-"
"575008";"575008";"69";"12";"3";"152";"117";"0";"1";"116";"17";"3";"6";"1";"5";"2";"0";"22";"58";"2";"-";"-";"-"
"577001";"577001";"66";"12";"3";"4023";"3439";"16";"5";"3418";"430";"245";"234";"29";"52";"262";"5";"454";"1684";"23";"-";"-";"-"
"577002";"577002";"66";"12";"3";"226";"190";"1";"0";"189";"22";"16";"14";"6";"3";"11";"1";"16";"96";"4";"-";"-";"-"
"577003";"577003";"66";"12";"3";"1248";"1073";"10";"2";"1061";"178";"52";"88";"8";"39";"36";"2";"143";"511";"4";"-";"-";"-"
"577004";"577004";"66";"12";"3";"333";"274";"3";"0";"271";"45";"15";"17";"4";"7";"28";"2";"55";"97";"1";"-";"-";"-"
"577005";"577005";"66";"12";"3";"246";"218";"1";"0";"217";"22";"8";"19";"1";"14";"3";"1";"22";"124";"3";"-";"-";"-"
"577006";"577006";"66";"12";"3";"1412";"1156";"4";"5";"1147";"261";"65";"79";"13";"18";"45";"2";"144";"504";"16";"-";"-";"-"
"577007";"577007";"66";"12";"3";"623";"561";"3";"3";"555";"59";"37";"26";"8";"11";"45";"1";"44";"318";"6";"-";"-";"-"
"601001";"601001";"73";"13";"3";"2744";"2327";"16";"12";"2299";"485";"162";"195";"12";"93";"66";"7";"310";"932";"35";"2";"-";"-"
"601002";"601002";"73";"13";"3";"528";"460";"3";"0";"457";"58";"28";"43";"2";"17";"12";"3";"74";"201";"19";"0";"-";"-"
"601003";"601003";"73";"13";"3";"735";"667";"5";"0";"662";"144";"35";"57";"4";"30";"16";"1";"97";"260";"17";"1";"-";"-"
"601004";"601004";"73";"13";"3";"616";"536";"2";"0";"534";"74";"35";"44";"5";"20";"13";"0";"97";"235";"11";"0";"-";"-"
"601005";"601005";"73";"13";"3";"658";"574";"5";"3";"566";"102";"42";"31";"8";"37";"4";"0";"98";"228";"16";"0";"-";"-"
"601006";"601006";"73";"13";"3";"625";"548";"5";"0";"543";"96";"51";"41";"6";"37";"14";"1";"71";"204";"22";"0";"-";"-"
"601007";"601007";"73";"13";"3";"528";"473";"2";"0";"471";"92";"51";"22";"6";"34";"16";"1";"68";"160";"21";"0";"-";"-"
"603001";"603001";"70";"13";"3";"2018";"1549";"6";"8";"1535";"443";"130";"124";"17";"113";"42";"2";"200";"439";"25";"0";"-";"-"
"603002";"603002";"70";"13";"3";"3290";"2836";"20";"3";"2813";"638";"210";"245";"31";"154";"156";"2";"400";"935";"41";"1";"-";"-"
"603003";"603003";"70";"13";"3";"1432";"1308";"6";"6";"1296";"286";"102";"124";"9";"52";"79";"3";"202";"426";"13";"0";"-";"-"
"603004";"603004";"70";"13";"3";"1670";"1452";"2";"1";"1449";"288";"82";"114";"11";"60";"50";"2";"241";"567";"32";"2";"-";"-"
