"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Personlige stemmer i alt";"FV2007 - A - personlige stemmer i alt";"FV2007 - B - personlige stemmer i alt";"FV2007 - C - personlige stemmer i alt";"FV2007 - F - personlige stemmer i alt";"FV2007 - K - personlige stemmer i alt";"FV2007 - O - personlige stemmer i alt";"FV2007 - V - personlige stemmer i alt";"FV2007 - Y - personlige stemmer i alt";"FV2007 - Ø - personlige stemmer i alt";"FV2007 - UP - personlige stemmer i alt";"FV2007 - A-01";"FV2007 - A-02";"FV2007 - A-03";"FV2007 - A-04";"FV2007 - A-05";"FV2007 - A-06";"FV2007 - A-07";"FV2007 - A-08";"FV2007 - A-09";"FV2007 - A-10";"FV2007 - A-11";"FV2007 - A-12";"FV2007 - A-13";"FV2007 - B-01";"FV2007 - B-02";"FV2007 - B-03";"FV2007 - B-04";"FV2007 - B-05";"FV2007 - B-06";"FV2007 - B-07";"FV2007 - B-08";"FV2007 - B-09";"FV2007 - B-10";"FV2007 - B-11";"FV2007 - B-12";"FV2007 - C-01";"FV2007 - C-02";"FV2007 - C-03";"FV2007 - C-04";"FV2007 - C-05";"FV2007 - C-06";"FV2007 - C-07";"FV2007 - C-08";"FV2007 - C-09";"FV2007 - C-10";"FV2007 - C-11";"FV2007 - C-12";"FV2007 - C-13";"FV2007 - F-01";"FV2007 - F-02";"FV2007 - F-03";"FV2007 - F-04";"FV2007 - F-05";"FV2007 - F-06";"FV2007 - F-07";"FV2007 - F-08";"FV2007 - F-09";"FV2007 - F-10";"FV2007 - F-11";"FV2007 - F-12";"FV2007 - F-13";"FV2007 - K-01";"FV2007 - K-02";"FV2007 - K-03";"FV2007 - K-04";"FV2007 - K-05";"FV2007 - K-06";"FV2007 - K-07";"FV2007 - K-08";"FV2007 - K-09";"FV2007 - K-10";"FV2007 - K-11";"FV2007 - K-12";"FV2007 - O-01";"FV2007 - O-02";"FV2007 - O-03";"FV2007 - O-04";"FV2007 - O-05";"FV2007 - O-06";"FV2007 - O-07";"FV2007 - O-08";"FV2007 - O-09";"FV2007 - O-10";"FV2007 - O-11";"FV2007 - O-12";"FV2007 - O-13";"FV2007 - V-01";"FV2007 - V-02";"FV2007 - V-03";"FV2007 - V-04";"FV2007 - V-05";"FV2007 - V-06";"FV2007 - V-07";"FV2007 - V-08";"FV2007 - V-09";"FV2007 - V-10";"FV2007 - V-11";"FV2007 - V-12";"FV2007 - V-13";"FV2007 - Y-01";"FV2007 - Y-02";"FV2007 - Y-03";"FV2007 - Y-04";"FV2007 - Y-05";"FV2007 - Y-06";"FV2007 - Y-07";"FV2007 - Y-08";"FV2007 - Y-09";"FV2007 - Y-10";"FV2007 - Y-11";"FV2007 - Y-12";"FV2007 - Y-13";"FV2007 - Y-14";"FV2007 - Y-15";"FV2007 - Y-16";"FV2007 - Y-17";"FV2007 - Y-18";"FV2007 - Ø-01";"FV2007 - Ø-02";"FV2007 - Ø-03";"FV2007 - Ø-04";"FV2007 - Ø-05";"FV2007 - Ø-06";"FV2007 - Ø-07";"FV2007 - Ø-08";"FV2007 - Ø-09";"FV2007 - Ø-10";"FV2007 - Ø-11";"FV2007 - Ø-12";"FV2007 - UP-01";"FV2007 - UP-02";"FV2007 - UP-03";"FV2007 - UP-04";"FV2007 - UP-05"
"480004";"480004";"45";"6";"2";"430";"81";"12";"89";"18";"0";"97";"124";"3";"6";"0";"26";"22";"3";"8";"0";"0";"2";"20";"-";"-";"-";"-";"-";"1";"0";"0";"1";"0";"0";"5";"5";"-";"-";"-";"-";"3";"0";"84";"0";"0";"0";"2";"0";"-";"-";"-";"-";"-";"0";"10";"1";"2";"4";"1";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2";"85";"3";"1";"2";"0";"3";"-";"-";"-";"-";"-";"4";"0";"13";"11";"2";"91";"0";"3";"-";"-";"-";"-";"-";"1";"0";"0";"0";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"480005";"480005";"45";"6";"2";"762";"149";"28";"114";"57";"0";"184";"215";"13";"2";"0";"40";"43";"4";"6";"7";"6";"5";"38";"-";"-";"-";"-";"-";"0";"1";"2";"2";"0";"0";"22";"1";"-";"-";"-";"-";"8";"0";"99";"5";"0";"0";"2";"0";"-";"-";"-";"-";"-";"2";"37";"4";"0";"13";"0";"1";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"2";"156";"2";"1";"9";"1";"6";"-";"-";"-";"-";"-";"6";"4";"20";"17";"10";"143";"2";"13";"-";"-";"-";"-";"-";"0";"0";"0";"3";"10";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"480006";"480006";"45";"6";"2";"1549";"323";"45";"335";"119";"0";"304";"388";"19";"15";"1";"125";"83";"8";"31";"9";"1";"14";"52";"-";"-";"-";"-";"-";"0";"0";"3";"4";"0";"2";"30";"6";"-";"-";"-";"-";"11";"4";"303";"14";"0";"0";"3";"0";"-";"-";"-";"-";"-";"1";"73";"11";"4";"22";"0";"2";"6";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"275";"5";"0";"12";"1";"8";"-";"-";"-";"-";"-";"7";"1";"48";"36";"6";"267";"3";"20";"-";"-";"-";"-";"-";"1";"1";"0";"0";"13";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"0";"0";"0";"0";"3";"1";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"480007";"480007";"45";"6";"2";"490";"80";"6";"90";"31";"0";"107";"166";"4";"5";"1";"37";"15";"2";"6";"3";"1";"4";"12";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"6";"0";"-";"-";"-";"-";"11";"0";"75";"1";"1";"1";"1";"0";"-";"-";"-";"-";"-";"0";"26";"3";"0";"0";"0";"1";"1";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1";"95";"1";"0";"4";"0";"4";"-";"-";"-";"-";"-";"8";"1";"22";"13";"2";"110";"2";"8";"-";"-";"-";"-";"-";"1";"0";"0";"0";"3";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"480008";"480008";"45";"6";"2";"445";"62";"18";"83";"49";"1";"89";"128";"6";"9";"0";"22";"18";"1";"4";"0";"0";"3";"14";"-";"-";"-";"-";"-";"0";"0";"0";"2";"0";"0";"16";"0";"-";"-";"-";"-";"6";"0";"70";"1";"2";"0";"4";"0";"-";"-";"-";"-";"-";"1";"34";"2";"0";"6";"1";"1";"4";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"1";"77";"0";"0";"1";"0";"6";"-";"-";"-";"-";"-";"4";"1";"14";"13";"7";"78";"1";"10";"-";"-";"-";"-";"-";"0";"1";"0";"0";"5";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"480009";"480009";"45";"6";"2";"490";"101";"10";"116";"35";"1";"93";"122";"5";"7";"0";"40";"17";"4";"6";"2";"1";"3";"28";"-";"-";"-";"-";"-";"0";"0";"0";"1";"1";"0";"8";"0";"-";"-";"-";"-";"17";"0";"97";"0";"0";"1";"1";"0";"-";"-";"-";"-";"-";"2";"22";"3";"2";"3";"1";"0";"2";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"83";"2";"0";"1";"1";"4";"-";"-";"-";"-";"-";"6";"1";"23";"6";"3";"78";"0";"5";"-";"-";"-";"-";"-";"0";"1";"0";"0";"4";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"480010";"480010";"45";"6";"2";"522";"88";"13";"88";"39";"0";"121";"154";"14";"5";"0";"21";"14";"18";"2";"2";"3";"4";"24";"-";"-";"-";"-";"-";"0";"0";"1";"2";"0";"1";"8";"1";"-";"-";"-";"-";"9";"0";"72";"3";"0";"1";"3";"0";"-";"-";"-";"-";"-";"0";"23";"2";"3";"5";"2";"2";"2";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"103";"6";"0";"2";"0";"6";"-";"-";"-";"-";"-";"4";"2";"17";"15";"4";"104";"4";"4";"-";"-";"-";"-";"-";"0";"0";"1";"0";"12";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"2";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"480011";"480011";"45";"6";"2";"914";"141";"43";"267";"72";"2";"129";"230";"21";"9";"0";"44";"24";"8";"18";"2";"3";"5";"37";"-";"-";"-";"-";"-";"1";"1";"1";"1";"0";"3";"28";"8";"-";"-";"-";"-";"7";"2";"245";"9";"0";"0";"2";"2";"-";"-";"-";"-";"-";"2";"48";"5";"8";"6";"3";"0";"0";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"121";"5";"0";"1";"0";"2";"-";"-";"-";"-";"-";"6";"0";"40";"22";"4";"136";"9";"13";"-";"-";"-";"-";"-";"0";"1";"0";"0";"19";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"0";"1";"1";"0";"0";"1";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"480012";"480012";"45";"6";"2";"574";"91";"29";"138";"36";"1";"101";"168";"6";"4";"0";"29";"24";"6";"9";"3";"0";"7";"13";"-";"-";"-";"-";"-";"0";"0";"2";"5";"1";"1";"16";"4";"-";"-";"-";"-";"13";"2";"115";"4";"0";"0";"4";"0";"-";"-";"-";"-";"-";"2";"22";"3";"2";"5";"1";"0";"1";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2";"88";"1";"1";"1";"3";"4";"-";"-";"-";"-";"-";"3";"2";"19";"12";"3";"117";"1";"11";"-";"-";"-";"-";"-";"0";"0";"0";"0";"4";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"0";"0";"0";"0";"1";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"480013";"480013";"45";"6";"2";"1433";"269";"37";"379";"117";"1";"256";"338";"25";"11";"0";"80";"76";"10";"21";"3";"2";"12";"65";"-";"-";"-";"-";"-";"0";"0";"0";"1";"1";"0";"28";"7";"-";"-";"-";"-";"29";"4";"315";"23";"1";"1";"4";"2";"-";"-";"-";"-";"-";"3";"76";"10";"4";"16";"5";"1";"2";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"1";"216";"3";"2";"8";"2";"18";"-";"-";"-";"-";"-";"7";"3";"47";"30";"6";"219";"6";"20";"-";"-";"-";"-";"-";"2";"1";"0";"0";"19";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"0";"0";"0";"0";"1";"0";"1";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482001";"482001";"47";"6";"2";"1192";"270";"53";"193";"129";"4";"252";"234";"25";"32";"0";"8";"34";"2";"2";"3";"145";"63";"13";"-";"-";"-";"-";"-";"8";"0";"4";"3";"0";"0";"36";"2";"-";"-";"-";"-";"0";"2";"108";"4";"14";"65";"0";"0";"-";"-";"-";"-";"-";"6";"81";"7";"2";"4";"25";"1";"3";"-";"-";"-";"-";"-";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"1";"203";"2";"0";"1";"20";"16";"-";"-";"-";"-";"-";"2";"1";"178";"17";"6";"24";"0";"6";"-";"-";"-";"-";"-";"1";"1";"0";"0";"17";"5";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21";"7";"1";"2";"0";"1";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482002";"482002";"47";"6";"2";"236";"36";"9";"37";"25";"2";"48";"70";"1";"8";"0";"1";"8";"0";"0";"0";"19";"5";"3";"-";"-";"-";"-";"-";"1";"1";"0";"0";"0";"0";"7";"0";"-";"-";"-";"-";"0";"0";"26";"1";"4";"5";"0";"1";"-";"-";"-";"-";"-";"0";"18";"2";"0";"1";"4";"0";"0";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"38";"0";"0";"0";"4";"5";"-";"-";"-";"-";"-";"0";"1";"51";"6";"4";"8";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"1";"7";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482003";"482003";"47";"6";"2";"183";"30";"10";"30";"22";"0";"37";"45";"3";"6";"0";"1";"6";"0";"0";"0";"14";"6";"3";"-";"-";"-";"-";"-";"3";"0";"0";"0";"0";"0";"7";"0";"-";"-";"-";"-";"0";"0";"18";"0";"4";"8";"0";"0";"-";"-";"-";"-";"-";"1";"11";"1";"0";"6";"2";"0";"1";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1";"28";"0";"0";"0";"3";"3";"-";"-";"-";"-";"-";"0";"0";"38";"1";"0";"4";"0";"2";"-";"-";"-";"-";"-";"0";"0";"0";"0";"3";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482004";"482004";"47";"6";"2";"269";"55";"18";"41";"24";"1";"64";"56";"5";"5";"0";"4";"2";"0";"2";"1";"33";"5";"8";"-";"-";"-";"-";"-";"2";"0";"0";"2";"0";"0";"13";"1";"-";"-";"-";"-";"0";"0";"33";"1";"5";"2";"0";"0";"-";"-";"-";"-";"-";"0";"11";"0";"1";"3";"8";"1";"0";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2";"46";"1";"0";"0";"8";"6";"-";"-";"-";"-";"-";"2";"1";"39";"4";"0";"10";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"3";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482005";"482005";"47";"6";"2";"74";"14";"3";"4";"17";"0";"5";"13";"7";"11";"0";"0";"1";"0";"0";"0";"11";"1";"1";"-";"-";"-";"-";"-";"1";"1";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"1";"0";"2";"0";"0";"-";"-";"-";"-";"-";"0";"7";"0";"4";"1";"5";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"2";"0";"0";"0";"2";"0";"-";"-";"-";"-";"-";"0";"0";"12";"0";"0";"0";"0";"1";"-";"-";"-";"-";"-";"1";"1";"0";"0";"4";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"4";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482006";"482006";"47";"6";"2";"276";"46";"14";"38";"24";"0";"51";"94";"3";"6";"0";"2";"6";"0";"0";"0";"31";"4";"3";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"13";"0";"-";"-";"-";"-";"1";"1";"23";"2";"7";"4";"0";"0";"-";"-";"-";"-";"-";"0";"13";"0";"1";"2";"6";"1";"1";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"0";"36";"0";"1";"0";"5";"5";"-";"-";"-";"-";"-";"1";"1";"78";"6";"2";"5";"0";"1";"-";"-";"-";"-";"-";"0";"0";"0";"0";"2";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3";"1";"0";"1";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482007";"482007";"47";"6";"2";"487";"90";"12";"63";"26";"0";"106";"165";"13";"12";"0";"10";"4";"1";"1";"1";"55";"11";"7";"-";"-";"-";"-";"-";"2";"0";"0";"1";"0";"0";"9";"0";"-";"-";"-";"-";"1";"0";"43";"0";"9";"10";"0";"0";"-";"-";"-";"-";"-";"0";"21";"0";"0";"1";"3";"0";"1";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"0";"81";"2";"2";"0";"11";"6";"-";"-";"-";"-";"-";"3";"0";"136";"10";"2";"10";"3";"1";"-";"-";"-";"-";"-";"1";"1";"0";"0";"10";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"1";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482008";"482008";"47";"6";"2";"282";"38";"8";"38";"21";"1";"65";"103";"1";"7";"0";"1";"3";"0";"1";"0";"24";"5";"4";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"7";"0";"-";"-";"-";"-";"0";"0";"25";"1";"6";"5";"0";"1";"-";"-";"-";"-";"-";"0";"14";"0";"1";"3";"2";"0";"1";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"49";"0";"0";"0";"6";"6";"-";"-";"-";"-";"-";"1";"1";"82";"8";"2";"8";"0";"1";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"1";"0";"0";"0";"0";"0";"1";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482009";"482009";"47";"6";"2";"278";"28";"10";"48";"21";"0";"107";"60";"3";"1";"0";"0";"7";"0";"0";"0";"12";"8";"1";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"9";"0";"-";"-";"-";"-";"1";"0";"33";"2";"4";"7";"1";"0";"-";"-";"-";"-";"-";"1";"14";"1";"1";"2";"2";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"86";"0";"0";"2";"11";"6";"-";"-";"-";"-";"-";"1";"1";"51";"4";"0";"3";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"3";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482010";"482010";"47";"6";"2";"92";"14";"4";"13";"13";"0";"14";"21";"6";"7";"0";"1";"1";"0";"0";"0";"9";"2";"1";"-";"-";"-";"-";"-";"0";"1";"0";"1";"0";"0";"2";"0";"-";"-";"-";"-";"0";"1";"7";"0";"4";"1";"0";"0";"-";"-";"-";"-";"-";"1";"6";"0";"0";"1";"5";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"9";"0";"1";"0";"2";"1";"-";"-";"-";"-";"-";"0";"0";"18";"0";"0";"1";"0";"2";"-";"-";"-";"-";"-";"0";"1";"0";"0";"2";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482011";"482011";"47";"6";"2";"198";"48";"5";"26";"20";"1";"56";"33";"1";"8";"0";"0";"3";"0";"0";"1";"30";"9";"5";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"4";"0";"-";"-";"-";"-";"0";"0";"17";"0";"6";"2";"0";"1";"-";"-";"-";"-";"-";"2";"11";"0";"1";"2";"1";"2";"1";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"0";"39";"0";"1";"0";"9";"2";"-";"-";"-";"-";"-";"2";"0";"22";"4";"2";"3";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"2";"0";"2";"0";"1";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482012";"482012";"47";"6";"2";"440";"103";"13";"62";"26";"6";"85";"136";"7";"2";"0";"4";"9";"2";"0";"0";"70";"14";"4";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"12";"0";"-";"-";"-";"-";"1";"0";"48";"1";"6";"6";"0";"0";"-";"-";"-";"-";"-";"0";"16";"0";"4";"0";"3";"1";"2";"-";"-";"-";"-";"-";"5";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"65";"1";"0";"0";"11";"6";"-";"-";"-";"-";"-";"1";"0";"111";"9";"1";"11";"1";"2";"-";"-";"-";"-";"-";"1";"1";"0";"0";"3";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482013";"482013";"47";"6";"2";"160";"21";"5";"18";"16";"2";"39";"52";"5";"2";"0";"1";"1";"0";"0";"0";"16";"2";"1";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"0";"1";"2";"-";"-";"-";"-";"0";"0";"13";"1";"2";"2";"0";"0";"-";"-";"-";"-";"-";"0";"10";"0";"1";"2";"2";"0";"1";"-";"-";"-";"-";"-";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"31";"0";"0";"0";"5";"1";"-";"-";"-";"-";"-";"1";"0";"41";"3";"4";"1";"0";"2";"-";"-";"-";"-";"-";"0";"0";"0";"0";"4";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"482014";"482014";"47";"6";"2";"226";"44";"11";"20";"18";"0";"45";"76";"1";"10";"1";"1";"2";"0";"1";"0";"35";"3";"2";"-";"-";"-";"-";"-";"4";"0";"0";"1";"0";"0";"6";"0";"-";"-";"-";"-";"0";"1";"14";"0";"4";"0";"0";"1";"-";"-";"-";"-";"-";"1";"14";"0";"0";"1";"1";"1";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"31";"0";"0";"0";"11";"1";"-";"-";"-";"-";"-";"0";"0";"62";"5";"2";"5";"0";"2";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"492001";"492001";"48";"6";"2";"858";"268";"18";"249";"64";"1";"143";"97";"9";"9";"0";"0";"2";"26";"1";"0";"4";"228";"7";"-";"-";"-";"-";"-";"1";"0";"0";"4";"0";"0";"9";"4";"-";"-";"-";"-";"0";"1";"161";"65";"19";"0";"3";"0";"-";"-";"-";"-";"-";"2";"24";"0";"17";"13";"1";"0";"7";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"128";"4";"2";"0";"2";"4";"-";"-";"-";"-";"-";"3";"0";"28";"9";"44";"7";"0";"6";"-";"-";"-";"-";"-";"0";"0";"0";"1";"8";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"0";"0";"2";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"492002";"492002";"48";"6";"2";"232";"77";"3";"59";"24";"0";"29";"35";"1";"4";"0";"2";"1";"12";"0";"0";"1";"57";"4";"-";"-";"-";"-";"-";"1";"0";"0";"1";"0";"0";"1";"0";"-";"-";"-";"-";"0";"0";"33";"23";"2";"0";"1";"0";"-";"-";"-";"-";"-";"1";"13";"0";"7";"2";"1";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"25";"2";"0";"0";"0";"2";"-";"-";"-";"-";"-";"0";"1";"7";"5";"17";"5";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"492003";"492003";"48";"6";"2";"200";"47";"6";"32";"11";"0";"30";"63";"2";"9";"0";"0";"0";"1";"0";"0";"0";"45";"1";"-";"-";"-";"-";"-";"0";"0";"0";"4";"0";"0";"2";"0";"-";"-";"-";"-";"0";"0";"23";"9";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"4";"0";"6";"0";"1";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"23";"5";"0";"1";"0";"1";"-";"-";"-";"-";"-";"1";"1";"19";"3";"36";"2";"1";"0";"-";"-";"-";"-";"-";"0";"2";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"1";"1";"3";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"492004";"492004";"48";"6";"2";"312";"74";"3";"59";"19";"1";"41";"108";"5";"2";"0";"0";"0";"6";"1";"0";"0";"65";"2";"-";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"0";"2";"-";"-";"-";"-";"0";"0";"42";"11";"6";"0";"0";"0";"-";"-";"-";"-";"-";"1";"11";"0";"4";"3";"0";"0";"0";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1";"34";"3";"0";"0";"0";"2";"-";"-";"-";"-";"-";"1";"1";"23";"7";"70";"3";"1";"2";"-";"-";"-";"-";"-";"0";"0";"0";"0";"4";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"492005";"492005";"48";"6";"2";"123";"29";"0";"23";"4";"0";"22";"44";"0";"1";"0";"0";"0";"1";"0";"0";"0";"27";"1";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"16";"5";"2";"0";"0";"0";"-";"-";"-";"-";"-";"0";"2";"0";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"16";"2";"1";"0";"0";"2";"-";"-";"-";"-";"-";"0";"1";"12";"2";"27";"1";"0";"1";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
