"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Stemmeberettigede";"FV2001 - Afgivne stemmer";"FV2001 - Blanke stemmer";"FV2001 - Andre ugyldige stemmer";"FV2001 - Gyldige stemmer";"FV2001 - A. Socialdemokratiet";"FV2001 - B. Det Radikale Venstre";"FV2001 - C. Det Konservative Folkeparti";"FV2001 - D. Centrum-Demokraterne";"FV2001 - F. Socialistisk Folkeparti";"FV2001 - O. Dansk Folkeparti";"FV2001 - Q. Kristeligt Folkeparti";"FV2001 - V. Venstre, Danmarks Liberale Parti";"FV2001 - Z. Fremskridtspartiet";"FV2001 - Ø. Enhedslisten - De Rød-Grønne";"FV2001 - 1. Uden for partierne"
"543006";"543006";"65";"11";"3";"401";"365";"4";"1";"360";"72";"5";"12";"4";"12";"50";"19";"184";"2";"0";"-"
"543007";"543007";"65";"11";"3";"952";"842";"8";"3";"831";"157";"13";"23";"5";"31";"140";"9";"445";"6";"2";"-"
"543008";"543008";"65";"11";"3";"472";"419";"3";"2";"414";"94";"7";"25";"5";"17";"48";"10";"205";"3";"0";"-"
"543009";"543009";"65";"11";"3";"1180";"1039";"5";"4";"1030";"246";"19";"40";"15";"26";"121";"48";"500";"8";"7";"-"
"543010";"543010";"65";"11";"3";"705";"643";"3";"1";"639";"149";"18";"39";"15";"24";"78";"14";"293";"7";"2";"-"
"543011";"543011";"65";"11";"3";"1114";"985";"13";"2";"970";"313";"27";"47";"9";"33";"129";"12";"385";"5";"10";"-"
"545001";"545001";"60";"11";"3";"7211";"6189";"51";"21";"6117";"1703";"255";"514";"108";"292";"884";"143";"2081";"46";"91";"-"
"545002";"545002";"60";"11";"3";"3215";"2799";"35";"6";"2758";"972";"106";"166";"34";"132";"393";"59";"851";"19";"26";"-"
"545003";"545003";"60";"11";"3";"2326";"2115";"18";"7";"2090";"572";"88";"147";"22";"116";"271";"27";"809";"14";"24";"-"
"545005";"545005";"60";"11";"3";"1693";"1521";"13";"9";"1499";"386";"47";"118";"31";"45";"237";"23";"587";"7";"18";"-"
"545006";"545006";"60";"11";"3";"2073";"1750";"15";"9";"1726";"606";"81";"93";"32";"86";"289";"16";"489";"9";"25";"-"
"551001";"551001";"69";"12";"3";"4654";"4170";"26";"3";"4141";"789";"124";"356";"87";"78";"475";"151";"2046";"18";"17";"-"
"551003";"551003";"69";"12";"3";"1583";"1391";"8";"1";"1382";"415";"20";"67";"9";"27";"149";"79";"601";"11";"4";"-"
"553001";"553001";"66";"12";"3";"304";"272";"2";"0";"270";"41";"11";"23";"5";"9";"31";"29";"114";"3";"4";"-"
"553002";"553002";"66";"12";"3";"323";"288";"8";"0";"280";"44";"5";"19";"6";"11";"30";"7";"155";"0";"3";"-"
"553003";"553003";"66";"12";"3";"387";"351";"5";"0";"346";"84";"8";"28";"5";"7";"43";"7";"153";"3";"8";"-"
"553004";"553004";"66";"12";"3";"399";"348";"2";"0";"346";"54";"17";"20";"6";"12";"33";"4";"195";"2";"3";"-"
"553006";"553006";"66";"12";"3";"687";"611";"7";"2";"602";"97";"14";"22";"5";"22";"92";"18";"324";"4";"4";"-"
"553007";"553007";"66";"12";"3";"1127";"994";"14";"7";"973";"185";"34";"66";"6";"22";"130";"27";"488";"5";"10";"-"
"553008";"553008";"66";"12";"3";"219";"198";"3";"3";"192";"34";"2";"6";"1";"10";"27";"6";"98";"3";"5";"-"
"553009";"553009";"66";"12";"3";"1203";"1075";"11";"1";"1063";"188";"32";"61";"11";"25";"114";"36";"586";"3";"7";"-"
"555001";"555001";"66";"12";"3";"2185";"1969";"15";"5";"1949";"497";"55";"166";"29";"45";"221";"37";"870";"15";"14";"-"
"555002";"555002";"66";"12";"3";"441";"394";"12";"0";"382";"100";"11";"21";"2";"13";"61";"8";"160";"4";"2";"-"
"555003";"555003";"66";"12";"3";"80";"76";"0";"1";"75";"12";"5";"6";"0";"2";"16";"0";"34";"0";"0";"-"
"555004";"555004";"66";"12";"3";"289";"264";"0";"0";"264";"49";"4";"25";"1";"5";"35";"5";"137";"0";"3";"-"
"555005";"555005";"66";"12";"3";"133";"121";"2";"0";"119";"29";"3";"5";"1";"3";"26";"1";"49";"1";"1";"-"
"557010";"557010";"68";"12";"3";"5178";"4489";"34";"13";"4442";"1283";"161";"300";"43";"115";"508";"129";"1849";"23";"31";"-"
"557020";"557020";"68";"12";"3";"865";"793";"7";"1";"785";"208";"38";"47";"12";"29";"80";"11";"347";"2";"11";"-"
"557030";"557030";"68";"12";"3";"413";"370";"4";"0";"366";"74";"10";"24";"1";"14";"60";"10";"170";"1";"2";"-"
"557040";"557040";"68";"12";"3";"1886";"1643";"14";"4";"1625";"389";"70";"84";"20";"47";"187";"67";"732";"14";"15";"-"
"557050";"557050";"68";"12";"3";"535";"503";"6";"0";"497";"110";"20";"24";"5";"40";"45";"9";"234";"6";"4";"-"
"557060";"557060";"68";"12";"3";"868";"771";"5";"0";"766";"175";"24";"38";"4";"13";"111";"18";"371";"9";"3";"-"
"559001";"559001";"69";"12";"3";"1715";"1473";"7";"3";"1463";"534";"31";"109";"21";"36";"142";"20";"556";"7";"7";"-"
"559002";"559002";"69";"12";"3";"423";"372";"6";"2";"364";"99";"13";"23";"2";"9";"42";"2";"169";"4";"1";"-"
"559003";"559003";"69";"12";"3";"657";"593";"5";"2";"586";"128";"8";"22";"8";"15";"95";"5";"288";"14";"3";"-"
"559004";"559004";"69";"12";"3";"1984";"1717";"14";"5";"1698";"470";"52";"95";"13";"42";"177";"18";"811";"10";"10";"-"
"561001";"561001";"67";"12";"3";"5934";"4893";"43";"17";"4833";"1542";"112";"271";"61";"254";"620";"70";"1774";"36";"93";"-"
"561002";"561002";"67";"12";"3";"4232";"3517";"22";"7";"3488";"1123";"125";"196";"59";"215";"417";"63";"1208";"19";"63";"-"
"561003";"561003";"67";"12";"3";"2310";"1830";"16";"4";"1810";"926";"35";"54";"8";"89";"274";"27";"350";"15";"32";"-"
"561004";"561004";"67";"12";"3";"3404";"2836";"21";"7";"2808";"1248";"46";"114";"32";"178";"348";"34";"742";"17";"49";"-"
"561005";"561005";"67";"12";"3";"4976";"4082";"19";"19";"4044";"1800";"81";"138";"32";"226";"600";"72";"980";"19";"96";"-"
"561006";"561006";"67";"12";"3";"5087";"4336";"31";"15";"4290";"1702";"145";"230";"59";"258";"464";"88";"1253";"14";"77";"-"
"561007";"561007";"67";"12";"3";"3893";"3234";"21";"12";"3201";"1456";"49";"82";"24";"183";"500";"57";"762";"35";"53";"-"
"561008";"561008";"67";"12";"3";"1303";"1162";"15";"3";"1144";"306";"21";"52";"15";"29";"154";"30";"518";"6";"13";"-"
"561010";"561010";"67";"12";"3";"220";"197";"1";"0";"196";"30";"7";"6";"3";"7";"35";"5";"102";"1";"0";"-"
"561011";"561011";"67";"12";"3";"3146";"2791";"17";"7";"2767";"805";"75";"183";"29";"110";"325";"63";"1120";"14";"43";"-"
"561012";"561012";"67";"12";"3";"1410";"1259";"4";"0";"1255";"349";"26";"67";"12";"32";"140";"9";"598";"12";"10";"-"
"561013";"561013";"67";"12";"3";"381";"352";"0";"0";"352";"92";"5";"17";"4";"16";"40";"11";"158";"6";"3";"-"
"561014";"561014";"67";"12";"3";"179";"161";"1";"0";"160";"29";"1";"5";"1";"8";"20";"9";"87";"0";"0";"-"
"561015";"561015";"67";"12";"3";"5584";"4898";"21";"7";"4870";"1685";"102";"252";"51";"221";"637";"96";"1745";"21";"60";"-"
"561016";"561016";"67";"12";"3";"4975";"4494";"24";"7";"4463";"1142";"128";"333";"49";"135";"502";"67";"2064";"15";"28";"-"
"561017";"561017";"67";"12";"3";"838";"768";"4";"1";"763";"232";"11";"30";"9";"27";"102";"18";"323";"3";"8";"-"
"561018";"561018";"67";"12";"3";"385";"346";"1";"0";"345";"82";"8";"19";"2";"15";"51";"3";"161";"0";"4";"-"
"561019";"561019";"67";"12";"3";"235";"201";"0";"0";"201";"44";"4";"6";"1";"8";"30";"2";"102";"1";"3";"-"
"561020";"561020";"67";"12";"3";"1910";"1701";"7";"5";"1689";"551";"32";"86";"22";"72";"188";"25";"696";"5";"12";"-"
"561021";"561021";"67";"12";"3";"2936";"2406";"17";"10";"2379";"1026";"58";"82";"25";"110";"344";"67";"627";"18";"22";"-"
"561022";"561022";"67";"12";"3";"2612";"2281";"14";"7";"2260";"773";"51";"119";"22";"75";"316";"29";"840";"19";"16";"-"
"561023";"561023";"67";"12";"3";"3171";"2751";"22";"4";"2725";"1122";"68";"110";"25";"134";"329";"24";"870";"20";"23";"-"
"561024";"561024";"67";"12";"3";"2096";"1843";"19";"0";"1824";"640";"39";"86";"15";"83";"242";"55";"637";"5";"22";"-"
"563001";"563001";"67";"12";"3";"2181";"1964";"22";"2";"1940";"491";"68";"222";"18";"151";"209";"26";"675";"11";"69";"-"
"563002";"563002";"67";"12";"3";"266";"240";"1";"0";"239";"70";"10";"30";"4";"23";"17";"4";"75";"1";"5";"-"
"565001";"565001";"69";"12";"3";"7960";"6822";"34";"17";"6771";"2011";"161";"339";"58";"139";"806";"255";"2917";"41";"44";"-"
"565002";"565002";"69";"12";"3";"1834";"1623";"7";"4";"1612";"423";"45";"78";"12";"29";"215";"37";"752";"16";"5";"-"
"565003";"565003";"69";"12";"3";"1579";"1387";"8";"2";"1377";"280";"17";"60";"18";"12";"217";"64";"693";"14";"2";"-"
"565004";"565004";"69";"12";"3";"722";"646";"2";"1";"643";"91";"19";"30";"4";"9";"102";"28";"349";"9";"2";"-"
"565005";"565005";"69";"12";"3";"755";"663";"2";"2";"659";"140";"19";"20";"1";"4";"100";"20";"348";"3";"4";"-"
"567001";"567001";"68";"12";"3";"643";"574";"2";"1";"571";"95";"17";"28";"6";"18";"65";"15";"318";"5";"4";"-"
"567002";"567002";"68";"12";"3";"1205";"1062";"6";"1";"1055";"211";"32";"42";"10";"29";"129";"42";"551";"4";"5";"-"
"567003";"567003";"68";"12";"3";"510";"448";"2";"1";"445";"37";"12";"32";"1";"10";"51";"14";"284";"3";"1";"-"
"567004";"567004";"68";"12";"3";"961";"872";"5";"2";"865";"162";"19";"46";"7";"18";"113";"19";"463";"10";"8";"-"
"567005";"567005";"68";"12";"3";"774";"717";"4";"0";"713";"110";"27";"29";"7";"16";"73";"15";"428";"6";"2";"-"
"567006";"567006";"68";"12";"3";"827";"720";"8";"2";"710";"111";"22";"40";"5";"14";"76";"29";"408";"3";"2";"-"
"567007";"567007";"68";"12";"3";"1055";"966";"7";"6";"953";"184";"18";"56";"13";"26";"102";"14";"532";"5";"3";"-"
"569001";"569001";"69";"12";"3";"2747";"2403";"17";"6";"2380";"599";"49";"120";"28";"59";"320";"68";"1089";"16";"32";"-"
"569002";"569002";"69";"12";"3";"415";"382";"5";"0";"377";"61";"12";"14";"7";"4";"57";"6";"210";"4";"2";"-"
"569003";"569003";"69";"12";"3";"254";"225";"2";"0";"223";"37";"8";"15";"3";"4";"53";"5";"97";"1";"0";"-"
"569004";"569004";"69";"12";"3";"223";"206";"0";"1";"205";"39";"3";"9";"1";"4";"23";"3";"121";"2";"0";"-"
"569005";"569005";"69";"12";"3";"936";"832";"3";"1";"828";"134";"26";"39";"3";"14";"96";"21";"486";"5";"4";"-"
"569006";"569006";"69";"12";"3";"438";"399";"5";"1";"393";"82";"13";"26";"3";"13";"46";"6";"202";"2";"0";"-"
"571001";"571001";"68";"12";"3";"6829";"5816";"46";"34";"5736";"1748";"245";"355";"98";"547";"429";"79";"2062";"23";"150";"-"
"571002";"571002";"68";"12";"3";"577";"520";"4";"0";"516";"108";"23";"19";"11";"23";"33";"20";"262";"7";"10";"-"
"571003";"571003";"68";"12";"3";"213";"197";"0";"1";"196";"29";"3";"9";"1";"4";"26";"2";"119";"3";"0";"-"
"571004";"571004";"68";"12";"3";"1501";"1351";"6";"1";"1344";"373";"31";"68";"15";"68";"123";"34";"604";"10";"18";"-"
"571005";"571005";"68";"12";"3";"1346";"1203";"12";"2";"1189";"281";"30";"58";"10";"38";"151";"28";"576";"7";"10";"-"
"571006";"571006";"68";"12";"3";"201";"186";"0";"0";"186";"20";"1";"7";"0";"4";"19";"1";"131";"1";"2";"-"
"571007";"571007";"68";"12";"3";"49";"40";"1";"0";"39";"11";"1";"0";"0";"0";"5";"0";"22";"0";"0";"-"
"571008";"571008";"68";"12";"3";"168";"156";"0";"0";"156";"28";"5";"2";"1";"6";"13";"4";"94";"1";"2";"-"
"571009";"571009";"68";"12";"3";"461";"419";"2";"1";"416";"90";"7";"9";"2";"11";"49";"14";"229";"4";"1";"-"
"571010";"571010";"68";"12";"3";"509";"449";"2";"2";"445";"81";"13";"17";"5";"19";"62";"7";"234";"0";"7";"-"
"571011";"571011";"68";"12";"3";"355";"304";"3";"1";"300";"50";"5";"12";"5";"11";"42";"11";"159";"2";"3";"-"
"571013";"571013";"68";"12";"3";"485";"442";"4";"3";"435";"97";"9";"23";"7";"19";"52";"11";"211";"1";"5";"-"
"571014";"571014";"68";"12";"3";"691";"647";"5";"2";"640";"174";"28";"38";"10";"25";"60";"13";"279";"3";"10";"-"
"573001";"573001";"66";"12";"3";"9941";"8566";"68";"19";"8479";"2444";"195";"687";"89";"328";"1093";"149";"3407";"44";"43";"-"
"573006";"573006";"66";"12";"3";"656";"598";"4";"0";"594";"94";"15";"37";"3";"13";"53";"18";"349";"8";"4";"-"
"573007";"573007";"66";"12";"3";"1040";"947";"13";"1";"933";"246";"24";"52";"10";"29";"100";"28";"432";"6";"6";"-"
"573008";"573008";"66";"12";"3";"889";"825";"6";"5";"814";"138";"22";"35";"6";"14";"108";"12";"475";"3";"1";"-"
"573009";"573009";"66";"12";"3";"983";"899";"8";"1";"890";"193";"25";"49";"11";"19";"92";"26";"469";"3";"3";"-"
"573011";"573011";"66";"12";"3";"571";"529";"6";"2";"521";"96";"18";"36";"5";"15";"58";"20";"268";"1";"4";"-"
"573012";"573012";"66";"12";"3";"830";"782";"10";"1";"771";"191";"16";"44";"11";"33";"78";"14";"375";"5";"4";"-"
"575001";"575001";"69";"12";"3";"6600";"5707";"47";"11";"5649";"1917";"191";"392";"80";"198";"637";"96";"2079";"25";"34";"-"
"575002";"575002";"69";"12";"3";"509";"465";"2";"1";"462";"123";"9";"26";"5";"9";"60";"12";"215";"2";"1";"-"
"575003";"575003";"69";"12";"3";"1436";"1291";"4";"1";"1286";"321";"65";"94";"22";"66";"126";"19";"553";"3";"17";"-"
"575004";"575004";"69";"12";"3";"1045";"940";"8";"3";"929";"227";"35";"57";"17";"36";"112";"40";"389";"6";"10";"-"
"575005";"575005";"69";"12";"3";"1094";"989";"7";"0";"982";"297";"23";"49";"9";"26";"117";"24";"426";"6";"5";"-"
"575006";"575006";"69";"12";"3";"1157";"1024";"11";"3";"1010";"276";"26";"40";"8";"20";"134";"30";"461";"10";"5";"-"
"575007";"575007";"69";"12";"3";"245";"216";"1";"0";"215";"43";"7";"16";"3";"7";"21";"5";"107";"2";"4";"-"
"575008";"575008";"69";"12";"3";"152";"126";"0";"0";"126";"29";"3";"5";"2";"5";"13";"3";"65";"0";"1";"-"
"577001";"577001";"66";"12";"3";"4050";"3548";"20";"4";"3524";"570";"187";"190";"37";"65";"397";"271";"1756";"34";"17";"-"
"577002";"577002";"66";"12";"3";"249";"216";"1";"1";"214";"32";"14";"8";"2";"8";"23";"15";"111";"0";"1";"-"
"577003";"577003";"66";"12";"3";"1244";"1124";"12";"3";"1109";"221";"37";"67";"8";"28";"127";"33";"572";"14";"2";"-"
"577004";"577004";"66";"12";"3";"358";"316";"2";"0";"314";"66";"12";"12";"3";"7";"56";"26";"124";"6";"2";"-"
"577005";"577005";"66";"12";"3";"243";"226";"3";"1";"222";"29";"8";"6";"3";"14";"18";"6";"131";"6";"1";"-"
"577006";"577006";"66";"12";"3";"1450";"1275";"19";"3";"1253";"328";"48";"76";"18";"32";"144";"65";"524";"12";"6";"-"
"577007";"577007";"66";"12";"3";"638";"586";"6";"0";"580";"71";"11";"29";"4";"17";"34";"55";"356";"3";"0";"-"
"601001";"601001";"73";"13";"3";"2697";"2317";"40";"4";"2273";"561";"103";"172";"37";"83";"332";"88";"870";"12";"14";"1"
"601002";"601002";"73";"13";"3";"515";"463";"6";"3";"454";"68";"11";"35";"6";"20";"74";"22";"210";"4";"4";"0"
"601003";"601003";"73";"13";"3";"710";"663";"4";"3";"656";"142";"30";"44";"14";"23";"95";"22";"271";"3";"10";"2"
"601004";"601004";"73";"13";"3";"617";"542";"7";"1";"534";"99";"27";"38";"6";"24";"82";"16";"229";"4";"9";"0"
"601005";"601005";"73";"13";"3";"667";"595";"2";"1";"592";"126";"15";"34";"6";"41";"94";"18";"243";"4";"9";"2"
"601006";"601006";"73";"13";"3";"593";"515";"0";"5";"510";"128";"23";"31";"10";"42";"60";"13";"192";"4";"7";"0"
"601007";"601007";"73";"13";"3";"524";"485";"3";"0";"482";"87";"29";"23";"7";"39";"74";"21";"186";"3";"13";"0"
"603001";"603001";"70";"13";"3";"1946";"1584";"17";"6";"1561";"537";"57";"113";"21";"105";"237";"55";"397";"8";"31";"0"
"603002";"603002";"70";"13";"3";"3145";"2768";"26";"3";"2739";"810";"86";"224";"51";"137";"364";"151";"880";"15";"20";"1"
"603003";"603003";"70";"13";"3";"1393";"1289";"9";"4";"1276";"350";"32";"114";"20";"49";"162";"84";"443";"13";"9";"0"
"603004";"603004";"70";"13";"3";"1649";"1474";"8";"1";"1465";"338";"52";"93";"23";"63";"232";"56";"577";"12";"19";"0"
"605001";"605001";"73";"13";"3";"1534";"1373";"10";"4";"1359";"267";"48";"105";"22";"63";"200";"43";"589";"8";"14";"0"
"605002";"605002";"73";"13";"3";"2527";"2208";"11";"8";"2189";"424";"107";"186";"27";"104";"297";"55";"958";"12";"19";"0"
"605003";"605003";"73";"13";"3";"681";"639";"2";"2";"635";"146";"22";"47";"5";"21";"129";"12";"247";"2";"4";"0"
"605004";"605004";"73";"13";"3";"1249";"1134";"5";"4";"1125";"142";"48";"95";"10";"37";"170";"33";"566";"8";"16";"0"
"605005";"605005";"73";"13";"3";"1189";"1084";"7";"3";"1074";"204";"53";"84";"27";"45";"163";"45";"429";"17";"7";"0"
"605006";"605006";"73";"13";"3";"1085";"981";"3";"2";"976";"197";"30";"100";"10";"43";"152";"29";"396";"9";"10";"0"
"605007";"605007";"73";"13";"3";"1309";"1201";"5";"4";"1192";"269";"57";"91";"22";"53";"183";"52";"442";"8";"14";"1"
"605008";"605008";"73";"13";"3";"1429";"1289";"10";"5";"1274";"269";"54";"135";"21";"65";"185";"32";"495";"7";"11";"0"
"607001";"607001";"70";"13";"3";"10273";"8727";"76";"27";"8624";"3428";"239";"595";"89";"585";"1260";"207";"2049";"54";"115";"3"
"607002";"607002";"70";"13";"3";"1095";"1009";"5";"2";"1002";"259";"38";"74";"12";"43";"164";"24";"376";"4";"8";"0"
"607003";"607003";"70";"13";"3";"7124";"6495";"40";"27";"6428";"1818";"241";"587";"98";"307";"797";"150";"2334";"27";"69";"0"
"607004";"607004";"70";"13";"3";"565";"502";"5";"1";"496";"115";"17";"41";"4";"26";"73";"10";"203";"4";"3";"0"
"607005";"607005";"70";"13";"3";"3588";"3263";"26";"20";"3217";"848";"130";"318";"41";"156";"374";"95";"1221";"19";"13";"2"
"607006";"607006";"70";"13";"3";"6902";"5683";"38";"30";"5615";"2231";"144";"361";"52";"333";"886";"100";"1404";"40";"60";"4"
"607007";"607007";"70";"13";"3";"1272";"1181";"8";"5";"1168";"334";"50";"103";"13";"60";"127";"13";"455";"5";"8";"0"
"607008";"607008";"70";"13";"3";"5528";"4338";"43";"12";"4283";"1427";"159";"334";"55";"322";"665";"85";"1097";"41";"97";"1"
"609001";"609001";"75";"13";"3";"183";"175";"0";"0";"175";"30";"9";"7";"2";"13";"16";"7";"87";"2";"1";"1"
"609002";"609002";"75";"13";"3";"194";"173";"2";"1";"170";"38";"5";"11";"3";"6";"20";"2";"76";"3";"4";"2"
"609003";"609003";"75";"13";"3";"909";"818";"6";"1";"811";"221";"35";"58";"17";"52";"72";"14";"317";"2";"23";"0"
"609004";"609004";"75";"13";"3";"1282";"1148";"11";"2";"1135";"320";"34";"85";"22";"53";"142";"16";"438";"6";"14";"5"
"609005";"609005";"75";"13";"3";"482";"449";"3";"1";"445";"119";"11";"29";"8";"30";"70";"9";"153";"1";"13";"2"
"609006";"609006";"75";"13";"3";"350";"324";"1";"0";"323";"49";"18";"29";"7";"22";"45";"10";"128";"6";"9";"0"
"609007";"609007";"75";"13";"3";"259";"246";"2";"1";"243";"63";"11";"19";"8";"8";"29";"5";"87";"1";"11";"1"
"609008";"609008";"75";"13";"3";"1382";"1224";"10";"5";"1209";"299";"60";"80";"24";"94";"121";"23";"469";"7";"30";"2"
"609009";"609009";"75";"13";"3";"296";"273";"1";"0";"272";"51";"11";"14";"2";"12";"37";"7";"119";"3";"14";"2"
"609010";"609010";"75";"13";"3";"1378";"1243";"19";"0";"1224";"279";"58";"85";"19";"61";"178";"23";"496";"8";"14";"3"
"609011";"609011";"75";"13";"3";"242";"218";"4";"0";"214";"47";"11";"11";"9";"10";"21";"5";"93";"1";"6";"0"
"609012";"609012";"75";"13";"3";"260";"236";"5";"1";"230";"54";"10";"10";"4";"12";"22";"6";"107";"1";"4";"0"
"611001";"611001";"73";"13";"3";"4241";"3637";"28";"6";"3603";"657";"117";"235";"52";"103";"489";"154";"1739";"37";"19";"1"
"611002";"611002";"73";"13";"3";"1698";"1504";"11";"6";"1487";"255";"45";"82";"17";"67";"242";"78";"673";"13";"15";"0"
"611003";"611003";"73";"13";"3";"972";"848";"7";"1";"840";"150";"20";"65";"11";"29";"133";"23";"392";"12";"5";"0"
"611004";"611004";"73";"13";"3";"919";"816";"9";"4";"803";"129";"23";"50";"11";"32";"123";"37";"384";"5";"9";"0"
"611005";"611005";"73";"13";"3";"848";"765";"2";"2";"761";"88";"29";"31";"12";"30";"142";"21";"394";"9";"5";"0"
"611006";"611006";"73";"13";"3";"380";"359";"6";"0";"353";"54";"10";"22";"4";"6";"42";"9";"199";"2";"5";"0"
"611007";"611007";"73";"13";"3";"1214";"1098";"9";"2";"1087";"188";"28";"59";"11";"44";"172";"40";"523";"9";"13";"0"
"613001";"613001";"74";"13";"3";"4853";"4325";"33";"6";"4286";"1023";"161";"336";"54";"129";"607";"221";"1701";"25";"29";"0"
"613002";"613002";"74";"13";"3";"2946";"2607";"29";"10";"2568";"799";"90";"142";"42";"89";"372";"187";"810";"17";"18";"2"
"613003";"613003";"74";"13";"3";"1488";"1372";"10";"4";"1358";"235";"32";"61";"9";"41";"168";"202";"594";"8";"8";"0"
"613004";"613004";"74";"13";"3";"1075";"995";"6";"0";"989";"200";"39";"68";"23";"43";"112";"53";"431";"8";"11";"1"
"613005";"613005";"74";"13";"3";"453";"406";"1";"0";"405";"73";"13";"18";"14";"5";"65";"48";"162";"4";"2";"1"
"613006";"613006";"74";"13";"3";"985";"895";"8";"2";"885";"255";"35";"68";"10";"28";"133";"24";"318";"9";"4";"1"
"615001";"615001";"75";"13";"3";"4503";"3792";"26";"20";"3746";"1593";"103";"246";"42";"224";"617";"52";"761";"24";"82";"2"
"615002";"615002";"75";"13";"3";"4181";"3385";"25";"10";"3350";"1415";"105";"176";"40";"242";"476";"61";"696";"38";"94";"7"
"615003";"615003";"75";"13";"3";"7154";"5845";"39";"16";"5790";"1815";"247";"591";"90";"357";"743";"91";"1693";"36";"120";"7"
"615004";"615004";"75";"13";"3";"136";"126";"0";"0";"126";"35";"5";"13";"0";"5";"9";"3";"41";"0";"15";"0"
"615005";"615005";"75";"13";"3";"4155";"3558";"25";"8";"3525";"1306";"153";"269";"57";"245";"489";"67";"824";"22";"88";"5"
"615006";"615006";"75";"13";"3";"9010";"8172";"53";"24";"8095";"2602";"312";"700";"107";"366";"1057";"119";"2685";"43";"95";"9"
"615007";"615007";"75";"13";"3";"3634";"3327";"22";"8";"3297";"1001";"120";"289";"48";"145";"485";"65";"1066";"22";"54";"2"
"615008";"615008";"75";"13";"3";"1271";"1156";"8";"3";"1145";"317";"42";"83";"20";"29";"129";"21";"482";"11";"11";"0"
"615009";"615009";"75";"13";"3";"1485";"1333";"10";"2";"1321";"333";"41";"79";"9";"67";"180";"25";"558";"14";"15";"0"
"615010";"615010";"75";"13";"3";"1674";"1530";"8";"2";"1520";"418";"47";"103";"21";"82";"209";"24";"579";"14";"22";"1"
"615011";"615011";"75";"13";"3";"3899";"3683";"10";"3";"3670";"673";"222";"532";"55";"139";"359";"66";"1559";"18";"47";"0"
"615012";"615012";"75";"13";"3";"1207";"942";"9";"4";"929";"434";"31";"51";"14";"50";"128";"13";"165";"10";"29";"4"
"615013";"615013";"75";"13";"3";"375";"331";"1";"2";"328";"100";"14";"31";"5";"4";"38";"8";"122";"3";"3";"0"
"617001";"617001";"72";"13";"3";"2644";"2434";"14";"3";"2417";"555";"204";"199";"56";"259";"257";"74";"752";"14";"46";"1"
"617002";"617002";"72";"13";"3";"833";"737";"6";"0";"731";"120";"15";"39";"22";"39";"102";"41";"336";"4";"12";"1"
"617005";"617005";"72";"13";"3";"543";"499";"5";"2";"492";"90";"17";"21";"17";"31";"61";"16";"225";"4";"10";"0"
"619001";"619001";"74";"13";"3";"2212";"1940";"12";"6";"1922";"446";"75";"266";"17";"58";"229";"37";"764";"8";"20";"2"
"619002";"619002";"74";"13";"3";"526";"481";"7";"4";"470";"100";"24";"32";"9";"12";"66";"7";"212";"3";"5";"0"
"619003";"619003";"74";"13";"3";"855";"768";"11";"2";"755";"205";"23";"50";"5";"30";"93";"6";"337";"1";"5";"0"
"619004";"619004";"74";"13";"3";"1308";"1192";"11";"5";"1176";"329";"39";"83";"18";"43";"156";"32";"456";"4";"15";"1"
"619005";"619005";"74";"13";"3";"1061";"948";"9";"1";"938";"228";"23";"65";"14";"47";"132";"15";"403";"5";"6";"0"
"619006";"619006";"74";"13";"3";"1342";"1210";"9";"3";"1198";"309";"26";"69";"10";"35";"149";"27";"561";"4";"6";"2"
"619007";"619007";"74";"13";"3";"1255";"1140";"8";"1";"1131";"229";"37";"76";"18";"67";"159";"39";"477";"3";"25";"1"
"619008";"619008";"74";"13";"3";"1233";"1092";"6";"1";"1085";"286";"23";"85";"12";"59";"172";"23";"404";"6";"15";"0"
"619009";"619009";"74";"13";"3";"1644";"1509";"15";"5";"1489";"324";"62";"122";"18";"62";"201";"25";"645";"8";"19";"3"
"619010";"619010";"74";"13";"3";"90";"86";"1";"0";"85";"10";"8";"7";"2";"14";"8";"1";"33";"1";"1";"0"
"621001";"621001";"71";"13";"3";"5764";"4660";"33";"23";"4604";"977";"301";"469";"89";"401";"470";"99";"1684";"17";"93";"4"
"621002";"621002";"71";"13";"3";"6414";"5345";"44";"5";"5296";"1419";"273";"339";"100";"608";"672";"150";"1626";"24";"81";"4"
"621003";"621003";"71";"13";"3";"7397";"6278";"42";"26";"6210";"1698";"238";"480";"86";"504";"899";"117";"2108";"27";"51";"2"
"621004";"621004";"71";"13";"3";"3747";"2968";"13";"10";"2945";"971";"140";"141";"40";"374";"433";"43";"738";"12";"53";"0"
"621005";"621005";"71";"13";"3";"4533";"4160";"24";"13";"4123";"682";"251";"510";"59";"236";"391";"67";"1896";"10";"21";"0"
"621006";"621006";"71";"13";"3";"564";"520";"7";"0";"513";"110";"27";"36";"3";"37";"72";"21";"204";"2";"1";"0"
"621007";"621007";"71";"13";"3";"1673";"1503";"8";"3";"1492";"295";"54";"102";"25";"110";"189";"30";"669";"5";"13";"0"
"621008";"621008";"71";"13";"3";"3801";"3394";"18";"5";"3371";"828";"152";"287";"45";"252";"415";"56";"1309";"7";"20";"0"
