"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1988 - Stemmeberettigede";"FV1988 - Afgivne stemmer";"FV1988 - Blanke stemmer";"FV1988 - Andre ugyldige stemmer";"FV1988 - Gyldige stemmer";"FV1988 - A. Socialdemokratiet";"FV1988 - B. Det Radikale Venstre";"FV1988 - C. Det Konservative Folkeparti";"FV1988 - F. Socialistisk Folkeparti";"FV1988 - G. De Grønne";"FV1988 - K. Danmarks Kommunistiske Parti";"FV1988 - M. Centrum-Demokraterne";"FV1988 - P. Fælles Kurs";"FV1988 - Q. Kristeligt Folkeparti";"FV1988 - V. Venstre, Danmarks Liberale Parti";"FV1988 - Y. Venstresocialisterne";"FV1988 - Z. Fremskridtspartiet";"FV1988 - 1. Uden for partierne";"FV1988 - 2. Uden for partierne";"FV1988 - 3. Uden for partierne"
"619009";"619009";"74";"13";"3";"1608";"1438";"9";"0";"1429";"323";"54";"341";"114";"13";"9";"77";"16";"22";"303";"3";"154";"-";"-";"-"
"619010";"619010";"74";"13";"3";"96";"84";"1";"0";"83";"9";"3";"8";"20";"2";"0";"2";"1";"0";"32";"1";"5";"-";"-";"-"
"621001";"621001";"71";"13";"3";"4875";"3917";"25";"5";"3887";"781";"234";"946";"699";"72";"41";"197";"49";"95";"464";"21";"288";"-";"-";"-"
"621002";"621002";"71";"13";"3";"4760";"3998";"20";"5";"3973";"1274";"143";"593";"915";"41";"39";"149";"85";"118";"255";"7";"354";"-";"-";"-"
"621004";"621004";"71";"13";"3";"3767";"3103";"13";"2";"3088";"1185";"143";"413";"639";"26";"31";"117";"58";"66";"178";"5";"227";"-";"-";"-"
"621005";"621005";"71";"13";"3";"3332";"2949";"10";"3";"2936";"397";"204";"989";"270";"21";"8";"194";"19";"48";"533";"6";"247";"-";"-";"-"
"621006";"621006";"71";"13";"3";"592";"547";"4";"0";"543";"140";"25";"90";"54";"11";"1";"16";"9";"22";"115";"0";"60";"-";"-";"-"
"621007";"621007";"71";"13";"3";"1507";"1331";"6";"2";"1323";"273";"82";"230";"151";"8";"2";"68";"17";"26";"294";"1";"171";"-";"-";"-"
"621008";"621008";"71";"13";"3";"3557";"3148";"7";"4";"3137";"703";"186";"725";"453";"27";"4";"246";"40";"51";"374";"10";"318";"-";"-";"-"
"621009";"621009";"71";"13";"3";"2316";"2008";"8";"4";"1996";"500";"119";"383";"313";"17";"5";"90";"23";"55";"277";"4";"210";"-";"-";"-"
"621010";"621010";"71";"13";"3";"1617";"1409";"2";"3";"1404";"398";"61";"255";"232";"13";"4";"66";"22";"30";"176";"4";"143";"-";"-";"-"
"621011";"621011";"71";"13";"3";"4135";"3627";"12";"7";"3608";"1344";"176";"544";"633";"19";"39";"134";"64";"88";"302";"8";"257";"-";"-";"-"
"621101";"621101";"71";"13";"3";"4146";"3624";"14";"3";"3607";"1108";"184";"690";"524";"23";"17";"209";"47";"76";"359";"3";"367";"-";"-";"-"
"621103";"621103";"71";"13";"3";"4295";"3786";"14";"2";"3770";"1126";"182";"607";"651";"35";"11";"182";"58";"177";"409";"10";"322";"-";"-";"-"
"621105";"621105";"71";"13";"3";"5059";"4224";"16";"7";"4201";"1274";"174";"928";"625";"30";"26";"200";"68";"107";"365";"6";"398";"-";"-";"-"
"623001";"623001";"71";"13";"3";"2281";"2012";"12";"3";"1997";"502";"88";"417";"219";"11";"2";"95";"36";"127";"304";"3";"193";"-";"-";"-"
"623002";"623002";"71";"13";"3";"1292";"1126";"9";"1";"1116";"239";"63";"193";"89";"8";"4";"40";"19";"30";"314";"3";"114";"-";"-";"-"
"625001";"625001";"73";"13";"3";"1822";"1573";"8";"3";"1562";"297";"51";"242";"72";"18";"2";"69";"14";"107";"379";"0";"311";"-";"-";"-"
"625002";"625002";"73";"13";"3";"412";"358";"2";"0";"356";"74";"20";"53";"19";"2";"1";"13";"5";"27";"92";"0";"50";"-";"-";"-"
"625003";"625003";"73";"13";"3";"1963";"1698";"8";"1";"1689";"368";"112";"343";"93";"27";"5";"58";"30";"67";"320";"2";"264";"-";"-";"-"
"625004";"625004";"73";"13";"3";"453";"402";"1";"1";"400";"129";"15";"51";"22";"6";"0";"35";"6";"23";"65";"1";"47";"-";"-";"-"
"625005";"625005";"73";"13";"3";"874";"733";"4";"1";"728";"124";"34";"108";"32";"5";"6";"40";"11";"59";"181";"5";"123";"-";"-";"-"
"627001";"627001";"74";"13";"3";"905";"805";"7";"0";"798";"197";"49";"163";"59";"7";"3";"34";"6";"7";"160";"2";"111";"-";"-";"-"
"627002";"627002";"74";"13";"3";"445";"389";"3";"0";"386";"77";"18";"66";"22";"8";"2";"15";"6";"10";"103";"0";"59";"-";"-";"-"
"627003";"627003";"74";"13";"3";"637";"562";"3";"1";"558";"112";"24";"77";"53";"4";"5";"29";"10";"9";"152";"4";"79";"-";"-";"-"
"627004";"627004";"74";"13";"3";"786";"708";"7";"1";"700";"150";"34";"117";"48";"4";"2";"43";"13";"35";"170";"1";"83";"-";"-";"-"
"627005";"627005";"74";"13";"3";"1164";"1041";"6";"2";"1033";"256";"48";"191";"72";"7";"2";"39";"8";"67";"224";"1";"118";"-";"-";"-"
"627006";"627006";"74";"13";"3";"1826";"1589";"13";"2";"1574";"357";"59";"347";"95";"16";"4";"91";"33";"55";"323";"2";"192";"-";"-";"-"
"627007";"627007";"74";"13";"3";"1075";"926";"8";"0";"918";"189";"45";"206";"76";"8";"8";"40";"16";"34";"183";"3";"110";"-";"-";"-"
"627008";"627008";"74";"13";"3";"577";"504";"4";"0";"500";"106";"44";"75";"48";"6";"6";"17";"8";"6";"116";"0";"68";"-";"-";"-"
"627009";"627009";"74";"13";"3";"729";"645";"6";"1";"638";"188";"33";"105";"33";"5";"5";"30";"13";"16";"139";"0";"71";"-";"-";"-"
"627010";"627010";"74";"13";"3";"380";"339";"1";"0";"338";"44";"13";"50";"31";"6";"2";"20";"2";"2";"111";"1";"56";"-";"-";"-"
"629001";"629001";"71";"13";"3";"3649";"3103";"11";"3";"3089";"939";"173";"594";"311";"10";"9";"128";"64";"153";"397";"6";"305";"-";"-";"-"
"629002";"629002";"71";"13";"3";"348";"312";"0";"0";"312";"90";"15";"31";"25";"3";"2";"9";"4";"22";"89";"0";"22";"-";"-";"-"
"629003";"629003";"71";"13";"3";"996";"873";"7";"0";"866";"242";"61";"122";"65";"5";"3";"34";"12";"12";"214";"0";"96";"-";"-";"-"
"631001";"631001";"72";"13";"3";"10390";"8460";"60";"14";"8386";"3462";"371";"1351";"1060";"95";"67";"264";"165";"199";"615";"19";"718";"-";"-";"-"
"631002";"631002";"72";"13";"3";"2723";"2278";"10";"6";"2262";"1018";"78";"362";"277";"24";"29";"60";"43";"72";"124";"4";"171";"-";"-";"-"
"631003";"631003";"72";"13";"3";"4794";"4012";"16";"6";"3990";"1671";"175";"610";"468";"56";"45";"196";"80";"68";"293";"16";"312";"-";"-";"-"
"631004";"631004";"72";"13";"3";"3758";"3225";"25";"7";"3193";"1219";"151";"579";"327";"18";"16";"149";"43";"68";"323";"4";"296";"-";"-";"-"
"631005";"631005";"72";"13";"3";"686";"592";"2";"1";"589";"153";"42";"102";"45";"2";"1";"19";"5";"12";"141";"0";"67";"-";"-";"-"
"631007";"631007";"72";"13";"3";"1325";"1142";"6";"0";"1136";"416";"53";"196";"128";"18";"19";"60";"19";"26";"81";"6";"114";"-";"-";"-"
"631008";"631008";"72";"13";"3";"1207";"1086";"4";"2";"1080";"357";"60";"237";"102";"5";"4";"44";"10";"15";"141";"7";"98";"-";"-";"-"
"631009";"631009";"72";"13";"3";"1097";"980";"6";"0";"974";"251";"58";"220";"71";"7";"7";"58";"5";"21";"163";"3";"110";"-";"-";"-"
"631010";"631010";"72";"13";"3";"835";"746";"3";"1";"742";"180";"36";"143";"58";"9";"4";"35";"7";"18";"167";"2";"83";"-";"-";"-"
"631011";"631011";"72";"13";"3";"3160";"2815";"19";"8";"2788";"773";"164";"715";"227";"21";"3";"168";"15";"79";"346";"4";"273";"-";"-";"-"
"631012";"631012";"72";"13";"3";"2644";"2365";"10";"2";"2353";"495";"170";"705";"200";"20";"10";"127";"12";"58";"331";"10";"215";"-";"-";"-"
"631107";"631107";"72";"13";"3";"5134";"4592";"17";"3";"4572";"1203";"313";"1195";"394";"34";"14";"233";"33";"100";"621";"8";"424";"-";"-";"-"
"631109";"631109";"72";"13";"3";"1540";"1310";"3";"1";"1306";"524";"60";"186";"143";"14";"10";"57";"11";"38";"131";"9";"123";"-";"-";"-"
"651001";"651001";"77";"14";"3";"2739";"2474";"13";"2";"2459";"368";"60";"480";"81";"14";"0";"338";"20";"260";"568";"1";"269";"0";"-";"-"
"651002";"651002";"77";"14";"3";"522";"489";"4";"0";"485";"40";"5";"45";"9";"3";"1";"129";"0";"64";"113";"0";"76";"0";"-";"-"
"651003";"651003";"77";"14";"3";"614";"526";"5";"0";"521";"165";"15";"64";"16";"3";"0";"69";"5";"23";"86";"1";"74";"0";"-";"-"
"651004";"651004";"77";"14";"3";"941";"840";"6";"0";"834";"125";"30";"109";"30";"3";"2";"98";"3";"53";"213";"0";"166";"2";"-";"-"
"653001";"653001";"79";"14";"3";"5008";"4208";"27";"11";"4170";"1046";"213";"852";"304";"29";"11";"214";"46";"188";"756";"10";"501";"0";"-";"-"
"653002";"653002";"79";"14";"3";"791";"663";"2";"0";"661";"101";"10";"87";"29";"1";"0";"20";"20";"88";"200";"1";"103";"1";"-";"-"
"653003";"653003";"79";"14";"3";"317";"276";"2";"0";"274";"53";"11";"37";"18";"4";"0";"7";"3";"7";"94";"1";"39";"0";"-";"-"
"653004";"653004";"79";"14";"3";"248";"217";"2";"0";"215";"15";"10";"24";"7";"1";"0";"7";"2";"27";"88";"0";"34";"0";"-";"-"
"655001";"655001";"79";"14";"3";"3305";"2856";"12";"5";"2839";"615";"146";"491";"181";"19";"7";"182";"22";"293";"589";"2";"290";"2";"-";"-"
"655003";"655003";"79";"14";"3";"546";"488";"2";"0";"486";"76";"28";"59";"22";"2";"5";"11";"9";"26";"167";"3";"78";"0";"-";"-"
"655004";"655004";"79";"14";"3";"626";"563";"2";"0";"561";"50";"16";"87";"21";"4";"1";"14";"5";"44";"240";"2";"76";"1";"-";"-"
"655005";"655005";"79";"14";"3";"469";"420";"3";"0";"417";"32";"17";"57";"13";"4";"0";"15";"6";"6";"193";"1";"73";"0";"-";"-"
"655006";"655006";"79";"14";"3";"370";"337";"2";"0";"335";"31";"14";"37";"11";"3";"0";"19";"8";"38";"131";"0";"43";"0";"-";"-"
"655007";"655007";"79";"14";"3";"487";"404";"3";"0";"401";"68";"9";"68";"21";"2";"0";"13";"8";"57";"98";"1";"56";"0";"-";"-"
"655107";"655107";"79";"14";"3";"341";"296";"1";"0";"295";"41";"10";"21";"10";"1";"0";"21";"3";"7";"137";"0";"44";"0";"-";"-"
"655108";"655108";"79";"14";"3";"364";"302";"2";"1";"299";"37";"5";"26";"12";"0";"0";"18";"5";"52";"105";"2";"37";"0";"-";"-"
"655110";"655110";"79";"14";"3";"370";"337";"2";"0";"335";"54";"12";"37";"19";"2";"3";"16";"8";"46";"106";"0";"32";"0";"-";"-"
"655111";"655111";"79";"14";"3";"271";"229";"0";"0";"229";"24";"9";"31";"17";"2";"1";"8";"4";"14";"80";"2";"37";"0";"-";"-"
"657001";"657001";"78";"14";"3";"19019";"16225";"70";"32";"16123";"4548";"641";"3178";"1409";"136";"76";"997";"192";"1001";"2265";"30";"1645";"5";"-";"-"
"657002";"657002";"78";"14";"3";"686";"580";"7";"0";"573";"137";"14";"108";"22";"3";"2";"30";"8";"30";"127";"0";"92";"0";"-";"-"
"657003";"657003";"78";"14";"3";"372";"333";"2";"0";"331";"140";"7";"32";"18";"1";"0";"8";"12";"12";"54";"0";"47";"0";"-";"-"
"657004";"657004";"78";"14";"3";"974";"791";"1";"0";"790";"254";"36";"91";"160";"4";"8";"40";"38";"22";"73";"3";"61";"0";"-";"-"
"657005";"657005";"78";"14";"3";"5069";"4521";"18";"3";"4500";"857";"222";"944";"281";"34";"11";"345";"33";"328";"1004";"3";"433";"5";"-";"-"
"657006";"657006";"78";"14";"3";"709";"611";"2";"2";"607";"125";"8";"125";"19";"2";"1";"54";"8";"25";"142";"1";"97";"0";"-";"-"
"657007";"657007";"78";"14";"3";"775";"686";"7";"2";"677";"184";"19";"82";"53";"6";"2";"36";"18";"52";"124";"1";"97";"3";"-";"-"
"657008";"657008";"78";"14";"3";"3357";"3065";"13";"1";"3051";"647";"155";"660";"200";"16";"9";"262";"23";"123";"649";"2";"303";"2";"-";"-"
"657009";"657009";"78";"14";"3";"407";"344";"1";"0";"343";"36";"7";"60";"8";"2";"0";"34";"6";"21";"95";"1";"73";"0";"-";"-"
"657010";"657010";"78";"14";"3";"427";"397";"0";"0";"397";"58";"15";"43";"15";"1";"3";"25";"2";"53";"144";"0";"38";"0";"-";"-"
"657011";"657011";"78";"14";"3";"3001";"2675";"12";"1";"2662";"490";"125";"463";"141";"14";"10";"240";"27";"203";"604";"3";"340";"2";"-";"-"
"657012";"657012";"78";"14";"3";"608";"553";"2";"2";"549";"144";"16";"73";"43";"1";"0";"25";"6";"9";"139";"0";"93";"0";"-";"-"
"657013";"657013";"78";"14";"3";"2845";"2526";"10";"1";"2515";"499";"91";"488";"115";"12";"6";"169";"30";"129";"560";"2";"413";"1";"-";"-"
"657014";"657014";"78";"14";"3";"3444";"3116";"9";"6";"3101";"774";"123";"543";"234";"18";"7";"275";"25";"213";"558";"10";"321";"0";"-";"-"
"657015";"657015";"78";"14";"3";"240";"227";"1";"0";"226";"38";"8";"16";"16";"2";"0";"18";"5";"11";"83";"0";"29";"0";"-";"-"
"659101";"659101";"76";"14";"3";"161";"147";"1";"0";"146";"26";"9";"21";"9";"3";"0";"5";"1";"5";"56";"0";"11";"0";"-";"-"
"659102";"659102";"76";"14";"3";"735";"644";"2";"1";"641";"89";"23";"92";"22";"6";"3";"40";"10";"48";"243";"0";"65";"0";"-";"-"
"659103";"659103";"76";"14";"3";"262";"215";"0";"0";"215";"22";"7";"46";"2";"1";"0";"11";"1";"32";"64";"0";"29";"0";"-";"-"
"659104";"659104";"76";"14";"3";"2284";"1705";"7";"3";"1695";"239";"41";"405";"51";"11";"3";"129";"33";"212";"338";"5";"228";"0";"-";"-"
"659105";"659105";"76";"14";"3";"146";"109";"2";"0";"107";"17";"4";"23";"6";"4";"0";"4";"2";"6";"24";"0";"17";"0";"-";"-"
"659106";"659106";"76";"14";"3";"131";"120";"1";"0";"119";"12";"8";"32";"1";"1";"0";"4";"1";"4";"43";"0";"13";"0";"-";"-"
"661001";"661001";"77";"14";"3";"13767";"12107";"66";"21";"12020";"3361";"549";"2001";"1157";"144";"48";"1025";"138";"481";"1984";"26";"1104";"2";"-";"-"
"661002";"661002";"77";"14";"3";"2547";"2332";"12";"0";"2320";"490";"121";"397";"168";"23";"10";"265";"27";"111";"478";"8";"221";"1";"-";"-"
"661003";"661003";"77";"14";"3";"1661";"1431";"4";"2";"1425";"246";"65";"166";"66";"11";"2";"119";"10";"32";"474";"3";"230";"1";"-";"-"
"661004";"661004";"77";"14";"3";"1428";"1314";"6";"0";"1308";"264";"54";"198";"77";"9";"1";"154";"9";"36";"356";"0";"149";"1";"-";"-"
"661005";"661005";"77";"14";"3";"9240";"8002";"51";"10";"7941";"2776";"332";"1265";"866";"71";"22";"739";"111";"280";"838";"11";"629";"1";"-";"-"
"663001";"663001";"78";"14";"3";"10201";"8816";"65";"7";"8744";"2077";"316";"1725";"598";"66";"18";"605";"104";"562";"1501";"11";"1153";"8";"-";"-"
"663002";"663002";"78";"14";"3";"717";"655";"2";"2";"651";"90";"10";"99";"21";"5";"3";"36";"6";"51";"211";"2";"117";"0";"-";"-"
"663003";"663003";"78";"14";"3";"2305";"2053";"10";"1";"2042";"425";"86";"319";"82";"6";"2";"126";"30";"167";"549";"0";"250";"0";"-";"-"
"663004";"663004";"78";"14";"3";"315";"274";"1";"2";"271";"26";"3";"29";"6";"3";"1";"12";"2";"20";"111";"1";"57";"0";"-";"-"
"663005";"663005";"78";"14";"3";"1607";"1408";"12";"3";"1393";"462";"45";"205";"124";"23";"4";"80";"25";"54";"200";"2";"169";"0";"-";"-"
"663006";"663006";"78";"14";"3";"449";"372";"0";"0";"372";"100";"4";"59";"30";"3";"1";"19";"9";"16";"64";"2";"65";"0";"-";"-"
"665001";"665001";"76";"14";"3";"4160";"3568";"21";"8";"3539";"1017";"149";"742";"220";"30";"12";"298";"44";"142";"500";"6";"378";"1";"-";"-"
"665002";"665002";"76";"14";"3";"1326";"1166";"9";"0";"1157";"218";"63";"234";"74";"15";"0";"131";"13";"45";"226";"1";"136";"1";"-";"-"
"665003";"665003";"76";"14";"3";"1222";"1109";"2";"1";"1106";"181";"99";"169";"117";"30";"5";"56";"11";"114";"243";"1";"79";"1";"-";"-"
"665004";"665004";"76";"14";"3";"406";"353";"4";"1";"348";"59";"14";"29";"7";"3";"0";"24";"0";"47";"127";"0";"38";"0";"-";"-"
"665005";"665005";"76";"14";"3";"749";"690";"3";"1";"686";"100";"38";"87";"34";"5";"2";"48";"15";"48";"203";"0";"106";"0";"-";"-"
"665006";"665006";"76";"14";"3";"1796";"1547";"9";"2";"1536";"304";"78";"248";"108";"14";"4";"112";"17";"70";"367";"2";"212";"0";"-";"-"
"665007";"665007";"76";"14";"3";"237";"207";"1";"0";"206";"26";"3";"34";"11";"0";"1";"12";"2";"13";"61";"0";"43";"0";"-";"-"
"665008";"665008";"76";"14";"3";"620";"571";"4";"0";"567";"102";"27";"71";"19";"8";"0";"26";"7";"45";"180";"0";"82";"0";"-";"-"
"665010";"665010";"76";"14";"3";"314";"273";"3";"0";"270";"44";"9";"28";"26";"8";"2";"12";"2";"6";"96";"3";"33";"1";"-";"-"
"665011";"665011";"76";"14";"3";"962";"848";"2";"0";"846";"133";"26";"94";"37";"8";"1";"51";"5";"52";"320";"1";"118";"0";"-";"-"
"665012";"665012";"76";"14";"3";"689";"610";"3";"1";"606";"96";"19";"81";"23";"0";"2";"29";"6";"49";"194";"1";"106";"0";"-";"-"
"665013";"665013";"76";"14";"3";"367";"320";"1";"0";"319";"26";"5";"38";"15";"2";"0";"12";"5";"28";"126";"0";"62";"0";"-";"-"
"665014";"665014";"76";"14";"3";"562";"519";"4";"3";"512";"72";"17";"64";"15";"0";"0";"23";"6";"20";"228";"0";"67";"0";"-";"-"
"665109";"665109";"76";"14";"3";"246";"218";"1";"0";"217";"39";"12";"28";"13";"1";"0";"8";"6";"10";"68";"4";"28";"0";"-";"-"
"665110";"665110";"76";"14";"3";"821";"709";"6";"2";"701";"154";"36";"101";"39";"5";"4";"30";"15";"14";"198";"1";"104";"0";"-";"-"
"667001";"667001";"76";"14";"3";"4173";"3563";"31";"8";"3524";"1032";"148";"638";"267";"43";"13";"221";"39";"161";"647";"11";"304";"0";"-";"-"
"667002";"667002";"76";"14";"3";"2081";"1843";"13";"6";"1824";"417";"91";"307";"129";"21";"0";"116";"17";"162";"393";"7";"162";"2";"-";"-"
"667003";"667003";"76";"14";"3";"656";"562";"6";"3";"553";"96";"33";"72";"34";"5";"0";"29";"4";"13";"205";"0";"62";"0";"-";"-"
"667004";"667004";"76";"14";"3";"328";"304";"1";"1";"302";"21";"10";"30";"14";"1";"0";"20";"1";"5";"175";"2";"20";"3";"-";"-"
"667005";"667005";"76";"14";"3";"511";"451";"2";"0";"449";"53";"15";"47";"32";"4";"0";"13";"4";"5";"190";"1";"85";"0";"-";"-"
"667006";"667006";"76";"14";"3";"429";"384";"3";"1";"380";"33";"15";"41";"16";"2";"0";"10";"5";"4";"214";"0";"40";"0";"-";"-"
"667007";"667007";"76";"14";"3";"629";"584";"5";"0";"579";"47";"27";"58";"12";"0";"0";"33";"1";"21";"281";"1";"96";"2";"-";"-"
"667008";"667008";"76";"14";"3";"1074";"961";"7";"0";"954";"239";"35";"225";"39";"3";"2";"76";"16";"28";"197";"2";"92";"0";"-";"-"
"667009";"667009";"76";"14";"3";"923";"817";"4";"0";"813";"126";"33";"105";"35";"4";"0";"51";"9";"7";"315";"3";"125";"0";"-";"-"
"667010";"667010";"76";"14";"3";"318";"286";"0";"0";"286";"29";"11";"30";"16";"0";"0";"13";"8";"8";"112";"1";"58";"0";"-";"-"
"667011";"667011";"76";"14";"3";"360";"323";"1";"1";"321";"26";"8";"37";"12";"0";"0";"15";"3";"6";"173";"0";"41";"0";"-";"-"
"667012";"667012";"76";"14";"3";"694";"628";"3";"0";"625";"110";"23";"91";"56";"11";"2";"53";"9";"23";"172";"1";"73";"1";"-";"-"
"667013";"667013";"76";"14";"3";"337";"312";"2";"0";"310";"42";"20";"31";"10";"1";"0";"13";"0";"7";"152";"0";"34";"0";"-";"-"
"669001";"669001";"79";"14";"3";"5281";"4622";"25";"0";"4597";"1082";"167";"858";"234";"24";"12";"240";"51";"578";"938";"9";"402";"2";"-";"-"
"669002";"669002";"79";"14";"3";"1031";"946";"7";"0";"939";"154";"25";"129";"20";"2";"4";"31";"5";"54";"407";"2";"106";"0";"-";"-"
"669003";"669003";"79";"14";"3";"297";"283";"3";"0";"280";"38";"11";"49";"9";"0";"0";"9";"4";"40";"89";"1";"30";"0";"-";"-"
"669004";"669004";"79";"14";"3";"411";"393";"1";"0";"392";"30";"8";"44";"2";"1";"1";"20";"2";"81";"162";"0";"41";"0";"-";"-"
"669005";"669005";"79";"14";"3";"381";"345";"2";"0";"343";"36";"8";"60";"4";"2";"0";"24";"1";"46";"123";"0";"39";"0";"-";"-"
"669006";"669006";"79";"14";"3";"649";"588";"0";"2";"586";"50";"14";"74";"15";"5";"1";"19";"2";"96";"244";"1";"65";"0";"-";"-"
"669007";"669007";"79";"14";"3";"371";"329";"2";"0";"327";"16";"5";"42";"4";"0";"0";"31";"1";"65";"135";"0";"28";"0";"-";"-"
"669008";"669008";"79";"14";"3";"280";"261";"1";"0";"260";"17";"5";"30";"4";"0";"0";"12";"1";"69";"100";"0";"22";"0";"-";"-"
"669009";"669009";"79";"14";"3";"554";"474";"1";"1";"472";"64";"16";"67";"12";"2";"1";"23";"5";"27";"189";"0";"66";"0";"-";"-"
"671001";"671001";"77";"14";"3";"6771";"5794";"35";"9";"5750";"2091";"248";"895";"645";"36";"48";"369";"98";"148";"621";"6";"542";"3";"-";"-"
"671002";"671002";"77";"14";"3";"1738";"1555";"7";"2";"1546";"459";"87";"281";"120";"9";"14";"123";"26";"34";"243";"2";"148";"0";"-";"-"
"671003";"671003";"77";"14";"3";"1257";"1134";"4";"0";"1130";"247";"45";"136";"94";"3";"4";"85";"16";"65";"319";"2";"114";"0";"-";"-"
"671004";"671004";"77";"14";"3";"1677";"1486";"4";"2";"1480";"477";"65";"198";"123";"8";"13";"104";"25";"48";"224";"1";"192";"2";"-";"-"
"671005";"671005";"77";"14";"3";"613";"559";"2";"0";"557";"109";"25";"57";"31";"3";"5";"35";"8";"41";"164";"3";"76";"0";"-";"-"
"671006";"671006";"77";"14";"3";"451";"399";"2";"0";"397";"74";"13";"46";"27";"3";"0";"19";"3";"19";"141";"0";"51";"1";"-";"-"
"671008";"671008";"77";"14";"3";"1342";"1233";"6";"0";"1227";"168";"39";"159";"81";"6";"6";"87";"16";"99";"401";"1";"164";"0";"-";"-"
"671106";"671106";"77";"14";"3";"123";"116";"0";"0";"116";"10";"10";"29";"6";"0";"0";"8";"3";"4";"33";"1";"12";"0";"-";"-"
"673001";"673001";"76";"14";"3";"2106";"1555";"16";"2";"1537";"367";"50";"346";"76";"12";"3";"93";"22";"167";"189";"3";"208";"1";"-";"-"
"673002";"673002";"76";"14";"3";"1736";"1431";"6";"3";"1422";"403";"53";"201";"54";"8";"2";"91";"8";"204";"270";"0";"127";"1";"-";"-"
"675001";"675001";"77";"14";"3";"1464";"1311";"5";"0";"1306";"285";"39";"252";"70";"3";"5";"69";"14";"111";"250";"2";"204";"2";"-";"-"
"675003";"675003";"77";"14";"3";"288";"279";"1";"0";"278";"64";"7";"27";"21";"1";"0";"9";"3";"21";"41";"0";"84";"0";"-";"-"
"675004";"675004";"77";"14";"3";"683";"611";"1";"0";"610";"132";"16";"124";"36";"2";"1";"22";"6";"52";"104";"1";"114";"0";"-";"-"
"675005";"675005";"77";"14";"3";"447";"386";"2";"0";"384";"72";"16";"78";"20";"3";"2";"28";"7";"35";"51";"2";"70";"0";"-";"-"
"677001";"677001";"76";"14";"3";"142";"131";"0";"0";"131";"7";"0";"18";"3";"0";"1";"14";"1";"4";"40";"0";"43";"0";"-";"-"
"677002";"677002";"76";"14";"3";"667";"600";"3";"0";"597";"109";"21";"83";"39";"5";"1";"40";"3";"73";"139";"3";"81";"0";"-";"-"
"677003";"677003";"76";"14";"3";"926";"843";"6";"0";"837";"117";"24";"123";"27";"3";"2";"60";"7";"104";"259";"2";"109";"0";"-";"-"
"677004";"677004";"76";"14";"3";"2558";"2260";"9";"3";"2248";"381";"58";"483";"93";"6";"5";"212";"24";"199";"506";"3";"278";"0";"-";"-"
"677005";"677005";"76";"14";"3";"383";"342";"1";"0";"341";"66";"10";"55";"21";"1";"0";"25";"6";"26";"93";"0";"38";"0";"-";"-"
"677006";"677006";"76";"14";"3";"1158";"1052";"2";"3";"1047";"144";"32";"139";"42";"11";"1";"98";"9";"135";"289";"0";"147";"0";"-";"-"
"677007";"677007";"76";"14";"3";"784";"683";"2";"0";"681";"108";"16";"90";"30";"1";"1";"66";"8";"51";"192";"1";"117";"0";"-";"-"
"679001";"679001";"76";"14";"3";"118";"114";"0";"0";"114";"13";"1";"10";"9";"6";"0";"10";"0";"1";"54";"0";"10";"0";"-";"-"
"679002";"679002";"76";"14";"3";"1161";"1024";"10";"1";"1013";"254";"39";"148";"40";"2";"1";"53";"21";"18";"306";"0";"130";"1";"-";"-"
"679003";"679003";"76";"14";"3";"303";"273";"3";"0";"270";"63";"7";"33";"13";"0";"1";"24";"11";"5";"83";"0";"30";"0";"-";"-"
"679004";"679004";"76";"14";"3";"349";"312";"2";"1";"309";"36";"8";"20";"23";"3";"2";"14";"3";"6";"149";"2";"43";"0";"-";"-"
"679005";"679005";"76";"14";"3";"1446";"1227";"9";"1";"1217";"297";"62";"142";"65";"5";"4";"57";"9";"53";"363";"0";"159";"1";"-";"-"
"679006";"679006";"76";"14";"3";"246";"176";"0";"1";"175";"48";"1";"8";"30";"3";"1";"9";"2";"2";"44";"2";"25";"0";"-";"-"
"679007";"679007";"76";"14";"3";"510";"458";"3";"0";"455";"55";"19";"32";"34";"4";"1";"9";"3";"8";"218";"4";"68";"0";"-";"-"
"679008";"679008";"76";"14";"3";"237";"205";"3";"0";"202";"17";"10";"24";"11";"1";"1";"13";"4";"3";"86";"1";"30";"1";"-";"-"
"679009";"679009";"76";"14";"3";"473";"415";"1";"1";"413";"85";"12";"49";"16";"4";"0";"23";"7";"7";"153";"2";"55";"0";"-";"-"
"679010";"679010";"76";"14";"3";"463";"317";"1";"0";"316";"98";"13";"66";"14";"3";"2";"24";"4";"8";"45";"0";"39";"0";"-";"-"
"681001";"681001";"79";"14";"3";"440";"408";"2";"0";"406";"70";"8";"47";"8";"1";"5";"28";"3";"32";"137";"2";"65";"0";"-";"-"
"681003";"681003";"79";"14";"3";"2783";"2460";"9";"2";"2449";"572";"77";"593";"95";"16";"2";"152";"22";"258";"428";"7";"226";"1";"-";"-"
"681004";"681004";"79";"14";"3";"576";"498";"1";"0";"497";"80";"18";"73";"12";"4";"0";"29";"8";"63";"145";"1";"64";"0";"-";"-"
"681005";"681005";"79";"14";"3";"652";"583";"6";"1";"576";"145";"19";"108";"25";"1";"0";"30";"7";"45";"119";"1";"76";"0";"-";"-"
