"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1988 - Stemmeberettigede";"FV1988 - Afgivne stemmer";"FV1988 - Blanke stemmer";"FV1988 - Andre ugyldige stemmer";"FV1988 - Gyldige stemmer";"FV1988 - A. Socialdemokratiet";"FV1988 - B. Det Radikale Venstre";"FV1988 - C. Det Konservative Folkeparti";"FV1988 - F. Socialistisk Folkeparti";"FV1988 - G. De Grønne";"FV1988 - K. Danmarks Kommunistiske Parti";"FV1988 - M. Centrum-Demokraterne";"FV1988 - P. Fælles Kurs";"FV1988 - Q. Kristeligt Folkeparti";"FV1988 - V. Venstre, Danmarks Liberale Parti";"FV1988 - Y. Venstresocialisterne";"FV1988 - Z. Fremskridtspartiet";"FV1988 - 1. Uden for partierne";"FV1988 - 2. Uden for partierne";"FV1988 - 3. Uden for partierne"
"555001";"555001";"66";"12";"3";"1966";"1721";"15";"0";"1706";"395";"67";"369";"86";"16";"3";"122";"16";"29";"398";"8";"197";"-";"-";"-"
"555002";"555002";"66";"12";"3";"426";"360";"3";"0";"357";"60";"16";"60";"30";"4";"0";"23";"3";"16";"92";"0";"53";"-";"-";"-"
"555003";"555003";"66";"12";"3";"49";"41";"0";"0";"41";"1";"2";"10";"1";"0";"0";"0";"0";"0";"15";"0";"12";"-";"-";"-"
"555004";"555004";"66";"12";"3";"268";"212";"3";"0";"209";"47";"12";"43";"17";"1";"0";"6";"2";"3";"51";"0";"27";"-";"-";"-"
"555005";"555005";"66";"12";"3";"115";"98";"0";"0";"98";"21";"4";"15";"1";"0";"2";"3";"1";"7";"19";"2";"23";"-";"-";"-"
"557010";"557010";"68";"12";"3";"4893";"4097";"33";"4";"4060";"1080";"244";"811";"310";"39";"8";"185";"56";"129";"735";"10";"453";"-";"-";"-"
"557020";"557020";"68";"12";"3";"816";"724";"6";"0";"718";"140";"48";"130";"67";"5";"1";"37";"18";"21";"172";"2";"77";"-";"-";"-"
"557030";"557030";"68";"12";"3";"441";"386";"1";"0";"385";"57";"25";"57";"19";"3";"2";"16";"4";"9";"125";"2";"66";"-";"-";"-"
"557040";"557040";"68";"12";"3";"1868";"1598";"14";"4";"1580";"345";"114";"216";"101";"14";"4";"67";"30";"66";"414";"5";"204";"-";"-";"-"
"557050";"557050";"68";"12";"3";"498";"446";"2";"1";"443";"61";"20";"54";"49";"5";"4";"21";"10";"9";"137";"0";"73";"-";"-";"-"
"557060";"557060";"68";"12";"3";"841";"736";"4";"1";"731";"115";"40";"91";"33";"6";"2";"24";"5";"32";"230";"1";"152";"-";"-";"-"
"559001";"559001";"69";"12";"3";"1526";"1298";"11";"2";"1285";"314";"57";"281";"95";"10";"4";"60";"19";"29";"305";"2";"109";"-";"-";"-"
"559002";"559002";"69";"12";"3";"441";"364";"4";"1";"359";"52";"18";"57";"16";"7";"0";"13";"7";"4";"141";"0";"44";"-";"-";"-"
"559003";"559003";"69";"12";"3";"668";"573";"3";"0";"570";"102";"32";"51";"22";"1";"0";"18";"8";"18";"224";"4";"90";"-";"-";"-"
"559004";"559004";"69";"12";"3";"1946";"1667";"12";"0";"1655";"376";"88";"335";"75";"8";"7";"50";"25";"28";"496";"2";"165";"-";"-";"-"
"561001";"561001";"67";"12";"3";"6004";"4898";"32";"17";"4849";"1599";"218";"985";"636";"49";"33";"169";"79";"130";"524";"24";"403";"-";"-";"-"
"561002";"561002";"67";"12";"3";"4156";"3430";"22";"2";"3406";"1091";"155";"689";"504";"46";"45";"100";"55";"75";"332";"19";"295";"-";"-";"-"
"561003";"561003";"67";"12";"3";"2620";"2159";"13";"6";"2140";"1169";"52";"251";"201";"16";"14";"30";"70";"38";"138";"3";"158";"-";"-";"-"
"561004";"561004";"67";"12";"3";"3521";"2945";"25";"11";"2909";"1220";"98";"383";"478";"33";"14";"91";"77";"41";"184";"19";"271";"-";"-";"-"
"561005";"561005";"67";"12";"3";"5506";"4591";"20";"3";"4568";"2016";"160";"590";"642";"37";"34";"129";"112";"86";"367";"15";"380";"-";"-";"-"
"561006";"561006";"67";"12";"3";"4891";"4181";"25";"7";"4149";"1615";"211";"706";"541";"46";"41";"143";"79";"66";"352";"13";"336";"-";"-";"-"
"561007";"561007";"67";"12";"3";"4241";"3597";"21";"6";"3570";"1593";"125";"440";"449";"22";"26";"138";"94";"55";"263";"17";"348";"-";"-";"-"
"561008";"561008";"67";"12";"3";"1270";"1095";"4";"0";"1091";"228";"53";"191";"67";"6";"5";"48";"8";"34";"300";"3";"148";"-";"-";"-"
"561010";"561010";"67";"12";"3";"223";"203";"1";"0";"202";"36";"7";"41";"5";"1";"1";"13";"3";"8";"71";"0";"16";"-";"-";"-"
"561011";"561011";"67";"12";"3";"3326";"2903";"17";"2";"2884";"767";"161";"717";"278";"24";"8";"178";"27";"71";"429";"3";"221";"-";"-";"-"
"561012";"561012";"67";"12";"3";"914";"820";"2";"0";"818";"225";"30";"168";"67";"5";"0";"44";"13";"10";"168";"0";"88";"-";"-";"-"
"561013";"561013";"67";"12";"3";"353";"321";"4";"0";"317";"61";"13";"38";"11";"4";"0";"18";"4";"5";"110";"0";"53";"-";"-";"-"
"561014";"561014";"67";"12";"3";"189";"167";"0";"0";"167";"20";"6";"18";"11";"2";"2";"4";"4";"7";"65";"1";"27";"-";"-";"-"
"561015";"561015";"67";"12";"3";"5863";"5076";"34";"12";"5030";"1597";"231";"975";"537";"55";"22";"225";"53";"117";"660";"13";"545";"-";"-";"-"
"561016";"561016";"67";"12";"3";"3964";"3438";"14";"4";"3420";"756";"191";"947";"283";"28";"10";"236";"35";"54";"556";"4";"320";"-";"-";"-"
"561017";"561017";"67";"12";"3";"2510";"2086";"18";"0";"2068";"618";"110";"393";"223";"19";"13";"95";"40";"51";"257";"3";"246";"-";"-";"-"
"561018";"561018";"67";"12";"3";"379";"324";"2";"1";"321";"57";"12";"49";"20";"5";"0";"23";"9";"3";"102";"2";"39";"-";"-";"-"
"561019";"561019";"67";"12";"3";"262";"222";"0";"0";"222";"42";"6";"27";"21";"1";"0";"0";"7";"8";"82";"3";"25";"-";"-";"-"
"561020";"561020";"67";"12";"3";"1771";"1562";"8";"1";"1553";"445";"95";"296";"90";"15";"7";"92";"19";"28";"305";"0";"161";"-";"-";"-"
"561021";"561021";"67";"12";"3";"3142";"2557";"21";"10";"2526";"974";"113";"470";"292";"24";"24";"95";"60";"49";"185";"11";"229";"-";"-";"-"
"561022";"561022";"67";"12";"3";"2684";"2210";"11";"3";"2196";"661";"114";"484";"217";"13";"6";"117";"40";"44";"250";"5";"245";"-";"-";"-"
"561023";"561023";"67";"12";"3";"3026";"2536";"13";"4";"2519";"953";"114";"403";"367";"25";"15";"102";"44";"34";"221";"9";"232";"-";"-";"-"
"561109";"561109";"67";"12";"3";"418";"374";"3";"1";"370";"91";"25";"80";"13";"7";"0";"13";"4";"1";"106";"0";"30";"-";"-";"-"
"563001";"563001";"67";"12";"3";"2091";"1801";"8";"3";"1790";"374";"88";"522";"214";"51";"13";"74";"30";"21";"234";"4";"165";"-";"-";"-"
"563002";"563002";"67";"12";"3";"286";"245";"1";"0";"244";"52";"15";"69";"36";"7";"4";"8";"3";"2";"29";"0";"19";"-";"-";"-"
"565001";"565001";"69";"12";"3";"7760";"6475";"42";"8";"6425";"1513";"264";"1033";"417";"50";"15";"278";"65";"327";"1539";"10";"914";"-";"-";"-"
"565002";"565002";"69";"12";"3";"1906";"1694";"13";"5";"1676";"331";"88";"287";"86";"12";"6";"105";"11";"44";"434";"1";"271";"-";"-";"-"
"565003";"565003";"69";"12";"3";"1636";"1407";"9";"4";"1394";"241";"43";"176";"33";"6";"2";"46";"19";"99";"482";"1";"246";"-";"-";"-"
"565004";"565004";"69";"12";"3";"697";"604";"1";"0";"603";"72";"19";"107";"21";"2";"0";"28";"5";"37";"208";"1";"103";"-";"-";"-"
"565005";"565005";"69";"12";"3";"773";"674";"0";"1";"673";"96";"23";"76";"16";"2";"3";"32";"13";"28";"247";"0";"137";"-";"-";"-"
"567001";"567001";"68";"12";"3";"633";"561";"2";"1";"558";"62";"23";"101";"33";"2";"3";"28";"0";"29";"203";"2";"72";"-";"-";"-"
"567002";"567002";"68";"12";"3";"1182";"1034";"7";"1";"1026";"179";"44";"119";"40";"3";"1";"24";"10";"86";"374";"1";"145";"-";"-";"-"
"567003";"567003";"68";"12";"3";"556";"484";"6";"2";"476";"39";"21";"67";"31";"4";"0";"7";"3";"18";"210";"0";"76";"-";"-";"-"
"567004";"567004";"68";"12";"3";"982";"879";"11";"1";"867";"120";"43";"159";"30";"4";"0";"36";"7";"26";"330";"0";"112";"-";"-";"-"
"567005";"567005";"68";"12";"3";"730";"654";"4";"0";"650";"85";"40";"112";"20";"5";"1";"32";"5";"18";"258";"0";"74";"-";"-";"-"
"567006";"567006";"68";"12";"3";"802";"686";"6";"1";"679";"93";"27";"113";"36";"4";"0";"21";"4";"35";"251";"3";"92";"-";"-";"-"
"567007";"567007";"68";"12";"3";"1109";"1016";"4";"1";"1011";"137";"46";"173";"45";"10";"2";"41";"13";"26";"402";"4";"112";"-";"-";"-"
"569002";"569002";"69";"12";"3";"447";"380";"3";"0";"377";"49";"16";"75";"22";"0";"0";"15";"1";"3";"144";"3";"49";"-";"-";"-"
"569003";"569003";"69";"12";"3";"284";"238";"0";"0";"238";"51";"7";"39";"5";"1";"0";"9";"4";"4";"77";"0";"41";"-";"-";"-"
"569004";"569004";"69";"12";"3";"226";"203";"3";"1";"199";"30";"7";"25";"10";"2";"1";"1";"1";"4";"95";"1";"22";"-";"-";"-"
"569005";"569005";"69";"12";"3";"963";"869";"3";"0";"866";"112";"36";"88";"28";"6";"3";"38";"4";"36";"384";"1";"130";"-";"-";"-"
"569006";"569006";"69";"12";"3";"429";"381";"2";"0";"379";"45";"19";"49";"23";"3";"1";"15";"4";"13";"143";"0";"64";"-";"-";"-"
"569101";"569101";"69";"12";"3";"1546";"1328";"9";"0";"1319";"276";"77";"207";"67";"8";"9";"35";"14";"38";"417";"5";"166";"-";"-";"-"
"569102";"569102";"69";"12";"3";"1211";"1018";"10";"1";"1007";"249";"47";"154";"57";"10";"6";"43";"9";"34";"268";"2";"128";"-";"-";"-"
"571001";"571001";"68";"12";"3";"6426";"5321";"37";"14";"5270";"1460";"327";"1000";"833";"68";"69";"192";"62";"91";"666";"27";"475";"-";"-";"-"
"571002";"571002";"68";"12";"3";"554";"489";"2";"0";"487";"83";"23";"70";"40";"0";"3";"22";"5";"21";"158";"1";"61";"-";"-";"-"
"571003";"571003";"68";"12";"3";"222";"195";"0";"0";"195";"32";"4";"42";"6";"1";"0";"5";"1";"4";"66";"0";"34";"-";"-";"-"
"571004";"571004";"68";"12";"3";"1617";"1364";"13";"3";"1348";"287";"94";"220";"122";"11";"6";"69";"19";"24";"328";"1";"167";"-";"-";"-"
"571005";"571005";"68";"12";"3";"1372";"1194";"6";"0";"1188";"221";"71";"201";"75";"9";"4";"63";"13";"36";"296";"4";"195";"-";"-";"-"
"571006";"571006";"68";"12";"3";"225";"198";"1";"0";"197";"20";"7";"29";"10";"3";"0";"8";"1";"3";"90";"0";"26";"-";"-";"-"
"571007";"571007";"68";"12";"3";"68";"52";"0";"1";"51";"13";"9";"7";"2";"1";"0";"2";"0";"1";"15";"0";"1";"-";"-";"-"
"571008";"571008";"68";"12";"3";"181";"166";"1";"0";"165";"23";"9";"15";"12";"2";"0";"5";"2";"1";"82";"0";"14";"-";"-";"-"
"571009";"571009";"68";"12";"3";"485";"416";"4";"0";"412";"73";"30";"56";"15";"4";"1";"11";"3";"13";"138";"1";"67";"-";"-";"-"
"571010";"571010";"68";"12";"3";"543";"456";"4";"0";"452";"76";"24";"71";"34";"3";"1";"21";"12";"6";"132";"1";"71";"-";"-";"-"
"571011";"571011";"68";"12";"3";"403";"348";"2";"0";"346";"54";"14";"51";"10";"2";"0";"9";"6";"15";"124";"2";"59";"-";"-";"-"
"571013";"571013";"68";"12";"3";"505";"445";"2";"1";"442";"82";"21";"81";"42";"5";"2";"11";"9";"11";"109";"2";"67";"-";"-";"-"
"571014";"571014";"68";"12";"3";"706";"610";"2";"0";"608";"157";"43";"101";"47";"14";"10";"39";"14";"12";"95";"0";"76";"-";"-";"-"
"573001";"573001";"66";"12";"3";"9312";"7882";"50";"8";"7824";"2344";"346";"1642";"623";"55";"24";"420";"109";"150";"1455";"8";"648";"-";"-";"-"
"573006";"573006";"66";"12";"3";"684";"602";"5";"0";"597";"69";"29";"89";"24";"3";"1";"23";"1";"17";"273";"0";"68";"-";"-";"-"
"573007";"573007";"66";"12";"3";"973";"867";"4";"0";"863";"192";"46";"116";"59";"7";"4";"74";"9";"17";"239";"0";"100";"-";"-";"-"
"573008";"573008";"66";"12";"3";"910";"818";"9";"0";"809";"102";"30";"99";"36";"5";"3";"28";"10";"18";"373";"1";"104";"-";"-";"-"
"573009";"573009";"66";"12";"3";"977";"875";"7";"1";"867";"124";"40";"187";"53";"8";"1";"36";"5";"27";"280";"0";"106";"-";"-";"-"
"573011";"573011";"66";"12";"3";"560";"495";"1";"1";"493";"106";"25";"59";"26";"6";"0";"24";"3";"12";"189";"0";"43";"-";"-";"-"
"573012";"573012";"66";"12";"3";"789";"726";"4";"0";"722";"148";"43";"111";"30";"6";"2";"42";"7";"18";"248";"2";"65";"-";"-";"-"
"575001";"575001";"69";"12";"3";"6280";"5307";"46";"8";"5253";"1464";"299";"1321";"399";"50";"6";"199";"77";"107";"876";"9";"446";"-";"-";"-"
"575002";"575002";"69";"12";"3";"506";"443";"1";"0";"442";"67";"28";"47";"37";"5";"2";"10";"6";"6";"170";"2";"62";"-";"-";"-"
"575003";"575003";"69";"12";"3";"1301";"1177";"3";"2";"1172";"201";"121";"203";"125";"16";"8";"37";"13";"9";"325";"3";"111";"-";"-";"-"
"575004";"575004";"69";"12";"3";"1073";"938";"6";"0";"932";"185";"56";"167";"69";"7";"6";"19";"18";"43";"254";"1";"107";"-";"-";"-"
"575005";"575005";"69";"12";"3";"1085";"951";"2";"2";"947";"231";"38";"155";"62";"7";"2";"28";"17";"32";"240";"3";"132";"-";"-";"-"
"575006";"575006";"69";"12";"3";"1192";"1008";"9";"1";"998";"217";"42";"204";"49";"5";"0";"41";"23";"26";"263";"1";"127";"-";"-";"-"
"575007";"575007";"69";"12";"3";"247";"219";"0";"0";"219";"32";"11";"37";"17";"5";"0";"4";"8";"2";"80";"2";"21";"-";"-";"-"
"575008";"575008";"69";"12";"3";"180";"146";"4";"0";"142";"35";"2";"18";"7";"2";"0";"7";"2";"2";"34";"1";"32";"-";"-";"-"
"577001";"577001";"66";"12";"3";"3924";"3437";"12";"4";"3421";"448";"169";"642";"103";"13";"5";"180";"28";"311";"1092";"7";"423";"-";"-";"-"
"577002";"577002";"66";"12";"3";"279";"246";"2";"0";"244";"14";"10";"38";"11";"1";"0";"5";"0";"13";"116";"2";"34";"-";"-";"-"
"577003";"577003";"66";"12";"3";"1227";"1073";"11";"1";"1061";"178";"36";"176";"66";"2";"0";"39";"10";"37";"378";"0";"139";"-";"-";"-"
"577004";"577004";"66";"12";"3";"361";"310";"1";"0";"309";"56";"11";"33";"22";"0";"1";"12";"22";"30";"84";"1";"37";"-";"-";"-"
"577005";"577005";"66";"12";"3";"268";"250";"4";"0";"246";"17";"19";"28";"12";"2";"2";"4";"4";"12";"116";"0";"30";"-";"-";"-"
"577006";"577006";"66";"12";"3";"1426";"1206";"9";"3";"1194";"280";"60";"183";"61";"6";"1";"55";"18";"80";"296";"2";"152";"-";"-";"-"
"577007";"577007";"66";"12";"3";"663";"596";"3";"0";"593";"53";"27";"87";"12";"1";"0";"27";"1";"77";"250";"2";"56";"-";"-";"-"
"601001";"601001";"73";"13";"3";"2570";"2234";"22";"3";"2209";"512";"132";"526";"128";"18";"5";"128";"25";"107";"391";"6";"231";"-";"-";"-"
"601002";"601002";"73";"13";"3";"569";"496";"2";"0";"494";"80";"13";"70";"43";"4";"3";"29";"17";"16";"133";"3";"83";"-";"-";"-"
"601003";"601003";"73";"13";"3";"722";"655";"2";"1";"652";"142";"40";"109";"52";"8";"5";"37";"3";"11";"160";"2";"83";"-";"-";"-"
"601004";"601004";"73";"13";"3";"651";"560";"2";"0";"558";"117";"37";"78";"36";"1";"1";"12";"7";"13";"157";"2";"97";"-";"-";"-"
"601005";"601005";"73";"13";"3";"691";"591";"8";"0";"583";"120";"19";"112";"57";"3";"1";"22";"15";"3";"138";"3";"90";"-";"-";"-"
"601006";"601006";"73";"13";"3";"591";"519";"5";"1";"513";"113";"28";"87";"56";"7";"1";"34";"4";"8";"100";"5";"70";"-";"-";"-"
"601007";"601007";"73";"13";"3";"533";"466";"1";"0";"465";"57";"27";"73";"54";"20";"7";"19";"9";"11";"128";"2";"58";"-";"-";"-"
"603001";"603001";"70";"13";"3";"2125";"1556";"13";"3";"1540";"546";"77";"249";"227";"15";"7";"71";"16";"38";"150";"5";"139";"-";"-";"-"
"603002";"603002";"70";"13";"3";"3077";"2614";"10";"3";"2601";"721";"114";"573";"251";"17";"9";"125";"21";"125";"385";"5";"255";"-";"-";"-"
"603003";"603003";"70";"13";"3";"1301";"1160";"2";"3";"1155";"301";"59";"199";"103";"14";"4";"69";"8";"67";"200";"3";"128";"-";"-";"-"
"603004";"603004";"70";"13";"3";"1166";"1038";"7";"1";"1030";"226";"42";"149";"76";"17";"3";"47";"13";"58";"266";"1";"132";"-";"-";"-"
"605001";"605001";"73";"13";"3";"1338";"1200";"9";"3";"1188";"264";"70";"205";"72";"13";"4";"95";"7";"23";"282";"5";"148";"-";"-";"-"
"605003";"605003";"73";"13";"3";"639";"564";"0";"0";"564";"148";"34";"88";"36";"3";"0";"23";"7";"11";"146";"1";"67";"-";"-";"-"
"605004";"605004";"73";"13";"3";"1235";"1106";"4";"1";"1101";"149";"75";"222";"69";"6";"5";"51";"10";"33";"340";"4";"137";"-";"-";"-"
"605005";"605005";"73";"13";"3";"1227";"1074";"6";"4";"1064";"204";"65";"194";"69";"19";"5";"55";"12";"36";"254";"5";"146";"-";"-";"-"
"605006";"605006";"73";"13";"3";"889";"790";"1";"0";"789";"149";"50";"156";"73";"4";"1";"65";"10";"28";"138";"3";"112";"-";"-";"-"
"605007";"605007";"73";"13";"3";"1252";"1093";"8";"0";"1085";"295";"85";"176";"75";"8";"3";"32";"17";"33";"235";"5";"121";"-";"-";"-"
"605008";"605008";"73";"13";"3";"1396";"1213";"13";"4";"1196";"297";"93";"187";"105";"17";"3";"65";"21";"22";"270";"0";"116";"-";"-";"-"
"605103";"605103";"73";"13";"3";"1129";"996";"4";"2";"990";"148";"74";"202";"53";"14";"1";"60";"11";"49";"254";"0";"124";"-";"-";"-"
"605104";"605104";"73";"13";"3";"1315";"1145";"7";"4";"1134";"188";"74";"219";"70";"8";"8";"74";"6";"33";"331";"4";"119";"-";"-";"-"
"607001";"607001";"70";"13";"3";"10804";"9162";"61";"15";"9086";"3898";"340";"1513";"1152";"99";"51";"347";"155";"194";"617";"12";"708";"-";"-";"-"
"607002";"607002";"70";"13";"3";"1120";"1005";"9";"0";"996";"286";"53";"185";"101";"7";"0";"55";"9";"20";"168";"2";"110";"-";"-";"-"
"607003";"607003";"70";"13";"3";"6525";"5808";"30";"5";"5773";"1716";"314";"1344";"528";"64";"17";"360";"59";"131";"695";"12";"533";"-";"-";"-"
"607004";"607004";"70";"13";"3";"578";"499";"1";"0";"498";"129";"22";"102";"55";"2";"2";"28";"11";"11";"77";"4";"55";"-";"-";"-"
"607005";"607005";"70";"13";"3";"3178";"2768";"19";"3";"2746";"702";"169";"646";"254";"29";"5";"160";"29";"69";"391";"3";"289";"-";"-";"-"
"607006";"607006";"70";"13";"3";"6361";"5379";"31";"7";"5341";"2376";"197";"909";"682";"43";"33";"209";"112";"124";"302";"1";"353";"-";"-";"-"
"607007";"607007";"70";"13";"3";"1148";"1030";"1";"0";"1029";"297";"60";"193";"98";"10";"7";"68";"14";"6";"155";"3";"118";"-";"-";"-"
"607008";"607008";"70";"13";"3";"5307";"4310";"36";"6";"4268";"1576";"147";"798";"660";"72";"30";"108";"115";"117";"248";"29";"368";"-";"-";"-"
"609001";"609001";"75";"13";"3";"223";"191";"1";"0";"190";"33";"12";"24";"27";"0";"0";"3";"2";"2";"58";"0";"29";"-";"-";"-"
"609002";"609002";"75";"13";"3";"231";"201";"2";"0";"199";"45";"16";"25";"18";"2";"1";"5";"7";"1";"60";"0";"19";"-";"-";"-"
"609003";"609003";"75";"13";"3";"877";"759";"5";"1";"753";"168";"55";"130";"84";"7";"1";"34";"7";"10";"167";"1";"89";"-";"-";"-"
"609004";"609004";"75";"13";"3";"1204";"1081";"7";"3";"1071";"340";"41";"166";"105";"18";"6";"57";"11";"14";"174";"4";"135";"-";"-";"-"
"609005";"609005";"75";"13";"3";"480";"429";"2";"0";"427";"125";"21";"49";"38";"5";"9";"19";"8";"4";"84";"0";"65";"-";"-";"-"
"609006";"609006";"75";"13";"3";"386";"349";"0";"1";"348";"55";"21";"36";"44";"13";"4";"7";"12";"7";"95";"2";"52";"-";"-";"-"
"609007";"609007";"75";"13";"3";"277";"239";"0";"0";"239";"53";"5";"39";"21";"4";"2";"13";"0";"1";"68";"0";"33";"-";"-";"-"
"609008";"609008";"75";"13";"3";"1244";"1112";"11";"2";"1099";"264";"54";"197";"149";"15";"11";"59";"13";"17";"208";"6";"106";"-";"-";"-"
"609009";"609009";"75";"13";"3";"294";"264";"2";"0";"262";"49";"13";"33";"22";"2";"3";"14";"3";"8";"75";"3";"37";"-";"-";"-"
"609010";"609010";"75";"13";"3";"1339";"1160";"15";"0";"1145";"287";"55";"246";"82";"10";"4";"66";"13";"14";"239";"6";"123";"-";"-";"-"
"609011";"609011";"75";"13";"3";"244";"212";"2";"0";"210";"48";"16";"35";"15";"5";"1";"8";"2";"2";"55";"1";"22";"-";"-";"-"
"609012";"609012";"75";"13";"3";"281";"257";"3";"0";"254";"50";"12";"24";"35";"5";"0";"6";"7";"1";"92";"0";"22";"-";"-";"-"
"611001";"611001";"73";"13";"3";"4031";"3425";"14";"7";"3404";"587";"218";"761";"148";"24";"10";"205";"35";"169";"821";"6";"420";"-";"-";"-"
"611002";"611002";"73";"13";"3";"1785";"1544";"13";"3";"1528";"278";"75";"264";"84";"9";"5";"51";"22";"79";"421";"2";"238";"-";"-";"-"
"611003";"611003";"73";"13";"3";"946";"832";"5";"0";"827";"140";"38";"138";"69";"6";"1";"34";"5";"32";"241";"3";"120";"-";"-";"-"
"611004";"611004";"73";"13";"3";"896";"764";"4";"0";"760";"140";"50";"116";"31";"4";"2";"35";"11";"42";"203";"2";"124";"-";"-";"-"
"611005";"611005";"73";"13";"3";"883";"787";"7";"0";"780";"101";"41";"111";"29";"8";"0";"33";"6";"30";"249";"2";"170";"-";"-";"-"
"611006";"611006";"73";"13";"3";"404";"366";"1";"2";"363";"50";"20";"62";"22";"5";"0";"12";"1";"12";"125";"0";"54";"-";"-";"-"
"611107";"611107";"73";"13";"3";"1187";"1029";"7";"1";"1021";"165";"54";"190";"41";"12";"2";"61";"11";"47";"281";"5";"152";"-";"-";"-"
"613001";"613001";"74";"13";"3";"3862";"3348";"21";"2";"3325";"906";"164";"721";"200";"19";"2";"175";"39";"261";"467";"5";"366";"-";"-";"-"
"613002";"613002";"74";"13";"3";"2798";"2416";"14";"1";"2401";"784";"124";"398";"162";"28";"7";"121";"41";"228";"284";"5";"219";"-";"-";"-"
"613004";"613004";"74";"13";"3";"991";"883";"3";"1";"879";"212";"54";"180";"52";"8";"5";"49";"9";"31";"171";"4";"104";"-";"-";"-"
"613005";"613005";"74";"13";"3";"460";"407";"3";"0";"404";"66";"13";"71";"25";"3";"1";"17";"5";"78";"84";"0";"41";"-";"-";"-"
"613006";"613006";"74";"13";"3";"925";"827";"5";"1";"821";"237";"47";"132";"74";"10";"7";"47";"13";"20";"146";"0";"88";"-";"-";"-"
"613103";"613103";"74";"13";"3";"615";"544";"1";"0";"543";"94";"15";"72";"31";"3";"0";"22";"11";"117";"125";"2";"51";"-";"-";"-"
"613104";"613104";"74";"13";"3";"841";"754";"3";"1";"750";"150";"24";"98";"38";"4";"1";"33";"14";"154";"162";"1";"71";"-";"-";"-"
"615001";"615001";"75";"13";"3";"4490";"3828";"25";"1";"3802";"1766";"111";"605";"435";"38";"52";"104";"82";"48";"246";"11";"304";"-";"-";"-"
"615002";"615002";"75";"13";"3";"4528";"3806";"17";"11";"3778";"1880";"90";"479";"526";"51";"60";"88";"85";"32";"180";"9";"298";"-";"-";"-"
"615004";"615004";"75";"13";"3";"138";"115";"0";"1";"114";"19";"2";"20";"6";"1";"1";"7";"0";"6";"36";"0";"16";"-";"-";"-"
"615006";"615006";"75";"13";"3";"9207";"8237";"48";"11";"8178";"2798";"333";"1763";"877";"88";"76";"452";"79";"110";"794";"16";"792";"-";"-";"-"
"615007";"615007";"75";"13";"3";"3584";"3234";"24";"2";"3208";"1038";"128";"647";"345";"46";"19";"185";"41";"44";"333";"2";"380";"-";"-";"-"
"615008";"615008";"75";"13";"3";"1286";"1119";"3";"1";"1115";"308";"71";"220";"69";"13";"7";"74";"16";"12";"194";"1";"130";"-";"-";"-"
"615009";"615009";"75";"13";"3";"1406";"1225";"11";"1";"1213";"363";"52";"191";"112";"22";"6";"48";"9";"16";"255";"2";"137";"-";"-";"-"
"615010";"615010";"75";"13";"3";"1651";"1468";"5";"1";"1462";"410";"79";"236";"151";"22";"27";"68";"14";"17";"253";"4";"181";"-";"-";"-"
"615011";"615011";"75";"13";"3";"3547";"3219";"15";"3";"3201";"568";"200";"975";"259";"47";"34";"213";"18";"41";"544";"4";"298";"-";"-";"-"
"615101";"615101";"75";"13";"3";"6830";"5759";"46";"10";"5703";"2087";"201";"1096";"813";"97";"103";"202";"106";"129";"401";"16";"452";"-";"-";"-"
"615104";"615104";"75";"13";"3";"4904";"4247";"19";"9";"4219";"1626";"155";"825";"538";"43";"61";"175";"90";"60";"317";"6";"323";"-";"-";"-"
"617001";"617001";"72";"13";"3";"2227";"2014";"11";"1";"2002";"413";"146";"361";"240";"14";"13";"75";"18";"62";"370";"13";"277";"-";"-";"-"
"617002";"617002";"72";"13";"3";"905";"803";"5";"1";"797";"142";"39";"96";"53";"11";"3";"42";"14";"39";"241";"7";"110";"-";"-";"-"
"617005";"617005";"72";"13";"3";"580";"531";"6";"1";"524";"97";"29";"64";"45";"6";"2";"28";"3";"16";"147";"1";"86";"-";"-";"-"
"619001";"619001";"74";"13";"3";"2041";"1798";"8";"2";"1788";"458";"90";"481";"127";"20";"13";"71";"33";"48";"252";"1";"194";"-";"-";"-"
"619002";"619002";"74";"13";"3";"510";"453";"5";"0";"448";"142";"20";"87";"34";"3";"2";"16";"2";"3";"79";"2";"58";"-";"-";"-"
"619003";"619003";"74";"13";"3";"723";"614";"3";"0";"611";"190";"17";"96";"59";"7";"3";"18";"23";"8";"132";"2";"56";"-";"-";"-"
"619004";"619004";"74";"13";"3";"1417";"1235";"6";"1";"1228";"321";"52";"202";"103";"12";"7";"30";"31";"29";"314";"1";"126";"-";"-";"-"
"619005";"619005";"74";"13";"3";"1063";"951";"8";"0";"943";"245";"38";"148";"98";"9";"3";"37";"10";"16";"194";"5";"140";"-";"-";"-"
"619006";"619006";"74";"13";"3";"1263";"1090";"10";"2";"1078";"265";"52";"237";"75";"10";"5";"49";"19";"18";"214";"2";"132";"-";"-";"-"
"619007";"619007";"74";"13";"3";"1238";"1089";"9";"1";"1079";"225";"58";"187";"105";"18";"4";"58";"18";"47";"238";"1";"120";"-";"-";"-"
"619008";"619008";"74";"13";"3";"1280";"1108";"3";"1";"1104";"276";"46";"183";"112";"9";"13";"50";"17";"22";"230";"4";"142";"-";"-";"-"
