"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2011 - Personlige stemmer i alt";"FV2011 - A - personlige stemmer i alt";"FV2011 - B - personlige stemmer i alt";"FV2011 - C - personlige stemmer i alt";"FV2011 - F - personlige stemmer i alt";"FV2011 - I - personlige stemmer i alt";"FV2011 - K - personlige stemmer i alt";"FV2011 - O - personlige stemmer i alt";"FV2011 - V - personlige stemmer i alt";"FV2011 - Ø - personlige stemmer i alt";"FV2011 - UP - personlige stemmer i alt";"FV2011 - A-01";"FV2011 - A-02";"FV2011 - A-03";"FV2011 - A-04";"FV2011 - A-05";"FV2011 - A-06";"FV2011 - A-07";"FV2011 - A-08";"FV2011 - A-09";"FV2011 - A-10";"FV2011 - A-11";"FV2011 - A-12";"FV2011 - A-13";"FV2011 - B-01";"FV2011 - B-02";"FV2011 - B-03";"FV2011 - B-04";"FV2011 - B-05";"FV2011 - B-06";"FV2011 - B-07";"FV2011 - B-08";"FV2011 - B-09";"FV2011 - B-10";"FV2011 - B-11";"FV2011 - B-12";"FV2011 - C-01";"FV2011 - C-02";"FV2011 - C-03";"FV2011 - C-04";"FV2011 - C-05";"FV2011 - C-06";"FV2011 - C-07";"FV2011 - C-08";"FV2011 - C-09";"FV2011 - C-10";"FV2011 - C-11";"FV2011 - C-12";"FV2011 - C-13";"FV2011 - F-01";"FV2011 - F-02";"FV2011 - F-03";"FV2011 - F-04";"FV2011 - F-05";"FV2011 - F-06";"FV2011 - F-07";"FV2011 - F-08";"FV2011 - F-09";"FV2011 - F-10";"FV2011 - F-11";"FV2011 - F-12";"FV2011 - F-13";"FV2011 - I-01";"FV2011 - I-02";"FV2011 - I-03";"FV2011 - I-04";"FV2011 - I-05";"FV2011 - I-06";"FV2011 - I-07";"FV2011 - I-08";"FV2011 - I-09";"FV2011 - I-10";"FV2011 - I-11";"FV2011 - I-12";"FV2011 - K-01";"FV2011 - K-02";"FV2011 - K-03";"FV2011 - K-04";"FV2011 - K-05";"FV2011 - K-06";"FV2011 - K-07";"FV2011 - K-08";"FV2011 - K-09";"FV2011 - K-10";"FV2011 - K-11";"FV2011 - K-12";"FV2011 - K-13";"FV2011 - O-01";"FV2011 - O-02";"FV2011 - O-03";"FV2011 - O-04";"FV2011 - O-05";"FV2011 - O-06";"FV2011 - O-07";"FV2011 - O-08";"FV2011 - O-09";"FV2011 - O-10";"FV2011 - O-11";"FV2011 - O-12";"FV2011 - O-13";"FV2011 - V-01";"FV2011 - V-02";"FV2011 - V-03";"FV2011 - V-04";"FV2011 - V-05";"FV2011 - V-06";"FV2011 - V-07";"FV2011 - V-08";"FV2011 - V-09";"FV2011 - V-10";"FV2011 - V-11";"FV2011 - V-12";"FV2011 - V-13";"FV2011 - Ø-01";"FV2011 - Ø-02";"FV2011 - Ø-03";"FV2011 - Ø-04";"FV2011 - Ø-05";"FV2011 - Ø-06";"FV2011 - Ø-07";"FV2011 - Ø-08";"FV2011 - Ø-09";"FV2011 - Ø-10";"FV2011 - Ø-11";"FV2011 - Ø-12";"FV2011 - UP-01";"FV2011 - UP-02";"FV2011 - UP-03";"FV2011 - UP-04";"FV2011 - UP-05";"FV2011 - UP-06"
"306012";"306012";"38";"5";"2";"266";"37";"13";"8";"26";"5";"1";"80";"81";"14";"1";"0";"1";"1";"1";"0";"0";"3";"1";"26";"3";"0";"1";"-";"1";"0";"0";"0";"0";"0";"0";"7";"5";"0";"0";"-";"0";"2";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"-";"0";"16";"0";"1";"0";"1";"4";"0";"0";"3";"0";"1";"-";"0";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"0";"0";"-";"0";"0";"1";"2";"1";"5";"10";"62";"0";"0";"0";"0";"-";"2";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"8";"0";"1";"0";"-";"-";"-"
"306013";"306013";"38";"5";"2";"382";"91";"8";"18";"24";"10";"0";"114";"98";"18";"1";"0";"6";"3";"1";"0";"0";"2";"0";"75";"4";"0";"0";"-";"0";"0";"0";"1";"0";"0";"0";"6";"1";"0";"0";"-";"1";"4";"0";"1";"0";"9";"0";"1";"2";"0";"0";"0";"-";"0";"11";"2";"0";"0";"0";"6";"0";"0";"5";"0";"0";"-";"3";"4";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"0";"0";"0";"2";"107";"3";"0";"1";"0";"-";"0";"1";"1";"0";"1";"5";"4";"85";"0";"0";"0";"1";"-";"1";"3";"0";"1";"0";"5";"0";"0";"0";"0";"1";"7";"1";"0";"0";"-";"-";"-"
"316001";"316001";"37";"5";"2";"3517";"1112";"309";"302";"299";"94";"9";"523";"734";"131";"4";"9";"934";"44";"7";"5";"9";"28";"6";"4";"53";"1";"12";"-";"3";"1";"1";"4";"2";"9";"2";"243";"39";"0";"5";"-";"9";"3";"3";"4";"1";"252";"0";"2";"22";"1";"1";"4";"-";"2";"29";"2";"3";"66";"1";"124";"1";"0";"70";"0";"1";"-";"4";"39";"22";"3";"2";"1";"1";"9";"1";"11";"1";"0";"0";"1";"0";"6";"0";"1";"0";"1";"0";"-";"-";"-";"-";"5";"17";"2";"2";"1";"3";"2";"483";"1";"0";"6";"1";"-";"6";"5";"173";"42";"45";"6";"138";"289";"10";"0";"1";"19";"-";"19";"85";"3";"9";"0";"5";"2";"2";"1";"0";"1";"4";"3";"0";"1";"-";"-";"-"
"316002";"316002";"37";"5";"2";"3116";"1066";"241";"218";"268";"52";"11";"561";"582";"113";"4";"8";"888";"34";"6";"4";"7";"32";"7";"13";"55";"2";"10";"-";"1";"4";"1";"3";"2";"10";"1";"168";"50";"0";"1";"-";"5";"1";"1";"4";"2";"182";"1";"2";"15";"0";"0";"5";"-";"4";"24";"1";"0";"59";"6";"94";"2";"1";"73";"3";"1";"-";"1";"29";"9";"3";"1";"0";"0";"3";"0";"5";"1";"0";"1";"4";"0";"5";"1";"0";"0";"0";"0";"-";"-";"-";"-";"5";"19";"2";"3";"1";"3";"10";"507";"3";"0";"7";"1";"-";"6";"7";"131";"25";"27";"8";"96";"263";"7";"0";"0";"12";"-";"13";"70";"5";"7";"1";"11";"0";"1";"1";"0";"0";"4";"3";"1";"0";"-";"-";"-"
"316003";"316003";"37";"5";"2";"249";"63";"7";"4";"30";"7";"1";"64";"61";"12";"0";"1";"45";"4";"0";"0";"0";"4";"1";"1";"6";"0";"1";"-";"0";"0";"0";"0";"0";"0";"0";"6";"1";"0";"0";"-";"0";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"0";"-";"0";"3";"0";"0";"4";"0";"9";"0";"0";"14";"0";"0";"-";"0";"1";"2";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"4";"2";"0";"0";"0";"0";"2";"55";"0";"0";"0";"1";"-";"1";"0";"19";"0";"7";"0";"5";"7";"20";"0";"2";"0";"-";"1";"7";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-"
"316004";"316004";"37";"5";"2";"1265";"357";"86";"97";"82";"38";"6";"241";"327";"31";"0";"2";"293";"15";"1";"2";"3";"10";"4";"1";"24";"0";"2";"-";"0";"2";"0";"0";"0";"2";"0";"67";"13";"1";"1";"-";"6";"7";"0";"1";"0";"69";"0";"2";"9";"0";"0";"3";"-";"0";"8";"0";"0";"23";"4";"24";"1";"1";"21";"0";"0";"-";"3";"14";"10";"2";"0";"0";"0";"3";"0";"4";"2";"0";"0";"1";"0";"4";"0";"1";"0";"0";"0";"-";"-";"-";"-";"1";"7";"3";"0";"0";"0";"4";"220";"1";"1";"3";"1";"-";"2";"4";"79";"21";"16";"5";"42";"140";"9";"1";"0";"8";"-";"0";"15";"0";"3";"2";"10";"0";"0";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-"
"316005";"316005";"37";"5";"2";"1187";"283";"100";"128";"91";"48";"5";"195";"310";"27";"0";"0";"218";"13";"2";"3";"4";"20";"3";"4";"15";"0";"1";"-";"1";"1";"0";"1";"0";"1";"0";"82";"12";"0";"2";"-";"6";"0";"1";"7";"0";"91";"0";"2";"11";"0";"0";"10";"-";"0";"13";"0";"1";"18";"2";"37";"1";"0";"19";"0";"0";"-";"1";"20";"10";"0";"2";"0";"0";"3";"2";"4";"4";"2";"0";"1";"0";"2";"0";"0";"1";"0";"1";"-";"-";"-";"-";"4";"13";"1";"3";"0";"1";"2";"167";"0";"1";"3";"0";"-";"5";"2";"60";"16";"9";"5";"41";"162";"3";"0";"0";"7";"-";"2";"18";"1";"1";"0";"2";"0";"0";"1";"0";"1";"1";"0";"0";"0";"-";"-";"-"
"316006";"316006";"37";"5";"2";"741";"190";"43";"44";"48";"28";"2";"189";"169";"27";"1";"1";"144";"5";"3";"4";"3";"12";"0";"4";"14";"0";"0";"-";"0";"0";"0";"0";"0";"2";"0";"36";"4";"1";"0";"-";"2";"1";"0";"0";"0";"36";"0";"0";"2";"0";"0";"3";"-";"0";"6";"0";"0";"11";"2";"15";"0";"0";"14";"0";"0";"-";"0";"13";"6";"0";"0";"1";"0";"8";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"6";"1";"2";"1";"1";"3";"170";"2";"0";"3";"0";"-";"2";"3";"37";"5";"9";"3";"23";"79";"2";"1";"1";"4";"-";"7";"15";"0";"2";"0";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"-";"-";"-"
"316007";"316007";"37";"5";"2";"1414";"323";"114";"60";"121";"44";"3";"273";"436";"39";"1";"1";"197";"33";"5";"2";"3";"29";"6";"2";"41";"0";"4";"-";"1";"0";"1";"0";"2";"8";"0";"76";"22";"0";"4";"-";"2";"0";"1";"2";"2";"41";"0";"5";"6";"0";"0";"1";"-";"0";"11";"1";"2";"42";"2";"23";"5";"0";"33";"0";"2";"-";"1";"21";"7";"0";"2";"0";"1";"6";"0";"3";"1";"2";"0";"0";"0";"3";"0";"0";"0";"0";"0";"-";"-";"-";"-";"4";"10";"3";"1";"2";"1";"7";"234";"4";"1";"4";"2";"-";"4";"5";"33";"13";"18";"8";"35";"308";"7";"1";"0";"4";"-";"2";"26";"1";"3";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"1";"-";"-";"-"
"316008";"316008";"37";"5";"2";"987";"214";"63";"47";"90";"22";"3";"255";"265";"26";"2";"2";"99";"20";"6";"3";"3";"34";"1";"2";"35";"1";"8";"-";"1";"2";"0";"3";"1";"6";"1";"37";"10";"0";"2";"-";"1";"0";"0";"0";"0";"23";"1";"6";"11";"0";"0";"5";"-";"3";"7";"1";"1";"11";"0";"35";"10";"0";"21";"1";"0";"-";"0";"11";"6";"0";"1";"0";"0";"2";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"5";"4";"2";"3";"1";"2";"2";"224";"2";"0";"9";"1";"-";"2";"5";"18";"26";"15";"13";"36";"132";"10";"1";"1";"6";"-";"1";"9";"1";"5";"1";"5";"1";"1";"0";"0";"0";"2";"0";"0";"2";"-";"-";"-"
"316009";"316009";"37";"5";"2";"1107";"247";"64";"72";"85";"27";"5";"239";"345";"22";"1";"3";"160";"15";"5";"2";"3";"9";"5";"9";"32";"0";"4";"-";"1";"0";"0";"1";"0";"3";"0";"51";"7";"0";"1";"-";"0";"2";"0";"2";"0";"52";"0";"1";"0";"12";"0";"3";"-";"0";"5";"0";"1";"27";"2";"18";"2";"0";"27";"1";"2";"-";"1";"8";"12";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"0";"2";"0";"2";"0";"0";"0";"-";"-";"-";"-";"7";"6";"2";"0";"1";"0";"5";"209";"3";"0";"6";"0";"-";"1";"2";"50";"18";"12";"8";"37";"201";"8";"1";"1";"6";"-";"1";"11";"0";"5";"0";"3";"0";"0";"1";"0";"1";"0";"1";"0";"0";"-";"-";"-"
"316010";"316010";"37";"5";"2";"1069";"221";"53";"43";"74";"26";"4";"256";"348";"44";"0";"2";"136";"11";"3";"6";"9";"14";"2";"9";"25";"1";"3";"-";"0";"2";"1";"0";"0";"5";"0";"35";"9";"0";"1";"-";"3";"1";"0";"0";"0";"26";"0";"3";"6";"1";"1";"2";"-";"1";"11";"2";"3";"18";"2";"20";"1";"1";"13";"2";"0";"-";"1";"14";"5";"2";"0";"0";"0";"1";"3";"0";"0";"0";"0";"2";"0";"1";"0";"0";"1";"0";"0";"-";"-";"-";"-";"4";"11";"2";"3";"2";"0";"12";"213";"3";"1";"5";"0";"-";"3";"3";"26";"12";"12";"7";"30";"238";"11";"1";"0";"5";"-";"6";"24";"0";"5";"0";"7";"0";"0";"0";"0";"0";"2";"0";"0";"0";"-";"-";"-"
"316011";"316011";"37";"5";"2";"1383";"379";"56";"90";"118";"43";"18";"275";"359";"42";"3";"1";"270";"15";"2";"3";"9";"18";"5";"19";"26";"2";"9";"-";"1";"0";"1";"1";"0";"3";"0";"41";"6";"1";"2";"-";"1";"8";"0";"2";"1";"62";"0";"1";"7";"0";"2";"6";"-";"0";"31";"0";"2";"23";"3";"25";"3";"0";"29";"1";"1";"-";"0";"20";"14";"1";"3";"1";"0";"2";"0";"2";"0";"0";"0";"1";"0";"13";"0";"1";"1";"2";"0";"-";"-";"-";"-";"2";"10";"2";"0";"1";"1";"9";"245";"1";"0";"3";"1";"-";"0";"8";"43";"17";"19";"7";"47";"199";"7";"1";"0";"11";"-";"7";"19";"0";"7";"1";"5";"0";"1";"0";"0";"1";"1";"1";"0";"2";"-";"-";"-"
"316012";"316012";"37";"5";"2";"1250";"295";"41";"65";"85";"31";"5";"353";"332";"41";"2";"0";"203";"17";"5";"1";"9";"14";"0";"13";"24";"1";"8";"-";"0";"0";"0";"2";"0";"3";"0";"31";"5";"0";"0";"-";"5";"2";"0";"1";"0";"45";"0";"0";"8";"0";"0";"4";"-";"0";"19";"0";"0";"19";"1";"20";"0";"0";"26";"0";"0";"-";"0";"12";"14";"0";"0";"0";"0";"3";"1";"1";"0";"0";"1";"0";"0";"3";"0";"0";"1";"0";"0";"-";"-";"-";"-";"10";"13";"1";"3";"1";"0";"6";"312";"3";"1";"2";"1";"-";"4";"4";"65";"14";"18";"6";"26";"176";"5";"2";"1";"11";"-";"3";"27";"1";"4";"0";"4";"1";"0";"0";"0";"0";"1";"1";"1";"0";"-";"-";"-"
"316013";"316013";"37";"5";"2";"1067";"282";"44";"54";"73";"15";"1";"272";"302";"23";"1";"5";"196";"6";"3";"4";"5";"17";"2";"18";"21";"0";"5";"-";"0";"0";"0";"0";"0";"1";"4";"36";"0";"0";"3";"-";"1";"0";"0";"0";"1";"47";"0";"0";"1";"1";"0";"3";"-";"2";"17";"1";"0";"14";"3";"20";"0";"0";"16";"0";"0";"-";"0";"4";"6";"3";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"9";"5";"4";"0";"0";"6";"244";"3";"0";"1";"0";"-";"4";"2";"54";"11";"10";"8";"21";"179";"4";"2";"2";"5";"-";"3";"13";"0";"2";"1";"3";"0";"0";"0";"0";"0";"1";"1";"0";"0";"-";"-";"-"
"316014";"316014";"37";"5";"2";"978";"236";"51";"49";"66";"26";"2";"253";"279";"16";"0";"3";"174";"3";"6";"4";"3";"12";"3";"9";"16";"0";"3";"-";"1";"1";"0";"0";"0";"4";"1";"41";"3";"0";"0";"-";"4";"0";"0";"1";"1";"42";"0";"0";"1";"0";"0";"0";"-";"1";"17";"0";"1";"10";"0";"18";"0";"1";"17";"0";"1";"-";"0";"9";"9";"0";"1";"1";"0";"4";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"4";"9";"1";"2";"0";"2";"5";"225";"1";"2";"2";"0";"-";"3";"3";"68";"11";"8";"2";"29";"146";"0";"0";"0";"9";"-";"2";"9";"0";"3";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-"
"320001";"320001";"33";"5";"2";"1763";"375";"78";"127";"128";"47";"5";"492";"464";"47";"0";"8";"3";"12";"6";"139";"96";"51";"10";"1";"40";"2";"7";"-";"8";"3";"0";"1";"1";"11";"1";"22";"28";"1";"2";"-";"7";"1";"13";"2";"2";"37";"0";"1";"55";"0";"0";"9";"-";"0";"13";"21";"3";"2";"7";"36";"8";"0";"36";"1";"1";"-";"3";"19";"2";"0";"4";"0";"0";"18";"1";"0";"0";"0";"1";"0";"0";"3";"1";"0";"0";"0";"0";"-";"-";"-";"-";"6";"1";"29";"1";"0";"1";"2";"428";"7";"1";"13";"3";"-";"5";"6";"4";"42";"30";"32";"64";"14";"2";"164";"3";"98";"-";"6";"4";"3";"4";"2";"7";"0";"21";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-"
"320002";"320002";"33";"5";"2";"1954";"411";"78";"149";"146";"50";"6";"508";"549";"52";"5";"3";"1";"16";"6";"152";"84";"58";"7";"0";"72";"3";"9";"-";"8";"2";"0";"5";"0";"9";"0";"29";"20";"1";"4";"-";"5";"1";"29";"3";"1";"37";"2";"2";"51";"0";"1";"17";"-";"0";"13";"12";"2";"1";"7";"55";"1";"4";"47";"2";"2";"-";"6";"23";"3";"2";"7";"0";"0";"6";"1";"1";"1";"0";"1";"0";"1";"2";"1";"1";"0";"0";"0";"-";"-";"-";"-";"13";"2";"25";"3";"1";"6";"4";"417";"6";"0";"27";"4";"-";"5";"10";"7";"40";"54";"36";"87";"13";"2";"205";"1";"89";"-";"11";"2";"1";"9";"0";"7";"2";"17";"1";"0";"2";"0";"3";"0";"2";"-";"-";"-"
"320003";"320003";"33";"5";"2";"1150";"325";"29";"94";"56";"19";"2";"308";"275";"42";"0";"3";"4";"9";"8";"148";"72";"36";"2";"2";"34";"4";"3";"-";"5";"0";"1";"0";"0";"5";"0";"4";"14";"0";"0";"-";"3";"0";"17";"0";"4";"19";"0";"4";"43";"0";"0";"4";"-";"1";"6";"19";"0";"0";"2";"17";"0";"0";"10";"1";"0";"-";"1";"10";"2";"0";"0";"1";"1";"4";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"7";"0";"22";"0";"0";"5";"2";"269";"1";"0";"2";"0";"-";"2";"2";"0";"9";"23";"20";"39";"3";"2";"120";"0";"55";"-";"5";"3";"0";"2";"0";"4";"2";"25";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-"
"320004";"320004";"33";"5";"2";"1013";"214";"34";"75";"119";"21";"1";"258";"228";"63";"0";"3";"2";"9";"5";"76";"59";"27";"1";"0";"29";"2";"1";"-";"6";"2";"1";"1";"0";"4";"0";"10";"6";"1";"3";"-";"2";"0";"13";"2";"4";"18";"0";"0";"31";"0";"1";"4";"-";"2";"14";"21";"4";"1";"7";"33";"0";"1";"33";"3";"0";"-";"1";"5";"1";"4";"0";"2";"1";"6";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"6";"2";"26";"0";"1";"6";"1";"213";"1";"0";"1";"1";"-";"2";"1";"2";"6";"16";"10";"33";"0";"0";"70";"3";"85";"-";"5";"2";"1";"3";"0";"3";"0";"49";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-"
"320005";"320005";"33";"5";"2";"1111";"202";"43";"57";"71";"22";"4";"334";"337";"41";"0";"6";"1";"5";"1";"89";"27";"25";"10";"0";"33";"1";"4";"-";"4";"3";"2";"0";"0";"6";"0";"13";"9";"2";"4";"-";"1";"1";"5";"2";"1";"11";"0";"3";"27";"0";"0";"6";"-";"0";"4";"20";"1";"0";"4";"33";"1";"0";"7";"0";"1";"-";"0";"12";"2";"0";"0";"1";"0";"6";"1";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"5";"0";"24";"0";"3";"5";"1";"291";"0";"0";"4";"1";"-";"7";"1";"5";"14";"31";"18";"34";"6";"4";"139";"0";"78";"-";"3";"2";"1";"5";"0";"9";"0";"20";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-"
"320006";"320006";"33";"5";"2";"967";"164";"44";"79";"54";"22";"4";"297";"290";"13";"0";"1";"0";"13";"6";"65";"23";"16";"2";"1";"32";"1";"4";"-";"3";"2";"0";"1";"2";"7";"0";"9";"16";"0";"4";"-";"3";"1";"15";"3";"1";"26";"0";"6";"19";"0";"1";"4";"-";"0";"7";"11";"1";"0";"0";"21";"1";"1";"12";"0";"0";"-";"1";"18";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"-";"-";"-";"-";"5";"2";"14";"1";"2";"3";"1";"264";"2";"1";"2";"0";"-";"6";"2";"4";"20";"20";"12";"47";"5";"4";"103";"3";"64";"-";"1";"1";"0";"3";"0";"2";"0";"6";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-"
"320007";"320007";"33";"5";"2";"1076";"217";"29";"68";"76";"25";"3";"323";"312";"22";"1";"3";"0";"3";"4";"103";"54";"8";"3";"1";"31";"3";"4";"-";"8";"1";"0";"0";"0";"4";"0";"9";"7";"0";"0";"-";"4";"2";"4";"3";"4";"17";"0";"2";"28";"0";"0";"4";"-";"1";"12";"18";"1";"0";"3";"27";"0";"3";"9";"1";"1";"-";"0";"12";"3";"1";"0";"0";"0";"6";"2";"0";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"4";"3";"15";"0";"1";"7";"0";"287";"1";"1";"2";"2";"-";"3";"1";"1";"18";"20";"9";"27";"2";"2";"119";"7";"103";"-";"2";"0";"1";"4";"0";"3";"1";"11";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-"
"326001";"326001";"38";"5";"2";"1187";"225";"34";"37";"108";"16";"0";"437";"284";"45";"1";"0";"27";"6";"1";"1";"9";"16";"0";"149";"11";"1";"4";"-";"1";"0";"0";"8";"1";"5";"0";"12";"4";"0";"3";"-";"0";"7";"0";"0";"1";"18";"0";"0";"8";"0";"0";"3";"-";"0";"50";"2";"1";"1";"5";"24";"0";"0";"23";"1";"1";"-";"0";"3";"7";"0";"2";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"3";"2";"0";"10";"414";"2";"0";"4";"1";"-";"2";"6";"11";"8";"6";"4";"25";"211";"3";"0";"1";"7";"-";"4";"4";"1";"8";"3";"8";"1";"0";"0";"0";"4";"12";"1";"0";"0";"-";"-";"-"
"326002";"326002";"38";"5";"2";"137";"27";"5";"2";"19";"1";"2";"40";"40";"1";"0";"1";"0";"2";"1";"1";"1";"2";"0";"13";"5";"0";"1";"-";"0";"0";"0";"1";"0";"0";"0";"2";"2";"0";"0";"-";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"-";"0";"7";"0";"0";"0";"0";"3";"0";"0";"9";"0";"0";"-";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"2";"0";"0";"0";"38";"0";"0";"0";"0";"-";"0";"0";"1";"1";"4";"2";"1";"31";"0";"0";"0";"0";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-"
"326003";"326003";"38";"5";"2";"1442";"346";"48";"50";"138";"25";"2";"459";"334";"39";"1";"0";"16";"16";"5";"4";"16";"28";"3";"237";"16";"1";"4";"-";"1";"0";"0";"9";"0";"11";"0";"19";"8";"0";"0";"-";"2";"5";"1";"0";"0";"31";"0";"0";"6";"0";"1";"4";"-";"2";"55";"1";"1";"4";"5";"34";"1";"1";"32";"1";"1";"-";"4";"9";"9";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"2";"0";"1";"2";"1";"2";"11";"440";"0";"0";"0";"0";"-";"2";"2";"5";"9";"5";"12";"23";"262";"2";"0";"1";"11";"-";"3";"4";"0";"8";"1";"3";"0";"0";"0";"0";"0";"20";"1";"0";"0";"-";"-";"-"
"326004";"326004";"38";"5";"2";"1092";"252";"29";"24";"70";"20";"4";"340";"321";"28";"4";"2";"1";"11";"1";"1";"4";"13";"2";"193";"15";"0";"9";"-";"2";"2";"0";"3";"0";"1";"1";"7";"12";"0";"1";"-";"0";"3";"0";"1";"0";"16";"0";"0";"3";"0";"0";"1";"-";"2";"26";"0";"2";"0";"0";"15";"1";"0";"23";"0";"1";"-";"0";"11";"3";"0";"2";"0";"1";"2";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"1";"0";"-";"-";"-";"-";"2";"0";"1";"0";"0";"0";"4";"321";"1";"0";"11";"0";"-";"2";"16";"4";"7";"6";"4";"14";"257";"4";"1";"1";"5";"-";"5";"2";"1";"1";"0";"1";"3";"0";"1";"0";"0";"14";"1";"1";"2";"-";"-";"-"
"326005";"326005";"38";"5";"2";"690";"115";"17";"20";"49";"36";"3";"215";"225";"7";"3";"2";"3";"2";"2";"0";"8";"9";"2";"73";"8";"2";"4";"-";"1";"2";"0";"0";"0";"2";"0";"7";"5";"0";"0";"-";"0";"3";"0";"0";"1";"14";"0";"0";"2";"0";"0";"0";"-";"1";"12";"1";"0";"2";"0";"17";"0";"2";"13";"0";"1";"-";"0";"23";"7";"1";"3";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"2";"0";"2";"7";"200";"0";"0";"3";"0";"-";"0";"12";"1";"10";"4";"6";"16";"170";"2";"0";"0";"4";"-";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"3";"0";"0";"3";"-";"-";"-"
"326006";"326006";"38";"5";"2";"253";"30";"7";"5";"20";"6";"1";"101";"73";"10";"0";"1";"0";"1";"1";"1";"0";"3";"1";"19";"2";"0";"1";"-";"0";"0";"0";"1";"0";"2";"0";"3";"1";"0";"0";"-";"0";"0";"0";"0";"0";"0";"2";"0";"3";"0";"0";"0";"-";"0";"10";"0";"0";"0";"1";"2";"0";"0";"7";"0";"0";"-";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"-";"-";"-";"-";"1";"0";"0";"2";"0";"1";"1";"95";"0";"0";"1";"0";"-";"0";"3";"0";"3";"0";"2";"1";"59";"0";"0";"0";"5";"-";"6";"0";"0";"0";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"-";"-";"-"
"326007";"326007";"38";"5";"2";"431";"78";"13";"9";"38";"11";"3";"139";"130";"9";"1";"1";"1";"1";"1";"0";"4";"6";"0";"60";"4";"0";"0";"-";"0";"0";"1";"2";"0";"1";"1";"8";"0";"0";"0";"-";"0";"3";"0";"0";"0";"4";"0";"0";"2";"0";"0";"0";"-";"0";"16";"1";"1";"0";"0";"12";"0";"1";"7";"0";"0";"-";"0";"2";"7";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"-";"-";"-";"-";"1";"2";"1";"0";"0";"1";"3";"128";"0";"0";"3";"0";"-";"0";"2";"1";"3";"2";"2";"11";"108";"0";"1";"0";"0";"-";"1";"0";"1";"1";"0";"2";"0";"1";"0";"0";"1";"2";"1";"0";"0";"-";"-";"-"
