"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Personlige stemmer i alt";"FV2001 - A - personlige stemmer i alt";"FV2001 - B - personlige stemmer i alt";"FV2001 - C - personlige stemmer i alt";"FV2001 - D - personlige stemmer i alt";"FV2001 - F - personlige stemmer i alt";"FV2001 - O - personlige stemmer i alt";"FV2001 - Q - personlige stemmer i alt";"FV2001 - V - personlige stemmer i alt";"FV2001 - Z - personlige stemmer i alt";"FV2001 - Ø - personlige stemmer i alt";"FV2001 - UP - personlige stemmer i alt";"FV2001 - A-01";"FV2001 - A-02";"FV2001 - A-03";"FV2001 - A-04";"FV2001 - A-05";"FV2001 - A-06";"FV2001 - A-07";"FV2001 - A-08";"FV2001 - A-09";"FV2001 - A-10";"FV2001 - B-01";"FV2001 - B-02";"FV2001 - B-03";"FV2001 - B-04";"FV2001 - B-05";"FV2001 - B-06";"FV2001 - B-07";"FV2001 - B-08";"FV2001 - B-09";"FV2001 - C-01";"FV2001 - C-02";"FV2001 - C-03";"FV2001 - C-04";"FV2001 - C-05";"FV2001 - C-06";"FV2001 - C-07";"FV2001 - C-08";"FV2001 - C-09";"FV2001 - C-10";"FV2001 - D-01";"FV2001 - D-02";"FV2001 - D-03";"FV2001 - D-04";"FV2001 - D-05";"FV2001 - D-06";"FV2001 - D-07";"FV2001 - D-08";"FV2001 - D-09";"FV2001 - F-01";"FV2001 - F-02";"FV2001 - F-03";"FV2001 - F-04";"FV2001 - F-05";"FV2001 - F-06";"FV2001 - F-07";"FV2001 - F-08";"FV2001 - F-09";"FV2001 - F-10";"FV2001 - O-01";"FV2001 - O-02";"FV2001 - O-03";"FV2001 - O-04";"FV2001 - O-05";"FV2001 - O-06";"FV2001 - O-07";"FV2001 - O-08";"FV2001 - O-09";"FV2001 - O-10";"FV2001 - Q-01";"FV2001 - Q-02";"FV2001 - Q-03";"FV2001 - Q-04";"FV2001 - Q-05";"FV2001 - Q-06";"FV2001 - Q-07";"FV2001 - Q-08";"FV2001 - Q-09";"FV2001 - Q-10";"FV2001 - Q-11";"FV2001 - V-01";"FV2001 - V-02";"FV2001 - V-03";"FV2001 - V-04";"FV2001 - V-05";"FV2001 - V-06";"FV2001 - V-07";"FV2001 - V-08";"FV2001 - V-09";"FV2001 - V-10";"FV2001 - Z-01";"FV2001 - Z-02";"FV2001 - Z-03";"FV2001 - Z-04";"FV2001 - Z-05";"FV2001 - Z-06";"FV2001 - Z-07";"FV2001 - Z-08";"FV2001 - Z-09";"FV2001 - Ø-01";"FV2001 - Ø-02";"FV2001 - Ø-03";"FV2001 - Ø-04";"FV2001 - Ø-05";"FV2001 - Ø-06";"FV2001 - Ø-07";"FV2001 - Ø-08";"FV2001 - Ø-09";"FV2001 - Ø-10";"FV2001 - UP-01"
"773017";"773017";"91";"16";"3";"296";"92";"3";"8";"1";"4";"26";"7";"118";"35";"2";"-";"29";"17";"41";"1";"4";"-";"-";"-";"-";"-";"0";"0";"0";"1";"2";"-";"-";"-";"-";"4";"0";"0";"4";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"-";"-";"-";"-";"0";"1";"1";"1";"1";"-";"-";"-";"-";"-";"12";"2";"4";"7";"1";"-";"-";"-";"-";"-";"0";"0";"0";"7";"-";"-";"-";"-";"-";"-";"-";"27";"1";"0";"5";"85";"-";"-";"-";"-";"-";"34";"0";"0";"0";"1";"-";"-";"-";"-";"1";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"773018";"773018";"91";"16";"3";"2699";"1140";"41";"189";"7";"59";"180";"57";"786";"222";"18";"-";"83";"382";"615";"9";"51";"-";"-";"-";"-";"-";"5";"1";"7";"10";"18";"-";"-";"-";"-";"62";"3";"4";"81";"39";"-";"-";"-";"-";"-";"0";"2";"1";"1";"3";"-";"-";"-";"-";"5";"19";"3";"0";"32";"-";"-";"-";"-";"-";"86";"28";"36";"23";"7";"-";"-";"-";"-";"-";"7";"3";"2";"45";"-";"-";"-";"-";"-";"-";"-";"163";"5";"12";"28";"578";"-";"-";"-";"-";"-";"217";"2";"1";"0";"2";"-";"-";"-";"-";"7";"8";"0";"0";"3";"-";"-";"-";"-";"-";"-"
"775001";"775001";"93";"16";"3";"292";"67";"5";"20";"2";"6";"31";"1";"159";"0";"1";"-";"0";"0";"37";"3";"27";"-";"-";"-";"-";"-";"0";"0";"0";"3";"2";"-";"-";"-";"-";"1";"2";"0";"3";"14";"-";"-";"-";"-";"-";"1";"1";"0";"0";"0";"-";"-";"-";"-";"2";"2";"2";"0";"0";"-";"-";"-";"-";"-";"1";"6";"15";"1";"8";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"16";"2";"78";"37";"26";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-"
"775002";"775002";"93";"16";"3";"288";"63";"11";"13";"2";"7";"32";"11";"138";"7";"4";"-";"0";"1";"30";"0";"32";"-";"-";"-";"-";"-";"1";"0";"5";"2";"3";"-";"-";"-";"-";"0";"0";"0";"0";"13";"-";"-";"-";"-";"-";"1";"0";"1";"0";"0";"-";"-";"-";"-";"0";"6";"1";"0";"0";"-";"-";"-";"-";"-";"1";"6";"14";"0";"11";"-";"-";"-";"-";"-";"2";"5";"2";"2";"-";"-";"-";"-";"-";"-";"-";"20";"1";"76";"21";"20";"-";"-";"-";"-";"-";"7";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"2";"1";"-";"-";"-";"-";"-";"-"
"775003";"775003";"93";"16";"3";"258";"74";"8";"8";"0";"3";"10";"5";"147";"3";"0";"-";"0";"1";"28";"0";"45";"-";"-";"-";"-";"-";"0";"0";"4";"3";"1";"-";"-";"-";"-";"0";"0";"0";"1";"7";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"2";"1";"0";"0";"-";"-";"-";"-";"-";"0";"2";"6";"0";"2";"-";"-";"-";"-";"-";"4";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"9";"33";"63";"14";"28";"-";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"775004";"775004";"93";"16";"3";"552";"152";"15";"38";"0";"6";"32";"16";"275";"16";"2";"-";"1";"1";"65";"1";"84";"-";"-";"-";"-";"-";"0";"1";"5";"3";"6";"-";"-";"-";"-";"1";"4";"0";"9";"24";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"4";"1";"1";"-";"-";"-";"-";"-";"1";"7";"19";"5";"0";"-";"-";"-";"-";"-";"9";"6";"1";"0";"-";"-";"-";"-";"-";"-";"-";"23";"7";"152";"53";"40";"-";"-";"-";"-";"-";"14";"0";"0";"1";"1";"-";"-";"-";"-";"0";"0";"0";"1";"1";"-";"-";"-";"-";"-";"-"
"775005";"775005";"93";"16";"3";"711";"243";"10";"50";"3";"12";"30";"7";"348";"3";"5";"-";"1";"1";"76";"2";"163";"-";"-";"-";"-";"-";"1";"0";"1";"5";"3";"-";"-";"-";"-";"0";"5";"0";"5";"40";"-";"-";"-";"-";"-";"2";"1";"0";"0";"0";"-";"-";"-";"-";"2";"3";"6";"0";"1";"-";"-";"-";"-";"-";"2";"3";"17";"2";"6";"-";"-";"-";"-";"-";"3";"3";"0";"1";"-";"-";"-";"-";"-";"-";"-";"16";"23";"160";"81";"68";"-";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"2";"0";"1";"2";"0";"-";"-";"-";"-";"-";"-"
"775006";"775006";"93";"16";"3";"363";"86";"22";"27";"1";"10";"26";"9";"177";"5";"0";"-";"0";"1";"38";"1";"46";"-";"-";"-";"-";"-";"0";"1";"1";"15";"5";"-";"-";"-";"-";"0";"2";"0";"7";"18";"-";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"2";"3";"5";"0";"0";"-";"-";"-";"-";"-";"1";"2";"18";"1";"4";"-";"-";"-";"-";"-";"4";"3";"0";"2";"-";"-";"-";"-";"-";"-";"-";"11";"9";"100";"27";"30";"-";"-";"-";"-";"-";"5";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"777001";"777001";"92";"16";"3";"760";"287";"30";"64";"4";"21";"41";"4";"298";"9";"2";"-";"5";"5";"269";"0";"8";"-";"-";"-";"-";"-";"1";"0";"5";"1";"23";"-";"-";"-";"-";"1";"9";"1";"33";"20";"-";"-";"-";"-";"-";"0";"1";"2";"1";"0";"-";"-";"-";"-";"16";"4";"1";"0";"0";"-";"-";"-";"-";"-";"4";"26";"9";"1";"1";"-";"-";"-";"-";"-";"0";"3";"0";"1";"-";"-";"-";"-";"-";"-";"-";"89";"1";"5";"10";"193";"-";"-";"-";"-";"-";"8";"0";"0";"0";"1";"-";"-";"-";"-";"0";"0";"2";"0";"0";"-";"-";"-";"-";"-";"-"
"777002";"777002";"92";"16";"3";"641";"189";"26";"50";"0";"13";"24";"18";"301";"17";"3";"-";"1";"4";"180";"1";"3";"-";"-";"-";"-";"-";"2";"1";"2";"0";"21";"-";"-";"-";"-";"2";"8";"0";"23";"17";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"11";"2";"0";"0";"0";"-";"-";"-";"-";"-";"4";"7";"10";"1";"2";"-";"-";"-";"-";"-";"3";"15";"0";"0";"-";"-";"-";"-";"-";"-";"-";"101";"2";"3";"10";"185";"-";"-";"-";"-";"-";"16";"0";"0";"0";"1";"-";"-";"-";"-";"2";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-"
"777003";"777003";"92";"16";"3";"692";"246";"29";"26";"1";"12";"25";"7";"322";"22";"2";"-";"1";"2";"233";"3";"7";"-";"-";"-";"-";"-";"1";"1";"2";"3";"22";"-";"-";"-";"-";"0";"6";"0";"15";"5";"-";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"8";"4";"0";"0";"0";"-";"-";"-";"-";"-";"0";"17";"6";"1";"1";"-";"-";"-";"-";"-";"0";"6";"0";"1";"-";"-";"-";"-";"-";"-";"-";"100";"3";"2";"17";"200";"-";"-";"-";"-";"-";"19";"0";"2";"1";"0";"-";"-";"-";"-";"0";"0";"2";"0";"0";"-";"-";"-";"-";"-";"-"
"777004";"777004";"92";"16";"3";"336";"80";"8";"19";"0";"7";"12";"1";"201";"7";"1";"-";"4";"2";"71";"2";"1";"-";"-";"-";"-";"-";"0";"0";"0";"0";"8";"-";"-";"-";"-";"0";"5";"0";"9";"5";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"6";"0";"0";"0";"1";"-";"-";"-";"-";"-";"0";"6";"6";"0";"0";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"49";"1";"1";"4";"146";"-";"-";"-";"-";"-";"7";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-"
"779001";"779001";"92";"16";"3";"2610";"989";"127";"328";"9";"176";"184";"26";"728";"16";"27";"-";"15";"16";"903";"17";"38";"-";"-";"-";"-";"-";"7";"3";"5";"3";"109";"-";"-";"-";"-";"6";"62";"0";"200";"60";"-";"-";"-";"-";"-";"1";"5";"3";"0";"0";"-";"-";"-";"-";"157";"13";"3";"1";"2";"-";"-";"-";"-";"-";"12";"107";"44";"18";"3";"-";"-";"-";"-";"-";"5";"20";"1";"0";"-";"-";"-";"-";"-";"-";"-";"307";"13";"27";"54";"327";"-";"-";"-";"-";"-";"14";"1";"1";"0";"0";"-";"-";"-";"-";"5";"1";"21";"0";"0";"-";"-";"-";"-";"-";"-"
"779002";"779002";"92";"16";"3";"2408";"811";"106";"389";"4";"135";"144";"26";"763";"14";"16";"-";"10";"15";"741";"4";"41";"-";"-";"-";"-";"-";"1";"2";"6";"3";"94";"-";"-";"-";"-";"2";"55";"1";"265";"66";"-";"-";"-";"-";"-";"1";"1";"2";"0";"0";"-";"-";"-";"-";"128";"5";"2";"0";"0";"-";"-";"-";"-";"-";"12";"82";"43";"4";"3";"-";"-";"-";"-";"-";"3";"20";"1";"2";"-";"-";"-";"-";"-";"-";"-";"319";"8";"23";"52";"361";"-";"-";"-";"-";"-";"13";"0";"0";"0";"1";"-";"-";"-";"-";"2";"0";"11";"1";"2";"-";"-";"-";"-";"-";"-"
"779003";"779003";"92";"16";"3";"2422";"1069";"77";"210";"6";"167";"190";"24";"647";"16";"16";"-";"18";"12";"976";"7";"56";"-";"-";"-";"-";"-";"4";"2";"1";"1";"69";"-";"-";"-";"-";"3";"40";"1";"123";"43";"-";"-";"-";"-";"-";"2";"0";"3";"0";"1";"-";"-";"-";"-";"150";"13";"3";"0";"1";"-";"-";"-";"-";"-";"20";"114";"48";"6";"2";"-";"-";"-";"-";"-";"5";"13";"3";"3";"-";"-";"-";"-";"-";"-";"-";"271";"9";"31";"56";"280";"-";"-";"-";"-";"-";"11";"0";"0";"0";"5";"-";"-";"-";"-";"3";"0";"9";"1";"3";"-";"-";"-";"-";"-";"-"
"779004";"779004";"92";"16";"3";"1548";"536";"55";"122";"2";"71";"90";"13";"633";"18";"8";"-";"4";"2";"484";"8";"38";"-";"-";"-";"-";"-";"3";"2";"4";"0";"46";"-";"-";"-";"-";"1";"18";"0";"77";"26";"-";"-";"-";"-";"-";"1";"0";"1";"0";"0";"-";"-";"-";"-";"68";"2";"0";"0";"1";"-";"-";"-";"-";"-";"8";"51";"25";"3";"3";"-";"-";"-";"-";"-";"3";"10";"0";"0";"-";"-";"-";"-";"-";"-";"-";"308";"11";"22";"49";"243";"-";"-";"-";"-";"-";"13";"0";"1";"0";"4";"-";"-";"-";"-";"2";"0";"3";"0";"3";"-";"-";"-";"-";"-";"-"
"779005";"779005";"92";"16";"3";"580";"121";"22";"35";"2";"17";"62";"5";"301";"7";"8";"-";"2";"2";"100";"3";"14";"-";"-";"-";"-";"-";"1";"1";"0";"1";"19";"-";"-";"-";"-";"0";"7";"0";"22";"6";"-";"-";"-";"-";"-";"0";"0";"1";"0";"1";"-";"-";"-";"-";"14";"3";"0";"0";"0";"-";"-";"-";"-";"-";"5";"32";"23";"1";"1";"-";"-";"-";"-";"-";"2";"2";"1";"0";"-";"-";"-";"-";"-";"-";"-";"144";"3";"15";"19";"120";"-";"-";"-";"-";"-";"7";"0";"0";"0";"0";"-";"-";"-";"-";"2";"0";"5";"1";"0";"-";"-";"-";"-";"-";"-"
"779006";"779006";"92";"16";"3";"327";"73";"20";"42";"1";"25";"29";"6";"122";"6";"3";"-";"1";"0";"66";"1";"5";"-";"-";"-";"-";"-";"0";"0";"4";"1";"15";"-";"-";"-";"-";"0";"13";"0";"21";"8";"-";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"25";"0";"0";"0";"0";"-";"-";"-";"-";"-";"2";"17";"8";"1";"1";"-";"-";"-";"-";"-";"0";"6";"0";"0";"-";"-";"-";"-";"-";"-";"-";"60";"1";"3";"9";"49";"-";"-";"-";"-";"-";"6";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"2";"0";"1";"-";"-";"-";"-";"-";"-"
"779007";"779007";"92";"16";"3";"428";"133";"34";"36";"1";"15";"21";"2";"180";"5";"1";"-";"2";"0";"126";"1";"4";"-";"-";"-";"-";"-";"5";"0";"2";"0";"27";"-";"-";"-";"-";"0";"8";"0";"26";"2";"-";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"12";"2";"1";"0";"0";"-";"-";"-";"-";"-";"2";"14";"5";"0";"0";"-";"-";"-";"-";"-";"0";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"83";"1";"3";"10";"83";"-";"-";"-";"-";"-";"5";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-"
"781001";"781001";"92";"16";"3";"559";"217";"34";"30";"1";"15";"33";"1";"223";"4";"1";"-";"2";"2";"208";"2";"3";"-";"-";"-";"-";"-";"0";"0";"1";"0";"33";"-";"-";"-";"-";"1";"3";"0";"24";"2";"-";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"14";"0";"1";"0";"0";"-";"-";"-";"-";"-";"3";"24";"5";"1";"0";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"103";"1";"5";"18";"96";"-";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-"
"781002";"781002";"92";"16";"3";"228";"74";"13";"16";"0";"9";"15";"1";"99";"1";"0";"-";"1";"0";"66";"0";"7";"-";"-";"-";"-";"-";"1";"0";"0";"0";"12";"-";"-";"-";"-";"0";"3";"0";"10";"3";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"8";"1";"0";"0";"0";"-";"-";"-";"-";"-";"1";"9";"5";"0";"0";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"44";"0";"3";"9";"43";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"781004";"781004";"92";"16";"3";"354";"127";"23";"10";"0";"6";"22";"3";"159";"2";"2";"-";"1";"1";"118";"1";"6";"-";"-";"-";"-";"-";"3";"0";"1";"1";"18";"-";"-";"-";"-";"0";"2";"0";"6";"2";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"4";"2";"0";"0";"0";"-";"-";"-";"-";"-";"1";"8";"9";"3";"1";"-";"-";"-";"-";"-";"0";"2";"1";"0";"-";"-";"-";"-";"-";"-";"-";"81";"1";"3";"7";"67";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"0";"1";"1";"0";"0";"-";"-";"-";"-";"-";"-"
"781005";"781005";"92";"16";"3";"147";"32";"14";"8";"0";"4";"3";"1";"81";"2";"2";"-";"1";"1";"28";"0";"2";"-";"-";"-";"-";"-";"0";"1";"0";"0";"13";"-";"-";"-";"-";"0";"2";"1";"5";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"3";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"1";"2";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"31";"0";"1";"6";"43";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"781006";"781006";"92";"16";"3";"408";"152";"40";"9";"0";"10";"28";"4";"158";"4";"3";"-";"0";"0";"134";"3";"15";"-";"-";"-";"-";"-";"0";"0";"1";"0";"39";"-";"-";"-";"-";"0";"3";"0";"3";"3";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"9";"1";"0";"0";"0";"-";"-";"-";"-";"-";"1";"24";"3";"0";"0";"-";"-";"-";"-";"-";"0";"3";"1";"0";"-";"-";"-";"-";"-";"-";"-";"74";"2";"2";"10";"70";"-";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"2";"0";"0";"-";"-";"-";"-";"-";"-"
"781008";"781008";"92";"16";"3";"310";"112";"27";"19";"1";"6";"15";"6";"122";"0";"2";"-";"0";"2";"100";"0";"10";"-";"-";"-";"-";"-";"1";"1";"0";"2";"23";"-";"-";"-";"-";"0";"4";"0";"12";"3";"-";"-";"-";"-";"-";"0";"1";"0";"0";"0";"-";"-";"-";"-";"6";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"12";"2";"0";"0";"-";"-";"-";"-";"-";"0";"4";"1";"1";"-";"-";"-";"-";"-";"-";"-";"74";"2";"3";"8";"35";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"0";"1";"-";"-";"-";"-";"-";"-"
"781009";"781009";"92";"16";"3";"370";"132";"31";"6";"0";"15";"13";"5";"163";"3";"2";"-";"0";"1";"129";"1";"1";"-";"-";"-";"-";"-";"1";"1";"3";"0";"26";"-";"-";"-";"-";"0";"0";"0";"4";"2";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"13";"2";"0";"0";"0";"-";"-";"-";"-";"-";"1";"9";"3";"0";"0";"-";"-";"-";"-";"-";"2";"2";"0";"1";"-";"-";"-";"-";"-";"-";"-";"59";"0";"1";"9";"94";"-";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"2";"0";"0";"-";"-";"-";"-";"-";"-"
"781010";"781010";"92";"16";"3";"588";"201";"40";"41";"2";"15";"56";"6";"219";"4";"4";"-";"1";"0";"192";"0";"8";"-";"-";"-";"-";"-";"0";"0";"1";"2";"37";"-";"-";"-";"-";"1";"6";"1";"26";"7";"-";"-";"-";"-";"-";"1";"1";"0";"0";"0";"-";"-";"-";"-";"13";"2";"0";"0";"0";"-";"-";"-";"-";"-";"2";"38";"12";"3";"1";"-";"-";"-";"-";"-";"1";"4";"0";"1";"-";"-";"-";"-";"-";"-";"-";"103";"0";"2";"9";"105";"-";"-";"-";"-";"-";"3";"0";"0";"0";"1";"-";"-";"-";"-";"2";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"783001";"783001";"92";"16";"3";"351";"77";"14";"26";"0";"7";"22";"18";"168";"17";"2";"-";"1";"1";"70";"0";"5";"-";"-";"-";"-";"-";"0";"0";"0";"0";"14";"-";"-";"-";"-";"0";"9";"0";"14";"3";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"7";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"12";"4";"4";"1";"-";"-";"-";"-";"-";"3";"15";"0";"0";"-";"-";"-";"-";"-";"-";"-";"128";"2";"1";"4";"33";"-";"-";"-";"-";"-";"15";"0";"0";"0";"2";"-";"-";"-";"-";"0";"0";"2";"0";"0";"-";"-";"-";"-";"-";"-"
"783002";"783002";"92";"16";"3";"384";"119";"18";"19";"3";"8";"20";"10";"172";"13";"2";"-";"1";"1";"110";"1";"6";"-";"-";"-";"-";"-";"0";"0";"3";"0";"15";"-";"-";"-";"-";"0";"8";"0";"10";"1";"-";"-";"-";"-";"-";"0";"1";"1";"1";"0";"-";"-";"-";"-";"8";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"14";"3";"2";"0";"-";"-";"-";"-";"-";"2";"7";"1";"0";"-";"-";"-";"-";"-";"-";"-";"69";"0";"3";"8";"92";"-";"-";"-";"-";"-";"12";"1";"0";"0";"0";"-";"-";"-";"-";"0";"0";"2";"0";"0";"-";"-";"-";"-";"-";"-"
"783003";"783003";"92";"16";"3";"284";"70";"11";"8";"2";"7";"24";"3";"145";"9";"5";"-";"0";"0";"68";"1";"1";"-";"-";"-";"-";"-";"0";"0";"1";"0";"10";"-";"-";"-";"-";"0";"2";"0";"4";"2";"-";"-";"-";"-";"-";"1";"0";"1";"0";"0";"-";"-";"-";"-";"6";"1";"0";"0";"0";"-";"-";"-";"-";"-";"1";"14";"8";"0";"1";"-";"-";"-";"-";"-";"2";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"58";"4";"0";"8";"75";"-";"-";"-";"-";"-";"5";"0";"0";"0";"4";"-";"-";"-";"-";"0";"0";"2";"1";"2";"-";"-";"-";"-";"-";"-"
"783004";"783004";"92";"16";"3";"170";"36";"6";"12";"1";"3";"7";"0";"103";"2";"0";"-";"0";"1";"33";"0";"2";"-";"-";"-";"-";"-";"1";"1";"0";"0";"4";"-";"-";"-";"-";"0";"3";"0";"6";"3";"-";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"5";"1";"1";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"32";"2";"2";"6";"61";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"783005";"783005";"92";"16";"3";"671";"198";"38";"39";"2";"27";"25";"10";"323";"8";"1";"-";"1";"3";"184";"0";"10";"-";"-";"-";"-";"-";"0";"1";"1";"0";"36";"-";"-";"-";"-";"0";"10";"0";"25";"4";"-";"-";"-";"-";"-";"0";"0";"2";"0";"0";"-";"-";"-";"-";"20";"5";"1";"1";"0";"-";"-";"-";"-";"-";"2";"17";"6";"0";"0";"-";"-";"-";"-";"-";"5";"4";"0";"1";"-";"-";"-";"-";"-";"-";"-";"130";"4";"10";"14";"165";"-";"-";"-";"-";"-";"3";"0";"0";"0";"5";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-"
"783006";"783006";"92";"16";"3";"721";"287";"29";"51";"5";"23";"36";"5";"276";"5";"4";"-";"5";"5";"265";"1";"11";"-";"-";"-";"-";"-";"1";"0";"1";"0";"27";"-";"-";"-";"-";"3";"15";"0";"26";"7";"-";"-";"-";"-";"-";"0";"0";"5";"0";"0";"-";"-";"-";"-";"17";"5";"0";"1";"0";"-";"-";"-";"-";"-";"0";"24";"10";"2";"0";"-";"-";"-";"-";"-";"1";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"106";"3";"6";"15";"146";"-";"-";"-";"-";"-";"5";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"3";"0";"0";"-";"-";"-";"-";"-";"-"
"785001";"785001";"90";"16";"3";"799";"234";"23";"78";"2";"14";"40";"33";"335";"36";"4";"-";"1";"149";"76";"2";"6";"-";"-";"-";"-";"-";"9";"2";"2";"1";"9";"-";"-";"-";"-";"0";"1";"0";"62";"15";"-";"-";"-";"-";"-";"0";"2";"0";"0";"0";"-";"-";"-";"-";"1";"11";"2";"0";"0";"-";"-";"-";"-";"-";"2";"6";"17";"14";"1";"-";"-";"-";"-";"-";"6";"1";"1";"25";"-";"-";"-";"-";"-";"-";"-";"121";"161";"1";"11";"41";"-";"-";"-";"-";"-";"31";"4";"1";"0";"0";"-";"-";"-";"-";"2";"0";"1";"0";"1";"-";"-";"-";"-";"-";"-"
"785002";"785002";"90";"16";"3";"1124";"386";"20";"165";"2";"19";"50";"42";"408";"29";"3";"-";"4";"248";"122";"1";"11";"-";"-";"-";"-";"-";"8";"0";"1";"2";"9";"-";"-";"-";"-";"0";"3";"0";"149";"13";"-";"-";"-";"-";"-";"0";"2";"0";"0";"0";"-";"-";"-";"-";"0";"16";"2";"0";"1";"-";"-";"-";"-";"-";"9";"5";"10";"26";"0";"-";"-";"-";"-";"-";"3";"0";"2";"37";"-";"-";"-";"-";"-";"-";"-";"136";"172";"4";"23";"73";"-";"-";"-";"-";"-";"21";"6";"2";"0";"0";"-";"-";"-";"-";"1";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-"
