"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Personlige stemmer i alt";"FV2001 - A - personlige stemmer i alt";"FV2001 - B - personlige stemmer i alt";"FV2001 - C - personlige stemmer i alt";"FV2001 - D - personlige stemmer i alt";"FV2001 - F - personlige stemmer i alt";"FV2001 - O - personlige stemmer i alt";"FV2001 - Q - personlige stemmer i alt";"FV2001 - V - personlige stemmer i alt";"FV2001 - Z - personlige stemmer i alt";"FV2001 - Ø - personlige stemmer i alt";"FV2001 - UP - personlige stemmer i alt";"FV2001 - A-01";"FV2001 - A-02";"FV2001 - A-03";"FV2001 - A-04";"FV2001 - A-05";"FV2001 - A-06";"FV2001 - A-07";"FV2001 - A-08";"FV2001 - A-09";"FV2001 - A-10";"FV2001 - B-01";"FV2001 - B-02";"FV2001 - B-03";"FV2001 - B-04";"FV2001 - B-05";"FV2001 - B-06";"FV2001 - B-07";"FV2001 - B-08";"FV2001 - B-09";"FV2001 - C-01";"FV2001 - C-02";"FV2001 - C-03";"FV2001 - C-04";"FV2001 - C-05";"FV2001 - C-06";"FV2001 - C-07";"FV2001 - C-08";"FV2001 - C-09";"FV2001 - C-10";"FV2001 - D-01";"FV2001 - D-02";"FV2001 - D-03";"FV2001 - D-04";"FV2001 - D-05";"FV2001 - D-06";"FV2001 - D-07";"FV2001 - D-08";"FV2001 - D-09";"FV2001 - F-01";"FV2001 - F-02";"FV2001 - F-03";"FV2001 - F-04";"FV2001 - F-05";"FV2001 - F-06";"FV2001 - F-07";"FV2001 - F-08";"FV2001 - F-09";"FV2001 - F-10";"FV2001 - O-01";"FV2001 - O-02";"FV2001 - O-03";"FV2001 - O-04";"FV2001 - O-05";"FV2001 - O-06";"FV2001 - O-07";"FV2001 - O-08";"FV2001 - O-09";"FV2001 - O-10";"FV2001 - Q-01";"FV2001 - Q-02";"FV2001 - Q-03";"FV2001 - Q-04";"FV2001 - Q-05";"FV2001 - Q-06";"FV2001 - Q-07";"FV2001 - Q-08";"FV2001 - Q-09";"FV2001 - Q-10";"FV2001 - Q-11";"FV2001 - V-01";"FV2001 - V-02";"FV2001 - V-03";"FV2001 - V-04";"FV2001 - V-05";"FV2001 - V-06";"FV2001 - V-07";"FV2001 - V-08";"FV2001 - V-09";"FV2001 - V-10";"FV2001 - Z-01";"FV2001 - Z-02";"FV2001 - Z-03";"FV2001 - Z-04";"FV2001 - Z-05";"FV2001 - Z-06";"FV2001 - Z-07";"FV2001 - Z-08";"FV2001 - Z-09";"FV2001 - Ø-01";"FV2001 - Ø-02";"FV2001 - Ø-03";"FV2001 - Ø-04";"FV2001 - Ø-05";"FV2001 - Ø-06";"FV2001 - Ø-07";"FV2001 - Ø-08";"FV2001 - Ø-09";"FV2001 - Ø-10";"FV2001 - UP-01"
"569002";"569002";"69";"12";"3";"241";"36";"5";"4";"0";"0";"21";"2";"170";"2";"1";"-";"1";"32";"0";"3";"-";"-";"-";"-";"-";"-";"0";"2";"1";"2";"-";"-";"-";"-";"-";"0";"0";"4";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"14";"4";"3";"0";"-";"-";"-";"-";"-";"-";"1";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"96";"2";"45";"27";"-";"-";"-";"-";"-";"-";"0";"1";"0";"1";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"569003";"569003";"69";"12";"3";"133";"24";"2";"7";"0";"1";"22";"0";"77";"0";"0";"-";"0";"21";"1";"2";"-";"-";"-";"-";"-";"-";"1";"0";"0";"1";"-";"-";"-";"-";"-";"1";"1";"2";"3";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"6";"12";"4";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"38";"0";"21";"18";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"569004";"569004";"69";"12";"3";"129";"22";"2";"3";"0";"0";"7";"1";"92";"2";"0";"-";"0";"22";"0";"0";"-";"-";"-";"-";"-";"-";"0";"1";"0";"1";"-";"-";"-";"-";"-";"0";"0";"2";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"2";"3";"2";"0";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"34";"0";"39";"19";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"569005";"569005";"69";"12";"3";"585";"95";"6";"14";"0";"14";"30";"6";"418";"2";"0";"-";"4";"85";"0";"6";"-";"-";"-";"-";"-";"-";"1";"4";"0";"1";"-";"-";"-";"-";"-";"0";"0";"12";"2";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"1";"10";"2";"1";"-";"-";"-";"-";"-";"-";"9";"12";"8";"1";"-";"-";"-";"-";"-";"-";"0";"1";"5";"0";"-";"-";"-";"-";"-";"-";"-";"265";"3";"84";"66";"-";"-";"-";"-";"-";"-";"0";"2";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"569006";"569006";"69";"12";"3";"263";"70";"9";"11";"0";"3";"14";"1";"155";"0";"0";"-";"0";"67";"1";"2";"-";"-";"-";"-";"-";"-";"0";"8";"0";"1";"-";"-";"-";"-";"-";"0";"0";"6";"5";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"3";"0";"-";"-";"-";"-";"-";"-";"6";"5";"2";"1";"-";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"116";"2";"21";"16";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"571001";"571001";"68";"12";"3";"3081";"943";"51";"102";"24";"224";"109";"23";"1559";"8";"38";"-";"12";"544";"30";"357";"-";"-";"-";"-";"-";"-";"3";"41";"2";"5";"-";"-";"-";"-";"-";"45";"3";"45";"9";"-";"-";"-";"-";"-";"-";"19";"4";"1";"-";"-";"-";"-";"-";"-";"129";"5";"89";"1";"-";"-";"-";"-";"-";"-";"7";"32";"37";"33";"-";"-";"-";"-";"-";"-";"4";"2";"15";"2";"-";"-";"-";"-";"-";"-";"-";"204";"14";"1110";"231";"-";"-";"-";"-";"-";"-";"1";"0";"5";"2";"-";"-";"-";"-";"-";"9";"10";"19";"-";"-";"-";"-";"-";"-";"-";"-"
"571002";"571002";"68";"12";"3";"314";"56";"5";"5";"0";"10";"11";"9";"214";"2";"2";"-";"1";"36";"3";"16";"-";"-";"-";"-";"-";"-";"1";"3";"1";"0";"-";"-";"-";"-";"-";"2";"1";"2";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"6";"0";"3";"1";"-";"-";"-";"-";"-";"-";"2";"2";"1";"6";"-";"-";"-";"-";"-";"-";"1";"0";"8";"0";"-";"-";"-";"-";"-";"-";"-";"29";"1";"142";"42";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"571003";"571003";"68";"12";"3";"134";"20";"1";"3";"0";"2";"10";"1";"97";"0";"0";"-";"0";"10";"3";"7";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"2";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"4";"3";"0";"3";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"20";"0";"64";"13";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"571004";"571004";"68";"12";"3";"779";"195";"6";"14";"1";"25";"35";"12";"483";"4";"4";"-";"4";"121";"7";"63";"-";"-";"-";"-";"-";"-";"0";"5";"0";"1";"-";"-";"-";"-";"-";"6";"0";"7";"1";"-";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"6";"2";"16";"1";"-";"-";"-";"-";"-";"-";"2";"9";"13";"11";"-";"-";"-";"-";"-";"-";"3";"0";"9";"0";"-";"-";"-";"-";"-";"-";"-";"58";"0";"372";"53";"-";"-";"-";"-";"-";"-";"0";"0";"3";"1";"-";"-";"-";"-";"-";"1";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"571005";"571005";"68";"12";"3";"708";"162";"7";"19";"2";"16";"54";"11";"430";"2";"5";"-";"4";"98";"14";"46";"-";"-";"-";"-";"-";"-";"1";"3";"0";"3";"-";"-";"-";"-";"-";"6";"0";"8";"5";"-";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"9";"1";"6";"0";"-";"-";"-";"-";"-";"-";"2";"11";"22";"19";"-";"-";"-";"-";"-";"-";"1";"1";"9";"0";"-";"-";"-";"-";"-";"-";"-";"83";"1";"274";"72";"-";"-";"-";"-";"-";"-";"0";"0";"1";"1";"-";"-";"-";"-";"-";"2";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"571006";"571006";"68";"12";"3";"115";"7";"1";"2";"0";"4";"2";"0";"99";"0";"0";"-";"0";"4";"0";"3";"-";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"0";"1";"0";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"4";"0";"-";"-";"-";"-";"-";"-";"0";"1";"0";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"25";"2";"50";"22";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"571007";"571007";"68";"12";"3";"26";"7";"0";"0";"0";"0";"2";"0";"17";"0";"0";"-";"1";"4";"1";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"0";"0";"16";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"571008";"571008";"68";"12";"3";"102";"10";"1";"0";"0";"3";"6";"2";"80";"0";"0";"-";"1";"7";"1";"1";"-";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"2";"0";"1";"0";"-";"-";"-";"-";"-";"-";"1";"1";"1";"3";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"12";"0";"57";"11";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"571009";"571009";"68";"12";"3";"273";"48";"2";"2";"0";"5";"14";"5";"194";"3";"0";"-";"1";"41";"1";"5";"-";"-";"-";"-";"-";"-";"1";"1";"0";"0";"-";"-";"-";"-";"-";"1";"1";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"4";"0";"1";"0";"-";"-";"-";"-";"-";"-";"1";"2";"6";"5";"-";"-";"-";"-";"-";"-";"0";"0";"5";"0";"-";"-";"-";"-";"-";"-";"-";"15";"3";"157";"19";"-";"-";"-";"-";"-";"-";"1";"0";"2";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"571010";"571010";"68";"12";"3";"262";"37";"3";"2";"2";"3";"22";"2";"190";"0";"1";"-";"1";"28";"0";"8";"-";"-";"-";"-";"-";"-";"0";"3";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"1";"-";"-";"-";"-";"-";"-";"1";"0";"1";"-";"-";"-";"-";"-";"-";"0";"0";"3";"0";"-";"-";"-";"-";"-";"-";"2";"7";"4";"9";"-";"-";"-";"-";"-";"-";"0";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"23";"0";"139";"28";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"571011";"571011";"68";"12";"3";"186";"25";"1";"1";"1";"6";"13";"4";"134";"1";"0";"-";"1";"12";"1";"11";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"2";"0";"4";"0";"-";"-";"-";"-";"-";"-";"0";"2";"7";"4";"-";"-";"-";"-";"-";"-";"0";"0";"4";"0";"-";"-";"-";"-";"-";"-";"-";"13";"1";"110";"10";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"571013";"571013";"68";"12";"3";"245";"62";"3";"6";"1";"2";"9";"4";"156";"0";"2";"-";"2";"37";"8";"15";"-";"-";"-";"-";"-";"-";"0";"3";"0";"0";"-";"-";"-";"-";"-";"3";"0";"2";"1";"-";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"3";"2";"4";"-";"-";"-";"-";"-";"-";"1";"0";"3";"0";"-";"-";"-";"-";"-";"-";"-";"31";"1";"105";"19";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"571014";"571014";"68";"12";"3";"375";"90";"6";"10";"2";"12";"17";"7";"225";"2";"4";"-";"1";"51";"5";"33";"-";"-";"-";"-";"-";"-";"1";"2";"0";"3";"-";"-";"-";"-";"-";"5";"0";"4";"1";"-";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"5";"0";"7";"0";"-";"-";"-";"-";"-";"-";"4";"4";"5";"4";"-";"-";"-";"-";"-";"-";"2";"0";"5";"0";"-";"-";"-";"-";"-";"-";"-";"28";"2";"168";"27";"-";"-";"-";"-";"-";"-";"0";"0";"2";"0";"-";"-";"-";"-";"-";"0";"1";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"573001";"573001";"66";"12";"3";"4149";"1181";"39";"171";"14";"181";"324";"41";"2168";"12";"18";"-";"289";"752";"102";"38";"-";"-";"-";"-";"-";"-";"6";"5";"2";"26";"-";"-";"-";"-";"-";"17";"48";"85";"21";"-";"-";"-";"-";"-";"-";"3";"9";"2";"-";"-";"-";"-";"-";"-";"16";"4";"97";"64";"-";"-";"-";"-";"-";"-";"31";"69";"206";"18";"-";"-";"-";"-";"-";"-";"17";"1";"22";"1";"-";"-";"-";"-";"-";"-";"-";"427";"620";"477";"644";"-";"-";"-";"-";"-";"-";"10";"1";"0";"1";"-";"-";"-";"-";"-";"10";"7";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"573006";"573006";"66";"12";"3";"362";"48";"9";"11";"0";"8";"16";"8";"254";"7";"1";"-";"8";"35";"2";"3";"-";"-";"-";"-";"-";"-";"0";"1";"0";"8";"-";"-";"-";"-";"-";"0";"6";"3";"2";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"8";"0";"-";"-";"-";"-";"-";"-";"0";"3";"12";"1";"-";"-";"-";"-";"-";"-";"3";"0";"5";"0";"-";"-";"-";"-";"-";"-";"-";"46";"96";"51";"61";"-";"-";"-";"-";"-";"-";"1";"5";"1";"0";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573007";"573007";"66";"12";"3";"534";"145";"6";"9";"1";"11";"31";"6";"320";"2";"3";"-";"26";"108";"8";"3";"-";"-";"-";"-";"-";"-";"1";"1";"0";"4";"-";"-";"-";"-";"-";"0";"1";"7";"1";"-";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"0";"1";"7";"3";"-";"-";"-";"-";"-";"-";"5";"7";"17";"2";"-";"-";"-";"-";"-";"-";"3";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"46";"109";"58";"107";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"573008";"573008";"66";"12";"3";"480";"69";"7";"10";"0";"4";"27";"3";"359";"1";"0";"-";"9";"55";"3";"2";"-";"-";"-";"-";"-";"-";"0";"0";"0";"7";"-";"-";"-";"-";"-";"1";"3";"6";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"4";"0";"-";"-";"-";"-";"-";"-";"5";"4";"17";"1";"-";"-";"-";"-";"-";"-";"2";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"79";"169";"52";"59";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573009";"573009";"66";"12";"3";"502";"111";"4";"6";"2";"11";"27";"7";"333";"1";"0";"-";"19";"79";"9";"4";"-";"-";"-";"-";"-";"-";"1";"1";"0";"2";"-";"-";"-";"-";"-";"0";"2";"4";"0";"-";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"8";"3";"-";"-";"-";"-";"-";"-";"2";"2";"22";"1";"-";"-";"-";"-";"-";"-";"6";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"49";"137";"63";"84";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573011";"573011";"66";"12";"3";"309";"52";"7";"12";"1";"8";"14";"6";"208";"0";"1";"-";"11";"34";"3";"4";"-";"-";"-";"-";"-";"-";"0";"1";"0";"6";"-";"-";"-";"-";"-";"0";"1";"8";"3";"-";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"0";"0";"5";"3";"-";"-";"-";"-";"-";"-";"0";"2";"10";"2";"-";"-";"-";"-";"-";"-";"3";"1";"2";"0";"-";"-";"-";"-";"-";"-";"-";"31";"76";"46";"55";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"573012";"573012";"66";"12";"3";"435";"110";"3";"16";"0";"19";"22";"6";"256";"2";"1";"-";"22";"75";"8";"5";"-";"-";"-";"-";"-";"-";"0";"2";"0";"1";"-";"-";"-";"-";"-";"1";"8";"5";"2";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"1";"11";"7";"-";"-";"-";"-";"-";"-";"3";"8";"10";"1";"-";"-";"-";"-";"-";"-";"6";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"39";"103";"58";"56";"-";"-";"-";"-";"-";"-";"0";"1";"1";"0";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575001";"575001";"69";"12";"3";"3186";"1429";"77";"99";"12";"55";"166";"25";"1303";"7";"13";"-";"19";"1379";"7";"24";"-";"-";"-";"-";"-";"-";"5";"24";"36";"12";"-";"-";"-";"-";"-";"7";"10";"61";"21";"-";"-";"-";"-";"-";"-";"1";"9";"2";"-";"-";"-";"-";"-";"-";"4";"12";"38";"1";"-";"-";"-";"-";"-";"-";"76";"49";"35";"6";"-";"-";"-";"-";"-";"-";"3";"10";"10";"2";"-";"-";"-";"-";"-";"-";"-";"658";"13";"276";"356";"-";"-";"-";"-";"-";"-";"4";"1";"0";"2";"-";"-";"-";"-";"-";"1";"2";"10";"-";"-";"-";"-";"-";"-";"-";"-"
"575002";"575002";"69";"12";"3";"293";"102";"5";"7";"1";"4";"15";"2";"156";"1";"0";"-";"5";"95";"1";"1";"-";"-";"-";"-";"-";"-";"1";"1";"3";"0";"-";"-";"-";"-";"-";"0";"0";"4";"3";"-";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"0";"0";"3";"1";"-";"-";"-";"-";"-";"-";"4";"3";"7";"1";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"91";"0";"20";"45";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575003";"575003";"69";"12";"3";"695";"232";"23";"17";"2";"14";"39";"3";"362";"0";"3";"-";"4";"213";"4";"11";"-";"-";"-";"-";"-";"-";"0";"4";"18";"1";"-";"-";"-";"-";"-";"1";"0";"7";"9";"-";"-";"-";"-";"-";"-";"1";"1";"0";"-";"-";"-";"-";"-";"-";"0";"8";"6";"0";"-";"-";"-";"-";"-";"-";"13";"12";"11";"3";"-";"-";"-";"-";"-";"-";"0";"1";"2";"0";"-";"-";"-";"-";"-";"-";"-";"190";"4";"75";"93";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575004";"575004";"69";"12";"3";"529";"160";"12";"25";"1";"11";"35";"14";"268";"3";"0";"-";"3";"152";"2";"3";"-";"-";"-";"-";"-";"-";"0";"8";"2";"2";"-";"-";"-";"-";"-";"4";"3";"9";"9";"-";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"1";"1";"8";"1";"-";"-";"-";"-";"-";"-";"19";"8";"6";"2";"-";"-";"-";"-";"-";"-";"2";"3";"9";"0";"-";"-";"-";"-";"-";"-";"-";"162";"5";"45";"56";"-";"-";"-";"-";"-";"-";"2";"0";"1";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575005";"575005";"69";"12";"3";"605";"233";"5";"19";"1";"7";"42";"12";"283";"2";"1";"-";"2";"228";"2";"1";"-";"-";"-";"-";"-";"-";"0";"2";"2";"1";"-";"-";"-";"-";"-";"2";"1";"7";"9";"-";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"0";"0";"7";"0";"-";"-";"-";"-";"-";"-";"21";"11";"7";"3";"-";"-";"-";"-";"-";"-";"1";"4";"6";"1";"-";"-";"-";"-";"-";"-";"-";"165";"4";"48";"66";"-";"-";"-";"-";"-";"-";"0";"1";"0";"1";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575006";"575006";"69";"12";"3";"608";"223";"9";"13";"2";"0";"34";"9";"316";"1";"1";"-";"3";"217";"1";"2";"-";"-";"-";"-";"-";"-";"0";"1";"8";"0";"-";"-";"-";"-";"-";"1";"0";"11";"1";"-";"-";"-";"-";"-";"-";"0";"1";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"19";"5";"9";"1";"-";"-";"-";"-";"-";"-";"1";"1";"7";"0";"-";"-";"-";"-";"-";"-";"-";"208";"5";"45";"58";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"575007";"575007";"69";"12";"3";"114";"31";"4";"3";"1";"2";"7";"1";"65";"0";"0";"-";"0";"29";"2";"0";"-";"-";"-";"-";"-";"-";"1";"1";"1";"1";"-";"-";"-";"-";"-";"0";"0";"3";"0";"-";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"4";"1";"2";"0";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"38";"1";"5";"21";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"575008";"575008";"69";"12";"3";"70";"26";"1";"1";"0";"1";"0";"1";"40";"0";"0";"-";"1";"25";"0";"0";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"23";"1";"4";"12";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"577001";"577001";"66";"12";"3";"1946";"334";"115";"66";"6";"19";"115";"97";"1173";"16";"5";"-";"43";"269";"10";"12";"-";"-";"-";"-";"-";"-";"2";"1";"0";"112";"-";"-";"-";"-";"-";"5";"38";"19";"4";"-";"-";"-";"-";"-";"-";"1";"5";"0";"-";"-";"-";"-";"-";"-";"0";"0";"13";"6";"-";"-";"-";"-";"-";"-";"22";"23";"64";"6";"-";"-";"-";"-";"-";"-";"39";"10";"37";"11";"-";"-";"-";"-";"-";"-";"-";"313";"403";"192";"265";"-";"-";"-";"-";"-";"-";"1";"12";"1";"2";"-";"-";"-";"-";"-";"4";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"577002";"577002";"66";"12";"3";"104";"15";"9";"3";"0";"3";"3";"3";"67";"0";"1";"-";"1";"14";"0";"0";"-";"-";"-";"-";"-";"-";"1";"1";"0";"7";"-";"-";"-";"-";"-";"0";"3";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"3";"0";"-";"-";"-";"-";"-";"-";"1";"2";"0";"0";"-";"-";"-";"-";"-";"-";"1";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"22";"29";"3";"13";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
