"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1994 - Stemmeberettigede";"FV1994 - Afgivne stemmer";"FV1994 - Blanke stemmer";"FV1994 - Andre ugyldige stemmer";"FV1994 - Gyldige stemmer";"FV1994 - A. Socialdemokratiet";"FV1994 - B. Det Radikale Venstre";"FV1994 - C. Det Konservative Folkeparti";"FV1994 - D. Centrum-Demokraterne";"FV1994 - F. Socialistisk Folkeparti";"FV1994 - Q. Kristeligt Folkeparti";"FV1994 - V. Venstre, Danmarks Liberale Parti";"FV1994 - Z. Fremskridtspartiet";"FV1994 - Ø. Enhedslisten - De Rød-Grønne";"FV1994 - 1. Uden for partierne";"FV1994 - 2. Uden for partierne";"FV1994 - 3. Uden for partierne";"FV1994 - 4. Uden for partierne";"FV1994 - 5. Uden for partierne"
"555004";"555004";"66";"12";"3";"270";"223";"6";"0";"217";"41";"12";"36";"2";"7";"3";"101";"15";"0";"-";"-";"-";"-";"-"
"555005";"555005";"66";"12";"3";"127";"107";"1";"0";"106";"25";"5";"11";"1";"6";"5";"33";"19";"1";"-";"-";"-";"-";"-"
"557010";"557010";"68";"12";"3";"5012";"4096";"48";"9";"4039";"1349";"203";"425";"98";"174";"78";"1431";"234";"47";"-";"-";"-";"-";"-"
"557020";"557020";"68";"12";"3";"840";"724";"9";"0";"715";"219";"42";"66";"13";"23";"5";"291";"48";"8";"-";"-";"-";"-";"-"
"557030";"557030";"68";"12";"3";"433";"374";"0";"0";"374";"82";"15";"27";"3";"10";"5";"186";"45";"1";"-";"-";"-";"-";"-"
"557040";"557040";"68";"12";"3";"1861";"1520";"19";"6";"1495";"414";"73";"143";"29";"49";"60";"583";"119";"25";"-";"-";"-";"-";"-"
"557050";"557050";"68";"12";"3";"531";"465";"7";"1";"457";"100";"19";"45";"10";"34";"11";"187";"39";"12";"-";"-";"-";"-";"-"
"557060";"557060";"68";"12";"3";"856";"717";"2";"3";"712";"162";"39";"64";"11";"17";"22";"305";"86";"6";"-";"-";"-";"-";"-"
"559001";"559001";"69";"12";"3";"1629";"1327";"10";"1";"1316";"461";"48";"181";"31";"46";"20";"433";"77";"19";"-";"-";"-";"-";"-"
"559002";"559002";"69";"12";"3";"439";"360";"1";"1";"358";"80";"19";"25";"4";"10";"3";"178";"38";"1";"-";"-";"-";"-";"-"
"559003";"559003";"69";"12";"3";"675";"565";"3";"1";"561";"137";"23";"35";"6";"18";"15";"250";"70";"7";"-";"-";"-";"-";"-"
"559004";"559004";"69";"12";"3";"1968";"1626";"16";"1";"1609";"475";"70";"188";"27";"42";"19";"668";"106";"14";"-";"-";"-";"-";"-"
"561001";"561001";"67";"12";"3";"5962";"4694";"50";"13";"4631";"1646";"192";"571";"82";"305";"102";"1300";"284";"149";"-";"-";"-";"-";"-"
"561002";"561002";"67";"12";"3";"4307";"3360";"23";"7";"3330";"1164";"179";"412";"58";"211";"75";"910";"209";"112";"-";"-";"-";"-";"-"
"561003";"561003";"67";"12";"3";"2411";"1930";"12";"11";"1907";"1107";"46";"146";"33";"115";"32";"267";"119";"42";"-";"-";"-";"-";"-"
"561004";"561004";"67";"12";"3";"3491";"2841";"34";"5";"2802";"1420";"105";"206";"49";"223";"34";"529";"176";"60";"-";"-";"-";"-";"-"
"561005";"561005";"67";"12";"3";"5491";"4380";"36";"11";"4333";"2235";"168";"318";"79";"309";"70";"804";"226";"124";"-";"-";"-";"-";"-"
"561006";"561006";"67";"12";"3";"5175";"4309";"37";"18";"4254";"1858";"218";"446";"101";"268";"60";"972";"226";"105";"-";"-";"-";"-";"-"
"561007";"561007";"67";"12";"3";"4047";"3281";"20";"8";"3253";"1734";"100";"248";"44";"198";"52";"540";"243";"94";"-";"-";"-";"-";"-"
"561008";"561008";"67";"12";"3";"1333";"1120";"6";"0";"1114";"324";"51";"118";"27";"23";"26";"429";"108";"8";"-";"-";"-";"-";"-"
"561010";"561010";"67";"12";"3";"207";"179";"2";"0";"177";"34";"13";"15";"1";"15";"4";"79";"11";"5";"-";"-";"-";"-";"-"
"561011";"561011";"67";"12";"3";"3251";"2811";"22";"7";"2782";"880";"146";"382";"93";"128";"61";"911";"126";"55";"-";"-";"-";"-";"-"
"561012";"561012";"67";"12";"3";"1341";"1176";"10";"0";"1166";"362";"47";"99";"34";"40";"14";"482";"73";"15";"-";"-";"-";"-";"-"
"561013";"561013";"67";"12";"3";"360";"312";"1";"0";"311";"85";"14";"22";"6";"14";"9";"133";"26";"2";"-";"-";"-";"-";"-"
"561014";"561014";"67";"12";"3";"188";"155";"1";"0";"154";"31";"4";"13";"2";"3";"11";"71";"18";"1";"-";"-";"-";"-";"-"
"561015";"561015";"67";"12";"3";"5861";"4947";"35";"10";"4902";"1889";"210";"508";"133";"283";"104";"1359";"329";"87";"-";"-";"-";"-";"-"
"561016";"561016";"67";"12";"3";"4768";"4218";"24";"4";"4190";"1256";"207";"589";"111";"156";"51";"1569";"217";"34";"-";"-";"-";"-";"-"
"561017";"561017";"67";"12";"3";"777";"659";"4";"2";"653";"211";"21";"55";"12";"26";"9";"269";"36";"14";"-";"-";"-";"-";"-"
"561018";"561018";"67";"12";"3";"387";"329";"4";"0";"325";"81";"12";"19";"5";"17";"5";"158";"23";"5";"-";"-";"-";"-";"-"
"561019";"561019";"67";"12";"3";"245";"202";"0";"1";"201";"50";"7";"15";"5";"11";"4";"89";"16";"4";"-";"-";"-";"-";"-"
"561020";"561020";"67";"12";"3";"1880";"1634";"12";"1";"1621";"591";"89";"150";"49";"70";"21";"527";"111";"13";"-";"-";"-";"-";"-"
"561021";"561021";"67";"12";"3";"3199";"2461";"25";"5";"2431";"1086";"95";"241";"49";"129";"57";"560";"159";"55";"-";"-";"-";"-";"-"
"561022";"561022";"67";"12";"3";"2738";"2283";"12";"8";"2263";"891";"76";"255";"69";"82";"34";"708";"118";"30";"-";"-";"-";"-";"-"
"561023";"561023";"67";"12";"3";"3183";"2667";"17";"7";"2643";"1276";"120";"208";"65";"170";"39";"614";"100";"51";"-";"-";"-";"-";"-"
"561024";"561024";"67";"12";"3";"2070";"1714";"17";"6";"1691";"738";"66";"169";"46";"91";"44";"414";"106";"17";"-";"-";"-";"-";"-"
"563001";"563001";"67";"12";"3";"2206";"1912";"16";"6";"1890";"559";"83";"312";"40";"117";"27";"537";"133";"82";"-";"-";"-";"-";"-"
"563002";"563002";"67";"12";"3";"272";"239";"1";"0";"238";"80";"13";"49";"2";"16";"4";"40";"11";"23";"-";"-";"-";"-";"-"
"565001";"565001";"69";"12";"3";"8014";"6590";"49";"11";"6530";"2147";"197";"706";"132";"205";"284";"2324";"471";"64";"-";"-";"-";"-";"-"
"565002";"565002";"69";"12";"3";"1913";"1660";"10";"0";"1650";"433";"55";"182";"26";"48";"37";"710";"150";"9";"-";"-";"-";"-";"-"
"565003";"565003";"69";"12";"3";"1571";"1335";"6";"1";"1328";"310";"24";"128";"18";"18";"55";"623";"147";"5";"-";"-";"-";"-";"-"
"565004";"565004";"69";"12";"3";"713";"599";"0";"0";"599";"97";"6";"55";"11";"7";"28";"308";"83";"4";"-";"-";"-";"-";"-"
"565005";"565005";"69";"12";"3";"767";"647";"4";"0";"643";"129";"20";"50";"5";"16";"16";"341";"63";"3";"-";"-";"-";"-";"-"
"567001";"567001";"68";"12";"3";"658";"565";"6";"0";"559";"93";"17";"56";"12";"23";"26";"299";"29";"4";"-";"-";"-";"-";"-"
"567002";"567002";"68";"12";"3";"1190";"1010";"3";"2";"1005";"224";"37";"63";"19";"22";"52";"500";"82";"6";"-";"-";"-";"-";"-"
"567003";"567003";"68";"12";"3";"534";"466";"3";"1";"462";"65";"12";"33";"4";"8";"6";"274";"53";"7";"-";"-";"-";"-";"-"
"567004";"567004";"68";"12";"3";"987";"849";"0";"3";"846";"146";"36";"106";"12";"19";"24";"414";"83";"6";"-";"-";"-";"-";"-"
"567005";"567005";"68";"12";"3";"803";"691";"5";"3";"683";"115";"27";"64";"19";"17";"19";"365";"56";"1";"-";"-";"-";"-";"-"
"567006";"567006";"68";"12";"3";"820";"682";"5";"1";"676";"117";"29";"64";"9";"13";"29";"346";"62";"7";"-";"-";"-";"-";"-"
"567007";"567007";"68";"12";"3";"1103";"962";"7";"2";"953";"212";"33";"98";"22";"25";"19";"458";"70";"16";"-";"-";"-";"-";"-"
"569002";"569002";"69";"12";"3";"438";"380";"2";"1";"377";"76";"24";"37";"13";"10";"2";"176";"38";"1";"-";"-";"-";"-";"-"
"569003";"569003";"69";"12";"3";"277";"219";"1";"0";"218";"49";"5";"19";"4";"7";"3";"82";"45";"4";"-";"-";"-";"-";"-"
"569004";"569004";"69";"12";"3";"232";"198";"0";"0";"198";"48";"7";"5";"2";"4";"4";"105";"21";"2";"-";"-";"-";"-";"-"
"569005";"569005";"69";"12";"3";"945";"811";"4";"1";"806";"130";"36";"53";"10";"15";"26";"439";"88";"9";"-";"-";"-";"-";"-"
"569006";"569006";"69";"12";"3";"436";"381";"1";"0";"380";"79";"12";"35";"6";"4";"11";"188";"41";"4";"-";"-";"-";"-";"-"
"569101";"569101";"69";"12";"3";"1572";"1293";"10";"4";"1279";"344";"53";"138";"30";"37";"26";"514";"106";"31";"-";"-";"-";"-";"-"
"569102";"569102";"69";"12";"3";"1228";"1028";"11";"1";"1016";"337";"47";"105";"24";"37";"28";"346";"82";"10";"-";"-";"-";"-";"-"
"571001";"571001";"68";"12";"3";"6711";"5572";"52";"12";"5508";"1902";"291";"656";"113";"576";"64";"1411";"308";"187";"-";"-";"-";"-";"-"
"571002";"571002";"68";"12";"3";"561";"478";"7";"1";"470";"110";"22";"51";"8";"20";"14";"190";"43";"12";"-";"-";"-";"-";"-"
"571003";"571003";"68";"12";"3";"222";"198";"3";"0";"195";"34";"6";"14";"3";"5";"2";"109";"19";"3";"-";"-";"-";"-";"-"
"571004";"571004";"68";"12";"3";"1592";"1339";"6";"1";"1332";"434";"69";"122";"36";"59";"28";"467";"92";"25";"-";"-";"-";"-";"-"
"571005";"571005";"68";"12";"3";"1420";"1203";"15";"5";"1183";"351";"51";"121";"18";"48";"31";"438";"117";"8";"-";"-";"-";"-";"-"
"571006";"571006";"68";"12";"3";"226";"207";"0";"0";"207";"20";"10";"17";"7";"5";"5";"122";"17";"4";"-";"-";"-";"-";"-"
"571007";"571007";"68";"12";"3";"60";"42";"0";"0";"42";"12";"3";"6";"0";"2";"1";"15";"1";"2";"-";"-";"-";"-";"-"
"571008";"571008";"68";"12";"3";"173";"158";"0";"0";"158";"32";"6";"8";"0";"3";"0";"94";"12";"3";"-";"-";"-";"-";"-"
"571009";"571009";"68";"12";"3";"478";"395";"5";"1";"389";"87";"18";"30";"6";"9";"7";"194";"34";"4";"-";"-";"-";"-";"-"
"571010";"571010";"68";"12";"3";"530";"452";"1";"1";"450";"122";"13";"38";"3";"20";"3";"193";"47";"11";"-";"-";"-";"-";"-"
"571011";"571011";"68";"12";"3";"415";"338";"0";"0";"338";"70";"11";"36";"8";"5";"11";"166";"25";"6";"-";"-";"-";"-";"-"
"571013";"571013";"68";"12";"3";"500";"416";"1";"0";"415";"109";"15";"45";"7";"29";"3";"162";"34";"11";"-";"-";"-";"-";"-"
"571014";"571014";"68";"12";"3";"719";"646";"6";"1";"639";"211";"41";"76";"23";"49";"5";"178";"40";"16";"-";"-";"-";"-";"-"
"573001";"573001";"66";"12";"3";"9797";"8091";"56";"19";"8016";"2753";"296";"1243";"161";"319";"127";"2461";"552";"104";"-";"-";"-";"-";"-"
"573006";"573006";"66";"12";"3";"672";"574";"10";"0";"564";"89";"17";"51";"17";"10";"14";"307";"53";"6";"-";"-";"-";"-";"-"
"573007";"573007";"66";"12";"3";"1042";"931";"12";"1";"918";"266";"57";"87";"33";"26";"19";"349";"75";"6";"-";"-";"-";"-";"-"
"573008";"573008";"66";"12";"3";"895";"787";"9";"0";"778";"140";"34";"66";"16";"20";"10";"415";"73";"4";"-";"-";"-";"-";"-"
"573009";"573009";"66";"12";"3";"982";"846";"4";"1";"841";"182";"30";"87";"20";"27";"12";"322";"154";"7";"-";"-";"-";"-";"-"
"573011";"573011";"66";"12";"3";"573";"492";"4";"0";"488";"130";"20";"52";"10";"10";"6";"209";"46";"5";"-";"-";"-";"-";"-"
"573012";"573012";"66";"12";"3";"838";"743";"8";"3";"732";"204";"31";"87";"18";"12";"12";"319";"41";"8";"-";"-";"-";"-";"-"
"575001";"575001";"69";"12";"3";"6610";"5519";"53";"10";"5456";"1973";"288";"712";"143";"238";"84";"1650";"310";"58";"-";"-";"-";"-";"-"
"575002";"575002";"69";"12";"3";"521";"462";"2";"3";"457";"115";"22";"38";"14";"20";"14";"198";"32";"4";"-";"-";"-";"-";"-"
"575003";"575003";"69";"12";"3";"1315";"1139";"12";"3";"1124";"260";"106";"143";"24";"81";"12";"413";"52";"33";"-";"-";"-";"-";"-"
"575004";"575004";"69";"12";"3";"1086";"939";"10";"4";"925";"230";"47";"90";"22";"46";"39";"377";"55";"19";"-";"-";"-";"-";"-"
"575005";"575005";"69";"12";"3";"1108";"951";"7";"1";"943";"301";"37";"107";"17";"30";"26";"348";"62";"15";"-";"-";"-";"-";"-"
"575006";"575006";"69";"12";"3";"1129";"925";"10";"0";"915";"260";"40";"115";"25";"32";"19";"347";"70";"7";"-";"-";"-";"-";"-"
"575007";"575007";"69";"12";"3";"240";"207";"0";"0";"207";"49";"12";"19";"3";"10";"3";"95";"12";"4";"-";"-";"-";"-";"-"
"575008";"575008";"69";"12";"3";"167";"135";"4";"0";"131";"41";"6";"6";"5";"7";"2";"50";"13";"1";"-";"-";"-";"-";"-"
"577001";"577001";"66";"12";"3";"4002";"3429";"31";"1";"3397";"610";"182";"381";"65";"67";"241";"1587";"241";"23";"-";"-";"-";"-";"-"
"577002";"577002";"66";"12";"3";"252";"219";"0";"0";"219";"26";"18";"29";"1";"6";"9";"113";"15";"2";"-";"-";"-";"-";"-"
"577003";"577003";"66";"12";"3";"1239";"1048";"7";"3";"1038";"243";"39";"102";"22";"29";"24";"480";"96";"3";"-";"-";"-";"-";"-"
"577004";"577004";"66";"12";"3";"367";"296";"3";"0";"293";"80";"13";"18";"6";"5";"17";"130";"19";"5";"-";"-";"-";"-";"-"
"577005";"577005";"66";"12";"3";"267";"230";"0";"0";"230";"38";"8";"9";"3";"6";"2";"146";"15";"3";"-";"-";"-";"-";"-"
"577006";"577006";"66";"12";"3";"1442";"1170";"12";"1";"1157";"350";"40";"108";"20";"29";"70";"440";"88";"12";"-";"-";"-";"-";"-"
"577007";"577007";"66";"12";"3";"664";"598";"4";"0";"594";"72";"19";"34";"6";"11";"50";"364";"37";"1";"-";"-";"-";"-";"-"
"601001";"601001";"73";"13";"3";"2646";"2271";"24";"8";"2239";"651";"109";"309";"73";"84";"70";"757";"162";"22";"2";"-";"-";"-";"-"
"601002";"601002";"73";"13";"3";"523";"458";"8";"0";"450";"88";"14";"54";"5";"27";"16";"181";"55";"10";"0";"-";"-";"-";"-"
"601003";"601003";"73";"13";"3";"690";"621";"3";"3";"615";"162";"21";"50";"20";"33";"15";"251";"49";"13";"1";"-";"-";"-";"-"
"601004";"601004";"73";"13";"3";"624";"535";"0";"0";"535";"128";"30";"68";"10";"19";"15";"208";"51";"6";"0";"-";"-";"-";"-"
"601005";"601005";"73";"13";"3";"645";"548";"4";"1";"543";"158";"15";"52";"15";"38";"4";"193";"54";"14";"0";"-";"-";"-";"-"
"601006";"601006";"73";"13";"3";"570";"491";"4";"2";"485";"135";"23";"63";"15";"27";"7";"150";"49";"16";"0";"-";"-";"-";"-"
"601007";"601007";"73";"13";"3";"570";"493";"2";"0";"491";"101";"25";"57";"17";"46";"8";"169";"46";"21";"1";"-";"-";"-";"-"
"603001";"603001";"70";"13";"3";"1924";"1479";"7";"3";"1469";"600";"60";"154";"26";"138";"47";"328";"87";"28";"1";"-";"-";"-";"-"
"603002";"603002";"70";"13";"3";"3353";"2784";"24";"3";"2757";"914";"111";"384";"79";"165";"133";"753";"187";"30";"1";"-";"-";"-";"-"
"603003";"603003";"70";"13";"3";"1404";"1234";"6";"2";"1226";"372";"44";"176";"32";"66";"58";"380";"83";"13";"2";"-";"-";"-";"-"
"603004";"603004";"70";"13";"3";"1138";"983";"7";"1";"975";"294";"31";"114";"23";"42";"48";"327";"82";"11";"3";"-";"-";"-";"-"
"605001";"605001";"73";"13";"3";"1487";"1318";"14";"1";"1303";"342";"57";"154";"30";"46";"28";"547";"79";"20";"0";"-";"-";"-";"-"
"605002";"605002";"73";"13";"3";"2515";"2113";"22";"8";"2083";"447";"134";"271";"57";"100";"46";"883";"123";"22";"0";"-";"-";"-";"-"
"605003";"605003";"73";"13";"3";"684";"604";"4";"0";"600";"170";"26";"72";"19";"15";"8";"219";"68";"3";"0";"-";"-";"-";"-"
"605004";"605004";"73";"13";"3";"1241";"1092";"6";"3";"1083";"205";"43";"144";"29";"42";"16";"481";"102";"21";"0";"-";"-";"-";"-"
"605005";"605005";"73";"13";"3";"1235";"1075";"11";"2";"1062";"251";"56";"134";"29";"53";"28";"404";"96";"10";"1";"-";"-";"-";"-"
"605006";"605006";"73";"13";"3";"949";"813";"8";"1";"804";"189";"32";"133";"28";"46";"19";"288";"57";"12";"0";"-";"-";"-";"-"
"605007";"605007";"73";"13";"3";"1281";"1148";"7";"0";"1141";"372";"51";"99";"31";"47";"33";"401";"90";"16";"1";"-";"-";"-";"-"
"605008";"605008";"73";"13";"3";"1396";"1200";"11";"1";"1188";"342";"46";"133";"47";"83";"19";"407";"89";"20";"2";"-";"-";"-";"-"
"607001";"607001";"70";"13";"3";"10737";"8812";"64";"29";"8719";"3949";"256";"1072";"194";"792";"148";"1619";"526";"156";"7";"-";"-";"-";"-"
"607002";"607002";"70";"13";"3";"1114";"984";"1";"3";"980";"326";"27";"142";"34";"52";"23";"294";"69";"11";"2";"-";"-";"-";"-"
"607003";"607003";"70";"13";"3";"6932";"6131";"32";"16";"6083";"2020";"243";"1034";"195";"405";"114";"1639";"354";"75";"4";"-";"-";"-";"-"
"607004";"607004";"70";"13";"3";"563";"486";"2";"2";"482";"147";"25";"68";"14";"27";"6";"147";"38";"10";"0";"-";"-";"-";"-"
"607005";"607005";"70";"13";"3";"3322";"2921";"23";"8";"2890";"909";"151";"503";"90";"154";"58";"819";"177";"26";"3";"-";"-";"-";"-"
"607006";"607006";"70";"13";"3";"6571";"5331";"33";"31";"5267";"2520";"188";"581";"113";"441";"101";"875";"351";"92";"5";"-";"-";"-";"-"
"607007";"607007";"70";"13";"3";"1210";"1091";"10";"0";"1081";"371";"45";"147";"38";"76";"6";"317";"74";"7";"0";"-";"-";"-";"-"
"607008";"607008";"70";"13";"3";"5605";"4316";"53";"16";"4247";"1598";"134";"549";"67";"485";"78";"847";"370";"114";"5";"-";"-";"-";"-"
"609001";"609001";"75";"13";"3";"210";"187";"2";"1";"184";"37";"12";"17";"3";"16";"2";"77";"18";"2";"0";"-";"-";"-";"-"
"609002";"609002";"75";"13";"3";"210";"186";"0";"0";"186";"51";"14";"22";"6";"6";"1";"70";"14";"2";"0";"-";"-";"-";"-"
"609003";"609003";"75";"13";"3";"895";"761";"4";"1";"756";"240";"35";"92";"20";"53";"8";"251";"43";"13";"1";"-";"-";"-";"-"
"609004";"609004";"75";"13";"3";"1258";"1094";"10";"4";"1080";"389";"40";"126";"30";"83";"7";"315";"66";"24";"0";"-";"-";"-";"-"
"609005";"609005";"75";"13";"3";"489";"433";"6";"1";"426";"154";"13";"41";"16";"25";"2";"130";"38";"7";"0";"-";"-";"-";"-"
"609006";"609006";"75";"13";"3";"366";"326";"0";"2";"324";"71";"15";"30";"5";"26";"4";"122";"35";"14";"2";"-";"-";"-";"-"
"609007";"609007";"75";"13";"3";"265";"243";"4";"0";"239";"67";"11";"27";"8";"8";"2";"89";"19";"7";"1";"-";"-";"-";"-"
"609008";"609008";"75";"13";"3";"1286";"1092";"14";"2";"1076";"319";"37";"134";"22";"85";"13";"343";"58";"65";"0";"-";"-";"-";"-"
"609009";"609009";"75";"13";"3";"292";"260";"1";"1";"258";"58";"5";"27";"5";"23";"4";"110";"17";"7";"2";"-";"-";"-";"-"
"609010";"609010";"75";"13";"3";"1361";"1154";"9";"1";"1144";"330";"48";"145";"44";"45";"17";"413";"88";"14";"0";"-";"-";"-";"-"
"609011";"609011";"75";"13";"3";"238";"210";"1";"0";"209";"59";"8";"17";"10";"18";"5";"70";"16";"6";"0";"-";"-";"-";"-"
"609012";"609012";"75";"13";"3";"272";"237";"2";"1";"234";"61";"12";"20";"4";"15";"3";"103";"13";"3";"0";"-";"-";"-";"-"
"611001";"611001";"73";"13";"3";"4130";"3393";"34";"3";"3356";"770";"120";"422";"106";"90";"138";"1438";"250";"20";"2";"-";"-";"-";"-"
"611002";"611002";"73";"13";"3";"1788";"1523";"16";"7";"1500";"358";"56";"149";"24";"53";"46";"658";"134";"22";"0";"-";"-";"-";"-"
"611003";"611003";"73";"13";"3";"943";"797";"8";"4";"785";"181";"29";"104";"10";"26";"19";"335";"70";"11";"0";"-";"-";"-";"-"
"611004";"611004";"73";"13";"3";"871";"726";"5";"1";"720";"164";"33";"70";"28";"8";"23";"316";"67";"10";"1";"-";"-";"-";"-"
"611005";"611005";"73";"13";"3";"862";"724";"11";"2";"711";"96";"24";"67";"14";"13";"20";"378";"91";"7";"1";"-";"-";"-";"-"
"611006";"611006";"73";"13";"3";"399";"354";"3";"0";"351";"60";"19";"37";"5";"14";"7";"174";"30";"5";"0";"-";"-";"-";"-"
"611107";"611107";"73";"13";"3";"1203";"983";"9";"4";"970";"195";"37";"105";"17";"41";"26";"453";"87";"9";"0";"-";"-";"-";"-"
"613001";"613001";"74";"13";"3";"4336";"3686";"24";"8";"3654";"1189";"142";"470";"135";"125";"198";"1128";"234";"30";"3";"-";"-";"-";"-"
"613002";"613002";"74";"13";"3";"2964";"2510";"16";"5";"2489";"966";"87";"249";"91";"98";"193";"649";"137";"18";"1";"-";"-";"-";"-"
"613003";"613003";"74";"13";"3";"1508";"1347";"14";"0";"1333";"296";"41";"95";"32";"34";"193";"550";"81";"11";"0";"-";"-";"-";"-"
"613004";"613004";"74";"13";"3";"1045";"919";"5";"0";"914";"234";"34";"120";"35";"42";"32";"350";"64";"3";"0";"-";"-";"-";"-"
"613005";"613005";"74";"13";"3";"473";"417";"6";"1";"410";"106";"16";"38";"19";"6";"50";"148";"23";"4";"0";"-";"-";"-";"-"
"613006";"613006";"74";"13";"3";"963";"860";"8";"1";"851";"296";"36";"97";"20";"41";"11";"278";"59";"12";"1";"-";"-";"-";"-"
"615001";"615001";"75";"13";"3";"4615";"3775";"30";"20";"3725";"1906";"93";"421";"55";"295";"51";"586";"232";"84";"2";"-";"-";"-";"-"
"615002";"615002";"75";"13";"3";"4250";"3295";"19";"10";"3266";"1771";"82";"268";"49";"271";"42";"486";"194";"94";"9";"-";"-";"-";"-"
"615003";"615003";"75";"13";"3";"6497";"5377";"53";"26";"5298";"1817";"212";"931";"122";"408";"67";"1320";"261";"155";"5";"-";"-";"-";"-"
"615004";"615004";"75";"13";"3";"129";"113";"0";"0";"113";"27";"5";"15";"3";"5";"6";"39";"9";"4";"0";"-";"-";"-";"-"
"615005";"615005";"75";"13";"3";"5715";"4579";"40";"19";"4520";"2126";"151";"537";"97";"388";"64";"788";"246";"122";"1";"-";"-";"-";"-"
"615006";"615006";"75";"13";"3";"9407";"8212";"55";"16";"8141";"3241";"306";"1092";"217";"557";"80";"2041";"494";"110";"3";"-";"-";"-";"-"
"615007";"615007";"75";"13";"3";"3647";"3222";"33";"12";"3177";"1295";"121";"415";"91";"202";"31";"778";"196";"48";"0";"-";"-";"-";"-"
"615008";"615008";"75";"13";"3";"1242";"1126";"13";"2";"1111";"352";"58";"142";"26";"54";"8";"382";"73";"16";"0";"-";"-";"-";"-"
"615009";"615009";"75";"13";"3";"1495";"1277";"7";"2";"1268";"422";"50";"109";"36";"70";"15";"443";"102";"20";"1";"-";"-";"-";"-"
"615010";"615010";"75";"13";"3";"1696";"1499";"7";"4";"1488";"517";"70";"162";"37";"104";"15";"440";"100";"43";"0";"-";"-";"-";"-"
"615011";"615011";"75";"13";"3";"3750";"3401";"19";"7";"3375";"740";"171";"713";"105";"208";"51";"1150";"191";"46";"0";"-";"-";"-";"-"
"617001";"617001";"72";"13";"3";"2542";"2304";"15";"1";"2288";"603";"191";"280";"59";"241";"64";"659";"114";"75";"2";"-";"-";"-";"-"
"617002";"617002";"72";"13";"3";"868";"735";"4";"1";"730";"182";"26";"65";"13";"31";"20";"324";"52";"16";"1";"-";"-";"-";"-"
"617005";"617005";"72";"13";"3";"565";"511";"2";"0";"509";"104";"32";"45";"15";"36";"12";"218";"39";"8";"0";"-";"-";"-";"-"
"619001";"619001";"74";"13";"3";"2164";"1869";"8";"3";"1858";"546";"80";"388";"44";"82";"33";"536";"121";"28";"0";"-";"-";"-";"-"
"619002";"619002";"74";"13";"3";"546";"496";"9";"0";"487";"168";"18";"55";"6";"18";"4";"172";"35";"10";"1";"-";"-";"-";"-"
"619003";"619003";"74";"13";"3";"756";"643";"8";"0";"635";"231";"22";"80";"14";"41";"3";"206";"30";"6";"2";"-";"-";"-";"-"
"619004";"619004";"74";"13";"3";"1384";"1196";"20";"1";"1175";"387";"41";"118";"29";"65";"24";"425";"71";"15";"0";"-";"-";"-";"-"
"619005";"619005";"74";"13";"3";"1066";"899";"5";"1";"893";"266";"31";"108";"22";"58";"5";"319";"74";"10";"0";"-";"-";"-";"-"
"619006";"619006";"74";"13";"3";"1318";"1094";"5";"3";"1086";"348";"45";"146";"35";"41";"15";"376";"70";"9";"1";"-";"-";"-";"-"
"619007";"619007";"74";"13";"3";"1232";"1065";"9";"2";"1054";"281";"40";"136";"22";"55";"27";"391";"74";"26";"2";"-";"-";"-";"-"
"619008";"619008";"74";"13";"3";"1262";"1058";"4";"1";"1053";"332";"43";"134";"18";"63";"23";"333";"83";"24";"0";"-";"-";"-";"-"
"619009";"619009";"74";"13";"3";"1620";"1431";"10";"2";"1419";"396";"59";"241";"32";"41";"17";"511";"93";"27";"2";"-";"-";"-";"-"
"619010";"619010";"74";"13";"3";"90";"82";"2";"0";"80";"17";"2";"12";"2";"9";"0";"29";"4";"5";"0";"-";"-";"-";"-"
"621001";"621001";"71";"13";"3";"5444";"4270";"27";"12";"4231";"924";"244";"826";"77";"521";"72";"1243";"197";"111";"16";"-";"-";"-";"-"
"621002";"621002";"71";"13";"3";"4798";"3805";"27";"8";"3770";"1329";"145";"458";"71";"595";"102";"764";"196";"104";"6";"-";"-";"-";"-"
"621003";"621003";"71";"13";"3";"9122";"7621";"40";"19";"7562";"2506";"277";"1164";"168";"912";"116";"1863";"448";"102";"6";"-";"-";"-";"-"
"621004";"621004";"71";"13";"3";"3834";"2948";"12";"3";"2933";"1174";"123";"294";"45";"471";"41";"567";"143";"71";"4";"-";"-";"-";"-"
"621005";"621005";"71";"13";"3";"4053";"3572";"18";"5";"3549";"661";"178";"849";"99";"285";"37";"1237";"178";"23";"2";"-";"-";"-";"-"
"621006";"621006";"71";"13";"3";"583";"523";"0";"0";"523";"137";"19";"62";"8";"57";"16";"172";"41";"11";"0";"-";"-";"-";"-"
"621007";"621007";"71";"13";"3";"1658";"1450";"11";"1";"1438";"328";"67";"158";"29";"160";"24";"542";"100";"28";"2";"-";"-";"-";"-"
"621008";"621008";"71";"13";"3";"3738";"3236";"19";"10";"3207";"911";"163";"496";"79";"335";"42";"988";"166";"26";"1";"-";"-";"-";"-"
"621009";"621009";"71";"13";"3";"2521";"2142";"10";"1";"2131";"554";"107";"301";"54";"320";"36";"580";"139";"38";"2";"-";"-";"-";"-"
