"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Stemmeberettigede";"FV2007 - Afgivne stemmer";"FV2007 - Blanke stemmer";"FV2007 - Andre ugyldige stemmer";"FV2007 - Gyldige stemmer";"FV2007 - A. Socialdemokratiet";"FV2007 - B. Det Radikale Venstre";"FV2007 - C. Det Konservative Folkeparti";"FV2007 - F. SF - Socialistisk Folkeparti";"FV2007 - K. Kristendemokraterne";"FV2007 - O. Dansk Folkeparti";"FV2007 - V. Venstre, Danmarks Liberale Parti";"FV2007 - Y. Ny Alliance";"FV2007 - Ø. Enhedslisten - De Rød-Grønne";"FV2007 - 1. Uden for partierne";"FV2007 - 2. Uden for partierne";"FV2007 - 3. Uden for partierne";"FV2007 - 4. Uden for partierne";"FV2007 - 5. Uden for partierne"
"561002";"561002";"52";"7";"2";"4086";"3239";"18";"7";"3214";"905";"134";"276";"545";"16";"394";"809";"76";"59";"-";"-";"-";"-";"-"
"561003";"561003";"52";"7";"2";"2142";"1661";"8";"3";"1650";"612";"36";"65";"264";"18";"305";"307";"22";"21";"-";"-";"-";"-";"-"
"561004";"561004";"52";"7";"2";"3415";"2793";"19";"6";"2768";"908";"74";"163";"513";"10";"416";"607";"47";"30";"-";"-";"-";"-";"-"
"561005";"561005";"52";"7";"2";"4728";"3845";"17";"20";"3808";"1445";"77";"160";"577";"39";"609";"787";"59";"55";"-";"-";"-";"-";"-"
"561006";"561006";"52";"7";"2";"4834";"4094";"19";"16";"4059";"1348";"138";"270";"624";"17";"547";"970";"73";"72";"-";"-";"-";"-";"-"
"561007";"561007";"52";"7";"2";"3735";"3038";"12";"18";"3008";"1083";"66";"146";"487";"22";"568";"569";"30";"37";"-";"-";"-";"-";"-"
"561008";"561008";"53";"7";"2";"1407";"1233";"8";"1";"1224";"281";"27";"91";"87";"5";"214";"499";"17";"3";"-";"-";"-";"-";"-"
"561009";"561009";"53";"7";"2";"443";"394";"3";"0";"391";"82";"8";"11";"21";"7";"71";"181";"7";"3";"-";"-";"-";"-";"-"
"561010";"561010";"53";"7";"2";"197";"179";"1";"1";"177";"36";"5";"8";"13";"1";"30";"80";"4";"0";"-";"-";"-";"-";"-"
"561011";"561011";"52";"7";"2";"3024";"2656";"10";"6";"2640";"688";"81";"228";"304";"18";"358";"893";"40";"30";"-";"-";"-";"-";"-"
"561012";"561012";"53";"7";"2";"1550";"1400";"14";"1";"1385";"341";"36";"135";"111";"0";"201";"542";"13";"6";"-";"-";"-";"-";"-"
"561013";"561013";"53";"7";"2";"392";"360";"1";"0";"359";"95";"4";"26";"35";"3";"46";"139";"6";"5";"-";"-";"-";"-";"-"
"561014";"561014";"53";"7";"2";"178";"157";"0";"0";"157";"19";"3";"6";"14";"0";"35";"76";"3";"1";"-";"-";"-";"-";"-"
"561015";"561015";"52";"7";"2";"5454";"4794";"23";"9";"4762";"1314";"127";"350";"543";"44";"765";"1499";"80";"40";"-";"-";"-";"-";"-"
"561016";"561016";"53";"7";"2";"5166";"4657";"12";"10";"4635";"1051";"160";"506";"349";"17";"609";"1838";"87";"18";"-";"-";"-";"-";"-"
"561017";"561017";"53";"7";"2";"933";"846";"3";"2";"841";"204";"21";"60";"71";"5";"124";"334";"15";"7";"-";"-";"-";"-";"-"
"561018";"561018";"53";"7";"2";"413";"371";"0";"4";"367";"81";"6";"28";"32";"1";"55";"157";"4";"3";"-";"-";"-";"-";"-"
"561019";"561019";"53";"7";"2";"233";"199";"2";"0";"197";"45";"7";"8";"15";"3";"35";"82";"0";"2";"-";"-";"-";"-";"-"
"561020";"561020";"53";"7";"2";"2134";"1917";"15";"6";"1896";"544";"50";"145";"179";"8";"269";"656";"32";"13";"-";"-";"-";"-";"-"
"561021";"561021";"52";"7";"2";"2862";"2283";"7";"5";"2271";"807";"41";"109";"307";"26";"368";"562";"31";"20";"-";"-";"-";"-";"-"
"561022";"561022";"52";"7";"2";"2574";"2162";"17";"6";"2139";"570";"35";"130";"228";"11";"383";"734";"37";"11";"-";"-";"-";"-";"-"
"561023";"561023";"52";"7";"2";"2946";"2583";"15";"2";"2566";"870";"51";"142";"320";"16";"416";"685";"46";"20";"-";"-";"-";"-";"-"
"561024";"561024";"53";"7";"2";"2509";"2159";"13";"7";"2139";"602";"59";"184";"235";"21";"320";"677";"33";"8";"-";"-";"-";"-";"-"
"561025";"561025";"53";"7";"2";"5351";"4626";"27";"15";"4584";"1178";"163";"333";"414";"41";"658";"1700";"70";"27";"-";"-";"-";"-";"-"
"561026";"561026";"53";"7";"2";"895";"814";"7";"3";"804";"171";"28";"68";"97";"11";"111";"293";"15";"10";"-";"-";"-";"-";"-"
"561028";"561028";"53";"7";"2";"6844";"5845";"34";"19";"5792";"1452";"250";"411";"1057";"24";"600";"1815";"87";"96";"-";"-";"-";"-";"-"
"561029";"561029";"53";"7";"2";"576";"520";"6";"0";"514";"119";"14";"30";"56";"6";"40";"231";"10";"8";"-";"-";"-";"-";"-"
"561030";"561030";"53";"7";"2";"418";"360";"1";"1";"358";"63";"9";"24";"35";"4";"54";"164";"3";"2";"-";"-";"-";"-";"-"
"561031";"561031";"53";"7";"2";"212";"187";"2";"0";"185";"32";"4";"11";"17";"1";"22";"94";"3";"1";"-";"-";"-";"-";"-"
"561032";"561032";"53";"7";"2";"1507";"1294";"5";"5";"1284";"290";"56";"59";"155";"19";"148";"517";"25";"15";"-";"-";"-";"-";"-"
"561033";"561033";"53";"7";"2";"1388";"1232";"7";"6";"1219";"220";"37";"71";"135";"7";"211";"515";"18";"5";"-";"-";"-";"-";"-"
"561034";"561034";"53";"7";"2";"197";"161";"0";"0";"161";"12";"5";"13";"15";"0";"14";"97";"1";"4";"-";"-";"-";"-";"-"
"561035";"561035";"53";"7";"2";"39";"30";"1";"0";"29";"3";"3";"1";"1";"0";"5";"16";"0";"0";"-";"-";"-";"-";"-"
"561036";"561036";"53";"7";"2";"166";"147";"1";"0";"146";"24";"11";"7";"7";"0";"22";"72";"2";"1";"-";"-";"-";"-";"-"
"561037";"561037";"53";"7";"2";"470";"439";"4";"0";"435";"86";"9";"44";"40";"3";"72";"176";"2";"3";"-";"-";"-";"-";"-"
"561038";"561038";"53";"7";"2";"484";"431";"0";"1";"430";"67";"19";"19";"46";"2";"72";"191";"10";"4";"-";"-";"-";"-";"-"
"561039";"561039";"53";"7";"2";"354";"292";"1";"2";"289";"55";"5";"17";"21";"1";"47";"136";"5";"2";"-";"-";"-";"-";"-"
"561040";"561040";"53";"7";"2";"1856";"1597";"14";"6";"1577";"300";"78";"102";"140";"27";"259";"640";"25";"6";"-";"-";"-";"-";"-"
"561041";"561041";"53";"7";"2";"502";"451";"6";"1";"444";"95";"14";"31";"49";"1";"56";"183";"9";"6";"-";"-";"-";"-";"-"
"561042";"561042";"53";"7";"2";"713";"658";"4";"4";"650";"141";"29";"52";"86";"1";"80";"240";"13";"8";"-";"-";"-";"-";"-"
"561050";"561050";"53";"7";"2";"544";"481";"3";"0";"478";"96";"18";"37";"73";"2";"57";"181";"13";"1";"-";"-";"-";"-";"-"
"561060";"561060";"53";"7";"2";"858";"734";"4";"4";"726";"134";"31";"45";"46";"5";"144";"310";"10";"1";"-";"-";"-";"-";"-"
"563001";"563001";"52";"7";"2";"2182";"1977";"14";"6";"1957";"457";"77";"155";"319";"12";"286";"557";"52";"42";"-";"-";"-";"-";"-"
"563002";"563002";"52";"7";"2";"283";"259";"2";"1";"256";"58";"15";"30";"58";"1";"24";"60";"6";"4";"-";"-";"-";"-";"-"
"573001";"573001";"54";"7";"2";"9973";"8402";"35";"18";"8349";"2108";"243";"699";"701";"36";"1187";"3190";"136";"49";"-";"-";"-";"-";"-"
"573004";"573004";"54";"7";"2";"826";"765";"6";"0";"759";"157";"22";"48";"72";"5";"90";"348";"11";"6";"-";"-";"-";"-";"-"
"573005";"573005";"54";"7";"2";"600";"540";"0";"1";"539";"86";"20";"30";"39";"6";"67";"279";"10";"2";"-";"-";"-";"-";"-"
"573006";"573006";"54";"7";"2";"649";"578";"2";"1";"575";"69";"26";"45";"31";"6";"74";"314";"9";"1";"-";"-";"-";"-";"-"
"573007";"573007";"54";"7";"2";"1073";"982";"2";"0";"980";"219";"44";"87";"58";"7";"112";"434";"16";"3";"-";"-";"-";"-";"-"
"573008";"573008";"54";"7";"2";"878";"776";"5";"0";"771";"118";"29";"38";"61";"6";"115";"397";"7";"0";"-";"-";"-";"-";"-"
"573009";"573009";"54";"7";"2";"994";"888";"4";"1";"883";"144";"26";"64";"69";"9";"102";"450";"15";"4";"-";"-";"-";"-";"-"
"573010";"573010";"54";"7";"2";"1040";"901";"8";"1";"892";"119";"44";"49";"55";"19";"130";"458";"11";"7";"-";"-";"-";"-";"-"
"573013";"573013";"54";"7";"2";"1775";"1509";"8";"3";"1498";"258";"44";"98";"116";"9";"225";"706";"21";"21";"-";"-";"-";"-";"-"
"573014";"573014";"54";"7";"2";"616";"542";"3";"0";"539";"78";"18";"61";"35";"13";"71";"250";"8";"5";"-";"-";"-";"-";"-"
"573015";"573015";"54";"7";"2";"1217";"1072";"9";"1";"1062";"162";"31";"68";"78";"9";"141";"549";"21";"3";"-";"-";"-";"-";"-"
"573018";"573018";"54";"7";"2";"2744";"2395";"14";"9";"2372";"489";"72";"149";"201";"13";"355";"1050";"36";"7";"-";"-";"-";"-";"-"
"573019";"573019";"54";"7";"2";"438";"381";"0";"0";"381";"62";"13";"30";"24";"1";"66";"179";"3";"3";"-";"-";"-";"-";"-"
"573022";"573022";"54";"7";"2";"879";"791";"6";"1";"784";"114";"21";"57";"58";"13";"130";"377";"13";"1";"-";"-";"-";"-";"-"
"573023";"573023";"54";"7";"2";"1210";"1071";"9";"3";"1059";"161";"37";"43";"80";"12";"151";"550";"12";"13";"-";"-";"-";"-";"-"
"573024";"573024";"54";"7";"2";"522";"458";"3";"0";"455";"43";"8";"35";"44";"3";"69";"236";"11";"6";"-";"-";"-";"-";"-"
"573026";"573026";"54";"7";"2";"1041";"939";"3";"2";"934";"140";"24";"68";"53";"10";"125";"498";"12";"4";"-";"-";"-";"-";"-"
"573027";"573027";"54";"7";"2";"831";"677";"2";"1";"674";"85";"14";"42";"38";"10";"90";"381";"12";"2";"-";"-";"-";"-";"-"
"573028";"573028";"54";"7";"2";"1010";"918";"4";"3";"911";"143";"26";"70";"65";"10";"104";"476";"13";"4";"-";"-";"-";"-";"-"
"573030";"573030";"54";"7";"2";"4495";"3942";"18";"3";"3921";"522";"220";"266";"260";"172";"576";"1840";"54";"11";"-";"-";"-";"-";"-"
"573031";"573031";"54";"7";"2";"1523";"1329";"13";"1";"1315";"192";"48";"92";"107";"12";"184";"655";"18";"7";"-";"-";"-";"-";"-"
"573032";"573032";"54";"7";"2";"1428";"1217";"4";"8";"1205";"234";"46";"82";"106";"26";"186";"491";"23";"11";"-";"-";"-";"-";"-"
"573033";"573033";"54";"7";"2";"628";"567";"3";"0";"564";"62";"30";"40";"50";"14";"60";"297";"10";"1";"-";"-";"-";"-";"-"
"575001";"575001";"55";"7";"2";"4177";"3561";"16";"6";"3539";"881";"93";"314";"319";"8";"477";"1391";"37";"19";"-";"-";"-";"-";"-"
"575051";"575051";"55";"7";"2";"679";"557";"4";"1";"552";"106";"11";"32";"43";"1";"123";"226";"9";"1";"-";"-";"-";"-";"-"
"575052";"575052";"55";"7";"2";"2769";"2325";"12";"7";"2306";"490";"78";"153";"227";"15";"385";"906";"34";"18";"-";"-";"-";"-";"-"
"575053";"575053";"55";"7";"2";"871";"736";"3";"1";"732";"97";"18";"58";"48";"4";"131";"353";"19";"4";"-";"-";"-";"-";"-"
"575054";"575054";"55";"7";"2";"918";"784";"2";"0";"782";"115";"22";"47";"46";"9";"123";"403";"14";"3";"-";"-";"-";"-";"-"
"575055";"575055";"55";"7";"2";"438";"382";"2";"1";"379";"57";"10";"30";"40";"2";"67";"166";"5";"2";"-";"-";"-";"-";"-"
"575056";"575056";"55";"7";"2";"2649";"2280";"24";"3";"2253";"424";"69";"174";"196";"28";"310";"999";"37";"16";"-";"-";"-";"-";"-"
"575057";"575057";"55";"7";"2";"754";"655";"5";"2";"648";"95";"20";"46";"66";"14";"87";"297";"13";"10";"-";"-";"-";"-";"-"
"575058";"575058";"55";"7";"2";"1880";"1630";"15";"9";"1606";"326";"53";"105";"153";"16";"244";"669";"33";"7";"-";"-";"-";"-";"-"
"575059";"575059";"55";"7";"2";"564";"506";"6";"0";"500";"55";"15";"33";"36";"1";"76";"267";"14";"3";"-";"-";"-";"-";"-"
"575060";"575060";"55";"7";"2";"1348";"1157";"6";"4";"1147";"225";"25";"76";"95";"9";"216";"464";"34";"3";"-";"-";"-";"-";"-"
"575061";"575061";"55";"7";"2";"378";"325";"0";"0";"325";"47";"13";"31";"16";"6";"50";"155";"7";"0";"-";"-";"-";"-";"-"
"575062";"575062";"55";"7";"2";"614";"535";"6";"3";"526";"94";"12";"38";"64";"3";"64";"240";"10";"1";"-";"-";"-";"-";"-"
"575063";"575063";"55";"7";"2";"6669";"5607";"38";"17";"5552";"1616";"209";"512";"538";"41";"773";"1737";"102";"24";"-";"-";"-";"-";"-"
"575064";"575064";"55";"7";"2";"496";"446";"4";"1";"441";"59";"16";"37";"42";"0";"72";"198";"14";"3";"-";"-";"-";"-";"-"
"575065";"575065";"55";"7";"2";"1816";"1649";"16";"3";"1630";"325";"88";"169";"163";"1";"174";"652";"49";"9";"-";"-";"-";"-";"-"
"575066";"575066";"55";"7";"2";"1065";"954";"6";"2";"946";"179";"35";"61";"118";"9";"141";"381";"17";"5";"-";"-";"-";"-";"-"
"575067";"575067";"55";"7";"2";"1096";"962";"8";"0";"954";"223";"22";"89";"81";"9";"148";"364";"14";"4";"-";"-";"-";"-";"-"
"575068";"575068";"55";"7";"2";"1551";"1309";"4";"4";"1301";"220";"41";"96";"102";"18";"262";"526";"31";"5";"-";"-";"-";"-";"-"
"580001";"580001";"50";"7";"2";"758";"634";"5";"0";"629";"134";"20";"75";"47";"2";"114";"216";"15";"6";"-";"-";"-";"-";"-"
"580002";"580002";"50";"7";"2";"1374";"1136";"6";"1";"1129";"228";"25";"182";"90";"9";"191";"387";"14";"3";"-";"-";"-";"-";"-"
"580003";"580003";"50";"7";"2";"1316";"1092";"6";"6";"1080";"237";"16";"150";"86";"0";"211";"361";"10";"9";"-";"-";"-";"-";"-"
"580004";"580004";"50";"7";"2";"1097";"916";"5";"3";"908";"168";"16";"126";"70";"0";"224";"288";"15";"1";"-";"-";"-";"-";"-"
"580005";"580005";"50";"7";"2";"948";"830";"1";"1";"828";"124";"16";"177";"60";"4";"142";"284";"20";"1";"-";"-";"-";"-";"-"
"580006";"580006";"50";"7";"2";"371";"322";"3";"1";"318";"50";"9";"27";"14";"0";"53";"159";"6";"0";"-";"-";"-";"-";"-"
"580007";"580007";"50";"7";"2";"1072";"940";"6";"4";"930";"164";"19";"95";"52";"5";"192";"380";"21";"2";"-";"-";"-";"-";"-"
"580008";"580008";"50";"7";"2";"1567";"1298";"10";"6";"1282";"225";"19";"88";"84";"45";"220";"578";"14";"9";"-";"-";"-";"-";"-"
"580009";"580009";"50";"7";"2";"682";"588";"0";"0";"588";"69";"16";"28";"48";"4";"129";"286";"3";"5";"-";"-";"-";"-";"-"
"580010";"580010";"50";"7";"2";"370";"318";"4";"0";"314";"43";"10";"20";"14";"4";"46";"170";"6";"1";"-";"-";"-";"-";"-"
"580011";"580011";"50";"7";"2";"253";"203";"2";"0";"201";"29";"3";"16";"13";"1";"28";"108";"1";"2";"-";"-";"-";"-";"-"
"580012";"580012";"50";"7";"2";"990";"846";"9";"2";"835";"157";"20";"69";"42";"3";"173";"364";"6";"1";"-";"-";"-";"-";"-"
"580013";"580013";"50";"7";"2";"456";"408";"1";"1";"406";"83";"14";"24";"39";"0";"69";"171";"4";"2";"-";"-";"-";"-";"-"
"580014";"580014";"50";"7";"2";"986";"852";"2";"3";"847";"191";"27";"56";"61";"2";"146";"349";"11";"4";"-";"-";"-";"-";"-"
"580015";"580015";"50";"7";"2";"684";"579";"2";"1";"576";"92";"17";"35";"48";"1";"125";"244";"10";"4";"-";"-";"-";"-";"-"
"580016";"580016";"50";"7";"2";"474";"409";"4";"2";"403";"88";"12";"18";"19";"2";"74";"182";"7";"1";"-";"-";"-";"-";"-"
"580017";"580017";"50";"7";"2";"476";"429";"1";"0";"428";"96";"11";"34";"35";"5";"70";"165";"11";"1";"-";"-";"-";"-";"-"
"580018";"580018";"50";"7";"2";"4627";"3993";"15";"19";"3959";"1051";"107";"299";"247";"34";"685";"1466";"51";"19";"-";"-";"-";"-";"-"
"580019";"580019";"50";"7";"2";"1498";"1326";"10";"4";"1312";"371";"16";"94";"63";"26";"226";"487";"28";"1";"-";"-";"-";"-";"-"
"580020";"580020";"50";"7";"2";"689";"589";"0";"0";"589";"147";"6";"32";"49";"8";"92";"249";"4";"2";"-";"-";"-";"-";"-"
"580021";"580021";"50";"7";"2";"301";"275";"1";"0";"274";"32";"8";"17";"21";"10";"39";"143";"3";"1";"-";"-";"-";"-";"-"
"580022";"580022";"50";"7";"2";"684";"594";"3";"2";"589";"147";"14";"31";"40";"8";"109";"233";"5";"2";"-";"-";"-";"-";"-"
"580023";"580023";"50";"7";"2";"754";"683";"0";"1";"682";"165";"14";"57";"48";"8";"127";"250";"5";"8";"-";"-";"-";"-";"-"
"580024";"580024";"50";"7";"2";"2275";"1869";"11";"8";"1850";"401";"50";"102";"152";"15";"317";"785";"20";"8";"-";"-";"-";"-";"-"
"580025";"580025";"50";"7";"2";"338";"282";"5";"1";"276";"35";"5";"23";"18";"1";"65";"128";"1";"0";"-";"-";"-";"-";"-"
"580026";"580026";"50";"7";"2";"1192";"987";"6";"3";"978";"229";"23";"57";"71";"15";"166";"397";"17";"3";"-";"-";"-";"-";"-"
"580027";"580027";"50";"7";"2";"191";"171";"1";"0";"170";"18";"6";"13";"11";"2";"28";"90";"2";"0";"-";"-";"-";"-";"-"
"580028";"580028";"50";"7";"2";"457";"372";"2";"1";"369";"45";"6";"23";"32";"8";"93";"160";"2";"0";"-";"-";"-";"-";"-"
"580029";"580029";"50";"7";"2";"7093";"5978";"15";"17";"5946";"1478";"282";"482";"657";"45";"879";"1915";"135";"73";"-";"-";"-";"-";"-"
"580030";"580030";"50";"7";"2";"3204";"2732";"14";"11";"2707";"769";"89";"189";"329";"13";"456";"797";"46";"19";"-";"-";"-";"-";"-"
"580031";"580031";"50";"7";"2";"2381";"2180";"4";"11";"2165";"526";"81";"164";"226";"7";"269";"838";"38";"16";"-";"-";"-";"-";"-"
"580032";"580032";"50";"7";"2";"1684";"1483";"6";"3";"1474";"309";"41";"126";"136";"12";"242";"569";"28";"11";"-";"-";"-";"-";"-"
"580033";"580033";"50";"7";"2";"1982";"1635";"2";"5";"1628";"494";"63";"108";"179";"8";"282";"438";"35";"21";"-";"-";"-";"-";"-"
"607001";"607001";"58";"7";"2";"10022";"8310";"34";"29";"8247";"2569";"241";"661";"1323";"100";"1322";"1791";"148";"92";"-";"-";"-";"-";"-"
"607002";"607002";"58";"7";"2";"1158";"1044";"5";"0";"1039";"217";"35";"102";"122";"11";"192";"338";"17";"5";"-";"-";"-";"-";"-"
"607003";"607003";"58";"7";"2";"7155";"6499";"29";"14";"6456";"1434";"236";"753";"660";"50";"928";"2195";"153";"47";"-";"-";"-";"-";"-"
"607004";"607004";"58";"7";"2";"582";"520";"4";"1";"515";"87";"16";"63";"62";"4";"105";"163";"12";"3";"-";"-";"-";"-";"-"
"607005";"607005";"58";"7";"2";"3719";"3317";"18";"3";"3296";"630";"135";"394";"307";"30";"472";"1224";"96";"8";"-";"-";"-";"-";"-"
"607006";"607006";"58";"7";"2";"7424";"6042";"29";"16";"5997";"1868";"146";"428";"884";"41";"1152";"1345";"82";"51";"-";"-";"-";"-";"-"
"607007";"607007";"58";"7";"2";"1428";"1321";"6";"2";"1313";"304";"49";"140";"127";"6";"189";"463";"31";"4";"-";"-";"-";"-";"-"
"607008";"607008";"58";"7";"2";"5310";"4134";"22";"24";"4088";"1125";"103";"327";"806";"37";"722";"831";"75";"62";"-";"-";"-";"-";"-"
"615001";"615001";"71";"8";"3";"4536";"3715";"17";"9";"3689";"1412";"80";"196";"584";"16";"594";"666";"83";"57";"1";"-";"-";"-";"-"
"615002";"615002";"71";"8";"3";"4116";"3207";"23";"3";"3181";"1070";"98";"183";"518";"19";"473";"667";"94";"58";"1";"-";"-";"-";"-"
"615003";"615003";"71";"8";"3";"7012";"5655";"33";"16";"5606";"1578";"231";"540";"787";"26";"733";"1429";"214";"67";"1";"-";"-";"-";"-"
"615004";"615004";"71";"8";"3";"143";"125";"1";"1";"123";"31";"6";"9";"15";"1";"11";"39";"4";"7";"0";"-";"-";"-";"-"
"615005";"615005";"71";"8";"3";"5361";"4340";"21";"18";"4301";"1514";"148";"250";"684";"22";"632";"854";"134";"62";"1";"-";"-";"-";"-"
"615006";"615006";"71";"8";"3";"6793";"6105";"35";"21";"6049";"1741";"191";"512";"557";"27";"964";"1875";"144";"38";"0";"-";"-";"-";"-"
"615007";"615007";"71";"8";"3";"3839";"3499";"20";"4";"3475";"957";"101";"287";"313";"21";"581";"1107";"84";"24";"0";"-";"-";"-";"-"
"615008";"615008";"71";"8";"3";"1366";"1238";"6";"3";"1229";"302";"33";"97";"91";"8";"175";"474";"46";"3";"0";"-";"-";"-";"-"
"615009";"615009";"71";"8";"3";"1692";"1487";"10";"1";"1476";"329";"40";"135";"124";"9";"221";"572";"37";"9";"0";"-";"-";"-";"-"
"615010";"615010";"71";"8";"3";"1862";"1686";"11";"3";"1672";"434";"42";"150";"168";"4";"239";"563";"58";"14";"0";"-";"-";"-";"-"
"615011";"615011";"71";"8";"3";"4316";"4032";"9";"5";"4018";"699";"172";"552";"280";"19";"448";"1595";"213";"40";"0";"-";"-";"-";"-"
"615012";"615012";"71";"8";"3";"3033";"2760";"9";"6";"2745";"735";"91";"257";"237";"11";"374";"953";"75";"12";"0";"-";"-";"-";"-"
"615013";"615013";"71";"8";"3";"3478";"3015";"15";"12";"2988";"666";"128";"257";"199";"37";"468";"1128";"86";"19";"0";"-";"-";"-";"-"
"615014";"615014";"71";"8";"3";"1323";"1187";"6";"2";"1179";"234";"48";"87";"101";"10";"173";"441";"64";"21";"0";"-";"-";"-";"-"
"615015";"615015";"71";"8";"3";"1319";"1185";"1";"2";"1182";"244";"69";"75";"176";"5";"178";"371";"41";"23";"0";"-";"-";"-";"-"
"615016";"615016";"71";"8";"3";"2409";"2141";"13";"7";"2121";"484";"90";"169";"181";"6";"324";"784";"60";"21";"2";"-";"-";"-";"-"
"615017";"615017";"71";"8";"3";"1775";"1585";"11";"3";"1571";"347";"77";"117";"185";"13";"214";"536";"52";"30";"0";"-";"-";"-";"-"
"615018";"615018";"71";"8";"3";"2335";"2072";"7";"9";"2056";"503";"82";"176";"208";"16";"308";"670";"63";"29";"1";"-";"-";"-";"-"
"615019";"615019";"71";"8";"3";"1380";"1252";"5";"1";"1246";"330";"61";"82";"128";"1";"137";"430";"53";"23";"1";"-";"-";"-";"-"
"621001";"621001";"59";"7";"2";"5528";"4551";"15";"11";"4525";"773";"258";"576";"836";"34";"527";"1271";"161";"89";"-";"-";"-";"-";"-"
"621002";"621002";"59";"7";"2";"3625";"2834";"6";"10";"2818";"729";"95";"191";"701";"23";"473";"497";"63";"46";"-";"-";"-";"-";"-"
"621003";"621003";"59";"7";"2";"4266";"3666";"17";"7";"3642";"854";"140";"297";"812";"27";"577";"825";"80";"30";"-";"-";"-";"-";"-"
"621004";"621004";"59";"7";"2";"5550";"5058";"10";"14";"5034";"720";"261";"776";"502";"24";"593";"2001";"141";"16";"-";"-";"-";"-";"-"
"621005";"621005";"59";"7";"2";"3949";"3557";"10";"7";"3540";"642";"173";"369";"467";"14";"500";"1288";"64";"23";"-";"-";"-";"-";"-"
"621006";"621006";"59";"7";"2";"3240";"2909";"19";"8";"2882";"463";"111";"302";"330";"27";"414";"1183";"45";"7";"-";"-";"-";"-";"-"
"621007";"621007";"59";"7";"2";"4090";"3592";"19";"6";"3567";"657";"117";"420";"467";"58";"498";"1262";"65";"23";"-";"-";"-";"-";"-"
"621008";"621008";"60";"7";"2";"4599";"3697";"15";"10";"3672";"853";"124";"279";"843";"14";"626";"807";"84";"42";"-";"-";"-";"-";"-"
"621009";"621009";"60";"7";"2";"6302";"5249";"27";"14";"5208";"1023";"272";"498";"1079";"64";"738";"1341";"119";"74";"-";"-";"-";"-";"-"
"621010";"621010";"60";"7";"2";"4354";"3908";"9";"11";"3888";"835";"126";"381";"661";"88";"616";"1092";"63";"26";"-";"-";"-";"-";"-"
"621011";"621011";"60";"7";"2";"2839";"2617";"5";"3";"2609";"421";"112";"354";"273";"9";"346";"1021";"62";"11";"-";"-";"-";"-";"-"
"621012";"621012";"60";"7";"2";"3327";"2985";"10";"5";"2970";"494";"152";"249";"577";"14";"428";"954";"55";"47";"-";"-";"-";"-";"-"
"621013";"621013";"60";"7";"2";"2540";"2188";"11";"8";"2169";"469";"72";"169";"296";"14";"406";"700";"33";"10";"-";"-";"-";"-";"-"
"621014";"621014";"60";"7";"2";"5490";"4660";"23";"8";"4629";"919";"131";"875";"484";"52";"744";"1327";"79";"18";"-";"-";"-";"-";"-"
"621015";"621015";"60";"7";"2";"4469";"3848";"16";"7";"3825";"755";"123";"337";"434";"50";"655";"1395";"54";"22";"-";"-";"-";"-";"-"
"630001";"630001";"57";"7";"2";"2154";"1741";"6";"5";"1730";"464";"81";"149";"242";"30";"222";"489";"36";"17";"-";"-";"-";"-";"-"
"630002";"630002";"57";"7";"2";"3518";"3103";"14";"6";"3083";"678";"123";"306";"388";"71";"465";"956";"81";"15";"-";"-";"-";"-";"-"
"630003";"630003";"57";"7";"2";"1485";"1362";"2";"4";"1356";"276";"44";"114";"142";"44";"220";"479";"30";"7";"-";"-";"-";"-";"-"
"630004";"630004";"57";"7";"2";"1698";"1477";"6";"5";"1466";"298";"47";"133";"112";"29";"267";"534";"30";"16";"-";"-";"-";"-";"-"
"630005";"630005";"56";"7";"2";"1567";"1424";"5";"2";"1417";"263";"64";"112";"131";"13";"220";"583";"23";"8";"-";"-";"-";"-";"-"
"630006";"630006";"57";"7";"2";"2651";"2252";"8";"5";"2239";"339";"96";"215";"237";"20";"314";"952";"48";"18";"-";"-";"-";"-";"-"
"630007";"630007";"57";"7";"2";"726";"672";"0";"0";"672";"126";"19";"59";"44";"12";"150";"235";"23";"4";"-";"-";"-";"-";"-"
"630008";"630008";"56";"7";"2";"1230";"1099";"5";"4";"1090";"122";"49";"94";"90";"10";"196";"489";"31";"9";"-";"-";"-";"-";"-"
"630009";"630009";"56";"7";"2";"1527";"1429";"6";"7";"1416";"277";"60";"152";"135";"20";"177";"524";"52";"19";"-";"-";"-";"-";"-"
"630010";"630010";"57";"7";"2";"898";"817";"3";"3";"811";"144";"38";"81";"73";"9";"146";"288";"22";"10";"-";"-";"-";"-";"-"
"630011";"630011";"57";"7";"2";"3496";"3196";"14";"14";"3168";"595";"148";"406";"288";"20";"460";"1147";"91";"13";"-";"-";"-";"-";"-"
"630012";"630012";"57";"7";"2";"2490";"2280";"6";"9";"2265";"363";"128";"346";"244";"15";"274";"799";"78";"18";"-";"-";"-";"-";"-"
"630013";"630013";"57";"7";"2";"2232";"1853";"12";"7";"1834";"519";"73";"117";"304";"16";"314";"394";"48";"49";"-";"-";"-";"-";"-"
"630014";"630014";"56";"7";"2";"1166";"1038";"6";"2";"1030";"169";"61";"100";"92";"8";"167";"399";"31";"3";"-";"-";"-";"-";"-"
"630015";"630015";"57";"7";"2";"1397";"1266";"2";"4";"1260";"265";"53";"115";"128";"15";"206";"443";"25";"10";"-";"-";"-";"-";"-"
