"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1984 - Stemmeberettigede";"FV1984 - Afgivne stemmer";"FV1984 - Blanke stemmer";"FV1984 - Andre ugyldige stemmer";"FV1984 - Gyldige stemmer";"FV1984 - A. Socialdemokratiet";"FV1984 - B. Det Radikale Venstre";"FV1984 - C. Det Konservative Folkeparti";"FV1984 - E. Danmarks Retsforbund";"FV1984 - F. Socialistisk Folkeparti";"FV1984 - I. Internationalen";"FV1984 - K. Danmarks Kommunistiske Parti";"FV1984 - L. Marxistisk-Leninistisk Parti";"FV1984 - M. Centrum-Demokraterne";"FV1984 - Q. Kristeligt Folkeparti";"FV1984 - V. Venstre, Danmarks Liberale Parti";"FV1984 - Y. Venstresocialisterne";"FV1984 - Z. Fremskridtspartiet";"FV1984 - 1. Uden for partierne";"FV1984 - 2. Uden for partierne";"FV1984 - 3. Uden for partierne"
"533004";"533004";"62";"11";"3";"924";"804";"9";"0";"795";"281";"29";"217";"7";"43";"1";"2";"0";"44";"22";"113";"4";"32";"-";"-";"-"
"535001";"535001";"62";"11";"3";"2077";"1909";"7";"1";"1901";"545";"111";"583";"20";"98";"0";"2";"0";"106";"38";"293";"13";"92";"-";"-";"-"
"535002";"535002";"62";"11";"3";"1356";"1146";"5";"1";"1140";"324";"54";"330";"14";"64";"0";"4";"0";"62";"23";"195";"7";"63";"-";"-";"-"
"535003";"535003";"62";"11";"3";"928";"756";"7";"0";"749";"221";"39";"186";"9";"55";"0";"3";"0";"36";"9";"148";"4";"39";"-";"-";"-"
"535004";"535004";"62";"11";"3";"522";"451";"3";"4";"444";"95";"14";"132";"5";"8";"0";"1";"0";"19";"36";"91";"1";"42";"-";"-";"-"
"537001";"537001";"61";"11";"3";"6793";"5704";"56";"15";"5633";"2012";"211";"1651";"79";"577";"8";"23";"3";"205";"168";"376";"103";"217";"-";"-";"-"
"537002";"537002";"61";"11";"3";"3732";"3294";"20";"9";"3265";"1027";"190";"1022";"69";"324";"2";"13";"0";"136";"73";"266";"45";"98";"-";"-";"-"
"537003";"537003";"61";"11";"3";"3662";"3216";"21";"9";"3186";"1545";"134";"729";"47";"223";"3";"12";"1";"125";"69";"182";"20";"96";"-";"-";"-"
"537004";"537004";"61";"11";"3";"2373";"2113";"10";"2";"2101";"576";"121";"774";"25";"140";"0";"5";"1";"103";"53";"191";"15";"97";"-";"-";"-"
"537005";"537005";"61";"11";"3";"3591";"3185";"22";"7";"3156";"1105";"162";"872";"47";"220";"4";"20";"0";"142";"74";"356";"39";"115";"-";"-";"-"
"537006";"537006";"61";"11";"3";"1137";"1007";"5";"4";"998";"321";"51";"300";"11";"63";"1";"2";"0";"57";"14";"116";"6";"56";"-";"-";"-"
"539001";"539001";"64";"11";"3";"2018";"1736";"11";"8";"1717";"468";"67";"567";"19";"89";"0";"3";"0";"127";"71";"184";"5";"117";"-";"-";"-"
"539002";"539002";"64";"11";"3";"415";"358";"0";"0";"358";"53";"6";"117";"1";"8";"0";"0";"0";"24";"14";"103";"1";"31";"-";"-";"-"
"539003";"539003";"64";"11";"3";"1210";"1045";"9";"3";"1033";"284";"37";"274";"8";"56";"1";"5";"0";"31";"71";"179";"16";"71";"-";"-";"-"
"539004";"539004";"64";"11";"3";"240";"223";"2";"0";"221";"19";"17";"56";"1";"13";"0";"0";"0";"8";"10";"76";"2";"19";"-";"-";"-"
"539006";"539006";"64";"11";"3";"611";"545";"6";"3";"536";"67";"18";"187";"3";"26";"0";"3";"0";"25";"33";"107";"4";"63";"-";"-";"-"
"539008";"539008";"64";"11";"3";"809";"698";"3";"2";"693";"172";"16";"173";"4";"19";"0";"1";"0";"31";"41";"175";"7";"54";"-";"-";"-"
"539009";"539009";"64";"11";"3";"778";"677";"2";"1";"674";"108";"27";"197";"1";"17";"0";"3";"0";"46";"32";"176";"0";"67";"-";"-";"-"
"539010";"539010";"64";"11";"3";"416";"368";"1";"0";"367";"50";"10";"134";"3";"12";"0";"0";"0";"18";"24";"83";"0";"33";"-";"-";"-"
"539105";"539105";"64";"11";"3";"895";"744";"5";"0";"739";"124";"23";"248";"3";"17";"0";"0";"0";"45";"130";"90";"2";"57";"-";"-";"-"
"541005";"541005";"63";"11";"3";"706";"638";"2";"1";"635";"144";"26";"160";"6";"20";"0";"5";"0";"23";"26";"181";"5";"39";"-";"-";"-"
"541006";"541006";"63";"11";"3";"238";"215";"2";"0";"213";"40";"5";"57";"0";"5";"0";"0";"0";"11";"14";"65";"0";"16";"-";"-";"-"
"541007";"541007";"63";"11";"3";"831";"721";"3";"3";"715";"194";"24";"238";"2";"37";"1";"8";"0";"19";"33";"106";"13";"40";"-";"-";"-"
"541008";"541008";"63";"11";"3";"924";"836";"7";"2";"827";"259";"23";"216";"8";"54";"0";"1";"0";"28";"17";"178";"9";"34";"-";"-";"-"
"541009";"541009";"63";"11";"3";"154";"142";"1";"0";"141";"30";"2";"32";"0";"8";"0";"0";"0";"1";"11";"49";"1";"7";"-";"-";"-"
"541010";"541010";"63";"11";"3";"293";"258";"1";"1";"256";"62";"15";"79";"1";"12";"0";"0";"0";"18";"4";"47";"2";"16";"-";"-";"-"
"541011";"541011";"63";"11";"3";"121";"107";"0";"0";"107";"13";"2";"32";"4";"1";"0";"0";"0";"9";"5";"37";"1";"3";"-";"-";"-"
"541103";"541103";"63";"11";"3";"2619";"2199";"15";"5";"2179";"753";"80";"587";"25";"202";"1";"2";"0";"120";"56";"272";"41";"40";"-";"-";"-"
"541107";"541107";"63";"11";"3";"3536";"3056";"27";"3";"3026";"827";"124";"875";"37";"314";"1";"21";"0";"147";"118";"385";"80";"97";"-";"-";"-"
"543003";"543003";"65";"11";"3";"905";"818";"5";"4";"809";"218";"33";"229";"10";"39";"0";"0";"0";"68";"28";"142";"3";"39";"-";"-";"-"
"543004";"543004";"65";"11";"3";"1057";"962";"4";"0";"958";"290";"29";"279";"12";"52";"1";"2";"0";"26";"16";"197";"3";"51";"-";"-";"-"
"543005";"543005";"65";"11";"3";"498";"457";"2";"1";"454";"123";"15";"96";"4";"23";"1";"2";"0";"22";"21";"117";"3";"27";"-";"-";"-"
"543006";"543006";"65";"11";"3";"427";"381";"3";"0";"378";"92";"15";"87";"2";"9";"0";"1";"0";"15";"17";"111";"1";"28";"-";"-";"-"
"543007";"543007";"65";"11";"3";"1010";"896";"4";"2";"890";"167";"39";"250";"24";"24";"0";"4";"0";"35";"30";"253";"4";"60";"-";"-";"-"
"543008";"543008";"65";"11";"3";"535";"475";"3";"0";"472";"110";"12";"107";"5";"24";"0";"0";"0";"12";"30";"139";"1";"32";"-";"-";"-"
"543009";"543009";"65";"11";"3";"1189";"1056";"5";"1";"1050";"307";"29";"222";"9";"38";"0";"0";"0";"42";"83";"253";"1";"66";"-";"-";"-"
"543010";"543010";"65";"11";"3";"713";"637";"2";"1";"634";"155";"20";"185";"3";"20";"0";"2";"0";"33";"26";"130";"3";"57";"-";"-";"-"
"543011";"543011";"65";"11";"3";"1130";"983";"5";"3";"975";"343";"30";"240";"9";"53";"0";"10";"0";"42";"31";"118";"2";"97";"-";"-";"-"
"543101";"543101";"65";"11";"3";"4933";"4321";"40";"5";"4276";"1477";"165";"1311";"49";"259";"1";"13";"1";"234";"109";"387";"22";"248";"-";"-";"-"
"545001";"545001";"60";"11";"3";"7106";"6119";"42";"12";"6065";"1935";"274";"1903";"71";"465";"3";"27";"1";"268";"184";"543";"130";"261";"-";"-";"-"
"545002";"545002";"60";"11";"3";"3058";"2700";"14";"6";"2680";"1179";"109";"612";"23";"207";"0";"10";"1";"73";"92";"225";"39";"110";"-";"-";"-"
"545003";"545003";"60";"11";"3";"2284";"2054";"9";"7";"2038";"573";"113";"584";"15";"117";"0";"7";"1";"94";"29";"370";"29";"106";"-";"-";"-"
"545005";"545005";"60";"11";"3";"1665";"1473";"9";"6";"1458";"414";"73";"436";"11";"79";"0";"1";"0";"61";"29";"235";"24";"95";"-";"-";"-"
"545006";"545006";"60";"11";"3";"1644";"1410";"12";"3";"1395";"582";"78";"309";"8";"134";"1";"8";"1";"45";"26";"106";"29";"68";"-";"-";"-"
"545104";"545104";"60";"11";"3";"21";"21";"0";"0";"21";"1";"0";"8";"0";"0";"0";"0";"0";"0";"1";"11";"0";"0";"-";"-";"-"
"551001";"551001";"69";"12";"3";"3266";"2992";"32";"3";"2957";"497";"182";"1028";"45";"145";"1";"3";"1";"193";"142";"538";"15";"167";"-";"-";"-"
"551003";"551003";"69";"12";"3";"1227";"1081";"6";"1";"1074";"243";"54";"211";"23";"64";"0";"2";"0";"31";"106";"244";"7";"89";"-";"-";"-"
"551102";"551102";"69";"12";"3";"255";"230";"0";"0";"230";"31";"7";"47";"1";"6";"0";"0";"0";"10";"42";"55";"1";"30";"-";"-";"-"
"553001";"553001";"66";"12";"3";"320";"299";"2";"0";"297";"44";"8";"63";"5";"13";"0";"1";"0";"14";"33";"90";"3";"23";"-";"-";"-"
"553002";"553002";"66";"12";"3";"336";"299";"2";"0";"297";"43";"12";"69";"2";"11";"0";"0";"0";"24";"12";"100";"2";"22";"-";"-";"-"
"553003";"553003";"66";"12";"3";"433";"387";"1";"0";"386";"68";"20";"102";"3";"18";"1";"0";"0";"32";"12";"104";"1";"25";"-";"-";"-"
"553004";"553004";"66";"12";"3";"453";"415";"0";"0";"415";"50";"23";"79";"1";"9";"0";"0";"0";"18";"14";"196";"4";"21";"-";"-";"-"
"553006";"553006";"66";"12";"3";"723";"645";"7";"2";"636";"67";"24";"125";"3";"29";"0";"0";"0";"26";"23";"290";"4";"45";"-";"-";"-"
"553007";"553007";"66";"12";"3";"1108";"978";"5";"1";"972";"134";"43";"269";"9";"35";"1";"1";"0";"53";"60";"317";"10";"40";"-";"-";"-"
"553008";"553008";"66";"12";"3";"258";"236";"1";"0";"235";"36";"8";"53";"6";"8";"0";"1";"0";"17";"9";"79";"0";"18";"-";"-";"-"
"553009";"553009";"66";"12";"3";"1246";"1130";"4";"1";"1125";"131";"55";"232";"12";"41";"0";"1";"0";"61";"64";"428";"7";"93";"-";"-";"-"
"555001";"555001";"66";"12";"3";"1813";"1611";"11";"1";"1599";"358";"61";"461";"31";"77";"1";"0";"0";"119";"40";"367";"16";"68";"-";"-";"-"
"555002";"555002";"66";"12";"3";"413";"354";"5";"1";"348";"51";"14";"66";"6";"23";"0";"2";"0";"24";"18";"112";"3";"29";"-";"-";"-"
"555003";"555003";"66";"12";"3";"47";"42";"0";"0";"42";"3";"2";"11";"0";"3";"0";"0";"0";"0";"1";"18";"0";"4";"-";"-";"-"
"555004";"555004";"66";"12";"3";"253";"210";"2";"0";"208";"41";"9";"50";"3";"14";"0";"0";"0";"7";"6";"64";"2";"12";"-";"-";"-"
"555005";"555005";"66";"12";"3";"123";"108";"1";"0";"107";"18";"3";"23";"1";"4";"0";"0";"1";"6";"9";"27";"1";"14";"-";"-";"-"
"557010";"557010";"68";"12";"3";"4652";"3998";"31";"9";"3958";"1058";"240";"1073";"43";"292";"0";"6";"0";"209";"169";"674";"31";"163";"-";"-";"-"
"557020";"557020";"68";"12";"3";"825";"762";"6";"0";"756";"160";"39";"217";"17";"51";"1";"1";"1";"34";"16";"178";"5";"36";"-";"-";"-"
"557030";"557030";"68";"12";"3";"456";"410";"1";"1";"408";"43";"27";"109";"3";"21";"0";"0";"0";"17";"10";"152";"4";"22";"-";"-";"-"
"557040";"557040";"68";"12";"3";"1810";"1607";"10";"3";"1594";"328";"108";"362";"23";"82";"0";"2";"1";"87";"79";"421";"7";"94";"-";"-";"-"
"557050";"557050";"68";"12";"3";"525";"484";"1";"1";"482";"59";"39";"115";"3";"31";"2";"3";"0";"28";"15";"153";"11";"23";"-";"-";"-"
"557060";"557060";"68";"12";"3";"839";"724";"2";"1";"721";"103";"47";"146";"3";"38";"0";"0";"0";"42";"61";"211";"5";"65";"-";"-";"-"
"559002";"559002";"69";"12";"3";"444";"382";"4";"0";"378";"64";"19";"76";"8";"29";"0";"0";"0";"27";"9";"122";"2";"22";"-";"-";"-"
"559003";"559003";"69";"12";"3";"675";"588";"2";"1";"585";"75";"30";"72";"16";"30";"0";"0";"0";"67";"34";"195";"5";"61";"-";"-";"-"
"559101";"559101";"69";"12";"3";"3318";"2918";"17";"1";"2900";"723";"138";"717";"28";"130";"3";"4";"1";"237";"72";"668";"17";"162";"-";"-";"-"
"561001";"561001";"67";"12";"3";"6260";"5305";"41";"9";"5255";"1850";"172";"1310";"85";"648";"1";"36";"1";"143";"192";"568";"104";"145";"-";"-";"-"
"561002";"561002";"67";"12";"3";"4093";"3432";"25";"11";"3396";"1143";"153";"815";"58";"453";"2";"40";"0";"85";"121";"338";"89";"99";"-";"-";"-"
"561003";"561003";"67";"12";"3";"2823";"2362";"13";"5";"2344";"1279";"63";"394";"31";"225";"5";"14";"0";"40";"60";"167";"23";"43";"-";"-";"-"
"561004";"561004";"67";"12";"3";"3479";"3010";"16";"9";"2985";"1416";"110";"524";"45";"389";"1";"20";"0";"106";"51";"185";"59";"79";"-";"-";"-"
"561005";"561005";"67";"12";"3";"5827";"4928";"21";"7";"4900";"2194";"181";"892";"78";"635";"2";"41";"2";"147";"106";"409";"72";"141";"-";"-";"-"
"561006";"561006";"67";"12";"3";"4955";"4381";"24";"3";"4354";"1759";"185";"906";"74";"521";"1";"32";"1";"129";"116";"421";"72";"137";"-";"-";"-"
"561007";"561007";"67";"12";"3";"4384";"3854";"20";"2";"3832";"1737";"117";"712";"77";"449";"2";"37";"6";"136";"72";"286";"63";"138";"-";"-";"-"
"561008";"561008";"67";"12";"3";"1195";"1078";"4";"1";"1073";"193";"56";"299";"17";"57";"0";"1";"0";"50";"41";"294";"5";"60";"-";"-";"-"
"561010";"561010";"67";"12";"3";"231";"202";"3";"1";"198";"33";"12";"39";"1";"12";"0";"1";"0";"14";"6";"67";"1";"12";"-";"-";"-"
"561011";"561011";"67";"12";"3";"5997";"5241";"33";"4";"5204";"1460";"257";"1559";"83";"567";"4";"21";"2";"249";"127";"665";"66";"144";"-";"-";"-"
"561012";"561012";"67";"12";"3";"729";"653";"5";"6";"642";"162";"36";"173";"6";"50";"0";"1";"0";"27";"16";"146";"4";"21";"-";"-";"-"
"561013";"561013";"67";"12";"3";"352";"320";"0";"0";"320";"58";"4";"73";"7";"16";"0";"1";"0";"19";"6";"115";"2";"19";"-";"-";"-"
"561014";"561014";"67";"12";"3";"203";"186";"1";"0";"185";"23";"8";"43";"3";"6";"0";"1";"0";"8";"9";"72";"3";"9";"-";"-";"-"
"561015";"561015";"67";"12";"3";"8009";"6996";"33";"11";"6952";"2041";"299";"2019";"107";"604";"2";"24";"1";"313";"195";"1007";"70";"270";"-";"-";"-"
"561016";"561016";"67";"12";"3";"3238";"2927";"14";"2";"2911";"593";"134";"975";"45";"224";"1";"7";"0";"150";"68";"583";"39";"92";"-";"-";"-"
"561017";"561017";"67";"12";"3";"1408";"1268";"8";"1";"1259";"324";"68";"360";"36";"97";"0";"5";"0";"71";"30";"221";"8";"39";"-";"-";"-"
"561018";"561018";"67";"12";"3";"370";"337";"4";"1";"332";"57";"17";"78";"3";"13";"0";"0";"0";"13";"8";"112";"3";"28";"-";"-";"-"
"561019";"561019";"67";"12";"3";"264";"236";"0";"0";"236";"57";"6";"43";"5";"20";"0";"1";"0";"6";"6";"83";"1";"8";"-";"-";"-"
"561020";"561020";"67";"12";"3";"1736";"1560";"9";"1";"1550";"386";"98";"401";"34";"109";"0";"0";"0";"98";"45";"298";"14";"67";"-";"-";"-"
"561109";"561109";"67";"12";"3";"412";"387";"0";"0";"387";"75";"18";"127";"2";"13";"0";"0";"0";"18";"7";"113";"2";"12";"-";"-";"-"
"561120";"561120";"67";"12";"3";"3289";"2729";"20";"2";"2707";"987";"99";"685";"36";"333";"2";"21";"3";"103";"54";"229";"72";"83";"-";"-";"-"
"563001";"563001";"67";"12";"3";"2029";"1825";"18";"5";"1802";"344";"80";"738";"25";"180";"2";"8";"1";"74";"31";"203";"41";"75";"-";"-";"-"
"563002";"563002";"67";"12";"3";"282";"257";"0";"1";"256";"47";"17";"95";"10";"29";"0";"1";"0";"2";"5";"36";"1";"13";"-";"-";"-"
"565001";"565001";"69";"12";"3";"7408";"6468";"43";"8";"6417";"1584";"302";"1409";"79";"417";"5";"12";"1";"400";"421";"1415";"39";"333";"-";"-";"-"
"565002";"565002";"69";"12";"3";"1859";"1715";"8";"1";"1706";"367";"82";"424";"13";"73";"0";"1";"2";"152";"68";"421";"7";"96";"-";"-";"-"
"565003";"565003";"69";"12";"3";"1641";"1465";"4";"1";"1460";"249";"41";"303";"18";"42";"0";"0";"0";"83";"136";"490";"5";"93";"-";"-";"-"
"565004";"565004";"69";"12";"3";"716";"632";"7";"0";"625";"75";"22";"146";"3";"25";"0";"0";"0";"48";"63";"191";"3";"49";"-";"-";"-"
"565005";"565005";"69";"12";"3";"753";"678";"1";"0";"677";"95";"20";"140";"9";"18";"0";"1";"0";"32";"56";"247";"3";"56";"-";"-";"-"
"567001";"567001";"68";"12";"3";"627";"585";"6";"2";"577";"74";"19";"160";"4";"21";"0";"1";"0";"33";"34";"206";"3";"22";"-";"-";"-"
"567002";"567002";"68";"12";"3";"1176";"1046";"7";"0";"1039";"185";"43";"189";"6";"41";"2";"1";"1";"43";"91";"352";"6";"79";"-";"-";"-"
"567003";"567003";"68";"12";"3";"576";"522";"5";"0";"517";"49";"20";"110";"1";"31";"0";"0";"0";"29";"26";"202";"5";"44";"-";"-";"-"
"567004";"567004";"68";"12";"3";"929";"859";"5";"1";"853";"101";"37";"216";"10";"19";"0";"4";"0";"42";"44";"324";"1";"55";"-";"-";"-"
"567005";"567005";"68";"12";"3";"736";"671";"2";"0";"669";"86";"43";"177";"9";"22";"0";"0";"0";"36";"30";"231";"3";"32";"-";"-";"-"
"567006";"567006";"68";"12";"3";"834";"726";"1";"1";"724";"108";"40";"180";"7";"27";"1";"1";"0";"35";"56";"227";"6";"36";"-";"-";"-"
"567007";"567007";"68";"12";"3";"1101";"1036";"3";"0";"1033";"150";"52";"218";"17";"39";"0";"3";"0";"57";"32";"416";"11";"38";"-";"-";"-"
"569002";"569002";"69";"12";"3";"431";"379";"2";"1";"376";"45";"12";"78";"1";"12";"0";"0";"0";"17";"12";"163";"3";"33";"-";"-";"-"
"569003";"569003";"69";"12";"3";"284";"243";"1";"0";"242";"37";"10";"49";"3";"16";"0";"0";"0";"16";"14";"69";"1";"27";"-";"-";"-"
"569004";"569004";"69";"12";"3";"229";"214";"1";"0";"213";"37";"9";"44";"9";"4";"0";"0";"0";"10";"2";"84";"2";"12";"-";"-";"-"
"569005";"569005";"69";"12";"3";"957";"872";"3";"0";"869";"101";"32";"179";"17";"32";"0";"1";"0";"57";"52";"334";"2";"62";"-";"-";"-"
"569006";"569006";"69";"12";"3";"417";"379";"3";"0";"376";"32";"20";"89";"4";"20";"0";"3";"1";"24";"26";"126";"4";"27";"-";"-";"-"
"569101";"569101";"69";"12";"3";"1509";"1333";"13";"1";"1319";"277";"63";"298";"17";"73";"1";"0";"0";"64";"45";"399";"11";"71";"-";"-";"-"
"569102";"569102";"69";"12";"3";"1178";"1045";"6";"1";"1038";"254";"58";"234";"15";"58";"0";"3";"1";"58";"75";"213";"4";"65";"-";"-";"-"
"571001";"571001";"68";"12";"3";"6518";"5428";"44";"8";"5376";"1573";"291";"1238";"64";"757";"6";"52";"2";"225";"142";"692";"184";"150";"-";"-";"-"
"571002";"571002";"68";"12";"3";"580";"538";"1";"0";"537";"69";"33";"121";"3";"38";"1";"1";"0";"19";"25";"189";"7";"31";"-";"-";"-"
"571003";"571003";"68";"12";"3";"249";"225";"1";"0";"224";"28";"4";"76";"2";"7";"0";"1";"0";"17";"2";"69";"1";"17";"-";"-";"-"
"571004";"571004";"68";"12";"3";"1636";"1429";"8";"0";"1421";"303";"83";"333";"32";"90";"0";"8";"0";"78";"43";"362";"13";"76";"-";"-";"-"
"571005";"571005";"68";"12";"3";"1315";"1194";"8";"0";"1186";"228";"69";"269";"22";"64";"0";"2";"0";"77";"50";"318";"10";"77";"-";"-";"-"
"571006";"571006";"68";"12";"3";"236";"215";"1";"1";"213";"16";"9";"53";"2";"9";"0";"0";"0";"7";"6";"93";"2";"16";"-";"-";"-"
"571007";"571007";"68";"12";"3";"78";"62";"0";"0";"62";"9";"14";"4";"2";"2";"0";"0";"0";"3";"5";"19";"0";"4";"-";"-";"-"
"571008";"571008";"68";"12";"3";"187";"175";"3";"0";"172";"29";"16";"21";"0";"9";"0";"0";"0";"5";"1";"80";"0";"11";"-";"-";"-"
"571009";"571009";"68";"12";"3";"501";"445";"0";"1";"444";"76";"28";"94";"4";"18";"0";"0";"0";"28";"15";"146";"3";"32";"-";"-";"-"
"571010";"571010";"68";"12";"3";"546";"482";"1";"0";"481";"91";"33";"85";"4";"24";"0";"5";"0";"32";"6";"162";"11";"28";"-";"-";"-"
"571011";"571011";"68";"12";"3";"414";"364";"0";"0";"364";"58";"13";"81";"2";"10";"0";"0";"0";"18";"21";"128";"0";"33";"-";"-";"-"
"571013";"571013";"68";"12";"3";"510";"447";"2";"1";"444";"105";"14";"104";"2";"40";"0";"0";"0";"12";"15";"117";"7";"28";"-";"-";"-"
"571014";"571014";"68";"12";"3";"672";"602";"3";"0";"599";"139";"44";"135";"18";"55";"0";"9";"0";"35";"21";"102";"5";"36";"-";"-";"-"
"573001";"573001";"66";"12";"3";"8701";"7649";"46";"10";"7593";"2540";"301";"1811";"94";"542";"1";"11";"3";"369";"209";"1401";"55";"256";"-";"-";"-"
"573006";"573006";"66";"12";"3";"689";"634";"5";"0";"629";"68";"29";"108";"10";"24";"1";"0";"0";"27";"17";"301";"5";"39";"-";"-";"-"
"573007";"573007";"66";"12";"3";"929";"870";"5";"3";"862";"195";"40";"183";"17";"52";"0";"0";"0";"74";"27";"229";"1";"44";"-";"-";"-"
"573008";"573008";"66";"12";"3";"912";"833";"3";"1";"829";"102";"30";"159";"13";"26";"0";"3";"0";"45";"32";"367";"0";"52";"-";"-";"-"
"573009";"573009";"66";"12";"3";"960";"889";"9";"2";"878";"121";"55";"189";"13";"38";"1";"1";"0";"45";"44";"327";"1";"43";"-";"-";"-"
"573011";"573011";"66";"12";"3";"557";"514";"5";"0";"509";"101";"18";"94";"5";"28";"0";"0";"0";"24";"18";"193";"5";"23";"-";"-";"-"
"573012";"573012";"66";"12";"3";"807";"745";"4";"0";"741";"144";"35";"138";"8";"38";"0";"1";"0";"41";"20";"286";"2";"28";"-";"-";"-"
"575001";"575001";"69";"12";"3";"5795";"5106";"39";"1";"5066";"1571";"253";"1385";"81";"334";"2";"6";"1";"234";"126";"866";"37";"170";"-";"-";"-"
"575002";"575002";"69";"12";"3";"461";"433";"5";"0";"428";"67";"26";"67";"11";"34";"0";"1";"0";"18";"12";"144";"14";"34";"-";"-";"-"
"575003";"575003";"69";"12";"3";"1268";"1167";"6";"2";"1159";"204";"133";"244";"22";"101";"0";"2";"0";"54";"17";"311";"23";"48";"-";"-";"-"
"575004";"575004";"69";"12";"3";"1056";"938";"5";"0";"933";"178";"57";"210";"3";"50";"0";"2";"0";"42";"74";"269";"1";"47";"-";"-";"-"
"575005";"575005";"69";"12";"3";"1076";"981";"5";"0";"976";"268";"41";"213";"7";"40";"0";"0";"0";"52";"43";"244";"7";"61";"-";"-";"-"
"575006";"575006";"69";"12";"3";"1160";"1021";"9";"1";"1011";"233";"44";"254";"11";"37";"0";"0";"0";"45";"49";"277";"4";"57";"-";"-";"-"
"575007";"575007";"69";"12";"3";"256";"223";"0";"0";"223";"45";"11";"46";"1";"19";"0";"0";"0";"9";"7";"71";"1";"13";"-";"-";"-"
"575008";"575008";"69";"12";"3";"169";"138";"1";"0";"137";"30";"6";"45";"2";"12";"0";"0";"0";"7";"1";"24";"0";"10";"-";"-";"-"
"577001";"577001";"66";"12";"3";"3778";"3426";"25";"3";"3398";"459";"145";"794";"30";"103";"0";"5";"1";"227";"345";"1093";"13";"183";"-";"-";"-"
"577002";"577002";"66";"12";"3";"299";"279";"0";"0";"279";"20";"9";"41";"0";"4";"0";"0";"0";"7";"16";"161";"1";"20";"-";"-";"-"
"577003";"577003";"66";"12";"3";"1175";"1060";"6";"1";"1053";"173";"55";"222";"11";"58";"0";"0";"0";"49";"49";"355";"3";"78";"-";"-";"-"
"577004";"577004";"66";"12";"3";"377";"340";"0";"0";"340";"64";"13";"71";"4";"21";"0";"1";"0";"17";"22";"111";"0";"16";"-";"-";"-"
"577005";"577005";"66";"12";"3";"284";"258";"1";"0";"257";"20";"12";"40";"1";"9";"0";"3";"0";"2";"19";"134";"1";"16";"-";"-";"-"
"577006";"577006";"66";"12";"3";"1424";"1252";"10";"0";"1242";"269";"55";"302";"4";"60";"1";"0";"0";"63";"97";"298";"4";"89";"-";"-";"-"
"577007";"577007";"66";"12";"3";"631";"594";"1";"1";"592";"51";"13";"129";"10";"16";"0";"2";"0";"39";"87";"227";"0";"18";"-";"-";"-"
"601001";"601001";"73";"13";"3";"2343";"2085";"16";"6";"2063";"493";"122";"586";"26";"102";"1";"3";"0";"141";"114";"368";"11";"96";"0";"-";"-"
"601003";"601003";"73";"13";"3";"709";"652";"1";"2";"649";"130";"36";"144";"13";"40";"0";"3";"0";"40";"34";"169";"5";"35";"0";"-";"-"
"601004";"601004";"73";"13";"3";"675";"584";"2";"0";"582";"107";"40";"106";"11";"32";"1";"1";"0";"26";"15";"189";"2";"51";"1";"-";"-"
"601005";"601005";"73";"13";"3";"681";"600";"3";"2";"595";"121";"39";"150";"5";"24";"0";"1";"0";"30";"8";"150";"9";"58";"0";"-";"-"
"601006";"601006";"73";"13";"3";"586";"518";"7";"0";"511";"121";"26";"129";"9";"51";"0";"1";"0";"19";"20";"88";"8";"39";"0";"-";"-"
"601007";"601007";"73";"13";"3";"527";"481";"2";"0";"479";"65";"31";"98";"2";"33";"0";"3";"0";"33";"15";"160";"9";"30";"0";"-";"-"
"601101";"601101";"73";"13";"3";"409";"375";"1";"0";"374";"65";"20";"90";"9";"21";"0";"1";"0";"24";"14";"91";"8";"31";"0";"-";"-"
"601102";"601102";"73";"13";"3";"157";"140";"0";"0";"140";"12";"5";"33";"0";"8";"0";"2";"0";"7";"7";"51";"4";"11";"0";"-";"-"
"603001";"603001";"70";"13";"3";"2354";"1582";"12";"5";"1565";"566";"82";"341";"29";"179";"0";"5";"1";"79";"57";"154";"22";"50";"0";"-";"-"
"603002";"603002";"70";"13";"3";"2880";"2560";"15";"6";"2539";"737";"113";"626";"26";"216";"0";"5";"0";"140";"127";"440";"20";"87";"2";"-";"-"
"603003";"603003";"70";"13";"3";"1283";"1177";"5";"0";"1172";"276";"69";"269";"20";"81";"0";"6";"1";"102";"79";"207";"5";"57";"0";"-";"-"
"603004";"603004";"70";"13";"3";"1148";"1043";"5";"1";"1037";"253";"50";"196";"21";"51";"1";"1";"0";"50";"82";"281";"8";"43";"0";"-";"-"
"605001";"605001";"73";"13";"3";"1320";"1192";"6";"2";"1184";"272";"97";"271";"7";"57";"0";"2";"0";"87";"33";"302";"10";"46";"0";"-";"-"
"605003";"605003";"73";"13";"3";"603";"563";"3";"0";"560";"140";"42";"107";"3";"32";"0";"0";"0";"30";"17";"162";"1";"25";"1";"-";"-"
"605004";"605004";"73";"13";"3";"1194";"1084";"3";"1";"1080";"155";"98";"245";"9";"42";"0";"5";"0";"77";"33";"350";"7";"59";"0";"-";"-"
"605005";"605005";"73";"13";"3";"1239";"1125";"9";"3";"1113";"261";"54";"283";"19";"53";"0";"2";"0";"60";"68";"236";"15";"62";"0";"-";"-"
"605006";"605006";"73";"13";"3";"858";"787";"9";"1";"777";"156";"62";"189";"20";"66";"0";"2";"0";"56";"24";"156";"9";"37";"0";"-";"-"
