"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1984 - Stemmeberettigede";"FV1984 - Afgivne stemmer";"FV1984 - Blanke stemmer";"FV1984 - Andre ugyldige stemmer";"FV1984 - Gyldige stemmer";"FV1984 - A. Socialdemokratiet";"FV1984 - B. Det Radikale Venstre";"FV1984 - C. Det Konservative Folkeparti";"FV1984 - E. Danmarks Retsforbund";"FV1984 - F. Socialistisk Folkeparti";"FV1984 - I. Internationalen";"FV1984 - K. Danmarks Kommunistiske Parti";"FV1984 - L. Marxistisk-Leninistisk Parti";"FV1984 - M. Centrum-Demokraterne";"FV1984 - Q. Kristeligt Folkeparti";"FV1984 - V. Venstre, Danmarks Liberale Parti";"FV1984 - Y. Venstresocialisterne";"FV1984 - Z. Fremskridtspartiet";"FV1984 - 1. Uden for partierne";"FV1984 - 2. Uden for partierne";"FV1984 - 3. Uden for partierne"
"175003";"175003";"28";"4";"2";"3682";"3241";"23";"2";"3216";"1101";"212";"770";"57";"517";"1";"28";"0";"134";"38";"126";"131";"100";"1";"0";"0"
"175004";"175004";"28";"4";"2";"4319";"3780";"33";"1";"3746";"1541";"172";"655";"68";"768";"4";"47";"1";"126";"37";"97";"125";"105";"0";"0";"0"
"175005";"175005";"28";"4";"2";"3013";"2653";"9";"1";"2643";"1131";"106";"512";"81";"454";"2";"38";"2";"94";"20";"56";"71";"76";"0";"0";"0"
"175006";"175006";"28";"4";"2";"3554";"3274";"28";"1";"3245";"1004";"270";"857";"67";"415";"0";"31";"1";"183";"62";"152";"86";"117";"0";"0";"0"
"175007";"175007";"28";"4";"2";"4377";"3946";"25";"9";"3912";"1520";"221";"813";"83";"675";"5";"36";"0";"168";"46";"131";"88";"126";"0";"0";"0"
"175008";"175008";"28";"4";"2";"4464";"4090";"28";"1";"4061";"1412";"243";"913";"112";"683";"2";"52";"0";"187";"49";"145";"113";"150";"0";"0";"0"
"175101";"175101";"28";"4";"2";"3159";"2821";"22";"2";"2797";"1055";"182";"687";"38";"372";"2";"26";"0";"113";"42";"105";"78";"97";"0";"0";"0"
"181001";"181001";"21";"4";"2";"4063";"3738";"18";"5";"3715";"332";"397";"1573";"42";"327";"0";"20";"0";"192";"67";"546";"118";"101";"0";"0";"0"
"181003";"181003";"21";"4";"2";"4733";"4371";"19";"4";"4348";"443";"449";"1798";"56";"386";"3";"18";"0";"290";"76";"524";"166";"139";"0";"0";"0"
"181004";"181004";"21";"4";"2";"2160";"2020";"10";"1";"2009";"282";"187";"755";"29";"195";"0";"7";"0";"143";"29";"250";"61";"71";"0";"0";"0"
"181005";"181005";"21";"4";"2";"3925";"3534";"20";"5";"3509";"920";"293";"1101";"58";"349";"4";"22";"2";"186";"54";"318";"115";"87";"0";"0";"0"
"181006";"181006";"21";"4";"2";"3776";"3531";"7";"1";"3523";"673";"326";"1379";"39";"279";"1";"13";"0";"192";"41";"380";"85";"114";"0";"1";"0"
"181008";"181008";"21";"4";"2";"1469";"1338";"7";"0";"1331";"91";"107";"725";"9";"54";"0";"1";"0";"98";"31";"133";"29";"53";"0";"0";"0"
"181009";"181009";"21";"4";"2";"3567";"3303";"10";"1";"3292";"419";"303";"1406";"30";"260";"0";"13";"0";"190";"38";"385";"149";"99";"0";"0";"0"
"183001";"183001";"23";"4";"2";"918";"847";"6";"1";"840";"262";"59";"201";"13";"105";"1";"11";"0";"45";"9";"71";"23";"40";"0";"0";"0"
"183002";"183002";"23";"4";"2";"2805";"2521";"11";"2";"2508";"804";"135";"629";"46";"461";"4";"33";"1";"122";"25";"61";"92";"95";"0";"0";"0"
"183003";"183003";"23";"4";"2";"3101";"2693";"14";"3";"2676";"953";"152";"630";"52";"518";"4";"30";"0";"85";"15";"70";"59";"108";"0";"0";"0"
"183004";"183004";"23";"4";"2";"2398";"1884";"11";"9";"1864";"869";"43";"258";"21";"457";"4";"41";"0";"28";"7";"19";"44";"73";"0";"0";"0"
"183005";"183005";"23";"4";"2";"3519";"3104";"20";"3";"3081";"1014";"155";"868";"93";"444";"5";"21";"0";"145";"27";"105";"56";"148";"0";"0";"0"
"185001";"185001";"27";"4";"2";"3669";"3268";"17";"5";"3246";"1150";"111";"769";"77";"630";"4";"42";"1";"147";"23";"85";"48";"159";"0";"0";"0"
"185002";"185002";"27";"4";"2";"5143";"4667";"31";"7";"4629";"1669";"248";"1134";"72";"765";"5";"55";"0";"221";"40";"137";"93";"190";"0";"0";"0"
"185003";"185003";"27";"4";"2";"5475";"4780";"27";"8";"4745";"1958";"244";"882";"93";"906";"6";"57";"1";"166";"71";"98";"119";"144";"0";"0";"0"
"185004";"185004";"27";"4";"2";"3830";"3452";"17";"5";"3430";"1269";"187";"839";"54";"516";"1";"33";"1";"155";"68";"115";"65";"126";"1";"0";"0"
"185005";"185005";"27";"4";"2";"3716";"3373";"11";"7";"3355";"1131";"176";"928";"74";"496";"3";"25";"1";"181";"43";"108";"62";"126";"1";"0";"0"
"185006";"185006";"27";"4";"2";"9287";"8265";"32";"13";"8220";"3583";"384";"1572";"180";"1430";"13";"69";"1";"264";"80";"216";"204";"222";"0";"2";"0"
"187001";"187001";"23";"4";"2";"2201";"1879";"16";"3";"1860";"546";"117";"602";"41";"259";"0";"5";"0";"84";"14";"86";"35";"71";"0";"0";"0"
"187002";"187002";"23";"4";"2";"3102";"2835";"15";"3";"2817";"809";"197";"948";"67";"380";"2";"22";"0";"126";"12";"94";"54";"106";"0";"0";"0"
"187003";"187003";"23";"4";"2";"3193";"2976";"12";"1";"2963";"769";"254";"1025";"67";"379";"2";"8";"1";"166";"42";"143";"32";"75";"0";"0";"0"
"189001";"189001";"22";"4";"2";"9217";"8573";"30";"9";"8534";"1787";"865";"2643";"139";"1108";"2";"56";"4";"589";"119";"680";"295";"246";"1";"0";"0"
"189002";"189002";"22";"4";"2";"2528";"2362";"6";"4";"2352";"378";"288";"768";"34";"271";"1";"18";"1";"166";"44";"188";"124";"71";"0";"0";"0"
"189003";"189003";"22";"4";"2";"934";"866";"2";"0";"864";"139";"95";"268";"12";"114";"1";"8";"0";"71";"15";"81";"41";"19";"0";"0";"0"
"201001";"201001";"31";"5";"2";"2099";"1941";"11";"2";"1928";"304";"140";"776";"21";"190";"0";"11";"0";"118";"38";"235";"45";"50";"0";"0";"0"
"201002";"201002";"31";"5";"2";"2661";"2435";"20";"6";"2409";"687";"193";"599";"38";"369";"0";"26";"1";"93";"33";"246";"59";"65";"0";"0";"0"
"201003";"201003";"31";"5";"2";"2583";"2408";"11";"2";"2395";"629";"188";"618";"54";"268";"0";"12";"0";"122";"52";"343";"53";"56";"0";"0";"0"
"201004";"201004";"31";"5";"2";"3001";"2708";"23";"0";"2685";"552";"164";"855";"42";"277";"0";"16";"1";"150";"42";"439";"62";"85";"0";"0";"0"
"201005";"201005";"31";"5";"2";"2333";"2193";"9";"2";"2182";"398";"181";"791";"27";"192";"2";"3";"0";"107";"37";"345";"38";"61";"0";"0";"0"
"201006";"201006";"31";"5";"2";"1923";"1798";"5";"1";"1792";"327";"165";"644";"35";"206";"0";"5";"0";"89";"30";"219";"40";"32";"0";"0";"0"
"205005";"205005";"30";"5";"2";"1130";"1028";"1";"0";"1027";"112";"98";"419";"10";"81";"1";"6";"0";"58";"27";"141";"44";"30";"0";"0";"0"
"205101";"205101";"30";"5";"2";"5947";"5442";"15";"7";"5420";"954";"517";"1959";"70";"623";"1";"41";"0";"288";"78";"546";"214";"128";"0";"0";"1"
"205102";"205102";"30";"5";"2";"3106";"2842";"15";"7";"2820";"679";"242";"850";"31";"333";"1";"18";"0";"105";"48";"302";"132";"78";"0";"1";"0"
"205103";"205103";"30";"5";"2";"5670";"4869";"21";"9";"4839";"1007";"467";"1568";"78";"589";"2";"40";"0";"263";"79";"438";"188";"119";"0";"0";"1"
"207001";"207001";"31";"5";"2";"3799";"3513";"15";"8";"3490";"534";"308";"1185";"46";"412";"0";"32";"1";"209";"49";"463";"141";"110";"0";"0";"0"
"207101";"207101";"31";"5";"2";"7466";"6647";"32";"4";"6611";"1446";"481";"1788";"84";"1155";"7";"105";"0";"243";"53";"595";"483";"168";"0";"2";"1"
"208001";"208001";"30";"5";"2";"3156";"2835";"20";"8";"2807";"730";"150";"834";"46";"295";"1";"25";"1";"104";"69";"394";"53";"105";"0";"0";"0"
"208002";"208002";"30";"5";"2";"3396";"3045";"14";"5";"3026";"534";"227";"1038";"55";"307";"3";"22";"2";"166";"48";"453";"92";"79";"0";"0";"0"
"208003";"208003";"30";"5";"2";"3619";"3264";"15";"3";"3246";"842";"218";"987";"52";"447";"0";"29";"1";"158";"40";"296";"95";"80";"0";"1";"0"
"208004";"208004";"30";"5";"2";"2917";"2632";"6";"5";"2621";"573";"239";"728";"61";"432";"1";"10";"0";"127";"20";"260";"116";"53";"0";"0";"1"
"209001";"209001";"32";"5";"2";"3746";"3288";"18";"9";"3261";"1147";"176";"903";"55";"414";"4";"21";"1";"106";"52";"250";"48";"84";"0";"0";"0"
"209002";"209002";"32";"5";"2";"2657";"2390";"18";"5";"2367";"700";"130";"721";"31";"287";"6";"12";"0";"129";"27";"217";"37";"70";"0";"0";"0"
"209003";"209003";"32";"5";"2";"3420";"3094";"23";"5";"3066";"924";"189";"905";"43";"333";"1";"9";"0";"160";"40";"302";"32";"128";"0";"0";"0"
"209004";"209004";"32";"5";"2";"720";"655";"2";"2";"651";"148";"42";"226";"13";"74";"0";"2";"0";"37";"2";"75";"2";"30";"0";"0";"0"
"209005";"209005";"32";"5";"2";"910";"786";"7";"0";"779";"186";"39";"196";"10";"140";"0";"5";"0";"35";"13";"120";"17";"18";"0";"0";"0"
"211001";"211001";"32";"5";"2";"2661";"2379";"15";"3";"2361";"1025";"80";"549";"25";"267";"1";"17";"0";"91";"59";"149";"24";"74";"0";"0";"0"
"211002";"211002";"32";"5";"2";"3795";"3375";"17";"9";"3349";"1301";"163";"692";"49";"466";"2";"22";"1";"139";"62";"302";"58";"91";"0";"0";"1"
"211003";"211003";"32";"5";"2";"2524";"2242";"13";"3";"2226";"892";"79";"546";"31";"261";"1";"11";"0";"90";"32";"163";"23";"96";"0";"1";"0"
"211004";"211004";"32";"5";"2";"1946";"1727";"11";"3";"1713";"554";"76";"454";"22";"194";"1";"9";"1";"69";"38";"162";"30";"103";"0";"0";"0"
"211005";"211005";"32";"5";"2";"1353";"1215";"10";"1";"1204";"409";"55";"294";"26";"134";"0";"8";"0";"34";"17";"146";"24";"57";"0";"0";"0"
"213001";"213001";"30";"5";"2";"2326";"2030";"5";"4";"2021";"524";"83";"647";"38";"216";"2";"6";"0";"85";"62";"225";"18";"114";"0";"0";"1"
"213002";"213002";"30";"5";"2";"1929";"1685";"12";"1";"1672";"445";"95";"436";"28";"172";"1";"19";"0";"72";"47";"224";"64";"67";"0";"0";"2"
"213004";"213004";"30";"5";"2";"2902";"2574";"3";"7";"2564";"708";"119";"661";"33";"263";"1";"13";"0";"113";"179";"334";"41";"99";"0";"0";"0"
"213006";"213006";"30";"5";"2";"3425";"2970";"14";"4";"2952";"767";"163";"941";"26";"328";"2";"23";"0";"123";"105";"303";"39";"130";"0";"1";"1"
"213007";"213007";"30";"5";"2";"942";"827";"6";"1";"820";"176";"32";"220";"8";"86";"0";"7";"0";"32";"22";"184";"16";"37";"0";"0";"0"
"215001";"215001";"32";"5";"2";"4760";"4191";"17";"5";"4169";"1113";"245";"1198";"48";"344";"2";"9";"1";"248";"93";"677";"54";"135";"1";"0";"1"
"215002";"215002";"32";"5";"2";"737";"651";"3";"1";"647";"170";"31";"130";"8";"74";"0";"5";"0";"33";"22";"124";"14";"36";"0";"0";"0"
"215003";"215003";"32";"5";"2";"383";"348";"0";"0";"348";"62";"35";"70";"1";"22";"1";"2";"0";"11";"16";"103";"7";"18";"0";"0";"0"
"215004";"215004";"32";"5";"2";"1821";"1661";"9";"0";"1652";"293";"86";"466";"20";"168";"2";"7";"1";"136";"28";"338";"36";"71";"0";"0";"0"
"215005";"215005";"32";"5";"2";"1654";"1522";"5";"1";"1516";"300";"91";"521";"24";"141";"0";"7";"0";"92";"18";"240";"27";"54";"1";"0";"0"
"215006";"215006";"32";"5";"2";"1634";"1429";"12";"3";"1414";"381";"79";"372";"23";"161";"1";"2";"0";"55";"33";"224";"22";"61";"0";"0";"0"
"215007";"215007";"32";"5";"2";"1116";"1002";"4";"3";"995";"257";"67";"259";"19";"132";"0";"11";"0";"38";"24";"122";"42";"24";"0";"0";"0"
"217001";"217001";"29";"5";"2";"7230";"5937";"42";"13";"5882";"2187";"228";"1369";"98";"940";"2";"84";"8";"135";"70";"331";"276";"154";"0";"0";"0"
"217002";"217002";"29";"5";"2";"9804";"8558";"35";"16";"8507";"4138";"371";"1474";"113";"1296";"5";"87";"11";"185";"90";"384";"196";"157";"0";"0";"0"
"217003";"217003";"29";"5";"2";"5111";"4415";"30";"7";"4378";"1763";"210";"986";"66";"643";"5";"34";"7";"139";"44";"258";"99";"123";"1";"0";"0"
"217004";"217004";"29";"5";"2";"3299";"2909";"27";"4";"2878";"819";"202";"874";"54";"396";"1";"12";"1";"107";"43";"223";"83";"63";"0";"0";"0"
"217005";"217005";"29";"5";"2";"3178";"2816";"16";"6";"2794";"762";"183";"881";"37";"313";"1";"4";"0";"155";"37";"260";"69";"92";"0";"0";"0"
"217006";"217006";"29";"5";"2";"957";"847";"8";"2";"837";"242";"56";"214";"13";"83";"1";"3";"0";"35";"19";"104";"32";"33";"2";"0";"0"
"217007";"217007";"29";"5";"2";"986";"875";"4";"1";"870";"215";"45";"262";"24";"71";"1";"1";"0";"35";"15";"147";"20";"34";"0";"0";"0"
"217008";"217008";"29";"5";"2";"613";"532";"2";"2";"528";"158";"23";"142";"4";"65";"0";"6";"1";"23";"19";"52";"10";"25";"0";"0";"0"
"217009";"217009";"29";"5";"2";"3001";"2660";"12";"4";"2644";"684";"196";"918";"39";"282";"0";"20";"0";"112";"37";"236";"65";"54";"0";"1";"0"
"217010";"217010";"29";"5";"2";"3148";"2791";"15";"11";"2765";"682";"192";"922";"29";"369";"0";"14";"2";"125";"53";"235";"72";"70";"0";"0";"0"
"217011";"217011";"29";"5";"2";"4448";"4059";"25";"2";"4032";"961";"325";"1388";"75";"510";"3";"26";"1";"172";"52";"339";"103";"76";"0";"0";"1"
"219001";"219001";"31";"5";"2";"4056";"3605";"26";"4";"3575";"1011";"184";"985";"43";"482";"2";"52";"1";"144";"86";"423";"97";"64";"0";"1";"0"
"219002";"219002";"31";"5";"2";"4754";"4278";"16";"10";"4252";"1205";"283";"1140";"43";"430";"0";"42";"2";"194";"161";"553";"93";"106";"0";"0";"0"
"219003";"219003";"31";"5";"2";"2141";"1935";"9";"2";"1924";"406";"148";"521";"32";"223";"0";"25";"0";"81";"96";"263";"82";"47";"0";"0";"0"
"219004";"219004";"31";"5";"2";"532";"483";"1";"0";"482";"102";"30";"115";"6";"68";"1";"2";"0";"24";"3";"96";"23";"12";"0";"0";"0"
"219005";"219005";"31";"5";"2";"1161";"1080";"6";"3";"1071";"236";"95";"264";"15";"170";"0";"14";"0";"40";"17";"136";"69";"15";"0";"0";"0"
"219006";"219006";"31";"5";"2";"1554";"1414";"11";"0";"1403";"306";"101";"380";"21";"153";"0";"7";"0";"64";"41";"255";"24";"51";"0";"0";"0"
"219007";"219007";"31";"5";"2";"414";"388";"3";"1";"384";"69";"40";"89";"5";"33";"0";"1";"0";"20";"9";"96";"9";"13";"0";"0";"0"
"219008";"219008";"31";"5";"2";"1591";"1457";"8";"2";"1447";"305";"126";"430";"14";"131";"0";"4";"0";"84";"73";"220";"22";"37";"1";"0";"0"
"219009";"219009";"31";"5";"2";"1093";"957";"5";"1";"951";"176";"74";"327";"19";"95";"1";"6";"0";"59";"10";"135";"25";"24";"0";"0";"0"
"219010";"219010";"31";"5";"2";"763";"709";"5";"1";"703";"120";"65";"225";"10";"80";"0";"10";"0";"27";"12";"112";"23";"19";"0";"0";"0"
"219011";"219011";"31";"5";"2";"2657";"2435";"8";"1";"2426";"685";"160";"672";"25";"263";"0";"21";"0";"118";"97";"291";"55";"39";"0";"0";"0"
"219012";"219012";"31";"5";"2";"3775";"3250";"18";"3";"3229";"1018";"205";"762";"56";"467";"4";"22";"1";"130";"92";"337";"71";"64";"0";"0";"0"
"221001";"221001";"32";"5";"2";"6004";"5213";"24";"15";"5174";"1937";"198";"1256";"75";"623";"3";"33";"4";"198";"97";"464";"78";"208";"0";"0";"0"
"223001";"223001";"30";"5";"2";"3955";"3587";"25";"4";"3558";"590";"284";"1662";"42";"258";"0";"8";"0";"171";"44";"340";"54";"104";"0";"0";"1"
"223002";"223002";"30";"5";"2";"4920";"4533";"16";"5";"4512";"1044";"398";"1749";"55";"394";"1";"12";"0";"206";"36";"441";"86";"90";"0";"0";"0"
"223003";"223003";"30";"5";"2";"3126";"2901";"7";"4";"2890";"200";"237";"1491";"27";"154";"0";"15";"0";"162";"36";"424";"55";"89";"0";"0";"0"
"223004";"223004";"30";"5";"2";"414";"370";"0";"1";"369";"54";"17";"160";"9";"25";"0";"7";"0";"18";"2";"59";"5";"13";"0";"0";"0"
"223105";"223105";"30";"5";"2";"2574";"2428";"12";"3";"2413";"161";"186";"1285";"14";"118";"1";"1";"0";"144";"52";"354";"46";"51";"0";"0";"0"
"223106";"223106";"30";"5";"2";"1067";"881";"2";"3";"876";"287";"38";"304";"13";"102";"1";"6";"0";"27";"13";"43";"13";"29";"0";"0";"0"
"225001";"225001";"32";"5";"2";"978";"921";"4";"1";"916";"297";"37";"209";"17";"98";"2";"7";"1";"50";"7";"138";"23";"30";"0";"0";"0"
"225002";"225002";"32";"5";"2";"2617";"2380";"16";"7";"2357";"851";"110";"577";"38";"338";"0";"10";"0";"87";"28";"231";"43";"44";"0";"0";"0"
"225003";"225003";"32";"5";"2";"565";"493";"2";"2";"489";"174";"26";"103";"10";"64";"0";"8";"0";"14";"5";"46";"13";"26";"0";"0";"0"
"225104";"225104";"32";"5";"2";"314";"288";"2";"0";"286";"114";"14";"32";"3";"51";"0";"5";"0";"13";"5";"32";"5";"12";"0";"0";"0"
"225105";"225105";"32";"5";"2";"915";"814";"4";"0";"810";"211";"45";"159";"15";"109";"0";"4";"0";"42";"6";"116";"88";"15";"0";"0";"0"
"227003";"227003";"30";"5";"2";"818";"765";"0";"2";"763";"137";"27";"245";"11";"73";"1";"1";"0";"36";"15";"129";"31";"57";"0";"0";"0"
"227004";"227004";"30";"5";"2";"2386";"2030";"8";"2";"2020";"565";"164";"544";"42";"301";"0";"22";"1";"84";"30";"161";"53";"53";"0";"0";"0"
"227005";"227005";"30";"5";"2";"3277";"2925";"18";"3";"2904";"651";"251";"897";"61";"418";"3";"18";"0";"138";"33";"262";"99";"73";"0";"0";"0"
"227006";"227006";"30";"5";"2";"3365";"3047";"11";"3";"3033";"787";"187";"1067";"46";"339";"1";"5";"0";"164";"31";"272";"44";"90";"0";"0";"0"
"227007";"227007";"30";"5";"2";"2064";"1863";"17";"0";"1846";"467";"128";"528";"31";"278";"0";"27";"0";"83";"20";"136";"92";"55";"0";"1";"0"
"229001";"229001";"32";"5";"2";"1897";"1696";"12";"2";"1682";"513";"98";"470";"17";"132";"0";"5";"0";"100";"21";"250";"22";"54";"0";"0";"0"
"229002";"229002";"32";"5";"2";"795";"735";"1";"1";"733";"173";"54";"156";"4";"54";"0";"6";"0";"36";"14";"177";"23";"36";"0";"0";"0"
"229003";"229003";"32";"5";"2";"1240";"1133";"12";"3";"1118";"285";"67";"243";"19";"131";"2";"5";"0";"60";"17";"184";"48";"57";"0";"0";"0"
"231001";"231001";"32";"5";"2";"1261";"1146";"10";"1";"1135";"305";"73";"311";"15";"100";"0";"7";"0";"30";"11";"208";"23";"51";"0";"0";"1"
"231002";"231002";"32";"5";"2";"1200";"1089";"15";"2";"1072";"305";"49";"332";"13";"78";"1";"0";"1";"53";"12";"185";"13";"30";"0";"0";"0"
"231003";"231003";"32";"5";"2";"753";"694";"8";"0";"686";"185";"34";"203";"17";"64";"0";"4";"0";"33";"9";"101";"20";"16";"0";"0";"0"
"231004";"231004";"32";"5";"2";"340";"313";"2";"2";"309";"38";"20";"123";"2";"13";"0";"2";"0";"9";"1";"88";"1";"12";"0";"0";"0"
"233001";"233001";"31";"5";"2";"2092";"1865";"15";"2";"1848";"516";"108";"477";"28";"203";"1";"9";"0";"110";"11";"269";"40";"76";"0";"0";"0"
"233002";"233002";"31";"5";"2";"2450";"2249";"14";"7";"2228";"503";"152";"723";"33";"186";"2";"9";"0";"107";"36";"344";"40";"93";"0";"0";"0"
"233003";"233003";"31";"5";"2";"701";"649";"2";"1";"646";"106";"29";"204";"4";"70";"0";"8";"0";"47";"3";"133";"18";"24";"0";"0";"0"
"235001";"235001";"31";"5";"2";"2306";"2161";"12";"1";"2148";"459";"170";"663";"36";"234";"0";"8";"1";"139";"22";"300";"63";"52";"1";"0";"0"
"235002";"235002";"31";"5";"2";"910";"838";"5";"0";"833";"162";"66";"236";"15";"124";"0";"13";"1";"52";"5";"87";"34";"36";"1";"0";"1"
"235003";"235003";"31";"5";"2";"4247";"3941";"29";"6";"3906";"1063";"247";"1235";"74";"424";"0";"21";"5";"238";"37";"390";"45";"127";"0";"0";"0"
"235004";"235004";"31";"5";"2";"424";"387";"1";"0";"386";"94";"28";"94";"6";"32";"0";"2";"0";"25";"2";"70";"10";"22";"0";"0";"1"
"235005";"235005";"31";"5";"2";"725";"673";"3";"0";"670";"158";"35";"185";"18";"110";"1";"4";"0";"16";"4";"87";"35";"17";"0";"0";"0"
"237001";"237001";"31";"5";"2";"5074";"4655";"31";"5";"4619";"1192";"249";"1579";"73";"582";"1";"34";"2";"252";"27";"437";"75";"116";"0";"0";"0"
"237002";"237002";"31";"5";"2";"3333";"3029";"14";"6";"3009";"928";"168";"870";"71";"421";"2";"15";"1";"172";"24";"197";"48";"90";"0";"0";"2"
"251001";"251001";"35";"6";"2";"1731";"1548";"15";"3";"1530";"391";"139";"325";"28";"112";"1";"12";"0";"103";"25";"317";"32";"45";"-";"-";"-"
"251002";"251002";"35";"6";"2";"1500";"1331";"8";"0";"1323";"361";"124";"323";"25";"120";"2";"8";"0";"90";"15";"190";"23";"42";"-";"-";"-"
"251003";"251003";"35";"6";"2";"944";"855";"11";"3";"841";"163";"63";"207";"23";"96";"0";"0";"0";"47";"18";"164";"19";"41";"-";"-";"-"
"251004";"251004";"35";"6";"2";"988";"905";"5";"1";"899";"246";"54";"246";"21";"97";"1";"0";"0";"71";"7";"105";"16";"35";"-";"-";"-"
"253001";"253001";"34";"6";"2";"1011";"876";"4";"0";"872";"245";"49";"218";"15";"88";"0";"0";"0";"31";"11";"126";"43";"46";"-";"-";"-"
"253002";"253002";"34";"6";"2";"2747";"2564";"17";"3";"2544";"509";"196";"886";"49";"237";"1";"8";"0";"193";"38";"288";"27";"112";"-";"-";"-"
"253003";"253003";"34";"6";"2";"3175";"2874";"12";"2";"2860";"792";"208";"792";"57";"494";"3";"15";"0";"138";"11";"208";"62";"80";"-";"-";"-"
"253004";"253004";"34";"6";"2";"3797";"3491";"0";"2";"3489";"886";"261";"1166";"72";"359";"1";"21";"0";"231";"17";"324";"38";"113";"-";"-";"-"
"253005";"253005";"34";"6";"2";"3463";"3145";"10";"4";"3131";"735";"255";"1068";"51";"347";"0";"15";"1";"190";"55";"262";"42";"110";"-";"-";"-"
"253006";"253006";"34";"6";"2";"1847";"1678";"10";"5";"1663";"377";"141";"534";"38";"186";"0";"10";"0";"84";"27";"189";"25";"52";"-";"-";"-"
"253007";"253007";"34";"6";"2";"3462";"3165";"16";"6";"3143";"965";"186";"899";"44";"339";"1";"19";"0";"200";"48";"306";"34";"102";"-";"-";"-"
"253008";"253008";"34";"6";"2";"2209";"2043";"16";"5";"2022";"561";"137";"600";"41";"295";"0";"3";"0";"111";"14";"175";"20";"65";"-";"-";"-"
"253009";"253009";"34";"6";"2";"3061";"2597";"12";"5";"2580";"966";"107";"609";"51";"421";"4";"10";"0";"101";"26";"124";"37";"124";"-";"-";"-"
"253010";"253010";"34";"6";"2";"1877";"1621";"8";"2";"1611";"511";"53";"389";"26";"321";"3";"28";"1";"53";"16";"73";"71";"66";"-";"-";"-"
"253011";"253011";"34";"6";"2";"2321";"2119";"12";"2";"2105";"374";"142";"804";"31";"182";"3";"8";"0";"179";"15";"242";"35";"90";"-";"-";"-"
"255001";"255001";"33";"6";"2";"1472";"1361";"3";"4";"1354";"339";"83";"305";"24";"172";"0";"14";"2";"70";"12";"240";"53";"40";"-";"-";"-"
"255002";"255002";"33";"6";"2";"378";"352";"4";"1";"347";"59";"22";"138";"5";"30";"1";"4";"1";"10";"3";"50";"8";"16";"-";"-";"-"
"255003";"255003";"33";"6";"2";"4004";"3725";"15";"5";"3705";"788";"272";"1336";"57";"410";"2";"17";"0";"237";"35";"310";"82";"159";"-";"-";"-"
"255004";"255004";"33";"6";"2";"1554";"1443";"11";"3";"1429";"388";"97";"451";"25";"185";"0";"6";"0";"83";"6";"129";"18";"41";"-";"-";"-"
"257001";"257001";"35";"6";"2";"2529";"2320";"12";"6";"2302";"699";"195";"480";"43";"344";"4";"10";"0";"98";"42";"245";"101";"41";"-";"-";"-"
"257002";"257002";"35";"6";"2";"338";"289";"1";"0";"288";"96";"27";"57";"11";"33";"0";"2";"0";"11";"14";"20";"13";"4";"-";"-";"-"
"257003";"257003";"35";"6";"2";"1833";"1676";"14";"3";"1659";"543";"118";"374";"31";"215";"1";"8";"1";"84";"27";"174";"45";"38";"-";"-";"-"
"259001";"259001";"34";"6";"2";"7114";"6307";"64";"15";"6228";"2208";"320";"1724";"111";"744";"4";"61";"3";"248";"85";"431";"129";"160";"-";"-";"-"
"259002";"259002";"34";"6";"2";"4267";"3814";"43";"10";"3761";"1642";"155";"786";"54";"578";"3";"42";"1";"149";"33";"173";"64";"81";"-";"-";"-"
"259003";"259003";"34";"6";"2";"540";"496";"3";"0";"493";"115";"34";"129";"7";"65";"1";"3";"0";"33";"4";"69";"15";"18";"-";"-";"-"
"259004";"259004";"34";"6";"2";"1272";"1163";"8";"1";"1154";"334";"67";"314";"14";"109";"0";"1";"0";"50";"20";"185";"22";"38";"-";"-";"-"
"259005";"259005";"34";"6";"2";"2194";"1922";"9";"2";"1911";"792";"66";"402";"37";"311";"2";"24";"0";"77";"17";"95";"24";"64";"-";"-";"-"
"259006";"259006";"34";"6";"2";"2800";"2565";"15";"3";"2547";"870";"154";"666";"46";"328";"1";"20";"0";"149";"22";"170";"22";"99";"-";"-";"-"
"259007";"259007";"34";"6";"2";"3677";"3276";"24";"9";"3243";"1081";"156";"753";"70";"478";"5";"27";"0";"140";"44";"274";"111";"104";"-";"-";"-"
"259008";"259008";"34";"6";"2";"942";"856";"3";"0";"853";"232";"39";"249";"13";"83";"0";"11";"0";"49";"13";"97";"8";"59";"-";"-";"-"
"259009";"259009";"34";"6";"2";"2726";"2489";"18";"9";"2462";"877";"139";"656";"45";"351";"2";"26";"0";"117";"17";"126";"46";"60";"-";"-";"-"
"261001";"261001";"35";"6";"2";"1487";"1384";"9";"6";"1369";"382";"127";"376";"20";"139";"1";"1";"1";"55";"27";"162";"43";"35";"-";"-";"-"
