"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1979 - Stemmeberettigede";"FV1979 - Afgivne stemmer";"FV1979 - Blanke stemmer";"FV1979 - Andre ugyldige stemmer";"FV1979 - Gyldige stemmer";"FV1979 - A. Socialdemokratiet";"FV1979 - B. Det Radikale Venstre";"FV1979 - C. Det Konservative Folkeparti";"FV1979 - E. Danmarks Retsforbund";"FV1979 - F. Socialistisk Folkeparti";"FV1979 - K. Danmarks Kommunistiske Parti";"FV1979 - M. Centrum-Demokraterne";"FV1979 - Q. Kristeligt Folkeparti";"FV1979 - R. Arbejderpartiet KAP";"FV1979 - V. Venstre, Danmarks Liberale Parti";"FV1979 - Y. Venstresocialisterne";"FV1979 - Z. Fremskridtspartiet";"FV1979 - 1. Uden for partierne";"FV1979 - 2. Uden for partierne"
"561120";"561120";"67";"12";"3";"3241";"2544";"17";"7";"2520";"1080";"86";"247";"92";"194";"66";"75";"51";"12";"247";"116";"254";"-";"-"
"563001";"563001";"67";"12";"3";"1922";"1644";"14";"4";"1626";"421";"84";"388";"67";"81";"30";"79";"29";"11";"234";"32";"170";"-";"-"
"563002";"563002";"67";"12";"3";"276";"236";"4";"1";"231";"68";"18";"49";"11";"16";"1";"4";"5";"3";"27";"1";"28";"-";"-"
"565001";"565001";"69";"12";"3";"7094";"5883";"27";"6";"5850";"1853";"221";"560";"101";"214";"22";"211";"374";"20";"1302";"79";"893";"-";"-"
"565002";"565002";"69";"12";"3";"1795";"1589";"12";"0";"1577";"399";"63";"166";"23";"35";"6";"81";"69";"3";"422";"16";"294";"-";"-"
"565003";"565003";"69";"12";"3";"1609";"1341";"7";"3";"1331";"251";"36";"117";"15";"19";"4";"36";"126";"9";"411";"17";"290";"-";"-"
"565004";"565004";"69";"12";"3";"739";"607";"5";"0";"602";"103";"10";"52";"7";"14";"2";"25";"57";"1";"207";"4";"120";"-";"-"
"565005";"565005";"69";"12";"3";"750";"659";"2";"0";"657";"106";"16";"62";"13";"19";"2";"20";"49";"0";"242";"3";"125";"-";"-"
"567001";"567001";"68";"12";"3";"602";"523";"3";"1";"519";"76";"35";"50";"14";"10";"2";"22";"44";"0";"188";"4";"74";"-";"-"
"567002";"567002";"68";"12";"3";"1110";"933";"6";"2";"925";"190";"42";"46";"12";"30";"2";"32";"91";"1";"275";"14";"190";"-";"-"
"567003";"567003";"68";"12";"3";"565";"499";"2";"0";"497";"66";"34";"39";"5";"14";"1";"16";"22";"0";"187";"5";"108";"-";"-"
"567004";"567004";"68";"12";"3";"936";"811";"7";"0";"804";"123";"44";"85";"16";"18";"7";"32";"44";"1";"298";"3";"133";"-";"-"
"567005";"567005";"68";"12";"3";"669";"601";"2";"0";"599";"94";"36";"65";"6";"11";"2";"24";"28";"1";"228";"4";"100";"-";"-"
"567006";"567006";"68";"12";"3";"808";"677";"0";"2";"675";"125";"38";"71";"9";"18";"6";"16";"59";"3";"196";"11";"123";"-";"-"
"567007";"567007";"68";"12";"3";"1078";"955";"4";"0";"951";"171";"37";"101";"23";"13";"2";"28";"33";"0";"381";"14";"148";"-";"-"
"569002";"569002";"69";"12";"3";"456";"406";"2";"1";"403";"63";"9";"48";"6";"12";"0";"7";"11";"1";"166";"6";"74";"-";"-"
"569003";"569003";"69";"12";"3";"284";"240";"1";"1";"238";"44";"10";"21";"7";"10";"4";"9";"11";"3";"68";"2";"49";"-";"-"
"569004";"569004";"69";"12";"3";"232";"197";"1";"0";"196";"41";"7";"15";"6";"5";"0";"3";"6";"0";"87";"2";"24";"-";"-"
"569005";"569005";"69";"12";"3";"933";"838";"5";"0";"833";"110";"46";"77";"28";"8";"2";"34";"59";"0";"308";"2";"159";"-";"-"
"569006";"569006";"69";"12";"3";"402";"328";"4";"0";"324";"50";"24";"31";"6";"5";"0";"12";"31";"1";"110";"3";"51";"-";"-"
"569101";"569101";"69";"12";"3";"1449";"1225";"12";"3";"1210";"301";"68";"144";"40";"31";"7";"38";"47";"2";"351";"16";"165";"-";"-"
"569102";"569102";"69";"12";"3";"1103";"946";"7";"1";"938";"265";"48";"109";"21";"40";"2";"21";"58";"1";"213";"14";"146";"-";"-"
"571001";"571001";"68";"12";"3";"6289";"4935";"45";"11";"4879";"1746";"252";"607";"112";"390";"89";"153";"110";"38";"693";"262";"427";"-";"-"
"571002";"571002";"68";"12";"3";"593";"517";"2";"0";"515";"96";"30";"40";"12";"26";"4";"21";"16";"0";"190";"9";"71";"-";"-"
"571003";"571003";"68";"12";"3";"250";"208";"0";"0";"208";"34";"8";"24";"3";"6";"0";"7";"1";"0";"85";"0";"40";"-";"-"
"571004";"571004";"68";"12";"3";"1550";"1326";"11";"4";"1311";"361";"86";"136";"66";"55";"13";"48";"36";"4";"319";"25";"162";"-";"-"
"571005";"571005";"68";"12";"3";"1283";"1109";"11";"1";"1097";"258";"64";"101";"43";"38";"3";"47";"51";"3";"290";"29";"170";"-";"-"
"571006";"571006";"68";"12";"3";"243";"210";"0";"2";"208";"25";"6";"21";"3";"6";"0";"2";"5";"0";"104";"1";"35";"-";"-"
"571007";"571007";"68";"12";"3";"75";"60";"0";"0";"60";"10";"11";"4";"3";"0";"0";"3";"1";"0";"22";"0";"6";"-";"-"
"571008";"571008";"68";"12";"3";"193";"174";"0";"0";"174";"30";"13";"4";"1";"7";"4";"0";"3";"0";"80";"4";"28";"-";"-"
"571009";"571009";"68";"12";"3";"513";"449";"1";"1";"447";"98";"24";"21";"14";"12";"3";"11";"20";"0";"134";"8";"102";"-";"-"
"571010";"571010";"68";"12";"3";"567";"487";"2";"3";"482";"105";"27";"30";"13";"24";"11";"3";"8";"1";"160";"20";"80";"-";"-"
"571011";"571011";"68";"12";"3";"422";"351";"2";"0";"349";"59";"9";"25";"6";"9";"0";"14";"21";"0";"113";"4";"89";"-";"-"
"571013";"571013";"68";"12";"3";"504";"425";"1";"0";"424";"122";"9";"35";"11";"13";"4";"11";"14";"0";"132";"15";"58";"-";"-"
"571014";"571014";"68";"12";"3";"597";"517";"4";"0";"513";"163";"36";"54";"20";"28";"14";"12";"14";"1";"89";"13";"69";"-";"-"
"573001";"573001";"66";"12";"3";"8344";"7093";"47";"8";"7038";"2747";"249";"872";"174";"328";"57";"292";"165";"18";"1218";"109";"809";"-";"-"
"573006";"573006";"66";"12";"3";"674";"593";"7";"0";"586";"84";"45";"40";"15";"15";"0";"15";"20";"2";"252";"6";"92";"-";"-"
"573007";"573007";"66";"12";"3";"906";"809";"5";"1";"803";"214";"45";"68";"22";"23";"0";"30";"32";"3";"211";"6";"149";"-";"-"
"573008";"573008";"66";"12";"3";"886";"776";"3";"0";"773";"104";"37";"63";"8";"14";"1";"30";"22";"1";"355";"1";"137";"-";"-"
"573009";"573009";"66";"12";"3";"916";"831";"8";"0";"823";"168";"64";"78";"22";"27";"8";"22";"38";"3";"289";"6";"98";"-";"-"
"573011";"573011";"66";"12";"3";"539";"465";"2";"0";"463";"103";"19";"28";"14";"6";"2";"22";"24";"3";"187";"9";"46";"-";"-"
"573012";"573012";"66";"12";"3";"763";"684";"4";"0";"680";"182";"23";"67";"22";"15";"2";"37";"19";"1";"242";"3";"67";"-";"-"
"575001";"575001";"69";"12";"3";"5296";"4519";"37";"7";"4475";"1790";"214";"589";"115";"141";"24";"157";"143";"9";"781";"57";"455";"-";"-"
"575002";"575002";"69";"12";"3";"461";"422";"3";"0";"419";"83";"30";"31";"8";"12";"9";"12";"16";"0";"165";"6";"47";"-";"-"
"575003";"575003";"69";"12";"3";"1227";"1053";"10";"0";"1043";"275";"101";"102";"48";"44";"6";"30";"10";"2";"293";"17";"115";"-";"-"
"575004";"575004";"69";"12";"3";"1026";"909";"3";"0";"906";"199";"45";"83";"14";"21";"2";"28";"82";"3";"274";"3";"152";"-";"-"
"575005";"575005";"69";"12";"3";"1056";"903";"4";"1";"898";"285";"41";"71";"16";"25";"5";"49";"36";"7";"228";"5";"130";"-";"-"
"575006";"575006";"69";"12";"3";"1193";"999";"4";"0";"995";"273";"61";"94";"16";"26";"4";"36";"39";"2";"277";"9";"158";"-";"-"
"575007";"575007";"69";"12";"3";"275";"227";"1";"0";"226";"48";"9";"12";"11";"9";"1";"6";"6";"1";"97";"2";"24";"-";"-"
"575008";"575008";"69";"12";"3";"164";"138";"0";"0";"138";"32";"8";"8";"5";"8";"4";"1";"4";"0";"31";"3";"34";"-";"-"
"577001";"577001";"66";"12";"3";"3680";"3094";"20";"0";"3074";"514";"105";"336";"45";"49";"5";"130";"316";"5";"1011";"31";"527";"-";"-"
"577002";"577002";"66";"12";"3";"290";"265";"1";"0";"264";"24";"7";"17";"4";"3";"0";"9";"14";"0";"143";"0";"43";"-";"-"
"577003";"577003";"66";"12";"3";"1100";"964";"4";"2";"958";"213";"49";"82";"11";"24";"1";"35";"34";"4";"325";"7";"173";"-";"-"
"577004";"577004";"66";"12";"3";"380";"344";"1";"1";"342";"83";"9";"24";"6";"7";"4";"12";"21";"0";"106";"1";"69";"-";"-"
"577005";"577005";"66";"12";"3";"300";"253";"3";"1";"249";"31";"11";"15";"4";"3";"1";"2";"17";"1";"135";"0";"29";"-";"-"
"577006";"577006";"66";"12";"3";"1370";"1173";"5";"0";"1168";"304";"48";"113";"19";"29";"4";"39";"105";"4";"277";"9";"217";"-";"-"
"577007";"577007";"66";"12";"3";"620";"558";"1";"3";"554";"68";"19";"39";"9";"4";"0";"19";"97";"1";"221";"3";"74";"-";"-"
"601001";"601001";"73";"13";"3";"2208";"1943";"21";"6";"1916";"529";"114";"271";"32";"41";"8";"88";"131";"3";"417";"15";"267";"-";"-"
"601003";"601003";"73";"13";"3";"684";"611";"4";"2";"605";"142";"35";"55";"13";"24";"3";"24";"32";"1";"169";"15";"92";"-";"-"
"601004";"601004";"73";"13";"3";"671";"559";"3";"0";"556";"128";"40";"46";"12";"15";"2";"5";"25";"1";"186";"5";"91";"-";"-"
"601005";"601005";"73";"13";"3";"652";"571";"3";"1";"567";"126";"25";"46";"19";"24";"1";"16";"11";"1";"154";"12";"132";"-";"-"
"601006";"601006";"73";"13";"3";"566";"498";"1";"0";"497";"139";"23";"42";"10";"27";"4";"15";"13";"4";"112";"10";"98";"-";"-"
"601007";"601007";"73";"13";"3";"589";"515";"1";"2";"512";"109";"28";"39";"5";"25";"4";"22";"22";"3";"173";"11";"71";"-";"-"
"601101";"601101";"73";"13";"3";"413";"366";"6";"1";"359";"69";"24";"39";"10";"15";"7";"6";"14";"0";"81";"13";"81";"-";"-"
"601102";"601102";"73";"13";"3";"157";"136";"2";"1";"133";"19";"6";"12";"2";"1";"0";"9";"5";"0";"52";"2";"25";"-";"-"
"603001";"603001";"70";"13";"3";"2360";"1428";"9";"8";"1411";"631";"70";"140";"38";"91";"15";"54";"44";"5";"135";"22";"166";"-";"-"
"603002";"603002";"70";"13";"3";"2784";"2390";"10";"1";"2379";"831";"111";"292";"58";"103";"19";"68";"143";"7";"422";"43";"282";"-";"-"
"603003";"603003";"70";"13";"3";"1244";"1122";"2";"2";"1118";"346";"52";"132";"37";"33";"10";"61";"76";"4";"203";"12";"152";"-";"-"
"603004";"603004";"70";"13";"3";"1142";"1021";"4";"2";"1015";"290";"52";"99";"26";"30";"6";"38";"80";"6";"280";"4";"104";"-";"-"
"605001";"605001";"73";"13";"3";"1281";"1139";"5";"1";"1133";"304";"64";"127";"20";"36";"6";"56";"45";"2";"313";"15";"145";"-";"-"
"605003";"605003";"73";"13";"3";"564";"496";"0";"1";"495";"147";"40";"27";"10";"14";"5";"10";"15";"1";"163";"1";"62";"-";"-"
"605004";"605004";"73";"13";"3";"1182";"1018";"7";"0";"1011";"225";"87";"95";"15";"21";"8";"35";"41";"2";"307";"6";"169";"-";"-"
"605005";"605005";"73";"13";"3";"1257";"1101";"3";"0";"1098";"316";"60";"130";"30";"43";"4";"35";"51";"0";"240";"28";"161";"-";"-"
"605006";"605006";"73";"13";"3";"788";"704";"6";"1";"697";"203";"61";"81";"20";"23";"6";"37";"23";"1";"131";"12";"99";"-";"-"
"605007";"605007";"73";"13";"3";"1121";"975";"5";"1";"969";"309";"56";"100";"50";"30";"7";"31";"18";"2";"232";"12";"122";"-";"-"
"605008";"605008";"73";"13";"3";"1320";"1147";"6";"1";"1140";"375";"75";"118";"55";"37";"8";"52";"40";"5";"209";"12";"154";"-";"-"
"605102";"605102";"73";"13";"3";"2278";"1962";"16";"1";"1945";"376";"114";"219";"59";"85";"12";"107";"107";"7";"549";"26";"284";"-";"-"
"607001";"607001";"70";"13";"3";"17459";"14373";"69";"30";"14274";"7125";"535";"1446";"348";"794";"312";"432";"382";"50";"1332";"315";"1203";"-";"-"
"607002";"607002";"70";"13";"3";"1031";"935";"1";"0";"934";"334";"44";"100";"40";"37";"10";"33";"26";"0";"185";"17";"108";"-";"-"
"607003";"607003";"70";"13";"3";"4872";"4338";"28";"9";"4301";"1544";"233";"673";"120";"166";"40";"216";"110";"10";"624";"65";"500";"-";"-"
"607004";"607004";"70";"13";"3";"531";"461";"3";"0";"458";"144";"28";"65";"9";"16";"2";"32";"17";"0";"85";"6";"54";"-";"-"
"607005";"607005";"70";"13";"3";"2770";"2427";"14";"3";"2410";"819";"120";"371";"82";"90";"21";"111";"86";"5";"364";"39";"302";"-";"-"
"607006";"607006";"70";"13";"3";"6031";"5138";"14";"7";"5117";"2668";"204";"477";"150";"330";"88";"162";"137";"17";"370";"92";"422";"-";"-"
"609001";"609001";"75";"13";"3";"230";"207";"2";"0";"205";"52";"6";"17";"17";"5";"2";"2";"9";"1";"69";"4";"21";"-";"-"
"609002";"609002";"75";"13";"3";"229";"203";"1";"0";"202";"53";"13";"10";"5";"13";"0";"4";"5";"0";"59";"5";"35";"-";"-"
"609003";"609003";"75";"13";"3";"757";"646";"3";"0";"643";"213";"30";"73";"18";"25";"2";"16";"7";"0";"164";"11";"84";"-";"-"
"609004";"609004";"75";"13";"3";"1115";"982";"2";"3";"977";"386";"51";"114";"32";"49";"7";"29";"6";"0";"140";"23";"140";"-";"-"
"609005";"609005";"75";"13";"3";"490";"434";"1";"1";"432";"138";"19";"29";"6";"24";"8";"16";"9";"1";"90";"4";"88";"-";"-"
"609006";"609006";"75";"13";"3";"375";"332";"1";"1";"330";"70";"20";"24";"5";"10";"4";"8";"5";"3";"103";"19";"59";"-";"-"
"609007";"609007";"75";"13";"3";"321";"267";"0";"3";"264";"67";"10";"30";"4";"9";"2";"8";"6";"0";"78";"9";"41";"-";"-"
"609008";"609008";"75";"13";"3";"1167";"1065";"10";"1";"1054";"290";"67";"118";"34";"72";"27";"34";"22";"10";"224";"40";"116";"-";"-"
"609009";"609009";"75";"13";"3";"304";"272";"6";"0";"266";"91";"12";"16";"5";"12";"6";"6";"5";"0";"73";"2";"38";"-";"-"
"609010";"609010";"75";"13";"3";"1191";"1018";"14";"1";"1003";"297";"66";"121";"21";"47";"6";"41";"24";"1";"212";"21";"146";"-";"-"
"609011";"609011";"75";"13";"3";"267";"239";"5";"1";"233";"66";"11";"19";"10";"8";"1";"4";"11";"1";"50";"13";"39";"-";"-"
"609012";"609012";"75";"13";"3";"281";"257";"5";"0";"252";"60";"12";"13";"5";"9";"4";"6";"1";"0";"105";"8";"29";"-";"-"
"611001";"611001";"73";"13";"3";"3623";"3053";"20";"4";"3029";"681";"167";"374";"56";"54";"9";"136";"187";"5";"793";"25";"542";"-";"-"
"611002";"611002";"73";"13";"3";"1707";"1498";"9";"0";"1489";"307";"67";"140";"39";"29";"8";"54";"99";"6";"417";"14";"309";"-";"-"
"611003";"611003";"73";"13";"3";"876";"746";"3";"1";"742";"159";"42";"96";"7";"17";"7";"32";"37";"0";"230";"11";"104";"-";"-"
"611004";"611004";"73";"13";"3";"865";"739";"3";"1";"735";"183";"41";"60";"8";"11";"2";"34";"57";"3";"185";"6";"145";"-";"-"
"611005";"611005";"73";"13";"3";"860";"740";"9";"1";"730";"130";"46";"55";"7";"16";"1";"19";"44";"0";"248";"4";"160";"-";"-"
"611006";"611006";"73";"13";"3";"416";"360";"1";"0";"359";"69";"16";"32";"2";"3";"1";"12";"22";"1";"137";"2";"62";"-";"-"
"611107";"611107";"73";"13";"3";"1135";"980";"3";"1";"976";"189";"44";"92";"17";"16";"5";"40";"57";"2";"312";"10";"192";"-";"-"
"613001";"613001";"74";"13";"3";"3130";"2764";"12";"1";"2751";"921";"135";"300";"71";"63";"10";"105";"280";"2";"441";"17";"406";"-";"-"
"613002";"613002";"74";"13";"3";"2472";"2159";"15";"3";"2141";"837";"110";"144";"51";"83";"18";"77";"224";"11";"291";"24";"271";"-";"-"
"613004";"613004";"74";"13";"3";"894";"754";"9";"1";"744";"240";"37";"81";"17";"25";"5";"37";"28";"1";"155";"11";"107";"-";"-"
"613005";"613005";"74";"13";"3";"432";"392";"2";"0";"390";"93";"17";"18";"10";"6";"1";"21";"88";"0";"87";"3";"46";"-";"-"
"613006";"613006";"74";"13";"3";"849";"743";"2";"0";"741";"239";"45";"78";"19";"25";"14";"23";"15";"3";"143";"9";"128";"-";"-"
"613103";"613103";"74";"13";"3";"642";"584";"1";"0";"583";"106";"18";"43";"20";"15";"4";"24";"149";"1";"121";"4";"78";"-";"-"
"613104";"613104";"74";"13";"3";"737";"652";"6";"0";"646";"129";"18";"34";"10";"22";"2";"22";"154";"2";"169";"5";"79";"-";"-"
"615001";"615001";"75";"13";"3";"4983";"4266";"13";"7";"4246";"2369";"143";"381";"88";"258";"110";"84";"93";"17";"295";"64";"344";"-";"-"
"615002";"615002";"75";"13";"3";"4601";"3874";"17";"6";"3851";"2229";"101";"253";"100";"232";"128";"64";"60";"14";"229";"95";"346";"-";"-"
"615004";"615004";"75";"13";"3";"163";"130";"0";"0";"130";"25";"6";"12";"1";"2";"0";"2";"15";"0";"47";"0";"20";"-";"-"
"615006";"615006";"75";"13";"3";"7916";"6974";"38";"6";"6930";"2863";"284";"911";"161";"388";"102";"243";"136";"11";"751";"111";"969";"-";"-"
"615007";"615007";"75";"13";"3";"3387";"3042";"23";"7";"3012";"1186";"134";"411";"52";"138";"40";"135";"75";"4";"372";"32";"433";"-";"-"
"615008";"615008";"75";"13";"3";"1137";"1015";"12";"0";"1003";"319";"59";"87";"23";"41";"6";"36";"14";"4";"242";"10";"162";"-";"-"
"615009";"615009";"75";"13";"3";"1316";"1135";"2";"1";"1132";"369";"66";"109";"22";"47";"19";"28";"24";"5";"255";"26";"162";"-";"-"
"615010";"615010";"75";"13";"3";"1411";"1251";"12";"2";"1237";"428";"48";"131";"35";"70";"29";"42";"32";"6";"209";"30";"177";"-";"-"
"615011";"615011";"75";"13";"3";"2705";"2438";"16";"5";"2417";"579";"131";"507";"64";"107";"29";"124";"46";"3";"455";"29";"343";"-";"-"
"615101";"615101";"75";"13";"3";"3315";"2802";"29";"3";"2770";"1389";"89";"332";"83";"180";"59";"63";"64";"10";"176";"76";"249";"-";"-"
"615103";"615103";"75";"13";"3";"3817";"3133";"20";"8";"3105";"1464";"74";"440";"67";"184";"84";"58";"70";"13";"216";"88";"347";"-";"-"
"615104";"615104";"75";"13";"3";"4844";"4119";"20";"7";"4092";"1921";"165";"531";"104";"252";"101";"117";"65";"16";"338";"79";"403";"-";"-"
"617001";"617001";"72";"13";"3";"2051";"1821";"18";"3";"1800";"494";"116";"202";"61";"99";"14";"77";"76";"4";"410";"72";"175";"-";"-"
"617002";"617002";"72";"13";"3";"863";"746";"1";"0";"745";"173";"42";"57";"18";"25";"2";"26";"49";"1";"230";"18";"104";"-";"-"
"617005";"617005";"72";"13";"3";"644";"590";"3";"0";"587";"143";"39";"44";"9";"34";"5";"28";"25";"2";"159";"13";"86";"-";"-"
"619001";"619001";"74";"13";"3";"1805";"1563";"9";"0";"1554";"568";"77";"183";"44";"61";"25";"65";"44";"9";"226";"26";"226";"-";"-"
"619002";"619002";"74";"13";"3";"562";"509";"5";"0";"504";"213";"31";"36";"11";"11";"1";"10";"10";"0";"103";"11";"67";"-";"-"
"619003";"619003";"74";"13";"3";"555";"477";"1";"0";"476";"159";"18";"52";"13";"17";"8";"12";"13";"2";"91";"4";"87";"-";"-"
"619004";"619004";"74";"13";"3";"1399";"1204";"6";"2";"1196";"394";"47";"100";"23";"36";"10";"42";"49";"1";"292";"7";"195";"-";"-"
"619005";"619005";"74";"13";"3";"1054";"897";"9";"1";"887";"271";"40";"93";"25";"37";"8";"41";"19";"1";"213";"12";"127";"-";"-"
"619006";"619006";"74";"13";"3";"1050";"885";"4";"5";"876";"279";"43";"102";"15";"23";"2";"36";"19";"1";"206";"9";"141";"-";"-"
"619007";"619007";"74";"13";"3";"1234";"1075";"9";"0";"1066";"314";"51";"125";"20";"21";"11";"43";"51";"4";"257";"20";"149";"-";"-"
"619008";"619008";"74";"13";"3";"1271";"1099";"6";"1";"1092";"325";"66";"103";"22";"30";"9";"38";"34";"3";"306";"13";"143";"-";"-"
"619009";"619009";"74";"13";"3";"1546";"1377";"16";"2";"1359";"395";"79";"145";"32";"41";"9";"39";"30";"2";"354";"19";"214";"-";"-"
"619010";"619010";"74";"13";"3";"98";"84";"1";"0";"83";"13";"7";"7";"5";"5";"0";"0";"0";"0";"35";"4";"7";"-";"-"
"621001";"621001";"71";"13";"3";"6950";"5769";"22";"7";"5740";"2144";"274";"856";"126";"334";"75";"221";"202";"20";"684";"161";"643";"-";"-"
"621002";"621002";"71";"13";"3";"6031";"5080";"19";"5";"5056";"2449";"193";"515";"144";"331";"93";"108";"217";"14";"372";"101";"519";"-";"-"
"621004";"621004";"71";"13";"3";"4580";"3763";"18";"4";"3741";"1997";"159";"278";"106";"269";"75";"84";"122";"14";"267";"95";"275";"-";"-"
"621005";"621005";"71";"13";"3";"1848";"1625";"12";"2";"1611";"341";"93";"402";"38";"65";"11";"113";"44";"0";"259";"21";"224";"-";"-"
"621006";"621006";"71";"13";"3";"628";"563";"1";"0";"562";"180";"28";"55";"9";"23";"5";"18";"34";"1";"140";"10";"59";"-";"-"
"621007";"621007";"71";"13";"3";"1457";"1251";"8";"0";"1243";"347";"71";"116";"44";"57";"5";"37";"39";"2";"311";"24";"190";"-";"-"
"621008";"621008";"71";"13";"3";"3198";"2838";"9";"1";"2828";"913";"188";"413";"62";"141";"22";"133";"77";"8";"432";"47";"392";"-";"-"
"621009";"621009";"71";"13";"3";"2144";"1867";"12";"3";"1852";"687";"82";"190";"61";"102";"13";"61";"76";"1";"304";"35";"240";"-";"-"
"621010";"621010";"71";"13";"3";"1435";"1255";"7";"0";"1248";"493";"78";"147";"36";"72";"11";"49";"42";"2";"147";"17";"154";"-";"-"
"621101";"621101";"71";"13";"3";"8752";"7360";"24";"6";"7330";"3322";"317";"863";"202";"392";"119";"223";"225";"23";"684";"128";"832";"-";"-"
"621103";"621103";"71";"13";"3";"3394";"2959";"9";"2";"2948";"1334";"119";"286";"82";"174";"20";"112";"118";"16";"296";"39";"352";"-";"-"
"623001";"623001";"71";"13";"3";"2062";"1789";"12";"2";"1775";"567";"100";"188";"47";"73";"9";"61";"158";"11";"256";"17";"288";"-";"-"
"623002";"623002";"71";"13";"3";"1223";"1051";"4";"1";"1046";"272";"50";"111";"25";"29";"6";"33";"42";"8";"327";"13";"130";"-";"-"
"625001";"625001";"73";"13";"3";"1655";"1413";"1";"2";"1410";"321";"45";"153";"17";"35";"2";"71";"97";"5";"350";"23";"291";"-";"-"
"625002";"625002";"73";"13";"3";"437";"368";"2";"1";"365";"69";"25";"19";"2";"8";"1";"12";"36";"1";"100";"5";"87";"-";"-"
"625003";"625003";"73";"13";"3";"1793";"1548";"11";"5";"1532";"470";"64";"186";"28";"38";"2";"40";"67";"6";"333";"17";"281";"-";"-"
"625004";"625004";"73";"13";"3";"491";"417";"2";"0";"415";"149";"9";"37";"9";"7";"5";"17";"38";"0";"66";"2";"76";"-";"-"
"625005";"625005";"73";"13";"3";"871";"762";"9";"2";"751";"159";"37";"76";"25";"15";"4";"31";"72";"2";"192";"3";"135";"-";"-"
"627001";"627001";"74";"13";"3";"847";"743";"6";"0";"737";"213";"45";"79";"15";"23";"4";"15";"19";"2";"209";"8";"105";"-";"-"
"627002";"627002";"74";"13";"3";"426";"387";"2";"0";"385";"79";"19";"37";"15";"4";"4";"10";"13";"2";"119";"17";"66";"-";"-"
"627003";"627003";"74";"13";"3";"804";"694";"2";"0";"692";"175";"43";"43";"20";"22";"8";"19";"21";"2";"212";"12";"115";"-";"-"
"627004";"627004";"74";"13";"3";"777";"709";"4";"0";"705";"197";"28";"60";"15";"29";"1";"44";"39";"2";"190";"12";"88";"-";"-"
"627005";"627005";"74";"13";"3";"1031";"946";"6";"0";"940";"259";"43";"84";"19";"32";"2";"35";"91";"4";"210";"8";"153";"-";"-"
"627006";"627006";"74";"13";"3";"1645";"1459";"16";"2";"1441";"461";"58";"152";"32";"32";"7";"33";"74";"2";"382";"11";"197";"-";"-"
"627007";"627007";"74";"13";"3";"868";"755";"6";"0";"749";"226";"37";"79";"17";"28";"5";"27";"31";"3";"150";"3";"143";"-";"-"
"627008";"627008";"74";"13";"3";"578";"500";"3";"0";"497";"108";"62";"36";"25";"11";"7";"7";"13";"0";"135";"6";"87";"-";"-"
"627009";"627009";"74";"13";"3";"685";"588";"2";"0";"586";"184";"30";"42";"21";"12";"2";"24";"15";"1";"152";"3";"100";"-";"-"
"627010";"627010";"74";"13";"3";"383";"303";"2";"0";"301";"41";"11";"19";"7";"2";"2";"15";"11";"0";"106";"1";"86";"-";"-"
"629001";"629001";"71";"13";"3";"3384";"2854";"14";"3";"2837";"1031";"138";"322";"63";"102";"22";"79";"238";"13";"423";"29";"377";"-";"-"
"629002";"629002";"71";"13";"3";"346";"312";"1";"1";"310";"107";"23";"13";"7";"10";"1";"9";"25";"2";"73";"6";"34";"-";"-"
"629003";"629003";"71";"13";"3";"1005";"871";"7";"1";"863";"280";"63";"79";"17";"29";"1";"19";"26";"2";"206";"13";"128";"-";"-"
"631001";"631001";"72";"13";"3";"10989";"8926";"36";"11";"8879";"4546";"311";"790";"217";"545";"162";"219";"209";"36";"761";"230";"853";"-";"-"
"631003";"631003";"72";"13";"3";"3730";"3187";"11";"4";"3172";"1626";"158";"316";"80";"173";"49";"113";"61";"8";"307";"56";"225";"-";"-"
"631005";"631005";"72";"13";"3";"702";"634";"2";"1";"631";"188";"41";"64";"16";"24";"7";"22";"28";"3";"155";"15";"68";"-";"-"
"631007";"631007";"72";"13";"3";"1316";"1165";"5";"2";"1158";"530";"69";"123";"37";"47";"17";"36";"35";"4";"95";"27";"138";"-";"-"
"631008";"631008";"72";"13";"3";"1192";"1055";"6";"0";"1049";"428";"72";"127";"31";"56";"17";"42";"22";"4";"141";"20";"89";"-";"-"
"631009";"631009";"72";"13";"3";"1125";"1012";"10";"1";"1001";"358";"68";"155";"19";"42";"2";"50";"21";"3";"146";"17";"120";"-";"-"
"631010";"631010";"72";"13";"3";"831";"735";"6";"2";"727";"213";"42";"87";"17";"26";"11";"29";"12";"2";"163";"10";"115";"-";"-"
"631011";"631011";"72";"13";"3";"2183";"1925";"7";"2";"1916";"723";"94";"300";"52";"74";"14";"101";"40";"2";"251";"41";"224";"-";"-"
"631012";"631012";"72";"13";"3";"2511";"2196";"10";"4";"2182";"641";"108";"481";"39";"86";"17";"111";"85";"5";"290";"36";"283";"-";"-"
"631101";"631101";"72";"13";"3";"2908";"2413";"13";"7";"2393";"1331";"72";"194";"55";"145";"51";"48";"60";"11";"174";"86";"166";"-";"-"
