"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1979 - Stemmeberettigede";"FV1979 - Afgivne stemmer";"FV1979 - Blanke stemmer";"FV1979 - Andre ugyldige stemmer";"FV1979 - Gyldige stemmer";"FV1979 - A. Socialdemokratiet";"FV1979 - B. Det Radikale Venstre";"FV1979 - C. Det Konservative Folkeparti";"FV1979 - E. Danmarks Retsforbund";"FV1979 - F. Socialistisk Folkeparti";"FV1979 - K. Danmarks Kommunistiske Parti";"FV1979 - M. Centrum-Demokraterne";"FV1979 - Q. Kristeligt Folkeparti";"FV1979 - R. Arbejderpartiet KAP";"FV1979 - V. Venstre, Danmarks Liberale Parti";"FV1979 - Y. Venstresocialisterne";"FV1979 - Z. Fremskridtspartiet";"FV1979 - 1. Uden for partierne";"FV1979 - 2. Uden for partierne"
"509008";"509008";"59";"11";"3";"610";"523";"3";"0";"520";"129";"24";"64";"6";"11";"0";"30";"21";"1";"125";"1";"108";"-";"-"
"509009";"509009";"59";"11";"3";"489";"410";"2";"0";"408";"128";"20";"44";"10";"16";"1";"19";"14";"0";"59";"8";"89";"-";"-"
"509010";"509010";"59";"11";"3";"727";"609";"2";"0";"607";"206";"31";"67";"20";"15";"1";"38";"23";"2";"121";"10";"73";"-";"-"
"509102";"509102";"59";"11";"3";"306";"257";"1";"0";"256";"89";"7";"43";"4";"7";"1";"14";"2";"0";"55";"4";"30";"-";"-"
"509105";"509105";"59";"11";"3";"216";"169";"3";"1";"165";"35";"10";"21";"4";"6";"0";"11";"3";"0";"42";"0";"33";"-";"-"
"509107";"509107";"59";"11";"3";"231";"200";"2";"1";"197";"55";"8";"15";"2";"5";"0";"14";"10";"0";"39";"1";"48";"-";"-"
"511001";"511001";"65";"11";"3";"2040";"1764";"15";"2";"1747";"623";"84";"230";"43";"53";"7";"74";"82";"2";"296";"27";"226";"-";"-"
"511002";"511002";"65";"11";"3";"731";"590";"4";"0";"586";"140";"37";"65";"17";"12";"4";"18";"33";"1";"119";"6";"134";"-";"-"
"511003";"511003";"65";"11";"3";"205";"166";"1";"0";"165";"45";"8";"15";"0";"5";"0";"4";"5";"0";"54";"2";"27";"-";"-"
"511004";"511004";"65";"11";"3";"302";"264";"5";"0";"259";"78";"5";"24";"7";"7";"0";"4";"17";"0";"57";"6";"54";"-";"-"
"511006";"511006";"65";"11";"3";"343";"305";"1";"0";"304";"66";"15";"28";"19";"9";"0";"15";"14";"0";"88";"5";"45";"-";"-"
"511105";"511105";"65";"11";"3";"90";"76";"0";"0";"76";"21";"7";"7";"2";"2";"2";"0";"8";"0";"12";"2";"13";"-";"-"
"513001";"513001";"61";"11";"3";"2972";"2534";"33";"7";"2494";"987";"111";"422";"47";"58";"17";"78";"71";"4";"291";"26";"382";"-";"-"
"513002";"513002";"61";"11";"3";"1133";"956";"8";"2";"946";"356";"40";"121";"26";"22";"4";"18";"25";"1";"172";"7";"154";"-";"-"
"513003";"513003";"61";"11";"3";"754";"610";"7";"1";"602";"219";"9";"66";"10";"18";"3";"10";"12";"3";"97";"8";"147";"-";"-"
"515001";"515001";"59";"11";"3";"2373";"1999";"11";"3";"1985";"856";"52";"317";"30";"93";"33";"93";"70";"6";"171";"34";"230";"-";"-"
"515002";"515002";"59";"11";"3";"2785";"2353";"17";"0";"2336";"1199";"78";"305";"57";"95";"24";"67";"82";"6";"161";"19";"243";"-";"-"
"515003";"515003";"59";"11";"3";"1342";"1026";"7";"2";"1017";"465";"28";"116";"28";"101";"28";"15";"16";"8";"40";"30";"142";"-";"-"
"515004";"515004";"59";"11";"3";"1674";"1371";"16";"6";"1349";"528";"50";"229";"28";"81";"25";"30";"55";"3";"84";"43";"193";"-";"-"
"515005";"515005";"59";"11";"3";"3191";"2799";"26";"2";"2771";"1026";"140";"562";"62";"120";"25";"144";"86";"4";"274";"38";"290";"-";"-"
"515006";"515006";"59";"11";"3";"3576";"3063";"28";"4";"3031";"1101";"141";"598";"62";"144";"18";"139";"126";"7";"318";"52";"325";"-";"-"
"515010";"515010";"59";"11";"3";"619";"544";"5";"0";"539";"171";"19";"92";"14";"23";"6";"19";"35";"0";"66";"2";"92";"-";"-"
"515011";"515011";"59";"11";"3";"555";"487";"3";"0";"484";"169";"37";"40";"8";"7";"1";"15";"5";"2";"118";"6";"76";"-";"-"
"515012";"515012";"59";"11";"3";"406";"347";"4";"0";"343";"88";"9";"46";"5";"6";"0";"13";"23";"1";"86";"3";"63";"-";"-"
"515014";"515014";"59";"11";"3";"1590";"1381";"6";"1";"1374";"479";"66";"200";"36";"55";"1";"82";"48";"3";"172";"13";"219";"-";"-"
"515015";"515015";"59";"11";"3";"558";"476";"3";"1";"472";"159";"20";"57";"6";"14";"4";"26";"8";"0";"89";"8";"81";"-";"-"
"515016";"515016";"59";"11";"3";"391";"322";"1";"0";"321";"117";"16";"37";"6";"7";"3";"19";"8";"0";"40";"5";"63";"-";"-"
"515017";"515017";"59";"11";"3";"362";"313";"4";"0";"309";"85";"20";"46";"3";"12";"2";"4";"11";"2";"53";"10";"61";"-";"-"
"515018";"515018";"59";"11";"3";"585";"488";"4";"2";"482";"160";"36";"59";"9";"11";"3";"26";"22";"1";"80";"8";"67";"-";"-"
"515019";"515019";"59";"11";"3";"1128";"995";"6";"2";"987";"288";"34";"156";"23";"25";"3";"22";"45";"6";"190";"9";"186";"-";"-"
"515020";"515020";"59";"11";"3";"167";"129";"1";"0";"128";"33";"3";"16";"6";"4";"3";"0";"2";"0";"24";"2";"35";"-";"-"
"515108";"515108";"59";"11";"3";"787";"663";"6";"0";"657";"211";"28";"77";"16";"11";"4";"12";"67";"0";"117";"4";"110";"-";"-"
"515109";"515109";"59";"11";"3";"235";"194";"0";"0";"194";"65";"4";"18";"7";"6";"1";"4";"6";"1";"36";"2";"44";"-";"-"
"517001";"517001";"63";"11";"3";"1178";"941";"30";"4";"907";"389";"38";"117";"21";"16";"13";"20";"24";"0";"99";"16";"154";"-";"-"
"517002";"517002";"63";"11";"3";"144";"116";"4";"0";"112";"48";"3";"9";"4";"1";"0";"7";"0";"1";"15";"0";"24";"-";"-"
"517003";"517003";"63";"11";"3";"350";"284";"2";"0";"282";"84";"16";"23";"5";"3";"1";"6";"3";"0";"95";"2";"44";"-";"-"
"517004";"517004";"63";"11";"3";"546";"451";"1";"2";"448";"120";"21";"63";"12";"11";"6";"17";"14";"0";"99";"4";"81";"-";"-"
"517005";"517005";"63";"11";"3";"94";"79";"1";"0";"78";"7";"5";"14";"0";"0";"1";"2";"13";"0";"23";"0";"13";"-";"-"
"519001";"519001";"60";"11";"3";"333";"252";"3";"2";"247";"56";"2";"21";"2";"4";"0";"8";"8";"2";"74";"4";"66";"-";"-"
"519002";"519002";"60";"11";"3";"895";"686";"5";"3";"678";"225";"27";"78";"11";"9";"3";"18";"21";"3";"117";"3";"163";"-";"-"
"519003";"519003";"60";"11";"3";"491";"417";"2";"2";"413";"153";"10";"49";"13";"9";"2";"14";"6";"1";"82";"3";"71";"-";"-"
"519004";"519004";"60";"11";"3";"1134";"931";"11";"2";"918";"274";"33";"97";"29";"27";"6";"22";"24";"1";"238";"11";"156";"-";"-"
"519005";"519005";"60";"11";"3";"597";"472";"7";"0";"465";"155";"30";"36";"11";"16";"4";"11";"5";"1";"116";"8";"72";"-";"-"
"519006";"519006";"60";"11";"3";"481";"391";"6";"0";"385";"100";"13";"31";"9";"9";"1";"14";"13";"0";"109";"1";"85";"-";"-"
"519007";"519007";"60";"11";"3";"546";"451";"4";"0";"447";"154";"12";"56";"6";"15";"2";"11";"8";"2";"103";"1";"77";"-";"-"
"521001";"521001";"64";"11";"3";"2076";"1739";"37";"4";"1698";"488";"71";"263";"24";"33";"7";"69";"100";"6";"346";"15";"276";"-";"-"
"521002";"521002";"64";"11";"3";"208";"178";"1";"0";"177";"26";"19";"16";"2";"2";"2";"4";"4";"1";"73";"3";"25";"-";"-"
"521003";"521003";"64";"11";"3";"1146";"827";"25";"2";"800";"166";"25";"70";"9";"16";"3";"21";"77";"1";"234";"5";"173";"-";"-"
"521004";"521004";"64";"11";"3";"669";"575";"4";"0";"571";"83";"27";"47";"7";"2";"0";"10";"112";"0";"164";"2";"117";"-";"-"
"521005";"521005";"64";"11";"3";"760";"609";"12";"0";"597";"115";"9";"73";"11";"9";"4";"20";"34";"0";"158";"1";"163";"-";"-"
"523001";"523001";"62";"11";"3";"2159";"1805";"19";"6";"1780";"784";"62";"227";"73";"68";"15";"49";"33";"6";"189";"18";"256";"-";"-"
"523002";"523002";"62";"11";"3";"2031";"1750";"14";"1";"1735";"831";"71";"142";"41";"34";"13";"36";"24";"3";"266";"18";"256";"-";"-"
"523003";"523003";"62";"11";"3";"2104";"1768";"13";"0";"1755";"878";"75";"131";"47";"67";"27";"45";"17";"6";"178";"31";"253";"-";"-"
"523004";"523004";"62";"11";"3";"976";"813";"9";"0";"804";"450";"31";"55";"49";"32";"7";"11";"14";"4";"44";"14";"93";"-";"-"
"523005";"523005";"62";"11";"3";"474";"411";"3";"0";"408";"123";"30";"37";"13";"14";"1";"11";"8";"3";"94";"4";"70";"-";"-"
"523006";"523006";"62";"11";"3";"781";"613";"4";"0";"609";"236";"26";"36";"22";"18";"3";"17";"7";"2";"125";"8";"109";"-";"-"
"523007";"523007";"62";"11";"3";"841";"732";"6";"0";"726";"310";"28";"71";"17";"24";"4";"13";"18";"2";"106";"5";"128";"-";"-"
"523008";"523008";"62";"11";"3";"631";"537";"4";"0";"533";"220";"26";"65";"9";"21";"3";"10";"13";"0";"86";"6";"74";"-";"-"
"523009";"523009";"62";"11";"3";"462";"410";"3";"0";"407";"169";"19";"35";"15";"7";"4";"7";"6";"1";"82";"7";"55";"-";"-"
"525001";"525001";"64";"11";"3";"1498";"1308";"8";"1";"1299";"281";"49";"153";"26";"24";"9";"50";"96";"1";"382";"8";"220";"-";"-"
"525002";"525002";"64";"11";"3";"580";"463";"6";"0";"457";"96";"33";"39";"13";"7";"0";"7";"24";"0";"139";"10";"89";"-";"-"
"525003";"525003";"64";"11";"3";"897";"769";"7";"1";"761";"239";"30";"85";"11";"11";"4";"28";"69";"1";"164";"4";"115";"-";"-"
"525004";"525004";"64";"11";"3";"464";"404";"7";"0";"397";"113";"27";"40";"15";"7";"3";"9";"10";"0";"129";"1";"43";"-";"-"
"525005";"525005";"64";"11";"3";"487";"437";"2";"0";"435";"72";"10";"38";"7";"12";"0";"14";"76";"1";"137";"7";"61";"-";"-"
"525006";"525006";"64";"11";"3";"332";"287";"2";"0";"285";"53";"8";"31";"4";"5";"4";"9";"24";"0";"93";"9";"45";"-";"-"
"525007";"525007";"64";"11";"3";"2678";"2248";"20";"2";"2226";"677";"91";"291";"61";"45";"9";"86";"101";"5";"504";"20";"336";"-";"-"
"527001";"527001";"65";"11";"3";"2140";"1875";"11";"3";"1861";"500";"91";"243";"73";"48";"14";"52";"75";"2";"467";"18";"278";"-";"-"
"527002";"527002";"65";"11";"3";"233";"204";"1";"0";"203";"34";"16";"2";"8";"2";"0";"9";"1";"0";"78";"4";"49";"-";"-"
"527003";"527003";"65";"11";"3";"865";"750";"1";"0";"749";"137";"32";"59";"21";"20";"9";"22";"44";"0";"269";"20";"116";"-";"-"
"527004";"527004";"65";"11";"3";"1465";"1253";"10";"1";"1242";"341";"46";"163";"25";"25";"10";"49";"65";"1";"289";"16";"212";"-";"-"
"527005";"527005";"65";"11";"3";"643";"578";"5";"2";"571";"76";"34";"57";"13";"13";"5";"17";"12";"3";"252";"5";"84";"-";"-"
"527006";"527006";"65";"11";"3";"1283";"1121";"6";"1";"1114";"310";"39";"121";"20";"20";"11";"41";"48";"1";"323";"7";"173";"-";"-"
"527007";"527007";"65";"11";"3";"419";"372";"6";"1";"365";"45";"33";"33";"3";"8";"1";"2";"6";"0";"166";"3";"65";"-";"-"
"527008";"527008";"65";"11";"3";"640";"579";"1";"0";"578";"125";"39";"67";"14";"16";"1";"19";"10";"2";"201";"6";"78";"-";"-"
"529001";"529001";"60";"11";"3";"3068";"2565";"24";"7";"2534";"956";"105";"323";"44";"77";"9";"91";"121";"8";"330";"35";"435";"-";"-"
"529002";"529002";"60";"11";"3";"1346";"1128";"5";"4";"1119";"352";"40";"149";"27";"23";"5";"38";"97";"5";"189";"12";"182";"-";"-"
"529003";"529003";"60";"11";"3";"745";"623";"1";"2";"620";"148";"25";"93";"9";"8";"2";"12";"40";"0";"162";"10";"111";"-";"-"
"529004";"529004";"60";"11";"3";"362";"307";"0";"0";"307";"53";"16";"32";"4";"6";"2";"2";"19";"1";"133";"2";"37";"-";"-"
"529005";"529005";"60";"11";"3";"748";"598";"6";"3";"589";"155";"18";"65";"10";"7";"5";"23";"9";"7";"143";"9";"138";"-";"-"
"529006";"529006";"60";"11";"3";"753";"648";"7";"0";"641";"223";"24";"81";"10";"19";"2";"14";"22";"0";"127";"4";"115";"-";"-"
"531011";"531011";"63";"11";"3";"607";"522";"4";"0";"518";"136";"17";"69";"16";"1";"0";"23";"29";"1";"103";"4";"119";"-";"-"
"531021";"531021";"63";"11";"3";"664";"523";"4";"1";"518";"137";"21";"58";"12";"4";"2";"15";"21";"2";"166";"1";"79";"-";"-"
"531031";"531031";"63";"11";"3";"215";"177";"1";"0";"176";"45";"5";"20";"1";"5";"3";"0";"6";"1";"47";"1";"42";"-";"-"
"531041";"531041";"63";"11";"3";"360";"289";"3";"0";"286";"47";"15";"12";"19";"7";"2";"12";"6";"3";"91";"3";"69";"-";"-"
"531051";"531051";"63";"11";"3";"608";"482";"5";"0";"477";"120";"12";"80";"14";"8";"6";"40";"25";"2";"97";"2";"71";"-";"-"
"531061";"531061";"63";"11";"3";"2469";"2064";"15";"2";"2047";"636";"86";"317";"54";"41";"27";"67";"84";"5";"404";"15";"311";"-";"-"
"531071";"531071";"63";"11";"3";"639";"521";"4";"4";"513";"91";"20";"80";"8";"15";"3";"15";"20";"0";"141";"7";"113";"-";"-"
"533001";"533001";"62";"11";"3";"890";"741";"7";"0";"734";"286";"39";"91";"12";"22";"4";"17";"16";"1";"133";"13";"100";"-";"-"
"533002";"533002";"62";"11";"3";"533";"470";"2";"0";"468";"179";"21";"49";"13";"17";"3";"14";"20";"0";"78";"3";"71";"-";"-"
"533003";"533003";"62";"11";"3";"1292";"1150";"7";"3";"1140";"437";"60";"146";"19";"46";"5";"25";"29";"2";"193";"21";"157";"-";"-"
"533004";"533004";"62";"11";"3";"905";"770";"2";"2";"766";"333";"25";"94";"15";"16";"4";"29";"22";"3";"120";"10";"95";"-";"-"
"535001";"535001";"62";"11";"3";"1963";"1737";"8";"2";"1727";"605";"92";"231";"23";"49";"7";"91";"40";"3";"305";"23";"258";"-";"-"
"535002";"535002";"62";"11";"3";"1366";"1131";"11";"0";"1120";"376";"56";"123";"22";"37";"10";"39";"24";"2";"225";"15";"191";"-";"-"
"535003";"535003";"62";"11";"3";"962";"759";"8";"1";"750";"292";"41";"57";"17";"27";"7";"25";"16";"2";"135";"11";"120";"-";"-"
"535004";"535004";"62";"11";"3";"526";"421";"2";"0";"419";"100";"19";"38";"8";"3";"1";"11";"48";"0";"94";"2";"95";"-";"-"
"537001";"537001";"61";"11";"3";"6908";"5602";"59";"25";"5518";"2604";"160";"817";"131";"269";"67";"131";"174";"11";"391";"88";"675";"-";"-"
"537002";"537002";"61";"11";"3";"3855";"3257";"35";"5";"3217";"1380";"140";"506";"132";"168";"42";"108";"49";"7";"296";"69";"320";"-";"-"
"537003";"537003";"61";"11";"3";"3684";"3082";"33";"4";"3045";"1712";"94";"300";"103";"97";"35";"79";"67";"4";"170";"35";"349";"-";"-"
"537004";"537004";"61";"11";"3";"1165";"981";"6";"5";"970";"461";"28";"115";"33";"40";"11";"31";"20";"2";"57";"11";"161";"-";"-"
"537005";"537005";"61";"11";"3";"3059";"2672";"29";"9";"2634";"1159";"136";"308";"60";"90";"23";"80";"67";"0";"341";"27";"343";"-";"-"
"537006";"537006";"61";"11";"3";"1734";"1509";"8";"1";"1500";"434";"100";"289";"34";"44";"15";"72";"26";"2";"226";"14";"244";"-";"-"
"539001";"539001";"64";"11";"3";"1893";"1533";"43";"3";"1487";"558";"60";"214";"28";"33";"10";"60";"61";"4";"171";"6";"282";"-";"-"
"539002";"539002";"64";"11";"3";"410";"285";"4";"1";"280";"50";"13";"28";"1";"2";"0";"5";"9";"0";"87";"2";"83";"-";"-"
"539003";"539003";"64";"11";"3";"1114";"913";"5";"3";"905";"282";"27";"113";"16";"16";"5";"11";"75";"2";"186";"10";"162";"-";"-"
"539004";"539004";"64";"11";"3";"242";"198";"18";"2";"178";"31";"11";"19";"2";"3";"0";"0";"7";"1";"55";"0";"49";"-";"-"
"539006";"539006";"64";"11";"3";"598";"428";"19";"0";"409";"79";"13";"55";"8";"3";"4";"13";"29";"0";"75";"8";"122";"-";"-"
"539008";"539008";"64";"11";"3";"762";"604";"6";"1";"597";"174";"27";"64";"4";"9";"1";"17";"31";"0";"136";"2";"132";"-";"-"
"539009";"539009";"64";"11";"3";"791";"614";"11";"0";"603";"118";"32";"73";"8";"2";"2";"18";"23";"3";"146";"2";"176";"-";"-"
"539010";"539010";"64";"11";"3";"423";"334";"4";"0";"330";"65";"9";"47";"8";"13";"4";"11";"24";"0";"82";"2";"65";"-";"-"
"539105";"539105";"64";"11";"3";"899";"699";"23";"2";"674";"160";"29";"90";"1";"7";"3";"18";"113";"2";"77";"7";"167";"-";"-"
"541005";"541005";"63";"11";"3";"660";"546";"7";"1";"538";"139";"30";"38";"9";"21";"4";"15";"17";"1";"157";"9";"98";"-";"-"
"541006";"541006";"63";"11";"3";"241";"211";"1";"1";"209";"39";"6";"18";"1";"0";"1";"8";"17";"1";"65";"1";"52";"-";"-"
"541007";"541007";"63";"11";"3";"772";"626";"10";"0";"616";"219";"16";"73";"6";"15";"13";"12";"32";"1";"119";"16";"94";"-";"-"
"541008";"541008";"63";"11";"3";"850";"745";"10";"1";"734";"267";"36";"102";"10";"16";"10";"19";"13";"1";"152";"14";"94";"-";"-"
"541009";"541009";"63";"11";"3";"169";"146";"0";"0";"146";"34";"6";"10";"3";"3";"1";"2";"9";"1";"56";"3";"18";"-";"-"
"541010";"541010";"63";"11";"3";"309";"229";"5";"1";"223";"66";"10";"26";"5";"9";"5";"4";"5";"1";"39";"6";"47";"-";"-"
"541011";"541011";"63";"11";"3";"125";"106";"3";"0";"103";"10";"4";"21";"1";"1";"2";"5";"5";"2";"40";"2";"10";"-";"-"
"541102";"541102";"63";"11";"3";"6017";"4935";"89";"14";"4832";"1917";"177";"715";"145";"278";"78";"173";"175";"15";"580";"204";"375";"-";"-"
"543003";"543003";"65";"11";"3";"894";"776";"4";"2";"770";"302";"28";"95";"14";"15";"4";"41";"23";"3";"158";"6";"81";"-";"-"
"543004";"543004";"65";"11";"3";"1032";"899";"6";"0";"893";"356";"27";"107";"21";"20";"3";"22";"24";"2";"188";"4";"119";"-";"-"
"543005";"543005";"65";"11";"3";"496";"425";"7";"0";"418";"146";"7";"39";"9";"2";"4";"17";"22";"1";"116";"4";"51";"-";"-"
"543006";"543006";"65";"11";"3";"424";"371";"2";"0";"369";"95";"11";"35";"6";"8";"4";"9";"13";"0";"105";"1";"82";"-";"-"
"543007";"543007";"65";"11";"3";"1069";"870";"6";"1";"863";"179";"40";"102";"53";"14";"6";"37";"36";"1";"213";"16";"166";"-";"-"
"543008";"543008";"65";"11";"3";"530";"467";"8";"1";"458";"129";"12";"53";"6";"11";"2";"7";"32";"0";"136";"10";"60";"-";"-"
"543009";"543009";"65";"11";"3";"1183";"1006";"10";"3";"993";"327";"35";"88";"26";"35";"7";"31";"81";"0";"196";"5";"162";"-";"-"
"543010";"543010";"65";"11";"3";"725";"621";"4";"2";"615";"187";"27";"75";"8";"13";"8";"18";"25";"1";"137";"6";"110";"-";"-"
"543011";"543011";"65";"11";"3";"1087";"896";"6";"0";"890";"369";"33";"111";"10";"25";"8";"23";"28";"3";"95";"7";"178";"-";"-"
"543101";"543101";"65";"11";"3";"4595";"3877";"32";"7";"3838";"1740";"146";"585";"88";"138";"41";"145";"88";"5";"364";"48";"450";"-";"-"
"545001";"545001";"60";"11";"3";"8412";"6844";"105";"27";"6712";"2835";"312";"983";"158";"268";"58";"177";"176";"20";"610";"180";"935";"-";"-"
"545002";"545002";"60";"11";"3";"3123";"2672";"37";"10";"2625";"1402";"98";"227";"51";"104";"20";"71";"78";"8";"208";"48";"310";"-";"-"
"545003";"545003";"60";"11";"3";"2219";"1873";"23";"2";"1848";"683";"74";"226";"22";"43";"16";"63";"30";"5";"354";"31";"301";"-";"-"
"545005";"545005";"60";"11";"3";"1600";"1341";"22";"1";"1318";"485";"66";"146";"15";"26";"6";"53";"17";"4";"224";"20";"256";"-";"-"
"545104";"545104";"60";"11";"3";"24";"23";"0";"0";"23";"1";"0";"5";"0";"0";"0";"2";"0";"0";"12";"0";"3";"-";"-"
"551001";"551001";"69";"12";"3";"2906";"2523";"16";"3";"2504";"617";"161";"372";"56";"53";"6";"112";"133";"6";"478";"20";"490";"-";"-"
"551003";"551003";"69";"12";"3";"1172";"985";"6";"1";"978";"252";"45";"70";"23";"19";"8";"19";"113";"6";"193";"12";"218";"-";"-"
"551102";"551102";"69";"12";"3";"249";"220";"4";"0";"216";"39";"3";"12";"2";"1";"1";"5";"28";"1";"60";"1";"63";"-";"-"
"553001";"553001";"66";"12";"3";"316";"281";"1";"0";"280";"49";"6";"24";"5";"12";"0";"11";"33";"0";"85";"7";"48";"-";"-"
"553002";"553002";"66";"12";"3";"337";"283";"1";"0";"282";"67";"9";"12";"4";"7";"2";"12";"7";"0";"101";"2";"59";"-";"-"
"553003";"553003";"66";"12";"3";"434";"339";"2";"0";"337";"88";"10";"31";"9";"5";"0";"19";"12";"1";"82";"6";"74";"-";"-"
"553004";"553004";"66";"12";"3";"448";"389";"3";"0";"386";"40";"18";"34";"5";"6";"0";"18";"12";"2";"197";"4";"50";"-";"-"
"553006";"553006";"66";"12";"3";"690";"593";"5";"0";"588";"77";"24";"39";"5";"16";"1";"19";"19";"2";"251";"7";"128";"-";"-"
"553007";"553007";"66";"12";"3";"1100";"933";"9";"1";"923";"192";"35";"106";"19";"18";"3";"51";"45";"5";"313";"5";"131";"-";"-"
"553008";"553008";"66";"12";"3";"257";"224";"1";"0";"223";"39";"10";"24";"3";"2";"2";"8";"12";"1";"80";"3";"39";"-";"-"
"553009";"553009";"66";"12";"3";"1202";"1049";"7";"1";"1041";"145";"50";"85";"23";"12";"3";"41";"64";"0";"405";"7";"206";"-";"-"
"555001";"555001";"66";"12";"3";"1699";"1436";"11";"2";"1423";"390";"53";"204";"50";"37";"9";"94";"35";"4";"306";"18";"223";"-";"-"
"555002";"555002";"66";"12";"3";"398";"341";"3";"2";"336";"63";"15";"28";"10";"9";"4";"13";"16";"1";"98";"10";"69";"-";"-"
"555003";"555003";"66";"12";"3";"54";"44";"0";"0";"44";"3";"0";"10";"1";"1";"0";"1";"2";"0";"13";"0";"13";"-";"-"
"555004";"555004";"66";"12";"3";"248";"197";"1";"0";"196";"61";"5";"13";"6";"6";"1";"6";"5";"0";"62";"0";"31";"-";"-"
"555005";"555005";"66";"12";"3";"132";"106";"1";"1";"104";"15";"13";"10";"1";"2";"0";"1";"9";"0";"21";"0";"32";"-";"-"
"557010";"557010";"68";"12";"3";"4286";"3482";"28";"3";"3451";"1097";"235";"400";"76";"157";"31";"162";"165";"13";"598";"43";"474";"-";"-"
"557020";"557020";"68";"12";"3";"776";"679";"1";"0";"678";"161";"30";"69";"25";"29";"6";"21";"18";"0";"189";"14";"116";"-";"-"
"557030";"557030";"68";"12";"3";"414";"337";"0";"0";"337";"50";"24";"24";"9";"3";"2";"9";"15";"0";"128";"8";"65";"-";"-"
"557040";"557040";"68";"12";"3";"1768";"1512";"5";"3";"1504";"414";"103";"113";"38";"51";"9";"41";"89";"2";"379";"22";"243";"-";"-"
"557050";"557050";"68";"12";"3";"481";"417";"4";"0";"413";"66";"34";"26";"13";"8";"8";"16";"11";"0";"157";"3";"71";"-";"-"
"557060";"557060";"68";"12";"3";"863";"738";"3";"0";"735";"123";"63";"52";"9";"22";"3";"36";"55";"1";"210";"6";"155";"-";"-"
"559002";"559002";"69";"12";"3";"429";"362";"1";"0";"361";"71";"26";"19";"13";"6";"1";"12";"9";"0";"128";"1";"75";"-";"-"
"559003";"559003";"69";"12";"3";"617";"534";"2";"0";"532";"79";"33";"28";"15";"15";"2";"13";"34";"4";"189";"8";"112";"-";"-"
"559101";"559101";"69";"12";"3";"3108";"2644";"19";"4";"2621";"796";"123";"297";"55";"52";"13";"118";"87";"5";"643";"28";"404";"-";"-"
"561001";"561001";"67";"12";"3";"6364";"5178";"29";"13";"5136";"2272";"144";"543";"170";"346";"124";"113";"182";"17";"581";"152";"492";"-";"-"
"561002";"561002";"67";"12";"3";"4419";"3629";"30";"9";"3590";"1474";"124";"425";"119";"277";"100";"70";"131";"10";"407";"123";"330";"-";"-"
"561003";"561003";"67";"12";"3";"2968";"2472";"14";"3";"2455";"1594";"58";"127";"55";"111";"52";"21";"45";"8";"185";"50";"149";"-";"-"
"561004";"561004";"67";"12";"3";"3651";"2979";"15";"11";"2953";"1588";"99";"226";"89";"196";"55";"50";"44";"16";"227";"93";"270";"-";"-"
"561005";"561005";"67";"12";"3";"6355";"5216";"37";"7";"5172";"2637";"187";"387";"189";"397";"119";"120";"110";"17";"424";"139";"446";"-";"-"
"561006";"561006";"67";"12";"3";"5143";"4402";"24";"4";"4374";"1964";"172";"471";"136";"306";"109";"123";"107";"13";"464";"129";"380";"-";"-"
"561007";"561007";"67";"12";"3";"3920";"3297";"10";"4";"3283";"1661";"109";"249";"111";"229";"55";"110";"55";"13";"308";"83";"300";"-";"-"
"561008";"561008";"67";"12";"3";"1180";"1016";"9";"0";"1007";"232";"44";"118";"27";"29";"2";"45";"53";"0";"300";"9";"148";"-";"-"
"561010";"561010";"67";"12";"3";"226";"192";"2";"0";"190";"31";"13";"14";"0";"5";"1";"6";"7";"0";"71";"3";"39";"-";"-"
"561011";"561011";"67";"12";"3";"4831";"4127";"29";"5";"4093";"1396";"194";"646";"136";"257";"50";"212";"87";"10";"590";"96";"419";"-";"-"
"561012";"561012";"67";"12";"3";"669";"588";"4";"1";"583";"182";"26";"74";"16";"28";"2";"18";"16";"0";"131";"6";"84";"-";"-"
"561013";"561013";"67";"12";"3";"331";"297";"0";"0";"297";"59";"4";"28";"5";"12";"3";"11";"6";"1";"117";"1";"50";"-";"-"
"561014";"561014";"67";"12";"3";"191";"159";"1";"0";"158";"15";"5";"11";"5";"3";"1";"8";"12";"0";"62";"1";"35";"-";"-"
"561015";"561015";"67";"12";"3";"6847";"5873";"32";"6";"5835";"2022";"223";"803";"200";"290";"50";"265";"158";"11";"902";"86";"825";"-";"-"
"561016";"561016";"67";"12";"3";"2876";"2511";"16";"6";"2489";"680";"112";"449";"67";"100";"19";"145";"61";"8";"501";"35";"312";"-";"-"
"561017";"561017";"67";"12";"3";"764";"685";"1";"0";"684";"200";"24";"64";"14";"40";"5";"18";"12";"0";"205";"9";"93";"-";"-"
"561018";"561018";"67";"12";"3";"364";"325";"5";"0";"320";"53";"19";"33";"5";"11";"5";"7";"6";"0";"114";"3";"64";"-";"-"
"561019";"561019";"67";"12";"3";"263";"215";"2";"0";"213";"59";"12";"8";"4";"4";"1";"2";"7";"0";"71";"3";"42";"-";"-"
"561020";"561020";"67";"12";"3";"1671";"1437";"10";"2";"1425";"441";"83";"148";"45";"63";"10";"46";"48";"6";"320";"25";"190";"-";"-"
"561109";"561109";"67";"12";"3";"396";"358";"3";"0";"355";"97";"20";"41";"9";"14";"3";"10";"2";"0";"111";"5";"43";"-";"-"
