"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2013 - Stemmeberettigede";"KV2013 - Afgivne stemmer";"KV2013 - Blanke stemmer";"KV2013 - Andre ugyldige stemmer";"KV2013 - Gyldige stemmer";"KV2013 - A";"KV2013 - B";"KV2013 - C";"KV2013 - F";"KV2013 - I";"KV2013 - K";"KV2013 - J";"KV2013 - G";"KV2013 - O";"KV2013 - M";"KV2013 - N";"KV2013 - H";"KV2013 - V";"KV2013 - U";"KV2013 - S";"KV2013 - Z";"KV2013 - Ø";"KV2013 - L";"KV2013 - R";"KV2013 - Å";"KV2013 - D";"KV2013 - P";"KV2013 - E";"KV2013 - T";"KV2013 - W";"KV2013 - 01";"KV2013 - 04";"KV2013 - 05";"KV2013 - Q";"KV2013 - 02";"KV2013 - Æ";"KV2013 - 03";"KV2013 - 06";"KV2013 - Y"
"482010";"482010";"47";"6";"2";"1001";"760";"6";"6";"748";"104";"39";"46";"39";"35";"-";"-";"-";"112";"-";"-";"-";"250";"-";"-";"-";"50";"5";"-";"-";"-";"-";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"492001";"492001";"48";"6";"2";"2552";"2042";"43";"12";"1987";"322";"20";"443";"75";"-";"-";"-";"-";"365";"-";"-";"-";"129";"-";"-";"-";"-";"-";"-";"22";"-";"446";"-";"-";"-";"-";"-";"-";"-";"-";"165";"-";"-";"-"
"492002";"492002";"48";"6";"2";"1548";"1286";"6";"4";"1276";"542";"27";"50";"46";"-";"-";"-";"-";"29";"-";"-";"-";"274";"-";"-";"-";"-";"-";"-";"18";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"225";"-";"-";"-"
"492003";"492003";"48";"6";"2";"1300";"1060";"8";"5";"1047";"202";"78";"108";"87";"-";"-";"-";"-";"27";"-";"-";"-";"263";"-";"-";"-";"-";"-";"-";"17";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-";"157";"-";"-";"-"
"510001";"510001";"61";"7";"2";"2362";"1746";"33";"7";"1706";"354";"27";"21";"39";"30";"15";"-";"-";"252";"-";"-";"6";"899";"-";"8";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9"
"510002";"510002";"61";"7";"2";"756";"532";"11";"1";"520";"86";"4";"9";"10";"25";"15";"-";"-";"79";"-";"-";"1";"273";"-";"2";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510003";"510003";"61";"7";"2";"233";"168";"1";"3";"164";"26";"2";"5";"0";"7";"1";"-";"-";"31";"-";"-";"2";"80";"-";"3";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"510004";"510004";"61";"7";"2";"302";"212";"3";"0";"209";"33";"3";"2";"3";"20";"2";"-";"-";"39";"-";"-";"3";"98";"-";"3";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510005";"510005";"61";"7";"2";"2887";"2093";"40";"7";"2046";"575";"207";"108";"62";"103";"32";"-";"-";"226";"-";"-";"2";"530";"-";"56";"-";"143";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"510006";"510006";"61";"7";"2";"2470";"1682";"38";"4";"1640";"576";"102";"66";"31";"49";"32";"-";"-";"235";"-";"-";"8";"331";"-";"74";"-";"134";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"510007";"510007";"61";"7";"2";"3511";"2268";"62";"6";"2200";"596";"173";"123";"84";"101";"12";"-";"-";"258";"-";"-";"10";"597";"-";"66";"-";"179";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"510008";"510008";"61";"7";"2";"3216";"2493";"41";"6";"2446";"647";"260";"127";"84";"134";"27";"-";"-";"231";"-";"-";"7";"646";"-";"85";"-";"193";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"510009";"510009";"61";"7";"2";"1312";"965";"16";"3";"946";"217";"10";"26";"18";"55";"33";"-";"-";"111";"-";"-";"0";"433";"-";"18";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"510010";"510010";"61";"7";"2";"2504";"1827";"44";"5";"1778";"613";"158";"100";"57";"64";"22";"-";"-";"188";"-";"-";"5";"359";"-";"44";"-";"166";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"510011";"510011";"61";"7";"2";"2021";"1482";"19";"5";"1458";"466";"136";"92";"34";"43";"17";"-";"-";"146";"-";"-";"1";"346";"-";"44";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510012";"510012";"61";"7";"2";"422";"325";"2";"2";"321";"52";"27";"24";"5";"33";"7";"-";"-";"50";"-";"-";"1";"102";"-";"3";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510013";"510013";"61";"7";"2";"1029";"738";"15";"5";"718";"157";"45";"24";"33";"64";"16";"-";"-";"94";"-";"-";"2";"172";"-";"74";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510014";"510014";"61";"7";"2";"2145";"1755";"26";"5";"1724";"406";"156";"102";"40";"115";"7";"-";"-";"207";"-";"-";"7";"534";"-";"53";"-";"97";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510015";"510015";"61";"7";"2";"589";"458";"15";"0";"443";"113";"29";"16";"9";"39";"6";"-";"-";"72";"-";"-";"4";"97";"-";"32";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"510016";"510016";"61";"7";"2";"397";"322";"6";"0";"316";"64";"15";"22";"4";"36";"7";"-";"-";"49";"-";"-";"7";"90";"-";"12";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510017";"510017";"61";"7";"2";"343";"287";"3";"0";"284";"79";"15";"12";"7";"27";"1";"-";"-";"25";"-";"-";"4";"95";"-";"4";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510018";"510018";"61";"7";"2";"1255";"977";"18";"4";"955";"264";"70";"65";"53";"57";"9";"-";"-";"103";"-";"-";"1";"261";"-";"18";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510019";"510019";"61";"7";"2";"1160";"920";"10";"0";"910";"201";"46";"52";"21";"147";"6";"-";"-";"108";"-";"-";"2";"250";"-";"28";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510020";"510020";"61";"7";"2";"150";"122";"2";"0";"120";"29";"2";"4";"1";"6";"1";"-";"-";"18";"-";"-";"1";"43";"-";"5";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510021";"510021";"61";"7";"2";"694";"550";"9";"0";"541";"104";"24";"25";"12";"95";"9";"-";"-";"54";"-";"-";"8";"172";"-";"11";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510022";"510022";"61";"7";"2";"562";"435";"3";"2";"430";"95";"23";"16";"13";"63";"3";"-";"-";"44";"-";"-";"4";"137";"-";"18";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510024";"510024";"61";"7";"2";"1039";"773";"9";"6";"758";"257";"20";"24";"9";"65";"5";"-";"-";"86";"-";"-";"5";"254";"-";"7";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510025";"510025";"61";"7";"2";"1038";"761";"13";"2";"746";"133";"28";"14";"20";"46";"75";"-";"-";"108";"-";"-";"0";"286";"-";"12";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510026";"510026";"61";"7";"2";"2824";"2121";"34";"8";"2079";"704";"65";"86";"32";"47";"16";"-";"-";"274";"-";"-";"5";"744";"-";"29";"-";"77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510028";"510028";"61";"7";"2";"2674";"1916";"28";"5";"1883";"596";"84";"44";"55";"30";"11";"-";"-";"250";"-";"-";"4";"710";"-";"33";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"510029";"510029";"61";"7";"2";"819";"633";"16";"1";"616";"161";"23";"31";"11";"9";"9";"-";"-";"77";"-";"-";"4";"260";"-";"8";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510030";"510030";"61";"7";"2";"1174";"951";"18";"6";"927";"222";"43";"33";"26";"76";"13";"-";"-";"113";"-";"-";"3";"354";"-";"23";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510031";"510031";"61";"7";"2";"435";"348";"4";"0";"344";"72";"5";"12";"6";"10";"6";"-";"-";"40";"-";"-";"1";"160";"-";"12";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"510032";"510032";"61";"7";"2";"385";"300";"4";"0";"296";"46";"5";"2";"3";"19";"7";"-";"-";"29";"-";"-";"1";"163";"-";"13";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510033";"510033";"61";"7";"2";"959";"736";"13";"2";"721";"103";"17";"12";"8";"59";"5";"-";"-";"68";"-";"-";"1";"406";"-";"10";"-";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"510034";"510034";"61";"7";"2";"470";"332";"6";"1";"325";"52";"3";"5";"5";"14";"6";"-";"-";"44";"-";"-";"2";"160";"-";"24";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"510035";"510035";"61";"7";"2";"670";"518";"11";"0";"507";"141";"14";"17";"7";"40";"6";"-";"-";"51";"-";"-";"2";"198";"-";"13";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"510036";"510036";"61";"7";"2";"1064";"757";"10";"2";"745";"201";"10";"20";"14";"34";"7";"-";"-";"89";"-";"-";"3";"334";"-";"14";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"530001";"530001";"55";"7";"2";"5024";"3798";"42";"15";"3741";"894";"119";"561";"59";"49";"-";"-";"-";"344";"-";"-";"-";"1473";"-";"-";"-";"38";"-";"-";"-";"204";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"530002";"530002";"55";"7";"2";"1802";"1350";"15";"4";"1331";"309";"10";"420";"56";"18";"-";"-";"-";"122";"-";"-";"-";"364";"-";"-";"-";"14";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"530003";"530003";"55";"7";"2";"1656";"1223";"22";"5";"1196";"435";"7";"37";"21";"15";"-";"-";"-";"113";"-";"-";"-";"525";"-";"-";"-";"22";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"530004";"530004";"55";"7";"2";"806";"604";"7";"1";"596";"57";"3";"13";"11";"5";"-";"-";"-";"68";"-";"-";"-";"425";"-";"-";"-";"8";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"530005";"530005";"55";"7";"2";"761";"603";"2";"0";"601";"54";"3";"11";"5";"4";"-";"-";"-";"58";"-";"-";"-";"360";"-";"-";"-";"17";"-";"-";"-";"89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"530006";"530006";"55";"7";"2";"8553";"6200";"46";"21";"6133";"1558";"115";"226";"163";"46";"-";"-";"-";"612";"-";"-";"-";"2994";"-";"-";"-";"77";"-";"-";"-";"342";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"530007";"530007";"55";"7";"2";"1600";"1196";"10";"2";"1184";"198";"12";"31";"12";"14";"-";"-";"-";"150";"-";"-";"-";"729";"-";"-";"-";"10";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540001";"540001";"49";"7";"2";"4801";"3634";"49";"12";"3573";"1696";"20";"80";"142";"57";"6";"-";"-";"565";"13";"7";"0";"682";"-";"137";"-";"86";"57";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"4"
"540002";"540002";"49";"7";"2";"2340";"1765";"20";"5";"1740";"873";"14";"46";"80";"37";"2";"-";"-";"207";"9";"2";"0";"333";"-";"58";"-";"44";"24";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"0"
"540003";"540003";"49";"7";"2";"2881";"2298";"25";"6";"2267";"1130";"23";"32";"54";"25";"5";"-";"-";"203";"19";"10";"1";"536";"-";"87";"-";"38";"76";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"0"
"540004";"540004";"49";"7";"2";"1968";"1521";"32";"4";"1485";"414";"24";"45";"25";"39";"7";"-";"-";"155";"44";"11";"0";"430";"-";"71";"-";"53";"138";"-";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"0"
"540005";"540005";"49";"7";"2";"3041";"2387";"46";"9";"2332";"619";"33";"85";"42";"36";"11";"-";"-";"246";"24";"9";"4";"498";"-";"134";"-";"54";"471";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"19"
"540006";"540006";"49";"7";"2";"2553";"2042";"31";"5";"2006";"490";"40";"177";"34";"64";"4";"-";"-";"163";"6";"2";"2";"633";"-";"128";"-";"39";"202";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"2"
"540007";"540007";"49";"7";"2";"1985";"1443";"33";"4";"1406";"331";"15";"33";"35";"36";"1";"-";"-";"132";"8";"6";"0";"500";"-";"104";"-";"54";"123";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"0"
"540008";"540008";"49";"7";"2";"462";"356";"4";"0";"352";"68";"5";"7";"10";"23";"5";"-";"-";"32";"2";"1";"0";"81";"-";"26";"-";"11";"79";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"0"
"540009";"540009";"49";"7";"2";"7333";"5197";"88";"12";"5097";"1807";"78";"229";"130";"71";"16";"-";"-";"474";"22";"11";"10";"1245";"-";"357";"-";"168";"400";"-";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"1"
"540010";"540010";"49";"7";"2";"6411";"4221";"83";"21";"4117";"1483";"60";"166";"137";"67";"19";"-";"-";"405";"9";"14";"3";"905";"-";"339";"-";"158";"280";"-";"-";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"2"
"540011";"540011";"49";"7";"2";"6134";"4300";"76";"13";"4211";"1094";"81";"299";"130";"89";"26";"-";"-";"377";"17";"16";"3";"1183";"-";"421";"-";"152";"255";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"0"
"540012";"540012";"49";"7";"2";"4613";"3647";"53";"19";"3575";"928";"67";"188";"78";"64";"26";"-";"-";"274";"5";"7";"0";"1239";"-";"316";"-";"70";"239";"-";"-";"66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"2"
"540013";"540013";"49";"7";"2";"2451";"1940";"30";"5";"1905";"637";"60";"53";"18";"39";"10";"-";"-";"158";"4";"0";"2";"609";"-";"151";"-";"34";"90";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"1"
"540014";"540014";"49";"7";"2";"1447";"1133";"17";"3";"1113";"368";"31";"35";"13";"27";"7";"-";"-";"134";"2";"4";"0";"289";"-";"72";"-";"40";"68";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"0"
"540015";"540015";"49";"7";"2";"3622";"2782";"48";"13";"2721";"894";"34";"103";"34";"45";"4";"-";"-";"273";"5";"10";"0";"729";"-";"223";"-";"68";"278";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"1"
"540016";"540016";"49";"7";"2";"6383";"4676";"75";"25";"4576";"1513";"52";"107";"72";"76";"22";"-";"-";"465";"3";"10";"3";"1203";"-";"694";"-";"126";"186";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"1"
"540017";"540017";"49";"7";"2";"742";"529";"16";"3";"510";"178";"3";"10";"0";"8";"0";"-";"-";"71";"0";"0";"2";"132";"-";"60";"-";"21";"19";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"2"
"550001";"550001";"51";"7";"2";"1527";"1141";"20";"6";"1115";"429";"2";"59";"17";"58";"4";"-";"-";"95";"-";"-";"-";"384";"-";"48";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550002";"550002";"51";"7";"2";"628";"445";"6";"2";"437";"77";"4";"20";"10";"19";"5";"-";"-";"27";"-";"-";"-";"219";"-";"40";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550003";"550003";"51";"7";"2";"453";"342";"9";"2";"331";"86";"5";"6";"7";"17";"1";"-";"-";"36";"-";"-";"-";"156";"-";"11";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550004";"550004";"51";"7";"2";"1438";"1076";"27";"2";"1047";"293";"20";"22";"31";"39";"1";"-";"-";"123";"-";"-";"-";"354";"-";"122";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550007";"550007";"51";"7";"2";"515";"379";"5";"2";"372";"66";"4";"18";"3";"21";"1";"-";"-";"29";"-";"-";"-";"169";"-";"48";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550008";"550008";"51";"7";"2";"906";"744";"9";"1";"734";"290";"7";"19";"25";"27";"0";"-";"-";"46";"-";"-";"-";"256";"-";"36";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550012";"550012";"51";"7";"2";"2625";"2000";"37";"10";"1953";"264";"33";"99";"30";"115";"31";"-";"-";"183";"-";"-";"-";"881";"-";"250";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550014";"550014";"51";"7";"2";"1045";"744";"19";"2";"723";"95";"9";"32";"12";"58";"6";"-";"-";"58";"-";"-";"-";"335";"-";"95";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550015";"550015";"51";"7";"2";"632";"464";"8";"2";"454";"50";"4";"11";"9";"20";"9";"-";"-";"34";"-";"-";"-";"264";"-";"38";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550016";"550016";"51";"7";"2";"707";"524";"5";"0";"519";"47";"7";"9";"9";"13";"6";"-";"-";"66";"-";"-";"-";"196";"-";"143";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550017";"550017";"51";"7";"2";"1691";"1229";"19";"2";"1208";"139";"8";"63";"30";"60";"41";"-";"-";"101";"-";"-";"-";"692";"-";"25";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550018";"550018";"51";"7";"2";"624";"449";"11";"2";"436";"46";"4";"12";"7";"50";"1";"-";"-";"51";"-";"-";"-";"229";"-";"17";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550019";"550019";"51";"7";"2";"440";"321";"13";"3";"305";"53";"4";"12";"6";"36";"8";"-";"-";"32";"-";"-";"-";"132";"-";"14";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550021";"550021";"51";"7";"2";"554";"384";"7";"1";"376";"66";"6";"37";"4";"27";"4";"-";"-";"47";"-";"-";"-";"165";"-";"13";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550023";"550023";"51";"7";"2";"3213";"2415";"49";"14";"2352";"478";"27";"62";"28";"205";"27";"-";"-";"291";"-";"-";"-";"1112";"-";"48";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550024";"550024";"51";"7";"2";"838";"608";"15";"1";"592";"122";"11";"34";"13";"37";"4";"-";"-";"82";"-";"-";"-";"236";"-";"22";"-";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550025";"550025";"51";"7";"2";"6614";"4631";"70";"21";"4540";"1244";"91";"202";"286";"149";"21";"-";"-";"293";"-";"-";"-";"1595";"-";"437";"-";"222";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550027";"550027";"51";"7";"2";"888";"676";"11";"2";"663";"115";"9";"27";"33";"28";"5";"-";"-";"72";"-";"-";"-";"302";"-";"57";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550029";"550029";"51";"7";"2";"860";"640";"17";"1";"622";"133";"15";"17";"35";"22";"4";"-";"-";"63";"-";"-";"-";"209";"-";"98";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550051";"550051";"51";"7";"2";"534";"374";"7";"0";"367";"74";"7";"34";"21";"29";"0";"-";"-";"56";"-";"-";"-";"121";"-";"10";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550061";"550061";"51";"7";"2";"2934";"2159";"34";"1";"2124";"440";"19";"209";"32";"133";"8";"-";"-";"287";"-";"-";"-";"896";"-";"37";"-";"63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550071";"550071";"51";"7";"2";"553";"412";"8";"1";"403";"48";"3";"11";"8";"25";"2";"-";"-";"36";"-";"-";"-";"244";"-";"12";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561002";"561002";"52";"7";"2";"10643";"6620";"144";"28";"6448";"1556";"135";"342";"381";"182";"-";"-";"-";"410";"-";"-";"-";"2714";"-";"-";"-";"605";"-";"-";"-";"-";"-";"123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561003";"561003";"52";"7";"2";"2390";"1422";"27";"15";"1380";"457";"12";"37";"66";"25";"-";"-";"-";"153";"-";"-";"-";"437";"-";"-";"-";"161";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561004";"561004";"52";"7";"2";"3663";"2422";"39";"7";"2376";"743";"28";"118";"159";"27";"-";"-";"-";"208";"-";"-";"-";"762";"-";"-";"-";"261";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561005";"561005";"52";"7";"2";"5605";"3363";"63";"22";"3278";"1268";"35";"114";"170";"49";"-";"-";"-";"322";"-";"-";"-";"930";"-";"-";"-";"326";"-";"-";"-";"-";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561006";"561006";"52";"7";"2";"5224";"3447";"84";"14";"3349";"1007";"56";"172";"219";"59";"-";"-";"-";"223";"-";"-";"-";"1186";"-";"-";"-";"351";"-";"-";"-";"-";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561007";"561007";"52";"7";"2";"4102";"2715";"63";"15";"2637";"895";"41";"100";"183";"40";"-";"-";"-";"272";"-";"-";"-";"754";"-";"-";"-";"288";"-";"-";"-";"-";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561008";"561008";"53";"7";"2";"1571";"1155";"22";"6";"1127";"213";"11";"81";"43";"15";"-";"-";"-";"99";"-";"-";"-";"601";"-";"-";"-";"38";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561011";"561011";"52";"7";"2";"3198";"2310";"41";"5";"2264";"492";"35";"114";"114";"40";"-";"-";"-";"121";"-";"-";"-";"1162";"-";"-";"-";"144";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561012";"561012";"53";"7";"2";"2589";"1888";"29";"7";"1852";"399";"30";"80";"72";"47";"-";"-";"-";"112";"-";"-";"-";"990";"-";"-";"-";"93";"-";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561015";"561015";"52";"7";"2";"5645";"4152";"74";"19";"4059";"1063";"46";"201";"186";"81";"-";"-";"-";"305";"-";"-";"-";"1813";"-";"-";"-";"290";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561016";"561016";"53";"7";"2";"5800";"4366";"52";"11";"4303";"963";"71";"250";"159";"80";"-";"-";"-";"256";"-";"-";"-";"2311";"-";"-";"-";"157";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561017";"561017";"53";"7";"2";"1107";"826";"18";"2";"806";"181";"8";"31";"34";"23";"-";"-";"-";"66";"-";"-";"-";"400";"-";"-";"-";"48";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561020";"561020";"53";"7";"2";"2564";"1955";"35";"8";"1912";"441";"29";"91";"69";"25";"-";"-";"-";"131";"-";"-";"-";"928";"-";"-";"-";"92";"-";"-";"-";"-";"-";"106";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561021";"561021";"52";"7";"2";"3177";"1939";"23";"12";"1904";"660";"20";"89";"108";"30";"-";"-";"-";"184";"-";"-";"-";"591";"-";"-";"-";"194";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
