"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2013 - Stemmeberettigede";"KV2013 - Afgivne stemmer";"KV2013 - Blanke stemmer";"KV2013 - Andre ugyldige stemmer";"KV2013 - Gyldige stemmer";"KV2013 - A";"KV2013 - B";"KV2013 - C";"KV2013 - F";"KV2013 - I";"KV2013 - K";"KV2013 - J";"KV2013 - G";"KV2013 - O";"KV2013 - M";"KV2013 - N";"KV2013 - H";"KV2013 - V";"KV2013 - U";"KV2013 - S";"KV2013 - Z";"KV2013 - Ø";"KV2013 - L";"KV2013 - R";"KV2013 - Å";"KV2013 - D";"KV2013 - P";"KV2013 - E";"KV2013 - T";"KV2013 - W";"KV2013 - 01";"KV2013 - 04";"KV2013 - 05";"KV2013 - Q";"KV2013 - 02";"KV2013 - Æ";"KV2013 - 03";"KV2013 - 06";"KV2013 - Y"
"561022";"561022";"52";"7";"2";"2677";"1783";"30";"5";"1748";"463";"14";"81";"63";"35";"-";"-";"-";"194";"-";"-";"-";"751";"-";"-";"-";"119";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561023";"561023";"52";"7";"2";"3073";"2173";"45";"5";"2123";"663";"28";"80";"92";"29";"-";"-";"-";"180";"-";"-";"-";"821";"-";"-";"-";"191";"-";"-";"-";"-";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561024";"561024";"53";"7";"2";"2851";"2046";"33";"7";"2006";"501";"15";"65";"76";"38";"-";"-";"-";"141";"-";"-";"-";"1040";"-";"-";"-";"99";"-";"-";"-";"-";"-";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561025";"561025";"53";"7";"2";"8079";"5853";"84";"40";"5729";"1324";"72";"290";"420";"113";"-";"-";"-";"455";"-";"-";"-";"2774";"-";"-";"-";"221";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561028";"561028";"53";"7";"2";"8810";"6460";"131";"16";"6313";"1647";"152";"684";"399";"163";"-";"-";"-";"383";"-";"-";"-";"2303";"-";"-";"-";"533";"-";"-";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561032";"561032";"53";"7";"2";"1576";"1174";"24";"5";"1145";"245";"10";"126";"63";"32";"-";"-";"-";"100";"-";"-";"-";"511";"-";"-";"-";"50";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561033";"561033";"53";"7";"2";"2125";"1593";"54";"1";"1538";"255";"24";"207";"66";"24";"-";"-";"-";"161";"-";"-";"-";"721";"-";"-";"-";"66";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561035";"561035";"53";"7";"2";"32";"28";"0";"0";"28";"3";"0";"1";"1";"2";"-";"-";"-";"3";"-";"-";"-";"16";"-";"-";"-";"2";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561038";"561038";"53";"7";"2";"1327";"914";"10";"3";"901";"110";"23";"27";"38";"18";"-";"-";"-";"76";"-";"-";"-";"565";"-";"-";"-";"42";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561040";"561040";"53";"7";"2";"2797";"1874";"21";"2";"1851";"313";"25";"77";"145";"29";"-";"-";"-";"181";"-";"-";"-";"1014";"-";"-";"-";"45";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"563001";"563001";"52";"7";"2";"2368";"2019";"18";"7";"1994";"180";"-";"308";"236";"24";"-";"-";"-";"86";"253";"-";"-";"483";"-";"-";"-";"-";"306";"-";"-";"118";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"563002";"563002";"52";"7";"2";"287";"249";"2";"1";"246";"82";"-";"29";"15";"1";"-";"-";"-";"13";"11";"-";"-";"64";"-";"-";"-";"-";"27";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573001";"573001";"54";"7";"2";"11092";"7565";"85";"29";"7451";"1706";"199";"709";"247";"110";"-";"-";"-";"802";"-";"-";"-";"3431";"-";"-";"-";"247";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573004";"573004";"54";"7";"2";"853";"734";"11";"2";"721";"134";"16";"20";"6";"9";"-";"-";"-";"50";"-";"-";"-";"437";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573005";"573005";"54";"7";"2";"609";"454";"7";"2";"445";"59";"22";"15";"23";"12";"-";"-";"-";"38";"-";"-";"-";"261";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573006";"573006";"54";"7";"2";"657";"522";"13";"0";"509";"54";"38";"24";"12";"7";"-";"-";"-";"70";"-";"-";"-";"291";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573007";"573007";"54";"7";"2";"1146";"891";"12";"4";"875";"152";"27";"37";"27";"5";"-";"-";"-";"96";"-";"-";"-";"506";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573008";"573008";"54";"7";"2";"892";"706";"9";"1";"696";"69";"9";"21";"10";"4";"-";"-";"-";"66";"-";"-";"-";"501";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573009";"573009";"54";"7";"2";"1031";"750";"12";"2";"736";"124";"37";"51";"26";"9";"-";"-";"-";"85";"-";"-";"-";"374";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573010";"573010";"54";"7";"2";"1072";"761";"6";"2";"753";"91";"20";"40";"72";"8";"-";"-";"-";"77";"-";"-";"-";"428";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573013";"573013";"54";"7";"2";"1857";"1357";"17";"4";"1336";"134";"19";"256";"30";"8";"-";"-";"-";"130";"-";"-";"-";"699";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573014";"573014";"54";"7";"2";"649";"460";"10";"0";"450";"37";"7";"133";"4";"3";"-";"-";"-";"36";"-";"-";"-";"209";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573015";"573015";"54";"7";"2";"1299";"952";"13";"1";"938";"104";"23";"72";"22";"13";"-";"-";"-";"101";"-";"-";"-";"567";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573018";"573018";"54";"7";"2";"2891";"2159";"50";"4";"2105";"366";"42";"626";"133";"30";"-";"-";"-";"226";"-";"-";"-";"625";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573019";"573019";"54";"7";"2";"478";"347";"9";"1";"337";"68";"4";"37";"16";"7";"-";"-";"-";"42";"-";"-";"-";"150";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573022";"573022";"54";"7";"2";"952";"717";"18";"0";"699";"74";"48";"19";"5";"5";"-";"-";"-";"71";"-";"-";"-";"460";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573023";"573023";"54";"7";"2";"1274";"997";"24";"0";"973";"123";"128";"23";"10";"7";"-";"-";"-";"95";"-";"-";"-";"566";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573024";"573024";"54";"7";"2";"551";"409";"4";"0";"405";"34";"35";"13";"5";"3";"-";"-";"-";"60";"-";"-";"-";"241";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573026";"573026";"54";"7";"2";"1102";"860";"14";"5";"841";"256";"44";"11";"3";"14";"-";"-";"-";"78";"-";"-";"-";"413";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573027";"573027";"54";"7";"2";"846";"659";"9";"1";"649";"56";"88";"7";"2";"2";"-";"-";"-";"39";"-";"-";"-";"444";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573028";"573028";"54";"7";"2";"1055";"815";"12";"5";"798";"112";"36";"19";"14";"4";"-";"-";"-";"61";"-";"-";"-";"535";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573030";"573030";"54";"7";"2";"4623";"3398";"33";"12";"3353";"261";"141";"242";"41";"33";"-";"-";"-";"329";"-";"-";"-";"2225";"-";"-";"-";"81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573031";"573031";"54";"7";"2";"1536";"1161";"17";"0";"1144";"129";"16";"52";"15";"10";"-";"-";"-";"78";"-";"-";"-";"812";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573032";"573032";"54";"7";"2";"1431";"1093";"10";"4";"1079";"83";"23";"19";"14";"8";"-";"-";"-";"64";"-";"-";"-";"843";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573033";"573033";"54";"7";"2";"656";"530";"6";"1";"523";"37";"24";"27";"11";"8";"-";"-";"-";"43";"-";"-";"-";"351";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575001";"575001";"55";"7";"2";"4364";"3160";"62";"8";"3090";"964";"31";"332";"94";"119";"-";"-";"-";"288";"-";"-";"-";"1262";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575002";"575002";"55";"7";"2";"700";"524";"10";"2";"512";"54";"5";"46";"17";"18";"-";"-";"-";"46";"-";"-";"-";"326";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575003";"575003";"55";"7";"2";"2898";"1960";"31";"3";"1926";"645";"25";"134";"51";"66";"-";"-";"-";"231";"-";"-";"-";"774";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575004";"575004";"55";"7";"2";"904";"696";"16";"2";"678";"90";"5";"39";"20";"31";"-";"-";"-";"65";"-";"-";"-";"428";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575005";"575005";"55";"7";"2";"990";"730";"8";"1";"721";"158";"2";"15";"9";"38";"-";"-";"-";"43";"-";"-";"-";"456";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575006";"575006";"55";"7";"2";"458";"346";"5";"0";"341";"24";"0";"123";"8";"7";"-";"-";"-";"12";"-";"-";"-";"167";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575007";"575007";"55";"7";"2";"2770";"2105";"36";"2";"2067";"305";"16";"903";"64";"69";"-";"-";"-";"102";"-";"-";"-";"608";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575008";"575008";"55";"7";"2";"748";"565";"7";"0";"558";"118";"4";"115";"24";"33";"-";"-";"-";"31";"-";"-";"-";"233";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575009";"575009";"55";"7";"2";"1924";"1492";"35";"9";"1448";"221";"13";"165";"57";"145";"-";"-";"-";"126";"-";"-";"-";"721";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575010";"575010";"55";"7";"2";"580";"421";"5";"2";"414";"40";"6";"90";"3";"20";"-";"-";"-";"34";"-";"-";"-";"221";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575011";"575011";"55";"7";"2";"1373";"1016";"19";"5";"992";"158";"10";"142";"32";"27";"-";"-";"-";"96";"-";"-";"-";"527";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575012";"575012";"55";"7";"2";"382";"287";"0";"0";"287";"37";"1";"56";"8";"19";"-";"-";"-";"33";"-";"-";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575013";"575013";"55";"7";"2";"645";"472";"13";"1";"458";"115";"3";"139";"12";"34";"-";"-";"-";"46";"-";"-";"-";"109";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575014";"575014";"55";"7";"2";"7097";"4798";"92";"11";"4695";"1297";"88";"604";"257";"141";"-";"-";"-";"507";"-";"-";"-";"1801";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575015";"575015";"55";"7";"2";"535";"408";"3";"0";"405";"63";"5";"39";"16";"14";"-";"-";"-";"53";"-";"-";"-";"215";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575016";"575016";"55";"7";"2";"2190";"1685";"37";"1";"1647";"358";"37";"212";"80";"51";"-";"-";"-";"110";"-";"-";"-";"799";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575017";"575017";"55";"7";"2";"1133";"872";"19";"2";"851";"191";"8";"53";"29";"25";"-";"-";"-";"161";"-";"-";"-";"384";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575018";"575018";"55";"7";"2";"1154";"875";"15";"1";"859";"198";"9";"53";"26";"31";"-";"-";"-";"138";"-";"-";"-";"404";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575019";"575019";"55";"7";"2";"1671";"1147";"21";"3";"1123";"205";"12";"65";"47";"154";"-";"-";"-";"194";"-";"-";"-";"446";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580001";"580001";"50";"7";"2";"701";"491";"9";"4";"478";"104";"1";"9";"3";"8";"-";"-";"-";"82";"-";"-";"-";"233";"-";"18";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580002";"580002";"50";"7";"2";"688";"515";"4";"1";"510";"163";"4";"14";"8";"3";"-";"-";"-";"60";"-";"-";"-";"222";"-";"16";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580003";"580003";"50";"7";"2";"5327";"4034";"62";"11";"3961";"1155";"42";"90";"72";"39";"-";"-";"-";"606";"-";"-";"-";"1658";"-";"171";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580004";"580004";"50";"7";"2";"3411";"2676";"20";"6";"2650";"674";"28";"36";"106";"35";"-";"-";"-";"491";"-";"-";"-";"982";"-";"161";"-";"137";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580005";"580005";"50";"7";"2";"1498";"1167";"16";"6";"1145";"332";"8";"31";"12";"10";"-";"-";"-";"214";"-";"-";"-";"439";"-";"66";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580006";"580006";"50";"7";"2";"731";"528";"7";"1";"520";"53";"6";"2";"4";"8";"-";"-";"-";"41";"-";"-";"-";"309";"-";"85";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580007";"580007";"50";"7";"2";"1785";"1324";"17";"6";"1301";"270";"14";"31";"10";"9";"-";"-";"-";"168";"-";"-";"-";"550";"-";"209";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580008";"580008";"50";"7";"2";"1811";"1402";"17";"4";"1381";"313";"17";"43";"42";"18";"-";"-";"-";"221";"-";"-";"-";"581";"-";"67";"-";"79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580009";"580009";"50";"7";"2";"1736";"1280";"27";"3";"1250";"274";"17";"127";"19";"13";"-";"-";"-";"179";"-";"-";"-";"490";"-";"70";"-";"61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580010";"580010";"50";"7";"2";"984";"755";"10";"4";"741";"273";"11";"16";"11";"10";"-";"-";"-";"94";"-";"-";"-";"279";"-";"24";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580011";"580011";"50";"7";"2";"2081";"1422";"21";"8";"1393";"178";"12";"33";"10";"15";"-";"-";"-";"140";"-";"-";"-";"513";"-";"441";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580012";"580012";"50";"7";"2";"2780";"1907";"30";"9";"1868";"367";"8";"42";"33";"21";"-";"-";"-";"210";"-";"-";"-";"729";"-";"392";"-";"66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580013";"580013";"50";"7";"2";"1811";"1301";"15";"2";"1284";"236";"10";"83";"22";"18";"-";"-";"-";"175";"-";"-";"-";"593";"-";"108";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580014";"580014";"50";"7";"2";"3497";"2315";"22";"3";"2290";"412";"35";"146";"58";"69";"-";"-";"-";"381";"-";"-";"-";"930";"-";"189";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580015";"580015";"50";"7";"2";"4223";"2800";"39";"15";"2746";"672";"13";"305";"59";"61";"-";"-";"-";"391";"-";"-";"-";"983";"-";"162";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580016";"580016";"50";"7";"2";"7500";"5290";"76";"29";"5185";"1524";"59";"221";"203";"68";"-";"-";"-";"697";"-";"-";"-";"1701";"-";"383";"-";"329";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580017";"580017";"50";"7";"2";"3263";"2359";"39";"5";"2315";"798";"19";"74";"81";"24";"-";"-";"-";"355";"-";"-";"-";"696";"-";"126";"-";"142";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580018";"580018";"50";"7";"2";"2284";"1564";"22";"6";"1536";"634";"13";"30";"49";"18";"-";"-";"-";"206";"-";"-";"-";"417";"-";"74";"-";"95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607001";"607001";"58";"7";"2";"10429";"7593";"143";"26";"7424";"3700";"99";"345";"323";"94";"-";"-";"-";"859";"-";"54";"-";"1372";"-";"-";"-";"370";"-";"-";"-";"-";"80";"1";"127";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607002";"607002";"58";"7";"2";"1165";"911";"8";"4";"899";"315";"6";"39";"35";"9";"-";"-";"-";"122";"-";"3";"-";"304";"-";"-";"-";"32";"-";"-";"-";"-";"12";"2";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607003";"607003";"58";"7";"2";"7394";"6008";"102";"15";"5891";"2336";"179";"301";"191";"97";"-";"-";"-";"699";"-";"28";"-";"1672";"-";"-";"-";"166";"-";"-";"-";"-";"49";"4";"169";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607004";"607004";"58";"7";"2";"611";"457";"18";"0";"439";"145";"5";"27";"26";"6";"-";"-";"-";"76";"-";"2";"-";"122";"-";"-";"-";"17";"-";"-";"-";"-";"8";"0";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607005";"607005";"58";"7";"2";"4074";"3141";"61";"14";"3066";"1044";"59";"144";"155";"68";"-";"-";"-";"322";"-";"19";"-";"918";"-";"-";"-";"80";"-";"-";"-";"-";"22";"5";"230";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607006";"607006";"58";"7";"2";"8064";"5587";"57";"22";"5508";"2727";"67";"209";"236";"71";"-";"-";"-";"626";"-";"24";"-";"1141";"-";"-";"-";"219";"-";"-";"-";"-";"70";"2";"116";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607007";"607007";"58";"7";"2";"1472";"1217";"19";"1";"1197";"476";"12";"65";"26";"23";"-";"-";"-";"139";"-";"12";"-";"356";"-";"-";"-";"40";"-";"-";"-";"-";"14";"0";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607008";"607008";"58";"7";"2";"6034";"3854";"80";"22";"3752";"1582";"87";"184";"220";"62";"-";"-";"-";"482";"-";"25";"-";"768";"-";"-";"-";"245";"-";"-";"-";"-";"30";"5";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615001";"615001";"71";"8";"3";"5289";"3299";"58";"18";"3223";"1657";"65";"88";"137";"135";"9";"-";"-";"366";"9";"4";"-";"463";"4";"-";"-";"272";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615002";"615002";"71";"8";"3";"5209";"3007";"44";"13";"2950";"1434";"65";"85";"116";"108";"13";"-";"-";"337";"12";"4";"-";"487";"7";"-";"-";"262";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615003";"615003";"71";"8";"3";"8492";"4933";"87";"27";"4819";"2033";"162";"146";"231";"302";"7";"-";"-";"435";"14";"1";"-";"1071";"26";"-";"-";"358";"-";"-";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615004";"615004";"71";"8";"3";"152";"129";"1";"0";"128";"75";"1";"2";"1";"4";"0";"-";"-";"11";"0";"0";"-";"22";"0";"-";"-";"12";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615005";"615005";"71";"8";"3";"4757";"3144";"42";"12";"3090";"1502";"64";"66";"165";"165";"9";"-";"-";"369";"11";"1";"-";"494";"7";"-";"-";"226";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615006";"615006";"71";"8";"3";"7118";"5421";"62";"9";"5350";"2547";"90";"153";"156";"211";"12";"-";"-";"639";"17";"0";"-";"1253";"2";"-";"-";"253";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615007";"615007";"71";"8";"3";"4192";"3240";"44";"18";"3178";"1397";"53";"105";"135";"133";"8";"-";"-";"399";"5";"2";"-";"793";"1";"-";"-";"141";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615008";"615008";"71";"8";"3";"1940";"1566";"19";"7";"1540";"595";"28";"39";"49";"79";"3";"-";"-";"158";"2";"0";"-";"549";"1";"-";"-";"33";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615009";"615009";"71";"8";"3";"1926";"1402";"21";"1";"1380";"507";"21";"31";"36";"74";"1";"-";"-";"150";"1";"4";"-";"483";"1";"-";"-";"67";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615010";"615010";"71";"8";"3";"2126";"1748";"18";"1";"1729";"926";"41";"51";"34";"63";"2";"-";"-";"175";"2";"3";"-";"361";"0";"-";"-";"67";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615011";"615011";"71";"8";"3";"4668";"3918";"37";"6";"3875";"1205";"106";"273";"118";"464";"15";"-";"-";"321";"8";"0";"-";"1256";"2";"-";"-";"97";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615012";"615012";"71";"8";"3";"2753";"2197";"26";"3";"2168";"916";"46";"77";"80";"103";"1";"-";"-";"216";"5";"0";"-";"624";"0";"-";"-";"96";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615013";"615013";"71";"8";"3";"3463";"2560";"25";"12";"2523";"707";"58";"36";"31";"49";"22";"-";"-";"384";"5";"1";"-";"1090";"2";"-";"-";"125";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615014";"615014";"71";"8";"3";"1402";"1089";"13";"0";"1076";"233";"25";"15";"18";"26";"6";"-";"-";"157";"3";"1";"-";"529";"0";"-";"-";"57";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615015";"615015";"71";"8";"3";"875";"665";"9";"2";"654";"158";"35";"11";"23";"38";"3";"-";"-";"109";"0";"0";"-";"229";"0";"-";"-";"46";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615016";"615016";"71";"8";"3";"2598";"1930";"24";"13";"1893";"467";"58";"40";"69";"66";"2";"-";"-";"237";"5";"0";"-";"852";"6";"-";"-";"87";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615017";"615017";"71";"8";"3";"2079";"1556";"21";"6";"1529";"522";"39";"64";"94";"61";"3";"-";"-";"180";"1";"1";"-";"457";"1";"-";"-";"103";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615018";"615018";"71";"8";"3";"2576";"1991";"30";"6";"1955";"655";"45";"54";"69";"88";"4";"-";"-";"224";"3";"2";"-";"695";"1";"-";"-";"109";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
