"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2005 - Stemmeberettigede";"KV2005 - Afgivne stemmer";"KV2005 - Blanke stemmer";"KV2005 - Andre ugyldige stemmer";"KV2005 - Gyldige stemmer";"KV2005 - A";"KV2005 - B";"KV2005 - C";"KV2005 - F";"KV2005 - I";"KV2005 - J";"KV2005 - K";"KV2005 - G";"KV2005 - M";"KV2005 - O";"KV2005 - N";"KV2005 - U";"KV2005 - S";"KV2005 - H";"KV2005 - Y";"KV2005 - V";"KV2005 - Z";"KV2005 - Ø";"KV2005 - R";"KV2005 - Å";"KV2005 - L";"KV2005 - D";"KV2005 - P";"KV2005 - E";"KV2005 - 1";"KV2005 - 2";"KV2005 - 3";"KV2005 - Æ";"KV2005 - Q";"KV2005 - T";"KV2005 - W"
"561016";"561016";"67";"12";"3";"5294";"3777";"20";"10";"3747";"835";"99";"204";"292";"-";"-";"20";"-";"-";"140";"-";"-";"-";"-";"-";"2130";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561017";"561017";"67";"12";"3";"840";"565";"3";"0";"562";"148";"8";"11";"47";"-";"-";"5";"-";"-";"27";"-";"-";"-";"-";"-";"305";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561018";"561018";"67";"12";"3";"399";"284";"2";"1";"281";"55";"5";"13";"24";"-";"-";"0";"-";"-";"18";"-";"-";"-";"-";"-";"158";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561019";"561019";"67";"12";"3";"238";"155";"2";"1";"152";"34";"8";"9";"7";"-";"-";"0";"-";"-";"11";"-";"-";"-";"-";"-";"79";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561020";"561020";"67";"12";"3";"2009";"1428";"12";"6";"1410";"405";"45";"38";"129";"-";"-";"7";"-";"-";"70";"-";"-";"-";"-";"-";"702";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561021";"561021";"67";"12";"3";"3239";"1904";"18";"7";"1879";"814";"41";"38";"159";"-";"-";"42";"-";"-";"113";"-";"-";"-";"-";"-";"619";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561022";"561022";"67";"12";"3";"2687";"1686";"12";"4";"1670";"549";"29";"49";"114";"-";"-";"11";"-";"-";"103";"-";"-";"-";"-";"-";"793";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561023";"561023";"67";"12";"3";"3090";"1980";"16";"4";"1960";"767";"43";"47";"188";"-";"-";"15";"-";"-";"112";"-";"-";"-";"-";"-";"751";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561024";"561024";"67";"12";"3";"2377";"1511";"11";"2";"1498";"476";"34";"47";"112";"-";"-";"29";"-";"-";"71";"-";"-";"-";"-";"-";"703";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561037";"561037";"67";"12";"3";"433";"351";"9";"0";"342";"43";"4";"8";"13";"-";"-";"3";"-";"-";"16";"-";"-";"-";"-";"-";"252";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"563001";"563001";"67";"12";"3";"2201";"1805";"50";"12";"1743";"200";"-";"339";"-";"-";"-";"-";"139";"497";"-";"-";"-";"-";"-";"-";"332";"-";"-";"-";"236";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"563002";"563002";"67";"12";"3";"298";"228";"4";"1";"223";"80";"-";"84";"-";"-";"-";"-";"7";"2";"-";"-";"-";"-";"-";"-";"23";"-";"-";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"565001";"565001";"69";"12";"3";"8186";"5675";"39";"12";"5624";"1741";"135";"468";"-";"38";"-";"244";"-";"-";"318";"-";"-";"-";"-";"-";"2680";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"565002";"565002";"69";"12";"3";"1848";"1345";"6";"4";"1335";"401";"23";"320";"-";"34";"-";"20";"-";"-";"59";"-";"-";"-";"-";"-";"478";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"565003";"565003";"69";"12";"3";"1650";"1189";"10";"3";"1176";"281";"13";"156";"-";"5";"-";"23";"-";"-";"70";"-";"-";"-";"-";"-";"628";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"565004";"565004";"69";"12";"3";"743";"534";"6";"1";"527";"48";"12";"192";"-";"5";"-";"13";"-";"-";"25";"-";"-";"-";"-";"-";"232";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"565005";"565005";"69";"12";"3";"746";"532";"1";"0";"531";"85";"2";"22";"-";"0";"-";"17";"-";"-";"37";"-";"-";"-";"-";"-";"368";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"567001";"567001";"68";"12";"3";"634";"487";"7";"2";"478";"54";"7";"41";"12";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"339";"-";"1";"-";"-";"6";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"567002";"567002";"68";"12";"3";"1216";"873";"10";"2";"861";"103";"23";"26";"10";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"641";"-";"11";"-";"-";"15";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"567003";"567003";"68";"12";"3";"537";"397";"2";"0";"395";"25";"8";"12";"6";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"334";"-";"1";"-";"-";"2";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"567004";"567004";"68";"12";"3";"547";"375";"2";"1";"372";"40";"9";"11";"5";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"295";"-";"1";"-";"-";"3";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"567005";"567005";"68";"12";"3";"815";"643";"1";"0";"642";"152";"16";"25";"13";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"420";"-";"1";"-";"-";"8";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"567006";"567006";"68";"12";"3";"861";"582";"6";"3";"573";"68";"15";"12";"9";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"443";"-";"1";"-";"-";"7";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"567007";"567007";"68";"12";"3";"1048";"801";"3";"3";"795";"88";"10";"32";"16";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"616";"-";"6";"-";"-";"16";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"569001";"569001";"69";"12";"3";"2935";"470";"13";"7";"450";"13";"35";"136";"49";"-";"-";"-";"-";"-";"199";"-";"-";"-";"-";"-";"9";"-";"9";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"569002";"569002";"69";"12";"3";"405";"54";"1";"0";"53";"2";"9";"10";"4";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"4";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"569003";"569003";"69";"12";"3";"265";"41";"3";"0";"38";"2";"1";"11";"0";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"1";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"569004";"569004";"69";"12";"3";"225";"29";"1";"0";"28";"1";"5";"7";"2";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"2";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"569005";"569005";"69";"12";"3";"955";"174";"7";"0";"167";"1";"5";"18";"6";"-";"-";"-";"-";"-";"39";"-";"-";"-";"-";"-";"97";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"569006";"569006";"69";"12";"3";"447";"101";"5";"2";"94";"26";"6";"38";"8";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"0";"-";"2";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571001";"571001";"68";"12";"3";"7045";"4944";"52";"17";"4875";"1636";"230";"389";"578";"-";"-";"23";"-";"-";"171";"-";"-";"-";"-";"-";"1700";"-";"148";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571002";"571002";"68";"12";"3";"569";"421";"7";"0";"414";"95";"16";"39";"35";"-";"-";"5";"-";"-";"18";"-";"-";"-";"-";"-";"198";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571003";"571003";"68";"12";"3";"226";"167";"3";"0";"164";"29";"3";"17";"4";"-";"-";"4";"-";"-";"7";"-";"-";"-";"-";"-";"98";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571004";"571004";"68";"12";"3";"1538";"1143";"27";"2";"1114";"284";"49";"78";"81";"-";"-";"18";"-";"-";"41";"-";"-";"-";"-";"-";"545";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571005";"571005";"68";"12";"3";"1368";"999";"14";"0";"985";"205";"24";"140";"44";"-";"-";"9";"-";"-";"60";"-";"-";"-";"-";"-";"495";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571006";"571006";"68";"12";"3";"187";"144";"0";"0";"144";"13";"1";"9";"6";"-";"-";"0";"-";"-";"6";"-";"-";"-";"-";"-";"106";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571007";"571007";"68";"12";"3";"44";"25";"1";"0";"24";"2";"0";"1";"0";"-";"-";"0";"-";"-";"2";"-";"-";"-";"-";"-";"19";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571008";"571008";"68";"12";"3";"176";"129";"2";"0";"127";"22";"8";"3";"4";"-";"-";"1";"-";"-";"12";"-";"-";"-";"-";"-";"76";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571009";"571009";"68";"12";"3";"495";"342";"8";"0";"334";"63";"13";"9";"6";"-";"-";"7";"-";"-";"21";"-";"-";"-";"-";"-";"210";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571010";"571010";"68";"12";"3";"505";"377";"2";"1";"374";"76";"19";"12";"17";"-";"-";"3";"-";"-";"29";"-";"-";"-";"-";"-";"210";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571011";"571011";"68";"12";"3";"376";"241";"1";"0";"240";"41";"7";"14";"13";"-";"-";"3";"-";"-";"18";"-";"-";"-";"-";"-";"140";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571013";"571013";"68";"12";"3";"492";"364";"5";"2";"357";"71";"14";"44";"19";"-";"-";"4";"-";"-";"18";"-";"-";"-";"-";"-";"181";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"571014";"571014";"68";"12";"3";"722";"584";"6";"0";"578";"178";"23";"34";"45";"-";"-";"3";"-";"-";"24";"-";"-";"-";"-";"-";"265";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573001";"573001";"66";"12";"3";"10289";"5844";"38";"35";"5771";"1698";"103";"1039";"216";"-";"-";"-";"-";"-";"222";"-";"-";"-";"-";"-";"2449";"-";"18";"-";"-";"4";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-"
"573006";"573006";"66";"12";"3";"679";"434";"1";"2";"431";"47";"3";"56";"17";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"282";"-";"2";"-";"-";"0";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"573007";"573007";"66";"12";"3";"1072";"743";"11";"6";"726";"181";"30";"102";"18";"-";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"363";"-";"3";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"573008";"573008";"66";"12";"3";"909";"582";"4";"3";"575";"63";"8";"41";"15";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"423";"-";"2";"-";"-";"0";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"573009";"573009";"66";"12";"3";"1027";"666";"12";"4";"650";"103";"17";"75";"25";"-";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"410";"-";"1";"-";"-";"0";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"573011";"573011";"66";"12";"3";"622";"417";"4";"0";"413";"49";"8";"46";"47";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"249";"-";"1";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"573012";"573012";"66";"12";"3";"861";"587";"8";"0";"579";"111";"12";"64";"18";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"347";"-";"4";"-";"-";"1";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"575001";"575001";"69";"12";"3";"6828";"1995";"50";"10";"1935";"27";"256";"354";"206";"-";"-";"-";"-";"-";"348";"-";"-";"-";"-";"-";"711";"-";"17";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575002";"575002";"69";"12";"3";"517";"248";"4";"0";"244";"3";"11";"16";"11";"-";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"169";"-";"2";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575003";"575003";"69";"12";"3";"1626";"640";"13";"3";"624";"13";"76";"97";"102";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"-";"248";"-";"4";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575004";"575004";"69";"12";"3";"1083";"497";"7";"0";"490";"2";"19";"25";"39";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"337";"-";"5";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575005";"575005";"69";"12";"3";"1102";"435";"6";"0";"429";"3";"20";"24";"21";"-";"-";"-";"-";"-";"57";"-";"-";"-";"-";"-";"299";"-";"3";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575006";"575006";"69";"12";"3";"1138";"444";"7";"0";"437";"3";"13";"21";"23";"-";"-";"-";"-";"-";"76";"-";"-";"-";"-";"-";"285";"-";"1";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575007";"575007";"69";"12";"3";"253";"116";"5";"1";"110";"0";"5";"7";"5";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"70";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575008";"575008";"69";"12";"3";"164";"70";"2";"0";"68";"0";"1";"0";"4";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"47";"-";"0";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"577001";"577001";"66";"12";"3";"4094";"1107";"18";"10";"1079";"196";"36";"25";"18";"-";"-";"-";"-";"-";"49";"-";"-";"-";"-";"-";"746";"-";"8";"-";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"577002";"577002";"66";"12";"3";"234";"86";"0";"0";"86";"10";"0";"3";"4";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"66";"-";"1";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"577003";"577003";"66";"12";"3";"1280";"521";"4";"4";"513";"63";"6";"23";"11";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"-";"391";"-";"0";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"577004";"577004";"66";"12";"3";"340";"69";"2";"0";"67";"11";"0";"3";"6";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"38";"-";"0";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"577005";"577005";"66";"12";"3";"242";"90";"3";"1";"86";"6";"0";"1";"5";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"71";"-";"1";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"577006";"577006";"66";"12";"3";"1443";"213";"3";"4";"206";"60";"6";"12";"10";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"101";"-";"6";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"577007";"577007";"66";"12";"3";"665";"149";"3";"1";"145";"25";"12";"1";"8";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"92";"-";"0";"-";"-";"0";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"601001";"601001";"73";"13";"3";"2833";"2099";"18";"13";"2068";"718";"74";"238";"31";"-";"-";"19";"-";"-";"219";"4";"-";"-";"0";"-";"737";"3";"25";"0";"-";"-";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"601002";"601002";"73";"13";"3";"524";"411";"4";"2";"405";"91";"11";"30";"13";"-";"-";"5";"-";"-";"39";"0";"-";"-";"0";"-";"202";"0";"13";"0";"-";"-";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-"
"601003";"601003";"73";"13";"3";"755";"627";"4";"0";"623";"198";"20";"17";"17";"-";"-";"1";"-";"-";"52";"3";"-";"-";"0";"-";"303";"0";"10";"2";"-";"-";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"601004";"601004";"73";"13";"3";"642";"463";"2";"3";"458";"108";"32";"20";"8";"-";"-";"4";"-";"-";"60";"2";"-";"-";"1";"-";"215";"0";"7";"0";"-";"-";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-"
"601005";"601005";"73";"13";"3";"755";"564";"1";"2";"561";"217";"15";"26";"17";"-";"-";"0";"-";"-";"80";"2";"-";"-";"0";"-";"184";"3";"16";"0";"-";"-";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-"
"601007";"601007";"73";"13";"3";"543";"430";"3";"3";"424";"99";"105";"18";"18";"-";"-";"0";"-";"-";"39";"1";"-";"-";"0";"-";"124";"1";"18";"1";"-";"-";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"603001";"603001";"70";"13";"3";"2105";"1515";"10";"8";"1497";"935";"52";"22";"131";"-";"-";"17";"-";"-";"89";"2";"31";"-";"-";"-";"191";"-";"9";"-";"-";"11";"-";"5";"2";"-";"-";"-";"-";"-";"-";"-"
"603002";"603002";"70";"13";"3";"3442";"2679";"15";"8";"2656";"1654";"51";"38";"189";"-";"-";"69";"-";"-";"173";"0";"17";"-";"-";"-";"425";"-";"13";"-";"-";"20";"-";"6";"1";"-";"-";"-";"-";"-";"-";"-"
"603003";"603003";"70";"13";"3";"1488";"1214";"9";"3";"1202";"682";"12";"21";"83";"-";"-";"41";"-";"-";"98";"0";"2";"-";"-";"-";"255";"-";"0";"-";"-";"8";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"603004";"603004";"70";"13";"3";"1724";"1332";"9";"4";"1319";"591";"21";"24";"115";"-";"-";"16";"-";"-";"120";"0";"2";"-";"-";"-";"401";"-";"13";"-";"-";"11";"-";"3";"2";"-";"-";"-";"-";"-";"-";"-"
"605001";"605001";"73";"13";"3";"1602";"1215";"5";"9";"1201";"357";"30";"30";"171";"-";"-";"14";"-";"-";"166";"0";"2";"-";"-";"-";"419";"-";"4";"-";"-";"5";"-";"2";"1";"-";"-";"-";"-";"-";"-";"-"
"605002";"605002";"73";"13";"3";"2600";"1870";"14";"2";"1854";"427";"62";"83";"223";"-";"-";"14";"-";"-";"243";"1";"1";"-";"-";"-";"776";"-";"13";"-";"-";"7";"-";"3";"1";"-";"-";"-";"-";"-";"-";"-"
"605003";"605003";"73";"13";"3";"695";"555";"3";"2";"550";"145";"16";"19";"76";"-";"-";"5";"-";"-";"97";"0";"0";"-";"-";"-";"179";"-";"5";"-";"-";"6";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-"
"605004";"605004";"73";"13";"3";"1249";"940";"4";"3";"933";"129";"21";"31";"121";"-";"-";"9";"-";"-";"157";"0";"36";"-";"-";"-";"408";"-";"12";"-";"-";"9";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"605005";"605005";"73";"13";"3";"1190";"873";"21";"8";"844";"157";"43";"24";"119";"-";"-";"19";"-";"-";"144";"0";"23";"-";"-";"-";"305";"-";"1";"-";"-";"6";"-";"3";"0";"-";"-";"-";"-";"-";"-";"-"
"605007";"605007";"73";"13";"3";"1360";"1043";"11";"1";"1031";"306";"25";"37";"144";"-";"-";"26";"-";"-";"178";"0";"0";"-";"-";"-";"296";"-";"7";"-";"-";"10";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-"
"605008";"605008";"73";"13";"3";"1486";"1083";"22";"18";"1043";"199";"66";"46";"139";"-";"-";"9";"-";"-";"197";"0";"2";"-";"-";"-";"374";"-";"6";"-";"-";"5";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"607001";"607001";"70";"13";"3";"10426";"6717";"73";"19";"6625";"2639";"97";"343";"950";"364";"12";"191";"-";"-";"563";"-";"-";"-";"-";"-";"1197";"-";"79";"-";"-";"-";"-";"190";"-";"-";"-";"-";"-";"-";"-";"-"
"607002";"607002";"70";"13";"3";"1169";"865";"6";"0";"859";"237";"17";"39";"86";"44";"4";"15";"-";"-";"87";"-";"-";"-";"-";"-";"311";"-";"5";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-"
"607003";"607003";"70";"13";"3";"7298";"5331";"59";"25";"5247";"1735";"66";"380";"572";"444";"4";"90";"-";"-";"347";"-";"-";"-";"-";"-";"1500";"-";"21";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"-";"-";"-"
"607004";"607004";"70";"13";"3";"590";"403";"5";"3";"395";"105";"7";"25";"50";"11";"0";"8";"-";"-";"43";"-";"-";"-";"-";"-";"134";"-";"8";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-"
"607005";"607005";"70";"13";"3";"3673";"2524";"26";"3";"2495";"807";"60";"152";"328";"131";"6";"40";"-";"-";"129";"-";"-";"-";"-";"-";"800";"-";"7";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-"
"607006";"607006";"70";"13";"3";"7672";"4696";"45";"32";"4619";"1945";"64";"224";"552";"184";"15";"84";"-";"-";"423";"-";"-";"-";"-";"-";"884";"-";"35";"-";"-";"-";"-";"209";"-";"-";"-";"-";"-";"-";"-";"-"
"607007";"607007";"70";"13";"3";"1415";"1092";"13";"0";"1079";"382";"15";"55";"124";"52";"0";"21";"-";"-";"77";"-";"-";"-";"-";"-";"329";"-";"1";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-"
"607008";"607008";"70";"13";"3";"5770";"3229";"43";"14";"3172";"1186";"44";"186";"454";"154";"4";"90";"-";"-";"285";"-";"-";"-";"-";"-";"576";"-";"77";"-";"-";"-";"-";"116";"-";"-";"-";"-";"-";"-";"-";"-"
"609001";"609001";"75";"13";"3";"2313";"1709";"15";"2";"1692";"526";"39";"30";"40";"-";"-";"3";"-";"-";"103";"7";"-";"-";"1";"-";"911";"3";"26";"0";"-";"-";"-";"1";"2";"-";"-";"-";"-";"-";"-";"-"
"609002";"609002";"75";"13";"3";"1742";"1295";"10";"3";"1282";"413";"33";"52";"50";"-";"-";"8";"-";"-";"68";"48";"-";"-";"0";"-";"550";"0";"58";"2";"-";"-";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"609003";"609003";"75";"13";"3";"2219";"1635";"14";"5";"1616";"543";"30";"168";"47";"-";"-";"2";"-";"-";"107";"15";"-";"-";"0";"-";"644";"6";"50";"1";"-";"-";"-";"2";"1";"-";"-";"-";"-";"-";"-";"-"
"609004";"609004";"75";"13";"3";"1373";"1052";"6";"3";"1043";"396";"34";"38";"43";"-";"-";"1";"-";"-";"41";"4";"-";"-";"0";"-";"449";"1";"33";"2";"-";"-";"-";"1";"0";"-";"-";"-";"-";"-";"-";"-"
"611001";"611001";"73";"13";"3";"4368";"3042";"27";"12";"3003";"422";"105";"180";"298";"-";"-";"110";"-";"-";"909";"1";"48";"-";"-";"-";"868";"-";"7";"-";"-";"51";"-";"1";"3";"-";"-";"-";"-";"-";"-";"-"
"611002";"611002";"73";"13";"3";"1763";"1325";"11";"6";"1308";"133";"40";"19";"105";"-";"-";"24";"-";"-";"507";"1";"205";"-";"-";"-";"259";"-";"6";"-";"-";"9";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"611003";"611003";"73";"13";"3";"952";"693";"5";"3";"685";"84";"55";"28";"73";"-";"-";"40";"-";"-";"145";"0";"16";"-";"-";"-";"180";"-";"2";"-";"-";"61";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-"
"611004";"611004";"73";"13";"3";"898";"691";"3";"4";"684";"88";"21";"17";"88";"-";"-";"25";"-";"-";"140";"0";"30";"-";"-";"-";"254";"-";"0";"-";"-";"21";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"611005";"611005";"73";"13";"3";"853";"596";"4";"2";"590";"80";"18";"20";"51";"-";"-";"13";"-";"-";"158";"0";"11";"-";"-";"-";"210";"-";"1";"-";"-";"25";"-";"3";"0";"-";"-";"-";"-";"-";"-";"-"
"611006";"611006";"73";"13";"3";"378";"305";"2";"0";"303";"44";"17";"14";"27";"-";"-";"7";"-";"-";"51";"0";"1";"-";"-";"-";"134";"-";"2";"-";"-";"6";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"611007";"611007";"73";"13";"3";"1232";"873";"8";"4";"861";"115";"13";"19";"77";"-";"-";"10";"-";"-";"251";"0";"121";"-";"-";"-";"241";"-";"4";"-";"-";"10";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-"
"613001";"613001";"74";"13";"3";"5162";"3911";"18";"6";"3887";"2285";"56";"117";"49";"-";"0";"100";"-";"2";"260";"-";"-";"-";"-";"-";"1001";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"613002";"613002";"74";"13";"3";"3064";"2309";"14";"6";"2289";"1155";"49";"55";"47";"-";"4";"125";"-";"1";"205";"-";"-";"-";"-";"-";"520";"-";"-";"-";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"613003";"613003";"74";"13";"3";"1526";"1220";"4";"0";"1216";"306";"15";"11";"20";"-";"0";"148";"-";"0";"74";"-";"-";"-";"-";"-";"631";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"613004";"613004";"74";"13";"3";"1155";"880";"11";"0";"869";"423";"17";"31";"15";"-";"1";"34";"-";"1";"53";"-";"-";"-";"-";"-";"291";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"613005";"613005";"74";"13";"3";"485";"385";"3";"1";"381";"71";"5";"5";"8";"-";"1";"41";"-";"0";"102";"-";"-";"-";"-";"-";"145";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
