"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2005 - Stemmeberettigede";"KV2005 - Afgivne stemmer";"KV2005 - Blanke stemmer";"KV2005 - Andre ugyldige stemmer";"KV2005 - Gyldige stemmer";"KV2005 - A";"KV2005 - B";"KV2005 - C";"KV2005 - F";"KV2005 - I";"KV2005 - J";"KV2005 - K";"KV2005 - G";"KV2005 - M";"KV2005 - O";"KV2005 - N";"KV2005 - U";"KV2005 - S";"KV2005 - H";"KV2005 - Y";"KV2005 - V";"KV2005 - Z";"KV2005 - Ø";"KV2005 - R";"KV2005 - Å";"KV2005 - L";"KV2005 - D";"KV2005 - P";"KV2005 - E";"KV2005 - 1";"KV2005 - 2";"KV2005 - 3";"KV2005 - Æ";"KV2005 - Q";"KV2005 - T";"KV2005 - W"
"527002";"527002";"65";"11";"3";"177";"21";"1";"0";"20";"0";"2";"8";"6";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"0";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"527003";"527003";"65";"11";"3";"804";"161";"6";"2";"153";"2";"9";"78";"33";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"0";"-";"7";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"527004";"527004";"65";"11";"3";"1816";"163";"10";"3";"150";"1";"18";"38";"27";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"6";"-";"3";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"527005";"527005";"65";"11";"3";"571";"91";"4";"0";"87";"3";"3";"44";"10";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"0";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"527006";"527006";"65";"11";"3";"1346";"207";"8";"6";"193";"1";"13";"59";"21";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"7";"-";"2";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"527007";"527007";"65";"11";"3";"393";"72";"7";"0";"65";"2";"8";"30";"5";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"1";"-";"0";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"527008";"527008";"65";"11";"3";"609";"81";"6";"0";"75";"4";"10";"30";"8";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"-";"2";"-";"1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"527009";"527009";"65";"11";"3";"281";"59";"5";"1";"53";"1";"3";"33";"6";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"0";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"529001";"529001";"60";"11";"3";"4618";"3755";"12";"8";"3735";"2920";"12";"166";"22";"-";"-";"42";"-";"-";"83";"-";"-";"57";"-";"-";"428";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"529002";"529002";"60";"11";"3";"1536";"1249";"5";"5";"1239";"935";"7";"37";"3";"-";"-";"38";"-";"-";"30";"-";"-";"24";"-";"-";"164";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"529003";"529003";"60";"11";"3";"731";"589";"2";"1";"586";"356";"3";"11";"4";"-";"-";"8";"-";"-";"12";"-";"-";"29";"-";"-";"163";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"529004";"529004";"60";"11";"3";"303";"262";"1";"1";"260";"141";"1";"7";"1";"-";"-";"8";"-";"-";"2";"-";"-";"2";"-";"-";"98";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"529005";"529005";"60";"11";"3";"711";"579";"4";"0";"575";"389";"1";"14";"3";"-";"-";"4";"-";"-";"18";"-";"-";"10";"-";"-";"133";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"529006";"529006";"60";"11";"3";"785";"666";"3";"2";"661";"488";"1";"21";"10";"-";"-";"4";"-";"-";"22";"-";"-";"12";"-";"-";"103";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"531011";"531011";"63";"11";"3";"585";"393";"4";"1";"388";"143";"6";"37";"9";"-";"-";"2";"-";"-";"23";"-";"-";"6";"-";"-";"145";"3";"4";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"531021";"531021";"63";"11";"3";"586";"382";"5";"1";"376";"96";"7";"56";"5";"-";"-";"3";"-";"-";"34";"-";"-";"2";"-";"-";"161";"1";"3";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"531041";"531041";"63";"11";"3";"309";"218";"4";"0";"214";"52";"1";"14";"7";"-";"-";"2";"-";"-";"19";"-";"-";"1";"-";"-";"103";"5";"6";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"531051";"531051";"63";"11";"3";"565";"424";"10";"0";"414";"71";"6";"35";"14";"-";"-";"0";"-";"-";"27";"-";"-";"5";"-";"-";"207";"4";"8";"-";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"531061";"531061";"63";"11";"3";"2970";"2084";"15";"6";"2063";"601";"22";"265";"17";"-";"-";"10";"-";"-";"96";"-";"-";"15";"-";"-";"920";"14";"11";"-";"-";"92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"531071";"531071";"63";"11";"3";"543";"400";"4";"0";"396";"65";"3";"14";"7";"-";"-";"8";"-";"-";"29";"-";"-";"2";"-";"-";"257";"1";"5";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"533001";"533001";"62";"11";"3";"921";"690";"11";"3";"676";"221";"10";"14";"10";"-";"-";"7";"-";"-";"42";"-";"-";"13";"-";"-";"169";"1";"4";"-";"-";"185";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"533002";"533002";"62";"11";"3";"553";"453";"3";"4";"446";"133";"1";"9";"11";"-";"-";"0";"-";"-";"24";"-";"-";"13";"-";"-";"94";"2";"1";"-";"-";"158";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"533003";"533003";"62";"11";"3";"1451";"1144";"10";"4";"1130";"401";"17";"34";"9";"-";"-";"5";"-";"-";"59";"-";"-";"10";"-";"-";"290";"1";"7";"-";"-";"297";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"533004";"533004";"62";"11";"3";"964";"764";"10";"2";"752";"273";"12";"22";"7";"-";"-";"8";"-";"-";"52";"-";"-";"13";"-";"-";"134";"2";"2";"-";"-";"227";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"535001";"535001";"62";"11";"3";"2465";"1986";"10";"11";"1965";"616";"28";"262";"21";"-";"-";"6";"-";"-";"77";"-";"-";"20";"-";"-";"343";"4";"3";"-";"-";"584";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"535002";"535002";"62";"11";"3";"1192";"884";"10";"4";"870";"301";"8";"43";"17";"-";"-";"1";"-";"-";"43";"-";"-";"14";"-";"-";"158";"1";"4";"-";"-";"279";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"535003";"535003";"62";"11";"3";"839";"655";"3";"4";"648";"192";"7";"30";"5";"-";"-";"1";"-";"-";"20";"-";"-";"4";"-";"-";"165";"3";"2";"-";"-";"219";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"535004";"535004";"62";"11";"3";"442";"348";"4";"1";"343";"70";"2";"3";"3";"-";"-";"2";"-";"-";"10";"-";"-";"8";"-";"-";"51";"0";"1";"-";"-";"193";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"537001";"537001";"61";"11";"3";"5892";"4062";"42";"11";"4009";"1440";"116";"274";"135";"-";"-";"20";"-";"-";"272";"-";"-";"148";"-";"-";"1062";"4";"35";"-";"-";"498";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"537002";"537002";"61";"11";"3";"3506";"2436";"11";"7";"2418";"1059";"51";"109";"82";"-";"-";"8";"-";"-";"140";"-";"-";"56";"-";"-";"570";"4";"24";"-";"-";"312";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"537003";"537003";"61";"11";"3";"3069";"2203";"17";"11";"2175";"1097";"33";"68";"71";"-";"-";"12";"-";"-";"145";"-";"-";"42";"-";"-";"397";"1";"15";"-";"-";"285";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-"
"537004";"537004";"61";"11";"3";"2590";"2129";"19";"3";"2107";"741";"46";"122";"58";"-";"-";"18";"-";"-";"138";"-";"-";"43";"-";"-";"566";"2";"13";"-";"-";"359";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"537005";"537005";"61";"11";"3";"4052";"3126";"22";"6";"3098";"1394";"66";"134";"102";"-";"-";"21";"-";"-";"190";"-";"-";"34";"-";"-";"627";"3";"11";"-";"-";"511";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"537006";"537006";"61";"11";"3";"1822";"1384";"8";"2";"1374";"562";"17";"88";"33";"-";"-";"7";"-";"-";"88";"-";"-";"24";"-";"-";"374";"1";"4";"-";"-";"174";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"537007";"537007";"61";"11";"3";"3016";"2013";"18";"10";"1985";"941";"42";"83";"66";"-";"-";"11";"-";"-";"126";"-";"-";"47";"-";"-";"404";"4";"20";"-";"-";"237";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-"
"539001";"539001";"64";"11";"3";"2465";"1778";"10";"7";"1761";"734";"18";"105";"11";"-";"-";"21";"-";"-";"82";"-";"-";"328";"-";"-";"452";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"539002";"539002";"64";"11";"3";"349";"237";"1";"3";"233";"63";"3";"4";"3";"-";"-";"2";"-";"-";"13";"-";"-";"81";"-";"-";"64";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"539003";"539003";"64";"11";"3";"1195";"877";"8";"4";"865";"417";"7";"58";"7";"-";"-";"24";"-";"-";"40";"-";"-";"59";"-";"-";"251";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"539004";"539004";"64";"11";"3";"202";"155";"1";"1";"153";"49";"1";"4";"2";"-";"-";"0";"-";"-";"14";"-";"-";"26";"-";"-";"56";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"539006";"539006";"64";"11";"3";"550";"335";"9";"0";"326";"91";"4";"9";"5";"-";"-";"14";"-";"-";"31";"-";"-";"86";"-";"-";"86";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"539008";"539008";"64";"11";"3";"1702";"1182";"11";"7";"1164";"341";"4";"21";"7";"-";"-";"130";"-";"-";"64";"-";"-";"212";"-";"-";"385";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"539009";"539009";"64";"11";"3";"720";"531";"3";"2";"526";"141";"3";"2";"2";"-";"-";"6";"-";"-";"14";"-";"-";"66";"-";"-";"292";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"539010";"539010";"64";"11";"3";"384";"298";"4";"0";"294";"81";"2";"12";"6";"-";"-";"12";"-";"-";"19";"-";"-";"88";"-";"-";"74";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"541001";"541001";"63";"11";"3";"2906";"2039";"18";"8";"2013";"802";"37";"159";"112";"-";"-";"14";"-";"-";"69";"-";"-";"98";"-";"-";"624";"6";"70";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"541002";"541002";"63";"11";"3";"3429";"2451";"31";"11";"2409";"745";"74";"252";"181";"-";"-";"23";"-";"-";"73";"-";"-";"185";"-";"-";"740";"9";"67";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"541005";"541005";"63";"11";"3";"707";"508";"6";"2";"500";"126";"8";"40";"15";"-";"-";"7";"-";"-";"30";"-";"-";"20";"-";"-";"238";"3";"6";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"541006";"541006";"63";"11";"3";"182";"151";"0";"0";"151";"16";"2";"5";"0";"-";"-";"3";"-";"-";"5";"-";"-";"0";"-";"-";"116";"1";"0";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"541007";"541007";"63";"11";"3";"763";"554";"5";"0";"549";"145";"9";"30";"22";"-";"-";"9";"-";"-";"40";"-";"-";"54";"-";"-";"219";"1";"12";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"541008";"541008";"63";"11";"3";"957";"756";"10";"2";"744";"245";"22";"65";"33";"-";"-";"4";"-";"-";"25";"-";"-";"19";"-";"-";"282";"4";"31";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"541009";"541009";"63";"11";"3";"151";"125";"2";"2";"121";"36";"1";"3";"5";"-";"-";"0";"-";"-";"2";"-";"-";"11";"-";"-";"57";"0";"4";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"541010";"541010";"63";"11";"3";"248";"180";"2";"0";"178";"24";"4";"5";"10";"-";"-";"0";"-";"-";"6";"-";"-";"68";"-";"-";"55";"1";"3";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"541011";"541011";"63";"11";"3";"92";"59";"0";"0";"59";"10";"3";"0";"2";"-";"-";"2";"-";"-";"5";"-";"-";"9";"-";"-";"26";"0";"1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543001";"543001";"65";"11";"3";"2802";"2111";"17";"5";"2089";"1009";"21";"61";"33";"-";"-";"18";"-";"-";"135";"-";"-";"17";"-";"-";"786";"1";"8";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543002";"543002";"65";"11";"3";"2635";"1805";"12";"14";"1779";"851";"23";"62";"36";"-";"-";"16";"-";"-";"86";"-";"-";"5";"-";"-";"689";"0";"9";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543003";"543003";"65";"11";"3";"853";"624";"8";"5";"611";"205";"13";"10";"8";"-";"-";"13";"-";"-";"39";"-";"-";"3";"-";"-";"318";"1";"1";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543004";"543004";"65";"11";"3";"1132";"892";"8";"2";"882";"341";"15";"4";"35";"-";"-";"20";"-";"-";"47";"-";"-";"5";"-";"-";"414";"0";"1";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543005";"543005";"65";"11";"3";"472";"363";"1";"0";"362";"110";"2";"5";"8";"-";"-";"17";"-";"-";"13";"-";"-";"9";"-";"-";"195";"0";"3";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543006";"543006";"65";"11";"3";"387";"315";"1";"0";"314";"84";"3";"0";"2";"-";"-";"10";"-";"-";"19";"-";"-";"9";"-";"-";"185";"0";"2";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543007";"543007";"65";"11";"3";"942";"652";"7";"2";"643";"187";"5";"7";"8";"-";"-";"10";"-";"-";"33";"-";"-";"2";"-";"-";"390";"0";"1";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543008";"543008";"65";"11";"3";"493";"335";"1";"0";"334";"83";"3";"2";"12";"-";"-";"7";"-";"-";"25";"-";"-";"13";"-";"-";"188";"0";"1";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543009";"543009";"65";"11";"3";"1135";"840";"5";"2";"833";"272";"8";"11";"8";"-";"-";"40";"-";"-";"62";"-";"-";"8";"-";"-";"421";"0";"2";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543010";"543010";"65";"11";"3";"698";"524";"5";"4";"515";"175";"11";"18";"16";"-";"-";"12";"-";"-";"36";"-";"-";"1";"-";"-";"238";"0";"8";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543011";"543011";"65";"11";"3";"1078";"771";"6";"4";"761";"325";"7";"14";"17";"-";"-";"4";"-";"-";"48";"-";"-";"5";"-";"-";"335";"0";"5";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"543033";"543033";"65";"11";"3";"1099";"792";"9";"8";"775";"147";"6";"5";"22";"-";"-";"60";"-";"-";"57";"-";"-";"1";"-";"-";"469";"2";"5";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"545001";"545001";"60";"11";"3";"7512";"5496";"26";"32";"5438";"2648";"111";"466";"174";"-";"-";"45";"-";"-";"283";"-";"-";"258";"-";"-";"1406";"-";"-";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"545002";"545002";"60";"11";"3";"3341";"2516";"6";"5";"2505";"1447";"41";"118";"54";"-";"-";"20";"-";"-";"102";"-";"-";"87";"-";"-";"624";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"545003";"545003";"60";"11";"3";"2432";"1983";"19";"2";"1962";"927";"27";"159";"67";"-";"-";"5";"-";"-";"70";"-";"-";"89";"-";"-";"548";"-";"-";"-";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"545005";"545005";"60";"11";"3";"1766";"1383";"5";"3";"1375";"670";"15";"146";"25";"-";"-";"6";"-";"-";"53";"-";"-";"49";"-";"-";"399";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"545006";"545006";"60";"11";"3";"2243";"1557";"5";"10";"1542";"914";"30";"78";"30";"-";"-";"7";"-";"-";"62";"-";"-";"41";"-";"-";"345";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"551001";"551001";"69";"12";"3";"4776";"3486";"25";"6";"3455";"726";"178";"428";"-";"11";"-";"37";"-";"-";"163";"-";"-";"-";"-";"-";"1912";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"551003";"551003";"69";"12";"3";"1646";"1168";"8";"1";"1159";"417";"15";"41";"-";"2";"-";"12";"-";"-";"58";"-";"-";"-";"-";"-";"614";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"553001";"553001";"66";"12";"3";"290";"189";"2";"0";"187";"24";"3";"38";"9";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"104";"-";"6";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"553002";"553002";"66";"12";"3";"343";"203";"3";"3";"197";"20";"4";"48";"6";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"112";"-";"5";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"553003";"553003";"66";"12";"3";"389";"253";"2";"2";"249";"35";"8";"19";"14";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"160";"-";"2";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"553004";"553004";"66";"12";"3";"388";"253";"0";"1";"252";"21";"10";"34";"4";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"172";"-";"4";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"553006";"553006";"66";"12";"3";"688";"410";"8";"1";"401";"58";"8";"27";"10";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"276";"-";"2";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"553007";"553007";"66";"12";"3";"1192";"739";"8";"4";"727";"131";"16";"117";"11";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"425";"-";"4";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"553008";"553008";"66";"12";"3";"221";"113";"1";"1";"111";"14";"3";"13";"7";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"67";"-";"2";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"553009";"553009";"66";"12";"3";"1254";"810";"5";"0";"805";"77";"14";"42";"16";"-";"-";"-";"-";"-";"21";"-";"-";"-";"-";"-";"630";"-";"4";"-";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"555001";"555001";"66";"12";"3";"2269";"1377";"10";"3";"1364";"285";"16";"134";"33";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"833";"-";"6";"-";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"555002";"555002";"66";"12";"3";"433";"207";"2";"0";"205";"61";"2";"18";"8";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"103";"-";"3";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"555003";"555003";"66";"12";"3";"74";"46";"0";"0";"46";"9";"1";"5";"0";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"29";"-";"0";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"555004";"555004";"66";"12";"3";"308";"177";"2";"0";"175";"27";"5";"14";"5";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"116";"-";"0";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"555005";"555005";"66";"12";"3";"165";"108";"1";"0";"107";"18";"1";"7";"5";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"74";"-";"1";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"557010";"557010";"68";"12";"3";"5339";"3741";"64";"13";"3664";"1151";"198";"198";"177";"-";"-";"82";"-";"-";"165";"-";"-";"-";"-";"-";"1664";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"557020";"557020";"68";"12";"3";"894";"691";"10";"4";"677";"165";"120";"77";"36";"-";"-";"10";"-";"-";"28";"-";"-";"-";"-";"-";"232";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"557030";"557030";"68";"12";"3";"428";"304";"2";"0";"302";"56";"10";"9";"16";"-";"-";"13";"-";"-";"25";"-";"-";"-";"-";"-";"171";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"557040";"557040";"68";"12";"3";"1873";"1269";"21";"6";"1242";"235";"122";"34";"48";"-";"-";"60";"-";"-";"59";"-";"-";"-";"-";"-";"674";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"557050";"557050";"68";"12";"3";"550";"445";"4";"1";"440";"39";"10";"18";"145";"-";"-";"2";"-";"-";"19";"-";"-";"-";"-";"-";"205";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"557060";"557060";"68";"12";"3";"850";"587";"13";"3";"571";"104";"20";"17";"19";"-";"-";"16";"-";"-";"45";"-";"-";"-";"-";"-";"346";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"559001";"559001";"69";"12";"3";"4197";"1353";"20";"7";"1326";"793";"36";"317";"41";"-";"-";"-";"-";"-";"112";"-";"-";"-";"-";"-";"15";"-";"11";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"559002";"559002";"69";"12";"3";"681";"228";"7";"2";"219";"129";"3";"41";"9";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"11";"-";"2";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561001";"561001";"67";"12";"3";"5996";"3462";"41";"8";"3413";"951";"153";"119";"360";"-";"-";"42";"-";"-";"177";"-";"-";"-";"-";"-";"1491";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561002";"561002";"67";"12";"3";"4283";"2541";"41";"5";"2495";"730";"110";"92";"308";"-";"-";"20";"-";"-";"133";"-";"-";"-";"-";"-";"987";"-";"115";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561003";"561003";"67";"12";"3";"2294";"1289";"14";"10";"1265";"590";"33";"27";"116";"-";"-";"8";"-";"-";"96";"-";"-";"-";"-";"-";"341";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561004";"561004";"67";"12";"3";"3544";"2184";"20";"16";"2148";"886";"45";"47";"247";"-";"-";"9";"-";"-";"126";"-";"-";"-";"-";"-";"708";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561005";"561005";"67";"12";"3";"5660";"3273";"33";"33";"3207";"1541";"70";"54";"257";"-";"-";"24";"-";"-";"173";"-";"-";"-";"-";"-";"965";"-";"123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561006";"561006";"67";"12";"3";"5086";"3236";"25";"10";"3201";"1104";"114";"89";"392";"-";"-";"13";"-";"-";"161";"-";"-";"-";"-";"-";"1214";"-";"114";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561007";"561007";"67";"12";"3";"3999";"2419";"28";"10";"2381";"1137";"51";"42";"242";"-";"-";"24";"-";"-";"156";"-";"-";"-";"-";"-";"670";"-";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561008";"561008";"67";"12";"3";"1385";"961";"14";"1";"946";"188";"16";"24";"81";"-";"-";"8";"-";"-";"71";"-";"-";"-";"-";"-";"547";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561010";"561010";"67";"12";"3";"201";"144";"3";"0";"141";"30";"5";"2";"13";"-";"-";"0";"-";"-";"6";"-";"-";"-";"-";"-";"83";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561011";"561011";"67";"12";"3";"3190";"2221";"18";"14";"2189";"588";"59";"77";"232";"-";"-";"24";"-";"-";"93";"-";"-";"-";"-";"-";"1057";"-";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561012";"561012";"67";"12";"3";"1448";"1017";"14";"5";"998";"246";"27";"34";"83";"-";"-";"3";"-";"-";"46";"-";"-";"-";"-";"-";"546";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561013";"561013";"67";"12";"3";"392";"291";"3";"0";"288";"62";"1";"8";"38";"-";"-";"5";"-";"-";"22";"-";"-";"-";"-";"-";"148";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561014";"561014";"67";"12";"3";"187";"130";"0";"0";"130";"26";"2";"4";"7";"-";"-";"5";"-";"-";"4";"-";"-";"-";"-";"-";"77";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561015";"561015";"67";"12";"3";"5583";"3828";"28";"9";"3791";"1148";"68";"88";"363";"-";"-";"45";"-";"-";"211";"-";"-";"-";"-";"-";"1789";"-";"79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
