"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2017 - Stemmeberettigede";"KV2017 - Afgivne stemmer";"KV2017 - Blanke stemmer";"KV2017 - Andre ugyldige stemmer";"KV2017 - Gyldige stemmer";"KV2017 - A";"KV2017 - B";"KV2017 - C";"KV2017 - F";"KV2017 - I";"KV2017 - J";"KV2017 - K";"KV2017 - M";"KV2017 - G";"KV2017 - N";"KV2017 - O";"KV2017 - H";"KV2017 - S";"KV2017 - V";"KV2017 - U";"KV2017 - Z";"KV2017 - Ø";"KV2017 - L";"KV2017 - Å";"KV2017 - R";"KV2017 - D";"KV2017 - P";"KV2017 - E";"KV2017 - Q";"KV2017 - Å1";"KV2017 - K2";"KV2017 - K1";"KV2017 - Æ";"KV2017 - W";"KV2017 - Y";"KV2017 - T"
"561038";"561038";"53";"7";"2";"1320";"916";"14";"2";"900";"168";"20";"49";"29";"22";"-";"-";"-";"4";"5";"93";"-";"-";"404";"-";"-";"34";"-";"10";"1";"12";"1";"48";"-";"-";"-";"-";"-";"-";"-";"0"
"561040";"561040";"53";"7";"2";"2869";"1967";"22";"10";"1935";"435";"26";"62";"89";"29";"-";"-";"-";"4";"10";"189";"-";"-";"920";"-";"-";"50";"-";"38";"0";"25";"2";"51";"-";"-";"-";"-";"-";"-";"-";"5"
"563001";"563001";"52";"7";"2";"2449";"2094";"25";"2";"2067";"190";"-";"320";"197";"-";"-";"-";"119";"-";"-";"77";"68";"-";"499";"-";"-";"-";"338";"161";"-";"-";"-";"98";"-";"-";"-";"-";"-";"-";"-";"-"
"563002";"563002";"52";"7";"2";"287";"252";"1";"1";"250";"85";"-";"25";"9";"-";"-";"-";"5";"-";"-";"9";"3";"-";"48";"-";"-";"-";"49";"14";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"573001";"573001";"54";"7";"2";"11350";"7696";"85";"52";"7559";"2152";"241";"483";"185";"431";"-";"2";"-";"-";"-";"823";"-";"-";"2622";"-";"-";"201";"368";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573004";"573004";"54";"7";"2";"883";"749";"7";"2";"740";"116";"21";"28";"13";"36";"-";"1";"-";"-";"-";"55";"-";"-";"356";"-";"-";"84";"23";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573005";"573005";"54";"7";"2";"627";"471";"4";"1";"466";"63";"7";"15";"10";"16";"-";"0";"-";"-";"-";"48";"-";"-";"242";"-";"-";"19";"45";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573006";"573006";"54";"7";"2";"701";"491";"11";"3";"477";"73";"23";"33";"11";"13";"-";"2";"-";"-";"-";"63";"-";"-";"231";"-";"-";"6";"20";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573007";"573007";"54";"7";"2";"1191";"910";"12";"4";"894";"251";"22";"25";"12";"24";"-";"2";"-";"-";"-";"133";"-";"-";"327";"-";"-";"13";"81";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573008";"573008";"54";"7";"2";"893";"648";"2";"8";"638";"96";"7";"9";"5";"13";"-";"1";"-";"-";"-";"54";"-";"-";"416";"-";"-";"9";"25";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573009";"573009";"54";"7";"2";"1044";"781";"16";"4";"761";"165";"48";"39";"15";"36";"-";"4";"-";"-";"-";"83";"-";"-";"287";"-";"-";"20";"59";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573010";"573010";"54";"7";"2";"1082";"774";"11";"1";"762";"96";"18";"26";"62";"35";"-";"0";"-";"-";"-";"77";"-";"-";"390";"-";"-";"13";"35";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573013";"573013";"54";"7";"2";"1851";"1323";"17";"6";"1300";"220";"25";"210";"29";"36";"-";"4";"-";"-";"-";"118";"-";"-";"538";"-";"-";"37";"70";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573014";"573014";"54";"7";"2";"670";"450";"2";"0";"448";"49";"5";"86";"11";"20";"-";"6";"-";"-";"-";"42";"-";"-";"169";"-";"-";"17";"41";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573015";"573015";"54";"7";"2";"1311";"931";"15";"3";"913";"142";"19";"54";"19";"52";"-";"3";"-";"-";"-";"82";"-";"-";"436";"-";"-";"14";"87";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573018";"573018";"54";"7";"2";"2937";"2332";"22";"4";"2306";"273";"33";"396";"31";"36";"-";"4";"-";"-";"-";"104";"-";"-";"600";"-";"-";"27";"789";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573019";"573019";"54";"7";"2";"525";"355";"1";"2";"352";"51";"3";"61";"11";"3";"-";"1";"-";"-";"-";"36";"-";"-";"111";"-";"-";"1";"68";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573022";"573022";"54";"7";"2";"965";"700";"16";"3";"681";"123";"40";"63";"13";"19";"-";"2";"-";"-";"-";"85";"-";"-";"307";"-";"-";"16";"12";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573023";"573023";"54";"7";"2";"1310";"998";"11";"2";"985";"120";"187";"34";"4";"16";"-";"2";"-";"-";"-";"110";"-";"-";"481";"-";"-";"12";"14";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573024";"573024";"54";"7";"2";"552";"397";"10";"2";"385";"49";"30";"69";"12";"9";"-";"1";"-";"-";"-";"40";"-";"-";"158";"-";"-";"10";"4";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573026";"573026";"54";"7";"2";"1120";"849";"9";"3";"837";"265";"21";"16";"15";"15";"-";"1";"-";"-";"-";"69";"-";"-";"393";"-";"-";"7";"33";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573027";"573027";"54";"7";"2";"845";"622";"6";"4";"612";"28";"125";"6";"6";"9";"-";"2";"-";"-";"-";"30";"-";"-";"391";"-";"-";"4";"10";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573028";"573028";"54";"7";"2";"1073";"817";"6";"4";"807";"127";"39";"24";"15";"66";"-";"2";"-";"-";"-";"74";"-";"-";"354";"-";"-";"14";"87";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573030";"573030";"54";"7";"2";"4771";"3473";"38";"7";"3428";"385";"83";"140";"38";"66";"-";"80";"-";"-";"-";"570";"-";"-";"1688";"-";"-";"152";"216";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573031";"573031";"54";"7";"2";"1565";"1168";"14";"3";"1151";"207";"19";"43";"12";"40";"-";"2";"-";"-";"-";"118";"-";"-";"622";"-";"-";"21";"53";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573032";"573032";"54";"7";"2";"1440";"1080";"6";"4";"1070";"205";"29";"26";"8";"51";"-";"10";"-";"-";"-";"33";"-";"-";"465";"-";"-";"14";"226";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"573033";"573033";"54";"7";"2";"674";"503";"13";"1";"489";"43";"5";"24";"8";"60";"-";"1";"-";"-";"-";"41";"-";"-";"204";"-";"-";"18";"81";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575001";"575001";"55";"7";"2";"4450";"3177";"39";"10";"3128";"1027";"34";"325";"87";"88";"-";"7";"-";"-";"-";"313";"-";"-";"1104";"-";"-";"113";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575002";"575002";"55";"7";"2";"662";"477";"10";"0";"467";"97";"2";"44";"14";"17";"-";"1";"-";"-";"-";"51";"-";"-";"221";"-";"-";"14";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575003";"575003";"55";"7";"2";"2931";"1961";"32";"6";"1923";"682";"19";"121";"45";"42";"-";"5";"-";"-";"-";"215";"-";"-";"697";"-";"-";"68";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575004";"575004";"55";"7";"2";"885";"661";"7";"2";"652";"184";"1";"31";"6";"11";"-";"3";"-";"-";"-";"59";"-";"-";"334";"-";"-";"14";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575005";"575005";"55";"7";"2";"982";"705";"7";"2";"696";"99";"5";"29";"7";"12";"-";"4";"-";"-";"-";"55";"-";"-";"457";"-";"-";"18";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575006";"575006";"55";"7";"2";"452";"330";"7";"1";"322";"65";"2";"115";"6";"16";"-";"1";"-";"-";"-";"29";"-";"-";"70";"-";"-";"10";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575007";"575007";"55";"7";"2";"2802";"2091";"18";"3";"2070";"300";"19";"962";"35";"39";"-";"7";"-";"-";"-";"142";"-";"-";"465";"-";"-";"89";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575008";"575008";"55";"7";"2";"741";"547";"4";"3";"540";"106";"2";"106";"11";"32";"-";"0";"-";"-";"-";"30";"-";"-";"212";"-";"-";"39";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575009";"575009";"55";"7";"2";"1990";"1530";"16";"4";"1510";"318";"10";"99";"38";"38";"-";"4";"-";"-";"-";"145";"-";"-";"765";"-";"-";"59";"-";"-";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575010";"575010";"55";"7";"2";"594";"424";"7";"1";"416";"47";"3";"203";"5";"6";"-";"1";"-";"-";"-";"26";"-";"-";"107";"-";"-";"14";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575011";"575011";"55";"7";"2";"1417";"1016";"15";"4";"997";"208";"6";"122";"18";"27";"-";"4";"-";"-";"-";"105";"-";"-";"445";"-";"-";"38";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575012";"575012";"55";"7";"2";"372";"295";"5";"1";"289";"35";"1";"37";"5";"25";"-";"2";"-";"-";"-";"33";"-";"-";"131";"-";"-";"13";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575013";"575013";"55";"7";"2";"618";"443";"6";"6";"431";"83";"2";"104";"17";"14";"-";"0";"-";"-";"-";"45";"-";"-";"127";"-";"-";"19";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575014";"575014";"55";"7";"2";"7230";"4863";"59";"14";"4790";"1636";"44";"502";"213";"113";"-";"13";"-";"-";"-";"457";"-";"-";"1505";"-";"-";"250";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575015";"575015";"55";"7";"2";"540";"421";"4";"0";"417";"90";"7";"26";"10";"21";"-";"1";"-";"-";"-";"49";"-";"-";"186";"-";"-";"21";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575016";"575016";"55";"7";"2";"2339";"1886";"23";"3";"1860";"582";"28";"235";"85";"58";"-";"2";"-";"-";"-";"107";"-";"-";"685";"-";"-";"60";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575017";"575017";"55";"7";"2";"1148";"862";"13";"5";"844";"354";"7";"48";"30";"49";"-";"1";"-";"-";"-";"104";"-";"-";"194";"-";"-";"40";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575018";"575018";"55";"7";"2";"1199";"903";"17";"0";"886";"288";"11";"51";"27";"45";"-";"5";"-";"-";"-";"105";"-";"-";"290";"-";"-";"46";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575019";"575019";"55";"7";"2";"1669";"1140";"20";"6";"1114";"409";"6";"52";"26";"86";"-";"9";"-";"-";"-";"169";"-";"-";"304";"-";"-";"32";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580001";"580001";"50";"7";"2";"706";"493";"11";"0";"482";"113";"13";"12";"8";"7";"-";"1";"-";"-";"-";"78";"-";"12";"206";"-";"-";"11";"-";"7";"1";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580002";"580002";"50";"7";"2";"722";"523";"9";"0";"514";"168";"5";"10";"16";"3";"-";"2";"-";"-";"-";"70";"-";"15";"197";"-";"-";"10";"-";"7";"1";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580003";"580003";"50";"7";"2";"5376";"3960";"48";"26";"3886";"1276";"103";"186";"73";"47";"-";"7";"-";"-";"-";"630";"-";"108";"1277";"-";"-";"71";"-";"24";"17";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580004";"580004";"50";"7";"2";"3470";"2715";"45";"8";"2662";"869";"41";"63";"79";"64";"-";"3";"-";"-";"-";"412";"-";"126";"799";"-";"-";"96";"-";"22";"9";"79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580005";"580005";"50";"7";"2";"1513";"1161";"17";"4";"1140";"320";"34";"36";"13";"14";"-";"6";"-";"-";"-";"339";"-";"27";"300";"-";"-";"23";"-";"3";"2";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580006";"580006";"50";"7";"2";"767";"537";"4";"1";"532";"69";"7";"1";"3";"16";"-";"1";"-";"-";"-";"67";"-";"76";"268";"-";"-";"13";"-";"1";"1";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580007";"580007";"50";"7";"2";"1793";"1299";"22";"2";"1275";"305";"13";"38";"16";"33";"-";"1";"-";"-";"-";"209";"-";"123";"482";"-";"-";"19";"-";"7";"3";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580008";"580008";"50";"7";"2";"1842";"1399";"18";"7";"1374";"387";"24";"56";"23";"20";"-";"1";"-";"-";"-";"184";"-";"35";"498";"-";"-";"92";"-";"13";"9";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580009";"580009";"50";"7";"2";"1762";"1270";"18";"8";"1244";"321";"12";"89";"18";"12";"-";"1";"-";"-";"-";"179";"-";"47";"495";"-";"-";"26";"-";"13";"3";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580010";"580010";"50";"7";"2";"996";"725";"8";"2";"715";"313";"4";"12";"13";"7";"-";"0";"-";"-";"-";"86";"-";"12";"235";"-";"-";"24";"-";"4";"0";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580011";"580011";"50";"7";"2";"2098";"1329";"21";"6";"1302";"202";"13";"53";"16";"23";"-";"15";"-";"-";"-";"177";"-";"312";"422";"-";"-";"24";"-";"13";"7";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580012";"580012";"50";"7";"2";"2807";"1913";"31";"10";"1872";"389";"22";"57";"41";"18";"-";"5";"-";"-";"-";"263";"-";"298";"698";"-";"-";"32";"-";"12";"7";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580013";"580013";"50";"7";"2";"1810";"1275";"14";"10";"1251";"261";"13";"69";"24";"20";"-";"0";"-";"-";"-";"185";"-";"61";"566";"-";"-";"20";"-";"5";"2";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580014";"580014";"50";"7";"2";"3474";"2343";"51";"7";"2285";"419";"16";"231";"72";"42";"-";"3";"-";"-";"-";"356";"-";"166";"871";"-";"-";"33";"-";"21";"7";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580015";"580015";"50";"7";"2";"4179";"2683";"30";"17";"2636";"567";"33";"401";"65";"47";"-";"2";"-";"-";"-";"410";"-";"141";"845";"-";"-";"53";"-";"7";"7";"58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580016";"580016";"50";"7";"2";"7652";"5340";"80";"25";"5235";"1776";"127";"153";"168";"104";"-";"7";"-";"-";"-";"552";"-";"277";"1615";"-";"-";"245";"-";"66";"19";"126";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580017";"580017";"50";"7";"2";"3264";"2382";"27";"11";"2344";"931";"53";"57";"59";"29";"-";"5";"-";"-";"-";"262";"-";"82";"671";"-";"-";"104";"-";"32";"4";"55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580018";"580018";"50";"7";"2";"2387";"1608";"17";"8";"1583";"677";"34";"49";"33";"22";"-";"2";"-";"-";"-";"205";"-";"56";"386";"-";"-";"71";"-";"13";"10";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607001";"607001";"58";"7";"2";"11622";"8000";"108";"21";"7871";"4573";"64";"193";"292";"106";"-";"31";"-";"-";"-";"912";"-";"-";"1124";"-";"-";"370";"-";"105";"-";"74";"-";"-";"-";"-";"-";"-";"27";"-";"-";"-"
"607002";"607002";"58";"7";"2";"1155";"931";"11";"5";"915";"468";"6";"15";"25";"6";"-";"5";"-";"-";"-";"116";"-";"-";"229";"-";"-";"19";"-";"10";"-";"10";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-"
"607003";"607003";"58";"7";"2";"7443";"5887";"59";"8";"5820";"3089";"93";"158";"153";"83";"-";"11";"-";"-";"-";"715";"-";"-";"1264";"-";"-";"146";"-";"66";"-";"28";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-"
"607004";"607004";"58";"7";"2";"618";"462";"10";"1";"451";"185";"4";"6";"20";"3";"-";"4";"-";"-";"-";"81";"-";"-";"126";"-";"-";"13";"-";"6";"-";"3";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"607005";"607005";"58";"7";"2";"4153";"3112";"30";"6";"3076";"1347";"92";"95";"172";"55";"-";"8";"-";"-";"-";"407";"-";"-";"743";"-";"-";"84";"-";"37";"-";"30";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-"
"607006";"607006";"58";"7";"2";"8615";"5643";"46";"15";"5582";"3294";"46";"106";"155";"62";"-";"15";"-";"-";"-";"673";"-";"-";"843";"-";"-";"273";"-";"60";"-";"42";"-";"-";"-";"-";"-";"-";"13";"-";"-";"-"
"607007";"607007";"58";"7";"2";"1525";"1202";"7";"1";"1194";"602";"7";"38";"30";"10";"-";"5";"-";"-";"-";"136";"-";"-";"308";"-";"-";"29";"-";"15";"-";"11";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"607008";"607008";"58";"7";"2";"5237";"3275";"55";"14";"3206";"1703";"30";"62";"132";"81";"-";"7";"-";"-";"-";"393";"-";"-";"478";"-";"-";"180";"-";"90";"-";"35";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-"
"615001";"615001";"71";"8";"3";"5345";"3166";"50";"23";"3093";"1647";"42";"71";"163";"91";"-";"6";"10";"-";"1";"340";"-";"-";"393";"-";"-";"229";"-";"59";"-";"32";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-"
"615002";"615002";"71";"8";"3";"5587";"3151";"59";"19";"3073";"1590";"62";"78";"154";"122";"-";"12";"11";"-";"1";"392";"-";"-";"354";"-";"-";"184";"-";"88";"-";"21";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-"
"615003";"615003";"71";"8";"3";"9110";"4929";"66";"23";"4840";"2105";"143";"184";"242";"315";"-";"10";"15";"-";"0";"458";"-";"-";"900";"-";"-";"323";"-";"103";"-";"34";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-"
"615004";"615004";"71";"8";"3";"142";"119";"3";"0";"116";"82";"1";"2";"2";"2";"-";"0";"1";"-";"0";"4";"-";"-";"13";"-";"-";"7";"-";"2";"-";"0";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"615005";"615005";"71";"8";"3";"4844";"3095";"23";"28";"3044";"1493";"78";"78";"182";"125";"-";"7";"5";"-";"2";"335";"-";"-";"418";"-";"-";"231";"-";"68";"-";"16";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"615006";"615006";"71";"8";"3";"7329";"5456";"58";"25";"5373";"2666";"86";"232";"194";"191";"-";"14";"13";"-";"3";"640";"-";"-";"1030";"-";"-";"208";"-";"57";"-";"34";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"615007";"615007";"71";"8";"3";"4499";"3386";"34";"15";"3337";"1491";"53";"232";"122";"171";"-";"7";"11";"-";"0";"410";"-";"-";"673";"-";"-";"93";"-";"47";"-";"23";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-"
"615008";"615008";"71";"8";"3";"2346";"1838";"13";"3";"1822";"715";"71";"189";"65";"149";"-";"4";"3";"-";"1";"201";"-";"-";"375";"-";"-";"29";"-";"8";"-";"11";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615009";"615009";"71";"8";"3";"2188";"1626";"13";"1";"1612";"738";"35";"83";"30";"53";"-";"3";"7";"-";"2";"175";"-";"-";"390";"-";"-";"59";"-";"24";"-";"12";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615010";"615010";"71";"8";"3";"2317";"1862";"9";"3";"1850";"975";"43";"118";"48";"56";"-";"1";"3";"-";"0";"198";"-";"-";"309";"-";"-";"56";"-";"29";"-";"12";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"615011";"615011";"71";"8";"3";"4876";"4026";"40";"8";"3978";"1272";"106";"301";"128";"523";"-";"6";"11";"-";"1";"325";"-";"-";"1104";"-";"-";"110";"-";"68";"-";"22";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615012";"615012";"71";"8";"3";"2841";"2300";"18";"2";"2280";"920";"38";"91";"86";"96";"-";"4";"7";"-";"0";"249";"-";"-";"635";"-";"-";"100";"-";"37";"-";"16";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615013";"615013";"71";"8";"3";"3690";"2707";"41";"7";"2659";"965";"39";"38";"37";"48";"-";"15";"5";"-";"0";"292";"-";"-";"1101";"-";"-";"68";"-";"34";"-";"16";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615014";"615014";"71";"8";"3";"1407";"1039";"14";"2";"1023";"302";"30";"20";"29";"55";"-";"12";"4";"-";"0";"129";"-";"-";"385";"-";"-";"41";"-";"12";"-";"4";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"615015";"615015";"71";"8";"3";"888";"666";"8";"3";"655";"167";"19";"6";"24";"16";"-";"4";"0";"-";"0";"87";"-";"-";"251";"-";"-";"39";"-";"36";"-";"5";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615016";"615016";"71";"8";"3";"2704";"1978";"33";"4";"1941";"504";"46";"21";"80";"35";"-";"6";"4";"-";"1";"198";"-";"-";"944";"-";"-";"51";"-";"32";"-";"18";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615017";"615017";"71";"8";"3";"2168";"1615";"18";"4";"1593";"654";"38";"91";"65";"44";"-";"1";"5";"-";"0";"163";"-";"-";"356";"-";"-";"77";"-";"80";"-";"19";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"615018";"615018";"71";"8";"3";"2681";"1964";"16";"5";"1943";"755";"40";"46";"62";"74";"-";"4";"4";"-";"0";"218";"-";"-";"541";"-";"-";"131";"-";"27";"-";"40";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615019";"615019";"71";"8";"3";"1440";"1089";"12";"4";"1073";"413";"22";"28";"48";"21";"-";"2";"1";"-";"0";"94";"-";"-";"363";"-";"-";"52";"-";"21";"-";"7";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615020";"615020";"71";"8";"3";"560";"444";"7";"0";"437";"153";"23";"4";"17";"6";"-";"3";"0";"-";"0";"40";"-";"-";"128";"-";"-";"34";"-";"26";"-";"2";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615021";"615021";"71";"8";"3";"2424";"1030";"16";"14";"1000";"605";"33";"13";"64";"35";"-";"4";"1";"-";"2";"83";"-";"-";"69";"-";"-";"70";"-";"15";"-";"5";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"615022";"615022";"71";"8";"3";"414";"322";"9";"0";"313";"109";"4";"10";"7";"21";"-";"0";"0";"-";"1";"49";"-";"-";"93";"-";"-";"14";"-";"3";"-";"2";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"621001";"621001";"59";"7";"2";"6240";"3958";"45";"18";"3895";"770";"242";"144";"369";"116";"-";"13";"-";"-";"-";"329";"11";"-";"1552";"-";"-";"212";"-";"93";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621002";"621002";"59";"7";"2";"4505";"2607";"31";"9";"2567";"943";"115";"64";"241";"55";"-";"9";"-";"-";"-";"246";"3";"-";"678";"-";"-";"162";"-";"37";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621003";"621003";"59";"7";"2";"4837";"3240";"23";"20";"3197";"955";"127";"55";"296";"49";"-";"21";"-";"-";"-";"333";"7";"-";"1143";"-";"-";"163";"-";"24";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621004";"621004";"59";"7";"2";"6194";"5027";"45";"9";"4973";"665";"295";"234";"293";"130";"-";"19";"-";"-";"-";"382";"2";"-";"2759";"-";"-";"83";"-";"55";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621005";"621005";"59";"7";"2";"4204";"3233";"28";"4";"3201";"606";"113";"82";"216";"50";"-";"9";"-";"-";"-";"283";"2";"-";"1719";"-";"-";"66";"-";"30";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621006";"621006";"59";"7";"2";"3690";"2967";"24";"3";"2940";"326";"84";"41";"143";"32";"-";"5";"-";"-";"-";"197";"1";"-";"2009";"-";"-";"41";"-";"20";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621007";"621007";"59";"7";"2";"4486";"3346";"37";"8";"3301";"519";"83";"67";"190";"53";"-";"15";"-";"-";"-";"404";"6";"-";"1809";"-";"-";"80";"-";"51";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621008";"621008";"60";"7";"2";"5494";"3374";"75";"6";"3293";"811";"154";"71";"315";"78";"-";"14";"-";"-";"-";"495";"4";"-";"1101";"-";"-";"153";"-";"63";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621009";"621009";"60";"7";"2";"7090";"4736";"61";"15";"4660";"945";"299";"125";"412";"134";"-";"51";"-";"-";"-";"464";"7";"-";"1868";"-";"-";"198";"-";"107";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621010";"621010";"60";"7";"2";"4621";"3691";"28";"8";"3655";"749";"110";"77";"309";"54";"-";"71";"-";"-";"-";"397";"1";"-";"1740";"-";"-";"72";"-";"37";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621011";"621011";"60";"7";"2";"3436";"2827";"29";"4";"2794";"424";"141";"128";"151";"53";"-";"7";"-";"-";"-";"250";"4";"-";"1529";"-";"-";"53";"-";"32";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
