"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2017 - Stemmeberettigede";"KV2017 - Afgivne stemmer";"KV2017 - Blanke stemmer";"KV2017 - Andre ugyldige stemmer";"KV2017 - Gyldige stemmer";"KV2017 - A";"KV2017 - B";"KV2017 - C";"KV2017 - F";"KV2017 - I";"KV2017 - J";"KV2017 - K";"KV2017 - M";"KV2017 - G";"KV2017 - N";"KV2017 - O";"KV2017 - H";"KV2017 - S";"KV2017 - V";"KV2017 - U";"KV2017 - Z";"KV2017 - Ø";"KV2017 - L";"KV2017 - Å";"KV2017 - R";"KV2017 - D";"KV2017 - P";"KV2017 - E";"KV2017 - Q";"KV2017 - Å1";"KV2017 - K2";"KV2017 - K1";"KV2017 - Æ";"KV2017 - W";"KV2017 - Y";"KV2017 - T"
"482010";"482010";"47";"6";"2";"961";"738";"14";"3";"721";"84";"40";"100";"171";"-";"-";"-";"-";"-";"10";"88";"-";"-";"167";"1";"-";"28";"6";"26";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"492001";"492001";"48";"6";"2";"2493";"1977";"18";"16";"1943";"361";"-";"610";"67";"-";"-";"-";"-";"-";"-";"432";"-";"-";"92";"-";"-";"76";"-";"47";"-";"-";"187";"-";"-";"-";"-";"-";"71";"-";"-";"-"
"492002";"492002";"48";"6";"2";"1834";"1526";"10";"11";"1505";"440";"-";"68";"65";"-";"-";"-";"-";"-";"-";"39";"-";"-";"394";"-";"-";"42";"-";"18";"-";"-";"152";"-";"-";"-";"-";"-";"287";"-";"-";"-"
"492003";"492003";"48";"6";"2";"963";"744";"10";"8";"726";"172";"-";"52";"67";"-";"-";"-";"-";"-";"-";"19";"-";"-";"213";"-";"-";"31";"-";"8";"-";"-";"96";"-";"-";"-";"-";"-";"68";"-";"-";"-"
"510001";"510001";"61";"7";"2";"2462";"1727";"33";"8";"1686";"378";"31";"75";"77";"121";"-";"19";"-";"-";"-";"227";"-";"10";"668";"-";"-";"57";"-";"11";"-";"6";"-";"2";"-";"-";"-";"-";"-";"-";"4";"-"
"510002";"510002";"61";"7";"2";"727";"495";"7";"1";"487";"97";"10";"12";"9";"47";"-";"15";"-";"-";"-";"105";"-";"8";"155";"-";"-";"13";"-";"7";"-";"8";"-";"0";"-";"-";"-";"-";"-";"-";"1";"-"
"510003";"510003";"61";"7";"2";"222";"163";"2";"1";"160";"26";"3";"5";"9";"18";"-";"1";"-";"-";"-";"35";"-";"1";"56";"-";"-";"0";"-";"4";"-";"2";"-";"0";"-";"-";"-";"-";"-";"-";"0";"-"
"510004";"510004";"61";"7";"2";"301";"198";"3";"0";"195";"22";"4";"5";"7";"20";"-";"2";"-";"-";"-";"29";"-";"0";"89";"-";"-";"7";"-";"1";"-";"8";"-";"1";"-";"-";"-";"-";"-";"-";"0";"-"
"510005";"510005";"61";"7";"2";"2818";"2105";"32";"10";"2063";"614";"218";"117";"85";"90";"-";"22";"-";"-";"-";"177";"-";"50";"475";"-";"-";"156";"-";"39";"-";"15";"-";"5";"-";"-";"-";"-";"-";"-";"0";"-"
"510006";"510006";"61";"7";"2";"2571";"1760";"31";"26";"1703";"622";"79";"80";"61";"48";"-";"24";"-";"-";"-";"254";"-";"49";"276";"-";"-";"168";"-";"11";"-";"24";"-";"6";"-";"-";"-";"-";"-";"-";"1";"-"
"510007";"510007";"61";"7";"2";"3550";"2355";"61";"5";"2289";"647";"177";"139";"98";"95";"-";"18";"-";"-";"-";"265";"-";"54";"462";"-";"-";"226";"-";"77";"-";"28";"-";"3";"-";"-";"-";"-";"-";"-";"0";"-"
"510008";"510008";"61";"7";"2";"3292";"2541";"34";"5";"2502";"765";"233";"145";"89";"103";"-";"27";"-";"-";"-";"207";"-";"69";"587";"-";"-";"196";"-";"45";"-";"33";"-";"3";"-";"-";"-";"-";"-";"-";"0";"-"
"510009";"510009";"61";"7";"2";"1164";"824";"9";"0";"815";"181";"14";"17";"25";"23";"-";"38";"-";"-";"-";"109";"-";"17";"354";"-";"-";"20";"-";"6";"-";"10";"-";"1";"-";"-";"-";"-";"-";"-";"0";"-"
"510010";"510010";"61";"7";"2";"2561";"1773";"27";"9";"1737";"641";"154";"106";"60";"52";"-";"21";"-";"-";"-";"178";"-";"41";"271";"-";"-";"160";"-";"23";"-";"26";"-";"4";"-";"-";"-";"-";"-";"-";"0";"-"
"510011";"510011";"61";"7";"2";"2042";"1545";"22";"7";"1516";"507";"145";"94";"58";"50";"-";"9";"-";"-";"-";"145";"-";"45";"302";"-";"-";"129";"-";"19";"-";"12";"-";"1";"-";"-";"-";"-";"-";"-";"0";"-"
"510012";"510012";"61";"7";"2";"435";"328";"3";"0";"325";"64";"14";"14";"7";"24";"-";"9";"-";"-";"-";"57";"-";"4";"113";"-";"-";"12";"-";"3";"-";"3";"-";"1";"-";"-";"-";"-";"-";"-";"0";"-"
"510013";"510013";"61";"7";"2";"1000";"698";"9";"3";"686";"189";"45";"17";"30";"64";"-";"8";"-";"-";"-";"87";"-";"71";"122";"-";"-";"30";"-";"11";"-";"11";"-";"1";"-";"-";"-";"-";"-";"-";"0";"-"
"510014";"510014";"61";"7";"2";"2171";"1768";"24";"3";"1741";"588";"110";"93";"56";"85";"-";"14";"-";"-";"-";"197";"-";"28";"444";"-";"-";"87";"-";"17";"-";"16";"-";"3";"-";"-";"-";"-";"-";"-";"3";"-"
"510015";"510015";"61";"7";"2";"596";"465";"10";"1";"454";"102";"123";"18";"8";"32";"-";"3";"-";"-";"-";"67";"-";"16";"52";"-";"-";"22";"-";"2";"-";"7";"-";"2";"-";"-";"-";"-";"-";"-";"0";"-"
"510016";"510016";"61";"7";"2";"413";"333";"5";"3";"325";"74";"40";"28";"3";"14";"-";"3";"-";"-";"-";"39";"-";"7";"94";"-";"-";"11";"-";"2";"-";"10";"-";"0";"-";"-";"-";"-";"-";"-";"0";"-"
"510017";"510017";"61";"7";"2";"343";"289";"6";"0";"283";"83";"14";"6";"13";"24";"-";"2";"-";"-";"-";"36";"-";"2";"63";"-";"-";"15";"-";"20";"-";"3";"-";"0";"-";"-";"-";"-";"-";"-";"2";"-"
"510018";"510018";"61";"7";"2";"1254";"987";"7";"0";"980";"285";"67";"68";"55";"52";"-";"12";"-";"-";"-";"118";"-";"11";"208";"-";"-";"81";"-";"12";"-";"11";"-";"0";"-";"-";"-";"-";"-";"-";"0";"-"
"510019";"510019";"61";"7";"2";"1154";"903";"13";"4";"886";"253";"45";"37";"24";"101";"-";"6";"-";"-";"-";"110";"-";"21";"220";"-";"-";"42";"-";"13";"-";"10";"-";"3";"-";"-";"-";"-";"-";"-";"1";"-"
"510020";"510020";"61";"7";"2";"146";"112";"2";"0";"110";"22";"2";"3";"1";"21";"-";"0";"-";"-";"-";"15";"-";"6";"35";"-";"-";"4";"-";"0";"-";"1";"-";"0";"-";"-";"-";"-";"-";"-";"0";"-"
"510021";"510021";"61";"7";"2";"704";"575";"14";"10";"551";"156";"41";"32";"9";"61";"-";"3";"-";"-";"-";"87";"-";"9";"120";"-";"-";"19";"-";"8";"-";"6";"-";"0";"-";"-";"-";"-";"-";"-";"0";"-"
"510022";"510022";"61";"7";"2";"567";"444";"7";"2";"435";"103";"20";"16";"13";"49";"-";"3";"-";"-";"-";"58";"-";"16";"119";"-";"-";"28";"-";"3";"-";"5";"-";"2";"-";"-";"-";"-";"-";"-";"0";"-"
"510024";"510024";"61";"7";"2";"1033";"775";"10";"5";"760";"327";"25";"25";"13";"57";"-";"5";"-";"-";"-";"111";"-";"4";"152";"-";"-";"28";"-";"5";"-";"8";"-";"0";"-";"-";"-";"-";"-";"-";"0";"-"
"510025";"510025";"61";"7";"2";"1028";"755";"3";"1";"751";"174";"16";"17";"42";"45";"-";"60";"-";"-";"-";"134";"-";"7";"214";"-";"-";"26";"-";"6";"-";"9";"-";"1";"-";"-";"-";"-";"-";"-";"0";"-"
"510026";"510026";"61";"7";"2";"2840";"2092";"25";"16";"2051";"897";"42";"49";"30";"66";"-";"7";"-";"-";"-";"262";"-";"16";"555";"-";"-";"67";"-";"16";"-";"38";"-";"1";"-";"-";"-";"-";"-";"-";"5";"-"
"510028";"510028";"61";"7";"2";"2674";"1884";"28";"18";"1838";"817";"47";"53";"56";"39";"-";"10";"-";"-";"-";"212";"-";"15";"457";"-";"-";"94";"-";"17";"-";"16";"-";"3";"-";"-";"-";"-";"-";"-";"2";"-"
"510029";"510029";"61";"7";"2";"839";"621";"9";"1";"611";"199";"16";"17";"11";"28";"-";"11";"-";"-";"-";"89";"-";"12";"187";"-";"-";"26";"-";"6";"-";"5";"-";"4";"-";"-";"-";"-";"-";"-";"0";"-"
"510030";"510030";"61";"7";"2";"1202";"946";"16";"4";"926";"245";"46";"25";"20";"43";"-";"10";"-";"-";"-";"88";"-";"21";"385";"-";"-";"29";"-";"8";"-";"5";"-";"1";"-";"-";"-";"-";"-";"-";"0";"-"
"510031";"510031";"61";"7";"2";"444";"317";"5";"0";"312";"94";"4";"10";"8";"13";"-";"0";"-";"-";"-";"35";"-";"28";"93";"-";"-";"18";"-";"1";"-";"6";"-";"0";"-";"-";"-";"-";"-";"-";"2";"-"
"510032";"510032";"61";"7";"2";"571";"418";"3";"0";"415";"100";"5";"8";"7";"20";"-";"9";"-";"-";"-";"52";"-";"11";"175";"-";"-";"18";"-";"3";"-";"7";"-";"0";"-";"-";"-";"-";"-";"-";"0";"-"
"510033";"510033";"61";"7";"2";"948";"693";"13";"1";"679";"128";"7";"10";"19";"43";"-";"6";"-";"-";"-";"68";"-";"11";"340";"-";"-";"32";"-";"4";"-";"6";"-";"5";"-";"-";"-";"-";"-";"-";"0";"-"
"510034";"510034";"61";"7";"2";"478";"327";"3";"1";"323";"60";"5";"8";"14";"14";"-";"4";"-";"-";"-";"56";"-";"26";"128";"-";"-";"5";"-";"0";"-";"3";"-";"0";"-";"-";"-";"-";"-";"-";"0";"-"
"510035";"510035";"61";"7";"2";"633";"509";"8";"1";"500";"160";"14";"9";"13";"41";"-";"6";"-";"-";"-";"68";"-";"5";"144";"-";"-";"20";"-";"4";"-";"16";"-";"0";"-";"-";"-";"-";"-";"-";"0";"-"
"510036";"510036";"61";"7";"2";"1115";"769";"8";"5";"756";"215";"8";"14";"13";"38";"-";"7";"-";"-";"-";"98";"-";"10";"307";"-";"-";"24";"-";"5";"-";"16";"-";"1";"-";"-";"-";"-";"-";"-";"0";"-"
"530001";"530001";"55";"7";"2";"5136";"3856";"43";"13";"3800";"1079";"736";"248";"76";"89";"-";"-";"-";"14";"-";"331";"-";"-";"1097";"-";"-";"-";"-";"-";"-";"-";"-";"130";"-";"-";"-";"-";"-";"-";"-";"-"
"530002";"530002";"55";"7";"2";"1851";"1338";"7";"3";"1328";"430";"14";"290";"55";"9";"-";"-";"-";"1";"-";"197";"-";"-";"282";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-"
"530003";"530003";"55";"7";"2";"1683";"1244";"10";"5";"1229";"484";"32";"34";"27";"21";"-";"-";"-";"4";"-";"140";"-";"-";"469";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-"
"530004";"530004";"55";"7";"2";"808";"592";"1";"1";"590";"71";"11";"4";"9";"10";"-";"-";"-";"0";"-";"69";"-";"-";"408";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-"
"530005";"530005";"55";"7";"2";"794";"593";"3";"5";"585";"64";"11";"6";"18";"3";"-";"-";"-";"0";"-";"55";"-";"-";"311";"-";"-";"-";"-";"-";"-";"-";"-";"117";"-";"-";"-";"-";"-";"-";"-";"-"
"530006";"530006";"55";"7";"2";"8597";"6104";"63";"28";"6013";"1710";"286";"252";"152";"82";"-";"-";"-";"43";"-";"695";"-";"-";"2269";"-";"-";"-";"-";"-";"-";"-";"-";"524";"-";"-";"-";"-";"-";"-";"-";"-"
"530007";"530007";"55";"7";"2";"1620";"1191";"15";"2";"1174";"268";"39";"58";"18";"25";"-";"-";"-";"3";"-";"191";"-";"-";"534";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-"
"540001";"540001";"49";"7";"2";"4575";"3415";"53";"13";"3349";"1606";"11";"50";"125";"30";"-";"1";"15";"-";"-";"449";"-";"253";"637";"-";"-";"44";"41";"14";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540002";"540002";"49";"7";"2";"2223";"1575";"19";"5";"1551";"747";"8";"13";"68";"15";"-";"1";"9";"-";"-";"219";"-";"126";"278";"-";"-";"13";"21";"12";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540003";"540003";"49";"7";"2";"2869";"2207";"26";"8";"2173";"1051";"7";"21";"31";"14";"-";"2";"11";"-";"-";"252";"-";"164";"497";"-";"-";"16";"58";"21";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540004";"540004";"49";"7";"2";"1973";"1547";"24";"9";"1514";"618";"9";"14";"20";"23";"-";"2";"15";"-";"-";"181";"-";"140";"330";"-";"-";"45";"68";"16";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540005";"540005";"49";"7";"2";"3050";"2400";"12";"14";"2374";"872";"11";"29";"42";"26";"-";"4";"2";"-";"-";"240";"-";"226";"578";"-";"-";"27";"286";"10";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540006";"540006";"49";"7";"2";"2578";"2090";"29";"7";"2054";"713";"20";"61";"42";"37";"-";"4";"6";"-";"-";"171";"-";"309";"526";"-";"-";"17";"94";"26";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540007";"540007";"49";"7";"2";"2012";"1551";"16";"4";"1531";"470";"7";"18";"28";"13";"-";"1";"7";"-";"-";"153";"-";"164";"513";"-";"-";"40";"79";"17";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540008";"540008";"49";"7";"2";"474";"356";"1";"3";"352";"120";"4";"5";"10";"7";"-";"0";"0";"-";"-";"32";"-";"50";"81";"-";"-";"13";"15";"9";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540009";"540009";"49";"7";"2";"7325";"5136";"58";"23";"5055";"2326";"37";"108";"116";"73";"-";"10";"12";"-";"-";"505";"-";"680";"838";"-";"-";"124";"132";"45";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540010";"540010";"49";"7";"2";"6498";"4448";"67";"32";"4349";"1987";"46";"102";"114";"87";"-";"11";"10";"-";"-";"427";"-";"625";"630";"-";"-";"117";"95";"52";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540011";"540011";"49";"7";"2";"6252";"4402";"65";"16";"4321";"1627";"47";"147";"116";"105";"-";"8";"7";"-";"-";"386";"-";"819";"740";"-";"-";"115";"85";"70";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540012";"540012";"49";"7";"2";"4730";"3800";"41";"17";"3742";"1383";"28";"90";"67";"76";"-";"13";"7";"-";"-";"308";"-";"641";"895";"-";"-";"56";"98";"44";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540013";"540013";"49";"7";"2";"2495";"2003";"25";"11";"1967";"888";"7";"49";"28";"33";"-";"3";"4";"-";"-";"176";"-";"213";"449";"-";"-";"21";"41";"21";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540014";"540014";"49";"7";"2";"1467";"1119";"17";"2";"1100";"471";"6";"17";"14";"29";"-";"4";"5";"-";"-";"119";"-";"109";"250";"-";"-";"25";"24";"9";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540015";"540015";"49";"7";"2";"3605";"2867";"44";"10";"2813";"1106";"14";"55";"33";"28";"-";"9";"3";"-";"-";"271";"-";"366";"654";"-";"-";"45";"168";"28";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540016";"540016";"49";"7";"2";"6474";"4775";"58";"15";"4702";"1877";"26";"88";"60";"36";"-";"12";"1";"-";"-";"469";"-";"837";"990";"-";"-";"59";"106";"67";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"540017";"540017";"49";"7";"2";"734";"539";"14";"2";"523";"195";"0";"3";"4";"5";"-";"2";"0";"-";"-";"78";"-";"71";"123";"-";"-";"9";"11";"9";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550001";"550001";"51";"7";"2";"1505";"1109";"12";"8";"1089";"411";"2";"24";"19";"14";"-";"0";"-";"-";"-";"107";"-";"35";"418";"-";"-";"15";"37";"4";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550002";"550002";"51";"7";"2";"615";"440";"3";"1";"436";"81";"2";"15";"13";"6";"-";"2";"-";"-";"-";"38";"-";"22";"230";"-";"-";"10";"10";"5";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550003";"550003";"51";"7";"2";"448";"347";"6";"0";"341";"90";"0";"8";"14";"5";"-";"1";"-";"-";"-";"36";"-";"6";"172";"-";"-";"1";"5";"3";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550004";"550004";"51";"7";"2";"1405";"1019";"15";"3";"1001";"290";"6";"23";"24";"15";"-";"2";"-";"-";"-";"83";"-";"73";"404";"-";"-";"20";"42";"13";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550007";"550007";"51";"7";"2";"488";"345";"3";"1";"341";"70";"2";"14";"15";"6";"-";"0";"-";"-";"-";"22";"-";"18";"179";"-";"-";"6";"4";"1";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550008";"550008";"51";"7";"2";"904";"714";"7";"2";"705";"214";"6";"10";"29";"8";"-";"0";"-";"-";"-";"60";"-";"53";"267";"-";"-";"23";"26";"6";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550012";"550012";"51";"7";"2";"2634";"1946";"29";"2";"1915";"250";"12";"35";"42";"105";"-";"32";"-";"-";"-";"227";"-";"239";"821";"-";"-";"39";"96";"12";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550014";"550014";"51";"7";"2";"1074";"756";"6";"3";"747";"87";"4";"33";"16";"54";"-";"4";"-";"-";"-";"90";"-";"73";"333";"-";"-";"14";"30";"5";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550015";"550015";"51";"7";"2";"636";"446";"9";"3";"434";"52";"4";"3";"14";"8";"-";"2";"-";"-";"-";"41";"-";"26";"256";"-";"-";"13";"9";"2";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550016";"550016";"51";"7";"2";"732";"541";"7";"2";"532";"44";"3";"15";"6";"16";"-";"1";"-";"-";"-";"74";"-";"112";"168";"-";"-";"11";"77";"0";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550017";"550017";"51";"7";"2";"1691";"1166";"17";"10";"1139";"139";"12";"23";"39";"23";"-";"30";"-";"-";"-";"167";"-";"21";"640";"-";"-";"21";"12";"4";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550018";"550018";"51";"7";"2";"604";"438";"4";"2";"432";"64";"3";"2";"9";"26";"-";"1";"-";"-";"-";"49";"-";"8";"247";"-";"-";"10";"10";"1";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550019";"550019";"51";"7";"2";"432";"298";"8";"4";"286";"51";"2";"4";"11";"9";"-";"10";"-";"-";"-";"40";"-";"8";"139";"-";"-";"3";"6";"1";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550021";"550021";"51";"7";"2";"563";"374";"2";"2";"370";"57";"1";"14";"15";"10";"-";"3";"-";"-";"-";"39";"-";"7";"208";"-";"-";"3";"10";"2";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550023";"550023";"51";"7";"2";"3213";"2322";"48";"8";"2266";"550";"6";"41";"37";"70";"-";"16";"-";"-";"-";"295";"-";"29";"1100";"-";"-";"46";"30";"15";"-";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550024";"550024";"51";"7";"2";"825";"567";"9";"1";"557";"106";"4";"40";"17";"10";"-";"0";"-";"-";"-";"64";"-";"12";"264";"-";"-";"17";"16";"4";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550025";"550025";"51";"7";"2";"6602";"4591";"60";"24";"4507";"1140";"59";"145";"279";"77";"-";"12";"-";"-";"-";"306";"-";"350";"1486";"-";"-";"151";"388";"86";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550027";"550027";"51";"7";"2";"870";"661";"8";"5";"648";"97";"1";"24";"19";"9";"-";"1";"-";"-";"-";"76";"-";"23";"345";"-";"-";"11";"29";"6";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550029";"550029";"51";"7";"2";"813";"603";"11";"5";"587";"92";"9";"18";"47";"16";"-";"4";"-";"-";"-";"72";"-";"75";"192";"-";"-";"12";"42";"7";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550051";"550051";"51";"7";"2";"505";"355";"8";"2";"345";"65";"2";"12";"18";"56";"-";"0";"-";"-";"-";"35";"-";"7";"116";"-";"-";"16";"10";"6";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550061";"550061";"51";"7";"2";"2944";"2163";"25";"6";"2132";"373";"8";"52";"42";"31";"-";"9";"-";"-";"-";"262";"-";"35";"1225";"-";"-";"30";"43";"6";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"550071";"550071";"51";"7";"2";"533";"414";"6";"0";"408";"50";"1";"20";"13";"15";"-";"0";"-";"-";"-";"31";"-";"8";"248";"-";"-";"8";"7";"1";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"561002";"561002";"52";"7";"2";"10970";"6715";"146";"33";"6536";"1776";"305";"255";"435";"245";"-";"-";"-";"44";"9";"473";"-";"-";"1860";"-";"-";"384";"-";"243";"5";"69";"1";"415";"-";"-";"-";"-";"-";"-";"-";"17"
"561003";"561003";"52";"7";"2";"2347";"1437";"33";"12";"1392";"572";"37";"35";"77";"32";"-";"-";"-";"12";"0";"148";"-";"-";"268";"-";"-";"79";"-";"37";"3";"15";"1";"73";"-";"-";"-";"-";"-";"-";"-";"3"
"561004";"561004";"52";"7";"2";"3676";"2473";"43";"7";"2423";"874";"68";"56";"206";"42";"-";"-";"-";"40";"1";"224";"-";"-";"489";"-";"-";"120";"-";"108";"1";"25";"1";"159";"-";"-";"-";"-";"-";"-";"-";"9"
"561005";"561005";"52";"7";"2";"5565";"3295";"57";"16";"3222";"1450";"74";"92";"190";"40";"-";"-";"-";"33";"4";"305";"-";"-";"564";"-";"-";"204";"-";"49";"1";"36";"1";"173";"-";"-";"-";"-";"-";"-";"-";"6"
"561006";"561006";"52";"7";"2";"5317";"3597";"56";"14";"3527";"1246";"150";"144";"245";"72";"-";"-";"-";"21";"6";"263";"-";"-";"862";"-";"-";"188";"-";"123";"3";"38";"3";"155";"-";"-";"-";"-";"-";"-";"-";"8"
"561007";"561007";"52";"7";"2";"4116";"2636";"41";"16";"2579";"989";"64";"67";"221";"52";"-";"-";"-";"70";"13";"255";"-";"-";"431";"-";"-";"163";"-";"78";"2";"29";"1";"136";"-";"-";"-";"-";"-";"-";"-";"8"
"561008";"561008";"53";"7";"2";"1651";"1269";"22";"7";"1240";"298";"28";"45";"59";"25";"-";"-";"-";"9";"3";"125";"-";"-";"511";"-";"-";"26";"-";"16";"0";"15";"0";"75";"-";"-";"-";"-";"-";"-";"-";"5"
"561011";"561011";"52";"7";"2";"3297";"2360";"27";"12";"2321";"667";"55";"80";"157";"36";"-";"-";"-";"12";"2";"164";"-";"-";"833";"-";"-";"96";"-";"48";"2";"19";"2";"142";"-";"-";"-";"-";"-";"-";"-";"6"
"561012";"561012";"53";"7";"2";"2562";"1905";"24";"7";"1874";"488";"42";"41";"99";"41";"-";"-";"-";"14";"1";"151";"-";"-";"798";"-";"-";"38";"-";"44";"0";"16";"0";"100";"-";"-";"-";"-";"-";"-";"-";"1"
"561015";"561015";"52";"7";"2";"5610";"4179";"37";"12";"4130";"1328";"134";"116";"232";"69";"-";"-";"-";"18";"5";"360";"-";"-";"1371";"-";"-";"125";"-";"83";"2";"47";"0";"232";"-";"-";"-";"-";"-";"-";"-";"8"
"561016";"561016";"53";"7";"2";"5962";"4516";"42";"19";"4455";"1066";"250";"161";"180";"119";"-";"-";"-";"13";"5";"328";"-";"-";"1835";"-";"-";"72";"-";"66";"2";"37";"1";"315";"-";"-";"-";"-";"-";"-";"-";"5"
"561017";"561017";"53";"7";"2";"1121";"825";"8";"4";"813";"203";"22";"19";"31";"12";"-";"-";"-";"11";"2";"81";"-";"-";"299";"-";"-";"24";"-";"17";"0";"13";"0";"78";"-";"-";"-";"-";"-";"-";"-";"1"
"561020";"561020";"53";"7";"2";"2568";"2000";"19";"1";"1980";"478";"53";"47";"98";"23";"-";"-";"-";"16";"4";"176";"-";"-";"825";"-";"-";"41";"-";"107";"3";"20";"0";"87";"-";"-";"-";"-";"-";"-";"-";"2"
"561021";"561021";"52";"7";"2";"3210";"1868";"31";"9";"1828";"755";"35";"48";"97";"22";"-";"-";"-";"11";"0";"223";"-";"-";"398";"-";"-";"90";"-";"24";"3";"19";"1";"101";"-";"-";"-";"-";"-";"-";"-";"1"
"561022";"561022";"52";"7";"2";"2752";"1858";"24";"6";"1828";"592";"46";"67";"79";"31";"-";"-";"-";"9";"7";"222";"-";"-";"577";"-";"-";"45";"-";"14";"4";"26";"0";"108";"-";"-";"-";"-";"-";"-";"-";"1"
"561023";"561023";"52";"7";"2";"3035";"2223";"35";"15";"2173";"856";"43";"53";"113";"34";"-";"-";"-";"19";"12";"240";"-";"-";"540";"-";"-";"82";"-";"39";"0";"29";"2";"105";"-";"-";"-";"-";"-";"-";"-";"6"
"561024";"561024";"53";"7";"2";"2961";"2196";"30";"7";"2159";"640";"59";"69";"101";"41";"-";"-";"-";"19";"2";"194";"-";"-";"777";"-";"-";"37";"-";"34";"4";"21";"1";"157";"-";"-";"-";"-";"-";"-";"-";"3"
"561025";"561025";"53";"7";"2";"8258";"5854";"94";"21";"5739";"1538";"130";"215";"415";"108";"-";"-";"-";"14";"18";"524";"-";"-";"2288";"-";"-";"135";"-";"98";"3";"46";"1";"183";"-";"-";"-";"-";"-";"-";"-";"23"
"561028";"561028";"53";"7";"2";"8899";"6614";"92";"18";"6504";"1933";"179";"676";"441";"82";"-";"-";"-";"5";"9";"386";"-";"-";"2089";"-";"-";"427";"-";"129";"0";"32";"0";"110";"-";"-";"-";"-";"-";"-";"-";"6"
"561032";"561032";"53";"7";"2";"1572";"1185";"27";"4";"1154";"315";"25";"107";"63";"17";"-";"-";"-";"1";"1";"105";"-";"-";"424";"-";"-";"46";"-";"24";"1";"6";"0";"17";"-";"-";"-";"-";"-";"-";"-";"2"
"561033";"561033";"53";"7";"2";"2173";"1581";"30";"7";"1544";"343";"23";"87";"82";"23";"-";"-";"-";"3";"37";"156";"-";"-";"676";"-";"-";"31";"-";"22";"0";"8";"0";"52";"-";"-";"-";"-";"-";"-";"-";"1"
"561035";"561035";"53";"7";"2";"34";"27";"0";"0";"27";"8";"1";"0";"2";"0";"-";"-";"-";"0";"0";"1";"-";"-";"14";"-";"-";"0";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"0"
