"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2009 - Stemmeberettigede";"KV2009 - Afgivne stemmer";"KV2009 - Blanke stemmer";"KV2009 - Andre ugyldige stemmer";"KV2009 - Gyldige stemmer";"KV2009 - A";"KV2009 - B";"KV2009 - C";"KV2009 - F";"KV2009 - I";"KV2009 - J";"KV2009 - K";"KV2009 - M";"KV2009 - G";"KV2009 - N";"KV2009 - O";"KV2009 - H";"KV2009 - S";"KV2009 - V";"KV2009 - U";"KV2009 - Z";"KV2009 - Ø";"KV2009 - L";"KV2009 - Å";"KV2009 - R";"KV2009 - D";"KV2009 - P";"KV2009 - E";"KV2009 - 1";"KV2009 - 2";"KV2009 - 3";"KV2009 - Æ";"KV2009 - W";"KV2009 - Q";"KV2009 - Y";"KV2009 - T"
"575011";"575011";"55";"7";"2";"1386";"950";"15";"2";"933";"194";"7";"95";"90";"-";"-";"-";"-";"-";"-";"87";"-";"-";"460";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575012";"575012";"55";"7";"2";"383";"275";"2";"1";"272";"33";"4";"58";"26";"-";"-";"-";"-";"-";"-";"18";"-";"-";"129";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575013";"575013";"55";"7";"2";"617";"440";"4";"1";"435";"104";"3";"69";"32";"-";"-";"-";"-";"-";"-";"17";"-";"-";"210";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575014";"575014";"55";"7";"2";"6928";"4426";"57";"12";"4357";"1564";"90";"422";"529";"-";"-";"-";"-";"-";"-";"346";"-";"-";"1392";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575015";"575015";"55";"7";"2";"502";"360";"5";"0";"355";"50";"5";"18";"33";"-";"-";"-";"-";"-";"-";"46";"-";"-";"202";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575016";"575016";"55";"7";"2";"2027";"1438";"15";"7";"1416";"354";"25";"217";"181";"-";"-";"-";"-";"-";"-";"83";"-";"-";"536";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575017";"575017";"55";"7";"2";"1100";"778";"9";"2";"767";"150";"10";"27";"94";"-";"-";"-";"-";"-";"-";"73";"-";"-";"385";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575018";"575018";"55";"7";"2";"1136";"800";"3";"0";"797";"291";"3";"52";"85";"-";"-";"-";"-";"-";"-";"73";"-";"-";"279";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"575019";"575019";"55";"7";"2";"1615";"1009";"15";"1";"993";"316";"8";"51";"89";"-";"-";"-";"-";"-";"-";"102";"-";"-";"423";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580001";"580001";"50";"7";"2";"866";"539";"3";"5";"531";"207";"7";"76";"31";"-";"-";"-";"-";"-";"-";"48";"-";"34";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580002";"580002";"50";"7";"2";"1483";"934";"7";"1";"926";"350";"3";"138";"35";"-";"-";"-";"-";"-";"-";"72";"-";"42";"286";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580003";"580003";"50";"7";"2";"1534";"914";"13";"2";"899";"355";"12";"92";"57";"-";"-";"-";"-";"-";"-";"89";"-";"35";"259";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580004";"580004";"50";"7";"2";"1267";"765";"7";"2";"756";"286";"8";"48";"35";"-";"-";"-";"-";"-";"-";"102";"-";"45";"232";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580005";"580005";"50";"7";"2";"1049";"694";"7";"1";"686";"214";"3";"108";"36";"-";"-";"-";"-";"-";"-";"67";"-";"30";"228";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580006";"580006";"50";"7";"2";"406";"264";"2";"1";"261";"69";"3";"11";"10";"-";"-";"-";"-";"-";"-";"19";"-";"10";"139";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580007";"580007";"50";"7";"2";"1193";"777";"6";"6";"765";"235";"1";"43";"33";"-";"-";"-";"-";"-";"-";"78";"-";"54";"321";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580008";"580008";"50";"7";"2";"1681";"1107";"14";"3";"1090";"306";"5";"21";"44";"-";"-";"-";"-";"-";"-";"80";"-";"277";"357";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580009";"580009";"50";"7";"2";"729";"517";"4";"0";"513";"92";"5";"6";"16";"-";"-";"-";"-";"-";"-";"22";"-";"62";"310";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580010";"580010";"50";"7";"2";"394";"293";"2";"0";"291";"62";"1";"16";"5";"-";"-";"-";"-";"-";"-";"21";"-";"100";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580011";"580011";"50";"7";"2";"294";"200";"4";"1";"195";"32";"2";"19";"8";"-";"-";"-";"-";"-";"-";"8";"-";"19";"107";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580012";"580012";"50";"7";"2";"1038";"690";"9";"2";"679";"245";"5";"68";"30";"-";"-";"-";"-";"-";"-";"65";"-";"19";"247";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580013";"580013";"50";"7";"2";"484";"332";"2";"1";"329";"119";"3";"9";"23";"-";"-";"-";"-";"-";"-";"49";"-";"32";"94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580014";"580014";"50";"7";"2";"1777";"1197";"17";"1";"1179";"480";"11";"74";"69";"-";"-";"-";"-";"-";"-";"120";"-";"41";"384";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580016";"580016";"50";"7";"2";"479";"308";"4";"0";"304";"103";"6";"18";"16";"-";"-";"-";"-";"-";"-";"33";"-";"5";"123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580017";"580017";"50";"7";"2";"500";"348";"4";"1";"343";"114";"2";"21";"27";"-";"-";"-";"-";"-";"-";"28";"-";"10";"141";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580018";"580018";"50";"7";"2";"4932";"3417";"31";"10";"3376";"2165";"27";"123";"110";"-";"-";"-";"-";"-";"-";"199";"-";"70";"682";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580019";"580019";"50";"7";"2";"1548";"1095";"6";"1";"1088";"678";"8";"35";"25";"-";"-";"-";"-";"-";"-";"74";"-";"29";"239";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580020";"580020";"50";"7";"2";"697";"499";"1";"1";"497";"218";"4";"8";"18";"-";"-";"-";"-";"-";"-";"25";"-";"7";"217";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580021";"580021";"50";"7";"2";"310";"252";"5";"0";"247";"81";"4";"5";"13";"-";"-";"-";"-";"-";"-";"13";"-";"8";"123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580022";"580022";"50";"7";"2";"692";"495";"6";"1";"488";"205";"1";"9";"15";"-";"-";"-";"-";"-";"-";"31";"-";"14";"213";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580023";"580023";"50";"7";"2";"787";"599";"4";"4";"591";"332";"4";"16";"36";"-";"-";"-";"-";"-";"-";"38";"-";"11";"154";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580024";"580024";"50";"7";"2";"2447";"1616";"14";"0";"1602";"534";"2";"36";"80";"-";"-";"-";"-";"-";"-";"95";"-";"313";"542";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580025";"580025";"50";"7";"2";"364";"234";"0";"0";"234";"57";"1";"6";"8";"-";"-";"-";"-";"-";"-";"19";"-";"63";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580026";"580026";"50";"7";"2";"1213";"838";"4";"1";"833";"325";"3";"29";"33";"-";"-";"-";"-";"-";"-";"40";"-";"56";"347";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580027";"580027";"50";"7";"2";"208";"142";"1";"0";"141";"42";"0";"3";"5";"-";"-";"-";"-";"-";"-";"14";"-";"17";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580028";"580028";"50";"7";"2";"524";"275";"5";"2";"268";"67";"2";"9";"17";"-";"-";"-";"-";"-";"-";"29";"-";"74";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580029";"580029";"50";"7";"2";"7385";"4809";"50";"20";"4739";"2143";"130";"279";"406";"-";"-";"-";"-";"-";"-";"394";"-";"309";"1078";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580030";"580030";"50";"7";"2";"3380";"2290";"14";"7";"2269";"1177";"40";"88";"200";"-";"-";"-";"-";"-";"-";"209";"-";"84";"471";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580031";"580031";"50";"7";"2";"2530";"1943";"15";"8";"1920";"762";"39";"120";"192";"-";"-";"-";"-";"-";"-";"197";"-";"119";"491";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580032";"580032";"50";"7";"2";"1785";"1287";"12";"0";"1275";"596";"22";"62";"77";"-";"-";"-";"-";"-";"-";"114";"-";"52";"352";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"580033";"580033";"50";"7";"2";"2164";"1317";"10";"12";"1295";"715";"18";"53";"103";"-";"-";"-";"-";"-";"-";"114";"-";"49";"243";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"607001";"607001";"58";"7";"2";"10414";"6928";"76";"22";"6830";"2128";"57";"563";"1322";"77";"-";"-";"-";"-";"-";"671";"-";"-";"1454";"-";"-";"78";"-";"-";"-";"-";"157";"-";"-";"-";"-";"-";"-";"-";"-";"323"
"607002";"607002";"58";"7";"2";"1151";"886";"6";"5";"875";"190";"8";"62";"164";"13";"-";"-";"-";"-";"-";"87";"-";"-";"276";"-";"-";"3";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"58"
"607003";"607003";"58";"7";"2";"7199";"5594";"43";"13";"5538";"1451";"34";"578";"740";"54";"-";"-";"-";"-";"-";"513";"-";"-";"1712";"-";"-";"27";"-";"-";"-";"-";"107";"-";"-";"-";"-";"-";"-";"-";"-";"322"
"607004";"607004";"58";"7";"2";"609";"443";"6";"0";"437";"78";"3";"63";"63";"1";"-";"-";"-";"-";"-";"41";"-";"-";"148";"-";"-";"2";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"20"
"607005";"607005";"58";"7";"2";"3991";"2877";"39";"7";"2831";"562";"26";"150";"482";"52";"-";"-";"-";"-";"-";"214";"-";"-";"1024";"-";"-";"12";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"271"
"607006";"607006";"58";"7";"2";"7989";"5108";"63";"21";"5024";"1655";"36";"321";"818";"51";"-";"-";"-";"-";"-";"578";"-";"-";"1207";"-";"-";"35";"-";"-";"-";"-";"109";"-";"-";"-";"-";"-";"-";"-";"-";"214"
"607007";"607007";"58";"7";"2";"1469";"1169";"17";"2";"1150";"314";"5";"105";"149";"13";"-";"-";"-";"-";"-";"101";"-";"-";"390";"-";"-";"2";"-";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"50"
"607008";"607008";"58";"7";"2";"5766";"3350";"36";"15";"3299";"975";"27";"230";"639";"30";"-";"-";"-";"-";"-";"361";"-";"-";"774";"-";"-";"50";"-";"-";"-";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"145"
"615001";"615001";"71";"8";"3";"5070";"2655";"22";"22";"2611";"1388";"42";"87";"382";"66";"-";"6";"10";"-";"3";"229";"-";"-";"354";"-";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615002";"615002";"71";"8";"3";"4601";"2243";"23";"12";"2208";"1063";"42";"81";"357";"73";"-";"7";"16";"-";"2";"183";"-";"-";"337";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615003";"615003";"71";"8";"3";"7791";"3894";"37";"13";"3844";"1604";"118";"261";"566";"217";"-";"8";"19";"-";"2";"316";"-";"-";"679";"-";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615004";"615004";"71";"8";"3";"153";"116";"4";"0";"112";"26";"5";"10";"16";"1";"-";"0";"4";"-";"0";"8";"-";"-";"34";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615005";"615005";"71";"8";"3";"6582";"3427";"24";"40";"3363";"1724";"101";"138";"497";"119";"-";"8";"18";"-";"2";"287";"-";"-";"429";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615006";"615006";"71";"8";"3";"7000";"4586";"52";"16";"4518";"2079";"86";"252";"468";"138";"-";"18";"20";"-";"2";"458";"-";"-";"969";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615007";"615007";"71";"8";"3";"3967";"2713";"26";"2";"2685";"1160";"45";"144";"297";"95";"-";"11";"8";"-";"0";"274";"-";"-";"636";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615008";"615008";"71";"8";"3";"1586";"1137";"11";"4";"1122";"403";"21";"45";"93";"65";"-";"1";"1";"-";"1";"99";"-";"-";"392";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615009";"615009";"71";"8";"3";"1786";"1198";"15";"4";"1179";"399";"25";"44";"97";"27";"-";"3";"5";"-";"5";"100";"-";"-";"467";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615010";"615010";"71";"8";"3";"1972";"1426";"2";"3";"1421";"652";"26";"53";"138";"53";"-";"7";"6";"-";"2";"137";"-";"-";"335";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615011";"615011";"71";"8";"3";"4526";"3491";"23";"8";"3460";"1003";"111";"372";"255";"323";"-";"9";"6";"-";"2";"253";"-";"-";"1103";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615012";"615012";"71";"8";"3";"3130";"2136";"21";"5";"2110";"840";"50";"128";"221";"91";"-";"4";"11";"-";"0";"177";"-";"-";"574";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615013";"615013";"71";"8";"3";"3584";"2462";"23";"10";"2429";"635";"70";"44";"123";"24";"-";"20";"2";"-";"0";"375";"-";"-";"1121";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615014";"615014";"71";"8";"3";"1361";"992";"11";"3";"978";"222";"56";"12";"62";"12";"-";"5";"2";"-";"0";"104";"-";"-";"485";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615015";"615015";"71";"8";"3";"1399";"981";"2";"4";"975";"224";"69";"17";"132";"16";"-";"3";"2";"-";"0";"144";"-";"-";"354";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615016";"615016";"71";"8";"3";"2520";"1654";"13";"5";"1636";"408";"41";"49";"233";"27";"-";"2";"7";"-";"0";"184";"-";"-";"671";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615017";"615017";"71";"8";"3";"1954";"1315";"10";"2";"1303";"354";"36";"65";"216";"30";"-";"4";"6";"-";"0";"91";"-";"-";"478";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615018";"615018";"71";"8";"3";"2516";"1742";"17";"2";"1723";"541";"34";"132";"208";"36";"-";"2";"2";"-";"0";"150";"-";"-";"603";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"615019";"615019";"71";"8";"3";"1419";"1033";"11";"1";"1021";"283";"30";"34";"130";"23";"-";"4";"1";"-";"1";"72";"-";"-";"431";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621001";"621001";"59";"7";"2";"5762";"3503";"40";"11";"3452";"652";"235";"378";"625";"-";"-";"14";"-";"-";"-";"346";"-";"-";"1118";"-";"-";"78";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621002";"621002";"59";"7";"2";"4234";"2353";"15";"3";"2335";"712";"88";"118";"556";"-";"-";"16";"-";"-";"-";"341";"-";"-";"478";"-";"-";"26";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621003";"621003";"59";"7";"2";"4802";"3032";"18";"13";"3001";"779";"115";"175";"609";"-";"-";"10";"-";"-";"-";"475";"-";"-";"801";"-";"-";"34";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621004";"621004";"59";"7";"2";"5900";"4445";"46";"10";"4389";"667";"325";"593";"401";"-";"-";"7";"-";"-";"-";"513";"-";"-";"1860";"-";"-";"20";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621005";"621005";"59";"7";"2";"4136";"3080";"31";"4";"3045";"611";"138";"228";"389";"-";"-";"12";"-";"-";"-";"434";"-";"-";"1216";"-";"-";"16";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621006";"621006";"59";"7";"2";"3395";"2565";"22";"2";"2541";"322";"81";"156";"251";"-";"-";"3";"-";"-";"-";"276";"-";"-";"1442";"-";"-";"8";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621007";"621007";"59";"7";"2";"4264";"3092";"25";"6";"3061";"451";"54";"469";"392";"-";"-";"17";"-";"-";"-";"348";"-";"-";"1304";"-";"-";"20";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621008";"621008";"60";"7";"2";"5070";"2857";"33";"7";"2817";"657";"125";"204";"536";"-";"-";"6";"-";"-";"-";"532";"-";"-";"708";"-";"-";"44";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621009";"621009";"60";"7";"2";"6591";"4066";"53";"8";"4005";"783";"181";"355";"848";"-";"-";"52";"-";"-";"-";"590";"-";"-";"1115";"-";"-";"74";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621010";"621010";"60";"7";"2";"4498";"3418";"41";"3";"3374";"687";"112";"290";"549";"-";"-";"64";"-";"-";"-";"556";"-";"-";"1094";"-";"-";"20";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621011";"621011";"60";"7";"2";"2991";"2393";"7";"6";"2380";"402";"120";"248";"249";"-";"-";"13";"-";"-";"-";"342";"-";"-";"994";"-";"-";"12";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621012";"621012";"60";"7";"2";"3422";"2550";"9";"1";"2540";"482";"127";"304";"427";"-";"-";"8";"-";"-";"-";"336";"-";"-";"823";"-";"-";"33";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621013";"621013";"60";"7";"2";"2713";"1898";"22";"5";"1871";"320";"62";"135";"283";"-";"-";"8";"-";"-";"-";"383";"-";"-";"667";"-";"-";"10";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621014";"621014";"60";"7";"2";"5729";"3981";"41";"8";"3932";"605";"63";"725";"425";"-";"-";"20";"-";"-";"-";"799";"-";"-";"1275";"-";"-";"18";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"621015";"621015";"60";"7";"2";"4711";"3232";"32";"3";"3197";"434";"160";"361";"478";"-";"-";"37";"-";"-";"-";"730";"-";"-";"978";"-";"-";"18";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630001";"630001";"57";"7";"2";"2204";"1425";"10";"7";"1408";"625";"38";"63";"288";"-";"-";"11";"0";"-";"-";"107";"-";"-";"266";"-";"-";"9";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630002";"630002";"57";"7";"2";"3873";"2622";"22";"9";"2591";"1086";"44";"148";"350";"-";"-";"23";"3";"-";"-";"255";"-";"-";"662";"-";"-";"13";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630003";"630003";"57";"7";"2";"1565";"1215";"9";"10";"1196";"527";"14";"43";"100";"-";"-";"18";"0";"-";"-";"120";"-";"-";"370";"-";"-";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630004";"630004";"57";"7";"2";"1758";"1221";"10";"6";"1205";"313";"33";"70";"137";"-";"-";"11";"0";"-";"-";"150";"-";"-";"464";"-";"-";"13";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630005";"630005";"57";"7";"2";"1447";"1022";"16";"0";"1006";"235";"28";"61";"117";"-";"-";"12";"1";"-";"-";"158";"-";"-";"310";"-";"-";"6";"78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630006";"630006";"57";"7";"2";"2698";"1814";"19";"4";"1791";"427";"57";"77";"183";"-";"-";"4";"1";"-";"-";"274";"-";"-";"711";"-";"-";"10";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630007";"630007";"57";"7";"2";"739";"543";"3";"0";"540";"129";"16";"46";"41";"-";"-";"6";"0";"-";"-";"108";"-";"-";"173";"-";"-";"3";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630008";"630008";"57";"7";"2";"1533";"1047";"26";"4";"1017";"208";"27";"37";"156";"-";"-";"3";"0";"-";"-";"164";"-";"-";"407";"-";"-";"4";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630009";"630009";"57";"7";"2";"11242";"5734";"92";"32";"5610";"1831";"168";"485";"1143";"-";"-";"47";"14";"-";"-";"678";"-";"-";"1152";"-";"-";"79";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630010";"630010";"57";"7";"2";"933";"711";"10";"1";"700";"149";"26";"60";"97";"-";"-";"5";"1";"-";"-";"90";"-";"-";"258";"-";"-";"13";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630011";"630011";"57";"7";"2";"3582";"2631";"24";"13";"2594";"650";"88";"349";"275";"-";"-";"8";"0";"-";"-";"292";"-";"-";"926";"-";"-";"6";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630012";"630012";"57";"7";"2";"2543";"1864";"15";"4";"1845";"408";"86";"264";"246";"-";"-";"5";"1";"-";"-";"163";"-";"-";"656";"-";"-";"12";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630013";"630013";"57";"7";"2";"2436";"1439";"17";"8";"1414";"510";"40";"111";"294";"-";"-";"9";"0";"-";"-";"166";"-";"-";"262";"-";"-";"20";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630014";"630014";"57";"7";"2";"2569";"1633";"27";"7";"1599";"565";"51";"111";"338";"-";"-";"9";"2";"-";"-";"208";"-";"-";"296";"-";"-";"11";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630015";"630015";"57";"7";"2";"3106";"1619";"22";"10";"1587";"539";"42";"151";"324";"-";"-";"13";"4";"-";"-";"190";"-";"-";"291";"-";"-";"26";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630016";"630016";"56";"7";"2";"1601";"1281";"13";"6";"1262";"274";"42";"113";"174";"-";"-";"6";"0";"-";"-";"109";"-";"-";"516";"-";"-";"21";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630017";"630017";"56";"7";"2";"4529";"2972";"38";"6";"2928";"449";"70";"329";"201";"-";"-";"24";"4";"-";"-";"622";"-";"-";"1220";"-";"-";"6";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630018";"630018";"56";"7";"2";"1829";"1231";"23";"1";"1207";"163";"29";"48";"126";"-";"-";"9";"2";"-";"-";"268";"-";"-";"555";"-";"-";"4";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630019";"630019";"56";"7";"2";"966";"684";"8";"1";"675";"85";"160";"42";"61";"-";"-";"2";"1";"-";"-";"102";"-";"-";"219";"-";"-";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630020";"630020";"56";"7";"2";"899";"657";"11";"4";"642";"92";"18";"21";"66";"-";"-";"4";"0";"-";"-";"104";"-";"-";"335";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630021";"630021";"56";"7";"2";"854";"593";"8";"1";"584";"55";"32";"40";"54";"-";"-";"7";"0";"-";"-";"122";"-";"-";"263";"-";"-";"2";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630022";"630022";"56";"7";"2";"384";"274";"5";"0";"269";"34";"12";"20";"23";"-";"-";"0";"0";"-";"-";"35";"-";"-";"143";"-";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
